"MESA"	"TIPO_ELECCION"	"DEPTO"	"MUNI"	"ESTADO_ACTA"	"CANTIDAD_PAPELETAS"	"VAMOS"	"FUERZA"	"UNE"	"SEMILLA"	"CREO"	"PODEMOS"	"PC"	"LIBRE"	"MLP"	"V10"	"V11"	"V12"	"V13"	"V14"	"V15"	"V16"	"V17"	"V18"	"V19"	"V20"	"V21"	"V22"	"V23"	"V24"	"V25"	"V26"	"V27"	"V28"	"V29"	"V30"	"VOTOS_VALIDOS_ACTA"	"VOTOS_VALIDOS"	"NULOS"	"BLANCOS"	"INVALIDOS"	"TOTAL_ACTA"	"TOTAL_VOTOS"	"ACTA_CUADRA"	"IMPUGNACIONES"
"8113"	"4"	"7"	"5"	"2"	"376"	"148"	"17"	"33"	"2"	"28"	"6"	"11"	"17"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"263"	"263"	"12"	"7"	"0"	"282"	"282"	"1"	"1"
"8114"	"4"	"7"	"5"	"2"	"373"	"124"	"29"	"61"	"3"	"51"	"3"	"9"	"13"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"293"	"293"	"10"	"9"	"0"	"312"	"312"	"1"	"0"
"8115"	"4"	"7"	"5"	"2"	"376"	"146"	"23"	"46"	"2"	"24"	"7"	"20"	"22"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"296"	"296"	"12"	"3"	"0"	"311"	"311"	"1"	"0"
"8116"	"4"	"7"	"5"	"2"	"374"	"121"	"22"	"53"	"0"	"33"	"0"	"12"	"26"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"274"	"274"	"20"	"9"	"0"	"303"	"303"	"1"	"0"
"8117"	"4"	"7"	"5"	"2"	"380"	"164"	"24"	"54"	"0"	"23"	"6"	"13"	"21"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"311"	"311"	"10"	"4"	"0"	"325"	"325"	"1"	"0"
"8118"	"4"	"7"	"5"	"2"	"380"	"129"	"45"	"39"	"1"	"26"	"5"	"24"	"35"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"307"	"307"	"16"	"5"	"0"	"328"	"328"	"1"	"0"
"8119"	"4"	"7"	"5"	"2"	"376"	"96"	"40"	"42"	"2"	"31"	"4"	"13"	"53"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"284"	"284"	"15"	"9"	"0"	"308"	"308"	"1"	"0"
"8120"	"4"	"7"	"5"	"2"	"376"	"129"	"40"	"39"	"0"	"32"	"3"	"12"	"26"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"287"	"287"	"6"	"2"	"0"	"295"	"295"	"1"	"0"
"8121"	"4"	"7"	"5"	"2"	"376"	"127"	"31"	"35"	"0"	"34"	"6"	"19"	"21"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"273"	"273"	"4"	"0"	"0"	"277"	"277"	"1"	"0"
"8122"	"4"	"7"	"5"	"2"	"380"	"118"	"31"	"41"	"1"	"30"	"2"	"18"	"12"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"258"	"258"	"12"	"4"	"0"	"274"	"274"	"1"	"0"
"8123"	"4"	"7"	"5"	"2"	"376"	"123"	"28"	"34"	"0"	"33"	"4"	"14"	"23"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"261"	"261"	"13"	"7"	"0"	"281"	"281"	"1"	"0"
"8124"	"4"	"7"	"5"	"2"	"374"	"110"	"26"	"45"	"3"	"31"	"1"	"27"	"29"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"275"	"275"	"12"	"7"	"0"	"294"	"294"	"1"	"0"
"8125"	"4"	"7"	"5"	"2"	"376"	"113"	"36"	"36"	"1"	"32"	"6"	"22"	"20"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"267"	"267"	"17"	"10"	"0"	"294"	"294"	"1"	"0"
"8126"	"4"	"7"	"5"	"2"	"376"	"117"	"30"	"15"	"1"	"26"	"10"	"11"	"17"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"232"	"232"	"21"	"11"	"0"	"264"	"264"	"1"	"0"
"8127"	"4"	"7"	"5"	"2"	"376"	"121"	"28"	"35"	"1"	"20"	"9"	"15"	"23"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"254"	"254"	"3"	"3"	"0"	"260"	"260"	"1"	"0"
"8128"	"4"	"7"	"5"	"2"	"269"	"123"	"15"	"19"	"0"	"32"	"4"	"7"	"23"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"225"	"225"	"2"	"0"	"0"	"227"	"227"	"1"	"0"
"8129"	"4"	"7"	"5"	"2"	"272"	"75"	"19"	"25"	"0"	"21"	"2"	"11"	"15"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"171"	"171"	"9"	"5"	"0"	"185"	"185"	"1"	"0"
"8130"	"4"	"7"	"5"	"2"	"374"	"174"	"26"	"8"	"1"	"26"	"3"	"2"	"51"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"294"	"294"	"10"	"7"	"0"	"311"	"311"	"1"	"0"
"8131"	"4"	"7"	"5"	"2"	"376"	"192"	"35"	"10"	"0"	"22"	"4"	"3"	"56"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"324"	"324"	"4"	"7"	"11"	"335"	"335"	"1"	"0"
"8132"	"4"	"7"	"5"	"2"	"376"	"160"	"35"	"21"	"1"	"35"	"1"	"3"	"43"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"301"	"301"	"21"	"5"	"0"	"327"	"327"	"1"	"0"
"8133"	"4"	"7"	"5"	"2"	"376"	"157"	"25"	"14"	"1"	"25"	"2"	"5"	"49"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"280"	"280"	"7"	"7"	"0"	"294"	"294"	"1"	"0"
"8134"	"4"	"7"	"5"	"2"	"380"	"167"	"27"	"14"	"0"	"28"	"3"	"9"	"47"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"297"	"297"	"13"	"10"	"0"	"320"	"320"	"1"	"0"
"8135"	"4"	"7"	"5"	"2"	"376"	"156"	"23"	"13"	"2"	"20"	"1"	"7"	"42"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"267"	"267"	"22"	"16"	"0"	"305"	"305"	"1"	"0"
"8136"	"4"	"7"	"5"	"2"	"374"	"180"	"11"	"8"	"0"	"37"	"2"	"4"	"43"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"286"	"286"	"0"	"6"	"2"	"292"	"292"	"1"	"0"
"8137"	"4"	"7"	"5"	"2"	"374"	"130"	"13"	"94"	"1"	"21"	"1"	"4"	"16"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"288"	"288"	"16"	"6"	"0"	"310"	"310"	"1"	"0"
"8138"	"4"	"7"	"5"	"2"	"376"	"130"	"9"	"97"	"0"	"25"	"2"	"2"	"10"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"283"	"283"	"28"	"13"	"0"	"324"	"324"	"1"	"0"
"8139"	"4"	"7"	"5"	"2"	"376"	"98"	"11"	"116"	"2"	"23"	"2"	"1"	"12"	"15"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"280"	"280"	"23"	"12"	"0"	"315"	"315"	"1"	"0"
"8140"	"4"	"7"	"5"	"2"	"376"	"113"	"9"	"101"	"0"	"41"	"0"	"2"	"7"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"282"	"282"	"14"	"12"	"0"	"308"	"308"	"1"	"0"
"8141"	"4"	"7"	"5"	"2"	"372"	"120"	"13"	"99"	"2"	"23"	"1"	"3"	"12"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"278"	"278"	"13"	"6"	"0"	"297"	"297"	"1"	"0"
"8142"	"4"	"7"	"5"	"2"	"380"	"123"	"17"	"100"	"2"	"23"	"2"	"2"	"3"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"278"	"278"	"14"	"9"	"0"	"301"	"301"	"1"	"0"
"8143"	"4"	"7"	"5"	"2"	"313"	"93"	"8"	"68"	"0"	"15"	"2"	"2"	"9"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"201"	"201"	"18"	"8"	"0"	"227"	"227"	"1"	"0"
"8144"	"4"	"7"	"5"	"2"	"312"	"105"	"12"	"63"	"0"	"32"	"0"	"0"	"11"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"225"	"225"	"4"	"2"	"0"	"231"	"231"	"1"	"0"
"8145"	"4"	"7"	"5"	"2"	"375"	"157"	"0"	"30"	"3"	"40"	"3"	"4"	"49"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"288"	"288"	"34"	"10"	"0"	"332"	"332"	"1"	"1"
"8146"	"4"	"7"	"5"	"2"	"304"	"133"	"0"	"16"	"1"	"27"	"1"	"4"	"37"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"222"	"222"	"19"	"8"	"0"	"249"	"249"	"1"	"0"
"8147"	"4"	"7"	"5"	"2"	"302"	"122"	"2"	"16"	"0"	"30"	"1"	"1"	"42"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"215"	"215"	"10"	"7"	"0"	"232"	"232"	"1"	"0"
"8148"	"4"	"7"	"5"	"2"	"380"	"117"	"10"	"66"	"1"	"19"	"1"	"3"	"22"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"241"	"241"	"17"	"16"	"0"	"274"	"274"	"1"	"0"
"8149"	"4"	"7"	"5"	"2"	"376"	"99"	"14"	"73"	"0"	"19"	"1"	"3"	"10"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"220"	"220"	"25"	"12"	"0"	"257"	"257"	"1"	"0"
"8150"	"4"	"7"	"5"	"2"	"369"	"94"	"18"	"59"	"1"	"25"	"0"	"4"	"11"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"214"	"214"	"20"	"10"	"0"	"244"	"244"	"1"	"0"
"8151"	"4"	"7"	"5"	"2"	"368"	"109"	"16"	"74"	"0"	"26"	"2"	"4"	"10"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"241"	"241"	"21"	"6"	"0"	"268"	"268"	"1"	"0"
"8152"	"4"	"7"	"5"	"2"	"380"	"141"	"1"	"56"	"1"	"35"	"1"	"2"	"45"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"282"	"282"	"17"	"17"	"0"	"316"	"316"	"1"	"0"
"8153"	"4"	"7"	"5"	"2"	"273"	"117"	"2"	"32"	"1"	"6"	"0"	"0"	"47"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"208"	"208"	"6"	"10"	"0"	"224"	"224"	"1"	"0"
"8154"	"4"	"7"	"5"	"2"	"272"	"115"	"0"	"37"	"1"	"15"	"2"	"0"	"39"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"209"	"209"	"7"	"3"	"0"	"219"	"219"	"1"	"0"
"8155"	"4"	"7"	"5"	"2"	"409"	"34"	"4"	"14"	"3"	"5"	"0"	"4"	"33"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"103"	"103"	"9"	"4"	"0"	"116"	"116"	"1"	"0"
"8156"	"4"	"7"	"5"	"2"	"405"	"30"	"4"	"9"	"0"	"4"	"1"	"2"	"43"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"98"	"98"	"9"	"4"	"0"	"111"	"111"	"1"	"0"
