"MESA"	"TIPO_ELECCION"	"DEPTO"	"MUNI"	"ESTADO_ACTA"	"CANTIDAD_PAPELETAS"	"MANOS"	"VAMOS"	"VALOR"	"VICTORIA"	"EG"	"FCN_NACION"	"UCN"	"UNE"	"PHG"	"PC"	"CREO"	"MLP"	"TODOS"	"PAN"	"LIBRE"	"BIEN"	"AVANZA"	"V18"	"V19"	"V20"	"V21"	"V22"	"V23"	"V24"	"V25"	"V26"	"V27"	"V28"	"V29"	"V30"	"VOTOS_VALIDOS_ACTA"	"VOTOS_VALIDOS"	"NULOS"	"BLANCOS"	"INVALIDOS"	"TOTAL_ACTA"	"TOTAL_VOTOS"	"ACTA_CUADRA"	"IMPUGNACIONES"
"18680"	"4"	"18"	"4"	"2"	"380"	"2"	"6"	"28"	"9"	"6"	"2"	"2"	"46"	"2"	"0"	"14"	"2"	"5"	"14"	"1"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"144"	"144"	"16"	"14"	"0"	"174"	"174"	"1"	"0"
"18681"	"4"	"18"	"4"	"2"	"378"	"1"	"4"	"23"	"16"	"10"	"2"	"0"	"51"	"3"	"2"	"11"	"3"	"2"	"35"	"2"	"6"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"172"	"172"	"9"	"9"	"0"	"190"	"190"	"1"	"0"
"18682"	"4"	"18"	"4"	"2"	"276"	"0"	"9"	"26"	"9"	"3"	"1"	"1"	"32"	"2"	"1"	"7"	"0"	"3"	"20"	"0"	"7"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"122"	"122"	"13"	"1"	"0"	"136"	"136"	"1"	"0"
"18683"	"4"	"18"	"4"	"2"	"276"	"0"	"3"	"27"	"8"	"8"	"0"	"2"	"58"	"1"	"1"	"10"	"3"	"4"	"16"	"1"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"151"	"151"	"7"	"4"	"0"	"162"	"162"	"1"	"0"
"18684"	"4"	"18"	"4"	"2"	"376"	"2"	"3"	"33"	"42"	"10"	"2"	"2"	"38"	"9"	"3"	"1"	"8"	"6"	"29"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"190"	"190"	"23"	"7"	"0"	"220"	"220"	"1"	"0"
"18685"	"4"	"18"	"4"	"2"	"376"	"1"	"2"	"27"	"31"	"7"	"2"	"3"	"64"	"6"	"2"	"1"	"4"	"9"	"24"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"183"	"183"	"22"	"6"	"0"	"211"	"211"	"1"	"0"
"18686"	"4"	"18"	"4"	"2"	"374"	"2"	"2"	"47"	"22"	"8"	"1"	"5"	"54"	"1"	"0"	"2"	"3"	"15"	"41"	"0"	"5"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"209"	"209"	"11"	"10"	"0"	"230"	"230"	"1"	"0"
"18687"	"4"	"18"	"4"	"2"	"376"	"1"	"6"	"52"	"19"	"19"	"2"	"3"	"54"	"5"	"0"	"0"	"3"	"8"	"30"	"0"	"2"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"206"	"206"	"11"	"6"	"0"	"223"	"223"	"1"	"0"
"18688"	"4"	"18"	"4"	"2"	"380"	"2"	"3"	"33"	"21"	"11"	"1"	"1"	"50"	"8"	"3"	"1"	"2"	"7"	"29"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"175"	"175"	"15"	"4"	"0"	"194"	"194"	"1"	"0"
"18689"	"4"	"18"	"4"	"2"	"380"	"2"	"4"	"29"	"32"	"8"	"1"	"4"	"54"	"10"	"2"	"2"	"3"	"8"	"30"	"0"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"193"	"193"	"11"	"4"	"0"	"208"	"208"	"1"	"0"
"18690"	"4"	"18"	"4"	"2"	"376"	"0"	"2"	"27"	"33"	"11"	"2"	"1"	"51"	"6"	"0"	"1"	"6"	"8"	"28"	"2"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"181"	"181"	"17"	"6"	"1"	"204"	"204"	"1"	"0"
"18691"	"4"	"18"	"4"	"2"	"373"	"3"	"0"	"26"	"15"	"14"	"0"	"3"	"62"	"6"	"0"	"1"	"5"	"3"	"34"	"0"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"175"	"175"	"13"	"10"	"0"	"198"	"198"	"1"	"0"
"18692"	"4"	"18"	"4"	"2"	"337"	"1"	"1"	"24"	"17"	"8"	"1"	"6"	"47"	"6"	"1"	"2"	"0"	"7"	"19"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"142"	"142"	"6"	"11"	"0"	"159"	"159"	"1"	"0"
"18693"	"4"	"18"	"4"	"2"	"342"	"0"	"1"	"51"	"20"	"15"	"0"	"6"	"38"	"9"	"1"	"1"	"1"	"8"	"35"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"188"	"188"	"3"	"3"	"0"	"194"	"194"	"1"	"0"
"18694"	"4"	"18"	"4"	"2"	"374"	"9"	"2"	"28"	"36"	"19"	"2"	"6"	"49"	"10"	"7"	"0"	"0"	"3"	"12"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"185"	"185"	"18"	"6"	"0"	"209"	"209"	"1"	"0"
"18695"	"4"	"18"	"4"	"2"	"376"	"11"	"3"	"26"	"38"	"9"	"1"	"3"	"34"	"5"	"14"	"0"	"1"	"2"	"16"	"2"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"167"	"167"	"13"	"10"	"0"	"190"	"190"	"1"	"0"
"18696"	"4"	"18"	"4"	"2"	"376"	"5"	"2"	"43"	"36"	"27"	"1"	"1"	"35"	"2"	"0"	"0"	"3"	"3"	"6"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"167"	"167"	"13"	"5"	"0"	"185"	"185"	"1"	"0"
"18697"	"4"	"18"	"4"	"2"	"342"	"7"	"0"	"29"	"17"	"11"	"4"	"3"	"48"	"7"	"4"	"0"	"1"	"6"	"5"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"144"	"144"	"27"	"6"	"0"	"177"	"177"	"1"	"0"
"18698"	"4"	"18"	"4"	"2"	"342"	"6"	"0"	"31"	"25"	"21"	"1"	"5"	"44"	"13"	"8"	"2"	"2"	"1"	"4"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"165"	"165"	"12"	"6"	"0"	"183"	"183"	"1"	"0"
"18699"	"4"	"18"	"4"	"2"	"380"	"6"	"4"	"27"	"5"	"18"	"0"	"8"	"73"	"2"	"7"	"2"	"2"	"8"	"22"	"2"	"9"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"198"	"198"	"18"	"14"	"0"	"230"	"230"	"1"	"0"
"18700"	"4"	"18"	"4"	"2"	"380"	"3"	"6"	"27"	"9"	"13"	"3"	"3"	"68"	"2"	"7"	"2"	"2"	"12"	"40"	"1"	"16"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"216"	"216"	"20"	"6"	"0"	"242"	"242"	"1"	"0"
"18701"	"4"	"18"	"4"	"2"	"380"	"2"	"6"	"52"	"6"	"13"	"3"	"3"	"58"	"1"	"5"	"6"	"3"	"10"	"37"	"0"	"12"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"217"	"217"	"14"	"7"	"0"	"238"	"238"	"1"	"0"
"18702"	"4"	"18"	"4"	"2"	"377"	"5"	"7"	"45"	"8"	"12"	"3"	"2"	"67"	"2"	"2"	"7"	"1"	"4"	"42"	"0"	"10"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"218"	"218"	"11"	"6"	"0"	"235"	"235"	"1"	"0"
"18703"	"4"	"18"	"4"	"2"	"376"	"7"	"5"	"39"	"3"	"12"	"2"	"4"	"63"	"2"	"3"	"3"	"2"	"13"	"26"	"1"	"11"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"196"	"196"	"12"	"6"	"0"	"214"	"214"	"1"	"0"
"18704"	"4"	"18"	"4"	"2"	"380"	"5"	"3"	"42"	"6"	"8"	"2"	"5"	"61"	"3"	"7"	"4"	"0"	"15"	"19"	"3"	"11"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"195"	"195"	"10"	"3"	"0"	"208"	"208"	"1"	"0"
"18705"	"4"	"18"	"4"	"2"	"380"	"4"	"9"	"32"	"5"	"8"	"3"	"4"	"52"	"1"	"3"	"6"	"5"	"18"	"21"	"0"	"11"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"183"	"183"	"20"	"4"	"0"	"207"	"207"	"1"	"0"
"18706"	"4"	"18"	"4"	"2"	"380"	"4"	"7"	"28"	"6"	"8"	"2"	"7"	"38"	"6"	"2"	"5"	"1"	"5"	"31"	"1"	"9"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"162"	"162"	"14"	"3"	"0"	"179"	"179"	"1"	"0"
"18707"	"4"	"18"	"4"	"2"	"239"	"2"	"5"	"21"	"4"	"9"	"1"	"2"	"31"	"4"	"3"	"1"	"1"	"2"	"16"	"0"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"110"	"110"	"6"	"2"	"0"	"118"	"118"	"1"	"0"
"18708"	"4"	"18"	"4"	"2"	"238"	"4"	"8"	"24"	"1"	"6"	"1"	"3"	"32"	"1"	"1"	"2"	"1"	"5"	"14"	"7"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"111"	"111"	"7"	"2"	"0"	"120"	"120"	"1"	"0"
"18709"	"4"	"18"	"4"	"2"	"600"	"6"	"10"	"18"	"7"	"7"	"3"	"3"	"22"	"11"	"2"	"4"	"9"	"10"	"27"	"3"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"144"	"144"	"9"	"1"	"0"	"154"	"154"	"1"	"0"
"18710"	"4"	"18"	"4"	"2"	"600"	"5"	"6"	"27"	"6"	"7"	"4"	"7"	"18"	"5"	"3"	"2"	"5"	"12"	"19"	"2"	"7"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"137"	"137"	"7"	"8"	"0"	"152"	"152"	"1"	"0"
"18711"	"4"	"18"	"4"	"2"	"593"	"4"	"4"	"19"	"4"	"14"	"4"	"3"	"19"	"8"	"3"	"0"	"3"	"10"	"33"	"6"	"1"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"138"	"138"	"10"	"6"	"0"	"154"	"154"	"1"	"0"
"18712"	"4"	"18"	"4"	"2"	"596"	"3"	"6"	"26"	"7"	"8"	"6"	"1"	"13"	"4"	"4"	"0"	"4"	"14"	"26"	"6"	"4"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"133"	"133"	"5"	"2"	"0"	"140"	"140"	"1"	"0"
"18713"	"4"	"18"	"4"	"2"	"596"	"1"	"14"	"30"	"3"	"12"	"4"	"3"	"12"	"6"	"2"	"5"	"3"	"14"	"35"	"3"	"5"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"156"	"156"	"10"	"2"	"0"	"168"	"168"	"1"	"0"
"18714"	"4"	"18"	"4"	"2"	"577"	"2"	"7"	"31"	"6"	"8"	"6"	"4"	"23"	"7"	"4"	"3"	"8"	"11"	"42"	"10"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"176"	"176"	"6"	"2"	"0"	"184"	"184"	"1"	"0"
"18715"	"4"	"18"	"4"	"2"	"600"	"3"	"2"	"20"	"6"	"12"	"8"	"1"	"21"	"5"	"2"	"1"	"3"	"10"	"20"	"8"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"126"	"126"	"6"	"0"	"0"	"132"	"132"	"1"	"0"
"18716"	"4"	"18"	"4"	"2"	"600"	"4"	"5"	"14"	"2"	"7"	"3"	"2"	"18"	"8"	"4"	"1"	"3"	"5"	"21"	"3"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"103"	"103"	"6"	"2"	"0"	"111"	"111"	"1"	"0"
"18717"	"4"	"18"	"4"	"2"	"375"	"1"	"3"	"2"	"0"	"2"	"0"	"1"	"4"	"0"	"1"	"0"	"1"	"2"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"23"	"23"	"1"	"0"	"0"	"24"	"24"	"1"	"0"
"18718"	"4"	"18"	"4"	"2"	"374"	"0"	"0"	"4"	"0"	"0"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"2"	"5"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"16"	"16"	"1"	"0"	"0"	"17"	"17"	"1"	"0"
