"MESA"	"TIPO_ELECCION"	"DEPTO"	"MUNI"	"ESTADO_ACTA"	"CANTIDAD_PAPELETAS"	"UNE"	"VIVA"	"VICTORIA"	"WINAQ"	"PC"	"PODEMOS"	"VAMOS"	"VALOR"	"FUERZA"	"LIBRE"	"CREO"	"TODOS"	"SEMILLA"	"PPT"	"FCN_NACION"	"UCN"	"UNIONISTA"	"URNG_MAIZ"	"CONVERGENCIA"	"V20"	"V21"	"V22"	"V23"	"V24"	"V25"	"V26"	"V27"	"V28"	"V29"	"V30"	"VOTOS_VALIDOS_ACTA"	"VOTOS_VALIDOS"	"NULOS"	"BLANCOS"	"INVALIDOS"	"TOTAL_ACTA"	"TOTAL_VOTOS"	"ACTA_CUADRA"	"IMPUGNACIONES"
"16790"	"4"	"16"	"9"	"2"	"400"	"37"	"59"	"58"	"5"	"29"	"17"	"5"	"9"	"6"	"3"	"13"	"5"	"1"	"1"	"3"	"1"	"1"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"256"	"256"	"14"	"3"	"0"	"273"	"273"	"1"	"0"
"16791"	"4"	"16"	"9"	"2"	"400"	"36"	"75"	"57"	"7"	"29"	"9"	"4"	"4"	"3"	"4"	"10"	"3"	"3"	"1"	"9"	"1"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"258"	"258"	"12"	"6"	"0"	"276"	"276"	"1"	"0"
"16792"	"4"	"16"	"9"	"2"	"400"	"44"	"74"	"40"	"8"	"28"	"10"	"5"	"9"	"1"	"3"	"19"	"5"	"0"	"1"	"6"	"4"	"2"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"262"	"262"	"12"	"3"	"0"	"277"	"277"	"1"	"0"
"16793"	"4"	"16"	"9"	"2"	"400"	"45"	"85"	"40"	"7"	"26"	"9"	"12"	"8"	"3"	"4"	"20"	"11"	"0"	"0"	"2"	"3"	"0"	"2"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"280"	"280"	"11"	"2"	"0"	"293"	"293"	"1"	"0"
"16794"	"4"	"16"	"9"	"2"	"400"	"41"	"68"	"62"	"6"	"25"	"10"	"9"	"3"	"0"	"0"	"19"	"6"	"3"	"2"	"4"	"1"	"3"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"265"	"265"	"8"	"4"	"0"	"277"	"277"	"1"	"0"
"16795"	"4"	"16"	"9"	"2"	"400"	"32"	"72"	"54"	"5"	"33"	"9"	"5"	"7"	"3"	"2"	"14"	"6"	"0"	"3"	"2"	"1"	"1"	"3"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"254"	"254"	"1"	"2"	"0"	"257"	"257"	"1"	"0"
"16796"	"4"	"16"	"9"	"2"	"400"	"25"	"75"	"50"	"5"	"37"	"8"	"8"	"3"	"3"	"1"	"11"	"7"	"1"	"2"	"2"	"2"	"4"	"2"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"251"	"251"	"7"	"5"	"0"	"263"	"263"	"1"	"0"
"16797"	"4"	"16"	"9"	"2"	"400"	"23"	"87"	"38"	"4"	"30"	"20"	"4"	"7"	"3"	"3"	"19"	"10"	"0"	"2"	"2"	"4"	"4"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"262"	"262"	"13"	"3"	"0"	"278"	"278"	"1"	"0"
"16798"	"4"	"16"	"9"	"2"	"400"	"28"	"87"	"50"	"10"	"24"	"14"	"4"	"3"	"3"	"2"	"17"	"5"	"2"	"1"	"5"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"257"	"257"	"10"	"7"	"0"	"274"	"274"	"1"	"0"
"16799"	"4"	"16"	"9"	"2"	"400"	"36"	"88"	"45"	"10"	"33"	"16"	"7"	"4"	"9"	"2"	"17"	"9"	"1"	"3"	"4"	"2"	"2"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"290"	"290"	"14"	"1"	"0"	"305"	"305"	"1"	"0"
"16800"	"4"	"16"	"9"	"2"	"400"	"35"	"71"	"42"	"4"	"32"	"16"	"10"	"8"	"5"	"2"	"17"	"4"	"0"	"2"	"4"	"1"	"2"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"256"	"256"	"14"	"4"	"0"	"274"	"274"	"1"	"0"
"16801"	"4"	"16"	"9"	"2"	"400"	"48"	"82"	"39"	"8"	"41"	"9"	"6"	"2"	"7"	"5"	"11"	"8"	"0"	"0"	"4"	"0"	"1"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"273"	"273"	"8"	"1"	"0"	"282"	"282"	"1"	"0"
"16802"	"4"	"16"	"9"	"2"	"400"	"28"	"65"	"38"	"13"	"33"	"20"	"3"	"6"	"2"	"9"	"14"	"8"	"2"	"1"	"4"	"2"	"0"	"2"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"253"	"253"	"5"	"2"	"0"	"260"	"260"	"1"	"0"
"16803"	"4"	"16"	"9"	"2"	"400"	"31"	"61"	"40"	"3"	"30"	"13"	"8"	"5"	"2"	"2"	"19"	"5"	"1"	"1"	"3"	"2"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"228"	"228"	"17"	"3"	"20"	"248"	"248"	"1"	"0"
"16804"	"4"	"16"	"9"	"2"	"395"	"45"	"79"	"40"	"2"	"33"	"16"	"6"	"4"	"5"	"2"	"14"	"8"	"0"	"3"	"3"	"1"	"2"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"264"	"264"	"3"	"1"	"0"	"268"	"268"	"1"	"0"
"16805"	"4"	"16"	"9"	"2"	"211"	"23"	"54"	"26"	"4"	"20"	"6"	"1"	"2"	"1"	"1"	"8"	"6"	"0"	"1"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"156"	"156"	"0"	"2"	"0"	"158"	"158"	"1"	"0"
"16806"	"4"	"16"	"9"	"2"	"210"	"13"	"37"	"28"	"7"	"12"	"10"	"1"	"1"	"0"	"0"	"3"	"5"	"0"	"2"	"3"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"124"	"124"	"2"	"1"	"0"	"127"	"127"	"1"	"0"
"16807"	"4"	"16"	"9"	"2"	"400"	"33"	"31"	"93"	"5"	"21"	"12"	"2"	"10"	"1"	"3"	"5"	"1"	"0"	"1"	"8"	"1"	"1"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"232"	"232"	"32"	"7"	"0"	"271"	"271"	"1"	"0"
"16808"	"4"	"16"	"9"	"2"	"400"	"33"	"19"	"99"	"12"	"13"	"15"	"1"	"8"	"3"	"1"	"1"	"4"	"0"	"0"	"13"	"1"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"225"	"225"	"38"	"6"	"0"	"269"	"269"	"1"	"0"
"16809"	"4"	"16"	"9"	"2"	"400"	"43"	"29"	"104"	"6"	"13"	"21"	"6"	"7"	"2"	"2"	"5"	"1"	"2"	"4"	"7"	"0"	"0"	"1"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"256"	"256"	"28"	"5"	"0"	"289"	"289"	"1"	"0"
"16810"	"4"	"16"	"9"	"2"	"400"	"39"	"38"	"103"	"4"	"20"	"14"	"7"	"5"	"1"	"6"	"4"	"1"	"1"	"1"	"9"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"254"	"254"	"19"	"3"	"22"	"276"	"276"	"1"	"0"
"16811"	"4"	"16"	"9"	"2"	"400"	"36"	"31"	"89"	"10"	"16"	"14"	"6"	"10"	"3"	"2"	"2"	"1"	"0"	"3"	"12"	"2"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"240"	"240"	"37"	"5"	"0"	"282"	"282"	"1"	"0"
"16812"	"4"	"16"	"9"	"2"	"400"	"25"	"29"	"69"	"5"	"13"	"8"	"7"	"6"	"2"	"2"	"6"	"2"	"0"	"2"	"7"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"184"	"184"	"16"	"5"	"0"	"205"	"205"	"1"	"0"
"16813"	"4"	"16"	"9"	"2"	"400"	"34"	"45"	"72"	"3"	"26"	"10"	"6"	"6"	"4"	"3"	"2"	"1"	"1"	"1"	"12"	"1"	"0"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"231"	"231"	"17"	"5"	"0"	"253"	"253"	"1"	"2"
"16814"	"4"	"16"	"9"	"2"	"400"	"39"	"28"	"91"	"5"	"21"	"19"	"2"	"5"	"3"	"4"	"4"	"2"	"0"	"2"	"9"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"236"	"236"	"36"	"7"	"0"	"279"	"279"	"1"	"0"
"16815"	"4"	"16"	"9"	"2"	"396"	"39"	"38"	"88"	"1"	"24"	"13"	"2"	"9"	"4"	"2"	"6"	"4"	"1"	"1"	"4"	"3"	"1"	"2"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"245"	"245"	"20"	"5"	"0"	"270"	"270"	"1"	"0"
"16816"	"4"	"16"	"9"	"2"	"400"	"28"	"38"	"79"	"3"	"22"	"20"	"7"	"5"	"1"	"2"	"4"	"3"	"0"	"0"	"7"	"3"	"1"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"225"	"225"	"27"	"7"	"0"	"259"	"259"	"1"	"0"
"16817"	"4"	"16"	"9"	"2"	"400"	"28"	"33"	"83"	"6"	"17"	"13"	"6"	"2"	"1"	"7"	"3"	"4"	"1"	"0"	"6"	"1"	"1"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"215"	"215"	"22"	"8"	"0"	"245"	"245"	"1"	"0"
"16818"	"4"	"16"	"9"	"2"	"400"	"22"	"25"	"54"	"2"	"27"	"10"	"9"	"3"	"4"	"6"	"9"	"2"	"0"	"1"	"6"	"3"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"186"	"186"	"28"	"11"	"0"	"225"	"225"	"1"	"0"
"16819"	"4"	"16"	"9"	"2"	"293"	"16"	"26"	"45"	"1"	"16"	"7"	"2"	"3"	"1"	"3"	"4"	"2"	"0"	"0"	"6"	"2"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"135"	"135"	"8"	"5"	"0"	"148"	"148"	"1"	"0"
"16820"	"4"	"16"	"9"	"2"	"293"	"23"	"26"	"60"	"3"	"22"	"11"	"3"	"7"	"1"	"0"	"5"	"1"	"0"	"1"	"4"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"169"	"169"	"4"	"2"	"0"	"175"	"175"	"1"	"0"
"16821"	"4"	"16"	"9"	"2"	"400"	"23"	"34"	"107"	"8"	"6"	"18"	"2"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"10"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"218"	"218"	"37"	"5"	"0"	"260"	"260"	"1"	"0"
"16822"	"4"	"16"	"9"	"2"	"400"	"37"	"31"	"89"	"5"	"5"	"40"	"6"	"3"	"0"	"2"	"2"	"1"	"1"	"0"	"14"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"237"	"237"	"38"	"15"	"0"	"290"	"290"	"1"	"0"
"16823"	"4"	"16"	"9"	"2"	"400"	"27"	"36"	"96"	"1"	"11"	"24"	"6"	"2"	"3"	"1"	"2"	"3"	"0"	"0"	"9"	"2"	"1"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"227"	"227"	"48"	"7"	"0"	"282"	"282"	"1"	"0"
"16824"	"4"	"16"	"9"	"2"	"400"	"47"	"35"	"117"	"4"	"8"	"11"	"2"	"3"	"4"	"0"	"3"	"2"	"0"	"0"	"11"	"3"	"1"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"254"	"254"	"32"	"7"	"0"	"293"	"293"	"1"	"0"
"16825"	"4"	"16"	"9"	"2"	"400"	"46"	"49"	"95"	"7"	"14"	"20"	"6"	"3"	"1"	"2"	"1"	"4"	"0"	"1"	"12"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"262"	"262"	"32"	"12"	"0"	"306"	"306"	"1"	"0"
"16826"	"4"	"16"	"9"	"2"	"400"	"29"	"48"	"105"	"6"	"12"	"13"	"3"	"2"	"2"	"2"	"1"	"1"	"0"	"1"	"14"	"4"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"245"	"245"	"27"	"7"	"0"	"279"	"279"	"1"	"0"
"16827"	"4"	"16"	"9"	"2"	"400"	"29"	"29"	"117"	"0"	"9"	"20"	"1"	"2"	"2"	"2"	"6"	"3"	"0"	"1"	"8"	"2"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"233"	"233"	"23"	"3"	"141"	"259"	"259"	"1"	"0"
"16828"	"4"	"16"	"9"	"2"	"399"	"22"	"38"	"100"	"4"	"20"	"15"	"6"	"2"	"3"	"3"	"3"	"1"	"0"	"0"	"10"	"2"	"1"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"233"	"233"	"28"	"6"	"0"	"267"	"267"	"1"	"0"
"16829"	"4"	"16"	"9"	"2"	"400"	"21"	"37"	"106"	"4"	"17"	"13"	"6"	"2"	"5"	"3"	"5"	"1"	"1"	"0"	"12"	"0"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"236"	"236"	"32"	"6"	"0"	"274"	"274"	"1"	"0"
"16830"	"4"	"16"	"9"	"2"	"400"	"36"	"45"	"91"	"1"	"9"	"13"	"3"	"1"	"4"	"0"	"1"	"1"	"0"	"1"	"8"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"216"	"216"	"33"	"11"	"0"	"260"	"260"	"1"	"0"
"16831"	"4"	"16"	"9"	"2"	"400"	"25"	"32"	"99"	"4"	"9"	"7"	"5"	"4"	"3"	"0"	"1"	"1"	"0"	"0"	"10"	"3"	"2"	"4"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"211"	"211"	"32"	"10"	"0"	"253"	"253"	"1"	"0"
"16832"	"4"	"16"	"9"	"2"	"400"	"25"	"28"	"94"	"3"	"17"	"10"	"1"	"3"	"3"	"2"	"3"	"1"	"0"	"2"	"10"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"204"	"204"	"32"	"6"	"0"	"242"	"242"	"1"	"0"
"16833"	"4"	"16"	"9"	"2"	"304"	"20"	"31"	"71"	"3"	"9"	"10"	"2"	"0"	"4"	"4"	"2"	"0"	"0"	"0"	"1"	"5"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"164"	"164"	"8"	"4"	"0"	"176"	"176"	"1"	"0"
"16834"	"4"	"16"	"9"	"2"	"304"	"19"	"29"	"71"	"4"	"13"	"7"	"4"	"0"	"3"	"2"	"7"	"3"	"0"	"0"	"6"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"170"	"170"	"4"	"4"	"1"	"178"	"178"	"1"	"0"
"16835"	"4"	"16"	"9"	"2"	"377"	"29"	"34"	"104"	"2"	"14"	"8"	"4"	"0"	"3"	"3"	"0"	"3"	"0"	"0"	"5"	"5"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"217"	"217"	"33"	"5"	"0"	"255"	"255"	"1"	"0"
"16836"	"4"	"16"	"9"	"2"	"377"	"19"	"22"	"88"	"4"	"6"	"6"	"2"	"0"	"3"	"0"	"0"	"1"	"0"	"4"	"6"	"2"	"0"	"0"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"167"	"167"	"37"	"4"	"169"	"208"	"208"	"1"	"0"
"16837"	"4"	"16"	"9"	"2"	"380"	"23"	"44"	"107"	"2"	"11"	"7"	"2"	"0"	"1"	"0"	"0"	"2"	"0"	"1"	"3"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"207"	"207"	"31"	"2"	"0"	"240"	"240"	"1"	"0"
"16838"	"4"	"16"	"9"	"2"	"380"	"31"	"37"	"89"	"1"	"13"	"2"	"1"	"2"	"1"	"2"	"1"	"2"	"0"	"4"	"7"	"3"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"198"	"198"	"26"	"4"	"2"	"230"	"228"	"0"	"0"
"16839"	"4"	"16"	"9"	"2"	"377"	"31"	"30"	"83"	"3"	"10"	"8"	"2"	"3"	"5"	"1"	"0"	"0"	"0"	"2"	"11"	"5"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"195"	"195"	"29"	"12"	"0"	"236"	"236"	"1"	"0"
"16840"	"4"	"16"	"9"	"2"	"380"	"34"	"23"	"67"	"4"	"13"	"7"	"3"	"3"	"2"	"1"	"1"	"1"	"0"	"2"	"12"	"1"	"0"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"178"	"177"	"45"	"6"	"0"	"229"	"228"	"0"	"0"
"16841"	"4"	"16"	"9"	"2"	"380"	"48"	"22"	"103"	"1"	"11"	"5"	"0"	"1"	"4"	"1"	"0"	"2"	"0"	"0"	"8"	"3"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"210"	"210"	"40"	"8"	"0"	"258"	"258"	"1"	"0"
"16842"	"4"	"16"	"9"	"2"	"379"	"31"	"48"	"120"	"3"	"6"	"6"	"1"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"4"	"1"	"3"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"129"	"229"	"53"	"10"	"0"	"192"	"292"	"0"	"0"
"16843"	"4"	"16"	"9"	"2"	"378"	"25"	"43"	"107"	"1"	"10"	"7"	"1"	"2"	"3"	"1"	"1"	"1"	"1"	"1"	"4"	"3"	"0"	"2"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"215"	"215"	"53"	"5"	"0"	"273"	"273"	"1"	"0"
"16844"	"4"	"16"	"9"	"2"	"376"	"22"	"30"	"115"	"0"	"7"	"9"	"1"	"1"	"2"	"0"	"0"	"1"	"0"	"0"	"5"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"194"	"194"	"36"	"4"	"1"	"234"	"234"	"1"	"0"
"16845"	"4"	"16"	"9"	"2"	"374"	"20"	"33"	"91"	"1"	"11"	"7"	"1"	"4"	"3"	"0"	"0"	"2"	"0"	"0"	"4"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"179"	"179"	"22"	"0"	"0"	"201"	"201"	"1"	"0"
"16846"	"4"	"16"	"9"	"2"	"380"	"21"	"31"	"93"	"1"	"7"	"7"	"0"	"1"	"4"	"0"	"3"	"0"	"0"	"0"	"8"	"4"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"181"	"181"	"0"	"5"	"21"	"186"	"186"	"1"	"0"
"16847"	"4"	"16"	"9"	"2"	"380"	"21"	"24"	"81"	"1"	"8"	"9"	"3"	"2"	"1"	"0"	"0"	"0"	"1"	"2"	"3"	"7"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"164"	"164"	"35"	"13"	"0"	"212"	"212"	"1"	"0"
"16848"	"4"	"16"	"9"	"2"	"380"	"25"	"29"	"106"	"0"	"11"	"4"	"1"	"0"	"2"	"0"	"0"	"1"	"1"	"1"	"4"	"1"	"0"	"2"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"191"	"191"	"27"	"13"	"0"	"231"	"231"	"1"	"0"
"16849"	"4"	"16"	"9"	"2"	"380"	"17"	"39"	"105"	"0"	"10"	"10"	"0"	"2"	"1"	"1"	"0"	"1"	"0"	"1"	"1"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"190"	"190"	"28"	"6"	"0"	"224"	"224"	"1"	"0"
"16850"	"4"	"16"	"9"	"2"	"377"	"35"	"21"	"99"	"1"	"9"	"5"	"1"	"6"	"1"	"0"	"0"	"2"	"1"	"0"	"3"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"185"	"185"	"38"	"13"	"0"	"236"	"236"	"1"	"0"
"16851"	"4"	"16"	"9"	"2"	"379"	"26"	"18"	"104"	"3"	"15"	"9"	"0"	"1"	"0"	"0"	"1"	"4"	"1"	"1"	"2"	"4"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"190"	"190"	"31"	"10"	"0"	"231"	"231"	"1"	"0"
"16852"	"4"	"16"	"9"	"2"	"380"	"37"	"29"	"94"	"2"	"9"	"5"	"1"	"1"	"1"	"1"	"0"	"1"	"0"	"0"	"8"	"1"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"192"	"192"	"34"	"7"	"0"	"233"	"233"	"1"	"0"
"16853"	"4"	"16"	"9"	"2"	"377"	"30"	"28"	"89"	"3"	"7"	"2"	"2"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"5"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"170"	"170"	"37"	"15"	"0"	"222"	"222"	"1"	"0"
"16854"	"4"	"16"	"9"	"2"	"380"	"31"	"28"	"73"	"3"	"5"	"5"	"1"	"2"	"2"	"1"	"1"	"2"	"0"	"1"	"8"	"1"	"2"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"168"	"167"	"44"	"5"	"0"	"217"	"216"	"0"	"0"
"16855"	"4"	"16"	"9"	"2"	"380"	"15"	"20"	"90"	"3"	"8"	"5"	"2"	"0"	"7"	"0"	"1"	"3"	"0"	"0"	"2"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"159"	"159"	"33"	"11"	"0"	"203"	"203"	"1"	"0"
"16856"	"4"	"16"	"9"	"2"	"377"	"24"	"22"	"66"	"0"	"9"	"9"	"1"	"1"	"1"	"0"	"0"	"1"	"0"	"0"	"1"	"2"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"139"	"139"	"39"	"8"	"0"	"186"	"186"	"1"	"0"
"16857"	"4"	"16"	"9"	"2"	"301"	"12"	"15"	"62"	"3"	"12"	"8"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"2"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"119"	"119"	"15"	"8"	"0"	"142"	"142"	"1"	"0"
"16858"	"4"	"16"	"9"	"2"	"300"	"12"	"15"	"66"	"1"	"4"	"3"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"2"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"108"	"108"	"14"	"6"	"0"	"128"	"128"	"1"	"0"
"16859"	"4"	"16"	"9"	"2"	"380"	"41"	"15"	"94"	"3"	"14"	"8"	"5"	"6"	"3"	"3"	"0"	"0"	"0"	"2"	"8"	"5"	"3"	"2"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"215"	"215"	"45"	"14"	"1"	"274"	"274"	"1"	"0"
"16860"	"4"	"16"	"9"	"2"	"380"	"32"	"23"	"111"	"3"	"5"	"3"	"4"	"8"	"1"	"0"	"1"	"3"	"0"	"3"	"10"	"4"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"214"	"214"	"31"	"9"	"6"	"254"	"254"	"1"	"0"
"16861"	"4"	"16"	"9"	"2"	"380"	"37"	"37"	"125"	"7"	"8"	"5"	"2"	"4"	"0"	"4"	"0"	"1"	"1"	"1"	"10"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"243"	"243"	"34"	"8"	"0"	"285"	"285"	"1"	"0"
"16862"	"4"	"16"	"9"	"2"	"380"	"36"	"30"	"122"	"2"	"10"	"13"	"0"	"9"	"2"	"4"	"0"	"0"	"0"	"0"	"8"	"0"	"1"	"1"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"241"	"241"	"25"	"15"	"0"	"281"	"281"	"1"	"0"
"16863"	"4"	"16"	"9"	"2"	"377"	"32"	"32"	"125"	"0"	"12"	"8"	"2"	"6"	"1"	"2"	"1"	"4"	"0"	"0"	"12"	"1"	"3"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"243"	"243"	"24"	"10"	"0"	"277"	"277"	"1"	"0"
"16864"	"4"	"16"	"9"	"2"	"380"	"15"	"19"	"133"	"2"	"7"	"8"	"1"	"2"	"0"	"2"	"1"	"0"	"0"	"0"	"3"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"195"	"195"	"17"	"4"	"0"	"216"	"216"	"1"	"0"
