"MESA"	"TIPO_ELECCION"	"DEPTO"	"MUNI"	"ESTADO_ACTA"	"CANTIDAD_PAPELETAS"	"UNE"	"VIVA"	"VICTORIA"	"WINAQ"	"PC"	"PODEMOS"	"VAMOS"	"VALOR"	"FUERZA"	"LIBRE"	"CREO"	"TODOS"	"SEMILLA"	"PPT"	"FCN_NACION"	"UCN"	"UNIONISTA"	"URNG_MAIZ"	"CONVERGENCIA"	"V20"	"V21"	"V22"	"V23"	"V24"	"V25"	"V26"	"V27"	"V28"	"V29"	"V30"	"VOTOS_VALIDOS_ACTA"	"VOTOS_VALIDOS"	"NULOS"	"BLANCOS"	"INVALIDOS"	"TOTAL_ACTA"	"TOTAL_VOTOS"	"ACTA_CUADRA"	"IMPUGNACIONES"
"16959"	"4"	"16"	"9"	"2"	"380"	"52"	"28"	"74"	"17"	"4"	"15"	"1"	"6"	"1"	"0"	"0"	"1"	"0"	"0"	"11"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"212"	"212"	"42"	"7"	"0"	"261"	"261"	"1"	"0"
"16960"	"4"	"16"	"9"	"2"	"380"	"44"	"27"	"78"	"25"	"10"	"7"	"2"	"11"	"1"	"1"	"0"	"1"	"0"	"0"	"13"	"0"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"223"	"223"	"44"	"10"	"0"	"277"	"277"	"1"	"0"
"16961"	"4"	"16"	"9"	"2"	"367"	"45"	"22"	"63"	"14"	"4"	"5"	"0"	"6"	"2"	"1"	"3"	"0"	"0"	"3"	"11"	"0"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"182"	"182"	"39"	"8"	"0"	"229"	"229"	"1"	"0"
"16962"	"4"	"16"	"9"	"2"	"367"	"27"	"22"	"78"	"18"	"4"	"4"	"0"	"5"	"3"	"0"	"0"	"3"	"0"	"0"	"6"	"0"	"1"	"2"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"175"	"175"	"29"	"6"	"0"	"210"	"210"	"1"	"0"
"16963"	"4"	"16"	"9"	"2"	"380"	"42"	"24"	"68"	"0"	"5"	"14"	"1"	"2"	"1"	"3"	"2"	"0"	"1"	"1"	"6"	"1"	"5"	"4"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"182"	"182"	"15"	"7"	"1"	"204"	"204"	"1"	"0"
"16964"	"4"	"16"	"9"	"2"	"380"	"29"	"23"	"61"	"1"	"9"	"9"	"3"	"1"	"0"	"4"	"1"	"0"	"0"	"0"	"9"	"1"	"10"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"162"	"162"	"48"	"13"	"0"	"223"	"223"	"1"	"0"
"16965"	"4"	"16"	"9"	"2"	"380"	"32"	"16"	"80"	"4"	"9"	"13"	"1"	"2"	"1"	"4"	"0"	"0"	"0"	"1"	"7"	"0"	"9"	"2"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"184"	"184"	"34"	"10"	"0"	"228"	"228"	"1"	"0"
"16966"	"4"	"16"	"9"	"2"	"380"	"42"	"23"	"78"	"0"	"12"	"13"	"3"	"3"	"2"	"4"	"1"	"2"	"1"	"1"	"5"	"1"	"15"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"209"	"209"	"33"	"6"	"0"	"248"	"248"	"1"	"0"
"16967"	"4"	"16"	"9"	"2"	"380"	"67"	"15"	"61"	"4"	"20"	"20"	"4"	"1"	"1"	"2"	"0"	"2"	"0"	"0"	"1"	"1"	"12"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"199"	"213"	"34"	"8"	"10"	"241"	"255"	"0"	"2"
"16968"	"4"	"16"	"9"	"2"	"380"	"31"	"23"	"70"	"5"	"6"	"14"	"2"	"1"	"1"	"9"	"0"	"0"	"0"	"1"	"3"	"3"	"8"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"181"	"180"	"28"	"14"	"0"	"223"	"222"	"0"	"1"
"16969"	"4"	"16"	"9"	"2"	"380"	"27"	"26"	"61"	"7"	"4"	"10"	"1"	"2"	"2"	"16"	"1"	"0"	"0"	"3"	"4"	"3"	"0"	"2"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"171"	"171"	"4"	"13"	"16"	"188"	"188"	"1"	"0"
"16970"	"4"	"16"	"9"	"2"	"380"	"20"	"35"	"75"	"2"	"9"	"8"	"0"	"1"	"2"	"3"	"1"	"1"	"0"	"1"	"2"	"1"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"167"	"167"	"20"	"5"	"0"	"192"	"192"	"1"	"0"
"16971"	"4"	"16"	"9"	"2"	"379"	"28"	"27"	"87"	"1"	"15"	"14"	"2"	"1"	"2"	"3"	"0"	"0"	"0"	"3"	"1"	"1"	"3"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"190"	"190"	"28"	"8"	"0"	"226"	"226"	"1"	"0"
"16972"	"4"	"16"	"9"	"2"	"377"	"31"	"30"	"82"	"4"	"5"	"12"	"2"	"1"	"0"	"7"	"1"	"0"	"0"	"0"	"2"	"1"	"4"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"184"	"183"	"35"	"12"	"0"	"231"	"230"	"0"	"0"
"16973"	"4"	"16"	"9"	"2"	"380"	"35"	"21"	"56"	"2"	"1"	"5"	"2"	"1"	"2"	"3"	"2"	"0"	"6"	"0"	"5"	"2"	"9"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"154"	"154"	"41"	"19"	"0"	"214"	"214"	"1"	"0"
"16974"	"4"	"16"	"9"	"2"	"380"	"26"	"21"	"71"	"2"	"2"	"10"	"3"	"0"	"1"	"7"	"0"	"0"	"0"	"1"	"3"	"1"	"2"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"151"	"151"	"23"	"7"	"0"	"181"	"181"	"1"	"0"
"16975"	"4"	"16"	"9"	"2"	"229"	"10"	"11"	"49"	"0"	"5"	"4"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"2"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"88"	"88"	"7"	"6"	"0"	"101"	"101"	"1"	"0"
"16976"	"4"	"16"	"9"	"2"	"232"	"14"	"22"	"71"	"0"	"4"	"3"	"0"	"0"	"1"	"5"	"1"	"0"	"0"	"1"	"0"	"0"	"7"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"130"	"130"	"7"	"4"	"0"	"141"	"141"	"1"	"0"
"16977"	"4"	"16"	"9"	"2"	"380"	"34"	"41"	"98"	"3"	"4"	"22"	"7"	"3"	"3"	"1"	"4"	"2"	"1"	"2"	"39"	"3"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"269"	"269"	"29"	"12"	"0"	"310"	"310"	"1"	"0"
"16978"	"4"	"16"	"9"	"2"	"380"	"26"	"47"	"94"	"1"	"4"	"19"	"3"	"0"	"8"	"0"	"4"	"0"	"0"	"1"	"32"	"2"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"243"	"243"	"31"	"3"	"0"	"277"	"277"	"1"	"0"
"16979"	"4"	"16"	"9"	"2"	"380"	"39"	"46"	"97"	"4"	"2"	"11"	"4"	"1"	"10"	"0"	"0"	"0"	"0"	"0"	"27"	"3"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"246"	"246"	"25"	"18"	"0"	"289"	"289"	"1"	"0"
"16980"	"4"	"16"	"9"	"2"	"380"	"31"	"45"	"102"	"3"	"2"	"6"	"0"	"0"	"6"	"0"	"0"	"0"	"0"	"2"	"34"	"3"	"0"	"5"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"240"	"240"	"21"	"10"	"0"	"271"	"271"	"1"	"0"
"16981"	"4"	"16"	"9"	"2"	"380"	"19"	"50"	"95"	"3"	"5"	"11"	"3"	"2"	"3"	"0"	"0"	"0"	"1"	"1"	"33"	"0"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"229"	"229"	"17"	"4"	"5"	"250"	"250"	"1"	"0"
"16982"	"4"	"16"	"9"	"2"	"380"	"17"	"33"	"109"	"2"	"1"	"9"	"0"	"2"	"8"	"0"	"1"	"0"	"0"	"1"	"28"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"211"	"211"	"22"	"7"	"0"	"240"	"240"	"1"	"0"
"16983"	"4"	"16"	"9"	"2"	"380"	"28"	"35"	"97"	"4"	"3"	"16"	"4"	"1"	"8"	"0"	"0"	"1"	"0"	"0"	"25"	"0"	"3"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"227"	"227"	"24"	"11"	"0"	"262"	"262"	"1"	"0"
"16984"	"4"	"16"	"9"	"2"	"380"	"33"	"38"	"103"	"4"	"1"	"15"	"3"	"5"	"9"	"0"	"0"	"0"	"0"	"2"	"26"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"240"	"240"	"31"	"8"	"0"	"279"	"279"	"1"	"0"
"16985"	"4"	"16"	"9"	"2"	"380"	"33"	"31"	"90"	"1"	"5"	"19"	"1"	"2"	"2"	"0"	"0"	"1"	"0"	"0"	"46"	"1"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"234"	"234"	"55"	"16"	"0"	"305"	"305"	"1"	"0"
"16986"	"4"	"16"	"9"	"2"	"380"	"31"	"39"	"99"	"0"	"4"	"7"	"6"	"2"	"11"	"0"	"2"	"0"	"0"	"2"	"28"	"4"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"237"	"237"	"34"	"14"	"0"	"285"	"285"	"1"	"0"
"16987"	"4"	"16"	"9"	"2"	"380"	"40"	"39"	"100"	"4"	"1"	"7"	"4"	"2"	"4"	"0"	"0"	"0"	"0"	"0"	"19"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"222"	"222"	"27"	"10"	"0"	"259"	"259"	"1"	"0"
"16988"	"4"	"16"	"9"	"2"	"380"	"22"	"36"	"104"	"5"	"2"	"11"	"2"	"2"	"6"	"1"	"1"	"0"	"0"	"1"	"26"	"2"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"223"	"223"	"40"	"0"	"0"	"263"	"263"	"1"	"0"
"16989"	"4"	"16"	"9"	"2"	"0"	"26"	"44"	"104"	"0"	"4"	"17"	"2"	"1"	"7"	"0"	"0"	"1"	"0"	"0"	"32"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"240"	"240"	"41"	"6"	"0"	"287"	"287"	"1"	"0"
"16990"	"4"	"16"	"9"	"2"	"378"	"30"	"41"	"93"	"1"	"4"	"16"	"2"	"0"	"5"	"0"	"0"	"2"	"0"	"0"	"21"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"216"	"216"	"41"	"6"	"0"	"263"	"263"	"1"	"0"
"16991"	"4"	"16"	"9"	"2"	"380"	"31"	"41"	"108"	"4"	"6"	"9"	"8"	"1"	"3"	"1"	"1"	"1"	"0"	"0"	"24"	"3"	"0"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"245"	"245"	"31"	"7"	"0"	"283"	"283"	"1"	"0"
"16992"	"4"	"16"	"9"	"2"	"380"	"29"	"43"	"92"	"3"	"8"	"4"	"4"	"2"	"6"	"0"	"0"	"1"	"0"	"0"	"28"	"1"	"1"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"225"	"225"	"38"	"11"	"0"	"274"	"274"	"1"	"0"
"16993"	"4"	"16"	"9"	"2"	"380"	"27"	"32"	"93"	"2"	"3"	"7"	"1"	"2"	"8"	"1"	"2"	"0"	"0"	"0"	"13"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"193"	"193"	"38"	"13"	"0"	"244"	"244"	"1"	"0"
"16994"	"4"	"16"	"9"	"2"	"380"	"28"	"30"	"83"	"1"	"1"	"7"	"6"	"1"	"5"	"0"	"0"	"1"	"1"	"0"	"20"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"186"	"186"	"37"	"5"	"0"	"228"	"228"	"1"	"0"
"16995"	"4"	"16"	"9"	"2"	"301"	"15"	"26"	"72"	"1"	"3"	"8"	"2"	"3"	"5"	"0"	"1"	"0"	"0"	"0"	"19"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"155"	"155"	"7"	"8"	"0"	"170"	"170"	"1"	"0"
"16996"	"4"	"16"	"9"	"2"	"301"	"12"	"31"	"73"	"0"	"3"	"11"	"2"	"4"	"4"	"0"	"0"	"0"	"0"	"0"	"17"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"157"	"157"	"10"	"4"	"0"	"171"	"171"	"1"	"0"
"16997"	"4"	"16"	"9"	"2"	"380"	"61"	"9"	"74"	"3"	"5"	"13"	"4"	"7"	"0"	"1"	"0"	"1"	"0"	"0"	"2"	"0"	"3"	"0"	"12"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"195"	"195"	"36"	"8"	"0"	"239"	"239"	"1"	"0"
"16998"	"4"	"16"	"9"	"2"	"380"	"44"	"11"	"84"	"3"	"2"	"13"	"2"	"1"	"2"	"2"	"0"	"0"	"0"	"2"	"5"	"0"	"0"	"2"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"176"	"176"	"46"	"6"	"0"	"228"	"228"	"1"	"0"
"16999"	"4"	"16"	"9"	"2"	"377"	"51"	"8"	"109"	"1"	"6"	"12"	"2"	"1"	"0"	"0"	"1"	"2"	"0"	"0"	"3"	"0"	"1"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"200"	"200"	"34"	"7"	"0"	"241"	"241"	"1"	"0"
"17000"	"4"	"16"	"9"	"2"	"380"	"69"	"5"	"71"	"3"	"2"	"15"	"3"	"1"	"3"	"1"	"0"	"0"	"0"	"1"	"5"	"0"	"3"	"1"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"186"	"186"	"37"	"11"	"0"	"234"	"234"	"1"	"0"
"17001"	"4"	"16"	"9"	"2"	"374"	"65"	"9"	"51"	"15"	"3"	"4"	"4"	"1"	"1"	"0"	"0"	"1"	"0"	"0"	"4"	"1"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"161"	"161"	"43"	"11"	"0"	"215"	"215"	"1"	"0"
"17002"	"4"	"16"	"9"	"2"	"380"	"63"	"7"	"44"	"0"	"9"	"9"	"4"	"1"	"2"	"0"	"0"	"2"	"0"	"0"	"3"	"1"	"0"	"2"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"150"	"150"	"33"	"8"	"0"	"191"	"191"	"1"	"0"
"17003"	"4"	"16"	"9"	"2"	"340"	"39"	"2"	"44"	"0"	"1"	"8"	"6"	"3"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"1"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"112"	"112"	"25"	"22"	"0"	"159"	"159"	"1"	"0"
"17004"	"4"	"16"	"9"	"2"	"336"	"40"	"5"	"66"	"1"	"2"	"12"	"2"	"0"	"1"	"1"	"0"	"0"	"1"	"1"	"2"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"135"	"135"	"22"	"2"	"0"	"159"	"159"	"1"	"0"
"17005"	"4"	"16"	"9"	"2"	"377"	"34"	"14"	"65"	"9"	"15"	"7"	"3"	"1"	"5"	"13"	"1"	"0"	"0"	"2"	"7"	"0"	"0"	"3"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"185"	"185"	"24"	"5"	"0"	"214"	"214"	"1"	"0"
"17006"	"4"	"16"	"9"	"2"	"380"	"31"	"12"	"100"	"14"	"10"	"9"	"1"	"3"	"1"	"6"	"2"	"0"	"0"	"1"	"5"	"1"	"0"	"3"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"204"	"204"	"3"	"6"	"19"	"232"	"213"	"0"	"0"
"17007"	"4"	"16"	"9"	"2"	"380"	"28"	"18"	"63"	"3"	"12"	"11"	"2"	"1"	"3"	"3"	"0"	"1"	"1"	"0"	"12"	"2"	"1"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"166"	"166"	"29"	"7"	"0"	"202"	"202"	"1"	"0"
"17008"	"4"	"16"	"9"	"2"	"379"	"31"	"15"	"88"	"10"	"11"	"7"	"2"	"2"	"2"	"3"	"0"	"1"	"0"	"0"	"9"	"1"	"0"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"185"	"185"	"32"	"11"	"0"	"228"	"228"	"1"	"0"
"17009"	"4"	"16"	"9"	"2"	"377"	"21"	"24"	"91"	"7"	"10"	"3"	"1"	"3"	"2"	"3"	"0"	"1"	"0"	"0"	"18"	"2"	"1"	"0"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"191"	"191"	"41"	"16"	"0"	"248"	"248"	"1"	"0"
"17010"	"4"	"16"	"9"	"2"	"377"	"15"	"24"	"78"	"7"	"4"	"4"	"0"	"3"	"1"	"4"	"1"	"2"	"1"	"1"	"15"	"1"	"2"	"3"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"169"	"169"	"31"	"11"	"0"	"211"	"211"	"1"	"0"
"17011"	"4"	"16"	"9"	"2"	"380"	"22"	"17"	"74"	"7"	"6"	"10"	"0"	"3"	"4"	"0"	"1"	"0"	"1"	"1"	"13"	"2"	"1"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"165"	"165"	"28"	"5"	"0"	"198"	"198"	"1"	"0"
"17012"	"4"	"16"	"9"	"2"	"330"	"19"	"38"	"63"	"4"	"2"	"11"	"2"	"1"	"0"	"1"	"0"	"1"	"0"	"2"	"9"	"0"	"2"	"5"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"161"	"161"	"22"	"15"	"0"	"198"	"198"	"1"	"0"
"17013"	"4"	"16"	"9"	"2"	"330"	"10"	"28"	"49"	"5"	"6"	"4"	"0"	"3"	"0"	"1"	"0"	"0"	"0"	"1"	"6"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"115"	"115"	"15"	"6"	"3"	"139"	"136"	"0"	"0"
"17014"	"4"	"16"	"9"	"2"	"377"	"46"	"10"	"61"	"2"	"2"	"5"	"0"	"1"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"3"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"135"	"134"	"35"	"17"	"0"	"187"	"186"	"0"	"0"
"17015"	"4"	"16"	"9"	"2"	"380"	"67"	"9"	"55"	"1"	"5"	"6"	"2"	"2"	"5"	"0"	"1"	"1"	"0"	"3"	"2"	"5"	"0"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"167"	"167"	"47"	"16"	"0"	"230"	"230"	"1"	"0"
"17016"	"4"	"16"	"9"	"2"	"380"	"61"	"10"	"63"	"1"	"5"	"1"	"1"	"1"	"5"	"2"	"1"	"0"	"0"	"1"	"3"	"4"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"166"	"161"	"34"	"16"	"0"	"216"	"211"	"0"	"0"
"17017"	"4"	"16"	"9"	"2"	"380"	"34"	"9"	"53"	"2"	"4"	"4"	"2"	"2"	"5"	"2"	"0"	"3"	"1"	"4"	"2"	"4"	"0"	"2"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"135"	"135"	"26"	"11"	"0"	"172"	"172"	"1"	"0"
"17018"	"4"	"16"	"9"	"2"	"380"	"36"	"20"	"50"	"2"	"10"	"5"	"0"	"4"	"2"	"0"	"0"	"1"	"1"	"2"	"3"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"139"	"139"	"12"	"15"	"0"	"166"	"166"	"1"	"0"
"17019"	"4"	"16"	"9"	"2"	"211"	"18"	"8"	"19"	"1"	"4"	"2"	"0"	"2"	"1"	"0"	"1"	"1"	"0"	"1"	"2"	"2"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"63"	"63"	"25"	"5"	"0"	"93"	"93"	"1"	"0"
"17020"	"4"	"16"	"9"	"2"	"210"	"23"	"6"	"21"	"1"	"2"	"3"	"0"	"1"	"1"	"0"	"0"	"1"	"0"	"1"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"65"	"63"	"14"	"5"	"0"	"84"	"82"	"0"	"0"
"17021"	"4"	"16"	"9"	"2"	"600"	"20"	"17"	"71"	"4"	"13"	"10"	"4"	"3"	"3"	"1"	"1"	"1"	"0"	"0"	"12"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"163"	"163"	"22"	"9"	"0"	"194"	"194"	"1"	"1"
"17022"	"4"	"16"	"9"	"2"	"600"	"20"	"34"	"64"	"5"	"9"	"6"	"7"	"1"	"4"	"3"	"4"	"3"	"1"	"2"	"5"	"3"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"174"	"174"	"13"	"6"	"0"	"193"	"193"	"1"	"0"
"17023"	"4"	"16"	"9"	"2"	"600"	"18"	"42"	"52"	"5"	"14"	"3"	"4"	"5"	"5"	"1"	"3"	"1"	"1"	"2"	"5"	"3"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"167"	"167"	"20"	"9"	"4"	"196"	"196"	"1"	"0"
"17024"	"4"	"16"	"9"	"2"	"600"	"23"	"24"	"53"	"4"	"13"	"12"	"3"	"3"	"2"	"0"	"8"	"0"	"0"	"4"	"5"	"2"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"159"	"158"	"23"	"7"	"0"	"189"	"188"	"0"	"1"
"17025"	"4"	"16"	"9"	"2"	"591"	"22"	"37"	"61"	"8"	"8"	"5"	"6"	"2"	"1"	"1"	"3"	"4"	"1"	"1"	"10"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"172"	"172"	"23"	"4"	"0"	"199"	"199"	"1"	"0"
"17026"	"4"	"16"	"9"	"2"	"600"	"16"	"20"	"48"	"2"	"12"	"6"	"3"	"1"	"1"	"2"	"0"	"4"	"1"	"0"	"4"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"121"	"121"	"27"	"7"	"0"	"155"	"155"	"1"	"0"
"17027"	"4"	"16"	"9"	"2"	"310"	"6"	"11"	"23"	"0"	"6"	"3"	"1"	"0"	"1"	"0"	"1"	"1"	"0"	"1"	"2"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"57"	"57"	"9"	"0"	"0"	"66"	"66"	"1"	"0"
"17028"	"4"	"16"	"9"	"2"	"309"	"8"	"12"	"12"	"0"	"5"	"2"	"1"	"1"	"1"	"0"	"2"	"0"	"0"	"0"	"4"	"0"	"0"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"51"	"51"	"4"	"2"	"0"	"57"	"57"	"1"	"0"
