"MESA"	"TIPO_ELECCION"	"DEPTO"	"MUNI"	"ESTADO_ACTA"	"CANTIDAD_PAPELETAS"	"VIVA"	"UNE"	"VALOR"	"UCN"	"CREO"	"FCN_NACION"	"LIBRE"	"MLP"	"SEMILLA"	"BIEN"	"VAMOS"	"V12"	"V13"	"V14"	"V15"	"V16"	"V17"	"V18"	"V19"	"V20"	"V21"	"V22"	"V23"	"V24"	"V25"	"V26"	"V27"	"V28"	"V29"	"V30"	"VOTOS_VALIDOS_ACTA"	"VOTOS_VALIDOS"	"NULOS"	"BLANCOS"	"INVALIDOS"	"TOTAL_ACTA"	"TOTAL_VOTOS"	"ACTA_CUADRA"	"IMPUGNACIONES"
"18405"	"4"	"18"	"2"	"2"	"400"	"3"	"50"	"2"	"110"	"2"	"0"	"0"	"4"	"0"	"34"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"208"	"208"	"15"	"5"	"0"	"228"	"228"	"1"	"0"
"18406"	"4"	"18"	"2"	"2"	"400"	"3"	"62"	"0"	"117"	"4"	"0"	"2"	"2"	"1"	"49"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"247"	"247"	"14"	"0"	"1"	"261"	"261"	"1"	"0"
"18407"	"4"	"18"	"2"	"2"	"400"	"2"	"67"	"0"	"125"	"3"	"2"	"0"	"3"	"0"	"38"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"243"	"244"	"16"	"6"	"0"	"265"	"266"	"0"	"0"
"18408"	"4"	"18"	"2"	"2"	"400"	"2"	"64"	"2"	"149"	"4"	"1"	"1"	"5"	"1"	"42"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"278"	"278"	"24"	"6"	"0"	"308"	"308"	"1"	"0"
"18409"	"4"	"18"	"2"	"2"	"400"	"2"	"75"	"0"	"143"	"5"	"2"	"0"	"1"	"0"	"35"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"267"	"267"	"28"	"4"	"0"	"299"	"299"	"1"	"0"
"18410"	"4"	"18"	"2"	"2"	"400"	"2"	"63"	"1"	"143"	"3"	"3"	"0"	"4"	"1"	"41"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"270"	"270"	"13"	"5"	"0"	"288"	"288"	"1"	"0"
"18411"	"4"	"18"	"2"	"2"	"394"	"4"	"66"	"4"	"98"	"1"	"9"	"0"	"3"	"0"	"67"	"12"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"264"	"264"	"22"	"5"	"1"	"291"	"291"	"1"	"0"
"18412"	"4"	"18"	"2"	"2"	"396"	"2"	"76"	"0"	"119"	"1"	"1"	"3"	"1"	"0"	"44"	"11"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"258"	"258"	"25"	"2"	"0"	"285"	"285"	"1"	"0"
"18413"	"4"	"18"	"2"	"2"	"400"	"2"	"64"	"0"	"110"	"2"	"2"	"1"	"0"	"0"	"31"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"218"	"218"	"12"	"2"	"0"	"232"	"232"	"1"	"0"
"18414"	"4"	"18"	"2"	"2"	"400"	"2"	"42"	"2"	"116"	"1"	"2"	"0"	"1"	"1"	"42"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"213"	"213"	"13"	"5"	"0"	"231"	"231"	"1"	"0"
"18415"	"4"	"18"	"2"	"2"	"400"	"3"	"53"	"0"	"115"	"2"	"2"	"1"	"3"	"0"	"41"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"224"	"224"	"7"	"5"	"0"	"236"	"236"	"1"	"0"
"18416"	"4"	"18"	"2"	"2"	"400"	"3"	"37"	"0"	"111"	"0"	"5"	"1"	"3"	"1"	"39"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"202"	"202"	"22"	"3"	"0"	"227"	"227"	"1"	"0"
"18417"	"4"	"18"	"2"	"2"	"394"	"1"	"52"	"0"	"113"	"1"	"4"	"2"	"0"	"0"	"40"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"221"	"221"	"9"	"4"	"0"	"234"	"234"	"1"	"0"
"18418"	"4"	"18"	"2"	"2"	"394"	"3"	"52"	"2"	"128"	"0"	"3"	"0"	"3"	"0"	"48"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"239"	"239"	"16"	"6"	"0"	"261"	"261"	"1"	"0"
"18419"	"4"	"18"	"2"	"2"	"312"	"0"	"51"	"1"	"110"	"2"	"2"	"0"	"2"	"0"	"36"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"211"	"211"	"1"	"2"	"0"	"214"	"214"	"1"	"0"
"18420"	"4"	"18"	"2"	"2"	"306"	"1"	"38"	"1"	"87"	"3"	"2"	"1"	"5"	"0"	"26"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"171"	"171"	"16"	"7"	"0"	"194"	"194"	"1"	"0"
"18421"	"4"	"18"	"2"	"2"	"400"	"0"	"85"	"1"	"113"	"2"	"3"	"0"	"0"	"0"	"25"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"230"	"230"	"19"	"8"	"0"	"257"	"257"	"1"	"0"
"18422"	"4"	"18"	"2"	"2"	"400"	"3"	"52"	"1"	"161"	"4"	"0"	"1"	"1"	"0"	"46"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"269"	"269"	"19"	"10"	"0"	"298"	"298"	"1"	"0"
"18423"	"4"	"18"	"2"	"2"	"397"	"1"	"58"	"0"	"181"	"2"	"0"	"2"	"0"	"0"	"29"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"278"	"278"	"6"	"5"	"0"	"289"	"289"	"1"	"0"
"18424"	"4"	"18"	"2"	"2"	"400"	"3"	"47"	"0"	"143"	"3"	"0"	"2"	"1"	"4"	"33"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"239"	"239"	"13"	"0"	"0"	"252"	"252"	"1"	"0"
"18425"	"4"	"18"	"2"	"2"	"225"	"0"	"27"	"1"	"91"	"2"	"0"	"1"	"1"	"0"	"25"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"149"	"149"	"9"	"2"	"0"	"160"	"160"	"1"	"0"
"18426"	"4"	"18"	"2"	"2"	"226"	"3"	"36"	"0"	"82"	"1"	"0"	"0"	"2"	"0"	"23"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"149"	"149"	"6"	"3"	"0"	"158"	"158"	"1"	"0"
"18427"	"4"	"18"	"2"	"2"	"376"	"5"	"72"	"2"	"75"	"5"	"2"	"1"	"1"	"0"	"18"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"185"	"185"	"25"	"4"	"0"	"215"	"214"	"0"	"1"
"18428"	"4"	"18"	"2"	"2"	"376"	"3"	"80"	"1"	"98"	"9"	"0"	"0"	"0"	"1"	"28"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"223"	"223"	"14"	"7"	"0"	"244"	"244"	"1"	"0"
"18429"	"4"	"18"	"2"	"2"	"380"	"7"	"85"	"2"	"75"	"5"	"2"	"2"	"5"	"0"	"40"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"225"	"225"	"22"	"5"	"0"	"252"	"252"	"1"	"0"
"18430"	"4"	"18"	"2"	"2"	"380"	"3"	"85"	"0"	"96"	"5"	"1"	"0"	"4"	"1"	"31"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"229"	"229"	"13"	"3"	"0"	"245"	"245"	"1"	"0"
"18431"	"4"	"18"	"2"	"2"	"380"	"1"	"105"	"1"	"101"	"3"	"1"	"0"	"2"	"1"	"28"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"245"	"245"	"12"	"6"	"0"	"263"	"263"	"1"	"0"
"18432"	"4"	"18"	"2"	"2"	"380"	"2"	"80"	"3"	"91"	"6"	"1"	"1"	"7"	"0"	"26"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"220"	"220"	"12"	"5"	"0"	"237"	"237"	"1"	"0"
"18433"	"4"	"18"	"2"	"2"	"380"	"1"	"74"	"0"	"82"	"9"	"0"	"1"	"2"	"0"	"20"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"192"	"192"	"0"	"2"	"7"	"194"	"194"	"1"	"0"
"18434"	"4"	"18"	"2"	"2"	"376"	"2"	"71"	"0"	"61"	"16"	"0"	"1"	"1"	"0"	"23"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"178"	"178"	"15"	"5"	"0"	"198"	"198"	"1"	"0"
"18435"	"4"	"18"	"2"	"2"	"380"	"0"	"77"	"1"	"100"	"4"	"0"	"1"	"1"	"0"	"28"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"216"	"216"	"14"	"2"	"0"	"232"	"232"	"1"	"0"
"18436"	"4"	"18"	"2"	"2"	"380"	"1"	"78"	"0"	"93"	"7"	"1"	"0"	"5"	"1"	"24"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"214"	"214"	"10"	"6"	"0"	"230"	"230"	"1"	"0"
"18437"	"4"	"18"	"2"	"2"	"380"	"1"	"69"	"2"	"84"	"5"	"3"	"1"	"0"	"1"	"30"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"198"	"198"	"16"	"6"	"0"	"220"	"220"	"1"	"2"
"18438"	"4"	"18"	"2"	"2"	"376"	"3"	"78"	"1"	"83"	"11"	"2"	"0"	"1"	"3"	"26"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"209"	"209"	"10"	"5"	"0"	"224"	"224"	"1"	"0"
"18439"	"4"	"18"	"2"	"2"	"380"	"5"	"99"	"0"	"93"	"7"	"2"	"3"	"2"	"0"	"32"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"243"	"243"	"1"	"6"	"0"	"250"	"250"	"1"	"0"
"18440"	"4"	"18"	"2"	"2"	"207"	"1"	"68"	"0"	"54"	"3"	"2"	"1"	"1"	"0"	"13"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"143"	"143"	"4"	"4"	"0"	"151"	"151"	"1"	"0"
"18441"	"4"	"18"	"2"	"2"	"203"	"1"	"40"	"0"	"43"	"3"	"0"	"1"	"1"	"0"	"18"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"108"	"108"	"7"	"3"	"0"	"118"	"118"	"1"	"0"
