"MESA"	"TIPO_ELECCION"	"DEPTO"	"MUNI"	"ESTADO_ACTA"	"CANTIDAD_PAPELETAS"	"TODOS"	"VAMOS"	"FUERZA"	"EG"	"UNIONISTA"	"BIEN"	"VICTORIA"	"URNG_MAIZ"	"LIBRE"	"WINAQ"	"VIVA"	"PAN"	"SEMILLA"	"PPT"	"PHG"	"UCN"	"CONVERGENCIA"	"AVANZA"	"UNE"	"VALOR"	"UNIDOS"	"PODEMOS"	"CREO"	"PC"	"MLP"	"V26"	"V27"	"V28"	"V29"	"V30"	"VOTOS_VALIDOS_ACTA"	"VOTOS_VALIDOS"	"NULOS"	"BLANCOS"	"INVALIDOS"	"TOTAL_ACTA"	"TOTAL_VOTOS"	"ACTA_CUADRA"	"IMPUGNACIONES"
"4114"	"4"	"1"	"15"	"2"	"396"	"18"	"33"	"17"	"3"	"18"	"2"	"2"	"1"	"1"	"9"	"7"	"4"	"19"	"0"	"9"	"5"	"1"	"3"	"18"	"2"	"2"	"1"	"13"	"16"	"5"	"0"	"0"	"0"	"0"	"0"	"209"	"209"	"20"	"1"	"0"	"230"	"230"	"1"	"0"
"4115"	"4"	"1"	"15"	"2"	"400"	"14"	"27"	"26"	"4"	"20"	"4"	"1"	"1"	"2"	"8"	"10"	"9"	"26"	"1"	"9"	"3"	"3"	"2"	"12"	"12"	"1"	"2"	"11"	"20"	"7"	"0"	"0"	"0"	"0"	"0"	"235"	"235"	"17"	"3"	"0"	"255"	"255"	"1"	"0"
"4116"	"4"	"1"	"15"	"2"	"400"	"35"	"25"	"26"	"4"	"23"	"4"	"2"	"2"	"0"	"13"	"15"	"7"	"25"	"1"	"10"	"3"	"1"	"3"	"18"	"7"	"0"	"1"	"9"	"22"	"4"	"0"	"0"	"0"	"0"	"0"	"260"	"260"	"13"	"3"	"0"	"276"	"276"	"1"	"0"
"4117"	"4"	"1"	"15"	"2"	"408"	"28"	"0"	"19"	"0"	"14"	"6"	"2"	"1"	"2"	"4"	"16"	"8"	"14"	"0"	"9"	"5"	"2"	"4"	"20"	"8"	"0"	"0"	"18"	"17"	"8"	"0"	"0"	"0"	"0"	"0"	"205"	"205"	"13"	"9"	"0"	"227"	"227"	"1"	"0"
"4118"	"4"	"1"	"15"	"2"	"393"	"41"	"31"	"15"	"3"	"17"	"2"	"6"	"2"	"2"	"8"	"7"	"4"	"19"	"0"	"6"	"3"	"1"	"2"	"18"	"4"	"0"	"2"	"10"	"28"	"3"	"0"	"0"	"0"	"0"	"0"	"234"	"234"	"17"	"2"	"0"	"253"	"253"	"1"	"0"
"4119"	"4"	"1"	"15"	"2"	"397"	"21"	"31"	"16"	"4"	"23"	"4"	"5"	"3"	"1"	"9"	"9"	"9"	"21"	"0"	"10"	"3"	"1"	"0"	"13"	"3"	"4"	"1"	"8"	"27"	"8"	"0"	"0"	"0"	"0"	"0"	"234"	"234"	"24"	"0"	"0"	"258"	"258"	"1"	"0"
"4120"	"4"	"1"	"15"	"2"	"397"	"24"	"32"	"17"	"4"	"22"	"3"	"2"	"3"	"1"	"9"	"10"	"6"	"17"	"0"	"9"	"2"	"1"	"4"	"17"	"16"	"2"	"1"	"17"	"24"	"5"	"0"	"0"	"0"	"0"	"0"	"248"	"248"	"22"	"1"	"0"	"271"	"271"	"1"	"0"
"4121"	"4"	"1"	"15"	"1"	"400"	"30"	"23"	"24"	"8"	"13"	"4"	"7"	"2"	"2"	"10"	"14"	"8"	"25"	"1"	"9"	"4"	"3"	"3"	"20"	"12"	"0"	"1"	"10"	"22"	"3"	"0"	"0"	"0"	"0"	"0"	"258"	"258"	"19"	"3"	"0"	"280"	"280"	"1"	"0"
"4122"	"4"	"1"	"15"	"1"	"400"	"15"	"25"	"20"	"6"	"25"	"7"	"3"	"4"	"1"	"8"	"13"	"6"	"18"	"0"	"13"	"4"	"0"	"2"	"15"	"6"	"2"	"0"	"7"	"24"	"5"	"0"	"0"	"0"	"0"	"0"	"229"	"229"	"21"	"2"	"0"	"252"	"252"	"1"	"1"
"4123"	"4"	"1"	"15"	"1"	"400"	"17"	"22"	"20"	"3"	"8"	"4"	"3"	"3"	"2"	"5"	"18"	"8"	"13"	"1"	"13"	"4"	"1"	"4"	"23"	"3"	"0"	"0"	"13"	"25"	"4"	"0"	"0"	"0"	"0"	"0"	"217"	"217"	"19"	"2"	"0"	"238"	"238"	"1"	"0"
"4124"	"4"	"1"	"15"	"1"	"400"	"17"	"24"	"25"	"3"	"31"	"7"	"1"	"3"	"3"	"8"	"12"	"11"	"15"	"2"	"8"	"2"	"1"	"3"	"22"	"6"	"1"	"0"	"13"	"20"	"4"	"0"	"0"	"0"	"0"	"0"	"243"	"242"	"14"	"3"	"0"	"260"	"259"	"0"	"0"
"4125"	"4"	"1"	"15"	"2"	"400"	"18"	"26"	"10"	"4"	"16"	"4"	"4"	"4"	"3"	"7"	"14"	"9"	"12"	"0"	"12"	"4"	"2"	"4"	"17"	"7"	"0"	"2"	"6"	"15"	"3"	"0"	"0"	"0"	"0"	"0"	"203"	"203"	"1"	"11"	"0"	"215"	"215"	"1"	"0"
"4126"	"4"	"1"	"15"	"1"	"400"	"31"	"29"	"17"	"5"	"18"	"9"	"1"	"0"	"0"	"12"	"14"	"7"	"13"	"1"	"12"	"3"	"1"	"1"	"18"	"8"	"1"	"0"	"12"	"22"	"9"	"0"	"0"	"0"	"0"	"0"	"244"	"244"	"12"	"2"	"0"	"258"	"258"	"1"	"0"
"4127"	"4"	"1"	"15"	"2"	"400"	"23"	"20"	"16"	"3"	"22"	"5"	"2"	"0"	"3"	"7"	"11"	"5"	"14"	"12"	"0"	"4"	"1"	"1"	"17"	"4"	"0"	"1"	"16"	"25"	"5"	"0"	"0"	"0"	"0"	"0"	"217"	"217"	"16"	"4"	"0"	"237"	"237"	"1"	"0"
"4128"	"4"	"1"	"15"	"2"	"400"	"20"	"28"	"25"	"6"	"18"	"8"	"3"	"3"	"4"	"11"	"13"	"8"	"16"	"3"	"6"	"2"	"2"	"3"	"12"	"5"	"1"	"1"	"13"	"17"	"3"	"0"	"0"	"0"	"0"	"0"	"231"	"231"	"17"	"2"	"0"	"250"	"250"	"1"	"0"
"4129"	"4"	"1"	"15"	"1"	"396"	"18"	"23"	"19"	"3"	"14"	"3"	"3"	"1"	"1"	"5"	"9"	"8"	"7"	"0"	"10"	"3"	"0"	"1"	"18"	"7"	"0"	"1"	"10"	"24"	"8"	"0"	"0"	"0"	"0"	"0"	"196"	"196"	"23"	"0"	"0"	"219"	"219"	"1"	"0"
"4130"	"4"	"1"	"15"	"2"	"400"	"20"	"20"	"13"	"3"	"16"	"2"	"3"	"3"	"1"	"8"	"10"	"8"	"12"	"0"	"8"	"2"	"1"	"5"	"13"	"6"	"0"	"0"	"19"	"16"	"2"	"0"	"0"	"0"	"0"	"0"	"191"	"191"	"13"	"2"	"0"	"206"	"206"	"1"	"0"
"4131"	"4"	"1"	"15"	"1"	"400"	"21"	"31"	"18"	"3"	"21"	"1"	"4"	"6"	"0"	"3"	"15"	"13"	"7"	"0"	"5"	"0"	"1"	"2"	"12"	"18"	"3"	"0"	"6"	"12"	"3"	"0"	"0"	"0"	"0"	"0"	"195"	"205"	"9"	"2"	"0"	"206"	"216"	"0"	"0"
"4132"	"4"	"1"	"15"	"2"	"400"	"19"	"22"	"21"	"5"	"21"	"4"	"6"	"3"	"1"	"12"	"8"	"13"	"13"	"2"	"9"	"4"	"0"	"2"	"17"	"7"	"8"	"13"	"13"	"2"	"9"	"4"	"0"	"2"	"17"	"7"	"226"	"226"	"15"	"0"	"0"	"241"	"241"	"1"	"0"
"4133"	"4"	"1"	"15"	"1"	"403"	"27"	"21"	"23"	"4"	"19"	"12"	"2"	"4"	"4"	"14"	"14"	"7"	"9"	"1"	"7"	"3"	"2"	"1"	"14"	"5"	"1"	"1"	"9"	"11"	"4"	"0"	"0"	"0"	"0"	"0"	"219"	"219"	"15"	"7"	"0"	"241"	"241"	"1"	"0"
"4134"	"4"	"1"	"15"	"2"	"400"	"24"	"22"	"19"	"5"	"15"	"6"	"3"	"3"	"0"	"8"	"12"	"12"	"9"	"1"	"14"	"1"	"2"	"4"	"18"	"3"	"12"	"12"	"9"	"1"	"14"	"1"	"2"	"4"	"18"	"3"	"221"	"221"	"14"	"0"	"0"	"235"	"235"	"1"	"0"
"4135"	"4"	"1"	"15"	"1"	"400"	"40"	"27"	"29"	"2"	"25"	"2"	"3"	"1"	"0"	"15"	"11"	"8"	"6"	"0"	"15"	"4"	"0"	"6"	"13"	"10"	"0"	"1"	"11"	"14"	"2"	"0"	"0"	"0"	"0"	"0"	"245"	"245"	"13"	"1"	"0"	"259"	"259"	"1"	"0"
"4136"	"4"	"1"	"15"	"2"	"401"	"35"	"20"	"23"	"4"	"35"	"7"	"2"	"1"	"1"	"16"	"12"	"3"	"23"	"0"	"17"	"0"	"1"	"2"	"8"	"9"	"2"	"0"	"14"	"24"	"4"	"0"	"0"	"0"	"0"	"0"	"273"	"263"	"9"	"2"	"0"	"0"	"274"	"0"	"1"
"4137"	"4"	"1"	"15"	"2"	"400"	"27"	"20"	"23"	"2"	"24"	"6"	"1"	"1"	"2"	"17"	"5"	"7"	"13"	"4"	"11"	"1"	"4"	"2"	"13"	"8"	"1"	"3"	"11"	"27"	"9"	"0"	"0"	"0"	"0"	"0"	"249"	"242"	"7"	"0"	"0"	"249"	"249"	"0"	"0"
"4138"	"4"	"1"	"15"	"1"	"400"	"18"	"22"	"12"	"3"	"33"	"4"	"4"	"1"	"1"	"10"	"5"	"7"	"6"	"1"	"11"	"3"	"2"	"1"	"15"	"6"	"1"	"1"	"8"	"14"	"6"	"0"	"0"	"0"	"0"	"0"	"196"	"195"	"5"	"2"	"0"	"203"	"202"	"0"	"0"
"4139"	"4"	"1"	"15"	"2"	"247"	"13"	"8"	"5"	"1"	"10"	"5"	"1"	"0"	"3"	"6"	"2"	"4"	"3"	"2"	"7"	"4"	"0"	"0"	"6"	"5"	"2"	"4"	"3"	"2"	"7"	"4"	"0"	"0"	"6"	"5"	"102"	"102"	"4"	"0"	"0"	"106"	"106"	"1"	"0"
"4140"	"4"	"1"	"15"	"2"	"246"	"10"	"9"	"7"	"2"	"11"	"3"	"1"	"1"	"1"	"4"	"6"	"9"	"2"	"1"	"7"	"0"	"1"	"3"	"6"	"5"	"1"	"1"	"3"	"8"	"1"	"0"	"0"	"0"	"0"	"0"	"103"	"103"	"4"	"2"	"0"	"109"	"109"	"1"	"0"
"4141"	"4"	"1"	"15"	"2"	"400"	"15"	"34"	"17"	"1"	"6"	"16"	"4"	"7"	"3"	"10"	"14"	"6"	"3"	"0"	"5"	"10"	"2"	"5"	"16"	"5"	"0"	"0"	"9"	"17"	"10"	"0"	"0"	"0"	"0"	"0"	"215"	"215"	"12"	"3"	"0"	"230"	"230"	"1"	"0"
"4142"	"4"	"1"	"15"	"2"	"399"	"15"	"35"	"8"	"3"	"7"	"20"	"3"	"1"	"1"	"10"	"13"	"4"	"8"	"2"	"10"	"14"	"1"	"4"	"12"	"4"	"1"	"0"	"15"	"16"	"3"	"0"	"0"	"0"	"0"	"0"	"210"	"210"	"14"	"5"	"0"	"229"	"229"	"1"	"0"
"4143"	"4"	"1"	"15"	"2"	"400"	"14"	"30"	"9"	"5"	"12"	"18"	"1"	"2"	"3"	"16"	"22"	"9"	"3"	"0"	"6"	"8"	"1"	"3"	"24"	"4"	"1"	"1"	"11"	"15"	"6"	"0"	"0"	"0"	"0"	"0"	"224"	"224"	"11"	"1"	"0"	"236"	"236"	"1"	"0"
"4144"	"4"	"1"	"15"	"2"	"396"	"27"	"31"	"13"	"1"	"10"	"18"	"3"	"5"	"1"	"16"	"13"	"13"	"6"	"1"	"8"	"7"	"1"	"4"	"12"	"5"	"2"	"0"	"7"	"15"	"6"	"0"	"0"	"0"	"0"	"0"	"225"	"225"	"19"	"1"	"0"	"245"	"245"	"1"	"0"
"4145"	"4"	"1"	"15"	"2"	"400"	"17"	"37"	"14"	"2"	"8"	"19"	"4"	"1"	"2"	"19"	"17"	"11"	"12"	"1"	"14"	"15"	"3"	"1"	"11"	"10"	"0"	"0"	"12"	"16"	"5"	"0"	"0"	"0"	"0"	"0"	"251"	"251"	"14"	"3"	"0"	"268"	"268"	"1"	"0"
"4146"	"4"	"1"	"15"	"2"	"400"	"17"	"25"	"13"	"2"	"9"	"17"	"2"	"3"	"3"	"18"	"18"	"8"	"7"	"1"	"10"	"18"	"1"	"1"	"21"	"9"	"1"	"3"	"9"	"13"	"8"	"0"	"0"	"0"	"0"	"0"	"237"	"237"	"8"	"5"	"0"	"250"	"250"	"1"	"0"
"4147"	"4"	"1"	"15"	"2"	"400"	"26"	"29"	"10"	"3"	"11"	"21"	"6"	"4"	"0"	"15"	"11"	"13"	"7"	"3"	"5"	"5"	"0"	"2"	"19"	"10"	"1"	"1"	"12"	"18"	"8"	"0"	"0"	"0"	"0"	"0"	"240"	"240"	"16"	"1"	"0"	"257"	"257"	"1"	"0"
"4148"	"4"	"1"	"15"	"2"	"400"	"10"	"23"	"17"	"3"	"16"	"12"	"5"	"2"	"1"	"15"	"11"	"4"	"6"	"0"	"12"	"16"	"0"	"2"	"10"	"9"	"0"	"1"	"6"	"20"	"9"	"0"	"0"	"0"	"0"	"0"	"210"	"210"	"11"	"1"	"0"	"222"	"222"	"1"	"0"
"4149"	"4"	"1"	"15"	"2"	"396"	"15"	"23"	"15"	"3"	"11"	"22"	"3"	"1"	"1"	"16"	"14"	"4"	"11"	"1"	"8"	"4"	"2"	"5"	"9"	"6"	"0"	"1"	"5"	"19"	"10"	"0"	"0"	"0"	"0"	"0"	"209"	"209"	"8"	"4"	"0"	"221"	"221"	"1"	"0"
"4150"	"4"	"1"	"15"	"2"	"414"	"26"	"23"	"8"	"1"	"6"	"23"	"4"	"1"	"2"	"19"	"13"	"5"	"8"	"1"	"6"	"4"	"1"	"2"	"9"	"7"	"1"	"1"	"6"	"20"	"7"	"0"	"0"	"0"	"0"	"0"	"204"	"204"	"11"	"2"	"0"	"217"	"217"	"1"	"0"
"4151"	"4"	"1"	"15"	"2"	"400"	"16"	"26"	"12"	"1"	"11"	"19"	"4"	"2"	"3"	"26"	"5"	"8"	"4"	"1"	"5"	"8"	"0"	"5"	"8"	"3"	"0"	"2"	"9"	"15"	"4"	"0"	"0"	"0"	"0"	"0"	"197"	"197"	"15"	"1"	"0"	"213"	"213"	"1"	"0"
"4152"	"4"	"1"	"15"	"2"	"400"	"19"	"32"	"10"	"1"	"11"	"16"	"2"	"3"	"0"	"12"	"18"	"10"	"8"	"1"	"14"	"7"	"1"	"1"	"12"	"9"	"1"	"0"	"13"	"23"	"8"	"0"	"0"	"0"	"0"	"0"	"232"	"232"	"14"	"6"	"0"	"252"	"252"	"1"	"0"
"4153"	"4"	"1"	"15"	"2"	"399"	"18"	"30"	"13"	"2"	"14"	"25"	"5"	"1"	"2"	"20"	"12"	"9"	"6"	"2"	"6"	"8"	"0"	"1"	"19"	"5"	"1"	"4"	"13"	"19"	"5"	"0"	"0"	"0"	"0"	"0"	"240"	"240"	"14"	"5"	"0"	"259"	"259"	"1"	"0"
"4154"	"4"	"1"	"15"	"2"	"400"	"13"	"30"	"10"	"1"	"10"	"24"	"4"	"6"	"1"	"17"	"14"	"5"	"8"	"0"	"12"	"6"	"0"	"2"	"13"	"5"	"0"	"1"	"7"	"28"	"5"	"0"	"0"	"0"	"0"	"0"	"222"	"222"	"21"	"5"	"0"	"248"	"248"	"1"	"0"
"4155"	"4"	"1"	"15"	"2"	"400"	"14"	"39"	"9"	"5"	"15"	"18"	"7"	"1"	"4"	"9"	"14"	"7"	"9"	"1"	"8"	"7"	"0"	"0"	"16"	"7"	"0"	"1"	"13"	"15"	"8"	"0"	"0"	"0"	"0"	"0"	"227"	"227"	"12"	"6"	"0"	"245"	"245"	"1"	"0"
"4156"	"4"	"1"	"15"	"2"	"400"	"18"	"22"	"16"	"4"	"6"	"12"	"2"	"2"	"3"	"11"	"12"	"8"	"16"	"0"	"11"	"8"	"1"	"3"	"24"	"9"	"1"	"0"	"10"	"24"	"6"	"0"	"0"	"0"	"0"	"0"	"229"	"229"	"16"	"4"	"0"	"249"	"249"	"1"	"0"
"4157"	"4"	"1"	"15"	"2"	"396"	"16"	"29"	"7"	"1"	"8"	"30"	"1"	"3"	"4"	"16"	"17"	"8"	"11"	"0"	"6"	"11"	"1"	"1"	"17"	"6"	"2"	"1"	"9"	"16"	"4"	"0"	"0"	"0"	"0"	"0"	"225"	"225"	"13"	"2"	"0"	"240"	"240"	"1"	"0"
"4158"	"4"	"1"	"15"	"2"	"400"	"16"	"27"	"9"	"5"	"7"	"18"	"6"	"2"	"2"	"14"	"10"	"3"	"6"	"0"	"11"	"8"	"1"	"1"	"15"	"6"	"1"	"0"	"7"	"19"	"8"	"0"	"0"	"0"	"0"	"0"	"202"	"202"	"10"	"5"	"0"	"217"	"217"	"1"	"0"
"4159"	"4"	"1"	"15"	"1"	"400"	"15"	"34"	"9"	"7"	"8"	"23"	"6"	"3"	"2"	"12"	"19"	"8"	"5"	"4"	"5"	"8"	"1"	"1"	"9"	"4"	"3"	"0"	"3"	"13"	"3"	"0"	"0"	"0"	"0"	"0"	"204"	"205"	"8"	"7"	"0"	"219"	"220"	"0"	"0"
"4160"	"4"	"1"	"15"	"1"	"400"	"14"	"17"	"5"	"1"	"9"	"23"	"0"	"1"	"0"	"9"	"11"	"11"	"4"	"4"	"3"	"10"	"2"	"2"	"14"	"11"	"0"	"1"	"7"	"12"	"2"	"0"	"0"	"0"	"0"	"0"	"173"	"173"	"10"	"5"	"0"	"188"	"188"	"1"	"0"
"4161"	"4"	"1"	"15"	"1"	"400"	"17"	"28"	"15"	"2"	"10"	"20"	"5"	"2"	"3"	"10"	"4"	"3"	"12"	"0"	"4"	"8"	"1"	"2"	"9"	"2"	"1"	"2"	"7"	"23"	"3"	"0"	"0"	"0"	"0"	"0"	"193"	"193"	"12"	"4"	"0"	"209"	"209"	"1"	"0"
"4162"	"4"	"1"	"15"	"1"	"400"	"10"	"28"	"8"	"5"	"10"	"11"	"4"	"4"	"2"	"14"	"7"	"9"	"10"	"0"	"13"	"10"	"0"	"2"	"13"	"8"	"2"	"0"	"10"	"6"	"3"	"0"	"0"	"0"	"0"	"0"	"189"	"189"	"10"	"2"	"0"	"201"	"201"	"1"	"0"
"4163"	"4"	"1"	"15"	"1"	"400"	"16"	"25"	"5"	"6"	"14"	"16"	"3"	"1"	"4"	"18"	"11"	"3"	"6"	"2"	"22"	"10"	"1"	"0"	"11"	"8"	"0"	"0"	"8"	"15"	"4"	"0"	"0"	"0"	"0"	"0"	"209"	"209"	"8"	"4"	"0"	"221"	"221"	"1"	"0"
"4164"	"4"	"1"	"15"	"1"	"400"	"25"	"21"	"9"	"2"	"19"	"19"	"4"	"2"	"2"	"28"	"15"	"11"	"3"	"0"	"13"	"7"	"1"	"1"	"12"	"10"	"0"	"1"	"6"	"24"	"7"	"0"	"0"	"0"	"0"	"0"	"247"	"242"	"9"	"3"	"0"	"259"	"254"	"0"	"0"
"4165"	"4"	"1"	"15"	"1"	"353"	"13"	"16"	"13"	"3"	"6"	"10"	"0"	"2"	"1"	"14"	"12"	"6"	"2"	"1"	"8"	"2"	"0"	"2"	"9"	"8"	"0"	"2"	"3"	"8"	"4"	"0"	"0"	"0"	"0"	"0"	"145"	"145"	"7"	"0"	"0"	"152"	"152"	"1"	"0"
"4166"	"4"	"1"	"15"	"1"	"354"	"8"	"14"	"5"	"2"	"6"	"11"	"2"	"2"	"1"	"6"	"11"	"5"	"2"	"0"	"9"	"8"	"0"	"1"	"12"	"3"	"2"	"2"	"8"	"10"	"4"	"0"	"0"	"0"	"0"	"0"	"134"	"134"	"10"	"0"	"0"	"144"	"144"	"1"	"0"
"4167"	"4"	"1"	"15"	"1"	"396"	"13"	"26"	"30"	"1"	"13"	"12"	"13"	"3"	"4"	"9"	"21"	"13"	"8"	"1"	"15"	"5"	"2"	"2"	"16"	"5"	"1"	"1"	"6"	"9"	"3"	"0"	"0"	"0"	"0"	"0"	"232"	"232"	"16"	"3"	"0"	"251"	"251"	"1"	"0"
"4168"	"4"	"1"	"15"	"1"	"400"	"12"	"21"	"45"	"0"	"5"	"3"	"6"	"2"	"2"	"12"	"16"	"11"	"4"	"1"	"10"	"2"	"1"	"2"	"20"	"9"	"1"	"3"	"5"	"16"	"9"	"0"	"0"	"0"	"0"	"0"	"218"	"218"	"14"	"3"	"0"	"235"	"235"	"1"	"0"
"4169"	"4"	"1"	"15"	"1"	"400"	"16"	"17"	"34"	"3"	"5"	"4"	"6"	"3"	"2"	"8"	"24"	"8"	"6"	"1"	"17"	"5"	"0"	"3"	"30"	"6"	"1"	"1"	"8"	"14"	"3"	"0"	"0"	"0"	"0"	"0"	"225"	"225"	"16"	"5"	"0"	"246"	"246"	"1"	"0"
"4170"	"4"	"1"	"15"	"1"	"400"	"21"	"21"	"31"	"2"	"8"	"9"	"7"	"3"	"2"	"12"	"20"	"9"	"2"	"0"	"12"	"2"	"3"	"2"	"30"	"5"	"2"	"3"	"19"	"11"	"4"	"0"	"0"	"0"	"0"	"0"	"240"	"240"	"20"	"4"	"0"	"264"	"264"	"1"	"0"
"4171"	"4"	"1"	"15"	"1"	"396"	"13"	"24"	"41"	"2"	"10"	"4"	"9"	"8"	"2"	"12"	"17"	"11"	"10"	"1"	"12"	"5"	"2"	"2"	"21"	"14"	"0"	"0"	"9"	"13"	"6"	"0"	"0"	"0"	"0"	"0"	"248"	"248"	"16"	"5"	"0"	"269"	"269"	"1"	"0"
"4172"	"4"	"1"	"15"	"1"	"400"	"21"	"20"	"48"	"2"	"8"	"6"	"15"	"8"	"4"	"5"	"18"	"5"	"8"	"3"	"15"	"2"	"2"	"1"	"22"	"9"	"2"	"0"	"6"	"12"	"10"	"0"	"0"	"0"	"0"	"0"	"252"	"252"	"22"	"1"	"0"	"275"	"275"	"1"	"0"
"4173"	"4"	"1"	"15"	"1"	"400"	"15"	"29"	"29"	"3"	"16"	"2"	"11"	"7"	"0"	"10"	"24"	"10"	"6"	"1"	"10"	"4"	"3"	"3"	"24"	"9"	"2"	"1"	"9"	"5"	"4"	"0"	"0"	"0"	"0"	"0"	"237"	"237"	"13"	"6"	"0"	"256"	"256"	"1"	"1"
"4174"	"4"	"1"	"15"	"1"	"395"	"14"	"29"	"34"	"2"	"9"	"7"	"10"	"5"	"4"	"13"	"14"	"10"	"7"	"2"	"13"	"3"	"0"	"2"	"16"	"8"	"2"	"0"	"13"	"14"	"7"	"0"	"0"	"0"	"0"	"0"	"238"	"238"	"13"	"3"	"0"	"254"	"254"	"1"	"0"
"4175"	"4"	"1"	"15"	"1"	"394"	"16"	"23"	"38"	"0"	"9"	"7"	"9"	"4"	"0"	"11"	"16"	"6"	"8"	"0"	"20"	"2"	"13"	"2"	"13"	"4"	"0"	"3"	"10"	"0"	"5"	"0"	"0"	"0"	"0"	"0"	"219"	"219"	"9"	"1"	"0"	"229"	"229"	"1"	"0"
"4176"	"4"	"1"	"15"	"2"	"400"	"12"	"18"	"37"	"0"	"8"	"9"	"8"	"4"	"3"	"10"	"20"	"8"	"9"	"0"	"15"	"4"	"1"	"1"	"18"	"8"	"0"	"1"	"7"	"8"	"7"	"0"	"0"	"0"	"0"	"0"	"216"	"216"	"15"	"0"	"1"	"231"	"231"	"1"	"0"
"4177"	"4"	"1"	"15"	"2"	"400"	"11"	"18"	"34"	"2"	"13"	"6"	"9"	"4"	"5"	"0"	"18"	"13"	"10"	"2"	"8"	"2"	"2"	"1"	"14"	"9"	"1"	"0"	"10"	"12"	"16"	"0"	"0"	"0"	"0"	"0"	"220"	"220"	"13"	"2"	"0"	"235"	"235"	"1"	"0"
"4178"	"4"	"1"	"15"	"2"	"400"	"14"	"24"	"39"	"0"	"7"	"2"	"15"	"5"	"1"	"7"	"22"	"6"	"8"	"0"	"8"	"1"	"1"	"2"	"19"	"5"	"1"	"0"	"4"	"15"	"6"	"0"	"0"	"0"	"0"	"0"	"212"	"212"	"11"	"6"	"0"	"229"	"229"	"1"	"0"
"4179"	"4"	"1"	"15"	"2"	"394"	"19"	"15"	"37"	"2"	"12"	"2"	"8"	"1"	"2"	"15"	"12"	"8"	"8"	"0"	"10"	"5"	"3"	"3"	"24"	"7"	"0"	"2"	"12"	"10"	"4"	"0"	"0"	"0"	"0"	"0"	"221"	"221"	"7"	"4"	"0"	"232"	"232"	"1"	"0"
"4180"	"4"	"1"	"15"	"2"	"400"	"16"	"14"	"45"	"2"	"9"	"8"	"15"	"2"	"5"	"16"	"16"	"12"	"11"	"0"	"7"	"4"	"2"	"3"	"16"	"4"	"1"	"1"	"8"	"13"	"6"	"0"	"0"	"0"	"0"	"0"	"236"	"236"	"11"	"3"	"0"	"250"	"250"	"1"	"0"
"4181"	"4"	"1"	"15"	"1"	"400"	"12"	"22"	"41"	"4"	"12"	"4"	"15"	"4"	"2"	"13"	"20"	"7"	"14"	"2"	"12"	"2"	"0"	"3"	"20"	"6"	"2"	"0"	"12"	"13"	"3"	"0"	"0"	"0"	"0"	"0"	"245"	"245"	"9"	"4"	"3"	"258"	"258"	"1"	"0"
"4182"	"4"	"1"	"15"	"2"	"400"	"13"	"25"	"39"	"4"	"8"	"3"	"7"	"2"	"2"	"12"	"12"	"9"	"10"	"0"	"17"	"3"	"2"	"2"	"23"	"7"	"1"	"1"	"4"	"15"	"4"	"0"	"0"	"0"	"0"	"0"	"225"	"225"	"15"	"3"	"0"	"243"	"243"	"1"	"0"
"4183"	"4"	"1"	"15"	"2"	"400"	"16"	"18"	"45"	"1"	"11"	"3"	"4"	"4"	"3"	"10"	"17"	"9"	"5"	"0"	"3"	"7"	"1"	"2"	"23"	"11"	"2"	"2"	"12"	"14"	"6"	"0"	"0"	"0"	"0"	"0"	"229"	"229"	"12"	"5"	"0"	"246"	"246"	"1"	"0"
"4184"	"4"	"1"	"15"	"1"	"401"	"17"	"14"	"44"	"3"	"12"	"2"	"10"	"4"	"3"	"15"	"11"	"4"	"7"	"0"	"15"	"2"	"3"	"4"	"27"	"10"	"1"	"0"	"8"	"11"	"4"	"0"	"0"	"0"	"0"	"0"	"231"	"231"	"12"	"1"	"0"	"244"	"244"	"1"	"0"
"4185"	"4"	"1"	"15"	"2"	"400"	"12"	"23"	"35"	"0"	"7"	"4"	"5"	"4"	"1"	"12"	"16"	"13"	"13"	"0"	"10"	"3"	"2"	"0"	"20"	"5"	"1"	"0"	"11"	"12"	"7"	"0"	"0"	"0"	"0"	"0"	"216"	"216"	"21"	"5"	"0"	"242"	"242"	"1"	"0"
"4186"	"4"	"1"	"15"	"2"	"400"	"9"	"24"	"31"	"2"	"12"	"1"	"7"	"1"	"2"	"11"	"17"	"12"	"7"	"1"	"9"	"4"	"1"	"2"	"24"	"7"	"0"	"0"	"11"	"12"	"2"	"0"	"0"	"0"	"0"	"0"	"209"	"209"	"11"	"1"	"0"	"221"	"221"	"1"	"0"
"4187"	"4"	"1"	"15"	"2"	"400"	"23"	"26"	"32"	"0"	"8"	"3"	"4"	"2"	"2"	"10"	"8"	"12"	"9"	"0"	"12"	"0"	"1"	"1"	"20"	"5"	"1"	"0"	"13"	"6"	"6"	"0"	"0"	"0"	"0"	"0"	"204"	"204"	"10"	"4"	"0"	"218"	"218"	"1"	"0"
"4188"	"4"	"1"	"15"	"2"	"400"	"14"	"25"	"36"	"3"	"2"	"3"	"3"	"3"	"2"	"12"	"15"	"7"	"5"	"1"	"15"	"6"	"2"	"0"	"16"	"6"	"2"	"1"	"7"	"13"	"6"	"0"	"0"	"0"	"0"	"0"	"205"	"205"	"12"	"1"	"0"	"218"	"218"	"1"	"0"
