"MESA"	"TIPO_ELECCION"	"DEPTO"	"MUNI"	"ESTADO_ACTA"	"CANTIDAD_PAPELETAS"	"UNE"	"CREO"	"BIEN"	"FUERZA"	"PPT"	"WINAQ_URNG"	"PC"	"VALOR"	"MLP"	"UCN"	"FCN_NACION"	"EG"	"UNIDOS"	"SEMILLA"	"VAMOS"	"V16"	"V17"	"V18"	"V19"	"V20"	"V21"	"V22"	"V23"	"V24"	"V25"	"V26"	"V27"	"V28"	"V29"	"V30"	"VOTOS_VALIDOS_ACTA"	"VOTOS_VALIDOS"	"NULOS"	"BLANCOS"	"INVALIDOS"	"TOTAL_ACTA"	"TOTAL_VOTOS"	"ACTA_CUADRA"	"IMPUGNACIONES"
"11787"	"4"	"12"	"6"	"2"	"341"	"55"	"20"	"67"	"6"	"0"	"3"	"4"	"1"	"2"	"0"	"1"	"20"	"1"	"8"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"197"	"197"	"17"	"17"	"0"	"231"	"231"	"1"	"0"
"11788"	"4"	"12"	"6"	"2"	"340"	"47"	"18"	"56"	"4"	"0"	"4"	"7"	"1"	"4"	"1"	"0"	"13"	"0"	"2"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"162"	"162"	"12"	"7"	"0"	"181"	"181"	"1"	"0"
"11789"	"4"	"12"	"6"	"2"	"380"	"34"	"10"	"37"	"49"	"2"	"2"	"5"	"3"	"1"	"2"	"1"	"45"	"0"	"1"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"197"	"197"	"45"	"22"	"0"	"264"	"264"	"1"	"0"
"11790"	"4"	"12"	"6"	"2"	"380"	"33"	"15"	"28"	"48"	"2"	"0"	"4"	"1"	"3"	"2"	"0"	"30"	"3"	"4"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"180"	"180"	"29"	"11"	"0"	"220"	"220"	"1"	"0"
"11791"	"4"	"12"	"6"	"2"	"334"	"23"	"26"	"32"	"22"	"0"	"1"	"7"	"1"	"2"	"0"	"3"	"33"	"0"	"2"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"154"	"154"	"29"	"3"	"0"	"186"	"186"	"1"	"0"
"11792"	"4"	"12"	"6"	"2"	"334"	"19"	"17"	"35"	"27"	"1"	"2"	"3"	"4"	"1"	"0"	"0"	"15"	"0"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"127"	"127"	"5"	"7"	"0"	"139"	"139"	"1"	"0"
"11793"	"4"	"12"	"6"	"2"	"380"	"21"	"50"	"14"	"7"	"0"	"5"	"3"	"2"	"5"	"1"	"1"	"11"	"2"	"1"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"126"	"126"	"22"	"29"	"0"	"177"	"177"	"1"	"0"
"11794"	"4"	"12"	"6"	"2"	"380"	"29"	"55"	"26"	"4"	"0"	"6"	"6"	"0"	"3"	"0"	"0"	"11"	"1"	"7"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"153"	"153"	"34"	"16"	"0"	"0"	"203"	"0"	"0"
"11795"	"4"	"12"	"6"	"2"	"380"	"55"	"68"	"31"	"3"	"0"	"1"	"1"	"1"	"2"	"1"	"1"	"9"	"0"	"6"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"186"	"183"	"19"	"16"	"0"	"221"	"218"	"0"	"0"
"11796"	"4"	"12"	"6"	"2"	"380"	"26"	"49"	"15"	"5"	"0"	"1"	"2"	"1"	"2"	"0"	"0"	"28"	"1"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"133"	"133"	"14"	"17"	"0"	"164"	"164"	"1"	"0"
"11797"	"4"	"12"	"6"	"2"	"380"	"20"	"46"	"17"	"2"	"0"	"5"	"4"	"0"	"1"	"0"	"0"	"13"	"0"	"0"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"114"	"114"	"16"	"10"	"0"	"140"	"140"	"1"	"0"
"11798"	"4"	"12"	"6"	"2"	"260"	"15"	"39"	"8"	"3"	"1"	"1"	"2"	"0"	"1"	"0"	"1"	"16"	"1"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"91"	"91"	"11"	"9"	"0"	"111"	"111"	"1"	"0"
"11799"	"4"	"12"	"6"	"2"	"259"	"18"	"47"	"19"	"2"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"13"	"0"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"105"	"105"	"7"	"5"	"0"	"117"	"117"	"1"	"0"
"11800"	"4"	"12"	"6"	"2"	"380"	"30"	"7"	"42"	"7"	"0"	"1"	"4"	"2"	"6"	"5"	"0"	"20"	"2"	"7"	"55"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"188"	"188"	"24"	"17"	"0"	"229"	"229"	"1"	"0"
"11801"	"4"	"12"	"6"	"2"	"380"	"40"	"0"	"27"	"9"	"0"	"1"	"3"	"0"	"11"	"1"	"0"	"20"	"2"	"4"	"62"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"180"	"180"	"22"	"17"	"0"	"219"	"219"	"1"	"0"
"11802"	"4"	"12"	"6"	"2"	"0"	"38"	"8"	"46"	"2"	"1"	"1"	"1"	"2"	"5"	"2"	"1"	"13"	"0"	"5"	"67"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"192"	"192"	"20"	"15"	"0"	"227"	"227"	"1"	"0"
"11803"	"4"	"12"	"6"	"2"	"380"	"43"	"11"	"32"	"15"	"2"	"0"	"2"	"0"	"6"	"2"	"2"	"23"	"1"	"8"	"54"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"201"	"201"	"22"	"12"	"3"	"0"	"235"	"0"	"0"
"11804"	"4"	"12"	"6"	"2"	"380"	"20"	"5"	"32"	"2"	"0"	"0"	"2"	"1"	"3"	"0"	"1"	"9"	"0"	"1"	"73"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"149"	"149"	"19"	"11"	"0"	"179"	"179"	"1"	"1"
"11805"	"4"	"12"	"6"	"2"	"380"	"22"	"6"	"17"	"4"	"0"	"2"	"3"	"0"	"5"	"1"	"1"	"13"	"2"	"6"	"47"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"129"	"129"	"13"	"16"	"0"	"158"	"158"	"1"	"0"
"11806"	"4"	"12"	"6"	"2"	"337"	"21"	"8"	"22"	"6"	"0"	"0"	"2"	"1"	"8"	"1"	"0"	"13"	"2"	"6"	"42"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"132"	"132"	"11"	"19"	"0"	"162"	"162"	"1"	"0"
"11807"	"4"	"12"	"6"	"2"	"337"	"10"	"4"	"23"	"7"	"0"	"1"	"1"	"0"	"4"	"0"	"0"	"15"	"1"	"4"	"39"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"109"	"109"	"8"	"7"	"0"	"124"	"124"	"1"	"0"
"11808"	"4"	"12"	"6"	"2"	"380"	"16"	"26"	"28"	"7"	"0"	"1"	"8"	"5"	"26"	"1"	"1"	"40"	"0"	"3"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"167"	"167"	"31"	"14"	"0"	"212"	"212"	"1"	"0"
"11809"	"4"	"12"	"6"	"2"	"380"	"27"	"35"	"35"	"4"	"0"	"0"	"5"	"4"	"21"	"2"	"1"	"35"	"0"	"3"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"177"	"177"	"30"	"11"	"0"	"218"	"218"	"1"	"0"
"11810"	"4"	"12"	"6"	"2"	"380"	"18"	"4"	"52"	"12"	"0"	"0"	"2"	"0"	"13"	"0"	"0"	"55"	"0"	"5"	"10"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"171"	"171"	"35"	"25"	"0"	"231"	"231"	"1"	"0"
"11811"	"4"	"12"	"6"	"2"	"380"	"10"	"4"	"51"	"11"	"0"	"1"	"9"	"0"	"20"	"1"	"1"	"75"	"2"	"1"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"200"	"195"	"31"	"16"	"0"	"247"	"242"	"0"	"0"
"11812"	"4"	"12"	"6"	"2"	"380"	"18"	"4"	"48"	"12"	"1"	"2"	"11"	"0"	"16"	"0"	"0"	"68"	"3"	"3"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"192"	"192"	"35"	"13"	"0"	"240"	"240"	"1"	"0"
"11813"	"4"	"12"	"6"	"2"	"380"	"13"	"6"	"39"	"2"	"0"	"1"	"4"	"1"	"12"	"0"	"0"	"66"	"0"	"2"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"151"	"151"	"10"	"10"	"0"	"171"	"171"	"1"	"0"
"11814"	"4"	"12"	"6"	"2"	"380"	"17"	"15"	"38"	"8"	"0"	"1"	"5"	"2"	"13"	"0"	"0"	"63"	"0"	"3"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"171"	"171"	"19"	"7"	"183"	"197"	"197"	"1"	"0"
"11815"	"4"	"12"	"6"	"2"	"325"	"9"	"10"	"31"	"4"	"1"	"0"	"3"	"0"	"16"	"1"	"1"	"36"	"0"	"5"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"120"	"120"	"16"	"8"	"0"	"144"	"144"	"1"	"0"
