"MESA"	"TIPO_ELECCION"	"DEPTO"	"MUNI"	"ESTADO_ACTA"	"CANTIDAD_PAPELETAS"	"FUERZA"	"TODOS"	"UNIONISTA"	"VALOR"	"UNE"	"VAMOS"	"PAN"	"LIBRE"	"FCN_NACION"	"UCN"	"VICTORIA"	"SEMILLA"	"PPT"	"PC"	"AVANZA"	"EG"	"VIVA"	"WINAQ_URNG"	"CREO"	"V20"	"V21"	"V22"	"V23"	"V24"	"V25"	"V26"	"V27"	"V28"	"V29"	"V30"	"VOTOS_VALIDOS_ACTA"	"VOTOS_VALIDOS"	"NULOS"	"BLANCOS"	"INVALIDOS"	"TOTAL_ACTA"	"TOTAL_VOTOS"	"ACTA_CUADRA"	"IMPUGNACIONES"
"4643"	"4"	"1"	"17"	"1"	"374"	"21"	"2"	"14"	"90"	"22"	"3"	"5"	"12"	"4"	"6"	"2"	"27"	"1"	"1"	"6"	"3"	"5"	"5"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"231"	"237"	"7"	"1"	"0"	"239"	"245"	"0"	"0"
"4644"	"4"	"1"	"17"	"1"	"373"	"26"	"6"	"10"	"84"	"20"	"2"	"0"	"9"	"2"	"3"	"0"	"15"	"0"	"2"	"5"	"7"	"11"	"6"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"222"	"215"	"10"	"0"	"0"	"232"	"225"	"0"	"0"
"4645"	"4"	"1"	"17"	"1"	"376"	"31"	"9"	"10"	"85"	"20"	"6"	"5"	"15"	"7"	"6"	"0"	"18"	"0"	"0"	"5"	"4"	"6"	"10"	"12"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"249"	"249"	"8"	"4"	"0"	"261"	"261"	"1"	"0"
"4646"	"4"	"1"	"17"	"1"	"380"	"20"	"5"	"11"	"108"	"20"	"3"	"8"	"9"	"3"	"3"	"1"	"13"	"1"	"1"	"12"	"4"	"12"	"6"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"246"	"246"	"10"	"0"	"0"	"256"	"256"	"1"	"1"
"4647"	"4"	"1"	"17"	"1"	"380"	"34"	"4"	"20"	"75"	"28"	"5"	"1"	"14"	"2"	"2"	"1"	"8"	"3"	"0"	"4"	"6"	"8"	"14"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"237"	"237"	"15"	"1"	"0"	"253"	"253"	"1"	"0"
"4648"	"4"	"1"	"17"	"1"	"385"	"26"	"3"	"10"	"93"	"18"	"4"	"11"	"7"	"4"	"6"	"1"	"17"	"1"	"1"	"6"	"2"	"13"	"0"	"12"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"235"	"235"	"6"	"3"	"0"	"244"	"244"	"1"	"0"
"4649"	"4"	"1"	"17"	"1"	"376"	"30"	"6"	"17"	"78"	"20"	"6"	"8"	"14"	"4"	"2"	"0"	"16"	"1"	"1"	"3"	"3"	"10"	"8"	"12"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"239"	"239"	"13"	"3"	"0"	"255"	"255"	"1"	"0"
"4650"	"4"	"1"	"17"	"1"	"373"	"24"	"6"	"20"	"89"	"25"	"1"	"9"	"12"	"6"	"10"	"3"	"17"	"0"	"0"	"1"	"4"	"9"	"11"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"255"	"255"	"5"	"2"	"0"	"262"	"262"	"1"	"0"
"4651"	"4"	"1"	"17"	"1"	"380"	"23"	"3"	"13"	"87"	"19"	"6"	"9"	"9"	"3"	"7"	"2"	"15"	"0"	"1"	"8"	"5"	"6"	"8"	"12"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"236"	"236"	"10"	"0"	"0"	"246"	"246"	"1"	"0"
"4652"	"4"	"1"	"17"	"1"	"376"	"20"	"9"	"10"	"95"	"23"	"2"	"7"	"11"	"7"	"0"	"1"	"10"	"1"	"2"	"4"	"3"	"8"	"6"	"11"	"0"	"1"	"10"	"1"	"2"	"4"	"3"	"8"	"6"	"11"	"0"	"230"	"230"	"14"	"2"	"0"	"246"	"246"	"1"	"0"
"4653"	"4"	"1"	"17"	"1"	"380"	"27"	"3"	"13"	"90"	"13"	"5"	"3"	"12"	"2"	"5"	"2"	"12"	"0"	"0"	"7"	"2"	"10"	"9"	"14"	"0"	"2"	"12"	"0"	"0"	"7"	"2"	"10"	"9"	"14"	"0"	"229"	"229"	"15"	"1"	"0"	"245"	"245"	"1"	"0"
"4654"	"4"	"1"	"17"	"1"	"376"	"28"	"8"	"9"	"90"	"18"	"4"	"14"	"9"	"1"	"4"	"2"	"11"	"0"	"3"	"7"	"2"	"7"	"7"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"232"	"232"	"8"	"1"	"0"	"241"	"241"	"1"	"0"
"4655"	"4"	"1"	"17"	"1"	"380"	"28"	"5"	"14"	"62"	"23"	"5"	"2"	"8"	"5"	"4"	"0"	"12"	"0"	"1"	"8"	"1"	"7"	"5"	"17"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"207"	"207"	"9"	"4"	"0"	"220"	"220"	"1"	"0"
"4656"	"4"	"1"	"17"	"1"	"380"	"14"	"3"	"13"	"91"	"21"	"3"	"10"	"12"	"2"	"2"	"0"	"15"	"0"	"1"	"8"	"5"	"8"	"7"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"221"	"221"	"4"	"2"	"0"	"227"	"227"	"1"	"0"
"4657"	"4"	"1"	"17"	"1"	"376"	"21"	"6"	"16"	"82"	"19"	"1"	"7"	"8"	"5"	"3"	"0"	"19"	"2"	"0"	"5"	"3"	"8"	"8"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"219"	"219"	"3"	"3"	"1"	"225"	"225"	"1"	"0"
"4658"	"4"	"1"	"17"	"1"	"380"	"20"	"6"	"17"	"119"	"14"	"7"	"4"	"8"	"7"	"4"	"0"	"23"	"0"	"1"	"5"	"1"	"13"	"8"	"11"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"268"	"268"	"12"	"3"	"1"	"283"	"283"	"1"	"0"
"4659"	"4"	"1"	"17"	"1"	"313"	"25"	"3"	"15"	"63"	"19"	"3"	"1"	"10"	"7"	"3"	"0"	"20"	"0"	"1"	"5"	"6"	"2"	"7"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"198"	"198"	"5"	"2"	"0"	"205"	"205"	"1"	"0"
"4660"	"4"	"1"	"17"	"1"	"313"	"23"	"5"	"10"	"50"	"15"	"3"	"3"	"14"	"2"	"4"	"0"	"12"	"1"	"0"	"3"	"5"	"1"	"5"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"162"	"162"	"11"	"1"	"0"	"174"	"174"	"1"	"0"
"4661"	"4"	"1"	"17"	"1"	"600"	"8"	"14"	"61"	"45"	"24"	"4"	"12"	"3"	"2"	"9"	"0"	"5"	"2"	"2"	"1"	"6"	"10"	"2"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"219"	"219"	"15"	"3"	"0"	"237"	"237"	"1"	"0"
"4662"	"4"	"1"	"17"	"1"	"394"	"8"	"9"	"44"	"30"	"29"	"0"	"9"	"1"	"4"	"11"	"0"	"3"	"1"	"0"	"2"	"3"	"5"	"1"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"167"	"167"	"12"	"1"	"1"	"180"	"180"	"1"	"1"
"4663"	"4"	"1"	"17"	"1"	"394"	"1"	"3"	"30"	"13"	"10"	"1"	"4"	"0"	"1"	"5"	"0"	"1"	"0"	"2"	"0"	"0"	"1"	"2"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"76"	"76"	"4"	"2"	"0"	"82"	"82"	"1"	"0"
