"MESA"	"TIPO_ELECCION"	"DEPTO"	"MUNI"	"ESTADO_ACTA"	"CANTIDAD_PAPELETAS"	"TODOS"	"VALOR"	"FUERZA"	"VIVA"	"UNE"	"URNG_MAIZ"	"VAMOS"	"FCN_NACION"	"CREO"	"LIBRE"	"UNIONISTA"	"SEMILLA"	"VICTORIA"	"PAN"	"AVANZA"	"UCN"	"DIGNIDAD"	"MLP"	"V19"	"V20"	"V21"	"V22"	"V23"	"V24"	"V25"	"V26"	"V27"	"V28"	"V29"	"V30"	"VOTOS_VALIDOS_ACTA"	"VOTOS_VALIDOS"	"NULOS"	"BLANCOS"	"INVALIDOS"	"TOTAL_ACTA"	"TOTAL_VOTOS"	"ACTA_CUADRA"	"IMPUGNACIONES"
"3626"	"4"	"1"	"14"	"2"	"401"	"8"	"95"	"10"	"5"	"30"	"6"	"8"	"5"	"4"	"1"	"2"	"41"	"5"	"4"	"0"	"1"	"12"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"242"	"242"	"4"	"2"	"0"	"248"	"248"	"1"	"0"
"3627"	"4"	"1"	"14"	"2"	"395"	"10"	"111"	"11"	"4"	"19"	"3"	"14"	"5"	"5"	"7"	"2"	"47"	"10"	"4"	"1"	"0"	"8"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"262"	"262"	"5"	"2"	"1"	"269"	"269"	"1"	"0"
"3628"	"4"	"1"	"14"	"2"	"400"	"11"	"124"	"9"	"5"	"25"	"6"	"8"	"8"	"9"	"6"	"1"	"49"	"0"	"3"	"2"	"0"	"11"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"281"	"281"	"6"	"0"	"0"	"287"	"287"	"1"	"0"
"3629"	"4"	"1"	"14"	"2"	"245"	"7"	"59"	"7"	"3"	"14"	"9"	"7"	"3"	"4"	"3"	"1"	"17"	"4"	"1"	"1"	"0"	"2"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"144"	"144"	"1"	"0"	"0"	"145"	"145"	"1"	"0"
"3630"	"4"	"1"	"14"	"2"	"224"	"3"	"40"	"3"	"6"	"11"	"2"	"6"	"5"	"7"	"2"	"1"	"15"	"0"	"2"	"0"	"2"	"5"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"112"	"112"	"3"	"0"	"0"	"115"	"115"	"1"	"0"
"3631"	"4"	"1"	"14"	"2"	"398"	"5"	"125"	"15"	"5"	"22"	"9"	"3"	"12"	"4"	"3"	"2"	"10"	"5"	"13"	"1"	"1"	"8"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"245"	"245"	"13"	"2"	"0"	"260"	"260"	"1"	"1"
"3632"	"4"	"1"	"14"	"2"	"393"	"3"	"119"	"16"	"3"	"24"	"4"	"1"	"14"	"5"	"6"	"3"	"12"	"7"	"11"	"1"	"0"	"3"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"234"	"234"	"14"	"1"	"0"	"249"	"249"	"1"	"0"
"3633"	"4"	"1"	"14"	"2"	"400"	"3"	"115"	"12"	"1"	"21"	"8"	"5"	"8"	"3"	"1"	"2"	"24"	"10"	"2"	"0"	"3"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"222"	"222"	"13"	"4"	"0"	"239"	"239"	"1"	"1"
"3634"	"4"	"1"	"14"	"2"	"400"	"2"	"123"	"16"	"2"	"22"	"9"	"4"	"9"	"7"	"5"	"1"	"14"	"4"	"4"	"1"	"3"	"5"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"233"	"233"	"10"	"2"	"0"	"245"	"245"	"1"	"0"
"3635"	"4"	"1"	"14"	"2"	"400"	"3"	"120"	"9"	"6"	"33"	"9"	"6"	"8"	"4"	"3"	"1"	"18"	"6"	"5"	"4"	"0"	"6"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"243"	"243"	"18"	"2"	"0"	"263"	"263"	"1"	"0"
"3636"	"4"	"1"	"14"	"2"	"0"	"6"	"121"	"17"	"1"	"22"	"3"	"6"	"11"	"10"	"6"	"3"	"13"	"2"	"8"	"1"	"0"	"7"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"238"	"238"	"6"	"4"	"0"	"248"	"248"	"1"	"0"
"3637"	"4"	"1"	"14"	"2"	"400"	"3"	"130"	"13"	"5"	"36"	"7"	"3"	"10"	"2"	"0"	"0"	"16"	"4"	"15"	"0"	"0"	"9"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"254"	"254"	"12"	"0"	"0"	"266"	"266"	"1"	"4"
"3638"	"4"	"1"	"14"	"2"	"400"	"4"	"128"	"12"	"6"	"33"	"8"	"1"	"6"	"9"	"5"	"0"	"15"	"2"	"4"	"0"	"2"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"238"	"238"	"14"	"3"	"0"	"255"	"255"	"1"	"0"
"3639"	"4"	"1"	"14"	"2"	"395"	"5"	"118"	"13"	"5"	"39"	"6"	"4"	"6"	"9"	"2"	"3"	"20"	"7"	"11"	"1"	"1"	"10"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"264"	"264"	"8"	"2"	"0"	"274"	"274"	"1"	"0"
"3640"	"4"	"1"	"14"	"2"	"0"	"4"	"130"	"12"	"3"	"20"	"9"	"4"	"8"	"7"	"2"	"2"	"17"	"7"	"5"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"231"	"231"	"5"	"3"	"0"	"239"	"239"	"1"	"0"
"3641"	"4"	"1"	"14"	"2"	"400"	"7"	"120"	"7"	"4"	"17"	"5"	"2"	"12"	"4"	"1"	"1"	"18"	"3"	"5"	"0"	"0"	"8"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"215"	"215"	"1"	"2"	"0"	"218"	"218"	"1"	"0"
"3642"	"4"	"1"	"14"	"2"	"388"	"5"	"106"	"5"	"7"	"16"	"7"	"3"	"6"	"4"	"4"	"2"	"19"	"5"	"2"	"2"	"1"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"206"	"197"	"15"	"4"	"1"	"225"	"216"	"0"	"0"
"3643"	"4"	"1"	"14"	"2"	"396"	"3"	"110"	"13"	"1"	"23"	"10"	"6"	"3"	"10"	"3"	"0"	"14"	"1"	"8"	"0"	"1"	"4"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"212"	"212"	"7"	"2"	"0"	"221"	"221"	"1"	"0"
"3644"	"4"	"1"	"14"	"2"	"400"	"6"	"121"	"9"	"5"	"23"	"9"	"4"	"12"	"4"	"3"	"1"	"15"	"3"	"6"	"2"	"0"	"5"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"230"	"230"	"6"	"3"	"0"	"239"	"239"	"1"	"0"
"3645"	"4"	"1"	"14"	"2"	"0"	"1"	"126"	"10"	"6"	"30"	"5"	"3"	"6"	"6"	"5"	"2"	"18"	"4"	"9"	"2"	"0"	"4"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"240"	"240"	"0"	"1"	"10"	"241"	"241"	"1"	"0"
"3646"	"4"	"1"	"14"	"2"	"397"	"3"	"117"	"4"	"2"	"25"	"4"	"4"	"10"	"6"	"2"	"1"	"22"	"1"	"2"	"2"	"2"	"6"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"215"	"215"	"5"	"2"	"0"	"222"	"222"	"1"	"1"
"3647"	"4"	"1"	"14"	"2"	"400"	"3"	"122"	"13"	"6"	"19"	"8"	"9"	"11"	"4"	"1"	"1"	"18"	"4"	"8"	"0"	"2"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"232"	"232"	"6"	"3"	"0"	"241"	"241"	"1"	"0"
"3648"	"4"	"1"	"14"	"2"	"400"	"4"	"91"	"11"	"2"	"24"	"10"	"4"	"9"	"5"	"0"	"0"	"28"	"5"	"9"	"0"	"2"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"208"	"208"	"11"	"2"	"0"	"221"	"221"	"1"	"0"
"3649"	"4"	"1"	"14"	"2"	"398"	"4"	"114"	"8"	"2"	"29"	"9"	"5"	"8"	"10"	"2"	"1"	"9"	"3"	"3"	"1"	"0"	"0"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"215"	"215"	"8"	"6"	"0"	"229"	"229"	"1"	"0"
"3650"	"4"	"1"	"14"	"2"	"400"	"7"	"102"	"6"	"2"	"26"	"10"	"3"	"13"	"10"	"5"	"2"	"13"	"8"	"6"	"0"	"0"	"8"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"223"	"223"	"11"	"0"	"0"	"234"	"234"	"1"	"0"
"3651"	"4"	"1"	"14"	"2"	"400"	"9"	"107"	"14"	"9"	"21"	"7"	"5"	"10"	"8"	"3"	"1"	"8"	"3"	"2"	"1"	"1"	"5"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"216"	"216"	"11"	"2"	"0"	"229"	"229"	"1"	"0"
"3652"	"4"	"1"	"14"	"2"	"400"	"8"	"100"	"12"	"6"	"21"	"7"	"2"	"5"	"5"	"0"	"0"	"17"	"2"	"5"	"0"	"1"	"6"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"199"	"199"	"8"	"2"	"0"	"209"	"209"	"1"	"0"
"3653"	"4"	"1"	"14"	"2"	"396"	"9"	"110"	"18"	"3"	"17"	"9"	"4"	"9"	"5"	"2"	"1"	"15"	"5"	"3"	"1"	"2"	"5"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"222"	"222"	"3"	"3"	"0"	"228"	"228"	"1"	"0"
"3654"	"4"	"1"	"14"	"2"	"397"	"11"	"135"	"11"	"2"	"16"	"6"	"1"	"10"	"5"	"2"	"0"	"20"	"3"	"4"	"1"	"0"	"7"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"237"	"237"	"7"	"0"	"0"	"244"	"244"	"1"	"0"
"3655"	"4"	"1"	"14"	"2"	"267"	"5"	"86"	"5"	"2"	"12"	"1"	"2"	"10"	"3"	"1"	"1"	"17"	"3"	"5"	"2"	"0"	"3"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"160"	"160"	"2"	"1"	"0"	"163"	"163"	"1"	"0"
"3656"	"4"	"1"	"14"	"2"	"266"	"3"	"64"	"2"	"1"	"16"	"5"	"0"	"4"	"5"	"1"	"1"	"9"	"0"	"2"	"1"	"0"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"118"	"118"	"6"	"1"	"0"	"125"	"125"	"1"	"0"
"3657"	"4"	"1"	"14"	"2"	"400"	"22"	"107"	"10"	"5"	"19"	"6"	"10"	"6"	"10"	"9"	"2"	"36"	"9"	"4"	"1"	"0"	"13"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"276"	"276"	"15"	"5"	"0"	"296"	"296"	"1"	"0"
"3658"	"4"	"1"	"14"	"2"	"398"	"20"	"117"	"15"	"10"	"18"	"5"	"9"	"5"	"12"	"5"	"2"	"26"	"3"	"7"	"2"	"1"	"26"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"289"	"289"	"8"	"2"	"0"	"299"	"299"	"1"	"0"
"3659"	"4"	"1"	"14"	"2"	"399"	"13"	"119"	"6"	"4"	"18"	"5"	"8"	"3"	"24"	"5"	"1"	"33"	"3"	"6"	"2"	"0"	"25"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"279"	"279"	"13"	"1"	"0"	"293"	"293"	"1"	"0"
"3660"	"4"	"1"	"14"	"2"	"406"	"21"	"109"	"6"	"5"	"22"	"1"	"11"	"4"	"13"	"4"	"2"	"38"	"8"	"2"	"0"	"0"	"22"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"276"	"276"	"16"	"3"	"0"	"295"	"295"	"1"	"0"
"3661"	"4"	"1"	"14"	"2"	"398"	"25"	"106"	"8"	"7"	"10"	"2"	"9"	"6"	"14"	"3"	"3"	"44"	"4"	"6"	"0"	"1"	"17"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"271"	"271"	"12"	"1"	"0"	"284"	"284"	"1"	"0"
"3662"	"4"	"1"	"14"	"2"	"400"	"13"	"111"	"11"	"6"	"22"	"7"	"5"	"3"	"10"	"5"	"3"	"49"	"8"	"5"	"0"	"1"	"17"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"284"	"284"	"11"	"3"	"0"	"298"	"298"	"1"	"0"
"3663"	"4"	"1"	"14"	"2"	"400"	"17"	"115"	"22"	"5"	"24"	"4"	"7"	"4"	"11"	"1"	"1"	"33"	"4"	"5"	"0"	"1"	"25"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"286"	"286"	"5"	"1"	"0"	"292"	"292"	"1"	"0"
"3664"	"4"	"1"	"14"	"2"	"396"	"27"	"89"	"7"	"13"	"16"	"6"	"12"	"4"	"9"	"5"	"4"	"45"	"5"	"2"	"1"	"0"	"28"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"281"	"281"	"8"	"2"	"0"	"291"	"291"	"1"	"0"
"3665"	"4"	"1"	"14"	"2"	"397"	"14"	"111"	"8"	"10"	"23"	"7"	"16"	"4"	"13"	"3"	"1"	"33"	"7"	"7"	"1"	"0"	"23"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"289"	"289"	"10"	"1"	"0"	"300"	"300"	"1"	"0"
"3666"	"4"	"1"	"14"	"2"	"396"	"17"	"92"	"5"	"10"	"16"	"1"	"6"	"7"	"12"	"12"	"1"	"38"	"5"	"3"	"3"	"0"	"33"	"14"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"275"	"275"	"10"	"1"	"0"	"286"	"286"	"1"	"0"
"3667"	"4"	"1"	"14"	"2"	"400"	"33"	"94"	"10"	"6"	"17"	"2"	"11"	"3"	"12"	"3"	"1"	"35"	"2"	"1"	"3"	"1"	"13"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"251"	"251"	"6"	"1"	"7"	"258"	"258"	"1"	"0"
"3668"	"4"	"1"	"14"	"2"	"302"	"26"	"91"	"6"	"4"	"7"	"2"	"10"	"3"	"7"	"4"	"1"	"27"	"5"	"3"	"2"	"0"	"9"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"213"	"213"	"7"	"0"	"0"	"220"	"220"	"1"	"0"
"3669"	"4"	"1"	"14"	"2"	"304"	"20"	"81"	"6"	"6"	"19"	"1"	"7"	"1"	"7"	"6"	"0"	"23"	"5"	"1"	"0"	"0"	"7"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"195"	"195"	"4"	"2"	"0"	"201"	"201"	"1"	"0"
"3670"	"4"	"1"	"14"	"2"	"400"	"1"	"107"	"21"	"7"	"27"	"12"	"3"	"7"	"10"	"2"	"2"	"36"	"11"	"6"	"2"	"1"	"11"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"269"	"269"	"12"	"3"	"0"	"284"	"284"	"1"	"0"
"3671"	"4"	"1"	"14"	"2"	"395"	"7"	"98"	"9"	"7"	"28"	"14"	"9"	"3"	"15"	"3"	"1"	"31"	"6"	"9"	"1"	"0"	"17"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"261"	"261"	"11"	"5"	"0"	"277"	"277"	"1"	"0"
"3672"	"4"	"1"	"14"	"2"	"400"	"5"	"94"	"13"	"6"	"19"	"21"	"9"	"5"	"13"	"4"	"1"	"35"	"10"	"8"	"0"	"0"	"10"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"256"	"256"	"11"	"2"	"0"	"269"	"269"	"1"	"0"
"3673"	"4"	"1"	"14"	"2"	"396"	"4"	"106"	"14"	"8"	"30"	"21"	"5"	"6"	"16"	"2"	"2"	"36"	"8"	"6"	"2"	"2"	"12"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"283"	"283"	"12"	"3"	"0"	"298"	"298"	"1"	"0"
"3674"	"4"	"1"	"14"	"2"	"396"	"6"	"107"	"9"	"4"	"21"	"16"	"2"	"7"	"19"	"3"	"2"	"36"	"10"	"9"	"2"	"0"	"13"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"271"	"271"	"17"	"4"	"0"	"292"	"292"	"1"	"0"
"3675"	"4"	"1"	"14"	"2"	"400"	"5"	"115"	"15"	"5"	"26"	"15"	"5"	"8"	"6"	"0"	"0"	"43"	"7"	"1"	"1"	"1"	"9"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"264"	"264"	"13"	"0"	"0"	"277"	"277"	"1"	"0"
"3676"	"4"	"1"	"14"	"2"	"396"	"3"	"115"	"12"	"3"	"23"	"9"	"4"	"3"	"6"	"6"	"3"	"32"	"7"	"5"	"0"	"0"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"235"	"235"	"7"	"0"	"0"	"242"	"242"	"1"	"0"
"3677"	"4"	"1"	"14"	"2"	"400"	"7"	"117"	"14"	"5"	"30"	"13"	"2"	"2"	"10"	"2"	"1"	"31"	"11"	"4"	"2"	"0"	"13"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"266"	"266"	"3"	"1"	"0"	"270"	"270"	"1"	"0"
"3678"	"4"	"1"	"14"	"2"	"400"	"14"	"101"	"15"	"6"	"30"	"10"	"4"	"7"	"8"	"3"	"2"	"46"	"7"	"4"	"2"	"1"	"7"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"270"	"270"	"5"	"2"	"0"	"277"	"277"	"1"	"0"
"3679"	"4"	"1"	"14"	"2"	"400"	"6"	"102"	"14"	"8"	"29"	"9"	"2"	"6"	"15"	"5"	"1"	"29"	"11"	"8"	"1"	"3"	"12"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"262"	"262"	"12"	"3"	"0"	"277"	"277"	"1"	"0"
"3680"	"4"	"1"	"14"	"2"	"398"	"8"	"118"	"14"	"8"	"31"	"17"	"8"	"2"	"6"	"4"	"1"	"37"	"12"	"3"	"2"	"2"	"8"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"282"	"282"	"5"	"1"	"0"	"288"	"288"	"1"	"0"
"3681"	"4"	"1"	"14"	"1"	"397"	"5"	"112"	"9"	"5"	"23"	"11"	"7"	"3"	"11"	"3"	"0"	"34"	"8"	"3"	"1"	"2"	"10"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"249"	"249"	"3"	"7"	"0"	"259"	"259"	"1"	"0"
"3682"	"4"	"1"	"14"	"1"	"398"	"7"	"94"	"8"	"6"	"32"	"13"	"1"	"4"	"8"	"1"	"1"	"29"	"5"	"3"	"1"	"1"	"11"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"227"	"227"	"6"	"4"	"0"	"237"	"237"	"1"	"0"
"3683"	"4"	"1"	"14"	"2"	"397"	"8"	"100"	"12"	"8"	"23"	"14"	"3"	"8"	"7"	"1"	"0"	"26"	"9"	"2"	"2"	"0"	"8"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"236"	"233"	"4"	"1"	"0"	"241"	"238"	"0"	"0"
"3684"	"4"	"1"	"14"	"2"	"259"	"4"	"91"	"10"	"3"	"11"	"10"	"1"	"0"	"7"	"1"	"0"	"22"	"4"	"1"	"0"	"0"	"10"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"178"	"178"	"3"	"1"	"0"	"182"	"182"	"1"	"0"
"3685"	"4"	"1"	"14"	"1"	"262"	"6"	"75"	"9"	"4"	"16"	"5"	"3"	"5"	"0"	"0"	"1"	"13"	"3"	"1"	"0"	"0"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"149"	"149"	"6"	"0"	"0"	"155"	"155"	"1"	"0"
"3686"	"4"	"1"	"14"	"2"	"396"	"3"	"146"	"23"	"2"	"19"	"2"	"2"	"7"	"8"	"3"	"1"	"26"	"9"	"6"	"3"	"0"	"5"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"268"	"268"	"8"	"1"	"0"	"277"	"277"	"1"	"0"
"3687"	"4"	"1"	"14"	"2"	"400"	"3"	"125"	"8"	"3"	"30"	"6"	"6"	"13"	"8"	"2"	"2"	"12"	"6"	"4"	"3"	"0"	"4"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"238"	"238"	"8"	"3"	"0"	"249"	"249"	"1"	"0"
"3688"	"4"	"1"	"14"	"2"	"400"	"3"	"120"	"7"	"3"	"26"	"4"	"2"	"11"	"10"	"5"	"4"	"17"	"3"	"6"	"0"	"1"	"8"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"239"	"239"	"7"	"2"	"0"	"248"	"248"	"1"	"0"
"3689"	"4"	"1"	"14"	"2"	"398"	"8"	"133"	"14"	"4"	"31"	"4"	"5"	"5"	"5"	"4"	"0"	"23"	"2"	"2"	"1"	"1"	"10"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"254"	"254"	"10"	"0"	"0"	"264"	"264"	"1"	"0"
"3690"	"4"	"1"	"14"	"2"	"400"	"7"	"144"	"6"	"7"	"17"	"2"	"2"	"13"	"8"	"3"	"3"	"19"	"5"	"7"	"0"	"1"	"2"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"250"	"250"	"11"	"6"	"0"	"267"	"267"	"1"	"0"
"3691"	"4"	"1"	"14"	"2"	"400"	"5"	"130"	"11"	"6"	"32"	"4"	"3"	"10"	"6"	"2"	"3"	"19"	"5"	"6"	"3"	"4"	"10"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"265"	"265"	"17"	"9"	"0"	"291"	"291"	"1"	"0"
"3692"	"4"	"1"	"14"	"2"	"400"	"1"	"134"	"7"	"10"	"28"	"4"	"3"	"9"	"10"	"4"	"0"	"18"	"1"	"6"	"2"	"0"	"13"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"253"	"253"	"11"	"2"	"0"	"266"	"266"	"1"	"0"
"3693"	"4"	"1"	"14"	"2"	"400"	"5"	"139"	"20"	"2"	"27"	"3"	"5"	"4"	"6"	"4"	"1"	"27"	"6"	"6"	"3"	"1"	"8"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"273"	"273"	"10"	"4"	"0"	"287"	"287"	"1"	"0"
"3694"	"4"	"1"	"14"	"2"	"389"	"3"	"146"	"14"	"5"	"21"	"9"	"7"	"9"	"8"	"3"	"0"	"28"	"1"	"10"	"2"	"0"	"7"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"274"	"274"	"6"	"1"	"1"	"281"	"281"	"1"	"0"
"3695"	"4"	"1"	"14"	"2"	"400"	"3"	"126"	"12"	"5"	"18"	"3"	"4"	"10"	"3"	"3"	"2"	"26"	"6"	"2"	"4"	"0"	"8"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"238"	"238"	"6"	"5"	"0"	"249"	"249"	"1"	"0"
"3696"	"4"	"1"	"14"	"2"	"400"	"6"	"139"	"14"	"3"	"18"	"4"	"4"	"6"	"4"	"4"	"1"	"30"	"0"	"3"	"1"	"0"	"3"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"243"	"243"	"5"	"1"	"0"	"249"	"249"	"1"	"0"
"3697"	"4"	"1"	"14"	"2"	"396"	"3"	"107"	"14"	"7"	"23"	"0"	"3"	"8"	"4"	"1"	"4"	"14"	"9"	"1"	"5"	"0"	"9"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"215"	"215"	"6"	"1"	"0"	"222"	"222"	"1"	"0"
"3698"	"4"	"1"	"14"	"2"	"398"	"9"	"138"	"11"	"9"	"27"	"6"	"1"	"7"	"3"	"2"	"1"	"25"	"3"	"2"	"1"	"0"	"9"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"257"	"257"	"7"	"1"	"0"	"265"	"265"	"1"	"0"
"3699"	"4"	"1"	"14"	"1"	"398"	"12"	"113"	"18"	"3"	"20"	"4"	"4"	"8"	"6"	"3"	"1"	"20"	"7"	"7"	"0"	"0"	"4"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"235"	"235"	"12"	"1"	"0"	"248"	"248"	"1"	"0"
"3700"	"4"	"1"	"14"	"2"	"400"	"4"	"122"	"11"	"4"	"25"	"4"	"4"	"8"	"6"	"4"	"0"	"28"	"11"	"2"	"3"	"0"	"12"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"252"	"252"	"10"	"0"	"0"	"262"	"262"	"1"	"0"
