"MESA"	"TIPO_ELECCION"	"DEPTO"	"MUNI"	"ESTADO_ACTA"	"CANTIDAD_PAPELETAS"	"UCN"	"WINAQ"	"CREO"	"UNE"	"VALOR"	"PODEMOS"	"BIEN"	"FCN_NACION"	"MLP"	"FUERZA"	"TODOS"	"UNIONISTA"	"URNG_MAIZ"	"V14"	"V15"	"V16"	"V17"	"V18"	"V19"	"V20"	"V21"	"V22"	"V23"	"V24"	"V25"	"V26"	"V27"	"V28"	"V29"	"V30"	"VOTOS_VALIDOS_ACTA"	"VOTOS_VALIDOS"	"NULOS"	"BLANCOS"	"INVALIDOS"	"TOTAL_ACTA"	"TOTAL_VOTOS"	"ACTA_CUADRA"	"IMPUGNACIONES"
"17259"	"4"	"16"	"13"	"2"	"400"	"56"	"41"	"0"	"53"	"1"	"74"	"1"	"23"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"249"	"249"	"10"	"5"	"0"	"264"	"264"	"1"	"0"
"17260"	"4"	"16"	"13"	"2"	"400"	"49"	"27"	"1"	"58"	"0"	"83"	"2"	"23"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"245"	"245"	"9"	"4"	"4"	"262"	"258"	"0"	"0"
"17261"	"4"	"16"	"13"	"2"	"400"	"79"	"24"	"1"	"33"	"0"	"101"	"2"	"41"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"283"	"283"	"2"	"2"	"0"	"287"	"287"	"1"	"0"
"17262"	"4"	"16"	"13"	"2"	"213"	"43"	"23"	"0"	"19"	"0"	"60"	"1"	"13"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"159"	"159"	"1"	"0"	"0"	"160"	"160"	"1"	"0"
"17263"	"4"	"16"	"13"	"2"	"212"	"41"	"16"	"0"	"26"	"0"	"41"	"3"	"21"	"3"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"152"	"152"	"3"	"0"	"0"	"155"	"155"	"1"	"0"
"17264"	"4"	"16"	"13"	"2"	"375"	"112"	"7"	"3"	"46"	"1"	"69"	"2"	"1"	"4"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"250"	"250"	"20"	"1"	"0"	"271"	"271"	"1"	"0"
"17265"	"4"	"16"	"13"	"2"	"380"	"97"	"9"	"0"	"55"	"1"	"75"	"1"	"1"	"1"	"9"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"251"	"251"	"2"	"8"	"31"	"261"	"261"	"1"	"0"
"17266"	"4"	"16"	"13"	"2"	"376"	"79"	"11"	"0"	"70"	"2"	"83"	"2"	"4"	"6"	"10"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"269"	"269"	"21"	"5"	"0"	"295"	"295"	"1"	"0"
"17267"	"4"	"16"	"13"	"2"	"378"	"110"	"12"	"0"	"48"	"0"	"54"	"2"	"4"	"1"	"20"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"251"	"251"	"19"	"2"	"3"	"275"	"272"	"0"	"0"
"17268"	"4"	"16"	"13"	"2"	"376"	"111"	"13"	"0"	"38"	"0"	"67"	"0"	"1"	"3"	"8"	"1"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"244"	"244"	"12"	"4"	"0"	"260"	"260"	"1"	"0"
"17269"	"4"	"16"	"13"	"2"	"378"	"110"	"9"	"2"	"42"	"2"	"61"	"0"	"3"	"2"	"11"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"242"	"242"	"16"	"2"	"0"	"260"	"260"	"1"	"0"
"17270"	"4"	"16"	"13"	"2"	"378"	"90"	"14"	"1"	"28"	"3"	"51"	"1"	"4"	"4"	"11"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"208"	"208"	"28"	"11"	"0"	"247"	"247"	"1"	"0"
"17271"	"4"	"16"	"13"	"2"	"307"	"75"	"12"	"0"	"32"	"1"	"34"	"2"	"0"	"5"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"166"	"166"	"16"	"4"	"0"	"186"	"186"	"1"	"0"
"17272"	"4"	"16"	"13"	"2"	"307"	"110"	"3"	"0"	"28"	"0"	"60"	"0"	"0"	"2"	"9"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"214"	"214"	"6"	"1"	"0"	"221"	"221"	"1"	"0"
"17273"	"4"	"16"	"13"	"2"	"380"	"31"	"39"	"4"	"41"	"0"	"19"	"7"	"11"	"27"	"7"	"1"	"1"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"192"	"192"	"36"	"6"	"0"	"234"	"234"	"1"	"0"
"17274"	"4"	"16"	"13"	"2"	"380"	"32"	"43"	"6"	"36"	"3"	"21"	"12"	"17"	"0"	"4"	"0"	"0"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"178"	"178"	"43"	"10"	"0"	"231"	"231"	"1"	"0"
"17275"	"4"	"16"	"13"	"2"	"380"	"34"	"28"	"7"	"44"	"0"	"17"	"10"	"6"	"19"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"169"	"169"	"33"	"7"	"0"	"209"	"209"	"1"	"0"
"17276"	"4"	"16"	"13"	"2"	"378"	"47"	"21"	"9"	"41"	"1"	"26"	"15"	"8"	"14"	"3"	"1"	"3"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"192"	"192"	"27"	"8"	"0"	"227"	"227"	"1"	"0"
"17277"	"4"	"16"	"13"	"2"	"380"	"38"	"34"	"12"	"34"	"0"	"20"	"9"	"7"	"16"	"5"	"0"	"1"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"182"	"182"	"17"	"4"	"0"	"203"	"203"	"1"	"0"
"17278"	"4"	"16"	"13"	"2"	"0"	"39"	"26"	"10"	"29"	"0"	"17"	"11"	"4"	"24"	"1"	"0"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"164"	"164"	"12"	"6"	"0"	"182"	"182"	"1"	"0"
"17279"	"4"	"16"	"13"	"2"	"379"	"40"	"34"	"2"	"43"	"1"	"22"	"6"	"4"	"24"	"5"	"0"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"184"	"184"	"26"	"5"	"0"	"215"	"215"	"1"	"0"
"17280"	"4"	"16"	"13"	"2"	"378"	"41"	"30"	"5"	"25"	"1"	"23"	"11"	"4"	"17"	"17"	"1"	"0"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"181"	"181"	"22"	"5"	"0"	"208"	"208"	"1"	"0"
"17281"	"4"	"16"	"13"	"2"	"0"	"28"	"28"	"2"	"34"	"0"	"25"	"13"	"5"	"15"	"7"	"1"	"2"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"169"	"169"	"13"	"8"	"1"	"190"	"190"	"1"	"0"
"17282"	"4"	"16"	"13"	"2"	"364"	"56"	"40"	"9"	"22"	"1"	"40"	"12"	"5"	"7"	"2"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"197"	"197"	"11"	"2"	"0"	"210"	"210"	"1"	"0"
"17283"	"4"	"16"	"13"	"2"	"378"	"80"	"28"	"2"	"30"	"0"	"53"	"1"	"9"	"0"	"3"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"207"	"207"	"14"	"6"	"13"	"227"	"227"	"1"	"0"
"17284"	"4"	"16"	"13"	"2"	"0"	"71"	"16"	"0"	"34"	"2"	"45"	"7"	"5"	"10"	"1"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"193"	"193"	"26"	"11"	"0"	"230"	"230"	"1"	"0"
"17285"	"4"	"16"	"13"	"2"	"380"	"65"	"19"	"0"	"30"	"0"	"57"	"4"	"5"	"10"	"1"	"1"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"194"	"194"	"22"	"7"	"0"	"223"	"223"	"1"	"0"
"17286"	"4"	"16"	"13"	"2"	"0"	"78"	"23"	"0"	"38"	"2"	"65"	"5"	"5"	"4"	"4"	"1"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"228"	"228"	"17"	"9"	"0"	"254"	"254"	"1"	"1"
"17287"	"4"	"16"	"13"	"2"	"0"	"67"	"17"	"1"	"29"	"1"	"47"	"3"	"10"	"8"	"1"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"186"	"186"	"10"	"4"	"0"	"200"	"200"	"1"	"0"
"17288"	"4"	"16"	"13"	"2"	"378"	"70"	"27"	"4"	"35"	"1"	"43"	"4"	"8"	"8"	"2"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"203"	"203"	"16"	"8"	"0"	"227"	"227"	"1"	"1"
"17289"	"4"	"16"	"13"	"2"	"378"	"69"	"23"	"0"	"25"	"1"	"59"	"4"	"8"	"8"	"2"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"200"	"200"	"14"	"3"	"0"	"217"	"217"	"1"	"0"
"17290"	"4"	"16"	"13"	"2"	"380"	"68"	"11"	"1"	"14"	"1"	"63"	"2"	"4"	"11"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"179"	"179"	"27"	"6"	"0"	"212"	"212"	"1"	"0"
"17291"	"4"	"16"	"13"	"2"	"203"	"59"	"8"	"0"	"11"	"0"	"24"	"2"	"4"	"3"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"113"	"113"	"3"	"1"	"0"	"117"	"117"	"1"	"0"
