"MESA"	"TIPO_ELECCION"	"DEPTO"	"MUNI"	"ESTADO_ACTA"	"CANTIDAD_PAPELETAS"	"TODOS"	"VAMOS"	"VIVA"	"UNIDOS"	"EG"	"PPT"	"SEMILLA"	"LIBRE"	"URNG_MAIZ"	"UNIONISTA"	"VICTORIA"	"PHG"	"PC"	"FCN_NACION"	"AVANZA"	"PAN"	"VALOR"	"BIEN"	"CREO"	"UNE"	"MLP"	"V22"	"V23"	"V24"	"V25"	"V26"	"V27"	"V28"	"V29"	"V30"	"VOTOS_VALIDOS_ACTA"	"VOTOS_VALIDOS"	"NULOS"	"BLANCOS"	"INVALIDOS"	"TOTAL_ACTA"	"TOTAL_VOTOS"	"ACTA_CUADRA"	"IMPUGNACIONES"
"3394"	"4"	"1"	"10"	"2"	"380"	"120"	"4"	"7"	"0"	"2"	"2"	"2"	"1"	"6"	"11"	"10"	"5"	"0"	"7"	"3"	"3"	"0"	"3"	"1"	"15"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"202"	"202"	"4"	"1"	"0"	"207"	"207"	"1"	"0"
"3395"	"4"	"1"	"10"	"2"	"380"	"128"	"5"	"10"	"1"	"1"	"1"	"0"	"0"	"13"	"8"	"3"	"4"	"1"	"2"	"4"	"2"	"0"	"0"	"1"	"12"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"196"	"196"	"8"	"6"	"0"	"210"	"210"	"1"	"0"
"3396"	"4"	"1"	"10"	"2"	"380"	"109"	"6"	"7"	"2"	"2"	"2"	"1"	"0"	"8"	"11"	"3"	"5"	"2"	"6"	"5"	"5"	"1"	"5"	"3"	"12"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"199"	"199"	"6"	"0"	"0"	"205"	"205"	"1"	"0"
"3397"	"4"	"1"	"10"	"2"	"380"	"114"	"7"	"5"	"2"	"1"	"2"	"4"	"0"	"4"	"16"	"3"	"3"	"2"	"6"	"2"	"4"	"1"	"6"	"0"	"14"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"198"	"198"	"11"	"2"	"0"	"211"	"211"	"1"	"0"
"3398"	"4"	"1"	"10"	"1"	"379"	"111"	"6"	"9"	"1"	"2"	"2"	"1"	"0"	"11"	"8"	"2"	"4"	"0"	"3"	"4"	"2"	"1"	"3"	"5"	"6"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"183"	"183"	"7"	"4"	"0"	"194"	"194"	"1"	"0"
"3399"	"4"	"1"	"10"	"2"	"386"	"102"	"5"	"6"	"1"	"2"	"1"	"1"	"2"	"8"	"16"	"2"	"3"	"0"	"3"	"4"	"4"	"1"	"2"	"0"	"14"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"179"	"179"	"8"	"3"	"0"	"190"	"190"	"1"	"0"
"3400"	"4"	"1"	"10"	"1"	"382"	"141"	"7"	"6"	"0"	"2"	"1"	"1"	"0"	"6"	"8"	"3"	"6"	"1"	"4"	"1"	"2"	"2"	"2"	"3"	"9"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"211"	"211"	"6"	"1"	"0"	"218"	"218"	"1"	"0"
"3401"	"4"	"1"	"10"	"1"	"381"	"173"	"2"	"5"	"1"	"4"	"2"	"5"	"1"	"9"	"10"	"3"	"7"	"1"	"1"	"4"	"2"	"2"	"3"	"2"	"5"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"243"	"243"	"5"	"1"	"0"	"249"	"249"	"1"	"0"
"3402"	"4"	"1"	"10"	"2"	"314"	"124"	"6"	"5"	"2"	"2"	"0"	"5"	"0"	"4"	"10"	"2"	"5"	"1"	"3"	"2"	"1"	"0"	"3"	"1"	"9"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"188"	"188"	"1"	"1"	"0"	"190"	"190"	"1"	"0"
"3403"	"4"	"1"	"10"	"2"	"314"	"78"	"2"	"4"	"0"	"1"	"1"	"2"	"0"	"5"	"12"	"2"	"3"	"0"	"0"	"2"	"1"	"2"	"6"	"4"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"127"	"127"	"6"	"1"	"0"	"134"	"134"	"1"	"0"
"3404"	"4"	"1"	"10"	"1"	"380"	"20"	"6"	"0"	"7"	"5"	"0"	"0"	"0"	"0"	"83"	"1"	"2"	"3"	"52"	"0"	"2"	"3"	"1"	"2"	"24"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"216"	"216"	"14"	"6"	"0"	"236"	"236"	"1"	"0"
"3405"	"4"	"1"	"10"	"1"	"381"	"14"	"4"	"2"	"3"	"3"	"2"	"2"	"1"	"3"	"66"	"0"	"0"	"2"	"64"	"0"	"2"	"2"	"1"	"3"	"24"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"199"	"199"	"36"	"6"	"0"	"241"	"241"	"1"	"0"
"3406"	"4"	"1"	"10"	"1"	"377"	"26"	"17"	"2"	"2"	"2"	"1"	"0"	"3"	"4"	"65"	"0"	"1"	"0"	"63"	"1"	"2"	"5"	"1"	"3"	"9"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"211"	"211"	"16"	"8"	"0"	"235"	"235"	"1"	"0"
"3407"	"4"	"1"	"10"	"1"	"382"	"17"	"4"	"2"	"6"	"5"	"4"	"0"	"3"	"3"	"70"	"0"	"1"	"2"	"59"	"1"	"6"	"3"	"0"	"2"	"23"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"217"	"217"	"21"	"7"	"0"	"245"	"245"	"1"	"0"
"3408"	"4"	"1"	"10"	"1"	"380"	"20"	"11"	"1"	"4"	"0"	"1"	"3"	"0"	"3"	"88"	"1"	"3"	"2"	"59"	"5"	"0"	"3"	"0"	"0"	"22"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"226"	"226"	"33"	"10"	"0"	"269"	"269"	"1"	"0"
"3409"	"4"	"1"	"10"	"1"	"381"	"12"	"7"	"1"	"3"	"5"	"2"	"3"	"1"	"3"	"77"	"2"	"5"	"2"	"65"	"0"	"4"	"0"	"1"	"2"	"35"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"233"	"233"	"18"	"4"	"0"	"255"	"255"	"1"	"0"
"3410"	"4"	"1"	"10"	"1"	"380"	"24"	"5"	"1"	"6"	"6"	"1"	"1"	"0"	"3"	"61"	"2"	"0"	"1"	"65"	"0"	"2"	"4"	"1"	"3"	"23"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"211"	"211"	"20"	"11"	"0"	"242"	"242"	"1"	"0"
"3411"	"4"	"1"	"10"	"1"	"377"	"11"	"7"	"3"	"5"	"4"	"2"	"0"	"1"	"3"	"65"	"1"	"3"	"4"	"53"	"0"	"1"	"1"	"0"	"0"	"24"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"193"	"193"	"18"	"6"	"0"	"217"	"217"	"1"	"0"
"3412"	"4"	"1"	"10"	"1"	"380"	"21"	"5"	"3"	"6"	"6"	"3"	"2"	"0"	"1"	"57"	"0"	"1"	"0"	"61"	"0"	"2"	"2"	"1"	"2"	"26"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"203"	"203"	"3"	"2"	"0"	"208"	"208"	"1"	"0"
"3413"	"4"	"1"	"10"	"1"	"381"	"16"	"11"	"0"	"2"	"7"	"2"	"3"	"2"	"0"	"67"	"2"	"4"	"1"	"57"	"2"	"4"	"1"	"0"	"0"	"30"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"218"	"218"	"16"	"7"	"0"	"241"	"241"	"1"	"0"
"3414"	"4"	"1"	"10"	"1"	"380"	"22"	"4"	"4"	"10"	"6"	"5"	"3"	"0"	"0"	"72"	"2"	"2"	"2"	"57"	"1"	"3"	"2"	"2"	"1"	"14"	"2"	"2"	"2"	"57"	"1"	"3"	"2"	"2"	"1"	"14"	"217"	"217"	"10"	"8"	"0"	"235"	"235"	"1"	"0"
"3415"	"4"	"1"	"10"	"1"	"380"	"15"	"8"	"0"	"9"	"4"	"1"	"3"	"0"	"4"	"57"	"0"	"2"	"0"	"56"	"1"	"4"	"4"	"2"	"3"	"20"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"200"	"200"	"17"	"7"	"0"	"224"	"224"	"1"	"0"
"3416"	"4"	"1"	"10"	"1"	"380"	"18"	"6"	"2"	"4"	"5"	"3"	"3"	"0"	"3"	"73"	"3"	"6"	"3"	"55"	"1"	"1"	"1"	"1"	"3"	"24"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"220"	"220"	"10"	"6"	"0"	"236"	"236"	"1"	"0"
"3417"	"4"	"1"	"10"	"1"	"380"	"11"	"7"	"4"	"2"	"6"	"2"	"1"	"1"	"1"	"67"	"0"	"3"	"1"	"60"	"1"	"1"	"3"	"3"	"0"	"20"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"197"	"197"	"24"	"8"	"0"	"229"	"229"	"1"	"0"
"3418"	"4"	"1"	"10"	"1"	"380"	"13"	"7"	"1"	"2"	"5"	"0"	"1"	"0"	"2"	"71"	"1"	"3"	"1"	"52"	"1"	"5"	"3"	"1"	"1"	"11"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"186"	"186"	"26"	"6"	"0"	"218"	"218"	"1"	"0"
"3419"	"4"	"1"	"10"	"1"	"380"	"11"	"8"	"2"	"0"	"9"	"1"	"1"	"0"	"1"	"59"	"2"	"2"	"3"	"59"	"1"	"1"	"1"	"0"	"1"	"13"	"2"	"2"	"3"	"59"	"1"	"1"	"1"	"0"	"1"	"13"	"177"	"177"	"20"	"13"	"0"	"210"	"210"	"1"	"0"
"3420"	"4"	"1"	"10"	"1"	"382"	"11"	"5"	"1"	"1"	"3"	"1"	"2"	"0"	"0"	"61"	"2"	"3"	"0"	"53"	"0"	"3"	"0"	"0"	"1"	"17"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"165"	"165"	"20"	"19"	"0"	"204"	"204"	"1"	"0"
"3421"	"4"	"1"	"10"	"1"	"378"	"13"	"3"	"1"	"7"	"2"	"0"	"2"	"0"	"3"	"61"	"0"	"2"	"1"	"56"	"4"	"3"	"1"	"0"	"2"	"15"	"0"	"2"	"1"	"56"	"4"	"3"	"1"	"0"	"2"	"15"	"180"	"180"	"34"	"3"	"0"	"217"	"217"	"1"	"0"
"3422"	"4"	"1"	"10"	"1"	"382"	"19"	"4"	"3"	"3"	"2"	"1"	"3"	"1"	"0"	"55"	"0"	"1"	"1"	"53"	"0"	"2"	"1"	"0"	"3"	"19"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"174"	"174"	"17"	"3"	"0"	"194"	"194"	"1"	"0"
"3423"	"4"	"1"	"10"	"1"	"380"	"20"	"7"	"1"	"9"	"5"	"3"	"1"	"0"	"1"	"51"	"0"	"2"	"1"	"47"	"0"	"2"	"5"	"1"	"0"	"17"	"0"	"2"	"1"	"47"	"0"	"2"	"5"	"1"	"0"	"17"	"177"	"177"	"7"	"6"	"4"	"190"	"190"	"1"	"0"
"3424"	"4"	"1"	"10"	"1"	"216"	"14"	"5"	"3"	"2"	"2"	"2"	"0"	"0"	"3"	"40"	"1"	"4"	"0"	"42"	"0"	"0"	"3"	"0"	"3"	"15"	"1"	"4"	"0"	"42"	"0"	"0"	"3"	"0"	"3"	"15"	"141"	"141"	"3"	"1"	"0"	"145"	"145"	"1"	"0"
"3425"	"4"	"1"	"10"	"1"	"213"	"11"	"3"	"2"	"2"	"6"	"2"	"3"	"0"	"2"	"35"	"0"	"2"	"0"	"25"	"0"	"1"	"0"	"0"	"0"	"8"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"103"	"103"	"3"	"1"	"0"	"107"	"107"	"1"	"0"
"3426"	"4"	"1"	"10"	"1"	"400"	"10"	"4"	"28"	"5"	"18"	"3"	"1"	"1"	"2"	"68"	"2"	"4"	"4"	"8"	"2"	"3"	"1"	"3"	"2"	"20"	"2"	"4"	"4"	"8"	"2"	"3"	"1"	"3"	"2"	"20"	"196"	"196"	"13"	"6"	"0"	"215"	"215"	"1"	"0"
"3427"	"4"	"1"	"10"	"1"	"400"	"18"	"3"	"17"	"7"	"19"	"3"	"1"	"0"	"1"	"66"	"1"	"7"	"0"	"12"	"0"	"4"	"1"	"0"	"2"	"24"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"195"	"195"	"11"	"4"	"0"	"210"	"210"	"1"	"0"
"3428"	"4"	"1"	"10"	"1"	"400"	"13"	"2"	"21"	"5"	"11"	"6"	"0"	"1"	"2"	"73"	"1"	"5"	"2"	"14"	"1"	"6"	"0"	"0"	"1"	"15"	"1"	"5"	"2"	"14"	"1"	"6"	"0"	"0"	"1"	"15"	"182"	"182"	"13"	"5"	"0"	"200"	"200"	"1"	"0"
"3429"	"4"	"1"	"10"	"1"	"400"	"16"	"1"	"30"	"14"	"17"	"3"	"0"	"1"	"1"	"64"	"1"	"6"	"1"	"21"	"2"	"1"	"0"	"2"	"1"	"10"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"196"	"196"	"11"	"1"	"0"	"208"	"208"	"1"	"0"
"3430"	"4"	"1"	"10"	"1"	"400"	"16"	"7"	"23"	"13"	"13"	"5"	"2"	"3"	"3"	"66"	"4"	"2"	"1"	"15"	"0"	"5"	"1"	"0"	"6"	"16"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"203"	"203"	"11"	"5"	"0"	"219"	"219"	"1"	"0"
"3431"	"4"	"1"	"10"	"1"	"400"	"13"	"7"	"26"	"11"	"11"	"9"	"4"	"1"	"5"	"73"	"0"	"2"	"4"	"10"	"1"	"4"	"0"	"4"	"3"	"11"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"206"	"206"	"10"	"5"	"0"	"221"	"221"	"1"	"0"
"3432"	"4"	"1"	"10"	"1"	"400"	"11"	"5"	"21"	"14"	"11"	"5"	"4"	"0"	"2"	"66"	"1"	"5"	"0"	"9"	"0"	"5"	"0"	"7"	"3"	"14"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"185"	"185"	"18"	"7"	"0"	"210"	"210"	"1"	"0"
"3433"	"4"	"1"	"10"	"1"	"348"	"6"	"1"	"11"	"5"	"10"	"0"	"2"	"1"	"1"	"53"	"0"	"1"	"5"	"10"	"1"	"4"	"0"	"1"	"2"	"13"	"0"	"1"	"5"	"10"	"1"	"4"	"0"	"1"	"2"	"13"	"130"	"130"	"12"	"5"	"0"	"147"	"147"	"1"	"0"
"3434"	"4"	"1"	"10"	"1"	"348"	"12"	"2"	"15"	"17"	"13"	"6"	"3"	"1"	"0"	"52"	"1"	"6"	"5"	"12"	"0"	"4"	"3"	"1"	"5"	"19"	"1"	"6"	"5"	"12"	"0"	"4"	"3"	"1"	"5"	"19"	"184"	"184"	"8"	"1"	"0"	"193"	"193"	"1"	"0"
"3435"	"4"	"1"	"10"	"2"	"600"	"21"	"7"	"11"	"10"	"5"	"5"	"7"	"1"	"1"	"86"	"0"	"6"	"3"	"19"	"3"	"12"	"2"	"1"	"2"	"19"	"14"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"235"	"235"	"12"	"6"	"0"	"253"	"253"	"1"	"0"
"3436"	"4"	"1"	"10"	"2"	"601"	"26"	"7"	"21"	"17"	"10"	"9"	"4"	"3"	"3"	"73"	"2"	"5"	"0"	"27"	"0"	"10"	"3"	"2"	"5"	"29"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"256"	"260"	"20"	"3"	"0"	"279"	"283"	"0"	"0"
"3437"	"4"	"1"	"10"	"2"	"600"	"23"	"7"	"6"	"5"	"13"	"9"	"8"	"3"	"3"	"93"	"0"	"3"	"3"	"20"	"1"	"4"	"3"	"2"	"9"	"32"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"250"	"250"	"11"	"9"	"0"	"270"	"270"	"1"	"0"
"3438"	"4"	"1"	"10"	"1"	"599"	"20"	"5"	"10"	"9"	"10"	"7"	"8"	"2"	"5"	"97"	"2"	"6"	"5"	"23"	"1"	"4"	"1"	"2"	"2"	"33"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"261"	"261"	"10"	"8"	"0"	"279"	"279"	"1"	"0"
"3439"	"4"	"1"	"10"	"1"	"602"	"14"	"8"	"13"	"4"	"11"	"9"	"6"	"5"	"7"	"107"	"2"	"5"	"3"	"23"	"0"	"18"	"1"	"1"	"6"	"13"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"260"	"260"	"13"	"3"	"0"	"276"	"276"	"1"	"0"
"3440"	"4"	"1"	"10"	"2"	"528"	"22"	"3"	"10"	"10"	"19"	"8"	"7"	"5"	"8"	"79"	"1"	"2"	"4"	"16"	"1"	"3"	"6"	"2"	"8"	"19"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"242"	"242"	"13"	"9"	"0"	"264"	"264"	"1"	"0"
"3441"	"4"	"1"	"10"	"2"	"600"	"17"	"7"	"3"	"25"	"12"	"2"	"10"	"6"	"7"	"101"	"3"	"2"	"2"	"25"	"0"	"6"	"4"	"3"	"10"	"18"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"269"	"269"	"21"	"4"	"0"	"294"	"294"	"1"	"0"
"3442"	"4"	"1"	"10"	"2"	"600"	"19"	"2"	"6"	"11"	"11"	"10"	"12"	"2"	"6"	"89"	"3"	"1"	"3"	"27"	"0"	"12"	"1"	"3"	"6"	"26"	"10"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"260"	"260"	"18"	"10"	"0"	"288"	"288"	"1"	"0"
"3443"	"4"	"1"	"10"	"2"	"600"	"14"	"7"	"10"	"7"	"9"	"7"	"16"	"1"	"9"	"113"	"2"	"4"	"3"	"20"	"1"	"10"	"2"	"1"	"4"	"15"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"259"	"259"	"11"	"9"	"0"	"279"	"279"	"1"	"0"
"3444"	"4"	"1"	"10"	"2"	"602"	"22"	"3"	"5"	"2"	"11"	"5"	"19"	"9"	"13"	"73"	"0"	"3"	"1"	"31"	"0"	"12"	"1"	"0"	"5"	"9"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"229"	"229"	"19"	"8"	"0"	"256"	"256"	"1"	"0"
"3445"	"4"	"1"	"10"	"2"	"600"	"22"	"4"	"6"	"5"	"12"	"4"	"10"	"3"	"2"	"80"	"2"	"2"	"4"	"32"	"2"	"5"	"0"	"2"	"9"	"18"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"232"	"232"	"20"	"4"	"0"	"256"	"256"	"1"	"0"
"3446"	"4"	"1"	"10"	"2"	"600"	"17"	"4"	"4"	"4"	"8"	"3"	"23"	"4"	"5"	"72"	"4"	"5"	"1"	"18"	"0"	"7"	"2"	"3"	"5"	"12"	"12"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"213"	"213"	"10"	"12"	"0"	"235"	"235"	"1"	"0"
"3447"	"4"	"1"	"10"	"2"	"603"	"14"	"4"	"5"	"11"	"1"	"4"	"7"	"4"	"3"	"61"	"2"	"1"	"3"	"24"	"1"	"5"	"1"	"2"	"4"	"20"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"182"	"182"	"15"	"3"	"0"	"200"	"200"	"1"	"0"
"3448"	"4"	"1"	"10"	"1"	"600"	"10"	"3"	"3"	"5"	"8"	"1"	"9"	"2"	"5"	"54"	"4"	"3"	"0"	"21"	"1"	"5"	"1"	"1"	"3"	"12"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"155"	"155"	"23"	"11"	"0"	"189"	"189"	"1"	"0"
"3449"	"4"	"1"	"10"	"1"	"466"	"10"	"2"	"2"	"2"	"4"	"2"	"5"	"0"	"3"	"41"	"1"	"4"	"0"	"15"	"0"	"4"	"0"	"2"	"5"	"11"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"113"	"113"	"6"	"5"	"0"	"124"	"124"	"1"	"0"
"3450"	"4"	"1"	"10"	"1"	"466"	"6"	"2"	"6"	"1"	"2"	"1"	"3"	"0"	"0"	"28"	"1"	"1"	"0"	"4"	"1"	"3"	"0"	"1"	"0"	"6"	"1"	"1"	"0"	"4"	"1"	"3"	"0"	"1"	"0"	"6"	"66"	"66"	"5"	"2"	"0"	"73"	"73"	"1"	"0"
