"MESA"	"TIPO_ELECCION"	"DEPTO"	"MUNI"	"ESTADO_ACTA"	"CANTIDAD_PAPELETAS"	"TODOS"	"VAMOS"	"VIVA"	"UNIDOS"	"EG"	"PPT"	"SEMILLA"	"LIBRE"	"URNG_MAIZ"	"UNIONISTA"	"VICTORIA"	"PHG"	"PC"	"FCN_NACION"	"AVANZA"	"PAN"	"VALOR"	"BIEN"	"CREO"	"UNE"	"MLP"	"V22"	"V23"	"V24"	"V25"	"V26"	"V27"	"V28"	"V29"	"V30"	"VOTOS_VALIDOS_ACTA"	"VOTOS_VALIDOS"	"NULOS"	"BLANCOS"	"INVALIDOS"	"TOTAL_ACTA"	"TOTAL_VOTOS"	"ACTA_CUADRA"	"IMPUGNACIONES"
"3206"	"4"	"1"	"10"	"1"	"400"	"14"	"1"	"8"	"19"	"15"	"10"	"3"	"5"	"6"	"96"	"1"	"8"	"5"	"5"	"0"	"6"	"0"	"4"	"7"	"41"	"11"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"265"	"265"	"7"	"8"	"0"	"280"	"280"	"1"	"0"
"3207"	"4"	"1"	"10"	"1"	"400"	"14"	"3"	"10"	"16"	"17"	"12"	"3"	"4"	"2"	"100"	"2"	"3"	"11"	"12"	"0"	"5"	"3"	"2"	"5"	"39"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"270"	"270"	"16"	"2"	"0"	"288"	"288"	"1"	"0"
"3208"	"4"	"1"	"10"	"1"	"400"	"12"	"8"	"4"	"20"	"17"	"10"	"8"	"1"	"2"	"85"	"2"	"5"	"5"	"7"	"2"	"3"	"2"	"2"	"4"	"45"	"15"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"259"	"259"	"15"	"2"	"0"	"276"	"276"	"1"	"0"
"3209"	"4"	"1"	"10"	"2"	"400"	"18"	"3"	"4"	"20"	"18"	"14"	"6"	"4"	"1"	"87"	"3"	"3"	"5"	"6"	"0"	"6"	"2"	"0"	"5"	"32"	"12"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"249"	"249"	"19"	"1"	"0"	"269"	"269"	"1"	"0"
"3210"	"4"	"1"	"10"	"2"	"404"	"8"	"5"	"5"	"28"	"19"	"8"	"6"	"4"	"4"	"83"	"2"	"4"	"5"	"7"	"1"	"5"	"2"	"2"	"10"	"35"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"252"	"252"	"12"	"1"	"0"	"265"	"265"	"1"	"0"
"3211"	"4"	"1"	"10"	"1"	"400"	"15"	"5"	"3"	"22"	"16"	"12"	"9"	"5"	"6"	"114"	"1"	"7"	"4"	"8"	"3"	"6"	"2"	"1"	"3"	"30"	"12"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"284"	"284"	"17"	"3"	"0"	"304"	"304"	"1"	"0"
"3212"	"4"	"1"	"10"	"2"	"405"	"14"	"4"	"3"	"45"	"16"	"15"	"15"	"5"	"3"	"79"	"1"	"3"	"3"	"12"	"0"	"5"	"5"	"2"	"3"	"39"	"13"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"285"	"285"	"5"	"4"	"0"	"294"	"294"	"1"	"0"
"3213"	"4"	"1"	"10"	"1"	"403"	"10"	"8"	"3"	"35"	"18"	"16"	"6"	"2"	"3"	"111"	"0"	"5"	"6"	"10"	"0"	"4"	"1"	"1"	"8"	"33"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"289"	"289"	"6"	"5"	"0"	"300"	"300"	"1"	"0"
"3214"	"4"	"1"	"10"	"2"	"400"	"16"	"4"	"1"	"29"	"17"	"14"	"3"	"4"	"2"	"117"	"0"	"2"	"5"	"6"	"0"	"3"	"0"	"1"	"4"	"29"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"265"	"265"	"10"	"0"	"0"	"275"	"275"	"1"	"0"
"3215"	"4"	"1"	"10"	"1"	"400"	"9"	"6"	"4"	"22"	"13"	"10"	"6"	"3"	"1"	"105"	"1"	"4"	"2"	"18"	"1"	"6"	"1"	"1"	"5"	"33"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"257"	"257"	"6"	"5"	"0"	"268"	"268"	"1"	"0"
"3216"	"4"	"1"	"10"	"1"	"400"	"16"	"4"	"5"	"38"	"18"	"15"	"6"	"8"	"0"	"99"	"2"	"0"	"0"	"11"	"1"	"3"	"2"	"1"	"4"	"29"	"11"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"273"	"273"	"6"	"2"	"2"	"281"	"281"	"1"	"0"
"3217"	"4"	"1"	"10"	"1"	"400"	"17"	"2"	"1"	"33"	"17"	"15"	"5"	"10"	"1"	"110"	"0"	"2"	"2"	"11"	"2"	"4"	"0"	"1"	"6"	"29"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"276"	"276"	"9"	"4"	"0"	"289"	"289"	"1"	"0"
"3218"	"4"	"1"	"10"	"2"	"404"	"13"	"6"	"4"	"25"	"17"	"14"	"9"	"1"	"5"	"98"	"1"	"3"	"4"	"11"	"0"	"7"	"0"	"3"	"5"	"33"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"267"	"267"	"11"	"4"	"0"	"282"	"282"	"1"	"0"
"3219"	"4"	"1"	"10"	"1"	"400"	"19"	"4"	"1"	"24"	"14"	"7"	"6"	"2"	"4"	"98"	"0"	"0"	"3"	"8"	"0"	"5"	"3"	"2"	"2"	"49"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"256"	"256"	"15"	"6"	"2"	"279"	"277"	"0"	"0"
"3220"	"4"	"1"	"10"	"1"	"400"	"12"	"9"	"3"	"25"	"12"	"14"	"7"	"2"	"0"	"107"	"0"	"3"	"0"	"6"	"0"	"4"	"4"	"0"	"5"	"53"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"272"	"272"	"6"	"9"	"2"	"287"	"287"	"1"	"0"
"3221"	"4"	"1"	"10"	"1"	"400"	"8"	"5"	"3"	"28"	"16"	"12"	"6"	"6"	"2"	"99"	"3"	"6"	"5"	"11"	"3"	"4"	"0"	"2"	"3"	"36"	"11"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"269"	"269"	"14"	"2"	"0"	"285"	"285"	"1"	"0"
"3222"	"4"	"1"	"10"	"1"	"401"	"14"	"1"	"6"	"32"	"9"	"18"	"4"	"10"	"0"	"102"	"0"	"3"	"5"	"18"	"0"	"5"	"2"	"3"	"3"	"30"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"271"	"271"	"8"	"4"	"1"	"283"	"283"	"1"	"0"
"3223"	"4"	"1"	"10"	"1"	"400"	"16"	"9"	"6"	"20"	"24"	"13"	"3"	"6"	"2"	"87"	"1"	"1"	"3"	"10"	"0"	"6"	"0"	"2"	"4"	"25"	"11"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"249"	"249"	"18"	"2"	"0"	"269"	"269"	"1"	"0"
"3224"	"4"	"1"	"10"	"1"	"398"	"8"	"3"	"6"	"24"	"17"	"8"	"8"	"6"	"3"	"93"	"0"	"2"	"2"	"6"	"0"	"3"	"1"	"0"	"13"	"33"	"10"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"246"	"246"	"18"	"4"	"0"	"268"	"268"	"1"	"0"
"3225"	"4"	"1"	"10"	"1"	"401"	"17"	"0"	"4"	"25"	"13"	"13"	"9"	"8"	"1"	"87"	"0"	"1"	"3"	"8"	"0"	"9"	"0"	"0"	"6"	"31"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"241"	"241"	"17"	"3"	"0"	"261"	"261"	"1"	"0"
"3226"	"4"	"1"	"10"	"1"	"399"	"9"	"6"	"3"	"16"	"15"	"9"	"8"	"4"	"1"	"84"	"2"	"1"	"5"	"6"	"1"	"5"	"0"	"1"	"10"	"27"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"219"	"219"	"10"	"1"	"0"	"230"	"230"	"1"	"0"
"3227"	"4"	"1"	"10"	"1"	"400"	"8"	"3"	"5"	"25"	"9"	"14"	"3"	"6"	"2"	"83"	"0"	"0"	"1"	"11"	"1"	"4"	"1"	"1"	"5"	"25"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"214"	"214"	"12"	"1"	"0"	"227"	"227"	"1"	"0"
"3228"	"4"	"1"	"10"	"1"	"404"	"5"	"5"	"5"	"35"	"10"	"9"	"13"	"5"	"0"	"86"	"0"	"3"	"4"	"7"	"1"	"3"	"0"	"0"	"7"	"22"	"0"	"3"	"4"	"7"	"1"	"3"	"0"	"0"	"7"	"22"	"230"	"230"	"4"	"2"	"0"	"236"	"236"	"1"	"0"
"3229"	"4"	"1"	"10"	"1"	"395"	"16"	"6"	"4"	"48"	"16"	"14"	"4"	"6"	"0"	"72"	"0"	"1"	"3"	"7"	"0"	"3"	"2"	"1"	"4"	"31"	"10"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"248"	"248"	"3"	"1"	"0"	"252"	"252"	"1"	"0"
"3230"	"4"	"1"	"10"	"1"	"295"	"10"	"2"	"1"	"33"	"9"	"12"	"8"	"3"	"0"	"68"	"0"	"4"	"2"	"13"	"0"	"4"	"1"	"0"	"4"	"24"	"0"	"4"	"2"	"13"	"0"	"4"	"1"	"0"	"4"	"24"	"203"	"203"	"1"	"0"	"0"	"204"	"204"	"1"	"0"
"3231"	"4"	"1"	"10"	"1"	"296"	"13"	"1"	"2"	"28"	"10"	"7"	"0"	"4"	"1"	"64"	"0"	"0"	"4"	"6"	"0"	"5"	"2"	"1"	"5"	"12"	"0"	"0"	"4"	"6"	"0"	"5"	"2"	"1"	"5"	"12"	"167"	"167"	"2"	"2"	"0"	"171"	"171"	"1"	"0"
"3232"	"4"	"1"	"10"	"1"	"402"	"22"	"2"	"4"	"6"	"7"	"7"	"4"	"5"	"1"	"102"	"1"	"1"	"0"	"14"	"0"	"11"	"1"	"5"	"7"	"16"	"1"	"1"	"0"	"14"	"0"	"11"	"1"	"5"	"7"	"16"	"221"	"221"	"13"	"8"	"0"	"242"	"242"	"1"	"0"
"3233"	"4"	"1"	"10"	"1"	"400"	"27"	"0"	"5"	"4"	"9"	"8"	"3"	"7"	"4"	"111"	"3"	"4"	"1"	"16"	"1"	"14"	"0"	"0"	"8"	"24"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"252"	"252"	"11"	"1"	"0"	"264"	"264"	"1"	"0"
"3234"	"4"	"1"	"10"	"1"	"400"	"26"	"5"	"3"	"12"	"2"	"10"	"3"	"1"	"2"	"107"	"2"	"2"	"3"	"15"	"2"	"11"	"1"	"2"	"4"	"20"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"235"	"235"	"14"	"7"	"0"	"256"	"256"	"1"	"0"
"3235"	"4"	"1"	"10"	"1"	"401"	"20"	"5"	"3"	"16"	"5"	"5"	"3"	"4"	"0"	"100"	"1"	"1"	"2"	"17"	"2"	"14"	"2"	"1"	"17"	"24"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"245"	"245"	"29"	"4"	"0"	"278"	"278"	"1"	"0"
"3236"	"4"	"1"	"10"	"1"	"400"	"21"	"2"	"2"	"20"	"3"	"4"	"11"	"3"	"3"	"131"	"0"	"2"	"5"	"25"	"0"	"10"	"2"	"4"	"13"	"17"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"283"	"283"	"8"	"4"	"0"	"295"	"295"	"1"	"0"
"3237"	"4"	"1"	"10"	"2"	"400"	"24"	"4"	"1"	"19"	"5"	"10"	"2"	"1"	"1"	"113"	"1"	"1"	"5"	"15"	"0"	"10"	"1"	"0"	"7"	"11"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"236"	"236"	"4"	"4"	"0"	"244"	"244"	"1"	"0"
"3238"	"4"	"1"	"10"	"2"	"400"	"18"	"5"	"3"	"12"	"3"	"6"	"2"	"1"	"5"	"124"	"4"	"6"	"4"	"15"	"0"	"16"	"1"	"0"	"9"	"21"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"262"	"262"	"9"	"5"	"0"	"276"	"276"	"1"	"0"
"3239"	"4"	"1"	"10"	"2"	"400"	"24"	"1"	"3"	"16"	"7"	"7"	"6"	"3"	"1"	"113"	"0"	"3"	"3"	"18"	"0"	"11"	"0"	"2"	"8"	"13"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"242"	"242"	"18"	"8"	"0"	"268"	"268"	"1"	"0"
"3240"	"4"	"1"	"10"	"2"	"405"	"19"	"0"	"3"	"13"	"13"	"3"	"6"	"7"	"2"	"120"	"1"	"3"	"1"	"13"	"0"	"8"	"0"	"3"	"4"	"14"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"238"	"238"	"16"	"2"	"0"	"256"	"256"	"1"	"0"
"3241"	"4"	"1"	"10"	"2"	"403"	"26"	"2"	"3"	"13"	"6"	"7"	"0"	"3"	"3"	"93"	"2"	"4"	"4"	"19"	"0"	"11"	"0"	"4"	"16"	"13"	"12"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"241"	"241"	"10"	"8"	"0"	"259"	"259"	"1"	"0"
"3242"	"4"	"1"	"10"	"2"	"400"	"14"	"4"	"4"	"11"	"5"	"3"	"2"	"3"	"1"	"100"	"1"	"6"	"3"	"15"	"2"	"16"	"1"	"1"	"7"	"18"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"223"	"223"	"20"	"10"	"0"	"253"	"253"	"1"	"0"
"3243"	"4"	"1"	"10"	"2"	"417"	"24"	"2"	"4"	"5"	"13"	"3"	"3"	"1"	"1"	"109"	"1"	"5"	"1"	"18"	"0"	"10"	"0"	"1"	"8"	"22"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"240"	"240"	"17"	"7"	"0"	"264"	"264"	"1"	"0"
"3244"	"4"	"1"	"10"	"1"	"400"	"20"	"4"	"1"	"10"	"3"	"3"	"1"	"2"	"3"	"112"	"0"	"4"	"0"	"9"	"2"	"8"	"0"	"1"	"7"	"17"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"210"	"210"	"19"	"10"	"0"	"239"	"239"	"1"	"0"
"3245"	"4"	"1"	"10"	"1"	"400"	"18"	"4"	"4"	"9"	"6"	"6"	"3"	"1"	"4"	"84"	"2"	"3"	"3"	"23"	"0"	"5"	"1"	"0"	"5"	"11"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"194"	"194"	"17"	"9"	"0"	"220"	"220"	"1"	"0"
"3246"	"4"	"1"	"10"	"1"	"404"	"18"	"5"	"2"	"7"	"1"	"3"	"3"	"6"	"2"	"92"	"2"	"2"	"1"	"17"	"3"	"3"	"2"	"1"	"11"	"12"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"196"	"196"	"17"	"5"	"0"	"218"	"218"	"1"	"0"
"3247"	"4"	"1"	"10"	"1"	"400"	"24"	"2"	"3"	"8"	"6"	"4"	"6"	"1"	"0"	"87"	"0"	"5"	"1"	"19"	"0"	"11"	"0"	"2"	"13"	"10"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"207"	"207"	"20"	"3"	"0"	"230"	"230"	"1"	"0"
"3248"	"4"	"1"	"10"	"1"	"275"	"16"	"1"	"1"	"16"	"3"	"12"	"4"	"0"	"1"	"73"	"0"	"1"	"2"	"17"	"1"	"6"	"1"	"1"	"5"	"11"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"180"	"180"	"4"	"1"	"0"	"185"	"185"	"1"	"0"
"3249"	"4"	"1"	"10"	"1"	"274"	"10"	"3"	"3"	"15"	"0"	"6"	"4"	"2"	"0"	"80"	"0"	"4"	"2"	"7"	"1"	"6"	"1"	"0"	"2"	"7"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"158"	"158"	"4"	"4"	"0"	"166"	"166"	"1"	"0"
"3250"	"4"	"1"	"10"	"1"	"400"	"17"	"4"	"10"	"5"	"11"	"5"	"18"	"1"	"3"	"82"	"1"	"9"	"3"	"40"	"0"	"6"	"0"	"1"	"4"	"19"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"242"	"242"	"13"	"7"	"0"	"262"	"262"	"1"	"0"
"3251"	"4"	"1"	"10"	"1"	"0"	"14"	"3"	"14"	"10"	"10"	"3"	"9"	"1"	"3"	"77"	"0"	"7"	"1"	"33"	"0"	"4"	"0"	"2"	"7"	"20"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"219"	"219"	"14"	"6"	"0"	"239"	"239"	"1"	"0"
"3252"	"4"	"1"	"10"	"1"	"400"	"10"	"10"	"10"	"9"	"12"	"2"	"16"	"2"	"2"	"79"	"0"	"9"	"2"	"30"	"2"	"5"	"0"	"1"	"5"	"26"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"237"	"237"	"21"	"5"	"0"	"263"	"263"	"1"	"0"
"3253"	"4"	"1"	"10"	"1"	"400"	"8"	"5"	"10"	"13"	"13"	"7"	"18"	"3"	"3"	"75"	"0"	"9"	"1"	"34"	"0"	"5"	"3"	"3"	"6"	"9"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"231"	"231"	"6"	"8"	"0"	"245"	"245"	"1"	"0"
"3254"	"4"	"1"	"10"	"2"	"400"	"23"	"2"	"11"	"9"	"8"	"5"	"12"	"5"	"2"	"80"	"0"	"10"	"0"	"21"	"1"	"5"	"1"	"1"	"4"	"15"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"223"	"223"	"7"	"5"	"0"	"235"	"235"	"1"	"0"
"3255"	"4"	"1"	"10"	"2"	"0"	"14"	"2"	"7"	"8"	"8"	"8"	"13"	"3"	"2"	"82"	"3"	"9"	"3"	"36"	"1"	"5"	"1"	"0"	"7"	"14"	"3"	"9"	"3"	"36"	"1"	"5"	"1"	"0"	"7"	"14"	"230"	"230"	"7"	"5"	"0"	"242"	"242"	"1"	"0"
"3256"	"4"	"1"	"10"	"1"	"0"	"15"	"5"	"7"	"8"	"5"	"4"	"8"	"1"	"3"	"86"	"0"	"4"	"2"	"26"	"2"	"7"	"0"	"1"	"5"	"19"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"214"	"214"	"18"	"7"	"0"	"239"	"239"	"1"	"0"
"3257"	"4"	"1"	"10"	"1"	"400"	"8"	"6"	"12"	"4"	"6"	"5"	"17"	"1"	"5"	"72"	"1"	"8"	"3"	"31"	"0"	"4"	"0"	"0"	"5"	"19"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"214"	"214"	"11"	"3"	"172"	"228"	"228"	"1"	"0"
"3258"	"4"	"1"	"10"	"1"	"0"	"11"	"7"	"11"	"7"	"4"	"2"	"10"	"3"	"5"	"75"	"0"	"12"	"3"	"37"	"0"	"3"	"1"	"3"	"2"	"4"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"205"	"205"	"9"	"8"	"0"	"222"	"222"	"1"	"0"
"3259"	"4"	"1"	"10"	"1"	"399"	"12"	"4"	"4"	"4"	"3"	"1"	"19"	"1"	"7"	"56"	"1"	"10"	"1"	"34"	"0"	"4"	"0"	"0"	"4"	"16"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"181"	"181"	"12"	"12"	"0"	"205"	"205"	"1"	"0"
"3260"	"4"	"1"	"10"	"2"	"0"	"9"	"2"	"3"	"3"	"4"	"1"	"16"	"2"	"2"	"53"	"0"	"7"	"0"	"38"	"0"	"1"	"0"	"1"	"6"	"14"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"165"	"165"	"18"	"9"	"0"	"192"	"192"	"1"	"0"
"3261"	"4"	"1"	"10"	"2"	"0"	"6"	"3"	"3"	"7"	"3"	"3"	"5"	"0"	"2"	"33"	"2"	"9"	"0"	"20"	"0"	"2"	"0"	"0"	"1"	"13"	"2"	"9"	"0"	"20"	"0"	"2"	"0"	"0"	"1"	"13"	"116"	"116"	"7"	"3"	"0"	"126"	"126"	"1"	"0"
"3262"	"4"	"1"	"10"	"2"	"242"	"10"	"2"	"4"	"10"	"5"	"7"	"5"	"4"	"2"	"49"	"1"	"4"	"1"	"25"	"0"	"1"	"0"	"1"	"0"	"9"	"1"	"4"	"1"	"25"	"0"	"1"	"0"	"1"	"0"	"9"	"147"	"147"	"4"	"1"	"0"	"152"	"152"	"1"	"0"
"3263"	"4"	"1"	"10"	"2"	"402"	"24"	"6"	"7"	"7"	"7"	"2"	"1"	"0"	"4"	"68"	"0"	"8"	"1"	"11"	"0"	"4"	"0"	"1"	"7"	"47"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"211"	"211"	"17"	"9"	"0"	"237"	"237"	"1"	"0"
"3264"	"4"	"1"	"10"	"2"	"407"	"24"	"5"	"10"	"9"	"9"	"3"	"0"	"1"	"1"	"68"	"2"	"5"	"2"	"20"	"0"	"2"	"2"	"1"	"5"	"43"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"216"	"216"	"11"	"3"	"0"	"230"	"230"	"1"	"0"
"3265"	"4"	"1"	"10"	"2"	"402"	"20"	"2"	"11"	"15"	"6"	"2"	"0"	"2"	"1"	"94"	"3"	"2"	"0"	"14"	"1"	"3"	"2"	"0"	"3"	"42"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"227"	"227"	"8"	"6"	"1"	"241"	"241"	"1"	"0"
"3266"	"4"	"1"	"10"	"2"	"404"	"15"	"1"	"8"	"18"	"8"	"3"	"3"	"6"	"5"	"74"	"1"	"6"	"5"	"19"	"0"	"1"	"2"	"2"	"5"	"31"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"216"	"216"	"14"	"6"	"0"	"236"	"236"	"1"	"0"
"3267"	"4"	"1"	"10"	"2"	"400"	"12"	"2"	"9"	"8"	"7"	"8"	"5"	"5"	"1"	"76"	"4"	"1"	"0"	"18"	"1"	"3"	"0"	"0"	"6"	"34"	"4"	"1"	"0"	"18"	"1"	"3"	"0"	"0"	"6"	"34"	"205"	"205"	"15"	"2"	"0"	"222"	"222"	"1"	"0"
"3268"	"4"	"1"	"10"	"2"	"352"	"11"	"4"	"2"	"10"	"3"	"1"	"3"	"1"	"0"	"58"	"2"	"1"	"0"	"16"	"1"	"2"	"0"	"2"	"4"	"24"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"150"	"150"	"14"	"9"	"0"	"173"	"173"	"1"	"0"
"3269"	"4"	"1"	"10"	"2"	"351"	"9"	"5"	"2"	"22"	"8"	"6"	"4"	"0"	"1"	"64"	"2"	"3"	"3"	"13"	"0"	"2"	"0"	"2"	"0"	"34"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"184"	"184"	"6"	"2"	"0"	"192"	"192"	"1"	"0"
"3270"	"4"	"1"	"10"	"2"	"380"	"41"	"4"	"2"	"3"	"3"	"3"	"16"	"1"	"7"	"41"	"0"	"2"	"7"	"52"	"2"	"4"	"0"	"1"	"7"	"10"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"209"	"209"	"10"	"7"	"0"	"226"	"226"	"1"	"0"
"3271"	"4"	"1"	"10"	"2"	"380"	"50"	"6"	"3"	"5"	"3"	"2"	"24"	"0"	"10"	"43"	"0"	"1"	"2"	"39"	"1"	"6"	"1"	"4"	"3"	"9"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"220"	"220"	"12"	"3"	"0"	"235"	"235"	"1"	"0"
"3272"	"4"	"1"	"10"	"2"	"379"	"44"	"1"	"4"	"8"	"5"	"2"	"18"	"2"	"7"	"39"	"0"	"1"	"0"	"35"	"0"	"1"	"1"	"2"	"3"	"13"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"190"	"190"	"4"	"3"	"0"	"197"	"197"	"1"	"0"
"3273"	"4"	"1"	"10"	"2"	"380"	"31"	"0"	"2"	"4"	"3"	"0"	"15"	"0"	"7"	"25"	"0"	"1"	"5"	"38"	"0"	"3"	"1"	"1"	"2"	"4"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"144"	"145"	"3"	"4"	"0"	"151"	"152"	"0"	"0"
"3274"	"4"	"1"	"10"	"2"	"375"	"39"	"3"	"1"	"1"	"3"	"3"	"10"	"0"	"5"	"29"	"0"	"3"	"5"	"32"	"0"	"1"	"0"	"2"	"1"	"11"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"151"	"151"	"6"	"5"	"0"	"162"	"162"	"1"	"0"
"3275"	"4"	"1"	"10"	"2"	"379"	"37"	"7"	"2"	"9"	"1"	"1"	"12"	"0"	"4"	"39"	"1"	"3"	"0"	"46"	"0"	"1"	"1"	"1"	"2"	"17"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"189"	"189"	"8"	"3"	"0"	"200"	"200"	"1"	"0"
"3276"	"4"	"1"	"10"	"2"	"380"	"40"	"3"	"1"	"3"	"2"	"1"	"19"	"1"	"6"	"47"	"1"	"3"	"6"	"34"	"2"	"1"	"2"	"1"	"7"	"9"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"194"	"194"	"6"	"8"	"0"	"208"	"208"	"1"	"0"
"3277"	"4"	"1"	"10"	"2"	"380"	"37"	"3"	"4"	"2"	"1"	"3"	"24"	"2"	"7"	"42"	"0"	"4"	"6"	"18"	"1"	"4"	"1"	"3"	"6"	"8"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"183"	"183"	"16"	"9"	"0"	"208"	"208"	"1"	"0"
"3278"	"4"	"1"	"10"	"2"	"378"	"34"	"4"	"0"	"2"	"2"	"1"	"28"	"1"	"13"	"30"	"0"	"2"	"0"	"29"	"3"	"3"	"0"	"1"	"3"	"3"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"161"	"161"	"16"	"9"	"0"	"186"	"186"	"1"	"0"
"3279"	"4"	"1"	"10"	"2"	"375"	"36"	"0"	"1"	"1"	"1"	"1"	"21"	"0"	"9"	"42"	"0"	"1"	"1"	"34"	"1"	"3"	"1"	"3"	"1"	"9"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"168"	"168"	"8"	"12"	"0"	"188"	"188"	"1"	"0"
"3280"	"4"	"1"	"10"	"2"	"380"	"42"	"4"	"1"	"2"	"2"	"1"	"16"	"0"	"11"	"26"	"0"	"0"	"3"	"28"	"3"	"0"	"0"	"0"	"3"	"6"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"150"	"150"	"7"	"18"	"0"	"175"	"175"	"1"	"0"
