"MESA"	"TIPO_ELECCION"	"DEPTO"	"MUNI"	"ESTADO_ACTA"	"CANTIDAD_PAPELETAS"	"EG"	"CREO"	"UNE"	"VALOR"	"UNIONISTA"	"VICTORIA"	"FCN_NACION"	"UCN"	"SEMILLA"	"PPT"	"VAMOS"	"V12"	"V13"	"V14"	"V15"	"V16"	"V17"	"V18"	"V19"	"V20"	"V21"	"V22"	"V23"	"V24"	"V25"	"V26"	"V27"	"V28"	"V29"	"V30"	"VOTOS_VALIDOS_ACTA"	"VOTOS_VALIDOS"	"NULOS"	"BLANCOS"	"INVALIDOS"	"TOTAL_ACTA"	"TOTAL_VOTOS"	"ACTA_CUADRA"	"IMPUGNACIONES"
"2141"	"4"	"1"	"5"	"1"	"401"	"5"	"50"	"80"	"14"	"1"	"3"	"8"	"10"	"24"	"1"	"23"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"219"	"219"	"3"	"1"	"1"	"223"	"223"	"1"	"0"
"2142"	"4"	"1"	"5"	"2"	"400"	"13"	"42"	"68"	"14"	"7"	"2"	"12"	"22"	"21"	"2"	"17"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"220"	"220"	"11"	"2"	"0"	"233"	"233"	"1"	"0"
"2143"	"4"	"1"	"5"	"2"	"396"	"8"	"38"	"55"	"13"	"2"	"2"	"7"	"25"	"31"	"4"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"193"	"193"	"16"	"3"	"0"	"212"	"212"	"1"	"0"
"2144"	"4"	"1"	"5"	"2"	"395"	"3"	"41"	"66"	"7"	"3"	"0"	"14"	"22"	"32"	"1"	"15"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"204"	"204"	"16"	"2"	"0"	"222"	"222"	"1"	"0"
"2145"	"4"	"1"	"5"	"2"	"394"	"7"	"42"	"85"	"12"	"2"	"3"	"11"	"24"	"25"	"1"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"221"	"221"	"10"	"1"	"0"	"232"	"232"	"1"	"0"
"2146"	"4"	"1"	"5"	"2"	"394"	"5"	"45"	"86"	"13"	"2"	"5"	"16"	"16"	"20"	"8"	"20"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"236"	"236"	"7"	"2"	"0"	"245"	"245"	"1"	"0"
"2147"	"4"	"1"	"5"	"2"	"344"	"3"	"34"	"67"	"8"	"6"	"6"	"11"	"13"	"18"	"7"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"182"	"182"	"13"	"4"	"0"	"199"	"199"	"1"	"0"
"2148"	"4"	"1"	"5"	"2"	"345"	"5"	"28"	"74"	"17"	"1"	"3"	"6"	"9"	"19"	"0"	"13"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"175"	"175"	"6"	"5"	"0"	"186"	"186"	"1"	"0"
"2149"	"4"	"1"	"5"	"2"	"376"	"1"	"15"	"46"	"86"	"4"	"5"	"4"	"8"	"11"	"1"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"188"	"188"	"20"	"3"	"0"	"211"	"211"	"1"	"0"
"2150"	"4"	"1"	"5"	"2"	"375"	"10"	"12"	"56"	"95"	"2"	"3"	"5"	"10"	"15"	"2"	"15"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"225"	"225"	"5"	"1"	"0"	"231"	"231"	"1"	"0"
"2151"	"4"	"1"	"5"	"2"	"379"	"2"	"12"	"44"	"90"	"12"	"3"	"2"	"8"	"10"	"2"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"191"	"191"	"18"	"1"	"2"	"210"	"210"	"1"	"0"
"2152"	"4"	"1"	"5"	"2"	"374"	"2"	"13"	"51"	"77"	"11"	"2"	"1"	"4"	"16"	"1"	"10"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"188"	"188"	"18"	"2"	"0"	"208"	"208"	"1"	"0"
"2153"	"4"	"1"	"5"	"2"	"188"	"3"	"9"	"22"	"33"	"6"	"2"	"2"	"4"	"7"	"2"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"93"	"93"	"11"	"1"	"0"	"105"	"105"	"1"	"0"
"2154"	"4"	"1"	"5"	"2"	"193"	"3"	"11"	"19"	"47"	"3"	"1"	"1"	"2"	"8"	"0"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"99"	"99"	"4"	"2"	"0"	"105"	"105"	"1"	"0"
"2155"	"4"	"1"	"5"	"2"	"376"	"11"	"14"	"36"	"27"	"7"	"3"	"19"	"10"	"20"	"0"	"20"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"167"	"167"	"9"	"8"	"0"	"184"	"184"	"1"	"0"
