"MESA"	"TIPO_ELECCION"	"DEPTO"	"MUNI"	"ESTADO_ACTA"	"CANTIDAD_PAPELETAS"	"RETO"	"UCN"	"PC"	"VAMOS"	"RENACER_CHIQUIMULILLA"	"FCN_NACION"	"WINAQ"	"TODOS"	"UNE"	"CREO"	"VALOR"	"SEMILLA"	"PHG"	"CCP"	"PAN"	"MLP"	"EG"	"AVANZA"	"V19"	"V20"	"V21"	"V22"	"V23"	"V24"	"V25"	"V26"	"V27"	"V28"	"V29"	"V30"	"VOTOS_VALIDOS_ACTA"	"VOTOS_VALIDOS"	"NULOS"	"BLANCOS"	"INVALIDOS"	"TOTAL_ACTA"	"TOTAL_VOTOS"	"ACTA_CUADRA"	"IMPUGNACIONES"
"7594"	"4"	"6"	"8"	"2"	"400"	"26"	"8"	"30"	"33"	"2"	"26"	"3"	"12"	"61"	"1"	"9"	"4"	"38"	"3"	"1"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"260"	"260"	"6"	"1"	"0"	"267"	"267"	"1"	"0"
"7595"	"4"	"6"	"8"	"2"	"400"	"19"	"14"	"50"	"36"	"5"	"29"	"3"	"10"	"65"	"3"	"4"	"3"	"20"	"1"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"264"	"264"	"5"	"2"	"0"	"271"	"271"	"1"	"0"
"7596"	"4"	"6"	"8"	"2"	"400"	"24"	"20"	"46"	"25"	"2"	"35"	"3"	"6"	"70"	"3"	"4"	"7"	"34"	"1"	"2"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"286"	"286"	"4"	"0"	"0"	"290"	"290"	"1"	"0"
"7597"	"4"	"6"	"8"	"2"	"400"	"19"	"9"	"45"	"19"	"1"	"40"	"0"	"14"	"74"	"2"	"4"	"7"	"41"	"1"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"280"	"280"	"3"	"4"	"0"	"287"	"287"	"1"	"0"
"7598"	"4"	"6"	"8"	"2"	"400"	"16"	"22"	"38"	"35"	"2"	"31"	"2"	"4"	"56"	"2"	"6"	"4"	"37"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"258"	"258"	"12"	"5"	"0"	"275"	"275"	"1"	"0"
"7599"	"4"	"6"	"8"	"2"	"400"	"25"	"15"	"43"	"15"	"2"	"37"	"0"	"3"	"63"	"1"	"6"	"5"	"28"	"1"	"3"	"1"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"250"	"250"	"17"	"0"	"0"	"267"	"267"	"1"	"0"
"7600"	"4"	"6"	"8"	"2"	"400"	"30"	"4"	"37"	"23"	"4"	"28"	"1"	"7"	"51"	"2"	"10"	"5"	"38"	"1"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"243"	"243"	"9"	"3"	"0"	"255"	"255"	"1"	"0"
"7601"	"4"	"6"	"8"	"2"	"400"	"25"	"9"	"41"	"18"	"2"	"34"	"3"	"8"	"44"	"1"	"6"	"4"	"31"	"4"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"234"	"234"	"6"	"9"	"0"	"249"	"249"	"1"	"0"
"7602"	"4"	"6"	"8"	"2"	"400"	"19"	"17"	"49"	"37"	"4"	"33"	"0"	"5"	"63"	"1"	"5"	"5"	"28"	"2"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"269"	"269"	"5"	"3"	"0"	"277"	"277"	"1"	"0"
"7603"	"4"	"6"	"8"	"2"	"380"	"24"	"7"	"49"	"30"	"6"	"29"	"1"	"4"	"65"	"1"	"12"	"3"	"33"	"1"	"2"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"270"	"270"	"5"	"0"	"0"	"275"	"275"	"1"	"0"
"7604"	"4"	"6"	"8"	"2"	"396"	"29"	"13"	"75"	"12"	"1"	"38"	"0"	"10"	"68"	"1"	"7"	"9"	"35"	"0"	"1"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"302"	"302"	"3"	"1"	"0"	"306"	"306"	"1"	"0"
"7605"	"4"	"6"	"8"	"2"	"380"	"18"	"14"	"46"	"22"	"2"	"28"	"1"	"9"	"90"	"3"	"2"	"5"	"53"	"1"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"296"	"296"	"1"	"0"	"0"	"297"	"297"	"1"	"0"
"7606"	"4"	"6"	"8"	"2"	"402"	"30"	"15"	"65"	"19"	"4"	"31"	"3"	"7"	"64"	"0"	"8"	"2"	"45"	"2"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"298"	"298"	"1"	"0"	"0"	"299"	"299"	"1"	"0"
"7607"	"4"	"6"	"8"	"2"	"252"	"10"	"10"	"40"	"15"	"2"	"20"	"0"	"7"	"43"	"0"	"1"	"5"	"22"	"4"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"180"	"180"	"2"	"0"	"2"	"182"	"182"	"1"	"0"
"7608"	"4"	"6"	"8"	"2"	"251"	"8"	"12"	"26"	"16"	"1"	"19"	"2"	"8"	"38"	"2"	"4"	"6"	"16"	"1"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"161"	"161"	"5"	"0"	"5"	"166"	"166"	"1"	"0"
"7609"	"4"	"6"	"8"	"2"	"381"	"14"	"10"	"111"	"20"	"6"	"5"	"0"	"2"	"35"	"0"	"2"	"2"	"20"	"10"	"2"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"240"	"240"	"19"	"8"	"0"	"267"	"267"	"1"	"0"
"7610"	"4"	"6"	"8"	"2"	"380"	"18"	"17"	"120"	"13"	"7"	"5"	"0"	"5"	"28"	"1"	"1"	"2"	"23"	"11"	"5"	"0"	"0"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"260"	"260"	"13"	"8"	"0"	"281"	"281"	"1"	"0"
"7611"	"4"	"6"	"8"	"2"	"380"	"8"	"18"	"106"	"21"	"3"	"12"	"0"	"5"	"41"	"1"	"2"	"1"	"21"	"16"	"2"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"258"	"258"	"11"	"6"	"0"	"275"	"275"	"1"	"0"
"7612"	"4"	"6"	"8"	"2"	"380"	"14"	"8"	"141"	"11"	"4"	"6"	"0"	"3"	"46"	"0"	"4"	"1"	"19"	"9"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"269"	"269"	"9"	"8"	"0"	"286"	"286"	"1"	"0"
"7613"	"4"	"6"	"8"	"2"	"380"	"11"	"13"	"124"	"16"	"7"	"10"	"1"	"1"	"26"	"1"	"2"	"0"	"33"	"10"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"256"	"256"	"6"	"9"	"0"	"271"	"271"	"1"	"0"
"7614"	"4"	"6"	"8"	"2"	"380"	"11"	"10"	"141"	"15"	"4"	"6"	"0"	"1"	"22"	"0"	"2"	"0"	"14"	"9"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"238"	"238"	"4"	"1"	"0"	"243"	"243"	"1"	"0"
"7615"	"4"	"6"	"8"	"2"	"377"	"12"	"11"	"126"	"10"	"8"	"1"	"1"	"4"	"27"	"2"	"1"	"0"	"17"	"9"	"1"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"232"	"232"	"8"	"6"	"0"	"246"	"246"	"1"	"0"
"7616"	"4"	"6"	"8"	"2"	"380"	"25"	"18"	"107"	"13"	"9"	"5"	"1"	"1"	"27"	"0"	"1"	"1"	"14"	"9"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"233"	"233"	"10"	"8"	"0"	"251"	"251"	"1"	"0"
"7617"	"4"	"6"	"8"	"2"	"380"	"20"	"9"	"101"	"17"	"8"	"6"	"0"	"0"	"31"	"2"	"1"	"1"	"14"	"5"	"3"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"220"	"220"	"17"	"11"	"0"	"248"	"248"	"1"	"0"
"7618"	"4"	"6"	"8"	"2"	"380"	"13"	"16"	"120"	"6"	"6"	"4"	"0"	"4"	"18"	"1"	"1"	"1"	"17"	"6"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"217"	"217"	"13"	"6"	"0"	"236"	"236"	"1"	"0"
"7619"	"4"	"6"	"8"	"2"	"339"	"14"	"10"	"128"	"13"	"8"	"1"	"1"	"2"	"17"	"1"	"2"	"0"	"15"	"8"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"222"	"222"	"8"	"8"	"0"	"238"	"238"	"1"	"0"
