"MESA"	"TIPO_ELECCION"	"DEPTO"	"MUNI"	"ESTADO_ACTA"	"CANTIDAD_PAPELETAS"	"TODOS"	"FUERZA"	"MAS_UNIDOS"	"EG"	"CREO"	"VAMOS"	"PODEMOS"	"PPT"	"BIEN"	"PHG"	"LIBRE"	"FCN_NACION"	"AVANZA"	"UNE"	"MLP"	"PC"	"V17"	"V18"	"V19"	"V20"	"V21"	"V22"	"V23"	"V24"	"V25"	"V26"	"V27"	"V28"	"V29"	"V30"	"VOTOS_VALIDOS_ACTA"	"VOTOS_VALIDOS"	"NULOS"	"BLANCOS"	"INVALIDOS"	"TOTAL_ACTA"	"TOTAL_VOTOS"	"ACTA_CUADRA"	"IMPUGNACIONES"
"5381"	"4"	"3"	"3"	"2"	"379"	"4"	"9"	"76"	"36"	"28"	"9"	"9"	"4"	"4"	"5"	"3"	"0"	"3"	"10"	"0"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"206"	"206"	"17"	"6"	"0"	"229"	"229"	"1"	"0"
"5382"	"4"	"3"	"3"	"2"	"380"	"5"	"7"	"90"	"26"	"30"	"15"	"13"	"6"	"2"	"5"	"2"	"2"	"2"	"11"	"1"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"223"	"223"	"19"	"6"	"0"	"248"	"248"	"1"	"0"
"5383"	"4"	"3"	"3"	"2"	"380"	"2"	"6"	"74"	"31"	"21"	"11"	"7"	"1"	"2"	"5"	"1"	"2"	"1"	"5"	"0"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"173"	"173"	"8"	"3"	"0"	"184"	"184"	"1"	"0"
"5384"	"4"	"3"	"3"	"2"	"380"	"5"	"5"	"93"	"33"	"17"	"8"	"15"	"5"	"1"	"6"	"0"	"3"	"3"	"6"	"0"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"206"	"206"	"12"	"4"	"0"	"222"	"222"	"1"	"0"
"5385"	"4"	"3"	"3"	"2"	"380"	"1"	"9"	"88"	"23"	"20"	"7"	"13"	"3"	"1"	"4"	"1"	"2"	"2"	"8"	"0"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"188"	"188"	"14"	"9"	"0"	"211"	"211"	"1"	"0"
"5386"	"4"	"3"	"3"	"2"	"380"	"3"	"5"	"74"	"29"	"25"	"9"	"12"	"2"	"1"	"1"	"1"	"0"	"4"	"9"	"0"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"182"	"182"	"9"	"9"	"0"	"200"	"200"	"1"	"0"
"5387"	"4"	"3"	"3"	"2"	"380"	"2"	"9"	"48"	"19"	"21"	"10"	"11"	"4"	"1"	"3"	"2"	"0"	"1"	"8"	"1"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"149"	"149"	"13"	"11"	"0"	"173"	"173"	"1"	"0"
"5388"	"4"	"3"	"3"	"2"	"223"	"0"	"3"	"40"	"19"	"19"	"3"	"5"	"2"	"1"	"2"	"2"	"1"	"1"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"102"	"102"	"2"	"0"	"0"	"104"	"104"	"1"	"0"
"5389"	"4"	"3"	"3"	"2"	"217"	"2"	"8"	"37"	"22"	"12"	"5"	"8"	"3"	"1"	"6"	"4"	"2"	"1"	"4"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"118"	"118"	"5"	"2"	"92"	"125"	"125"	"1"	"0"
"5390"	"4"	"3"	"3"	"2"	"380"	"4"	"7"	"67"	"47"	"10"	"13"	"4"	"12"	"2"	"2"	"10"	"1"	"6"	"15"	"3"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"209"	"209"	"18"	"10"	"0"	"237"	"237"	"1"	"0"
"5391"	"4"	"3"	"3"	"2"	"380"	"6"	"3"	"49"	"43"	"20"	"17"	"6"	"21"	"3"	"7"	"8"	"3"	"5"	"15"	"5"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"215"	"215"	"22"	"8"	"0"	"245"	"245"	"1"	"0"
"5392"	"4"	"3"	"3"	"2"	"377"	"3"	"3"	"79"	"34"	"20"	"21"	"14"	"16"	"4"	"4"	"5"	"7"	"3"	"13"	"4"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"231"	"231"	"15"	"3"	"0"	"249"	"249"	"1"	"0"
"5393"	"4"	"3"	"3"	"2"	"380"	"2"	"5"	"61"	"40"	"15"	"12"	"9"	"17"	"4"	"7"	"3"	"1"	"3"	"9"	"4"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"197"	"197"	"11"	"3"	"0"	"211"	"211"	"1"	"0"
"5394"	"4"	"3"	"3"	"2"	"380"	"3"	"2"	"56"	"42"	"12"	"13"	"3"	"8"	"4"	"12"	"7"	"2"	"7"	"17"	"0"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"193"	"193"	"19"	"7"	"3"	"219"	"219"	"1"	"0"
"5395"	"4"	"3"	"3"	"2"	"380"	"1"	"1"	"58"	"37"	"14"	"22"	"2"	"26"	"6"	"7"	"2"	"4"	"5"	"10"	"1"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"203"	"203"	"19"	"1"	"0"	"223"	"223"	"1"	"0"
"5396"	"4"	"3"	"3"	"2"	"380"	"4"	"3"	"47"	"43"	"4"	"14"	"11"	"13"	"1"	"15"	"11"	"3"	"4"	"12"	"7"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"195"	"195"	"11"	"4"	"0"	"210"	"210"	"1"	"0"
"5397"	"4"	"3"	"3"	"2"	"370"	"2"	"1"	"53"	"25"	"13"	"14"	"4"	"12"	"2"	"5"	"5"	"4"	"6"	"7"	"1"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"158"	"158"	"20"	"8"	"2"	"186"	"186"	"1"	"0"
"5398"	"4"	"3"	"3"	"2"	"370"	"2"	"7"	"57"	"33"	"15"	"11"	"5"	"16"	"5"	"13"	"7"	"7"	"7"	"5"	"3"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"201"	"201"	"2"	"3"	"0"	"206"	"206"	"1"	"0"
"5399"	"4"	"3"	"3"	"2"	"203"	"5"	"11"	"37"	"34"	"21"	"11"	"5"	"15"	"10"	"4"	"5"	"0"	"2"	"8"	"1"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"176"	"176"	"15"	"12"	"0"	"203"	"203"	"1"	"0"
"5400"	"4"	"3"	"3"	"2"	"600"	"5"	"14"	"40"	"30"	"20"	"9"	"10"	"14"	"2"	"6"	"5"	"4"	"1"	"14"	"4"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"186"	"186"	"17"	"10"	"0"	"213"	"213"	"1"	"0"
"5401"	"4"	"3"	"3"	"2"	"400"	"4"	"19"	"44"	"37"	"16"	"16"	"4"	"12"	"7"	"3"	"7"	"2"	"2"	"11"	"3"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"196"	"196"	"11"	"9"	"0"	"216"	"216"	"1"	"0"
"5402"	"4"	"3"	"3"	"2"	"597"	"4"	"13"	"33"	"32"	"17"	"10"	"7"	"8"	"8"	"7"	"4"	"1"	"4"	"11"	"5"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"173"	"173"	"27"	"0"	"0"	"200"	"200"	"1"	"0"
"5403"	"4"	"3"	"3"	"2"	"600"	"5"	"16"	"44"	"23"	"17"	"7"	"7"	"8"	"6"	"5"	"4"	"2"	"4"	"6"	"5"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"166"	"166"	"15"	"8"	"0"	"189"	"189"	"1"	"0"
"5404"	"4"	"3"	"3"	"2"	"421"	"2"	"6"	"19"	"12"	"10"	"6"	"7"	"9"	"3"	"2"	"1"	"1"	"2"	"6"	"2"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"96"	"96"	"8"	"5"	"1"	"109"	"109"	"1"	"0"
"5405"	"4"	"3"	"3"	"2"	"421"	"2"	"5"	"21"	"10"	"4"	"6"	"5"	"2"	"2"	"3"	"2"	"1"	"1"	"3"	"3"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"73"	"73"	"5"	"4"	"0"	"82"	"82"	"1"	"0"
