"MESA"	"TIPO_ELECCION"	"DEPTO"	"MUNI"	"ESTADO_ACTA"	"CANTIDAD_PAPELETAS"	"FUERZA"	"VIVA"	"BIEN"	"MLP"	"UNIDOS"	"UCN"	"VALOR"	"PHG"	"EG"	"PC"	"TODOS"	"SEMILLA"	"CONVERGENCIA"	"LIBRE"	"FCN_NACION"	"UNE"	"VICTORIA"	"URNG_MAIZ"	"VAMOS"	"V20"	"V21"	"V22"	"V23"	"V24"	"V25"	"V26"	"V27"	"V28"	"V29"	"V30"	"VOTOS_VALIDOS_ACTA"	"VOTOS_VALIDOS"	"NULOS"	"BLANCOS"	"INVALIDOS"	"TOTAL_ACTA"	"TOTAL_VOTOS"	"ACTA_CUADRA"	"IMPUGNACIONES"
"15280"	"4"	"14"	"13"	"2"	"380"	"0"	"4"	"41"	"2"	"1"	"2"	"0"	"19"	"1"	"93"	"3"	"0"	"4"	"0"	"3"	"72"	"0"	"1"	"14"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"260"	"260"	"3"	"21"	"0"	"284"	"284"	"1"	"0"
"15281"	"4"	"14"	"13"	"2"	"376"	"0"	"3"	"66"	"2"	"0"	"2"	"2"	"6"	"1"	"81"	"1"	"0"	"3"	"1"	"1"	"70"	"0"	"0"	"10"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"249"	"249"	"9"	"16"	"0"	"274"	"274"	"1"	"0"
"15282"	"4"	"14"	"13"	"2"	"317"	"0"	"3"	"33"	"0"	"0"	"0"	"3"	"10"	"0"	"55"	"0"	"0"	"3"	"0"	"1"	"64"	"0"	"3"	"11"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"186"	"186"	"5"	"12"	"0"	"203"	"203"	"1"	"0"
"15283"	"4"	"14"	"13"	"2"	"316"	"0"	"2"	"42"	"0"	"1"	"0"	"0"	"10"	"1"	"61"	"1"	"0"	"0"	"2"	"0"	"51"	"0"	"0"	"10"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"181"	"181"	"3"	"8"	"0"	"192"	"192"	"1"	"0"
"15284"	"4"	"14"	"13"	"2"	"380"	"2"	"4"	"15"	"5"	"1"	"1"	"4"	"12"	"0"	"52"	"3"	"2"	"3"	"1"	"0"	"84"	"0"	"4"	"41"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"234"	"234"	"16"	"16"	"0"	"266"	"266"	"1"	"0"
"15285"	"4"	"14"	"13"	"2"	"376"	"4"	"4"	"14"	"9"	"0"	"0"	"11"	"16"	"0"	"54"	"2"	"2"	"4"	"0"	"1"	"92"	"0"	"2"	"49"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"264"	"264"	"9"	"16"	"84"	"289"	"289"	"1"	"0"
"15286"	"4"	"14"	"13"	"2"	"380"	"1"	"10"	"14"	"11"	"1"	"0"	"5"	"18"	"1"	"55"	"2"	"2"	"6"	"1"	"1"	"94"	"0"	"2"	"42"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"266"	"266"	"8"	"19"	"0"	"293"	"293"	"1"	"0"
"15287"	"4"	"14"	"13"	"2"	"376"	"1"	"3"	"17"	"8"	"0"	"0"	"4"	"6"	"0"	"53"	"0"	"0"	"2"	"1"	"0"	"87"	"0"	"4"	"56"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"242"	"242"	"12"	"16"	"0"	"270"	"270"	"1"	"0"
"15288"	"4"	"14"	"13"	"2"	"376"	"1"	"3"	"13"	"11"	"0"	"2"	"3"	"15"	"0"	"38"	"2"	"2"	"0"	"1"	"1"	"106"	"0"	"0"	"58"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"256"	"256"	"6"	"15"	"0"	"277"	"277"	"1"	"0"
"15289"	"4"	"14"	"13"	"2"	"380"	"0"	"7"	"15"	"4"	"0"	"1"	"5"	"16"	"0"	"59"	"1"	"0"	"1"	"0"	"1"	"99"	"0"	"0"	"56"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"265"	"265"	"10"	"24"	"0"	"299"	"299"	"1"	"0"
"15290"	"4"	"14"	"13"	"2"	"375"	"0"	"11"	"9"	"4"	"0"	"3"	"10"	"14"	"1"	"93"	"2"	"2"	"3"	"1"	"3"	"62"	"0"	"3"	"55"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"276"	"276"	"7"	"28"	"0"	"311"	"311"	"1"	"0"
"15291"	"4"	"14"	"13"	"2"	"376"	"4"	"5"	"13"	"10"	"1"	"0"	"4"	"6"	"0"	"60"	"0"	"1"	"3"	"0"	"0"	"70"	"0"	"3"	"43"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"223"	"223"	"6"	"8"	"0"	"237"	"237"	"1"	"0"
"15292"	"4"	"14"	"13"	"2"	"379"	"3"	"4"	"11"	"9"	"1"	"3"	"4"	"13"	"0"	"52"	"0"	"2"	"1"	"0"	"1"	"65"	"0"	"7"	"47"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"223"	"223"	"11"	"4"	"0"	"238"	"238"	"1"	"0"
"15293"	"4"	"14"	"13"	"2"	"376"	"3"	"10"	"24"	"9"	"0"	"1"	"4"	"11"	"2"	"46"	"0"	"2"	"3"	"0"	"1"	"75"	"0"	"5"	"39"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"235"	"235"	"9"	"8"	"0"	"252"	"252"	"1"	"0"
"15294"	"4"	"14"	"13"	"2"	"377"	"4"	"6"	"20"	"9"	"0"	"1"	"4"	"15"	"0"	"49"	"0"	"1"	"2"	"0"	"0"	"86"	"0"	"2"	"50"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"249"	"249"	"6"	"7"	"1"	"262"	"262"	"1"	"0"
"15295"	"4"	"14"	"13"	"2"	"380"	"2"	"11"	"13"	"7"	"0"	"0"	"2"	"11"	"0"	"48"	"2"	"0"	"2"	"1"	"1"	"79"	"0"	"5"	"48"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"232"	"232"	"11"	"10"	"0"	"253"	"253"	"1"	"0"
"15296"	"4"	"14"	"13"	"2"	"334"	"2"	"9"	"12"	"6"	"0"	"0"	"3"	"13"	"0"	"65"	"0"	"4"	"0"	"0"	"0"	"71"	"1"	"1"	"46"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"233"	"233"	"7"	"4"	"0"	"244"	"244"	"1"	"0"
"15297"	"4"	"14"	"13"	"2"	"334"	"1"	"10"	"13"	"0"	"1"	"1"	"1"	"10"	"0"	"52"	"0"	"1"	"1"	"0"	"0"	"74"	"0"	"4"	"52"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"221"	"221"	"4"	"11"	"0"	"236"	"236"	"1"	"0"
"15298"	"4"	"14"	"13"	"2"	"380"	"0"	"26"	"49"	"20"	"0"	"0"	"2"	"28"	"0"	"30"	"1"	"0"	"0"	"0"	"3"	"54"	"0"	"4"	"26"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"243"	"243"	"14"	"16"	"0"	"273"	"273"	"1"	"0"
"15299"	"4"	"14"	"13"	"2"	"380"	"0"	"28"	"50"	"13"	"0"	"1"	"0"	"21"	"0"	"49"	"3"	"1"	"3"	"0"	"2"	"68"	"0"	"4"	"39"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"282"	"282"	"14"	"15"	"0"	"311"	"311"	"1"	"0"
"15300"	"4"	"14"	"13"	"2"	"376"	"1"	"30"	"61"	"15"	"0"	"2"	"1"	"26"	"1"	"70"	"2"	"0"	"3"	"0"	"3"	"40"	"1"	"5"	"25"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"286"	"286"	"11"	"6"	"0"	"303"	"303"	"1"	"0"
"15301"	"4"	"14"	"13"	"2"	"376"	"1"	"20"	"63"	"16"	"1"	"4"	"0"	"16"	"0"	"68"	"1"	"0"	"3"	"1"	"1"	"53"	"0"	"1"	"38"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"287"	"287"	"14"	"12"	"0"	"313"	"313"	"1"	"0"
"15302"	"4"	"14"	"13"	"2"	"380"	"1"	"24"	"74"	"13"	"0"	"0"	"0"	"29"	"0"	"78"	"2"	"0"	"4"	"0"	"0"	"19"	"0"	"2"	"26"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"272"	"272"	"12"	"14"	"0"	"298"	"298"	"1"	"0"
"15303"	"4"	"14"	"13"	"2"	"380"	"2"	"32"	"73"	"12"	"0"	"1"	"6"	"17"	"0"	"47"	"0"	"2"	"2"	"0"	"0"	"35"	"1"	"5"	"19"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"254"	"254"	"5"	"4"	"0"	"263"	"263"	"1"	"0"
"15304"	"4"	"14"	"13"	"2"	"380"	"1"	"22"	"63"	"16"	"1"	"1"	"1"	"19"	"0"	"42"	"1"	"0"	"2"	"0"	"2"	"50"	"0"	"6"	"25"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"252"	"252"	"6"	"10"	"0"	"268"	"268"	"1"	"0"
"15305"	"4"	"14"	"13"	"2"	"334"	"0"	"26"	"53"	"7"	"0"	"1"	"3"	"17"	"0"	"41"	"1"	"0"	"0"	"2"	"0"	"45"	"0"	"4"	"21"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"221"	"221"	"12"	"6"	"0"	"239"	"239"	"1"	"0"
"15306"	"4"	"14"	"13"	"2"	"334"	"0"	"29"	"67"	"6"	"0"	"0"	"2"	"31"	"0"	"53"	"0"	"1"	"1"	"1"	"0"	"35"	"0"	"1"	"28"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"255"	"255"	"0"	"5"	"0"	"260"	"260"	"1"	"0"
"15307"	"4"	"14"	"13"	"2"	"380"	"2"	"1"	"49"	"2"	"1"	"4"	"0"	"37"	"1"	"22"	"1"	"0"	"2"	"0"	"0"	"26"	"1"	"2"	"21"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"172"	"172"	"18"	"21"	"0"	"211"	"211"	"1"	"0"
"15308"	"4"	"14"	"13"	"2"	"380"	"0"	"4"	"50"	"3"	"0"	"3"	"0"	"25"	"0"	"20"	"0"	"0"	"2"	"0"	"0"	"39"	"0"	"0"	"18"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"164"	"164"	"9"	"15"	"0"	"188"	"188"	"1"	"0"
"15309"	"4"	"14"	"13"	"2"	"376"	"0"	"3"	"35"	"0"	"0"	"0"	"0"	"51"	"0"	"19"	"1"	"0"	"1"	"1"	"3"	"26"	"0"	"1"	"42"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"183"	"183"	"8"	"16"	"0"	"207"	"207"	"1"	"0"
"15310"	"4"	"14"	"13"	"2"	"312"	"0"	"5"	"39"	"2"	"0"	"1"	"0"	"39"	"0"	"12"	"0"	"1"	"1"	"0"	"0"	"13"	"0"	"2"	"32"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"147"	"147"	"9"	"10"	"0"	"166"	"166"	"1"	"0"
"15311"	"4"	"14"	"13"	"2"	"311"	"0"	"4"	"36"	"1"	"1"	"0"	"0"	"31"	"0"	"14"	"1"	"0"	"1"	"0"	"0"	"19"	"0"	"1"	"26"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"135"	"135"	"5"	"12"	"0"	"152"	"152"	"1"	"0"
"15312"	"4"	"14"	"13"	"2"	"428"	"0"	"8"	"17"	"2"	"1"	"0"	"4"	"25"	"0"	"14"	"0"	"0"	"5"	"0"	"1"	"36"	"0"	"2"	"20"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"135"	"135"	"7"	"14"	"0"	"156"	"156"	"1"	"0"
"15313"	"4"	"14"	"13"	"2"	"427"	"0"	"9"	"10"	"4"	"0"	"0"	"6"	"33"	"1"	"19"	"0"	"0"	"1"	"0"	"1"	"33"	"0"	"1"	"16"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"134"	"134"	"7"	"8"	"0"	"149"	"149"	"1"	"0"
