"MESA"	"TIPO_ELECCION"	"DEPTO"	"MUNI"	"ESTADO_ACTA"	"CANTIDAD_PAPELETAS"	"URNG_MAIZ"	"UNE"	"UCN"	"WINAQ"	"VAMOS"	"CREO"	"TODOS"	"PODEMOS"	"UNIONISTA"	"FCN_NACION"	"PHG"	"MLP"	"UNIDOS"	"V14"	"V15"	"V16"	"V17"	"V18"	"V19"	"V20"	"V21"	"V22"	"V23"	"V24"	"V25"	"V26"	"V27"	"V28"	"V29"	"V30"	"VOTOS_VALIDOS_ACTA"	"VOTOS_VALIDOS"	"NULOS"	"BLANCOS"	"INVALIDOS"	"TOTAL_ACTA"	"TOTAL_VOTOS"	"ACTA_CUADRA"	"IMPUGNACIONES"
"14281"	"4"	"13"	"26"	"2"	"376"	"7"	"18"	"5"	"6"	"11"	"55"	"4"	"2"	"1"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"111"	"111"	"22"	"7"	"0"	"140"	"140"	"1"	"0"
"14282"	"4"	"13"	"26"	"2"	"377"	"7"	"18"	"0"	"20"	"5"	"69"	"3"	"2"	"0"	"2"	"0"	"4"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"132"	"132"	"19"	"6"	"0"	"157"	"157"	"1"	"0"
"14283"	"4"	"13"	"26"	"2"	"376"	"6"	"22"	"3"	"10"	"1"	"71"	"1"	"0"	"1"	"1"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"119"	"119"	"13"	"7"	"0"	"139"	"139"	"1"	"0"
"14284"	"4"	"13"	"26"	"2"	"223"	"3"	"13"	"2"	"7"	"1"	"32"	"3"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"63"	"63"	"6"	"3"	"0"	"72"	"72"	"1"	"0"
"14285"	"4"	"13"	"26"	"2"	"222"	"8"	"9"	"2"	"11"	"2"	"35"	"0"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"72"	"72"	"9"	"3"	"0"	"84"	"84"	"1"	"0"
"14286"	"4"	"13"	"26"	"2"	"380"	"9"	"43"	"0"	"6"	"14"	"57"	"8"	"9"	"0"	"2"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"149"	"149"	"31"	"6"	"0"	"186"	"186"	"1"	"0"
"14287"	"4"	"13"	"26"	"2"	"344"	"16"	"56"	"1"	"3"	"5"	"37"	"5"	"2"	"1"	"2"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"130"	"130"	"11"	"10"	"0"	"151"	"151"	"1"	"0"
"14288"	"4"	"13"	"26"	"2"	"343"	"10"	"43"	"0"	"10"	"10"	"51"	"5"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"136"	"136"	"11"	"8"	"0"	"155"	"155"	"1"	"0"
"14289"	"4"	"13"	"26"	"2"	"376"	"31"	"13"	"7"	"6"	"5"	"45"	"4"	"8"	"0"	"2"	"0"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"124"	"124"	"21"	"6"	"0"	"151"	"151"	"1"	"0"
"14290"	"4"	"13"	"26"	"2"	"376"	"29"	"38"	"8"	"14"	"4"	"51"	"0"	"8"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"154"	"154"	"16"	"14"	"0"	"184"	"184"	"1"	"0"
"14291"	"4"	"13"	"26"	"2"	"380"	"50"	"30"	"9"	"4"	"2"	"59"	"3"	"6"	"2"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"167"	"167"	"15"	"16"	"0"	"198"	"198"	"1"	"0"
"14292"	"4"	"13"	"26"	"2"	"380"	"29"	"21"	"4"	"7"	"15"	"32"	"1"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"111"	"111"	"14"	"10"	"0"	"135"	"135"	"1"	"0"
"14293"	"4"	"13"	"26"	"2"	"376"	"57"	"23"	"7"	"5"	"2"	"52"	"2"	"4"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"153"	"153"	"15"	"1"	"0"	"169"	"169"	"1"	"0"
"14294"	"4"	"13"	"26"	"2"	"266"	"24"	"17"	"3"	"4"	"7"	"34"	"1"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"96"	"96"	"8"	"7"	"0"	"111"	"111"	"1"	"0"
"14295"	"4"	"13"	"26"	"2"	"265"	"21"	"13"	"5"	"2"	"3"	"46"	"0"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"96"	"96"	"7"	"5"	"0"	"108"	"108"	"1"	"0"
"14296"	"4"	"13"	"26"	"2"	"380"	"7"	"42"	"7"	"5"	"4"	"77"	"0"	"13"	"1"	"0"	"0"	"2"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"160"	"160"	"21"	"10"	"0"	"191"	"191"	"1"	"0"
"14297"	"4"	"13"	"26"	"2"	"376"	"10"	"54"	"11"	"2"	"5"	"70"	"1"	"20"	"0"	"0"	"0"	"3"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"178"	"178"	"18"	"12"	"0"	"208"	"208"	"1"	"0"
"14298"	"4"	"13"	"26"	"2"	"223"	"7"	"26"	"6"	"2"	"0"	"50"	"0"	"6"	"1"	"2"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"102"	"102"	"9"	"5"	"0"	"116"	"116"	"1"	"0"
"14299"	"4"	"13"	"26"	"2"	"221"	"7"	"23"	"8"	"1"	"1"	"43"	"0"	"6"	"1"	"2"	"0"	"4"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"97"	"97"	"6"	"9"	"0"	"112"	"112"	"1"	"0"
"14300"	"4"	"13"	"26"	"2"	"376"	"7"	"23"	"2"	"2"	"7"	"112"	"4"	"16"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"173"	"173"	"18"	"6"	"0"	"197"	"197"	"1"	"0"
"14301"	"4"	"13"	"26"	"2"	"373"	"3"	"19"	"1"	"3"	"4"	"92"	"0"	"10"	"0"	"0"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"135"	"135"	"16"	"7"	"0"	"158"	"158"	"1"	"0"
"14302"	"4"	"13"	"26"	"2"	"370"	"4"	"19"	"0"	"2"	"9"	"74"	"3"	"17"	"0"	"2"	"1"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"133"	"133"	"13"	"6"	"0"	"152"	"152"	"1"	"0"
"14303"	"4"	"13"	"26"	"2"	"370"	"3"	"18"	"0"	"2"	"5"	"91"	"2"	"20"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"142"	"142"	"11"	"6"	"0"	"159"	"159"	"1"	"0"
"14304"	"4"	"13"	"26"	"2"	"380"	"8"	"115"	"0"	"1"	"1"	"48"	"0"	"22"	"0"	"1"	"0"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"200"	"200"	"13"	"5"	"0"	"218"	"218"	"1"	"0"
"14305"	"4"	"13"	"26"	"2"	"376"	"6"	"75"	"0"	"0"	"5"	"106"	"1"	"12"	"1"	"0"	"1"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"210"	"210"	"13"	"7"	"0"	"230"	"230"	"1"	"0"
"14306"	"4"	"13"	"26"	"2"	"380"	"1"	"116"	"1"	"3"	"3"	"51"	"0"	"14"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"190"	"190"	"15"	"2"	"0"	"207"	"207"	"1"	"0"
"14307"	"4"	"13"	"26"	"2"	"313"	"8"	"76"	"1"	"2"	"1"	"60"	"1"	"17"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"168"	"168"	"7"	"2"	"0"	"177"	"177"	"1"	"0"
"14308"	"4"	"13"	"26"	"2"	"313"	"7"	"83"	"0"	"0"	"1"	"64"	"0"	"16"	"0"	"0"	"0"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"175"	"175"	"7"	"4"	"0"	"186"	"186"	"1"	"0"
"14309"	"4"	"13"	"26"	"2"	"600"	"7"	"19"	"4"	"19"	"3"	"66"	"3"	"2"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"126"	"126"	"5"	"0"	"0"	"139"	"131"	"0"	"0"
"14310"	"4"	"13"	"26"	"2"	"596"	"4"	"17"	"4"	"20"	"9"	"83"	"2"	"7"	"0"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"149"	"149"	"15"	"6"	"0"	"170"	"170"	"1"	"0"
"14311"	"4"	"13"	"26"	"2"	"596"	"7"	"27"	"6"	"14"	"5"	"71"	"4"	"6"	"0"	"2"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"144"	"144"	"12"	"7"	"0"	"163"	"163"	"1"	"0"
"14312"	"4"	"13"	"26"	"2"	"447"	"8"	"10"	"3"	"11"	"3"	"45"	"1"	"5"	"1"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"89"	"89"	"8"	"4"	"0"	"101"	"101"	"1"	"0"
"14313"	"4"	"13"	"26"	"2"	"447"	"1"	"4"	"2"	"3"	"1"	"26"	"2"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"42"	"42"	"4"	"0"	"0"	"46"	"46"	"1"	"0"
