"MESA"	"TIPO_ELECCION"	"DEPTO"	"MUNI"	"ESTADO_ACTA"	"CANTIDAD_PAPELETAS"	"UNE"	"CREO"	"PPT"	"VALOR"	"UCN"	"TODOS"	"PC"	"VAMOS"	"SEMILLA"	"CONVERGENCIA"	"FCN_NACION"	"LIBRE"	"FUERZA"	"PODEMOS"	"VICTORIA"	"VIVA"	"PHG"	"V18"	"V19"	"V20"	"V21"	"V22"	"V23"	"V24"	"V25"	"V26"	"V27"	"V28"	"V29"	"V30"	"VOTOS_VALIDOS_ACTA"	"VOTOS_VALIDOS"	"NULOS"	"BLANCOS"	"INVALIDOS"	"TOTAL_ACTA"	"TOTAL_VOTOS"	"ACTA_CUADRA"	"IMPUGNACIONES"
"6585"	"4"	"5"	"2"	"2"	"596"	"57"	"24"	"85"	"6"	"16"	"1"	"5"	"7"	"50"	"3"	"7"	"6"	"5"	"3"	"3"	"1"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"287"	"287"	"25"	"1"	"0"	"313"	"313"	"1"	"0"
"6586"	"4"	"5"	"2"	"2"	"0"	"55"	"17"	"69"	"1"	"12"	"4"	"5"	"5"	"47"	"4"	"5"	"4"	"1"	"2"	"0"	"4"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"242"	"242"	"18"	"4"	"0"	"264"	"264"	"1"	"0"
"6587"	"4"	"5"	"2"	"2"	"598"	"49"	"18"	"65"	"8"	"32"	"4"	"8"	"3"	"47"	"4"	"4"	"5"	"0"	"2"	"2"	"1"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"259"	"259"	"18"	"5"	"0"	"282"	"282"	"1"	"0"
"6588"	"4"	"5"	"2"	"2"	"0"	"61"	"33"	"77"	"10"	"4"	"1"	"8"	"2"	"54"	"4"	"5"	"5"	"14"	"4"	"1"	"3"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"288"	"288"	"14"	"4"	"0"	"306"	"306"	"1"	"0"
"6589"	"4"	"5"	"2"	"2"	"599"	"47"	"25"	"66"	"6"	"14"	"2"	"6"	"7"	"70"	"4"	"7"	"2"	"1"	"3"	"1"	"2"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"269"	"269"	"9"	"5"	"0"	"283"	"283"	"1"	"0"
"6590"	"4"	"5"	"2"	"2"	"594"	"57"	"21"	"55"	"2"	"14"	"4"	"5"	"4"	"51"	"1"	"7"	"2"	"3"	"3"	"2"	"1"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"238"	"238"	"16"	"7"	"0"	"261"	"261"	"1"	"0"
"6591"	"4"	"5"	"2"	"2"	"600"	"49"	"29"	"67"	"6"	"17"	"3"	"7"	"4"	"57"	"5"	"2"	"6"	"0"	"1"	"1"	"2"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"261"	"261"	"9"	"3"	"0"	"273"	"273"	"1"	"0"
"6592"	"4"	"5"	"2"	"2"	"600"	"62"	"23"	"49"	"7"	"21"	"4"	"8"	"8"	"41"	"0"	"5"	"2"	"2"	"2"	"2"	"2"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"247"	"247"	"11"	"4"	"0"	"262"	"262"	"1"	"0"
"6593"	"4"	"5"	"2"	"2"	"596"	"41"	"13"	"39"	"7"	"14"	"2"	"6"	"3"	"36"	"3"	"7"	"1"	"1"	"1"	"0"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"177"	"177"	"11"	"1"	"0"	"189"	"189"	"1"	"0"
"6594"	"4"	"5"	"2"	"2"	"440"	"31"	"11"	"27"	"4"	"6"	"0"	"1"	"6"	"20"	"0"	"3"	"2"	"0"	"0"	"0"	"1"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"117"	"117"	"2"	"1"	"0"	"120"	"120"	"1"	"0"
"6595"	"4"	"5"	"2"	"2"	"439"	"11"	"1"	"10"	"3"	"4"	"0"	"0"	"2"	"2"	"0"	"3"	"2"	"0"	"2"	"0"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"43"	"43"	"3"	"0"	"0"	"46"	"46"	"1"	"0"
