"MESA"	"TIPO_ELECCION"	"DEPTO"	"MUNI"	"ESTADO_ACTA"	"CANTIDAD_PAPELETAS"	"VAMOS"	"TODOS"	"CREO"	"UNIONISTA"	"EG"	"WINAQ"	"UNE"	"VALOR"	"UCN"	"URNG_MAIZ"	"PHG"	"PODEMOS"	"MLP"	"VIVA"	"PC"	"BIEN"	"UNIDOS"	"PAN"	"FCN_NACION"	"FUERZA"	"PPT"	"SEMILLA"	"VICTORIA"	"LIBRE"	"AVANZA"	"V26"	"V27"	"V28"	"V29"	"V30"	"VOTOS_VALIDOS_ACTA"	"VOTOS_VALIDOS"	"NULOS"	"BLANCOS"	"INVALIDOS"	"TOTAL_ACTA"	"TOTAL_VOTOS"	"ACTA_CUADRA"	"IMPUGNACIONES"
"10312"	"3"	"10"	"1"	"2"	"0"	"8"	"4"	"3"	"3"	"2"	"2"	"19"	"5"	"6"	"13"	"5"	"3"	"4"	"9"	"1"	"3"	"2"	"4"	"1"	"10"	"0"	"12"	"10"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"131"	"131"	"23"	"7"	"0"	"161"	"161"	"1"	"0"
"10313"	"3"	"10"	"1"	"2"	"415"	"5"	"0"	"1"	"2"	"2"	"0"	"4"	"0"	"2"	"5"	"1"	"1"	"0"	"3"	"1"	"1"	"0"	"2"	"2"	"5"	"0"	"5"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"43"	"43"	"5"	"3"	"0"	"51"	"51"	"1"	"0"
"10314"	"3"	"10"	"1"	"2"	"419"	"2"	"1"	"4"	"1"	"1"	"0"	"3"	"2"	"3"	"1"	"1"	"0"	"0"	"3"	"0"	"1"	"0"	"1"	"1"	"0"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"28"	"28"	"3"	"2"	"386"	"33"	"33"	"1"	"0"
"10315"	"3"	"10"	"2"	"2"	"400"	"5"	"3"	"2"	"1"	"1"	"3"	"58"	"5"	"58"	"6"	"8"	"1"	"6"	"2"	"4"	"4"	"2"	"3"	"10"	"14"	"2"	"7"	"5"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"180"	"211"	"50"	"40"	"0"	"270"	"301"	"0"	"1"
"10316"	"3"	"10"	"2"	"2"	"400"	"3"	"6"	"2"	"1"	"2"	"4"	"49"	"6"	"55"	"6"	"1"	"0"	"10"	"4"	"0"	"6"	"1"	"7"	"12"	"12"	"0"	"8"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"203"	"203"	"29"	"28"	"0"	"260"	"260"	"1"	"0"
"10317"	"3"	"10"	"2"	"2"	"400"	"11"	"5"	"6"	"2"	"3"	"1"	"50"	"8"	"59"	"6"	"4"	"2"	"11"	"6"	"4"	"4"	"2"	"6"	"13"	"4"	"0"	"17"	"7"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"132"	"232"	"26"	"26"	"0"	"284"	"284"	"0"	"0"
"10318"	"3"	"10"	"2"	"2"	"400"	"7"	"2"	"6"	"0"	"1"	"3"	"51"	"4"	"53"	"8"	"6"	"0"	"8"	"4"	"3"	"8"	"7"	"6"	"12"	"19"	"1"	"12"	"4"	"4"	"3"	"0"	"0"	"0"	"0"	"0"	"232"	"232"	"33"	"39"	"0"	"304"	"304"	"1"	"0"
"10319"	"3"	"10"	"2"	"2"	"400"	"7"	"7"	"1"	"1"	"3"	"3"	"57"	"3"	"73"	"8"	"6"	"3"	"7"	"1"	"3"	"8"	"0"	"5"	"12"	"6"	"2"	"11"	"3"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"233"	"233"	"35"	"18"	"0"	"286"	"286"	"1"	"0"
"10320"	"3"	"10"	"2"	"2"	"388"	"4"	"4"	"3"	"0"	"4"	"4"	"67"	"6"	"62"	"8"	"3"	"1"	"11"	"2"	"5"	"4"	"0"	"10"	"15"	"7"	"0"	"10"	"3"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"234"	"234"	"33"	"26"	"0"	"293"	"293"	"1"	"0"
"10321"	"3"	"10"	"2"	"2"	"399"	"6"	"4"	"7"	"0"	"4"	"6"	"60"	"8"	"72"	"5"	"3"	"2"	"12"	"4"	"5"	"4"	"2"	"6"	"18"	"15"	"0"	"7"	"2"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"255"	"255"	"24"	"21"	"0"	"300"	"300"	"1"	"0"
"10322"	"3"	"10"	"2"	"2"	"400"	"11"	"5"	"7"	"0"	"8"	"7"	"57"	"6"	"65"	"5"	"6"	"3"	"8"	"5"	"4"	"2"	"2"	"11"	"10"	"10"	"0"	"11"	"4"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"251"	"251"	"23"	"29"	"4"	"303"	"303"	"1"	"0"
"10323"	"3"	"10"	"2"	"2"	"400"	"7"	"5"	"6"	"0"	"2"	"0"	"41"	"8"	"70"	"3"	"7"	"0"	"10"	"3"	"4"	"2"	"2"	"5"	"9"	"7"	"3"	"12"	"3"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"202"	"212"	"38"	"33"	"0"	"283"	"283"	"0"	"0"
"10324"	"3"	"10"	"2"	"2"	"400"	"9"	"4"	"6"	"2"	"1"	"6"	"47"	"3"	"53"	"2"	"4"	"2"	"16"	"5"	"5"	"4"	"0"	"2"	"15"	"9"	"2"	"14"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"216"	"216"	"13"	"18"	"0"	"247"	"247"	"1"	"2"
"10325"	"3"	"10"	"2"	"2"	"400"	"2"	"2"	"1"	"1"	"5"	"3"	"56"	"6"	"59"	"6"	"8"	"3"	"12"	"2"	"5"	"4"	"1"	"3"	"10"	"13"	"3"	"11"	"1"	"2"	"4"	"0"	"0"	"0"	"0"	"0"	"223"	"223"	"18"	"29"	"0"	"270"	"270"	"1"	"1"
"10326"	"3"	"10"	"2"	"2"	"400"	"7"	"1"	"5"	"1"	"6"	"3"	"43"	"7"	"54"	"7"	"3"	"1"	"9"	"5"	"4"	"4"	"0"	"4"	"5"	"8"	"1"	"13"	"2"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"196"	"196"	"34"	"28"	"0"	"258"	"258"	"1"	"0"
"10327"	"3"	"10"	"2"	"2"	"400"	"8"	"5"	"5"	"0"	"3"	"2"	"38"	"6"	"42"	"2"	"8"	"2"	"3"	"6"	"2"	"9"	"3"	"4"	"9"	"11"	"0"	"12"	"5"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"189"	"189"	"26"	"34"	"0"	"249"	"249"	"1"	"3"
"10328"	"3"	"10"	"2"	"2"	"400"	"7"	"5"	"4"	"2"	"2"	"5"	"46"	"6"	"58"	"5"	"4"	"4"	"12"	"3"	"3"	"2"	"0"	"2"	"5"	"10"	"1"	"11"	"3"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"202"	"202"	"31"	"22"	"0"	"255"	"255"	"1"	"2"
"10329"	"3"	"10"	"2"	"2"	"400"	"5"	"3"	"1"	"1"	"3"	"4"	"37"	"7"	"49"	"8"	"5"	"2"	"5"	"3"	"5"	"0"	"1"	"3"	"9"	"12"	"2"	"9"	"4"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"180"	"180"	"27"	"34"	"0"	"241"	"241"	"1"	"0"
"10330"	"3"	"10"	"2"	"2"	"400"	"6"	"5"	"0"	"1"	"4"	"4"	"4"	"8"	"8"	"8"	"7"	"1"	"7"	"4"	"3"	"3"	"4"	"5"	"12"	"10"	"0"	"15"	"5"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"216"	"126"	"18"	"19"	"0"	"253"	"163"	"0"	"1"
"10331"	"3"	"10"	"2"	"2"	"395"	"8"	"8"	"0"	"1"	"3"	"4"	"40"	"3"	"61"	"4"	"12"	"2"	"14"	"1"	"9"	"1"	"0"	"3"	"9"	"21"	"1"	"16"	"8"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"232"	"232"	"16"	"10"	"0"	"258"	"258"	"1"	"0"
"10332"	"3"	"10"	"2"	"2"	"395"	"7"	"6"	"1"	"1"	"10"	"6"	"46"	"8"	"67"	"5"	"10"	"1"	"7"	"2"	"6"	"1"	"0"	"4"	"7"	"11"	"0"	"13"	"4"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"226"	"226"	"18"	"21"	"3"	"265"	"265"	"1"	"0"
"10333"	"3"	"10"	"2"	"2"	"400"	"4"	"1"	"1"	"0"	"1"	"1"	"75"	"5"	"50"	"11"	"4"	"0"	"4"	"7"	"3"	"5"	"1"	"4"	"3"	"3"	"0"	"10"	"3"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"197"	"197"	"31"	"28"	"0"	"256"	"256"	"1"	"0"
"10334"	"3"	"10"	"2"	"2"	"400"	"6"	"7"	"2"	"2"	"4"	"1"	"57"	"11"	"60"	"11"	"3"	"1"	"5"	"3"	"3"	"8"	"2"	"7"	"13"	"2"	"0"	"7"	"3"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"217"	"219"	"29"	"28"	"0"	"274"	"276"	"0"	"0"
"10335"	"3"	"10"	"2"	"2"	"400"	"3"	"3"	"2"	"0"	"2"	"3"	"60"	"7"	"50"	"4"	"2"	"1"	"12"	"6"	"4"	"2"	"2"	"5"	"20"	"4"	"0"	"14"	"3"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"212"	"212"	"29"	"22"	"0"	"263"	"263"	"1"	"0"
"10336"	"3"	"10"	"2"	"2"	"400"	"6"	"4"	"4"	"0"	"1"	"1"	"68"	"4"	"54"	"7"	"7"	"1"	"10"	"6"	"9"	"3"	"1"	"6"	"13"	"3"	"1"	"17"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"230"	"230"	"28"	"24"	"0"	"282"	"282"	"1"	"0"
"10337"	"3"	"10"	"2"	"2"	"400"	"5"	"4"	"5"	"0"	"4"	"2"	"59"	"9"	"38"	"9"	"4"	"0"	"10"	"8"	"7"	"5"	"3"	"6"	"11"	"5"	"2"	"9"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"209"	"209"	"30"	"38"	"0"	"277"	"277"	"1"	"0"
"10338"	"3"	"10"	"2"	"2"	"400"	"6"	"1"	"2"	"0"	"6"	"2"	"70"	"7"	"49"	"12"	"5"	"0"	"7"	"8"	"2"	"6"	"5"	"3"	"10"	"6"	"0"	"11"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"226"	"226"	"32"	"30"	"0"	"288"	"288"	"1"	"0"
"10339"	"3"	"10"	"2"	"2"	"0"	"7"	"4"	"1"	"1"	"2"	"4"	"60"	"6"	"53"	"9"	"3"	"1"	"9"	"7"	"1"	"2"	"1"	"9"	"18"	"6"	"0"	"8"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"214"	"215"	"27"	"25"	"0"	"266"	"267"	"0"	"0"
"10340"	"3"	"10"	"2"	"2"	"400"	"2"	"3"	"1"	"1"	"2"	"4"	"77"	"8"	"47"	"4"	"7"	"1"	"4"	"3"	"2"	"4"	"2"	"6"	"13"	"4"	"0"	"11"	"8"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"216"	"216"	"0"	"25"	"39"	"241"	"241"	"1"	"0"
"10341"	"3"	"10"	"2"	"2"	"400"	"6"	"4"	"2"	"0"	"1"	"1"	"68"	"4"	"49"	"3"	"2"	"1"	"8"	"4"	"0"	"1"	"3"	"5"	"10"	"4"	"0"	"11"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"192"	"192"	"27"	"24"	"0"	"243"	"243"	"1"	"0"
"10342"	"3"	"10"	"2"	"2"	"400"	"4"	"8"	"4"	"1"	"2"	"1"	"113"	"2"	"35"	"7"	"2"	"0"	"3"	"8"	"0"	"3"	"3"	"3"	"8"	"2"	"0"	"13"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"224"	"224"	"25"	"20"	"0"	"269"	"269"	"1"	"0"
"10343"	"3"	"10"	"2"	"2"	"400"	"4"	"3"	"2"	"0"	"1"	"1"	"71"	"6"	"49"	"8"	"3"	"1"	"8"	"4"	"6"	"0"	"1"	"4"	"9"	"8"	"0"	"15"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"208"	"208"	"17"	"19"	"0"	"244"	"244"	"1"	"0"
"10344"	"3"	"10"	"2"	"2"	"400"	"4"	"8"	"2"	"0"	"4"	"3"	"55"	"5"	"34"	"6"	"5"	"2"	"5"	"6"	"1"	"1"	"1"	"2"	"18"	"4"	"1"	"14"	"5"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"188"	"188"	"14"	"27"	"0"	"229"	"229"	"1"	"0"
"10345"	"3"	"10"	"2"	"2"	"400"	"6"	"4"	"1"	"2"	"1"	"1"	"72"	"4"	"43"	"7"	"0"	"0"	"6"	"5"	"3"	"2"	"1"	"6"	"10"	"5"	"0"	"3"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"185"	"185"	"28"	"36"	"0"	"249"	"249"	"1"	"0"
"10346"	"3"	"10"	"2"	"2"	"400"	"5"	"1"	"1"	"0"	"3"	"2"	"62"	"7"	"33"	"13"	"9"	"1"	"6"	"7"	"2"	"1"	"0"	"7"	"9"	"6"	"0"	"13"	"5"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"195"	"195"	"33"	"20"	"0"	"248"	"248"	"1"	"1"
"10347"	"3"	"10"	"2"	"2"	"400"	"10"	"4"	"0"	"1"	"5"	"3"	"53"	"6"	"35"	"5"	"4"	"0"	"4"	"3"	"6"	"0"	"2"	"5"	"11"	"7"	"0"	"5"	"7"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"177"	"177"	"22"	"29"	"0"	"228"	"228"	"1"	"2"
"10348"	"3"	"10"	"2"	"2"	"400"	"3"	"2"	"3"	"1"	"1"	"2"	"58"	"3"	"43"	"8"	"3"	"0"	"7"	"6"	"4"	"5"	"0"	"5"	"6"	"7"	"0"	"10"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"180"	"180"	"22"	"35"	"0"	"237"	"237"	"1"	"0"
"10349"	"3"	"10"	"2"	"2"	"400"	"2"	"1"	"0"	"1"	"4"	"2"	"45"	"4"	"46"	"6"	"4"	"4"	"11"	"1"	"6"	"1"	"0"	"2"	"14"	"3"	"0"	"14"	"7"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"179"	"179"	"29"	"22"	"0"	"230"	"230"	"1"	"0"
"10350"	"3"	"10"	"2"	"2"	"388"	"6"	"4"	"2"	"2"	"3"	"8"	"45"	"3"	"35"	"10"	"3"	"1"	"8"	"4"	"2"	"0"	"0"	"5"	"6"	"4"	"0"	"10"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"163"	"163"	"19"	"29"	"0"	"211"	"211"	"1"	"0"
"10351"	"3"	"10"	"2"	"2"	"338"	"7"	"4"	"1"	"1"	"2"	"2"	"53"	"3"	"47"	"8"	"6"	"0"	"7"	"3"	"2"	"2"	"0"	"2"	"6"	"8"	"0"	"9"	"4"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"178"	"178"	"17"	"20"	"0"	"215"	"215"	"1"	"0"
"10352"	"3"	"10"	"2"	"2"	"337"	"5"	"3"	"3"	"0"	"2"	"2"	"55"	"8"	"33"	"6"	"5"	"0"	"4"	"7"	"1"	"1"	"0"	"6"	"7"	"4"	"1"	"9"	"3"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"166"	"166"	"11"	"14"	"0"	"191"	"191"	"1"	"0"
"10353"	"3"	"10"	"2"	"2"	"600"	"5"	"3"	"0"	"0"	"1"	"2"	"24"	"0"	"17"	"5"	"2"	"0"	"3"	"3"	"4"	"0"	"0"	"6"	"2"	"5"	"0"	"3"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"87"	"87"	"18"	"19"	"0"	"124"	"124"	"1"	"0"
"10354"	"3"	"10"	"2"	"2"	"600"	"5"	"3"	"3"	"0"	"0"	"0"	"16"	"2"	"17"	"4"	"8"	"1"	"4"	"0"	"0"	"1"	"0"	"2"	"2"	"2"	"0"	"6"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"78"	"78"	"13"	"11"	"0"	"102"	"102"	"1"	"0"
"10355"	"3"	"10"	"2"	"2"	"416"	"5"	"2"	"0"	"1"	"0"	"1"	"11"	"1"	"9"	"3"	"5"	"0"	"2"	"1"	"2"	"1"	"0"	"1"	"3"	"2"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"53"	"53"	"11"	"9"	"0"	"73"	"73"	"1"	"1"
"10356"	"3"	"10"	"2"	"2"	"416"	"0"	"1"	"0"	"0"	"1"	"0"	"3"	"2"	"3"	"3"	"1"	"0"	"1"	"1"	"0"	"0"	"1"	"0"	"2"	"4"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"26"	"26"	"3"	"3"	"0"	"32"	"32"	"1"	"0"
"10357"	"3"	"10"	"3"	"2"	"400"	"11"	"35"	"5"	"4"	"4"	"2"	"52"	"2"	"38"	"10"	"18"	"0"	"1"	"11"	"4"	"1"	"2"	"3"	"2"	"42"	"1"	"5"	"5"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"259"	"259"	"23"	"34"	"0"	"316"	"316"	"1"	"0"
"10358"	"3"	"10"	"3"	"2"	"388"	"13"	"35"	"4"	"0"	"3"	"3"	"31"	"1"	"36"	"11"	"16"	"2"	"3"	"3"	"8"	"2"	"1"	"2"	"5"	"51"	"1"	"14"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"247"	"247"	"25"	"34"	"0"	"306"	"306"	"1"	"0"
"10359"	"3"	"10"	"3"	"2"	"400"	"12"	"38"	"3"	"4"	"1"	"2"	"38"	"4"	"35"	"16"	"11"	"1"	"0"	"7"	"2"	"1"	"3"	"4"	"2"	"50"	"0"	"12"	"2"	"4"	"1"	"0"	"0"	"0"	"0"	"0"	"253"	"253"	"30"	"30"	"0"	"313"	"313"	"1"	"0"
"10360"	"3"	"10"	"3"	"2"	"400"	"16"	"38"	"3"	"1"	"3"	"4"	"49"	"1"	"40"	"14"	"14"	"0"	"0"	"5"	"12"	"1"	"1"	"1"	"6"	"57"	"0"	"7"	"2"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"278"	"278"	"28"	"35"	"0"	"341"	"341"	"1"	"0"
"10361"	"3"	"10"	"3"	"2"	"400"	"9"	"32"	"2"	"0"	"1"	"2"	"56"	"1"	"56"	"10"	"12"	"1"	"3"	"2"	"3"	"4"	"0"	"3"	"5"	"36"	"0"	"5"	"2"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"248"	"248"	"24"	"42"	"0"	"314"	"314"	"1"	"0"
"10362"	"3"	"10"	"3"	"2"	"400"	"16"	"56"	"5"	"2"	"0"	"4"	"62"	"1"	"39"	"5"	"7"	"1"	"2"	"4"	"2"	"3"	"0"	"3"	"3"	"35"	"2"	"12"	"4"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"269"	"269"	"22"	"51"	"0"	"342"	"342"	"1"	"0"
"10363"	"3"	"10"	"3"	"2"	"401"	"16"	"56"	"2"	"0"	"3"	"4"	"53"	"5"	"61"	"13"	"3"	"0"	"4"	"2"	"1"	"1"	"1"	"3"	"5"	"40"	"0"	"6"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"282"	"282"	"23"	"28"	"68"	"333"	"333"	"1"	"0"
"10364"	"3"	"10"	"3"	"2"	"315"	"10"	"49"	"3"	"1"	"1"	"3"	"37"	"3"	"46"	"7"	"7"	"0"	"2"	"9"	"3"	"0"	"3"	"6"	"6"	"53"	"0"	"3"	"2"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"257"	"257"	"24"	"34"	"0"	"315"	"315"	"1"	"0"
"10365"	"3"	"10"	"3"	"2"	"400"	"12"	"45"	"0"	"3"	"1"	"2"	"41"	"1"	"45"	"8"	"15"	"0"	"1"	"3"	"4"	"0"	"0"	"3"	"0"	"48"	"1"	"8"	"4"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"246"	"246"	"16"	"19"	"0"	"281"	"281"	"1"	"0"
"10366"	"3"	"10"	"3"	"2"	"400"	"15"	"35"	"5"	"1"	"3"	"4"	"40"	"3"	"31"	"14"	"16"	"2"	"6"	"5"	"4"	"4"	"0"	"5"	"1"	"52"	"0"	"11"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"260"	"260"	"17"	"24"	"0"	"301"	"301"	"1"	"0"
"10367"	"3"	"10"	"3"	"2"	"401"	"13"	"46"	"3"	"3"	"0"	"4"	"41"	"5"	"40"	"7"	"16"	"1"	"1"	"2"	"3"	"3"	"1"	"1"	"4"	"42"	"0"	"12"	"5"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"255"	"255"	"17"	"32"	"0"	"304"	"304"	"1"	"1"
"10368"	"3"	"10"	"3"	"2"	"318"	"13"	"56"	"2"	"5"	"1"	"9"	"49"	"4"	"48"	"10"	"18"	"1"	"0"	"1"	"5"	"5"	"1"	"2"	"3"	"51"	"1"	"7"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"296"	"296"	"14"	"8"	"0"	"318"	"318"	"1"	"0"
"10369"	"3"	"10"	"3"	"2"	"280"	"11"	"43"	"2"	"5"	"1"	"1"	"24"	"3"	"50"	"3"	"12"	"1"	"0"	"3"	"1"	"0"	"0"	"1"	"1"	"38"	"0"	"9"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"212"	"212"	"10"	"10"	"0"	"232"	"232"	"1"	"0"
"10370"	"3"	"10"	"3"	"2"	"280"	"10"	"26"	"2"	"3"	"4"	"3"	"34"	"4"	"27"	"10"	"14"	"2"	"1"	"5"	"5"	"2"	"0"	"2"	"2"	"37"	"0"	"5"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"202"	"202"	"13"	"14"	"0"	"229"	"229"	"1"	"0"
"10371"	"3"	"10"	"3"	"2"	"408"	"11"	"39"	"0"	"4"	"1"	"1"	"59"	"3"	"39"	"7"	"11"	"0"	"2"	"4"	"8"	"2"	"1"	"7"	"2"	"19"	"0"	"12"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"236"	"236"	"32"	"53"	"0"	"321"	"321"	"1"	"0"
"10372"	"3"	"10"	"3"	"2"	"400"	"14"	"58"	"2"	"2"	"2"	"2"	"64"	"2"	"44"	"10"	"9"	"0"	"3"	"4"	"2"	"2"	"1"	"5"	"4"	"19"	"0"	"8"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"261"	"261"	"20"	"48"	"0"	"329"	"329"	"1"	"0"
"10373"	"3"	"10"	"3"	"2"	"400"	"16"	"51"	"0"	"0"	"3"	"0"	"81"	"2"	"64"	"17"	"6"	"0"	"2"	"3"	"2"	"2"	"1"	"4"	"4"	"17"	"0"	"4"	"1"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"282"	"282"	"13"	"57"	"0"	"352"	"352"	"1"	"0"
"10374"	"3"	"10"	"3"	"2"	"400"	"10"	"47"	"4"	"2"	"2"	"0"	"103"	"4"	"57"	"2"	"8"	"2"	"3"	"5"	"3"	"0"	"1"	"1"	"5"	"14"	"0"	"6"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"282"	"282"	"19"	"46"	"0"	"347"	"347"	"1"	"0"
"10375"	"3"	"10"	"3"	"2"	"400"	"6"	"55"	"1"	"0"	"0"	"2"	"75"	"2"	"38"	"4"	"7"	"2"	"1"	"3"	"8"	"2"	"3"	"4"	"6"	"16"	"2"	"5"	"2"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"248"	"248"	"23"	"45"	"0"	"316"	"316"	"1"	"0"
"10376"	"3"	"10"	"3"	"2"	"400"	"5"	"53"	"2"	"4"	"2"	"3"	"67"	"1"	"46"	"6"	"11"	"0"	"3"	"4"	"3"	"2"	"1"	"0"	"2"	"26"	"0"	"11"	"7"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"260"	"260"	"18"	"33"	"0"	"311"	"311"	"1"	"0"
"10377"	"3"	"10"	"3"	"2"	"401"	"6"	"62"	"1"	"3"	"2"	"4"	"55"	"7"	"49"	"13"	"9"	"1"	"3"	"6"	"2"	"4"	"1"	"1"	"4"	"26"	"0"	"13"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"279"	"279"	"19"	"26"	"0"	"324"	"324"	"1"	"0"
"10378"	"3"	"10"	"3"	"2"	"203"	"9"	"30"	"0"	"2"	"1"	"1"	"27"	"1"	"25"	"6"	"8"	"1"	"2"	"0"	"1"	"0"	"0"	"1"	"0"	"16"	"0"	"5"	"3"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"141"	"141"	"7"	"13"	"0"	"161"	"161"	"1"	"0"
"10379"	"3"	"10"	"3"	"2"	"203"	"12"	"25"	"1"	"1"	"1"	"2"	"31"	"3"	"33"	"1"	"5"	"0"	"1"	"2"	"1"	"2"	"0"	"0"	"0"	"11"	"0"	"6"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"141"	"141"	"4"	"16"	"0"	"161"	"161"	"1"	"0"
"10380"	"3"	"10"	"3"	"2"	"400"	"11"	"38"	"0"	"2"	"1"	"2"	"93"	"1"	"43"	"7"	"5"	"0"	"1"	"2"	"4"	"0"	"0"	"3"	"2"	"11"	"0"	"8"	"5"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"241"	"241"	"11"	"45"	"0"	"297"	"297"	"1"	"0"
"10381"	"3"	"10"	"3"	"2"	"400"	"15"	"39"	"2"	"0"	"0"	"2"	"90"	"2"	"42"	"7"	"9"	"1"	"3"	"7"	"3"	"2"	"1"	"6"	"3"	"20"	"1"	"3"	"2"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"262"	"262"	"20"	"53"	"0"	"335"	"335"	"1"	"0"
"10382"	"3"	"10"	"3"	"2"	"400"	"16"	"32"	"3"	"2"	"3"	"2"	"88"	"1"	"35"	"7"	"12"	"0"	"2"	"3"	"7"	"4"	"2"	"6"	"4"	"29"	"1"	"8"	"3"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"272"	"272"	"19"	"52"	"0"	"343"	"343"	"1"	"0"
"10383"	"3"	"10"	"3"	"2"	"400"	"11"	"45"	"3"	"1"	"1"	"0"	"103"	"0"	"37"	"6"	"4"	"0"	"1"	"0"	"4"	"0"	"4"	"6"	"3"	"21"	"1"	"8"	"4"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"264"	"264"	"17"	"49"	"0"	"330"	"330"	"1"	"0"
"10384"	"3"	"10"	"3"	"2"	"400"	"10"	"40"	"4"	"0"	"1"	"6"	"99"	"1"	"37"	"9"	"8"	"1"	"0"	"5"	"1"	"7"	"1"	"7"	"2"	"11"	"2"	"4"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"257"	"257"	"17"	"64"	"0"	"338"	"338"	"1"	"0"
"10385"	"3"	"10"	"3"	"2"	"400"	"6"	"58"	"3"	"2"	"3"	"1"	"96"	"5"	"26"	"3"	"4"	"0"	"4"	"2"	"5"	"3"	"2"	"3"	"2"	"20"	"0"	"5"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"256"	"256"	"21"	"63"	"0"	"340"	"340"	"1"	"0"
"10386"	"3"	"10"	"3"	"2"	"397"	"12"	"43"	"1"	"1"	"1"	"2"	"69"	"2"	"46"	"6"	"10"	"1"	"4"	"4"	"4"	"2"	"1"	"3"	"0"	"25"	"0"	"7"	"2"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"247"	"247"	"20"	"38"	"0"	"305"	"305"	"1"	"0"
