"MESA"	"TIPO_ELECCION"	"DEPTO"	"MUNI"	"ESTADO_ACTA"	"CANTIDAD_PAPELETAS"	"VAMOS"	"TODOS"	"WINAQ"	"PPT"	"FCN_NACION"	"VALOR"	"FUERZA"	"CREO"	"URNG_MAIZ"	"PAN"	"VIVA"	"UCN"	"PC"	"CONVERGENCIA"	"PHG"	"UNE"	"BIEN"	"LIBRE"	"VICTORIA"	"PODEMOS"	"EG"	"UNIONISTA"	"SEMILLA"	"MLP"	"UNIDOS"	"V26"	"V27"	"V28"	"V29"	"V30"	"VOTOS_VALIDOS_ACTA"	"VOTOS_VALIDOS"	"NULOS"	"BLANCOS"	"INVALIDOS"	"TOTAL_ACTA"	"TOTAL_VOTOS"	"ACTA_CUADRA"	"IMPUGNACIONES"
"9350"	"3"	"9"	"3"	"2"	"400"	"28"	"10"	"18"	"0"	"3"	"3"	"5"	"2"	"13"	"9"	"2"	"0"	"0"	"6"	"18"	"8"	"24"	"0"	"4"	"7"	"3"	"2"	"10"	"21"	"0"	"0"	"0"	"0"	"0"	"0"	"196"	"196"	"26"	"44"	"0"	"266"	"266"	"1"	"0"
"9351"	"3"	"9"	"3"	"2"	"401"	"27"	"17"	"16"	"2"	"4"	"7"	"4"	"1"	"10"	"5"	"2"	"2"	"1"	"0"	"24"	"5"	"41"	"0"	"2"	"7"	"1"	"0"	"19"	"14"	"1"	"0"	"0"	"0"	"0"	"0"	"212"	"212"	"23"	"50"	"0"	"285"	"285"	"1"	"0"
"9352"	"3"	"9"	"3"	"2"	"400"	"22"	"18"	"14"	"1"	"3"	"3"	"5"	"1"	"15"	"7"	"6"	"5"	"1"	"2"	"20"	"7"	"38"	"0"	"0"	"8"	"2"	"3"	"7"	"19"	"4"	"0"	"0"	"0"	"0"	"0"	"211"	"211"	"20"	"45"	"0"	"276"	"276"	"1"	"0"
"9353"	"3"	"9"	"3"	"2"	"400"	"27"	"12"	"19"	"0"	"3"	"8"	"3"	"2"	"14"	"7"	"12"	"2"	"2"	"4"	"32"	"2"	"18"	"4"	"5"	"17"	"12"	"2"	"2"	"4"	"32"	"2"	"18"	"4"	"5"	"17"	"223"	"223"	"33"	"29"	"0"	"285"	"285"	"1"	"0"
"9354"	"3"	"9"	"3"	"2"	"400"	"15"	"15"	"27"	"1"	"2"	"3"	"5"	"5"	"7"	"8"	"8"	"5"	"0"	"0"	"29"	"7"	"18"	"2"	"1"	"13"	"8"	"5"	"0"	"0"	"29"	"7"	"18"	"2"	"1"	"13"	"205"	"205"	"13"	"28"	"0"	"246"	"246"	"1"	"0"
"9355"	"3"	"9"	"3"	"2"	"400"	"16"	"11"	"21"	"5"	"3"	"3"	"6"	"7"	"6"	"3"	"11"	"1"	"0"	"1"	"21"	"4"	"18"	"2"	"4"	"8"	"4"	"1"	"8"	"22"	"5"	"0"	"0"	"0"	"0"	"0"	"191"	"191"	"32"	"24"	"0"	"247"	"247"	"1"	"0"
"9356"	"3"	"9"	"3"	"2"	"400"	"26"	"14"	"20"	"4"	"2"	"8"	"4"	"1"	"18"	"4"	"10"	"0"	"3"	"2"	"12"	"4"	"16"	"2"	"3"	"8"	"4"	"3"	"8"	"25"	"5"	"0"	"0"	"0"	"0"	"0"	"206"	"206"	"25"	"28"	"0"	"259"	"259"	"1"	"0"
"9357"	"3"	"9"	"3"	"2"	"400"	"8"	"12"	"21"	"1"	"7"	"10"	"6"	"1"	"11"	"6"	"12"	"2"	"3"	"1"	"24"	"3"	"32"	"2"	"2"	"11"	"4"	"5"	"7"	"23"	"6"	"0"	"0"	"0"	"0"	"0"	"220"	"220"	"21"	"31"	"3"	"272"	"272"	"1"	"0"
"9358"	"3"	"9"	"3"	"2"	"400"	"20"	"11"	"25"	"4"	"3"	"2"	"8"	"2"	"11"	"6"	"2"	"5"	"0"	"2"	"16"	"16"	"20"	"2"	"2"	"14"	"6"	"5"	"7"	"17"	"4"	"0"	"0"	"0"	"0"	"0"	"210"	"210"	"21"	"31"	"0"	"262"	"262"	"1"	"0"
"9359"	"3"	"9"	"3"	"2"	"400"	"25"	"9"	"18"	"5"	"1"	"8"	"6"	"3"	"11"	"10"	"14"	"3"	"0"	"2"	"21"	"8"	"21"	"1"	"2"	"15"	"3"	"5"	"10"	"10"	"2"	"0"	"0"	"0"	"0"	"0"	"213"	"213"	"15"	"26"	"0"	"254"	"254"	"1"	"0"
"9360"	"3"	"9"	"3"	"2"	"347"	"24"	"15"	"24"	"5"	"3"	"6"	"6"	"3"	"15"	"7"	"5"	"0"	"3"	"1"	"22"	"4"	"19"	"1"	"0"	"17"	"2"	"0"	"10"	"22"	"11"	"0"	"0"	"0"	"0"	"0"	"225"	"225"	"23"	"18"	"0"	"266"	"266"	"1"	"266"
"9361"	"3"	"9"	"3"	"2"	"238"	"10"	"10"	"24"	"4"	"1"	"6"	"5"	"1"	"5"	"1"	"2"	"3"	"1"	"1"	"24"	"4"	"18"	"0"	"0"	"13"	"0"	"1"	"8"	"10"	"5"	"0"	"0"	"0"	"0"	"0"	"157"	"157"	"15"	"12"	"0"	"184"	"184"	"1"	"0"
"9362"	"3"	"9"	"3"	"2"	"237"	"10"	"14"	"11"	"4"	"1"	"1"	"2"	"2"	"7"	"5"	"4"	"2"	"1"	"0"	"15"	"3"	"12"	"1"	"1"	"11"	"0"	"0"	"4"	"10"	"5"	"0"	"0"	"0"	"0"	"0"	"126"	"126"	"9"	"13"	"0"	"148"	"148"	"1"	"0"
"9363"	"3"	"9"	"3"	"2"	"380"	"17"	"5"	"18"	"1"	"0"	"4"	"9"	"5"	"21"	"6"	"3"	"6"	"0"	"1"	"50"	"6"	"15"	"1"	"2"	"3"	"3"	"1"	"5"	"18"	"0"	"0"	"0"	"0"	"0"	"0"	"200"	"200"	"24"	"29"	"0"	"253"	"253"	"1"	"0"
"9364"	"3"	"9"	"3"	"2"	"380"	"16"	"3"	"17"	"1"	"2"	"3"	"4"	"3"	"17"	"5"	"5"	"1"	"0"	"2"	"73"	"7"	"18"	"0"	"1"	"9"	"1"	"6"	"9"	"10"	"1"	"0"	"0"	"0"	"0"	"0"	"214"	"214"	"23"	"33"	"0"	"270"	"270"	"1"	"0"
"9365"	"3"	"9"	"3"	"2"	"380"	"16"	"10"	"7"	"0"	"2"	"3"	"9"	"1"	"12"	"9"	"3"	"2"	"0"	"2"	"64"	"4"	"14"	"1"	"0"	"8"	"1"	"1"	"7"	"17"	"2"	"0"	"0"	"0"	"0"	"0"	"195"	"195"	"24"	"42"	"0"	"261"	"261"	"1"	"0"
"9366"	"3"	"9"	"3"	"2"	"380"	"18"	"10"	"14"	"1"	"3"	"4"	"5"	"2"	"18"	"9"	"6"	"1"	"1"	"1"	"65"	"2"	"22"	"2"	"1"	"17"	"0"	"1"	"5"	"21"	"1"	"0"	"0"	"0"	"0"	"0"	"230"	"230"	"17"	"37"	"0"	"284"	"284"	"1"	"0"
"9367"	"3"	"9"	"3"	"2"	"380"	"19"	"9"	"7"	"4"	"3"	"3"	"3"	"2"	"7"	"7"	"2"	"4"	"1"	"2"	"62"	"6"	"34"	"1"	"5"	"4"	"2"	"1"	"2"	"13"	"5"	"0"	"0"	"0"	"0"	"0"	"208"	"208"	"32"	"36"	"0"	"276"	"276"	"1"	"0"
"9368"	"3"	"9"	"3"	"2"	"380"	"12"	"5"	"13"	"0"	"2"	"5"	"10"	"2"	"7"	"3"	"11"	"1"	"0"	"3"	"43"	"2"	"9"	"4"	"3"	"11"	"1"	"0"	"7"	"17"	"11"	"0"	"0"	"0"	"0"	"0"	"182"	"182"	"14"	"33"	"3"	"229"	"229"	"1"	"0"
"9369"	"3"	"9"	"3"	"2"	"315"	"17"	"7"	"12"	"0"	"4"	"9"	"6"	"6"	"10"	"7"	"4"	"1"	"2"	"0"	"40"	"5"	"11"	"3"	"3"	"8"	"2"	"2"	"8"	"17"	"3"	"0"	"0"	"0"	"0"	"0"	"187"	"187"	"24"	"25"	"0"	"236"	"236"	"1"	"0"
"9370"	"3"	"9"	"3"	"2"	"311"	"14"	"6"	"21"	"1"	"2"	"3"	"5"	"0"	"14"	"3"	"3"	"1"	"1"	"2"	"48"	"3"	"17"	"1"	"0"	"13"	"4"	"2"	"5"	"10"	"8"	"0"	"0"	"0"	"0"	"0"	"187"	"187"	"20"	"14"	"5"	"221"	"221"	"1"	"0"
"9371"	"3"	"9"	"3"	"2"	"385"	"15"	"9"	"24"	"0"	"0"	"1"	"8"	"1"	"20"	"5"	"2"	"2"	"0"	"2"	"18"	"6"	"23"	"0"	"2"	"10"	"3"	"3"	"5"	"11"	"5"	"0"	"0"	"0"	"0"	"0"	"175"	"175"	"21"	"29"	"0"	"225"	"225"	"1"	"0"
"9372"	"3"	"9"	"3"	"2"	"380"	"9"	"10"	"33"	"0"	"0"	"0"	"6"	"2"	"15"	"5"	"1"	"3"	"1"	"1"	"18"	"4"	"34"	"0"	"0"	"7"	"1"	"0"	"3"	"7"	"1"	"0"	"0"	"0"	"0"	"0"	"161"	"161"	"20"	"32"	"0"	"213"	"213"	"1"	"0"
"9373"	"3"	"9"	"3"	"2"	"380"	"10"	"7"	"22"	"1"	"4"	"1"	"4"	"0"	"13"	"3"	"4"	"2"	"2"	"1"	"20"	"3"	"35"	"2"	"0"	"7"	"0"	"3"	"1"	"14"	"3"	"0"	"0"	"0"	"0"	"0"	"162"	"162"	"21"	"46"	"0"	"229"	"229"	"1"	"0"
"9374"	"3"	"9"	"3"	"2"	"380"	"14"	"5"	"19"	"0"	"3"	"2"	"1"	"2"	"8"	"4"	"1"	"4"	"1"	"0"	"12"	"3"	"51"	"1"	"1"	"12"	"1"	"1"	"0"	"14"	"0"	"0"	"0"	"0"	"0"	"0"	"160"	"160"	"17"	"38"	"0"	"215"	"215"	"1"	"0"
"9375"	"3"	"9"	"3"	"2"	"0"	"5"	"11"	"35"	"3"	"5"	"2"	"3"	"3"	"7"	"5"	"6"	"3"	"1"	"1"	"22"	"5"	"30"	"1"	"1"	"11"	"2"	"3"	"5"	"13"	"3"	"0"	"0"	"0"	"0"	"0"	"186"	"186"	"13"	"46"	"0"	"245"	"245"	"1"	"0"
"9376"	"3"	"9"	"3"	"2"	"305"	"7"	"8"	"30"	"1"	"1"	"0"	"5"	"0"	"11"	"3"	"4"	"2"	"0"	"0"	"12"	"2"	"19"	"0"	"1"	"6"	"0"	"0"	"3"	"13"	"1"	"0"	"0"	"0"	"0"	"0"	"129"	"129"	"9"	"28"	"0"	"166"	"166"	"1"	"0"
"9377"	"3"	"9"	"3"	"2"	"304"	"7"	"17"	"36"	"1"	"3"	"3"	"6"	"0"	"16"	"2"	"3"	"1"	"0"	"3"	"13"	"4"	"17"	"1"	"1"	"11"	"2"	"0"	"3"	"15"	"1"	"0"	"0"	"0"	"0"	"0"	"166"	"166"	"0"	"21"	"75"	"202"	"187"	"0"	"0"
"9378"	"3"	"9"	"3"	"2"	"600"	"11"	"7"	"9"	"3"	"2"	"4"	"4"	"0"	"13"	"4"	"3"	"3"	"1"	"3"	"18"	"7"	"23"	"1"	"2"	"7"	"0"	"2"	"4"	"13"	"4"	"0"	"0"	"0"	"0"	"0"	"148"	"148"	"28"	"35"	"0"	"211"	"211"	"1"	"0"
"9379"	"3"	"9"	"3"	"2"	"364"	"5"	"3"	"10"	"0"	"1"	"1"	"4"	"2"	"9"	"3"	"2"	"1"	"2"	"0"	"16"	"3"	"9"	"0"	"2"	"1"	"4"	"2"	"1"	"10"	"0"	"0"	"0"	"0"	"0"	"0"	"91"	"91"	"14"	"20"	"0"	"125"	"125"	"1"	"0"
"9380"	"3"	"9"	"3"	"2"	"363"	"8"	"3"	"5"	"1"	"3"	"1"	"3"	"3"	"9"	"4"	"3"	"3"	"0"	"0"	"4"	"3"	"9"	"0"	"2"	"2"	"2"	"1"	"3"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"76"	"76"	"8"	"15"	"0"	"99"	"99"	"1"	"0"
"9381"	"3"	"9"	"4"	"2"	"400"	"28"	"5"	"4"	"1"	"0"	"69"	"25"	"1"	"1"	"2"	"5"	"0"	"0"	"2"	"2"	"9"	"1"	"0"	"0"	"2"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"159"	"159"	"21"	"19"	"0"	"199"	"199"	"1"	"0"
"9382"	"3"	"9"	"4"	"2"	"400"	"37"	"3"	"7"	"0"	"2"	"56"	"31"	"2"	"0"	"3"	"1"	"3"	"2"	"0"	"4"	"3"	"1"	"1"	"5"	"1"	"1"	"0"	"3"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"169"	"169"	"21"	"30"	"0"	"220"	"220"	"1"	"0"
"9383"	"3"	"9"	"4"	"2"	"400"	"41"	"8"	"3"	"0"	"1"	"52"	"22"	"1"	"2"	"3"	"4"	"2"	"1"	"1"	"4"	"9"	"1"	"0"	"4"	"6"	"0"	"0"	"4"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"170"	"170"	"19"	"28"	"0"	"217"	"217"	"1"	"0"
"9384"	"3"	"9"	"4"	"2"	"400"	"29"	"12"	"6"	"0"	"3"	"66"	"23"	"1"	"1"	"5"	"4"	"1"	"3"	"0"	"1"	"16"	"2"	"0"	"2"	"4"	"2"	"2"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"185"	"185"	"9"	"23"	"0"	"217"	"217"	"1"	"0"
"9385"	"3"	"9"	"4"	"2"	"400"	"28"	"8"	"6"	"0"	"1"	"59"	"24"	"2"	"1"	"1"	"1"	"1"	"0"	"1"	"2"	"18"	"2"	"1"	"0"	"5"	"1"	"0"	"1"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"167"	"167"	"11"	"20"	"0"	"198"	"198"	"1"	"0"
"9386"	"3"	"9"	"4"	"2"	"400"	"23"	"12"	"7"	"0"	"2"	"74"	"23"	"1"	"2"	"4"	"3"	"0"	"0"	"0"	"0"	"0"	"4"	"1"	"1"	"4"	"1"	"0"	"5"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"170"	"170"	"16"	"7"	"0"	"193"	"193"	"1"	"0"
"9387"	"3"	"9"	"4"	"2"	"400"	"16"	"5"	"2"	"0"	"7"	"63"	"42"	"0"	"1"	"1"	"6"	"2"	"1"	"0"	"3"	"5"	"1"	"0"	"1"	"11"	"1"	"1"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"171"	"171"	"17"	"11"	"0"	"199"	"199"	"1"	"0"
"9388"	"3"	"9"	"4"	"2"	"400"	"31"	"5"	"6"	"0"	"4"	"92"	"34"	"0"	"3"	"5"	"7"	"2"	"1"	"0"	"5"	"1"	"0"	"1"	"1"	"5"	"2"	"0"	"2"	"4"	"1"	"0"	"0"	"0"	"0"	"0"	"212"	"212"	"13"	"15"	"0"	"240"	"240"	"1"	"0"
"9389"	"3"	"9"	"4"	"2"	"400"	"21"	"4"	"9"	"0"	"3"	"54"	"27"	"2"	"1"	"4"	"4"	"2"	"0"	"0"	"5"	"11"	"1"	"1"	"0"	"4"	"1"	"0"	"0"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"157"	"157"	"10"	"16"	"0"	"183"	"183"	"1"	"0"
"9390"	"3"	"9"	"4"	"2"	"245"	"16"	"2"	"5"	"0"	"1"	"40"	"16"	"0"	"1"	"2"	"0"	"1"	"1"	"0"	"5"	"4"	"1"	"0"	"1"	"6"	"1"	"0"	"1"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"108"	"108"	"7"	"7"	"0"	"122"	"122"	"1"	"0"
"9391"	"3"	"9"	"4"	"2"	"245"	"17"	"1"	"9"	"0"	"0"	"49"	"16"	"0"	"1"	"1"	"0"	"1"	"0"	"0"	"3"	"5"	"0"	"0"	"2"	"5"	"0"	"0"	"0"	"4"	"5"	"0"	"0"	"0"	"0"	"0"	"119"	"119"	"8"	"4"	"0"	"131"	"131"	"1"	"0"
"9392"	"3"	"9"	"4"	"2"	"380"	"25"	"31"	"30"	"0"	"0"	"55"	"1"	"0"	"2"	"4"	"1"	"1"	"0"	"1"	"0"	"17"	"0"	"0"	"1"	"2"	"0"	"1"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"175"	"175"	"12"	"34"	"0"	"221"	"221"	"1"	"0"
"9393"	"3"	"9"	"4"	"2"	"385"	"14"	"16"	"39"	"0"	"0"	"37"	"9"	"1"	"2"	"8"	"0"	"0"	"1"	"1"	"3"	"23"	"2"	"1"	"0"	"1"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"161"	"161"	"18"	"29"	"0"	"208"	"208"	"1"	"0"
"9394"	"3"	"9"	"4"	"2"	"385"	"23"	"13"	"31"	"0"	"0"	"43"	"10"	"1"	"1"	"9"	"0"	"4"	"3"	"0"	"4"	"15"	"2"	"0"	"1"	"2"	"0"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"165"	"165"	"9"	"20"	"0"	"194"	"194"	"1"	"0"
"9395"	"3"	"9"	"4"	"2"	"305"	"24"	"13"	"30"	"0"	"2"	"22"	"2"	"0"	"0"	"0"	"0"	"3"	"0"	"0"	"1"	"4"	"3"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"105"	"105"	"13"	"13"	"0"	"131"	"131"	"1"	"0"
"9396"	"3"	"9"	"4"	"2"	"304"	"9"	"9"	"25"	"0"	"0"	"25"	"3"	"0"	"2"	"0"	"2"	"0"	"0"	"1"	"2"	"5"	"3"	"0"	"1"	"4"	"1"	"0"	"1"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"96"	"96"	"6"	"13"	"0"	"115"	"115"	"1"	"0"
"9397"	"3"	"9"	"4"	"2"	"385"	"14"	"15"	"3"	"1"	"4"	"42"	"3"	"1"	"3"	"7"	"1"	"2"	"0"	"0"	"0"	"15"	"0"	"0"	"1"	"1"	"0"	"2"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"117"	"117"	"8"	"25"	"0"	"150"	"150"	"1"	"0"
"9398"	"3"	"9"	"4"	"2"	"380"	"11"	"23"	"4"	"0"	"2"	"50"	"9"	"2"	"0"	"8"	"8"	"0"	"0"	"2"	"4"	"24"	"0"	"0"	"4"	"4"	"0"	"0"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"158"	"158"	"11"	"17"	"0"	"186"	"186"	"1"	"0"
"9399"	"3"	"9"	"4"	"2"	"385"	"22"	"19"	"6"	"0"	"4"	"46"	"3"	"0"	"0"	"6"	"1"	"1"	"0"	"1"	"1"	"7"	"0"	"0"	"1"	"1"	"1"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"122"	"122"	"18"	"21"	"0"	"161"	"161"	"1"	"0"
"9400"	"3"	"9"	"4"	"2"	"385"	"8"	"14"	"1"	"0"	"1"	"60"	"8"	"1"	"2"	"7"	"3"	"2"	"0"	"1"	"1"	"13"	"0"	"0"	"1"	"2"	"0"	"1"	"1"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"131"	"131"	"11"	"25"	"0"	"167"	"167"	"1"	"0"
"9401"	"3"	"9"	"4"	"2"	"348"	"14"	"13"	"1"	"0"	"3"	"43"	"11"	"0"	"1"	"8"	"1"	"1"	"0"	"0"	"4"	"6"	"2"	"0"	"2"	"0"	"2"	"2"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"116"	"116"	"8"	"22"	"0"	"146"	"146"	"1"	"0"
"9402"	"3"	"9"	"4"	"2"	"385"	"12"	"12"	"3"	"0"	"3"	"48"	"4"	"3"	"2"	"8"	"1"	"3"	"0"	"0"	"6"	"7"	"1"	"0"	"0"	"3"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"118"	"118"	"10"	"8"	"0"	"136"	"136"	"1"	"0"
"9403"	"3"	"9"	"4"	"2"	"376"	"58"	"2"	"1"	"1"	"1"	"70"	"5"	"0"	"1"	"4"	"1"	"2"	"1"	"0"	"2"	"5"	"1"	"0"	"2"	"1"	"0"	"1"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"161"	"161"	"16"	"24"	"0"	"201"	"201"	"1"	"0"
"9404"	"3"	"9"	"4"	"2"	"385"	"35"	"4"	"2"	"1"	"1"	"64"	"1"	"0"	"0"	"4"	"2"	"2"	"0"	"0"	"0"	"10"	"0"	"0"	"1"	"4"	"2"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"135"	"135"	"23"	"22"	"0"	"180"	"180"	"1"	"0"
"9405"	"3"	"9"	"4"	"2"	"380"	"45"	"3"	"4"	"0"	"0"	"61"	"2"	"1"	"1"	"2"	"1"	"3"	"2"	"0"	"1"	"8"	"4"	"0"	"1"	"1"	"1"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"143"	"143"	"17"	"20"	"0"	"180"	"180"	"1"	"0"
"9406"	"3"	"9"	"4"	"2"	"382"	"27"	"5"	"0"	"1"	"0"	"59"	"5"	"0"	"1"	"2"	"3"	"0"	"1"	"3"	"6"	"12"	"0"	"0"	"3"	"0"	"0"	"1"	"2"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"132"	"132"	"7"	"11"	"0"	"150"	"150"	"1"	"0"
"9407"	"3"	"9"	"4"	"2"	"219"	"14"	"2"	"1"	"0"	"1"	"34"	"6"	"1"	"0"	"2"	"1"	"1"	"0"	"0"	"0"	"7"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"73"	"73"	"2"	"17"	"0"	"92"	"92"	"1"	"0"
"9408"	"3"	"9"	"4"	"2"	"221"	"12"	"0"	"0"	"0"	"1"	"26"	"5"	"1"	"1"	"0"	"1"	"1"	"0"	"2"	"0"	"5"	"2"	"0"	"1"	"2"	"1"	"0"	"1"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"64"	"64"	"2"	"4"	"0"	"70"	"70"	"1"	"0"
"9409"	"3"	"9"	"4"	"2"	"380"	"19"	"14"	"9"	"1"	"0"	"30"	"19"	"1"	"2"	"5"	"1"	"1"	"1"	"2"	"4"	"14"	"1"	"0"	"1"	"1"	"1"	"3"	"0"	"18"	"0"	"0"	"0"	"0"	"0"	"0"	"148"	"148"	"13"	"26"	"0"	"187"	"187"	"1"	"0"
"9410"	"3"	"9"	"4"	"2"	"380"	"21"	"10"	"7"	"1"	"3"	"33"	"36"	"0"	"3"	"1"	"3"	"1"	"2"	"0"	"4"	"9"	"5"	"1"	"3"	"3"	"0"	"0"	"1"	"14"	"2"	"0"	"0"	"0"	"0"	"0"	"163"	"163"	"16"	"28"	"0"	"207"	"207"	"1"	"0"
"9411"	"3"	"9"	"4"	"2"	"380"	"14"	"12"	"5"	"0"	"0"	"36"	"20"	"0"	"3"	"4"	"0"	"4"	"1"	"2"	"4"	"12"	"6"	"0"	"1"	"4"	"1"	"1"	"0"	"16"	"0"	"0"	"0"	"0"	"0"	"0"	"146"	"146"	"13"	"29"	"0"	"188"	"188"	"1"	"0"
"9412"	"3"	"9"	"4"	"2"	"380"	"15"	"9"	"6"	"1"	"1"	"46"	"16"	"2"	"1"	"1"	"2"	"5"	"1"	"1"	"4"	"12"	"4"	"1"	"2"	"3"	"0"	"0"	"1"	"10"	"0"	"0"	"0"	"0"	"0"	"0"	"144"	"144"	"15"	"18"	"0"	"177"	"177"	"1"	"0"
"9413"	"3"	"9"	"4"	"2"	"353"	"14"	"7"	"9"	"1"	"1"	"35"	"23"	"0"	"0"	"3"	"1"	"2"	"1"	"1"	"5"	"13"	"1"	"0"	"0"	"2"	"0"	"0"	"1"	"11"	"0"	"0"	"0"	"0"	"0"	"0"	"131"	"131"	"9"	"11"	"0"	"151"	"151"	"1"	"0"
"9414"	"3"	"9"	"4"	"2"	"352"	"16"	"9"	"6"	"1"	"0"	"50"	"13"	"1"	"0"	"3"	"1"	"2"	"1"	"1"	"5"	"5"	"1"	"1"	"1"	"4"	"1"	"0"	"1"	"15"	"1"	"0"	"0"	"0"	"0"	"0"	"139"	"139"	"7"	"12"	"0"	"158"	"158"	"1"	"0"
"9415"	"3"	"9"	"4"	"2"	"379"	"18"	"5"	"1"	"1"	"1"	"85"	"8"	"1"	"1"	"2"	"5"	"0"	"2"	"0"	"4"	"10"	"3"	"1"	"1"	"6"	"0"	"3"	"2"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"165"	"165"	"21"	"24"	"0"	"210"	"210"	"1"	"0"
"9416"	"3"	"9"	"4"	"2"	"379"	"18"	"7"	"3"	"0"	"3"	"43"	"7"	"2"	"3"	"2"	"10"	"4"	"3"	"1"	"2"	"17"	"7"	"0"	"1"	"10"	"0"	"0"	"0"	"12"	"1"	"0"	"0"	"0"	"0"	"0"	"156"	"156"	"16"	"30"	"0"	"202"	"202"	"1"	"0"
"9417"	"3"	"9"	"4"	"2"	"380"	"20"	"9"	"4"	"0"	"1"	"69"	"3"	"1"	"3"	"6"	"4"	"4"	"0"	"1"	"1"	"7"	"0"	"0"	"0"	"9"	"2"	"3"	"0"	"16"	"4"	"0"	"0"	"0"	"0"	"0"	"167"	"167"	"13"	"19"	"0"	"199"	"199"	"1"	"0"
"9418"	"3"	"9"	"4"	"2"	"328"	"8"	"12"	"6"	"0"	"1"	"57"	"6"	"0"	"2"	"1"	"3"	"2"	"2"	"0"	"4"	"10"	"0"	"0"	"2"	"4"	"0"	"0"	"1"	"10"	"0"	"0"	"0"	"0"	"0"	"0"	"131"	"131"	"10"	"16"	"0"	"157"	"157"	"1"	"0"
"9419"	"3"	"9"	"4"	"2"	"331"	"11"	"10"	"9"	"0"	"2"	"50"	"3"	"2"	"1"	"6"	"3"	"1"	"0"	"0"	"3"	"8"	"3"	"1"	"2"	"7"	"0"	"1"	"0"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"131"	"131"	"12"	"14"	"0"	"157"	"157"	"1"	"0"
"9420"	"3"	"9"	"4"	"2"	"600"	"13"	"6"	"5"	"0"	"1"	"22"	"11"	"1"	"1"	"1"	"0"	"2"	"0"	"0"	"1"	"8"	"2"	"1"	"1"	"3"	"1"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"82"	"82"	"10"	"9"	"0"	"101"	"101"	"1"	"0"
"9421"	"3"	"9"	"4"	"2"	"600"	"12"	"2"	"8"	"0"	"2"	"28"	"8"	"0"	"3"	"2"	"1"	"0"	"0"	"0"	"2"	"6"	"0"	"0"	"0"	"2"	"4"	"0"	"0"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"84"	"84"	"11"	"4"	"0"	"99"	"99"	"1"	"0"
"9422"	"3"	"9"	"4"	"2"	"474"	"7"	"5"	"2"	"0"	"0"	"13"	"9"	"0"	"1"	"2"	"1"	"2"	"1"	"0"	"3"	"0"	"0"	"0"	"1"	"3"	"0"	"2"	"2"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"56"	"56"	"4"	"9"	"0"	"69"	"69"	"1"	"0"
"9423"	"3"	"9"	"4"	"2"	"474"	"5"	"0"	"1"	"0"	"1"	"10"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"1"	"0"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"25"	"25"	"2"	"1"	"0"	"28"	"28"	"1"	"0"
"9424"	"3"	"9"	"5"	"2"	"400"	"3"	"86"	"2"	"0"	"2"	"71"	"11"	"0"	"0"	"10"	"1"	"2"	"1"	"0"	"4"	"8"	"3"	"0"	"1"	"1"	"1"	"2"	"1"	"0"	"4"	"8"	"3"	"0"	"1"	"1"	"218"	"218"	"23"	"29"	"0"	"270"	"270"	"1"	"0"
