"MESA"	"TIPO_ELECCION"	"DEPTO"	"MUNI"	"ESTADO_ACTA"	"CANTIDAD_PAPELETAS"	"VAMOS"	"TODOS"	"WINAQ"	"PPT"	"FCN_NACION"	"VALOR"	"FUERZA"	"CREO"	"URNG_MAIZ"	"PAN"	"VIVA"	"UCN"	"PC"	"CONVERGENCIA"	"PHG"	"UNE"	"BIEN"	"LIBRE"	"VICTORIA"	"PODEMOS"	"EG"	"UNIONISTA"	"SEMILLA"	"MLP"	"UNIDOS"	"V26"	"V27"	"V28"	"V29"	"V30"	"VOTOS_VALIDOS_ACTA"	"VOTOS_VALIDOS"	"NULOS"	"BLANCOS"	"INVALIDOS"	"TOTAL_ACTA"	"TOTAL_VOTOS"	"ACTA_CUADRA"	"IMPUGNACIONES"
"9620"	"3"	"9"	"12"	"2"	"400"	"68"	"22"	"6"	"3"	"7"	"3"	"10"	"0"	"5"	"3"	"75"	"1"	"2"	"3"	"0"	"5"	"2"	"0"	"3"	"6"	"0"	"3"	"0"	"11"	"0"	"0"	"0"	"0"	"0"	"0"	"238"	"238"	"8"	"87"	"0"	"333"	"333"	"1"	"0"
"9621"	"3"	"9"	"12"	"2"	"400"	"38"	"5"	"21"	"1"	"4"	"0"	"22"	"0"	"13"	"4"	"48"	"2"	"7"	"6"	"2"	"5"	"0"	"3"	"1"	"7"	"4"	"2"	"2"	"25"	"2"	"0"	"0"	"0"	"0"	"0"	"224"	"224"	"8"	"98"	"0"	"330"	"330"	"1"	"0"
"9622"	"3"	"9"	"12"	"2"	"400"	"27"	"10"	"10"	"5"	"3"	"2"	"30"	"0"	"10"	"4"	"39"	"1"	"1"	"7"	"2"	"8"	"3"	"3"	"0"	"3"	"1"	"2"	"1"	"19"	"1"	"0"	"0"	"0"	"0"	"0"	"192"	"192"	"16"	"106"	"0"	"314"	"314"	"1"	"0"
"9623"	"3"	"9"	"12"	"2"	"400"	"35"	"6"	"20"	"0"	"2"	"0"	"34"	"0"	"5"	"7"	"30"	"1"	"4"	"4"	"1"	"4"	"3"	"1"	"0"	"4"	"2"	"2"	"3"	"17"	"0"	"0"	"0"	"0"	"0"	"0"	"185"	"185"	"20"	"92"	"0"	"297"	"297"	"1"	"0"
"9624"	"3"	"9"	"12"	"2"	"400"	"93"	"9"	"5"	"0"	"3"	"1"	"4"	"0"	"6"	"2"	"31"	"1"	"0"	"1"	"1"	"4"	"6"	"3"	"1"	"6"	"4"	"0"	"1"	"10"	"0"	"0"	"0"	"0"	"0"	"0"	"192"	"192"	"12"	"78"	"0"	"282"	"282"	"1"	"0"
"9625"	"3"	"9"	"12"	"2"	"400"	"53"	"11"	"18"	"1"	"6"	"0"	"15"	"3"	"4"	"4"	"44"	"1"	"1"	"2"	"2"	"5"	"1"	"3"	"1"	"3"	"2"	"1"	"0"	"17"	"1"	"0"	"0"	"0"	"0"	"0"	"199"	"199"	"9"	"66"	"0"	"274"	"274"	"1"	"0"
"9626"	"3"	"9"	"12"	"2"	"400"	"43"	"8"	"17"	"0"	"5"	"1"	"20"	"1"	"5"	"4"	"49"	"0"	"2"	"7"	"1"	"3"	"0"	"1"	"1"	"7"	"0"	"2"	"3"	"18"	"4"	"0"	"0"	"0"	"0"	"0"	"202"	"202"	"8"	"54"	"0"	"264"	"264"	"1"	"0"
"9627"	"3"	"9"	"12"	"2"	"400"	"35"	"11"	"16"	"0"	"1"	"0"	"14"	"2"	"6"	"3"	"43"	"1"	"0"	"6"	"0"	"6"	"0"	"5"	"2"	"8"	"1"	"0"	"6"	"25"	"3"	"0"	"0"	"0"	"0"	"0"	"194"	"194"	"20"	"85"	"0"	"299"	"299"	"1"	"0"
"9628"	"3"	"9"	"12"	"2"	"400"	"42"	"20"	"12"	"0"	"10"	"0"	"17"	"0"	"4"	"4"	"56"	"0"	"0"	"2"	"4"	"2"	"4"	"1"	"2"	"7"	"2"	"2"	"2"	"19"	"2"	"0"	"0"	"0"	"0"	"0"	"214"	"214"	"13"	"56"	"0"	"283"	"283"	"1"	"0"
"9629"	"3"	"9"	"12"	"2"	"237"	"33"	"21"	"10"	"1"	"2"	"1"	"13"	"1"	"5"	"1"	"41"	"2"	"0"	"9"	"1"	"1"	"0"	"0"	"3"	"10"	"0"	"2"	"2"	"11"	"2"	"0"	"0"	"0"	"0"	"0"	"172"	"172"	"4"	"45"	"0"	"221"	"221"	"1"	"0"
"9630"	"3"	"9"	"12"	"2"	"287"	"24"	"11"	"3"	"0"	"0"	"0"	"12"	"0"	"7"	"2"	"57"	"0"	"2"	"3"	"2"	"1"	"1"	"3"	"0"	"13"	"1"	"1"	"4"	"9"	"2"	"0"	"0"	"0"	"0"	"0"	"158"	"158"	"7"	"43"	"0"	"208"	"208"	"1"	"0"
"9631"	"3"	"9"	"12"	"2"	"380"	"27"	"19"	"2"	"1"	"3"	"1"	"4"	"1"	"23"	"4"	"43"	"0"	"3"	"16"	"3"	"10"	"5"	"10"	"3"	"2"	"1"	"0"	"0"	"3"	"2"	"0"	"0"	"0"	"0"	"0"	"186"	"186"	"19"	"49"	"0"	"254"	"254"	"1"	"0"
"9632"	"3"	"9"	"12"	"2"	"380"	"49"	"26"	"6"	"2"	"5"	"1"	"16"	"0"	"8"	"6"	"33"	"2"	"3"	"6"	"2"	"18"	"4"	"13"	"4"	"5"	"0"	"0"	"0"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"214"	"214"	"26"	"46"	"0"	"286"	"286"	"1"	"0"
"9633"	"3"	"9"	"12"	"2"	"381"	"24"	"31"	"0"	"5"	"2"	"2"	"10"	"1"	"7"	"7"	"63"	"2"	"2"	"4"	"1"	"15"	"2"	"5"	"2"	"4"	"0"	"3"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"194"	"194"	"23"	"68"	"0"	"285"	"285"	"1"	"0"
"9634"	"3"	"9"	"12"	"2"	"380"	"24"	"75"	"2"	"3"	"1"	"1"	"2"	"0"	"6"	"9"	"50"	"0"	"3"	"2"	"0"	"22"	"1"	"3"	"4"	"5"	"0"	"1"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"217"	"217"	"7"	"68"	"0"	"292"	"292"	"1"	"0"
"9635"	"3"	"9"	"12"	"2"	"380"	"41"	"28"	"3"	"1"	"1"	"0"	"5"	"1"	"11"	"7"	"35"	"1"	"2"	"5"	"3"	"15"	"3"	"5"	"2"	"5"	"0"	"0"	"1"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"179"	"179"	"20"	"54"	"0"	"253"	"253"	"1"	"0"
"9636"	"3"	"9"	"12"	"2"	"380"	"38"	"31"	"4"	"2"	"1"	"4"	"9"	"0"	"7"	"4"	"47"	"4"	"0"	"10"	"0"	"9"	"2"	"14"	"0"	"3"	"1"	"0"	"1"	"3"	"2"	"0"	"0"	"0"	"0"	"0"	"196"	"196"	"11"	"35"	"0"	"242"	"242"	"1"	"0"
"9637"	"3"	"9"	"12"	"2"	"380"	"24"	"36"	"2"	"1"	"0"	"0"	"9"	"1"	"9"	"10"	"42"	"1"	"1"	"7"	"1"	"19"	"1"	"2"	"2"	"4"	"0"	"0"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"175"	"175"	"17"	"38"	"0"	"230"	"230"	"1"	"0"
"9638"	"3"	"9"	"12"	"2"	"380"	"32"	"41"	"4"	"0"	"2"	"0"	"7"	"3"	"6"	"4"	"35"	"1"	"1"	"8"	"6"	"14"	"0"	"8"	"4"	"2"	"0"	"1"	"1"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"184"	"184"	"12"	"37"	"1"	"233"	"233"	"1"	"0"
"9639"	"3"	"9"	"12"	"2"	"248"	"25"	"46"	"5"	"2"	"2"	"1"	"10"	"1"	"6"	"0"	"28"	"0"	"1"	"5"	"2"	"3"	"0"	"3"	"0"	"3"	"1"	"0"	"0"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"153"	"153"	"2"	"31"	"0"	"186"	"186"	"1"	"0"
"9640"	"3"	"9"	"12"	"2"	"247"	"24"	"39"	"3"	"0"	"2"	"0"	"11"	"0"	"6"	"1"	"34"	"1"	"0"	"4"	"0"	"5"	"0"	"2"	"1"	"5"	"0"	"0"	"1"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"142"	"142"	"2"	"26"	"0"	"170"	"170"	"1"	"0"
"9641"	"3"	"9"	"12"	"2"	"380"	"59"	"28"	"6"	"0"	"2"	"2"	"10"	"1"	"5"	"4"	"41"	"0"	"1"	"5"	"1"	"8"	"3"	"1"	"1"	"5"	"2"	"0"	"1"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"192"	"192"	"18"	"53"	"0"	"263"	"263"	"1"	"0"
"9642"	"3"	"9"	"12"	"2"	"380"	"52"	"49"	"2"	"0"	"0"	"1"	"8"	"3"	"2"	"1"	"50"	"1"	"0"	"0"	"1"	"5"	"6"	"2"	"1"	"1"	"0"	"0"	"1"	"10"	"0"	"0"	"0"	"0"	"0"	"0"	"196"	"196"	"13"	"45"	"0"	"254"	"254"	"1"	"0"
"9643"	"3"	"9"	"12"	"2"	"380"	"59"	"39"	"5"	"0"	"8"	"2"	"7"	"1"	"4"	"8"	"53"	"1"	"0"	"0"	"1"	"11"	"2"	"6"	"0"	"2"	"0"	"1"	"0"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"217"	"217"	"18"	"55"	"0"	"290"	"290"	"1"	"0"
"9644"	"3"	"9"	"12"	"2"	"380"	"80"	"6"	"10"	"1"	"4"	"1"	"6"	"1"	"3"	"6"	"35"	"2"	"1"	"3"	"5"	"6"	"5"	"2"	"1"	"1"	"1"	"0"	"1"	"10"	"2"	"0"	"0"	"0"	"0"	"0"	"193"	"193"	"18"	"84"	"0"	"295"	"295"	"1"	"0"
"9645"	"3"	"9"	"12"	"2"	"380"	"63"	"14"	"6"	"2"	"12"	"1"	"5"	"2"	"1"	"5"	"90"	"0"	"1"	"3"	"2"	"7"	"2"	"2"	"1"	"7"	"0"	"2"	"3"	"6"	"1"	"0"	"0"	"0"	"0"	"0"	"238"	"238"	"7"	"67"	"0"	"312"	"312"	"1"	"0"
"9646"	"3"	"9"	"12"	"2"	"380"	"39"	"10"	"4"	"0"	"12"	"3"	"6"	"0"	"4"	"3"	"115"	"0"	"0"	"2"	"3"	"3"	"1"	"2"	"4"	"13"	"1"	"0"	"0"	"10"	"0"	"0"	"0"	"0"	"0"	"0"	"235"	"235"	"17"	"66"	"0"	"318"	"318"	"1"	"0"
"9647"	"3"	"9"	"12"	"2"	"380"	"57"	"26"	"8"	"1"	"5"	"0"	"2"	"0"	"5"	"3"	"57"	"0"	"0"	"1"	"1"	"5"	"3"	"3"	"0"	"5"	"1"	"2"	"6"	"10"	"1"	"0"	"0"	"0"	"0"	"0"	"202"	"202"	"14"	"44"	"0"	"260"	"260"	"1"	"0"
"9648"	"3"	"9"	"12"	"2"	"381"	"63"	"21"	"9"	"0"	"7"	"1"	"16"	"2"	"8"	"5"	"59"	"2"	"0"	"3"	"1"	"4"	"2"	"4"	"0"	"5"	"0"	"0"	"1"	"8"	"2"	"0"	"0"	"0"	"0"	"0"	"223"	"223"	"13"	"41"	"0"	"277"	"277"	"1"	"0"
"9649"	"3"	"9"	"12"	"2"	"380"	"73"	"20"	"8"	"0"	"8"	"1"	"5"	"2"	"2"	"4"	"55"	"4"	"2"	"1"	"2"	"3"	"3"	"3"	"3"	"9"	"0"	"1"	"3"	"11"	"0"	"0"	"0"	"0"	"0"	"0"	"223"	"223"	"8"	"46"	"0"	"277"	"277"	"1"	"0"
"9650"	"3"	"9"	"12"	"2"	"204"	"37"	"19"	"5"	"0"	"8"	"2"	"0"	"1"	"0"	"0"	"42"	"0"	"0"	"1"	"2"	"5"	"1"	"2"	"1"	"6"	"0"	"0"	"0"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"138"	"138"	"4"	"14"	"0"	"156"	"156"	"1"	"0"
"9651"	"3"	"9"	"12"	"2"	"203"	"40"	"29"	"1"	"0"	"7"	"1"	"5"	"0"	"0"	"1"	"30"	"0"	"0"	"1"	"2"	"1"	"0"	"2"	"1"	"6"	"0"	"0"	"0"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"132"	"132"	"6"	"22"	"0"	"160"	"160"	"1"	"0"
"9652"	"3"	"9"	"12"	"2"	"574"	"21"	"11"	"7"	"0"	"1"	"1"	"7"	"0"	"5"	"8"	"44"	"0"	"1"	"4"	"2"	"9"	"3"	"2"	"2"	"9"	"2"	"5"	"2"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"152"	"152"	"15"	"36"	"0"	"203"	"203"	"1"	"0"
"9653"	"3"	"9"	"12"	"2"	"585"	"39"	"4"	"6"	"0"	"1"	"2"	"7"	"0"	"6"	"3"	"28"	"1"	"0"	"3"	"2"	"9"	"1"	"1"	"2"	"0"	"2"	"2"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"122"	"122"	"9"	"55"	"0"	"186"	"186"	"1"	"0"
"9654"	"3"	"9"	"13"	"2"	"400"	"140"	"4"	"1"	"0"	"45"	"1"	"1"	"0"	"0"	"6"	"2"	"0"	"1"	"0"	"0"	"2"	"33"	"1"	"3"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"242"	"242"	"19"	"95"	"0"	"356"	"356"	"1"	"0"
"9655"	"3"	"9"	"13"	"2"	"400"	"133"	"2"	"5"	"1"	"49"	"2"	"1"	"1"	"0"	"8"	"6"	"1"	"0"	"0"	"7"	"3"	"42"	"0"	"3"	"2"	"1"	"1"	"0"	"1"	"4"	"0"	"0"	"0"	"0"	"0"	"273"	"273"	"7"	"76"	"0"	"356"	"356"	"1"	"0"
"9656"	"3"	"9"	"13"	"2"	"404"	"120"	"0"	"9"	"0"	"34"	"3"	"2"	"0"	"3"	"4"	"4"	"2"	"1"	"0"	"3"	"2"	"30"	"1"	"1"	"5"	"0"	"4"	"1"	"3"	"3"	"0"	"0"	"0"	"0"	"0"	"235"	"235"	"10"	"105"	"0"	"350"	"350"	"1"	"0"
"9657"	"3"	"9"	"13"	"2"	"400"	"125"	"0"	"2"	"0"	"42"	"2"	"0"	"0"	"0"	"1"	"12"	"0"	"1"	"0"	"3"	"5"	"40"	"0"	"1"	"1"	"2"	"0"	"2"	"4"	"3"	"0"	"0"	"0"	"0"	"0"	"246"	"246"	"13"	"93"	"0"	"352"	"352"	"1"	"0"
"9658"	"3"	"9"	"13"	"2"	"403"	"129"	"1"	"6"	"0"	"40"	"4"	"1"	"1"	"1"	"7"	"5"	"0"	"0"	"0"	"9"	"7"	"30"	"0"	"4"	"1"	"0"	"4"	"1"	"1"	"5"	"0"	"0"	"0"	"0"	"0"	"257"	"257"	"6"	"99"	"0"	"362"	"362"	"1"	"0"
"9659"	"3"	"9"	"13"	"2"	"400"	"128"	"3"	"5"	"1"	"37"	"0"	"0"	"0"	"2"	"6"	"13"	"2"	"0"	"0"	"0"	"3"	"48"	"0"	"4"	"1"	"0"	"2"	"2"	"2"	"6"	"0"	"0"	"0"	"0"	"0"	"267"	"265"	"8"	"90"	"0"	"365"	"363"	"0"	"0"
"9660"	"3"	"9"	"13"	"2"	"402"	"123"	"1"	"5"	"1"	"59"	"0"	"0"	"0"	"2"	"3"	"5"	"1"	"2"	"0"	"3"	"5"	"37"	"0"	"0"	"2"	"0"	"1"	"0"	"5"	"6"	"0"	"0"	"0"	"0"	"0"	"261"	"261"	"7"	"79"	"0"	"347"	"347"	"1"	"0"
"9661"	"3"	"9"	"13"	"2"	"403"	"127"	"1"	"4"	"0"	"54"	"3"	"0"	"1"	"2"	"6"	"7"	"2"	"3"	"0"	"4"	"2"	"33"	"0"	"2"	"6"	"1"	"1"	"1"	"3"	"3"	"0"	"0"	"0"	"0"	"0"	"266"	"266"	"9"	"88"	"0"	"363"	"363"	"1"	"0"
"9662"	"3"	"9"	"13"	"2"	"400"	"122"	"3"	"4"	"2"	"51"	"1"	"1"	"1"	"6"	"3"	"10"	"1"	"1"	"1"	"4"	"2"	"25"	"0"	"4"	"3"	"1"	"1"	"2"	"0"	"5"	"0"	"0"	"0"	"0"	"0"	"254"	"254"	"12"	"92"	"0"	"358"	"358"	"1"	"0"
"9663"	"3"	"9"	"13"	"2"	"403"	"129"	"1"	"11"	"1"	"45"	"0"	"1"	"0"	"1"	"5"	"6"	"0"	"0"	"1"	"4"	"3"	"32"	"1"	"1"	"0"	"1"	"1"	"1"	"5"	"4"	"0"	"0"	"0"	"0"	"0"	"254"	"254"	"7"	"78"	"0"	"339"	"339"	"1"	"0"
"9664"	"3"	"9"	"13"	"2"	"403"	"110"	"0"	"5"	"2"	"63"	"3"	"2"	"0"	"5"	"4"	"7"	"4"	"1"	"1"	"7"	"5"	"41"	"1"	"3"	"3"	"1"	"1"	"2"	"4"	"5"	"0"	"0"	"0"	"0"	"0"	"280"	"280"	"12"	"31"	"0"	"323"	"323"	"1"	"0"
"9665"	"3"	"9"	"13"	"2"	"400"	"134"	"4"	"6"	"0"	"46"	"1"	"0"	"1"	"4"	"3"	"12"	"2"	"0"	"2"	"12"	"2"	"30"	"0"	"3"	"5"	"0"	"2"	"2"	"0"	"4"	"0"	"0"	"0"	"0"	"0"	"275"	"275"	"10"	"51"	"0"	"336"	"336"	"1"	"0"
"9666"	"3"	"9"	"13"	"2"	"402"	"114"	"2"	"14"	"3"	"51"	"4"	"1"	"1"	"1"	"4"	"15"	"1"	"2"	"2"	"6"	"2"	"42"	"1"	"0"	"3"	"1"	"3"	"2"	"9"	"3"	"0"	"0"	"0"	"0"	"0"	"287"	"287"	"8"	"41"	"0"	"336"	"336"	"1"	"0"
"9667"	"3"	"9"	"13"	"2"	"403"	"124"	"1"	"6"	"2"	"41"	"3"	"0"	"0"	"0"	"8"	"9"	"2"	"0"	"0"	"5"	"0"	"41"	"0"	"1"	"3"	"1"	"0"	"1"	"3"	"11"	"0"	"0"	"0"	"0"	"0"	"262"	"262"	"5"	"77"	"0"	"344"	"344"	"1"	"0"
"9668"	"3"	"9"	"13"	"2"	"405"	"110"	"2"	"14"	"1"	"49"	"3"	"2"	"1"	"3"	"9"	"16"	"1"	"0"	"0"	"6"	"1"	"38"	"0"	"5"	"5"	"0"	"2"	"2"	"2"	"9"	"0"	"0"	"0"	"0"	"0"	"281"	"281"	"18"	"54"	"0"	"353"	"353"	"1"	"0"
"9669"	"3"	"9"	"13"	"2"	"400"	"111"	"0"	"9"	"1"	"61"	"1"	"0"	"2"	"3"	"4"	"12"	"3"	"0"	"1"	"11"	"3"	"30"	"0"	"3"	"3"	"1"	"2"	"1"	"2"	"6"	"0"	"0"	"0"	"0"	"0"	"270"	"270"	"13"	"80"	"0"	"363"	"363"	"1"	"0"
"9670"	"3"	"9"	"13"	"2"	"400"	"130"	"1"	"4"	"1"	"40"	"5"	"2"	"3"	"3"	"8"	"7"	"1"	"1"	"0"	"7"	"3"	"21"	"0"	"0"	"2"	"3"	"1"	"2"	"5"	"3"	"0"	"0"	"0"	"0"	"0"	"253"	"253"	"12"	"100"	"0"	"365"	"365"	"1"	"0"
"9671"	"3"	"9"	"13"	"2"	"400"	"116"	"1"	"3"	"1"	"50"	"3"	"0"	"1"	"1"	"6"	"9"	"2"	"0"	"1"	"3"	"6"	"40"	"1"	"3"	"2"	"0"	"2"	"1"	"1"	"4"	"0"	"0"	"0"	"0"	"0"	"257"	"257"	"10"	"90"	"0"	"357"	"357"	"1"	"0"
"9672"	"3"	"9"	"13"	"2"	"400"	"108"	"0"	"5"	"0"	"52"	"5"	"0"	"2"	"0"	"10"	"8"	"1"	"0"	"0"	"7"	"4"	"42"	"0"	"3"	"4"	"0"	"1"	"0"	"2"	"3"	"0"	"0"	"0"	"0"	"0"	"257"	"257"	"9"	"78"	"0"	"344"	"344"	"1"	"0"
"9673"	"3"	"9"	"13"	"2"	"404"	"125"	"2"	"4"	"0"	"60"	"1"	"0"	"1"	"1"	"3"	"6"	"0"	"2"	"2"	"0"	"2"	"28"	"0"	"3"	"3"	"0"	"0"	"3"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"249"	"249"	"23"	"73"	"0"	"343"	"345"	"0"	"0"
"9674"	"3"	"9"	"13"	"2"	"404"	"143"	"4"	"12"	"0"	"50"	"2"	"1"	"0"	"0"	"4"	"6"	"2"	"1"	"0"	"7"	"0"	"44"	"0"	"2"	"5"	"2"	"3"	"3"	"6"	"12"	"0"	"0"	"0"	"0"	"0"	"309"	"309"	"13"	"35"	"0"	"357"	"357"	"1"	"0"
"9675"	"3"	"9"	"13"	"2"	"261"	"78"	"0"	"3"	"1"	"37"	"2"	"1"	"3"	"2"	"3"	"5"	"0"	"2"	"1"	"6"	"1"	"21"	"0"	"0"	"4"	"2"	"2"	"1"	"4"	"4"	"0"	"0"	"0"	"0"	"0"	"183"	"183"	"6"	"39"	"0"	"228"	"228"	"1"	"0"
"9676"	"3"	"9"	"13"	"2"	"260"	"74"	"1"	"3"	"1"	"40"	"1"	"0"	"0"	"1"	"2"	"4"	"0"	"0"	"0"	"3"	"2"	"34"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"170"	"170"	"3"	"53"	"0"	"226"	"226"	"1"	"0"
"9677"	"3"	"9"	"13"	"2"	"400"	"134"	"1"	"1"	"0"	"39"	"1"	"2"	"2"	"2"	"4"	"9"	"1"	"0"	"0"	"4"	"1"	"46"	"0"	"3"	"1"	"1"	"0"	"1"	"2"	"3"	"0"	"0"	"0"	"0"	"0"	"258"	"258"	"6"	"91"	"0"	"355"	"355"	"1"	"0"
"9678"	"3"	"9"	"13"	"2"	"404"	"128"	"0"	"5"	"0"	"54"	"4"	"0"	"0"	"0"	"11"	"14"	"1"	"0"	"0"	"0"	"3"	"35"	"1"	"1"	"4"	"0"	"0"	"1"	"1"	"5"	"0"	"0"	"0"	"0"	"0"	"268"	"268"	"10"	"77"	"0"	"355"	"355"	"1"	"0"
"9679"	"3"	"9"	"13"	"2"	"400"	"112"	"0"	"6"	"0"	"49"	"0"	"0"	"3"	"0"	"5"	"1"	"2"	"1"	"2"	"5"	"3"	"42"	"2"	"1"	"3"	"0"	"0"	"0"	"6"	"4"	"0"	"0"	"0"	"0"	"0"	"247"	"247"	"6"	"78"	"0"	"331"	"331"	"1"	"0"
"9680"	"3"	"9"	"13"	"2"	"390"	"136"	"2"	"4"	"0"	"50"	"0"	"1"	"4"	"1"	"5"	"3"	"1"	"0"	"0"	"5"	"4"	"36"	"1"	"2"	"0"	"0"	"1"	"2"	"1"	"5"	"0"	"0"	"0"	"0"	"0"	"264"	"264"	"5"	"72"	"0"	"341"	"341"	"1"	"0"
"9681"	"3"	"9"	"13"	"2"	"389"	"122"	"0"	"2"	"1"	"64"	"5"	"3"	"0"	"2"	"5"	"8"	"2"	"3"	"2"	"5"	"4"	"47"	"0"	"1"	"3"	"0"	"2"	"0"	"1"	"8"	"0"	"0"	"0"	"0"	"0"	"290"	"290"	"10"	"50"	"0"	"350"	"350"	"1"	"0"
"9682"	"3"	"9"	"13"	"2"	"309"	"48"	"2"	"5"	"0"	"17"	"2"	"0"	"1"	"2"	"5"	"7"	"1"	"1"	"0"	"8"	"3"	"18"	"0"	"0"	"0"	"0"	"0"	"3"	"2"	"3"	"0"	"0"	"0"	"0"	"0"	"128"	"128"	"11"	"58"	"0"	"197"	"197"	"1"	"0"
"9683"	"3"	"9"	"13"	"2"	"308"	"48"	"1"	"0"	"1"	"18"	"1"	"1"	"0"	"5"	"6"	"8"	"1"	"1"	"0"	"2"	"1"	"24"	"1"	"2"	"1"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"124"	"124"	"7"	"65"	"0"	"196"	"196"	"1"	"0"
"9684"	"3"	"9"	"14"	"2"	"400"	"9"	"16"	"23"	"0"	"4"	"7"	"6"	"6"	"20"	"12"	"25"	"2"	"0"	"2"	"8"	"5"	"11"	"1"	"13"	"9"	"5"	"1"	"8"	"6"	"5"	"0"	"0"	"0"	"0"	"0"	"204"	"204"	"30"	"24"	"0"	"258"	"258"	"1"	"0"
"9685"	"3"	"9"	"14"	"2"	"402"	"8"	"17"	"23"	"1"	"2"	"9"	"4"	"10"	"19"	"8"	"23"	"2"	"1"	"0"	"13"	"8"	"22"	"2"	"8"	"9"	"5"	"0"	"7"	"9"	"5"	"0"	"0"	"0"	"0"	"0"	"215"	"215"	"35"	"21"	"0"	"271"	"271"	"1"	"0"
"9686"	"3"	"9"	"14"	"2"	"401"	"15"	"19"	"18"	"2"	"2"	"0"	"4"	"9"	"18"	"7"	"20"	"0"	"2"	"1"	"4"	"10"	"16"	"10"	"8"	"16"	"4"	"2"	"18"	"6"	"5"	"0"	"0"	"0"	"0"	"0"	"216"	"216"	"34"	"34"	"0"	"284"	"284"	"1"	"0"
"9687"	"3"	"9"	"14"	"2"	"402"	"9"	"12"	"35"	"3"	"4"	"2"	"6"	"10"	"14"	"10"	"23"	"2"	"1"	"1"	"6"	"9"	"11"	"1"	"23"	"11"	"7"	"1"	"13"	"7"	"2"	"0"	"0"	"0"	"0"	"0"	"223"	"223"	"30"	"35"	"0"	"288"	"288"	"1"	"0"
"9688"	"3"	"9"	"14"	"2"	"400"	"10"	"20"	"25"	"0"	"6"	"8"	"9"	"5"	"18"	"9"	"29"	"1"	"3"	"3"	"10"	"2"	"9"	"2"	"8"	"12"	"5"	"2"	"12"	"6"	"7"	"0"	"0"	"0"	"0"	"0"	"221"	"221"	"28"	"33"	"0"	"282"	"282"	"1"	"0"
"9689"	"3"	"9"	"14"	"2"	"400"	"11"	"19"	"41"	"7"	"2"	"3"	"6"	"9"	"16"	"7"	"16"	"2"	"0"	"2"	"7"	"11"	"13"	"1"	"18"	"6"	"1"	"0"	"6"	"9"	"8"	"0"	"0"	"0"	"0"	"0"	"221"	"221"	"37"	"23"	"0"	"281"	"281"	"1"	"0"
"9690"	"3"	"9"	"14"	"2"	"400"	"12"	"17"	"37"	"2"	"4"	"8"	"4"	"5"	"10"	"4"	"17"	"1"	"1"	"5"	"8"	"7"	"14"	"1"	"11"	"9"	"2"	"2"	"8"	"6"	"5"	"0"	"0"	"0"	"0"	"0"	"200"	"200"	"25"	"17"	"0"	"242"	"242"	"1"	"0"
"9691"	"3"	"9"	"14"	"2"	"400"	"15"	"15"	"18"	"2"	"7"	"10"	"10"	"8"	"14"	"4"	"23"	"1"	"2"	"3"	"9"	"4"	"10"	"1"	"7"	"7"	"4"	"1"	"9"	"4"	"8"	"0"	"0"	"0"	"0"	"0"	"196"	"196"	"41"	"17"	"0"	"254"	"254"	"1"	"0"
"9692"	"3"	"9"	"14"	"2"	"400"	"7"	"9"	"31"	"2"	"0"	"4"	"4"	"11"	"24"	"4"	"17"	"0"	"2"	"2"	"9"	"6"	"10"	"1"	"15"	"8"	"4"	"4"	"8"	"7"	"7"	"0"	"0"	"0"	"0"	"0"	"196"	"196"	"37"	"23"	"0"	"256"	"256"	"1"	"0"
"9693"	"3"	"9"	"14"	"2"	"307"	"3"	"11"	"22"	"2"	"4"	"3"	"3"	"8"	"9"	"4"	"14"	"1"	"1"	"2"	"9"	"6"	"13"	"0"	"8"	"7"	"4"	"1"	"7"	"7"	"8"	"0"	"0"	"0"	"0"	"0"	"157"	"157"	"26"	"10"	"0"	"193"	"193"	"1"	"0"
"9694"	"3"	"9"	"14"	"2"	"307"	"16"	"10"	"26"	"1"	"3"	"10"	"3"	"5"	"12"	"2"	"14"	"1"	"1"	"1"	"16"	"5"	"5"	"1"	"14"	"10"	"4"	"0"	"9"	"2"	"8"	"0"	"0"	"0"	"0"	"0"	"179"	"179"	"27"	"17"	"0"	"223"	"223"	"1"	"0"
