"MESA"	"TIPO_ELECCION"	"DEPTO"	"MUNI"	"ESTADO_ACTA"	"CANTIDAD_PAPELETAS"	"VALOR"	"UNE"	"CREO"	"WINAQ"	"PC"	"TODOS"	"FCN_NACION"	"BIEN"	"LIBRE"	"SEMILLA"	"PPT"	"VICTORIA"	"PODEMOS"	"FUERZA"	"UCN"	"UNIONISTA"	"JUSTICIA"	"VAMOS"	"URNG_MAIZ"	"PHG"	"V21"	"V22"	"V23"	"V24"	"V25"	"V26"	"V27"	"V28"	"V29"	"V30"	"VOTOS_VALIDOS_ACTA"	"VOTOS_VALIDOS"	"NULOS"	"BLANCOS"	"INVALIDOS"	"TOTAL_ACTA"	"TOTAL_VOTOS"	"ACTA_CUADRA"	"IMPUGNACIONES"
"16121"	"4"	"16"	"1"	"2"	"400"	"130"	"13"	"27"	"5"	"6"	"6"	"4"	"4"	"1"	"8"	"1"	"2"	"9"	"0"	"2"	"1"	"23"	"9"	"2"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"255"	"255"	"21"	"6"	"0"	"282"	"282"	"1"	"0"
"16122"	"4"	"16"	"1"	"2"	"396"	"128"	"20"	"24"	"2"	"5"	"8"	"2"	"3"	"0"	"4"	"1"	"3"	"14"	"1"	"2"	"2"	"17"	"2"	"3"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"243"	"243"	"30"	"10"	"0"	"283"	"283"	"1"	"0"
"16123"	"4"	"16"	"1"	"2"	"396"	"134"	"16"	"29"	"2"	"10"	"9"	"3"	"1"	"2"	"6"	"1"	"1"	"13"	"1"	"4"	"0"	"32"	"3"	"4"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"272"	"272"	"24"	"3"	"0"	"299"	"299"	"1"	"0"
"16124"	"4"	"16"	"1"	"2"	"400"	"129"	"21"	"36"	"2"	"7"	"6"	"2"	"4"	"0"	"5"	"0"	"0"	"13"	"0"	"5"	"2"	"41"	"4"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"279"	"279"	"15"	"10"	"0"	"304"	"304"	"1"	"0"
"16125"	"4"	"16"	"1"	"2"	"400"	"130"	"21"	"22"	"3"	"10"	"12"	"3"	"0"	"3"	"3"	"1"	"1"	"15"	"0"	"2"	"0"	"30"	"3"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"261"	"261"	"23"	"13"	"0"	"297"	"297"	"1"	"0"
"16126"	"4"	"16"	"1"	"2"	"400"	"122"	"10"	"29"	"0"	"4"	"11"	"1"	"3"	"1"	"6"	"2"	"3"	"6"	"0"	"1"	"1"	"27"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"230"	"230"	"16"	"4"	"0"	"250"	"250"	"1"	"1"
"16127"	"4"	"16"	"1"	"2"	"400"	"126"	"16"	"17"	"3"	"2"	"4"	"3"	"1"	"0"	"2"	"0"	"3"	"13"	"1"	"3"	"2"	"22"	"1"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"222"	"222"	"9"	"5"	"0"	"236"	"236"	"1"	"0"
"16128"	"4"	"16"	"1"	"2"	"401"	"105"	"11"	"24"	"1"	"7"	"5"	"3"	"6"	"1"	"3"	"0"	"2"	"9"	"1"	"2"	"0"	"21"	"8"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"213"	"213"	"8"	"4"	"0"	"225"	"225"	"1"	"1"
"16129"	"4"	"16"	"1"	"2"	"400"	"112"	"25"	"23"	"0"	"6"	"8"	"3"	"3"	"1"	"5"	"0"	"2"	"9"	"2"	"2"	"2"	"10"	"3"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"217"	"217"	"25"	"11"	"0"	"253"	"253"	"1"	"0"
"16130"	"4"	"16"	"1"	"2"	"400"	"91"	"21"	"25"	"1"	"9"	"9"	"5"	"3"	"0"	"8"	"2"	"2"	"11"	"0"	"5"	"3"	"28"	"6"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"230"	"230"	"23"	"8"	"0"	"261"	"261"	"1"	"0"
"16131"	"4"	"16"	"1"	"2"	"400"	"101"	"10"	"25"	"3"	"9"	"10"	"3"	"3"	"0"	"0"	"2"	"2"	"17"	"0"	"3"	"1"	"33"	"2"	"5"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"231"	"231"	"19"	"10"	"0"	"260"	"260"	"1"	"0"
"16132"	"4"	"16"	"1"	"2"	"400"	"103"	"13"	"15"	"0"	"8"	"10"	"3"	"4"	"2"	"7"	"1"	"1"	"11"	"0"	"3"	"2"	"26"	"4"	"2"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"218"	"218"	"19"	"8"	"0"	"245"	"245"	"1"	"0"
"16133"	"4"	"16"	"1"	"2"	"400"	"113"	"19"	"27"	"4"	"8"	"6"	"3"	"3"	"2"	"2"	"1"	"0"	"12"	"1"	"1"	"0"	"27"	"5"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"237"	"237"	"20"	"2"	"0"	"259"	"259"	"1"	"0"
"16134"	"4"	"16"	"1"	"2"	"400"	"106"	"11"	"42"	"0"	"6"	"4"	"4"	"6"	"0"	"3"	"2"	"1"	"10"	"2"	"0"	"6"	"31"	"9"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"247"	"247"	"18"	"5"	"0"	"270"	"270"	"1"	"0"
"16135"	"4"	"16"	"1"	"2"	"396"	"115"	"11"	"20"	"0"	"6"	"6"	"3"	"3"	"0"	"2"	"1"	"0"	"9"	"1"	"0"	"2"	"18"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"202"	"202"	"37"	"11"	"0"	"250"	"250"	"1"	"0"
"16136"	"4"	"16"	"1"	"2"	"400"	"121"	"19"	"32"	"0"	"5"	"4"	"0"	"5"	"1"	"1"	"0"	"1"	"15"	"1"	"1"	"3"	"15"	"6"	"4"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"235"	"235"	"25"	"7"	"0"	"267"	"267"	"1"	"0"
"16137"	"4"	"16"	"1"	"2"	"400"	"113"	"8"	"24"	"2"	"5"	"6"	"2"	"2"	"1"	"1"	"0"	"4"	"14"	"1"	"1"	"0"	"22"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"212"	"212"	"29"	"6"	"0"	"247"	"247"	"1"	"0"
"16138"	"4"	"16"	"1"	"2"	"396"	"108"	"15"	"25"	"0"	"4"	"5"	"2"	"6"	"0"	"3"	"2"	"3"	"10"	"1"	"1"	"4"	"22"	"6"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"218"	"218"	"27"	"14"	"0"	"259"	"259"	"1"	"0"
"16139"	"4"	"16"	"1"	"2"	"400"	"89"	"11"	"31"	"7"	"4"	"12"	"3"	"3"	"3"	"3"	"1"	"1"	"13"	"2"	"1"	"2"	"22"	"7"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"216"	"216"	"19"	"9"	"0"	"244"	"244"	"1"	"0"
"16140"	"4"	"16"	"1"	"2"	"400"	"89"	"17"	"26"	"3"	"6"	"4"	"4"	"5"	"0"	"3"	"1"	"4"	"10"	"1"	"3"	"2"	"26"	"3"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"208"	"208"	"19"	"11"	"0"	"238"	"238"	"1"	"0"
"16141"	"4"	"16"	"1"	"2"	"397"	"104"	"29"	"20"	"1"	"6"	"7"	"4"	"2"	"2"	"3"	"0"	"4"	"16"	"0"	"0"	"2"	"24"	"5"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"232"	"232"	"19"	"5"	"0"	"256"	"256"	"1"	"0"
"16142"	"4"	"16"	"1"	"2"	"400"	"100"	"12"	"21"	"2"	"6"	"6"	"3"	"3"	"1"	"1"	"1"	"0"	"11"	"1"	"3"	"3"	"18"	"6"	"3"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"203"	"203"	"27"	"10"	"0"	"240"	"240"	"1"	"0"
"16143"	"4"	"16"	"1"	"2"	"400"	"92"	"14"	"25"	"4"	"9"	"6"	"4"	"2"	"3"	"2"	"1"	"2"	"16"	"0"	"1"	"1"	"27"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"213"	"213"	"26"	"13"	"0"	"252"	"252"	"1"	"0"
"16144"	"4"	"16"	"1"	"2"	"400"	"115"	"8"	"22"	"2"	"5"	"4"	"6"	"2"	"3"	"2"	"1"	"1"	"4"	"0"	"1"	"1"	"24"	"3"	"0"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"208"	"208"	"25"	"9"	"0"	"242"	"242"	"1"	"0"
"16145"	"4"	"16"	"1"	"2"	"396"	"113"	"14"	"19"	"2"	"6"	"1"	"4"	"4"	"1"	"5"	"0"	"5"	"6"	"0"	"3"	"2"	"15"	"6"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"210"	"210"	"23"	"9"	"0"	"242"	"242"	"1"	"0"
"16146"	"4"	"16"	"1"	"2"	"396"	"104"	"9"	"22"	"0"	"2"	"6"	"3"	"5"	"0"	"1"	"1"	"1"	"4"	"0"	"3"	"1"	"26"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"194"	"194"	"24"	"4"	"2"	"222"	"222"	"1"	"0"
"16147"	"4"	"16"	"1"	"2"	"400"	"104"	"12"	"31"	"3"	"7"	"5"	"5"	"1"	"0"	"2"	"0"	"1"	"11"	"1"	"4"	"1"	"25"	"4"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"218"	"218"	"8"	"4"	"0"	"230"	"230"	"1"	"0"
"16148"	"4"	"16"	"1"	"2"	"396"	"99"	"12"	"31"	"4"	"4"	"7"	"2"	"0"	"1"	"3"	"1"	"2"	"7"	"0"	"1"	"2"	"31"	"5"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"214"	"214"	"15"	"7"	"0"	"236"	"236"	"1"	"0"
"16149"	"4"	"16"	"1"	"2"	"400"	"92"	"30"	"21"	"1"	"4"	"7"	"0"	"3"	"2"	"1"	"2"	"5"	"9"	"0"	"2"	"1"	"17"	"5"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"203"	"203"	"17"	"7"	"6"	"227"	"227"	"1"	"0"
"16150"	"4"	"16"	"1"	"2"	"397"	"85"	"12"	"24"	"2"	"5"	"7"	"7"	"6"	"2"	"2"	"1"	"1"	"5"	"2"	"1"	"2"	"13"	"10"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"190"	"190"	"16"	"4"	"0"	"210"	"210"	"1"	"0"
"16151"	"4"	"16"	"1"	"2"	"400"	"93"	"18"	"26"	"2"	"8"	"5"	"1"	"2"	"1"	"1"	"1"	"3"	"8"	"3"	"1"	"2"	"15"	"6"	"1"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"200"	"200"	"7"	"3"	"0"	"210"	"210"	"1"	"0"
"16152"	"4"	"16"	"1"	"2"	"400"	"117"	"17"	"17"	"1"	"6"	"7"	"0"	"0"	"2"	"2"	"0"	"0"	"10"	"2"	"1"	"2"	"18"	"7"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"211"	"211"	"9"	"2"	"0"	"222"	"222"	"1"	"0"
"16153"	"4"	"16"	"1"	"2"	"400"	"101"	"14"	"27"	"1"	"7"	"4"	"2"	"2"	"1"	"4"	"1"	"0"	"19"	"2"	"1"	"1"	"26"	"3"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"217"	"217"	"3"	"2"	"0"	"222"	"222"	"1"	"0"
"16154"	"4"	"16"	"1"	"2"	"400"	"114"	"9"	"38"	"1"	"7"	"8"	"3"	"1"	"2"	"4"	"1"	"2"	"21"	"1"	"2"	"1"	"38"	"3"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"258"	"258"	"0"	"1"	"0"	"259"	"259"	"1"	"0"
"16155"	"4"	"16"	"1"	"2"	"396"	"146"	"18"	"29"	"1"	"5"	"8"	"5"	"1"	"1"	"2"	"0"	"0"	"17"	"2"	"0"	"1"	"26"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"265"	"265"	"6"	"4"	"0"	"275"	"275"	"1"	"0"
"16156"	"4"	"16"	"1"	"2"	"271"	"72"	"16"	"14"	"2"	"3"	"2"	"2"	"0"	"0"	"1"	"0"	"0"	"9"	"1"	"0"	"0"	"11"	"4"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"139"	"139"	"3"	"1"	"0"	"143"	"143"	"1"	"0"
"16157"	"4"	"16"	"1"	"2"	"270"	"63"	"8"	"12"	"1"	"2"	"5"	"1"	"2"	"1"	"0"	"0"	"2"	"8"	"1"	"1"	"0"	"15"	"2"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"127"	"127"	"9"	"3"	"0"	"140"	"139"	"0"	"1"
