"MESA"	"TIPO_ELECCION"	"DEPTO"	"MUNI"	"ESTADO_ACTA"	"CANTIDAD_PAPELETAS"	"VALOR"	"UNE"	"CREO"	"WINAQ"	"PC"	"TODOS"	"FCN_NACION"	"BIEN"	"LIBRE"	"SEMILLA"	"PPT"	"VICTORIA"	"PODEMOS"	"FUERZA"	"UCN"	"UNIONISTA"	"JUSTICIA"	"VAMOS"	"URNG_MAIZ"	"PHG"	"V21"	"V22"	"V23"	"V24"	"V25"	"V26"	"V27"	"V28"	"V29"	"V30"	"VOTOS_VALIDOS_ACTA"	"VOTOS_VALIDOS"	"NULOS"	"BLANCOS"	"INVALIDOS"	"TOTAL_ACTA"	"TOTAL_VOTOS"	"ACTA_CUADRA"	"IMPUGNACIONES"
"16283"	"4"	"16"	"1"	"2"	"400"	"86"	"14"	"13"	"0"	"3"	"2"	"2"	"1"	"0"	"0"	"0"	"6"	"0"	"5"	"1"	"1"	"6"	"3"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"146"	"146"	"27"	"15"	"0"	"188"	"188"	"1"	"0"
"16284"	"4"	"16"	"1"	"2"	"400"	"96"	"22"	"19"	"3"	"6"	"5"	"4"	"3"	"0"	"2"	"1"	"4"	"7"	"5"	"1"	"1"	"3"	"2"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"186"	"187"	"38"	"8"	"1"	"232"	"233"	"0"	"0"
"16285"	"4"	"16"	"1"	"2"	"400"	"64"	"17"	"10"	"2"	"3"	"5"	"4"	"0"	"0"	"2"	"0"	"3"	"9"	"0"	"2"	"1"	"2"	"1"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"128"	"128"	"28"	"8"	"0"	"164"	"164"	"1"	"0"
"16286"	"4"	"16"	"1"	"2"	"396"	"121"	"26"	"19"	"2"	"3"	"3"	"3"	"2"	"1"	"1"	"0"	"8"	"3"	"4"	"3"	"1"	"3"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"206"	"206"	"22"	"12"	"0"	"240"	"240"	"1"	"0"
"16287"	"4"	"16"	"1"	"2"	"400"	"94"	"33"	"15"	"3"	"8"	"1"	"4"	"1"	"2"	"2"	"0"	"1"	"2"	"1"	"3"	"1"	"3"	"5"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"183"	"180"	"23"	"10"	"0"	"216"	"213"	"0"	"2"
"16288"	"4"	"16"	"1"	"2"	"400"	"93"	"16"	"10"	"1"	"8"	"2"	"1"	"0"	"0"	"0"	"0"	"4"	"4"	"5"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"145"	"145"	"17"	"1"	"0"	"163"	"163"	"1"	"0"
"16289"	"4"	"16"	"1"	"2"	"400"	"100"	"14"	"16"	"4"	"9"	"1"	"2"	"2"	"0"	"2"	"0"	"1"	"2"	"2"	"0"	"0"	"1"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"158"	"158"	"6"	"6"	"0"	"170"	"170"	"1"	"1"
"16290"	"4"	"16"	"1"	"2"	"400"	"79"	"10"	"19"	"6"	"6"	"0"	"2"	"1"	"0"	"1"	"0"	"6"	"3"	"6"	"0"	"1"	"2"	"5"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"153"	"153"	"21"	"6"	"0"	"180"	"180"	"1"	"0"
"16291"	"4"	"16"	"1"	"2"	"400"	"78"	"16"	"17"	"2"	"12"	"4"	"5"	"1"	"0"	"2"	"1"	"4"	"5"	"3"	"2"	"1"	"2"	"4"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"161"	"161"	"12"	"6"	"0"	"179"	"179"	"1"	"0"
"16292"	"4"	"16"	"1"	"2"	"396"	"127"	"16"	"19"	"1"	"11"	"2"	"1"	"1"	"0"	"0"	"1"	"1"	"3"	"3"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"188"	"188"	"26"	"7"	"0"	"221"	"221"	"1"	"0"
"16293"	"4"	"16"	"1"	"2"	"400"	"113"	"24"	"13"	"5"	"8"	"1"	"1"	"1"	"0"	"0"	"1"	"4"	"5"	"4"	"1"	"1"	"5"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"189"	"189"	"25"	"10"	"0"	"224"	"224"	"1"	"0"
"16294"	"4"	"16"	"1"	"2"	"393"	"86"	"17"	"20"	"2"	"5"	"1"	"4"	"1"	"0"	"3"	"0"	"7"	"5"	"4"	"0"	"0"	"5"	"1"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"164"	"164"	"26"	"12"	"0"	"202"	"202"	"1"	"0"
"16295"	"4"	"16"	"1"	"2"	"400"	"100"	"18"	"25"	"4"	"2"	"1"	"0"	"1"	"0"	"2"	"0"	"4"	"7"	"2"	"1"	"2"	"3"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"174"	"174"	"21"	"10"	"0"	"205"	"205"	"1"	"0"
"16296"	"4"	"16"	"1"	"2"	"393"	"103"	"15"	"9"	"4"	"3"	"1"	"0"	"3"	"0"	"3"	"0"	"0"	"3"	"0"	"0"	"2"	"1"	"0"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"151"	"151"	"26"	"5"	"0"	"182"	"182"	"1"	"0"
"16297"	"4"	"16"	"1"	"2"	"400"	"86"	"13"	"15"	"6"	"1"	"0"	"3"	"1"	"1"	"0"	"1"	"2"	"4"	"2"	"0"	"0"	"2"	"2"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"144"	"144"	"21"	"3"	"0"	"168"	"168"	"1"	"0"
"16298"	"4"	"16"	"1"	"2"	"396"	"67"	"15"	"14"	"9"	"7"	"3"	"2"	"5"	"0"	"3"	"0"	"5"	"1"	"2"	"2"	"0"	"3"	"5"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"145"	"145"	"26"	"12"	"0"	"183"	"183"	"1"	"0"
"16299"	"4"	"16"	"1"	"2"	"404"	"82"	"10"	"19"	"3"	"3"	"2"	"1"	"1"	"0"	"1"	"1"	"5"	"3"	"7"	"0"	"2"	"2"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"145"	"145"	"19"	"5"	"0"	"169"	"169"	"1"	"0"
"16300"	"4"	"16"	"1"	"2"	"399"	"66"	"12"	"23"	"3"	"4"	"1"	"2"	"0"	"0"	"0"	"0"	"2"	"3"	"1"	"0"	"1"	"3"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"123"	"123"	"16"	"4"	"0"	"143"	"143"	"1"	"0"
"16301"	"4"	"16"	"1"	"2"	"392"	"92"	"6"	"9"	"0"	"6"	"1"	"1"	"1"	"0"	"0"	"0"	"2"	"1"	"4"	"1"	"1"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"127"	"127"	"14"	"5"	"0"	"146"	"146"	"1"	"0"
"16302"	"4"	"16"	"1"	"2"	"380"	"7"	"21"	"28"	"22"	"53"	"1"	"2"	"3"	"1"	"6"	"2"	"6"	"0"	"0"	"1"	"3"	"1"	"0"	"18"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"175"	"175"	"0"	"12"	"24"	"210"	"187"	"0"	"0"
"16303"	"4"	"16"	"1"	"2"	"380"	"6"	"15"	"76"	"10"	"63"	"2"	"3"	"2"	"1"	"1"	"0"	"2"	"1"	"0"	"4"	"0"	"1"	"4"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"199"	"199"	"15"	"18"	"0"	"232"	"232"	"1"	"0"
"16304"	"4"	"16"	"1"	"2"	"380"	"5"	"20"	"32"	"16"	"41"	"4"	"1"	"2"	"1"	"9"	"2"	"5"	"1"	"0"	"0"	"0"	"1"	"1"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"147"	"147"	"13"	"11"	"0"	"171"	"171"	"1"	"0"
"16305"	"4"	"16"	"1"	"2"	"380"	"13"	"24"	"21"	"20"	"47"	"1"	"2"	"2"	"2"	"4"	"0"	"8"	"0"	"2"	"1"	"0"	"2"	"3"	"14"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"167"	"167"	"2"	"15"	"0"	"184"	"184"	"1"	"0"
"16306"	"4"	"16"	"1"	"2"	"378"	"7"	"25"	"42"	"22"	"47"	"6"	"0"	"1"	"1"	"6"	"2"	"7"	"2"	"0"	"4"	"1"	"2"	"0"	"12"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"187"	"187"	"8"	"8"	"0"	"203"	"203"	"1"	"0"
"16307"	"4"	"16"	"1"	"2"	"379"	"8"	"20"	"26"	"21"	"45"	"2"	"2"	"2"	"2"	"8"	"2"	"5"	"3"	"0"	"1"	"1"	"0"	"2"	"13"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"163"	"163"	"13"	"9"	"0"	"185"	"185"	"1"	"0"
"16308"	"4"	"16"	"1"	"2"	"370"	"6"	"12"	"23"	"13"	"45"	"3"	"1"	"1"	"0"	"3"	"2"	"2"	"0"	"1"	"1"	"2"	"0"	"1"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"124"	"124"	"16"	"7"	"0"	"147"	"147"	"1"	"0"
"16309"	"4"	"16"	"1"	"2"	"372"	"11"	"18"	"26"	"11"	"45"	"2"	"1"	"0"	"0"	"5"	"2"	"8"	"0"	"1"	"3"	"1"	"0"	"2"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"143"	"143"	"10"	"5"	"1"	"158"	"158"	"1"	"0"
"16310"	"4"	"16"	"1"	"2"	"380"	"7"	"46"	"28"	"5"	"5"	"2"	"7"	"4"	"2"	"4"	"0"	"1"	"4"	"1"	"5"	"0"	"1"	"4"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"135"	"135"	"13"	"9"	"0"	"157"	"157"	"1"	"0"
"16311"	"4"	"16"	"1"	"2"	"380"	"10"	"48"	"24"	"1"	"6"	"1"	"6"	"2"	"1"	"0"	"0"	"0"	"3"	"0"	"1"	"3"	"7"	"3"	"9"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"126"	"126"	"16"	"3"	"0"	"145"	"145"	"1"	"0"
"16312"	"4"	"16"	"1"	"2"	"380"	"6"	"60"	"22"	"4"	"7"	"0"	"2"	"4"	"0"	"1"	"0"	"1"	"3"	"2"	"1"	"1"	"2"	"2"	"11"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"129"	"129"	"7"	"10"	"0"	"146"	"146"	"1"	"0"
"16313"	"4"	"16"	"1"	"2"	"378"	"7"	"55"	"35"	"1"	"4"	"0"	"3"	"2"	"0"	"2"	"0"	"0"	"2"	"1"	"3"	"2"	"2"	"2"	"9"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"131"	"131"	"11"	"9"	"0"	"151"	"151"	"1"	"0"
"16314"	"4"	"16"	"1"	"2"	"380"	"5"	"49"	"32"	"2"	"7"	"4"	"7"	"3"	"0"	"1"	"0"	"0"	"4"	"1"	"4"	"3"	"0"	"2"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"127"	"127"	"23"	"11"	"0"	"161"	"161"	"1"	"0"
"16315"	"4"	"16"	"1"	"2"	"380"	"11"	"55"	"32"	"5"	"9"	"1"	"3"	"2"	"0"	"4"	"2"	"0"	"6"	"0"	"6"	"3"	"1"	"2"	"10"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"152"	"152"	"23"	"12"	"0"	"187"	"187"	"1"	"0"
"16316"	"4"	"16"	"1"	"2"	"380"	"11"	"45"	"30"	"4"	"4"	"2"	"5"	"2"	"3"	"3"	"0"	"0"	"3"	"0"	"4"	"8"	"1"	"3"	"14"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"142"	"142"	"22"	"8"	"0"	"172"	"172"	"1"	"0"
"16317"	"4"	"16"	"1"	"2"	"380"	"4"	"38"	"19"	"6"	"7"	"1"	"1"	"0"	"1"	"2"	"0"	"1"	"1"	"1"	"5"	"0"	"1"	"3"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"98"	"97"	"27"	"11"	"0"	"136"	"135"	"0"	"0"
"16318"	"4"	"16"	"1"	"2"	"349"	"6"	"40"	"25"	"1"	"9"	"3"	"2"	"2"	"0"	"3"	"0"	"0"	"3"	"0"	"0"	"1"	"0"	"3"	"12"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"110"	"110"	"13"	"9"	"0"	"132"	"132"	"1"	"0"
"16319"	"4"	"16"	"1"	"2"	"349"	"5"	"22"	"25"	"0"	"9"	"4"	"2"	"3"	"0"	"0"	"2"	"1"	"4"	"0"	"0"	"1"	"1"	"4"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"87"	"87"	"13"	"7"	"0"	"107"	"107"	"1"	"0"
"16320"	"4"	"16"	"1"	"2"	"381"	"52"	"33"	"34"	"21"	"6"	"6"	"5"	"1"	"1"	"1"	"0"	"8"	"4"	"3"	"0"	"3"	"2"	"1"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"187"	"187"	"22"	"5"	"1"	"215"	"214"	"0"	"0"
"16321"	"4"	"16"	"1"	"2"	"379"	"43"	"35"	"33"	"8"	"14"	"4"	"3"	"1"	"0"	"1"	"1"	"4"	"3"	"3"	"5"	"1"	"1"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"162"	"162"	"21"	"9"	"0"	"192"	"192"	"1"	"0"
"16322"	"4"	"16"	"1"	"2"	"376"	"49"	"32"	"33"	"26"	"9"	"4"	"3"	"1"	"0"	"1"	"0"	"2"	"9"	"1"	"2"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"174"	"174"	"24"	"5"	"0"	"203"	"203"	"1"	"0"
"16323"	"4"	"16"	"1"	"2"	"376"	"36"	"23"	"35"	"16"	"14"	"7"	"4"	"0"	"2"	"2"	"0"	"3"	"5"	"3"	"5"	"1"	"1"	"1"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"162"	"162"	"5"	"4"	"0"	"171"	"171"	"1"	"0"
"16324"	"4"	"16"	"1"	"2"	"380"	"49"	"28"	"36"	"21"	"8"	"3"	"8"	"1"	"0"	"3"	"1"	"4"	"4"	"1"	"1"	"0"	"0"	"2"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"173"	"173"	"25"	"7"	"0"	"205"	"205"	"1"	"0"
"16325"	"4"	"16"	"1"	"2"	"279"	"49"	"24"	"43"	"20"	"16"	"3"	"2"	"2"	"1"	"1"	"2"	"2"	"7"	"3"	"4"	"0"	"0"	"0"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"184"	"184"	"22"	"15"	"0"	"221"	"221"	"1"	"0"
"16326"	"4"	"16"	"1"	"2"	"376"	"51"	"28"	"41"	"13"	"15"	"4"	"4"	"1"	"0"	"1"	"0"	"3"	"5"	"5"	"3"	"1"	"1"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"179"	"179"	"17"	"9"	"0"	"205"	"205"	"1"	"0"
"16327"	"4"	"16"	"1"	"2"	"379"	"48"	"35"	"28"	"11"	"12"	"5"	"3"	"2"	"0"	"1"	"0"	"4"	"2"	"2"	"5"	"1"	"0"	"0"	"5"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"165"	"165"	"13"	"13"	"0"	"191"	"191"	"1"	"0"
"16328"	"4"	"16"	"1"	"2"	"375"	"38"	"33"	"23"	"16"	"18"	"8"	"2"	"0"	"0"	"0"	"1"	"4"	"3"	"0"	"2"	"3"	"1"	"2"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"156"	"156"	"6"	"10"	"20"	"172"	"172"	"1"	"0"
"16329"	"4"	"16"	"1"	"2"	"380"	"53"	"32"	"28"	"25"	"13"	"4"	"2"	"1"	"0"	"1"	"2"	"3"	"5"	"7"	"2"	"0"	"2"	"2"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"189"	"189"	"24"	"9"	"0"	"222"	"222"	"1"	"0"
"16330"	"4"	"16"	"1"	"2"	"373"	"35"	"27"	"30"	"11"	"0"	"3"	"3"	"0"	"3"	"1"	"1"	"0"	"6"	"2"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"135"	"126"	"18"	"11"	"0"	"164"	"155"	"0"	"3"
"16331"	"4"	"16"	"1"	"2"	"376"	"35"	"25"	"42"	"16"	"0"	"3"	"5"	"2"	"1"	"1"	"1"	"1"	"3"	"1"	"0"	"0"	"1"	"2"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"152"	"142"	"23"	"13"	"0"	"188"	"178"	"0"	"0"
"16332"	"4"	"16"	"1"	"2"	"379"	"30"	"20"	"26"	"9"	"6"	"2"	"0"	"2"	"0"	"0"	"0"	"2"	"4"	"0"	"1"	"0"	"1"	"1"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"108"	"108"	"20"	"7"	"0"	"135"	"135"	"1"	"0"
"16333"	"4"	"16"	"1"	"2"	"380"	"36"	"20"	"27"	"10"	"15"	"4"	"6"	"1"	"0"	"1"	"1"	"2"	"3"	"2"	"3"	"0"	"0"	"2"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"135"	"135"	"8"	"5"	"0"	"135"	"148"	"0"	"0"
"16334"	"4"	"16"	"1"	"2"	"217"	"25"	"20"	"20"	"8"	"4"	"4"	"2"	"0"	"1"	"0"	"0"	"0"	"4"	"2"	"2"	"0"	"3"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"97"	"97"	"1"	"3"	"0"	"101"	"101"	"1"	"0"
"16335"	"4"	"16"	"1"	"2"	"216"	"27"	"9"	"16"	"6"	"8"	"1"	"3"	"0"	"0"	"0"	"0"	"1"	"1"	"4"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"77"	"77"	"2"	"2"	"0"	"81"	"81"	"1"	"0"
"16336"	"4"	"16"	"1"	"2"	"380"	"81"	"29"	"39"	"10"	"5"	"1"	"3"	"2"	"0"	"1"	"0"	"2"	"6"	"3"	"5"	"2"	"0"	"5"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"198"	"198"	"36"	"18"	"0"	"252"	"252"	"1"	"0"
"16337"	"4"	"16"	"1"	"2"	"380"	"98"	"31"	"41"	"3"	"6"	"1"	"4"	"0"	"0"	"2"	"0"	"1"	"5"	"1"	"6"	"0"	"2"	"6"	"7"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"215"	"215"	"18"	"12"	"0"	"245"	"245"	"1"	"0"
"16338"	"4"	"16"	"1"	"2"	"376"	"102"	"19"	"46"	"3"	"7"	"3"	"4"	"4"	"0"	"0"	"0"	"0"	"12"	"0"	"2"	"0"	"3"	"2"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"212"	"212"	"23"	"13"	"0"	"248"	"248"	"1"	"0"
"16339"	"4"	"16"	"1"	"2"	"380"	"104"	"14"	"58"	"4"	"12"	"3"	"4"	"3"	"0"	"2"	"1"	"0"	"11"	"2"	"8"	"2"	"0"	"4"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"235"	"235"	"25"	"8"	"0"	"268"	"268"	"1"	"0"
"16340"	"4"	"16"	"1"	"2"	"380"	"109"	"15"	"49"	"8"	"11"	"1"	"3"	"1"	"0"	"3"	"0"	"2"	"8"	"0"	"10"	"0"	"0"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"224"	"224"	"25"	"10"	"0"	"259"	"259"	"1"	"0"
"16341"	"4"	"16"	"1"	"2"	"376"	"99"	"13"	"52"	"5"	"9"	"3"	"6"	"1"	"1"	"0"	"0"	"0"	"3"	"1"	"1"	"1"	"0"	"2"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"204"	"204"	"16"	"10"	"0"	"230"	"230"	"1"	"0"
"16342"	"4"	"16"	"1"	"2"	"376"	"98"	"21"	"36"	"4"	"7"	"2"	"3"	"1"	"0"	"1"	"0"	"3"	"4"	"0"	"4"	"0"	"1"	"3"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"192"	"192"	"21"	"9"	"0"	"222"	"222"	"1"	"0"
"16343"	"4"	"16"	"1"	"2"	"377"	"80"	"27"	"29"	"4"	"5"	"1"	"5"	"1"	"0"	"0"	"1"	"0"	"5"	"1"	"6"	"0"	"0"	"1"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"171"	"171"	"24"	"12"	"0"	"207"	"207"	"1"	"0"
"16344"	"4"	"16"	"1"	"2"	"377"	"83"	"15"	"27"	"6"	"11"	"4"	"2"	"0"	"0"	"3"	"0"	"0"	"3"	"1"	"6"	"0"	"0"	"2"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"166"	"166"	"15"	"18"	"0"	"199"	"199"	"1"	"0"
"16345"	"4"	"16"	"1"	"2"	"380"	"82"	"16"	"34"	"3"	"3"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"3"	"0"	"4"	"0"	"0"	"0"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"150"	"150"	"20"	"15"	"0"	"185"	"185"	"1"	"0"
"16346"	"4"	"16"	"1"	"2"	"380"	"74"	"15"	"22"	"0"	"7"	"2"	"2"	"4"	"0"	"1"	"0"	"0"	"1"	"3"	"5"	"0"	"1"	"2"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"147"	"147"	"23"	"14"	"0"	"184"	"184"	"1"	"0"
"16347"	"4"	"16"	"1"	"2"	"206"	"50"	"2"	"22"	"4"	"5"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"3"	"0"	"1"	"0"	"1"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"93"	"93"	"4"	"4"	"0"	"101"	"101"	"1"	"0"
"16348"	"4"	"16"	"1"	"2"	"202"	"46"	"7"	"16"	"2"	"4"	"1"	"4"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"2"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"86"	"86"	"4"	"1"	"0"	"91"	"91"	"1"	"0"
"16349"	"4"	"16"	"1"	"2"	"400"	"127"	"30"	"53"	"6"	"12"	"1"	"5"	"2"	"2"	"5"	"0"	"1"	"3"	"0"	"2"	"0"	"3"	"4"	"9"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"266"	"266"	"26"	"6"	"0"	"298"	"298"	"1"	"0"
"16350"	"4"	"16"	"1"	"2"	"393"	"129"	"20"	"32"	"0"	"20"	"2"	"12"	"1"	"0"	"1"	"1"	"2"	"3"	"2"	"1"	"1"	"2"	"5"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"238"	"238"	"22"	"16"	"0"	"276"	"276"	"1"	"0"
"16351"	"4"	"16"	"1"	"2"	"384"	"121"	"26"	"53"	"5"	"9"	"0"	"7"	"1"	"0"	"0"	"2"	"2"	"3"	"0"	"1"	"2"	"0"	"3"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"237"	"237"	"35"	"17"	"0"	"289"	"289"	"1"	"0"
"16352"	"4"	"16"	"1"	"2"	"400"	"111"	"20"	"47"	"2"	"13"	"4"	"7"	"2"	"0"	"0"	"0"	"1"	"2"	"0"	"0"	"0"	"2"	"3"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"218"	"218"	"33"	"17"	"0"	"268"	"268"	"1"	"0"
"16353"	"4"	"16"	"1"	"2"	"235"	"61"	"7"	"30"	"0"	"7"	"0"	"4"	"0"	"0"	"1"	"0"	"4"	"1"	"1"	"1"	"0"	"1"	"3"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"123"	"123"	"20"	"8"	"0"	"151"	"151"	"1"	"0"
"16354"	"4"	"16"	"1"	"2"	"233"	"72"	"9"	"34"	"1"	"7"	"0"	"5"	"2"	"0"	"0"	"1"	"1"	"0"	"0"	"1"	"0"	"0"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"136"	"136"	"1"	"2"	"0"	"139"	"139"	"1"	"0"
"16355"	"4"	"16"	"1"	"2"	"600"	"58"	"11"	"20"	"2"	"8"	"16"	"5"	"4"	"1"	"2"	"1"	"2"	"8"	"3"	"3"	"3"	"24"	"4"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"179"	"179"	"14"	"7"	"0"	"200"	"200"	"1"	"2"
"16356"	"4"	"16"	"1"	"2"	"600"	"79"	"5"	"27"	"0"	"10"	"12"	"0"	"2"	"1"	"2"	"1"	"4"	"10"	"2"	"3"	"8"	"32"	"10"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"214"	"214"	"13"	"8"	"0"	"235"	"235"	"1"	"1"
"16357"	"4"	"16"	"1"	"2"	"600"	"42"	"14"	"32"	"2"	"13"	"13"	"5"	"4"	"1"	"5"	"2"	"5"	"14"	"1"	"5"	"4"	"26"	"8"	"2"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"201"	"201"	"10"	"8"	"0"	"219"	"219"	"1"	"0"
