"MESA"	"TIPO_ELECCION"	"DEPTO"	"MUNI"	"ESTADO_ACTA"	"CANTIDAD_PAPELETAS"	"CREO"	"UNE"	"UCN"	"URNG_MAIZ"	"CONVERGENCIA"	"PHG"	"UNIONISTA"	"VAMOS"	"FUERZA"	"LIBRE"	"VICTORIA"	"SEMILLA"	"TODOS"	"EG"	"VALOR"	"V16"	"V17"	"V18"	"V19"	"V20"	"V21"	"V22"	"V23"	"V24"	"V25"	"V26"	"V27"	"V28"	"V29"	"V30"	"VOTOS_VALIDOS_ACTA"	"VOTOS_VALIDOS"	"NULOS"	"BLANCOS"	"INVALIDOS"	"TOTAL_ACTA"	"TOTAL_VOTOS"	"ACTA_CUADRA"	"IMPUGNACIONES"
"12339"	"4"	"12"	"15"	"2"	"374"	"48"	"43"	"0"	"2"	"15"	"68"	"4"	"1"	"5"	"0"	"5"	"7"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"199"	"199"	"22"	"6"	"0"	"227"	"227"	"1"	"0"
"12340"	"4"	"12"	"15"	"2"	"378"	"52"	"29"	"2"	"6"	"10"	"63"	"3"	"5"	"0"	"0"	"1"	"3"	"2"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"178"	"178"	"22"	"5"	"0"	"205"	"205"	"1"	"0"
"12341"	"4"	"12"	"15"	"2"	"377"	"47"	"29"	"1"	"1"	"12"	"59"	"8"	"3"	"3"	"0"	"2"	"3"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"170"	"170"	"23"	"7"	"0"	"200"	"200"	"1"	"0"
"12342"	"4"	"12"	"15"	"2"	"232"	"48"	"31"	"0"	"1"	"6"	"59"	"1"	"1"	"0"	"0"	"3"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"152"	"152"	"3"	"1"	"1"	"156"	"156"	"1"	"0"
"12343"	"4"	"12"	"15"	"2"	"234"	"21"	"21"	"1"	"3"	"6"	"33"	"3"	"0"	"0"	"0"	"3"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"93"	"93"	"12"	"6"	"0"	"111"	"111"	"1"	"0"
"12344"	"4"	"12"	"15"	"2"	"380"	"81"	"55"	"1"	"2"	"7"	"42"	"12"	"4"	"2"	"2"	"3"	"3"	"5"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"221"	"221"	"20"	"4"	"0"	"245"	"245"	"1"	"0"
"12345"	"4"	"12"	"15"	"2"	"379"	"61"	"51"	"3"	"8"	"7"	"54"	"9"	"3"	"2"	"0"	"0"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"201"	"201"	"20"	"9"	"0"	"230"	"230"	"1"	"0"
"12346"	"4"	"12"	"15"	"2"	"0"	"48"	"68"	"4"	"4"	"6"	"56"	"9"	"4"	"2"	"2"	"2"	"1"	"5"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"213"	"213"	"30"	"5"	"0"	"248"	"248"	"1"	"0"
"12347"	"4"	"12"	"15"	"2"	"376"	"41"	"61"	"2"	"3"	"9"	"55"	"9"	"2"	"4"	"0"	"2"	"5"	"9"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"203"	"203"	"31"	"6"	"0"	"240"	"240"	"1"	"0"
"12348"	"4"	"12"	"15"	"2"	"372"	"58"	"56"	"5"	"0"	"4"	"38"	"8"	"4"	"1"	"1"	"0"	"2"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"180"	"180"	"10"	"3"	"179"	"193"	"193"	"1"	"0"
"12349"	"4"	"12"	"15"	"2"	"380"	"68"	"50"	"2"	"2"	"10"	"49"	"9"	"0"	"1"	"0"	"2"	"4"	"3"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"202"	"202"	"18"	"2"	"0"	"222"	"222"	"1"	"0"
"12350"	"4"	"12"	"15"	"2"	"378"	"65"	"44"	"3"	"3"	"12"	"44"	"4"	"1"	"1"	"0"	"1"	"3"	"6"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"187"	"189"	"20"	"5"	"0"	"212"	"214"	"0"	"0"
"12351"	"4"	"12"	"15"	"2"	"376"	"60"	"43"	"2"	"2"	"14"	"47"	"7"	"8"	"3"	"0"	"3"	"0"	"6"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"197"	"197"	"19"	"8"	"0"	"224"	"224"	"1"	"0"
"12352"	"4"	"12"	"15"	"2"	"380"	"81"	"49"	"2"	"2"	"10"	"52"	"8"	"6"	"1"	"1"	"1"	"6"	"3"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"223"	"223"	"23"	"4"	"0"	"250"	"250"	"1"	"0"
"12353"	"4"	"12"	"15"	"2"	"380"	"84"	"40"	"2"	"1"	"11"	"56"	"13"	"7"	"0"	"0"	"0"	"1"	"6"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"222"	"223"	"17"	"2"	"19"	"241"	"242"	"0"	"0"
"12354"	"4"	"12"	"15"	"2"	"296"	"58"	"32"	"1"	"5"	"5"	"46"	"16"	"4"	"2"	"1"	"0"	"2"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"177"	"177"	"18"	"4"	"0"	"199"	"199"	"1"	"0"
"12355"	"4"	"12"	"15"	"2"	"380"	"77"	"34"	"4"	"6"	"7"	"49"	"6"	"0"	"1"	"0"	"1"	"2"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"189"	"189"	"23"	"6"	"0"	"218"	"218"	"1"	"0"
"12356"	"4"	"12"	"15"	"2"	"349"	"80"	"34"	"5"	"0"	"7"	"68"	"6"	"0"	"1"	"0"	"1"	"3"	"6"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"212"	"212"	"10"	"1"	"0"	"223"	"223"	"1"	"0"
"12357"	"4"	"12"	"15"	"2"	"348"	"69"	"26"	"1"	"2"	"5"	"27"	"16"	"0"	"1"	"0"	"1"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"151"	"151"	"24"	"9"	"0"	"184"	"184"	"1"	"0"
"12358"	"4"	"12"	"15"	"2"	"375"	"72"	"43"	"2"	"4"	"2"	"39"	"4"	"1"	"4"	"0"	"4"	"1"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"179"	"179"	"25"	"9"	"0"	"213"	"213"	"1"	"0"
"12359"	"4"	"12"	"15"	"2"	"380"	"58"	"42"	"2"	"10"	"6"	"33"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"153"	"153"	"16"	"10"	"0"	"179"	"179"	"1"	"0"
"12360"	"4"	"12"	"15"	"2"	"0"	"53"	"45"	"1"	"2"	"2"	"44"	"4"	"1"	"4"	"0"	"3"	"2"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"163"	"163"	"8"	"6"	"4"	"177"	"177"	"1"	"0"
"12361"	"4"	"12"	"15"	"2"	"380"	"56"	"30"	"2"	"0"	"1"	"55"	"6"	"0"	"2"	"2"	"3"	"3"	"2"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"164"	"164"	"12"	"4"	"0"	"180"	"180"	"1"	"0"
"12362"	"4"	"12"	"15"	"2"	"376"	"48"	"30"	"3"	"3"	"5"	"63"	"3"	"0"	"1"	"1"	"5"	"1"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"165"	"165"	"26"	"8"	"0"	"199"	"199"	"1"	"0"
"12363"	"4"	"12"	"15"	"2"	"259"	"30"	"24"	"3"	"2"	"1"	"34"	"5"	"1"	"1"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"103"	"103"	"11"	"6"	"0"	"120"	"120"	"1"	"0"
"12364"	"4"	"12"	"15"	"2"	"0"	"40"	"15"	"3"	"3"	"3"	"37"	"1"	"0"	"2"	"0"	"6"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"113"	"113"	"4"	"2"	"0"	"119"	"119"	"1"	"1"
"12365"	"4"	"12"	"15"	"2"	"380"	"48"	"50"	"1"	"5"	"13"	"65"	"2"	"0"	"3"	"1"	"0"	"6"	"3"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"198"	"198"	"6"	"24"	"0"	"228"	"228"	"1"	"0"
"12366"	"4"	"12"	"15"	"2"	"380"	"46"	"63"	"3"	"5"	"17"	"46"	"1"	"3"	"4"	"0"	"1"	"5"	"1"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"197"	"197"	"12"	"7"	"0"	"216"	"216"	"1"	"0"
"12367"	"4"	"12"	"15"	"2"	"380"	"40"	"70"	"0"	"2"	"24"	"56"	"5"	"1"	"2"	"0"	"2"	"3"	"2"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"210"	"210"	"18"	"8"	"0"	"236"	"236"	"1"	"0"
"12368"	"4"	"12"	"15"	"2"	"380"	"42"	"59"	"5"	"4"	"10"	"60"	"1"	"0"	"7"	"0"	"0"	"6"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"200"	"200"	"17"	"6"	"0"	"223"	"223"	"1"	"0"
"12369"	"4"	"12"	"15"	"2"	"379"	"26"	"63"	"7"	"7"	"3"	"59"	"2"	"3"	"3"	"3"	"1"	"4"	"5"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"188"	"188"	"23"	"3"	"0"	"214"	"214"	"1"	"0"
"12370"	"4"	"12"	"15"	"2"	"374"	"47"	"49"	"0"	"1"	"6"	"51"	"0"	"3"	"1"	"1"	"2"	"6"	"1"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"171"	"171"	"6"	"2"	"0"	"179"	"179"	"1"	"0"
"12371"	"4"	"12"	"15"	"2"	"380"	"33"	"54"	"4"	"3"	"11"	"56"	"0"	"3"	"5"	"2"	"1"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"180"	"180"	"14"	"2"	"0"	"196"	"196"	"1"	"0"
"12372"	"4"	"12"	"15"	"2"	"376"	"54"	"47"	"1"	"9"	"11"	"55"	"0"	"1"	"2"	"1"	"0"	"7"	"3"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"193"	"193"	"15"	"4"	"0"	"212"	"212"	"1"	"0"
"12373"	"4"	"12"	"15"	"2"	"376"	"56"	"49"	"5"	"5"	"12"	"49"	"1"	"5"	"4"	"3"	"1"	"8"	"3"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"202"	"202"	"19"	"0"	"0"	"221"	"221"	"1"	"0"
"12374"	"4"	"12"	"15"	"2"	"377"	"45"	"46"	"5"	"0"	"3"	"68"	"3"	"0"	"4"	"0"	"0"	"7"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"197"	"183"	"26"	"4"	"0"	"227"	"213"	"0"	"0"
"12375"	"4"	"12"	"15"	"2"	"380"	"34"	"43"	"8"	"6"	"14"	"59"	"2"	"2"	"2"	"0"	"0"	"3"	"3"	"2"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"180"	"180"	"17"	"3"	"0"	"0"	"200"	"0"	"0"
"12376"	"4"	"12"	"15"	"2"	"374"	"40"	"39"	"3"	"2"	"10"	"65"	"2"	"3"	"1"	"2"	"0"	"5"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"173"	"173"	"12"	"5"	"0"	"190"	"190"	"1"	"0"
"12377"	"4"	"12"	"15"	"2"	"0"	"39"	"37"	"3"	"2"	"8"	"46"	"0"	"1"	"3"	"1"	"1"	"2"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"145"	"145"	"8"	"0"	"0"	"153"	"153"	"1"	"0"
"12378"	"4"	"12"	"15"	"2"	"266"	"3"	"25"	"2"	"0"	"5"	"35"	"2"	"0"	"4"	"0"	"0"	"6"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"112"	"84"	"5"	"8"	"0"	"125"	"97"	"0"	"0"
"12379"	"4"	"12"	"15"	"2"	"377"	"42"	"68"	"2"	"3"	"28"	"41"	"2"	"1"	"1"	"0"	"1"	"5"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"195"	"195"	"23"	"12"	"0"	"230"	"230"	"1"	"0"
"12380"	"4"	"12"	"15"	"2"	"600"	"35"	"65"	"1"	"0"	"25"	"49"	"3"	"3"	"5"	"0"	"2"	"5"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"194"	"194"	"21"	"7"	"0"	"222"	"222"	"1"	"0"
"12381"	"4"	"12"	"15"	"2"	"373"	"54"	"37"	"1"	"3"	"21"	"54"	"5"	"1"	"2"	"1"	"2"	"3"	"5"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"190"	"190"	"24"	"7"	"0"	"221"	"221"	"1"	"0"
"12382"	"4"	"12"	"15"	"2"	"380"	"60"	"71"	"1"	"7"	"21"	"38"	"2"	"5"	"1"	"2"	"0"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"214"	"214"	"19"	"6"	"0"	"239"	"239"	"1"	"0"
"12383"	"4"	"12"	"15"	"2"	"371"	"54"	"56"	"3"	"3"	"15"	"44"	"1"	"1"	"9"	"0"	"1"	"1"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"190"	"190"	"12"	"4"	"0"	"206"	"206"	"1"	"0"
"12384"	"4"	"12"	"15"	"2"	"381"	"45"	"40"	"0"	"3"	"17"	"45"	"3"	"0"	"2"	"1"	"0"	"4"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"161"	"161"	"20"	"4"	"0"	"185"	"185"	"1"	"0"
"12385"	"4"	"12"	"15"	"2"	"380"	"68"	"56"	"3"	"1"	"12"	"42"	"4"	"4"	"3"	"2"	"3"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"203"	"203"	"16"	"5"	"0"	"224"	"224"	"1"	"0"
"12386"	"4"	"12"	"15"	"2"	"380"	"47"	"71"	"4"	"2"	"27"	"43"	"3"	"4"	"4"	"1"	"1"	"2"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"210"	"210"	"18"	"7"	"0"	"235"	"235"	"1"	"0"
"12387"	"4"	"12"	"15"	"2"	"380"	"50"	"59"	"4"	"2"	"18"	"43"	"3"	"0"	"0"	"2"	"5"	"3"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"190"	"190"	"22"	"8"	"0"	"220"	"220"	"1"	"0"
"12388"	"4"	"12"	"15"	"2"	"380"	"46"	"56"	"3"	"4"	"25"	"33"	"5"	"3"	"2"	"0"	"0"	"8"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"186"	"186"	"11"	"6"	"0"	"203"	"203"	"1"	"0"
"12389"	"4"	"12"	"15"	"2"	"375"	"46"	"39"	"3"	"0"	"12"	"41"	"6"	"3"	"2"	"0"	"2"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"159"	"159"	"17"	"7"	"0"	"183"	"183"	"1"	"0"
"12390"	"4"	"12"	"15"	"2"	"281"	"55"	"36"	"0"	"0"	"11"	"50"	"2"	"0"	"2"	"0"	"1"	"5"	"2"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"165"	"165"	"7"	"1"	"0"	"173"	"173"	"1"	"0"
"12391"	"4"	"12"	"15"	"2"	"280"	"32"	"33"	"0"	"0"	"14"	"21"	"3"	"0"	"1"	"1"	"1"	"5"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"113"	"113"	"9"	"12"	"0"	"134"	"134"	"1"	"0"
"12392"	"4"	"12"	"15"	"2"	"376"	"82"	"48"	"2"	"5"	"4"	"52"	"5"	"13"	"6"	"8"	"1"	"2"	"5"	"0"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"238"	"238"	"18"	"6"	"0"	"262"	"262"	"1"	"0"
"12393"	"4"	"12"	"15"	"2"	"380"	"102"	"52"	"3"	"0"	"2"	"56"	"5"	"11"	"5"	"8"	"0"	"3"	"1"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"250"	"250"	"9"	"2"	"0"	"261"	"261"	"1"	"0"
"12394"	"4"	"12"	"15"	"2"	"281"	"68"	"47"	"4"	"5"	"3"	"34"	"0"	"10"	"0"	"1"	"0"	"1"	"5"	"0"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"188"	"184"	"8"	"5"	"0"	"201"	"197"	"0"	"0"
"12395"	"4"	"12"	"15"	"2"	"284"	"65"	"35"	"1"	"0"	"0"	"42"	"1"	"6"	"3"	"6"	"1"	"5"	"8"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"174"	"174"	"5"	"5"	"0"	"184"	"184"	"1"	"0"
"12396"	"4"	"12"	"15"	"2"	"600"	"39"	"31"	"4"	"4"	"11"	"25"	"6"	"9"	"2"	"3"	"1"	"7"	"2"	"4"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"152"	"152"	"14"	"1"	"0"	"167"	"167"	"1"	"0"
"12397"	"4"	"12"	"15"	"2"	"600"	"45"	"23"	"3"	"5"	"7"	"20"	"6"	"10"	"7"	"0"	"2"	"14"	"3"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"147"	"147"	"8"	"2"	"0"	"157"	"157"	"1"	"0"
"12398"	"4"	"12"	"15"	"2"	"600"	"46"	"29"	"0"	"8"	"6"	"20"	"4"	"12"	"7"	"1"	"3"	"9"	"0"	"0"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"149"	"149"	"11"	"2"	"0"	"162"	"162"	"1"	"0"
"12399"	"4"	"12"	"15"	"2"	"600"	"47"	"38"	"5"	"6"	"1"	"29"	"7"	"11"	"9"	"1"	"2"	"17"	"4"	"0"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"183"	"183"	"6"	"4"	"0"	"193"	"193"	"1"	"0"
"12400"	"4"	"12"	"15"	"2"	"600"	"43"	"21"	"6"	"4"	"9"	"24"	"3"	"5"	"2"	"0"	"3"	"9"	"1"	"1"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"136"	"136"	"14"	"0"	"0"	"150"	"150"	"1"	"0"
"12401"	"4"	"12"	"15"	"2"	"584"	"22"	"19"	"1"	"5"	"5"	"22"	"3"	"2"	"4"	"0"	"1"	"5"	"2"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"93"	"93"	"7"	"1"	"0"	"101"	"101"	"1"	"0"
"12402"	"4"	"12"	"15"	"2"	"583"	"14"	"16"	"2"	"2"	"4"	"16"	"1"	"3"	"1"	"0"	"0"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"63"	"63"	"0"	"1"	"0"	"64"	"64"	"1"	"0"
