"MESA"	"TIPO_ELECCION"	"DEPTO"	"MUNI"	"ESTADO_ACTA"	"CANTIDAD_PAPELETAS"	"FUERZA"	"PC"	"PODEMOS"	"SEMILLA"	"URNG_MAIZ"	"_ATS_"	"SUD"	"V8"	"V9"	"V10"	"V11"	"V12"	"V13"	"V14"	"V15"	"V16"	"V17"	"V18"	"V19"	"V20"	"V21"	"V22"	"V23"	"V24"	"V25"	"V26"	"V27"	"V28"	"V29"	"V30"	"VOTOS_VALIDOS_ACTA"	"VOTOS_VALIDOS"	"NULOS"	"BLANCOS"	"INVALIDOS"	"TOTAL_ACTA"	"TOTAL_VOTOS"	"ACTA_CUADRA"	"IMPUGNACIONES"
"7927"	"4"	"7"	"1"	"2"	"396"	"5"	"1"	"6"	"2"	"157"	"34"	"91"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"296"	"296"	"3"	"3"	"0"	"302"	"302"	"1"	"0"
"7928"	"4"	"7"	"1"	"2"	"400"	"3"	"1"	"3"	"6"	"151"	"21"	"94"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"279"	"279"	"3"	"2"	"0"	"284"	"284"	"1"	"0"
"7929"	"4"	"7"	"1"	"2"	"396"	"5"	"1"	"8"	"1"	"158"	"18"	"98"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"289"	"289"	"3"	"1"	"0"	"293"	"293"	"1"	"0"
"7930"	"4"	"7"	"1"	"2"	"400"	"4"	"6"	"10"	"3"	"128"	"26"	"88"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"265"	"265"	"7"	"4"	"0"	"276"	"276"	"1"	"0"
"7931"	"4"	"7"	"1"	"2"	"400"	"3"	"2"	"9"	"3"	"143"	"37"	"89"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"286"	"286"	"8"	"3"	"0"	"297"	"297"	"1"	"0"
"7932"	"4"	"7"	"1"	"2"	"398"	"6"	"2"	"20"	"3"	"141"	"29"	"88"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"289"	"289"	"8"	"3"	"0"	"300"	"300"	"1"	"0"
"7933"	"4"	"7"	"1"	"2"	"396"	"8"	"1"	"22"	"4"	"138"	"21"	"100"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"294"	"294"	"4"	"0"	"0"	"298"	"298"	"1"	"0"
"7934"	"4"	"7"	"1"	"2"	"400"	"11"	"0"	"15"	"5"	"128"	"23"	"99"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"281"	"281"	"9"	"3"	"0"	"293"	"293"	"1"	"0"
"7935"	"4"	"7"	"1"	"2"	"400"	"5"	"4"	"11"	"3"	"156"	"29"	"85"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"293"	"293"	"8"	"1"	"0"	"302"	"302"	"1"	"0"
"7936"	"4"	"7"	"1"	"2"	"400"	"5"	"0"	"11"	"3"	"135"	"22"	"104"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"280"	"280"	"8"	"0"	"0"	"288"	"288"	"1"	"0"
"7937"	"4"	"7"	"1"	"2"	"396"	"1"	"2"	"6"	"3"	"155"	"33"	"94"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"294"	"294"	"2"	"0"	"0"	"296"	"296"	"1"	"0"
"7938"	"4"	"7"	"1"	"2"	"396"	"3"	"3"	"7"	"2"	"195"	"18"	"108"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"336"	"336"	"3"	"1"	"0"	"340"	"340"	"1"	"0"
"7939"	"4"	"7"	"1"	"2"	"320"	"9"	"2"	"9"	"3"	"124"	"20"	"87"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"254"	"254"	"4"	"1"	"0"	"259"	"259"	"1"	"0"
"7940"	"4"	"7"	"1"	"2"	"319"	"1"	"0"	"5"	"3"	"134"	"19"	"77"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"239"	"239"	"1"	"0"	"0"	"240"	"240"	"1"	"0"
"7941"	"4"	"7"	"1"	"2"	"380"	"3"	"2"	"0"	"2"	"133"	"22"	"127"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"289"	"289"	"3"	"6"	"0"	"298"	"298"	"1"	"0"
"7942"	"4"	"7"	"1"	"2"	"380"	"2"	"0"	"0"	"1"	"132"	"15"	"138"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"288"	"288"	"19"	"3"	"0"	"310"	"310"	"1"	"0"
"7943"	"4"	"7"	"1"	"2"	"377"	"1"	"1"	"1"	"0"	"102"	"7"	"147"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"259"	"259"	"7"	"6"	"0"	"272"	"272"	"1"	"0"
"7944"	"4"	"7"	"1"	"2"	"376"	"2"	"1"	"3"	"1"	"173"	"18"	"100"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"298"	"298"	"5"	"2"	"0"	"305"	"305"	"1"	"0"
"7945"	"4"	"7"	"1"	"2"	"376"	"1"	"0"	"1"	"1"	"122"	"26"	"131"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"282"	"282"	"6"	"4"	"0"	"292"	"292"	"1"	"0"
"7946"	"4"	"7"	"1"	"2"	"380"	"3"	"1"	"1"	"0"	"89"	"12"	"167"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"273"	"273"	"10"	"2"	"0"	"285"	"285"	"1"	"0"
"7947"	"4"	"7"	"1"	"2"	"376"	"4"	"0"	"0"	"3"	"106"	"15"	"135"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"263"	"263"	"8"	"4"	"0"	"275"	"275"	"1"	"0"
"7948"	"4"	"7"	"1"	"2"	"376"	"4"	"0"	"0"	"1"	"159"	"9"	"124"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"297"	"297"	"13"	"4"	"0"	"314"	"314"	"1"	"0"
"7949"	"4"	"7"	"1"	"2"	"376"	"3"	"1"	"2"	"1"	"119"	"19"	"104"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"249"	"249"	"7"	"1"	"0"	"257"	"257"	"1"	"0"
"7950"	"4"	"7"	"1"	"2"	"376"	"1"	"0"	"0"	"1"	"114"	"8"	"114"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"238"	"238"	"6"	"1"	"0"	"245"	"245"	"1"	"0"
"7951"	"4"	"7"	"1"	"2"	"380"	"0"	"0"	"1"	"2"	"112"	"26"	"110"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"251"	"251"	"3"	"0"	"0"	"254"	"254"	"1"	"0"
"7952"	"4"	"7"	"1"	"2"	"246"	"2"	"0"	"2"	"1"	"79"	"10"	"77"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"171"	"171"	"4"	"1"	"0"	"176"	"176"	"1"	"0"
"7953"	"4"	"7"	"1"	"2"	"380"	"3"	"1"	"1"	"2"	"83"	"7"	"86"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"183"	"183"	"1"	"0"	"0"	"184"	"184"	"1"	"0"
"7954"	"4"	"7"	"1"	"2"	"374"	"0"	"2"	"0"	"1"	"85"	"20"	"108"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"216"	"216"	"13"	"7"	"0"	"236"	"236"	"1"	"0"
"7955"	"4"	"7"	"1"	"2"	"376"	"0"	"0"	"1"	"0"	"90"	"18"	"139"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"248"	"248"	"9"	"8"	"0"	"265"	"265"	"1"	"0"
"7956"	"4"	"7"	"1"	"2"	"380"	"1"	"2"	"0"	"2"	"111"	"15"	"96"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"227"	"227"	"8"	"8"	"0"	"243"	"243"	"1"	"0"
"7957"	"4"	"7"	"1"	"2"	"380"	"2"	"0"	"5"	"0"	"105"	"26"	"116"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"254"	"254"	"16"	"7"	"0"	"277"	"277"	"1"	"0"
"7958"	"4"	"7"	"1"	"2"	"376"	"0"	"0"	"0"	"0"	"132"	"23"	"111"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"266"	"266"	"20"	"4"	"0"	"290"	"290"	"1"	"0"
"7959"	"4"	"7"	"1"	"2"	"380"	"1"	"1"	"2"	"1"	"101"	"11"	"148"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"265"	"265"	"7"	"4"	"0"	"276"	"276"	"1"	"0"
"7960"	"4"	"7"	"1"	"2"	"376"	"2"	"0"	"1"	"0"	"99"	"22"	"128"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"252"	"252"	"13"	"6"	"0"	"271"	"271"	"1"	"0"
"7961"	"4"	"7"	"1"	"2"	"376"	"6"	"1"	"0"	"0"	"108"	"32"	"122"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"269"	"269"	"20"	"5"	"0"	"294"	"294"	"1"	"0"
"7962"	"4"	"7"	"1"	"2"	"375"	"1"	"2"	"1"	"0"	"117"	"25"	"109"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"255"	"255"	"14"	"4"	"0"	"273"	"273"	"1"	"0"
"7963"	"4"	"7"	"1"	"2"	"373"	"0"	"0"	"1"	"1"	"98"	"46"	"103"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"249"	"249"	"7"	"3"	"0"	"259"	"259"	"1"	"0"
"7964"	"4"	"7"	"1"	"2"	"377"	"0"	"0"	"2"	"0"	"112"	"28"	"96"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"238"	"238"	"15"	"7"	"0"	"260"	"260"	"1"	"0"
"7965"	"4"	"7"	"1"	"2"	"377"	"1"	"0"	"0"	"2"	"134"	"17"	"108"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"262"	"262"	"8"	"7"	"0"	"277"	"277"	"1"	"0"
"7966"	"4"	"7"	"1"	"2"	"377"	"0"	"1"	"3"	"0"	"94"	"9"	"110"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"217"	"217"	"7"	"3"	"0"	"227"	"227"	"1"	"0"
"7967"	"4"	"7"	"1"	"2"	"376"	"1"	"3"	"1"	"0"	"95"	"17"	"95"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"212"	"212"	"4"	"1"	"0"	"217"	"217"	"1"	"0"
"7968"	"4"	"7"	"1"	"2"	"369"	"0"	"0"	"2"	"1"	"92"	"23"	"99"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"217"	"217"	"7"	"2"	"0"	"226"	"226"	"1"	"0"
"7969"	"4"	"7"	"1"	"2"	"376"	"0"	"1"	"1"	"0"	"94"	"30"	"113"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"239"	"239"	"7"	"0"	"0"	"246"	"246"	"1"	"0"
"7970"	"4"	"7"	"1"	"2"	"194"	"0"	"0"	"2"	"2"	"74"	"16"	"48"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"142"	"142"	"1"	"0"	"0"	"143"	"143"	"1"	"0"
"7971"	"4"	"7"	"1"	"2"	"194"	"0"	"0"	"1"	"0"	"62"	"8"	"55"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"126"	"126"	"4"	"1"	"0"	"131"	"131"	"1"	"0"
"7972"	"4"	"7"	"1"	"2"	"376"	"3"	"1"	"2"	"0"	"142"	"17"	"127"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"292"	"292"	"7"	"7"	"0"	"306"	"306"	"1"	"0"
"7973"	"4"	"7"	"1"	"2"	"376"	"0"	"0"	"1"	"0"	"152"	"13"	"107"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"273"	"273"	"9"	"2"	"0"	"284"	"284"	"1"	"0"
"7974"	"4"	"7"	"1"	"2"	"380"	"6"	"0"	"1"	"0"	"115"	"44"	"129"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"295"	"295"	"5"	"6"	"0"	"306"	"306"	"1"	"0"
