"MESA"	"TIPO_ELECCION"	"DEPTO"	"MUNI"	"ESTADO_ACTA"	"CANTIDAD_PAPELETAS"	"VAMOS"	"VIVA"	"CONVERGENCIA"	"UCN"	"EG"	"SEMILLA"	"UNE"	"FCN_NACION"	"CREO"	"FUERZA"	"V11"	"V12"	"V13"	"V14"	"V15"	"V16"	"V17"	"V18"	"V19"	"V20"	"V21"	"V22"	"V23"	"V24"	"V25"	"V26"	"V27"	"V28"	"V29"	"V30"	"VOTOS_VALIDOS_ACTA"	"VOTOS_VALIDOS"	"NULOS"	"BLANCOS"	"INVALIDOS"	"TOTAL_ACTA"	"TOTAL_VOTOS"	"ACTA_CUADRA"	"IMPUGNACIONES"
"2469"	"4"	"1"	"7"	"1"	"266"	"11"	"4"	"1"	"8"	"9"	"2"	"40"	"6"	"28"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"115"	"115"	"3"	"0"	"0"	"118"	"118"	"1"	"0"
"2470"	"4"	"1"	"7"	"1"	"267"	"15"	"1"	"4"	"11"	"13"	"1"	"38"	"5"	"20"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"113"	"113"	"4"	"1"	"0"	"118"	"118"	"1"	"0"
"2471"	"4"	"1"	"7"	"1"	"376"	"5"	"0"	"3"	"178"	"12"	"1"	"32"	"10"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"243"	"243"	"13"	"7"	"0"	"263"	"263"	"1"	"0"
"2472"	"4"	"1"	"7"	"1"	"380"	"13"	"2"	"1"	"159"	"7"	"1"	"23"	"9"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"220"	"220"	"19"	"8"	"0"	"247"	"247"	"1"	"0"
"2473"	"4"	"1"	"7"	"1"	"376"	"1"	"0"	"3"	"165"	"10"	"3"	"33"	"5"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"223"	"223"	"23"	"8"	"0"	"254"	"254"	"1"	"0"
"2474"	"4"	"1"	"7"	"1"	"377"	"4"	"0"	"1"	"191"	"7"	"1"	"38"	"14"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"258"	"258"	"22"	"5"	"0"	"285"	"285"	"1"	"0"
"2475"	"4"	"1"	"7"	"1"	"376"	"5"	"1"	"4"	"182"	"6"	"0"	"46"	"10"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"255"	"255"	"32"	"9"	"0"	"296"	"296"	"1"	"0"
"2476"	"4"	"1"	"7"	"1"	"375"	"3"	"1"	"2"	"189"	"4"	"0"	"36"	"9"	"6"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"253"	"253"	"18"	"3"	"0"	"274"	"274"	"1"	"0"
"2477"	"4"	"1"	"7"	"1"	"376"	"6"	"1"	"4"	"154"	"12"	"2"	"30"	"7"	"4"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"221"	"221"	"16"	"6"	"0"	"243"	"243"	"1"	"0"
"2478"	"4"	"1"	"7"	"1"	"377"	"8"	"1"	"3"	"153"	"14"	"1"	"26"	"9"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"219"	"218"	"18"	"4"	"0"	"240"	"240"	"0"	"0"
"2479"	"4"	"1"	"7"	"1"	"376"	"5"	"1"	"4"	"131"	"9"	"1"	"35"	"3"	"6"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"198"	"198"	"21"	"11"	"0"	"230"	"230"	"1"	"0"
"2480"	"4"	"1"	"7"	"1"	"338"	"7"	"1"	"1"	"122"	"13"	"0"	"21"	"5"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"172"	"172"	"5"	"3"	"0"	"180"	"180"	"1"	"0"
"2481"	"4"	"1"	"7"	"1"	"337"	"5"	"0"	"0"	"149"	"13"	"0"	"23"	"10"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"202"	"202"	"2"	"3"	"0"	"207"	"207"	"1"	"0"
"2482"	"4"	"1"	"7"	"2"	"600"	"12"	"0"	"1"	"32"	"24"	"7"	"52"	"9"	"8"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"148"	"148"	"7"	"6"	"0"	"161"	"161"	"1"	"0"
"2483"	"4"	"1"	"7"	"2"	"339"	"7"	"1"	"2"	"18"	"13"	"5"	"23"	"7"	"7"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"84"	"84"	"6"	"4"	"0"	"94"	"94"	"1"	"0"
"2484"	"4"	"1"	"7"	"2"	"345"	"1"	"0"	"0"	"11"	"6"	"1"	"11"	"3"	"2"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"37"	"37"	"4"	"0"	"0"	"41"	"41"	"1"	"0"
