"MESA"	"TIPO_ELECCION"	"DEPTO"	"MUNI"	"ESTADO_ACTA"	"CANTIDAD_PAPELETAS"	"VAMOS"	"TODOS"	"VICTORIA"	"UNE"	"FCN_NACION"	"VIVA"	"CONVERGENCIA"	"CREO"	"WINAQ"	"UNIONISTA"	"FUERZA"	"LIBRE"	"PPT"	"PHG"	"BIEN"	"UCN"	"MLP"	"PC"	"VALOR"	"SEMILLA"	"EG"	"UNIDOS"	"PAN"	"URNG_MAIZ"	"V25"	"V26"	"V27"	"V28"	"V29"	"V30"	"VOTOS_VALIDOS_ACTA"	"VOTOS_VALIDOS"	"NULOS"	"BLANCOS"	"INVALIDOS"	"TOTAL_ACTA"	"TOTAL_VOTOS"	"ACTA_CUADRA"	"IMPUGNACIONES"
"11439"	"3"	"12"	"1"	"2"	"347"	"7"	"30"	"1"	"5"	"14"	"6"	"6"	"14"	"18"	"5"	"1"	"5"	"0"	"17"	"4"	"2"	"7"	"2"	"7"	"11"	"11"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"174"	"174"	"23"	"11"	"0"	"208"	"208"	"1"	"0"
"11440"	"3"	"12"	"1"	"2"	"400"	"13"	"10"	"2"	"22"	"20"	"18"	"4"	"16"	"17"	"6"	"13"	"12"	"11"	"12"	"8"	"1"	"5"	"4"	"1"	"14"	"14"	"0"	"5"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"236"	"236"	"39"	"17"	"0"	"292"	"292"	"1"	"0"
"11441"	"3"	"12"	"1"	"2"	"400"	"16"	"16"	"5"	"19"	"11"	"13"	"2"	"13"	"20"	"3"	"11"	"17"	"6"	"10"	"6"	"2"	"7"	"3"	"5"	"16"	"13"	"0"	"7"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"225"	"225"	"51"	"27"	"0"	"303"	"303"	"1"	"0"
"11442"	"3"	"12"	"1"	"2"	"400"	"17"	"6"	"1"	"13"	"13"	"14"	"2"	"13"	"6"	"3"	"15"	"19"	"7"	"12"	"6"	"3"	"9"	"5"	"4"	"14"	"12"	"1"	"3"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"203"	"203"	"53"	"20"	"0"	"276"	"276"	"1"	"0"
"11443"	"3"	"12"	"1"	"2"	"400"	"15"	"7"	"1"	"18"	"13"	"12"	"2"	"14"	"18"	"2"	"16"	"20"	"9"	"11"	"2"	"5"	"2"	"1"	"9"	"27"	"15"	"0"	"5"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"229"	"229"	"41"	"20"	"0"	"290"	"290"	"1"	"0"
"11444"	"3"	"12"	"1"	"2"	"400"	"14"	"4"	"1"	"19"	"11"	"19"	"4"	"10"	"13"	"4"	"11"	"19"	"6"	"9"	"4"	"3"	"6"	"4"	"4"	"16"	"17"	"1"	"3"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"203"	"206"	"33"	"19"	"0"	"255"	"258"	"0"	"0"
"11445"	"3"	"12"	"1"	"2"	"400"	"21"	"5"	"0"	"26"	"16"	"8"	"3"	"11"	"18"	"3"	"12"	"17"	"5"	"8"	"4"	"2"	"7"	"4"	"6"	"27"	"12"	"1"	"4"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"221"	"221"	"40"	"16"	"0"	"277"	"277"	"1"	"0"
"11446"	"3"	"12"	"1"	"2"	"400"	"15"	"5"	"2"	"19"	"17"	"13"	"8"	"11"	"18"	"6"	"8"	"14"	"6"	"3"	"7"	"3"	"9"	"6"	"4"	"24"	"17"	"0"	"4"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"225"	"225"	"41"	"13"	"0"	"279"	"279"	"1"	"0"
"11447"	"3"	"12"	"1"	"2"	"400"	"12"	"9"	"4"	"20"	"24"	"16"	"4"	"10"	"15"	"4"	"8"	"23"	"7"	"4"	"7"	"5"	"5"	"5"	"10"	"24"	"11"	"2"	"3"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"241"	"241"	"32"	"30"	"0"	"303"	"303"	"1"	"0"
"11448"	"3"	"12"	"1"	"2"	"400"	"12"	"2"	"3"	"23"	"12"	"13"	"3"	"17"	"18"	"1"	"7"	"11"	"3"	"6"	"7"	"4"	"4"	"3"	"4"	"14"	"17"	"1"	"4"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"193"	"193"	"29"	"19"	"0"	"241"	"241"	"1"	"0"
"11449"	"3"	"12"	"1"	"2"	"329"	"7"	"10"	"0"	"13"	"20"	"9"	"3"	"11"	"20"	"6"	"10"	"14"	"6"	"10"	"7"	"1"	"3"	"1"	"5"	"16"	"13"	"2"	"2"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"192"	"192"	"20"	"10"	"0"	"222"	"222"	"1"	"0"
"11450"	"3"	"12"	"1"	"2"	"328"	"10"	"11"	"0"	"13"	"12"	"6"	"4"	"11"	"22"	"4"	"12"	"8"	"7"	"12"	"4"	"1"	"13"	"4"	"5"	"16"	"5"	"3"	"3"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"188"	"188"	"30"	"9"	"0"	"227"	"227"	"1"	"0"
"11451"	"3"	"12"	"1"	"2"	"380"	"5"	"3"	"0"	"46"	"25"	"3"	"0"	"19"	"3"	"5"	"2"	"9"	"1"	"6"	"6"	"3"	"1"	"0"	"6"	"3"	"14"	"0"	"13"	"10"	"0"	"0"	"0"	"0"	"0"	"0"	"183"	"183"	"9"	"35"	"0"	"227"	"227"	"1"	"0"
"11452"	"3"	"12"	"1"	"2"	"380"	"0"	"1"	"1"	"63"	"14"	"3"	"1"	"26"	"7"	"6"	"1"	"10"	"0"	"2"	"2"	"7"	"1"	"1"	"10"	"3"	"11"	"0"	"9"	"10"	"0"	"0"	"0"	"0"	"0"	"0"	"190"	"189"	"19"	"35"	"0"	"244"	"243"	"0"	"0"
"11453"	"3"	"12"	"1"	"2"	"380"	"4"	"0"	"1"	"28"	"17"	"2"	"1"	"16"	"6"	"2"	"4"	"9"	"2"	"2"	"1"	"2"	"2"	"2"	"10"	"2"	"22"	"0"	"10"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"184"	"154"	"15"	"35"	"0"	"204"	"204"	"0"	"0"
"11454"	"3"	"12"	"1"	"2"	"272"	"2"	"1"	"1"	"22"	"15"	"2"	"0"	"15"	"8"	"2"	"2"	"6"	"1"	"4"	"0"	"1"	"2"	"0"	"3"	"5"	"12"	"0"	"8"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"114"	"114"	"13"	"21"	"0"	"148"	"148"	"1"	"0"
"11455"	"3"	"12"	"1"	"2"	"274"	"3"	"1"	"1"	"19"	"7"	"5"	"2"	"12"	"3"	"3"	"1"	"12"	"0"	"3"	"5"	"0"	"1"	"0"	"12"	"2"	"7"	"0"	"0"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"104"	"104"	"5"	"21"	"0"	"130"	"130"	"1"	"0"
"11456"	"3"	"12"	"1"	"2"	"380"	"4"	"4"	"4"	"47"	"24"	"14"	"4"	"22"	"2"	"6"	"5"	"5"	"2"	"3"	"1"	"2"	"0"	"0"	"3"	"2"	"27"	"1"	"5"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"191"	"191"	"11"	"36"	"0"	"238"	"238"	"1"	"0"
"11457"	"3"	"12"	"1"	"2"	"378"	"5"	"7"	"1"	"44"	"32"	"4"	"4"	"24"	"2"	"9"	"4"	"2"	"0"	"4"	"1"	"3"	"2"	"0"	"4"	"8"	"31"	"0"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"194"	"194"	"17"	"31"	"0"	"242"	"242"	"1"	"0"
"11458"	"3"	"12"	"1"	"2"	"380"	"6"	"2"	"0"	"59"	"27"	"5"	"0"	"15"	"5"	"4"	"1"	"3"	"4"	"2"	"4"	"3"	"1"	"1"	"2"	"8"	"37"	"0"	"7"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"201"	"201"	"21"	"44"	"0"	"266"	"266"	"1"	"0"
"11459"	"3"	"12"	"1"	"2"	"380"	"3"	"1"	"2"	"48"	"47"	"9"	"2"	"26"	"2"	"5"	"4"	"5"	"1"	"2"	"3"	"2"	"3"	"2"	"1"	"6"	"35"	"2"	"4"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"219"	"219"	"17"	"22"	"0"	"258"	"258"	"1"	"0"
"11460"	"3"	"12"	"1"	"2"	"380"	"2"	"3"	"3"	"61"	"34"	"7"	"4"	"15"	"6"	"2"	"1"	"4"	"2"	"6"	"6"	"1"	"1"	"2"	"5"	"9"	"24"	"4"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"204"	"204"	"12"	"20"	"0"	"236"	"236"	"1"	"0"
