"MESA"	"TIPO_ELECCION"	"DEPTO"	"MUNI"	"ESTADO_ACTA"	"CANTIDAD_PAPELETAS"	"FCN_NACION"	"UNE"	"COCIDISH"	"VIVA"	"COCISA"	"CONVERGENCIA"	"PPT"	"VAMOS"	"UNIONISTA"	"PHG"	"BIEN"	"MLP"	"PC"	"VALOR"	"CREO"	"LIBRE"	"TODOS"	"SEMILLA"	"UCN"	"EG"	"V21"	"V22"	"V23"	"V24"	"V25"	"V26"	"V27"	"V28"	"V29"	"V30"	"VOTOS_VALIDOS_ACTA"	"VOTOS_VALIDOS"	"NULOS"	"BLANCOS"	"INVALIDOS"	"TOTAL_ACTA"	"TOTAL_VOTOS"	"ACTA_CUADRA"	"IMPUGNACIONES"
"11570"	"4"	"12"	"2"	"2"	"315"	"2"	"10"	"0"	"0"	"4"	"1"	"3"	"43"	"0"	"1"	"5"	"1"	"32"	"1"	"0"	"0"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"108"	"106"	"10"	"6"	"0"	"124"	"122"	"0"	"0"
"11571"	"4"	"12"	"2"	"2"	"315"	"0"	"13"	"0"	"1"	"6"	"0"	"0"	"33"	"2"	"1"	"0"	"1"	"15"	"0"	"2"	"0"	"4"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"82"	"82"	"2"	"6"	"0"	"90"	"90"	"1"	"0"
"11572"	"4"	"12"	"2"	"2"	"400"	"4"	"33"	"15"	"15"	"28"	"1"	"1"	"83"	"1"	"3"	"20"	"4"	"5"	"3"	"3"	"3"	"3"	"43"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"270"	"270"	"10"	"2"	"0"	"282"	"282"	"1"	"0"
"11573"	"4"	"12"	"2"	"2"	"400"	"6"	"37"	"34"	"12"	"32"	"1"	"4"	"72"	"2"	"3"	"23"	"1"	"14"	"7"	"3"	"3"	"3"	"40"	"2"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"301"	"301"	"11"	"5"	"0"	"317"	"317"	"1"	"0"
"11574"	"4"	"12"	"2"	"2"	"400"	"2"	"34"	"23"	"14"	"28"	"4"	"2"	"73"	"0"	"2"	"11"	"3"	"17"	"2"	"7"	"4"	"2"	"38"	"4"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"272"	"272"	"1"	"0"	"13"	"286"	"273"	"0"	"0"
"11575"	"4"	"12"	"2"	"2"	"393"	"4"	"43"	"15"	"10"	"31"	"0"	"2"	"82"	"0"	"4"	"18"	"5"	"11"	"4"	"0"	"3"	"3"	"60"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"298"	"298"	"14"	"0"	"0"	"312"	"312"	"1"	"0"
"11576"	"4"	"12"	"2"	"2"	"397"	"4"	"40"	"18"	"8"	"29"	"1"	"0"	"73"	"0"	"1"	"27"	"1"	"13"	"1"	"3"	"4"	"5"	"48"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"279"	"279"	"11"	"0"	"0"	"290"	"290"	"1"	"0"
"11577"	"4"	"12"	"2"	"2"	"400"	"5"	"37"	"21"	"12"	"25"	"4"	"2"	"93"	"0"	"5"	"15"	"1"	"15"	"4"	"1"	"7"	"1"	"47"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"295"	"295"	"3"	"0"	"0"	"298"	"298"	"1"	"0"
"11578"	"4"	"12"	"2"	"2"	"400"	"5"	"22"	"17"	"5"	"30"	"2"	"1"	"95"	"0"	"2"	"28"	"3"	"14"	"1"	"4"	"3"	"5"	"42"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"282"	"282"	"5"	"3"	"0"	"290"	"290"	"1"	"0"
"11579"	"4"	"12"	"2"	"2"	"400"	"0"	"40"	"24"	"13"	"22"	"2"	"1"	"81"	"2"	"3"	"18"	"1"	"17"	"3"	"5"	"3"	"2"	"49"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"287"	"287"	"11"	"1"	"0"	"299"	"299"	"1"	"1"
"11580"	"4"	"12"	"2"	"2"	"400"	"6"	"38"	"22"	"16"	"23"	"1"	"2"	"92"	"3"	"2"	"26"	"2"	"15"	"2"	"1"	"1"	"5"	"43"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"303"	"303"	"4"	"0"	"0"	"307"	"307"	"1"	"0"
"11581"	"4"	"12"	"2"	"2"	"400"	"4"	"35"	"16"	"15"	"20"	"2"	"2"	"71"	"1"	"1"	"25"	"2"	"19"	"3"	"2"	"4"	"4"	"40"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"267"	"267"	"6"	"4"	"0"	"277"	"277"	"1"	"0"
"11582"	"4"	"12"	"2"	"2"	"381"	"4"	"30"	"18"	"7"	"31"	"1"	"0"	"76"	"0"	"10"	"14"	"0"	"18"	"6"	"2"	"3"	"6"	"43"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"271"	"271"	"6"	"2"	"0"	"279"	"279"	"1"	"0"
"11583"	"4"	"12"	"2"	"2"	"264"	"6"	"23"	"7"	"6"	"12"	"2"	"0"	"60"	"0"	"3"	"16"	"0"	"13"	"4"	"1"	"3"	"4"	"23"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"185"	"185"	"3"	"1"	"0"	"189"	"189"	"1"	"0"
"11584"	"4"	"12"	"2"	"2"	"263"	"2"	"19"	"11"	"10"	"13"	"2"	"1"	"57"	"0"	"2"	"9"	"0"	"7"	"3"	"0"	"3"	"2"	"24"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"166"	"166"	"6"	"1"	"0"	"173"	"173"	"1"	"0"
"11585"	"4"	"12"	"2"	"2"	"380"	"10"	"55"	"23"	"7"	"37"	"0"	"1"	"55"	"0"	"2"	"3"	"0"	"9"	"1"	"1"	"0"	"2"	"4"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"211"	"211"	"11"	"4"	"0"	"226"	"226"	"1"	"0"
"11586"	"4"	"12"	"2"	"2"	"380"	"7"	"53"	"19"	"1"	"41"	"1"	"1"	"65"	"0"	"0"	"7"	"0"	"8"	"0"	"1"	"1"	"2"	"11"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"218"	"218"	"9"	"3"	"0"	"230"	"230"	"1"	"0"
"11587"	"4"	"12"	"2"	"2"	"380"	"9"	"60"	"19"	"4"	"32"	"1"	"2"	"50"	"0"	"5"	"9"	"3"	"6"	"0"	"1"	"2"	"1"	"6"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"211"	"211"	"10"	"9"	"0"	"230"	"230"	"1"	"0"
"11588"	"4"	"12"	"2"	"2"	"380"	"17"	"53"	"0"	"6"	"23"	"0"	"2"	"53"	"1"	"3"	"3"	"4"	"16"	"2"	"0"	"4"	"4"	"7"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"214"	"200"	"16"	"4"	"0"	"234"	"220"	"0"	"0"
"11589"	"4"	"12"	"2"	"2"	"374"	"10"	"53"	"12"	"7"	"38"	"0"	"1"	"72"	"1"	"3"	"8"	"3"	"7"	"1"	"0"	"1"	"2"	"6"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"226"	"226"	"10"	"1"	"0"	"237"	"237"	"1"	"0"
"11590"	"4"	"12"	"2"	"2"	"380"	"11"	"65"	"21"	"8"	"26"	"1"	"2"	"61"	"0"	"1"	"3"	"1"	"14"	"1"	"0"	"6"	"1"	"7"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"231"	"231"	"8"	"5"	"13"	"244"	"244"	"1"	"0"
"11591"	"4"	"12"	"2"	"2"	"380"	"7"	"43"	"34"	"9"	"23"	"0"	"0"	"64"	"0"	"2"	"9"	"3"	"10"	"1"	"7"	"3"	"2"	"4"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"232"	"222"	"8"	"2"	"0"	"232"	"232"	"0"	"0"
"11592"	"4"	"12"	"2"	"2"	"380"	"15"	"48"	"15"	"7"	"27"	"2"	"0"	"64"	"0"	"3"	"6"	"3"	"8"	"0"	"0"	"2"	"2"	"10"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"214"	"214"	"3"	"1"	"8"	"218"	"218"	"1"	"0"
"11593"	"4"	"12"	"2"	"2"	"380"	"10"	"38"	"16"	"4"	"30"	"0"	"0"	"49"	"0"	"4"	"1"	"2"	"10"	"0"	"2"	"1"	"3"	"6"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"178"	"178"	"6"	"5"	"0"	"189"	"189"	"1"	"0"
"11594"	"4"	"12"	"2"	"2"	"380"	"9"	"50"	"18"	"5"	"31"	"0"	"1"	"48"	"4"	"0"	"4"	"1"	"17"	"2"	"2"	"3"	"1"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"200"	"200"	"9"	"1"	"0"	"210"	"210"	"1"	"0"
"11595"	"4"	"12"	"2"	"2"	"380"	"11"	"48"	"20"	"8"	"27"	"4"	"1"	"56"	"0"	"4"	"4"	"0"	"13"	"0"	"0"	"1"	"3"	"9"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"210"	"210"	"8"	"2"	"0"	"220"	"220"	"1"	"0"
"11596"	"4"	"12"	"2"	"2"	"370"	"10"	"44"	"17"	"11"	"30"	"2"	"2"	"53"	"2"	"5"	"6"	"0"	"13"	"0"	"2"	"2"	"1"	"7"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"209"	"209"	"3"	"2"	"0"	"214"	"214"	"1"	"0"
"11597"	"4"	"12"	"2"	"2"	"380"	"9"	"67"	"22"	"5"	"21"	"3"	"0"	"53"	"1"	"2"	"5"	"3"	"10"	"0"	"3"	"5"	"1"	"10"	"3"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"225"	"225"	"6"	"2"	"0"	"233"	"233"	"1"	"0"
"11598"	"4"	"12"	"2"	"2"	"379"	"10"	"55"	"20"	"6"	"25"	"2"	"0"	"55"	"2"	"3"	"2"	"1"	"10"	"1"	"2"	"4"	"0"	"2"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"203"	"203"	"7"	"6"	"0"	"216"	"216"	"1"	"0"
"11599"	"4"	"12"	"2"	"2"	"380"	"12"	"59"	"18"	"3"	"31"	"0"	"2"	"41"	"0"	"2"	"8"	"0"	"9"	"2"	"2"	"5"	"2"	"5"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"202"	"202"	"9"	"3"	"0"	"214"	"214"	"1"	"0"
"11600"	"4"	"12"	"2"	"2"	"396"	"11"	"43"	"11"	"8"	"22"	"1"	"0"	"54"	"0"	"3"	"3"	"4"	"14"	"2"	"2"	"1"	"1"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"183"	"183"	"13"	"8"	"0"	"204"	"204"	"1"	"1"
"11601"	"4"	"12"	"2"	"2"	"380"	"4"	"49"	"10"	"6"	"18"	"0"	"1"	"41"	"0"	"3"	"3"	"2"	"14"	"3"	"2"	"1"	"2"	"9"	"0"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"173"	"173"	"8"	"4"	"0"	"185"	"185"	"1"	"0"
"11602"	"4"	"12"	"2"	"2"	"374"	"7"	"37"	"15"	"10"	"30"	"1"	"1"	"52"	"0"	"8"	"3"	"1"	"6"	"1"	"0"	"2"	"2"	"10"	"2"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"190"	"190"	"5"	"2"	"0"	"197"	"197"	"1"	"0"
"11603"	"4"	"12"	"2"	"2"	"376"	"8"	"41"	"12"	"9"	"30"	"1"	"2"	"60"	"0"	"3"	"5"	"3"	"23"	"1"	"1"	"3"	"1"	"11"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"214"	"214"	"3"	"1"	"0"	"218"	"218"	"1"	"0"
"11604"	"4"	"12"	"2"	"2"	"600"	"3"	"33"	"18"	"9"	"25"	"3"	"1"	"40"	"0"	"3"	"7"	"1"	"10"	"2"	"0"	"1"	"3"	"22"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"184"	"184"	"7"	"3"	"1"	"194"	"194"	"1"	"0"
"11605"	"4"	"12"	"2"	"2"	"600"	"2"	"39"	"10"	"9"	"18"	"2"	"1"	"59"	"1"	"2"	"13"	"2"	"14"	"3"	"1"	"1"	"2"	"17"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"196"	"196"	"9"	"3"	"0"	"208"	"208"	"1"	"0"
"11606"	"4"	"12"	"2"	"2"	"601"	"5"	"32"	"12"	"10"	"19"	"3"	"1"	"51"	"0"	"2"	"24"	"2"	"12"	"4"	"4"	"1"	"2"	"43"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"228"	"228"	"9"	"5"	"0"	"242"	"242"	"1"	"0"
"11607"	"4"	"12"	"2"	"2"	"600"	"5"	"28"	"18"	"8"	"30"	"4"	"1"	"57"	"1"	"7"	"24"	"6"	"7"	"3"	"3"	"1"	"7"	"44"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"257"	"257"	"7"	"4"	"0"	"268"	"268"	"1"	"0"
"11608"	"4"	"12"	"2"	"2"	"633"	"4"	"32"	"14"	"11"	"31"	"8"	"3"	"63"	"0"	"3"	"24"	"3"	"24"	"3"	"3"	"4"	"2"	"38"	"0"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"274"	"274"	"8"	"2"	"0"	"284"	"284"	"1"	"0"
"11609"	"4"	"12"	"2"	"2"	"600"	"8"	"44"	"20"	"12"	"25"	"3"	"3"	"62"	"2"	"1"	"22"	"0"	"21"	"4"	"3"	"2"	"6"	"34"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"273"	"273"	"12"	"10"	"0"	"295"	"295"	"1"	"0"
"11610"	"4"	"12"	"2"	"2"	"600"	"2"	"31"	"9"	"13"	"15"	"3"	"4"	"47"	"1"	"7"	"12"	"2"	"23"	"3"	"2"	"2"	"1"	"28"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"208"	"208"	"8"	"6"	"0"	"222"	"222"	"1"	"0"
"11611"	"4"	"12"	"2"	"2"	"547"	"5"	"19"	"5"	"8"	"20"	"1"	"1"	"42"	"1"	"2"	"3"	"2"	"8"	"5"	"3"	"3"	"1"	"20"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"150"	"150"	"7"	"4"	"0"	"161"	"161"	"1"	"0"
"11612"	"4"	"12"	"2"	"2"	"547"	"2"	"11"	"2"	"1"	"8"	"0"	"0"	"13"	"0"	"4"	"3"	"1"	"8"	"1"	"1"	"2"	"3"	"5"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"67"	"67"	"7"	"0"	"0"	"74"	"74"	"1"	"0"
