"MESA"	"TIPO_ELECCION"	"DEPTO"	"MUNI"	"ESTADO_ACTA"	"CANTIDAD_PAPELETAS"	"UNE"	"TODOS"	"WINAQ"	"VAMOS"	"UNIONISTA"	"PAN"	"CONVERGENCIA"	"UNIDOS"	"VICTORIA"	"VALOR"	"VIVA"	"FUERZA"	"UCN"	"EG"	"PHG"	"AVANZA"	"PC"	"CREO"	"MLP"	"BIEN"	"LIBRE"	"SEMILLA"	"PPT"	"V24"	"V25"	"V26"	"V27"	"V28"	"V29"	"V30"	"VOTOS_VALIDOS_ACTA"	"VOTOS_VALIDOS"	"NULOS"	"BLANCOS"	"INVALIDOS"	"TOTAL_ACTA"	"TOTAL_VOTOS"	"ACTA_CUADRA"	"IMPUGNACIONES"
"4837"	"3"	"2"	"4"	"2"	"400"	"11"	"15"	"13"	"11"	"3"	"8"	"4"	"1"	"8"	"9"	"15"	"6"	"3"	"5"	"22"	"2"	"24"	"13"	"42"	"1"	"1"	"27"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"244"	"244"	"25"	"19"	"0"	"288"	"288"	"1"	"0"
"4838"	"3"	"2"	"4"	"2"	"349"	"3"	"17"	"24"	"11"	"5"	"5"	"3"	"0"	"0"	"5"	"17"	"6"	"2"	"6"	"9"	"4"	"31"	"3"	"48"	"3"	"5"	"20"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"228"	"228"	"28"	"13"	"0"	"269"	"269"	"1"	"0"
"4839"	"3"	"2"	"4"	"2"	"351"	"12"	"19"	"14"	"11"	"4"	"7"	"2"	"0"	"3"	"0"	"16"	"7"	"1"	"1"	"10"	"3"	"30"	"9"	"35"	"2"	"16"	"7"	"1"	"1"	"10"	"3"	"30"	"9"	"35"	"2"	"200"	"200"	"23"	"24"	"0"	"247"	"247"	"1"	"0"
"4840"	"3"	"2"	"4"	"2"	"400"	"85"	"24"	"3"	"7"	"6"	"7"	"1"	"0"	"6"	"0"	"15"	"12"	"3"	"5"	"1"	"3"	"21"	"0"	"2"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"205"	"205"	"22"	"46"	"0"	"273"	"273"	"1"	"0"
"4841"	"3"	"2"	"4"	"2"	"400"	"87"	"30"	"4"	"6"	"6"	"6"	"0"	"0"	"3"	"2"	"10"	"12"	"0"	"1"	"1"	"4"	"27"	"6"	"3"	"1"	"10"	"12"	"0"	"1"	"1"	"4"	"27"	"6"	"3"	"1"	"209"	"209"	"24"	"35"	"0"	"268"	"268"	"1"	"0"
"4842"	"3"	"2"	"4"	"2"	"400"	"80"	"18"	"4"	"6"	"9"	"7"	"2"	"0"	"5"	"1"	"13"	"10"	"1"	"1"	"0"	"6"	"24"	"3"	"6"	"2"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"199"	"199"	"18"	"50"	"0"	"267"	"267"	"1"	"0"
"4843"	"3"	"2"	"4"	"2"	"400"	"101"	"21"	"2"	"9"	"2"	"2"	"0"	"0"	"6"	"2"	"13"	"7"	"4"	"1"	"0"	"4"	"16"	"1"	"4"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"197"	"197"	"24"	"49"	"0"	"270"	"270"	"1"	"0"
"4844"	"3"	"2"	"4"	"2"	"400"	"84"	"23"	"2"	"6"	"7"	"3"	"1"	"0"	"2"	"2"	"10"	"24"	"3"	"2"	"1"	"3"	"27"	"4"	"6"	"1"	"10"	"24"	"3"	"2"	"1"	"3"	"27"	"4"	"6"	"1"	"212"	"212"	"14"	"38"	"0"	"264"	"264"	"1"	"0"
"4845"	"3"	"2"	"4"	"2"	"400"	"83"	"33"	"5"	"5"	"4"	"6"	"0"	"0"	"0"	"2"	"13"	"8"	"1"	"2"	"0"	"5"	"25"	"3"	"7"	"0"	"13"	"8"	"1"	"2"	"0"	"5"	"25"	"3"	"7"	"0"	"205"	"205"	"10"	"33"	"0"	"248"	"248"	"1"	"0"
"4846"	"3"	"2"	"4"	"2"	"400"	"80"	"16"	"1"	"10"	"6"	"4"	"2"	"0"	"1"	"4"	"15"	"8"	"2"	"2"	"6"	"0"	"28"	"2"	"7"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"198"	"198"	"0"	"27"	"22"	"225"	"225"	"1"	"0"
"4847"	"3"	"2"	"4"	"2"	"400"	"84"	"15"	"0"	"4"	"10"	"4"	"3"	"0"	"2"	"2"	"8"	"11"	"1"	"1"	"1"	"12"	"21"	"4"	"5"	"1"	"8"	"11"	"1"	"1"	"1"	"12"	"21"	"4"	"5"	"1"	"190"	"190"	"22"	"29"	"0"	"241"	"241"	"1"	"0"
"4848"	"3"	"2"	"4"	"2"	"333"	"69"	"16"	"0"	"4"	"4"	"1"	"2"	"0"	"2"	"3"	"9"	"5"	"1"	"1"	"3"	"3"	"21"	"1"	"4"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"151"	"151"	"17"	"26"	"0"	"194"	"194"	"1"	"0"
"4849"	"3"	"2"	"4"	"2"	"335"	"69"	"21"	"3"	"5"	"1"	"2"	"1"	"0"	"2"	"4"	"12"	"8"	"1"	"0"	"2"	"7"	"22"	"1"	"11"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"174"	"174"	"17"	"11"	"0"	"202"	"202"	"1"	"0"
"4850"	"3"	"2"	"4"	"2"	"650"	"20"	"20"	"13"	"8"	"4"	"4"	"3"	"0"	"9"	"2"	"27"	"9"	"4"	"7"	"8"	"3"	"17"	"3"	"35"	"2"	"27"	"9"	"4"	"7"	"8"	"3"	"17"	"3"	"35"	"2"	"216"	"216"	"27"	"48"	"0"	"291"	"291"	"1"	"0"
"4851"	"3"	"2"	"4"	"2"	"600"	"19"	"9"	"10"	"11"	"7"	"5"	"1"	"0"	"5"	"2"	"25"	"11"	"5"	"9"	"2"	"3"	"24"	"7"	"26"	"5"	"9"	"10"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"208"	"208"	"36"	"43"	"0"	"287"	"287"	"1"	"0"
"4852"	"3"	"2"	"4"	"2"	"505"	"19"	"13"	"5"	"14"	"6"	"5"	"2"	"1"	"6"	"3"	"20"	"5"	"2"	"4"	"6"	"2"	"7"	"6"	"19"	"2"	"20"	"5"	"2"	"4"	"6"	"2"	"7"	"6"	"19"	"2"	"168"	"168"	"19"	"43"	"0"	"230"	"230"	"1"	"0"
"4853"	"3"	"2"	"4"	"2"	"504"	"19"	"12"	"6"	"9"	"3"	"6"	"0"	"1"	"1"	"0"	"17"	"7"	"2"	"5"	"4"	"1"	"13"	"5"	"12"	"0"	"17"	"7"	"2"	"5"	"4"	"1"	"13"	"5"	"12"	"0"	"148"	"148"	"21"	"35"	"0"	"204"	"204"	"1"	"0"
"4854"	"3"	"2"	"5"	"2"	"400"	"12"	"11"	"6"	"42"	"12"	"1"	"0"	"0"	"26"	"1"	"9"	"75"	"1"	"2"	"5"	"22"	"4"	"3"	"17"	"3"	"0"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"257"	"257"	"21"	"65"	"0"	"343"	"343"	"1"	"0"
"4855"	"3"	"2"	"5"	"2"	"400"	"8"	"5"	"6"	"38"	"14"	"1"	"1"	"0"	"34"	"5"	"13"	"84"	"1"	"6"	"6"	"45"	"10"	"1"	"13"	"1"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"295"	"295"	"13"	"41"	"0"	"349"	"349"	"1"	"0"
"4856"	"3"	"2"	"5"	"2"	"380"	"8"	"14"	"4"	"33"	"11"	"3"	"0"	"0"	"29"	"2"	"11"	"75"	"1"	"5"	"4"	"39"	"1"	"2"	"18"	"0"	"1"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"267"	"267"	"21"	"51"	"0"	"339"	"339"	"1"	"0"
"4857"	"3"	"2"	"5"	"2"	"400"	"7"	"13"	"7"	"44"	"21"	"3"	"2"	"0"	"26"	"3"	"13"	"60"	"2"	"7"	"1"	"43"	"7"	"2"	"22"	"5"	"1"	"8"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"298"	"298"	"22"	"36"	"0"	"356"	"356"	"1"	"0"
"4858"	"3"	"2"	"5"	"2"	"400"	"9"	"9"	"6"	"39"	"11"	"4"	"2"	"0"	"24"	"3"	"8"	"74"	"1"	"8"	"0"	"60"	"11"	"1"	"15"	"0"	"2"	"8"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"296"	"296"	"28"	"50"	"0"	"374"	"374"	"1"	"0"
"4859"	"3"	"2"	"5"	"2"	"400"	"11"	"10"	"12"	"32"	"9"	"2"	"2"	"0"	"46"	"3"	"13"	"71"	"1"	"6"	"0"	"36"	"10"	"4"	"23"	"1"	"2"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"300"	"300"	"15"	"38"	"0"	"353"	"353"	"1"	"0"
"4860"	"3"	"2"	"5"	"2"	"400"	"15"	"10"	"10"	"39"	"15"	"2"	"0"	"0"	"27"	"3"	"15"	"69"	"1"	"7"	"2"	"40"	"5"	"3"	"16"	"7"	"1"	"6"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"294"	"294"	"15"	"37"	"0"	"346"	"346"	"1"	"0"
"4861"	"3"	"2"	"5"	"2"	"397"	"5"	"10"	"7"	"39"	"6"	"1"	"3"	"0"	"36"	"3"	"18"	"63"	"0"	"9"	"2"	"27"	"7"	"1"	"17"	"4"	"1"	"10"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"269"	"269"	"30"	"39"	"0"	"338"	"338"	"1"	"0"
"4862"	"3"	"2"	"5"	"2"	"400"	"11"	"12"	"6"	"41"	"11"	"2"	"1"	"0"	"33"	"3"	"17"	"54"	"2"	"5"	"2"	"49"	"9"	"3"	"20"	"0"	"2"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"292"	"292"	"17"	"26"	"0"	"335"	"335"	"1"	"0"
"4863"	"3"	"2"	"5"	"2"	"400"	"8"	"8"	"10"	"40"	"10"	"1"	"1"	"0"	"25"	"4"	"10"	"56"	"2"	"3"	"2"	"57"	"4"	"2"	"21"	"0"	"3"	"9"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"277"	"277"	"15"	"38"	"0"	"330"	"330"	"1"	"0"
"4864"	"3"	"2"	"5"	"2"	"400"	"13"	"10"	"12"	"35"	"6"	"3"	"0"	"0"	"30"	"2"	"14"	"63"	"1"	"3"	"4"	"43"	"8"	"4"	"23"	"8"	"0"	"13"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"295"	"295"	"18"	"22"	"0"	"335"	"335"	"1"	"0"
"4865"	"3"	"2"	"5"	"2"	"400"	"14"	"10"	"4"	"37"	"10"	"2"	"2"	"1"	"36"	"5"	"8"	"51"	"0"	"3"	"2"	"40"	"4"	"4"	"21"	"2"	"0"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"265"	"265"	"16"	"50"	"0"	"331"	"331"	"1"	"0"
"4866"	"3"	"2"	"5"	"2"	"400"	"8"	"11"	"2"	"42"	"17"	"4"	"2"	"1"	"19"	"6"	"12"	"67"	"0"	"11"	"4"	"36"	"5"	"1"	"10"	"2"	"1"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"269"	"269"	"19"	"53"	"0"	"341"	"341"	"1"	"0"
"4867"	"3"	"2"	"5"	"2"	"400"	"8"	"16"	"5"	"34"	"23"	"1"	"4"	"0"	"14"	"0"	"11"	"43"	"0"	"3"	"0"	"42"	"8"	"3"	"19"	"2"	"3"	"10"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"249"	"249"	"14"	"49"	"0"	"312"	"312"	"1"	"0"
"4868"	"3"	"2"	"5"	"2"	"400"	"8"	"4"	"10"	"38"	"9"	"3"	"3"	"0"	"28"	"4"	"11"	"75"	"0"	"3"	"5"	"61"	"5"	"1"	"22"	"2"	"0"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"301"	"301"	"17"	"23"	"0"	"341"	"341"	"1"	"0"
"4869"	"3"	"2"	"5"	"2"	"351"	"8"	"10"	"14"	"30"	"8"	"3"	"0"	"0"	"32"	"6"	"10"	"69"	"0"	"8"	"3"	"53"	"4"	"1"	"27"	"2"	"1"	"10"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"299"	"299"	"10"	"18"	"0"	"327"	"327"	"1"	"0"
"4870"	"3"	"2"	"5"	"2"	"354"	"3"	"10"	"6"	"30"	"10"	"2"	"0"	"0"	"24"	"1"	"16"	"46"	"1"	"1"	"3"	"40"	"7"	"3"	"18"	"1"	"2"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"229"	"229"	"17"	"26"	"0"	"272"	"272"	"1"	"0"
"4871"	"3"	"2"	"6"	"2"	"400"	"15"	"39"	"14"	"4"	"7"	"5"	"5"	"1"	"4"	"4"	"15"	"41"	"4"	"1"	"7"	"4"	"4"	"7"	"12"	"2"	"5"	"22"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"222"	"222"	"23"	"25"	"0"	"270"	"270"	"1"	"0"
"4872"	"3"	"2"	"6"	"2"	"404"	"17"	"54"	"15"	"5"	"1"	"3"	"3"	"0"	"2"	"2"	"11"	"37"	"2"	"1"	"3"	"5"	"1"	"9"	"9"	"3"	"1"	"15"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"199"	"199"	"20"	"40"	"0"	"259"	"259"	"1"	"0"
"4873"	"3"	"2"	"6"	"2"	"400"	"18"	"42"	"16"	"2"	"6"	"2"	"2"	"0"	"7"	"3"	"10"	"37"	"2"	"2"	"7"	"3"	"2"	"6"	"10"	"1"	"1"	"16"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"195"	"195"	"23"	"33"	"0"	"251"	"251"	"1"	"0"
"4874"	"3"	"2"	"6"	"2"	"400"	"23"	"64"	"23"	"2"	"3"	"7"	"3"	"0"	"7"	"3"	"12"	"43"	"0"	"4"	"8"	"2"	"0"	"9"	"12"	"3"	"2"	"13"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"244"	"244"	"22"	"27"	"0"	"293"	"293"	"1"	"0"
"4875"	"3"	"2"	"6"	"2"	"400"	"23"	"62"	"14"	"5"	"7"	"4"	"1"	"0"	"5"	"5"	"18"	"39"	"3"	"2"	"8"	"4"	"2"	"12"	"13"	"4"	"6"	"13"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"251"	"251"	"19"	"30"	"0"	"300"	"300"	"1"	"0"
"4876"	"3"	"2"	"6"	"2"	"400"	"12"	"47"	"30"	"7"	"5"	"2"	"1"	"1"	"3"	"5"	"13"	"29"	"3"	"2"	"5"	"5"	"0"	"10"	"9"	"1"	"6"	"22"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"218"	"218"	"23"	"28"	"0"	"269"	"269"	"1"	"0"
"4877"	"3"	"2"	"6"	"2"	"400"	"26"	"42"	"26"	"7"	"3"	"6"	"2"	"1"	"1"	"5"	"11"	"48"	"2"	"1"	"3"	"2"	"0"	"11"	"16"	"2"	"1"	"18"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"235"	"235"	"34"	"19"	"0"	"288"	"288"	"1"	"0"
"4878"	"3"	"2"	"6"	"2"	"400"	"18"	"48"	"18"	"11"	"5"	"4"	"4"	"1"	"1"	"1"	"11"	"47"	"4"	"1"	"8"	"5"	"3"	"8"	"12"	"3"	"2"	"17"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"232"	"232"	"28"	"31"	"0"	"291"	"291"	"1"	"0"
"4879"	"3"	"2"	"6"	"2"	"400"	"19"	"38"	"31"	"9"	"5"	"5"	"2"	"0"	"4"	"4"	"8"	"49"	"3"	"3"	"3"	"4"	"1"	"7"	"12"	"1"	"8"	"14"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"231"	"231"	"18"	"30"	"0"	"279"	"279"	"1"	"0"
