"MESA"	"TIPO_ELECCION"	"DEPTO"	"MUNI"	"ESTADO_ACTA"	"CANTIDAD_PAPELETAS"	"VAMOS"	"UCN"	"CREO"	"TODOS"	"VICTORIA"	"UNE"	"WINAQ"	"PC"	"LIBRE"	"URNG_MAIZ"	"PODEMOS"	"PPT"	"CONVERGENCIA"	"FUERZA"	"MLP"	"VIVA"	"UNIONISTA"	"VALOR"	"SEMILLA"	"FCN_NACION"	"UNIDOS"	"BIEN"	"PHG"	"V24"	"V25"	"V26"	"V27"	"V28"	"V29"	"V30"	"VOTOS_VALIDOS_ACTA"	"VOTOS_VALIDOS"	"NULOS"	"BLANCOS"	"INVALIDOS"	"TOTAL_ACTA"	"TOTAL_VOTOS"	"ACTA_CUADRA"	"IMPUGNACIONES"
"6381"	"4"	"5"	"1"	"2"	"400"	"9"	"6"	"12"	"8"	"52"	"28"	"4"	"4"	"4"	"2"	"1"	"1"	"0"	"6"	"2"	"9"	"1"	"4"	"7"	"16"	"0"	"17"	"10"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"203"	"203"	"10"	"5"	"0"	"218"	"218"	"1"	"0"
"6382"	"4"	"5"	"1"	"2"	"400"	"9"	"10"	"10"	"11"	"54"	"31"	"2"	"2"	"5"	"6"	"2"	"0"	"0"	"1"	"0"	"6"	"3"	"3"	"3"	"10"	"0"	"15"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"187"	"188"	"17"	"6"	"0"	"210"	"211"	"0"	"0"
"6383"	"4"	"5"	"1"	"2"	"401"	"17"	"6"	"14"	"12"	"43"	"33"	"1"	"0"	"3"	"2"	"2"	"0"	"0"	"1"	"2"	"5"	"0"	"3"	"7"	"10"	"2"	"16"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"192"	"179"	"12"	"3"	"0"	"207"	"194"	"0"	"0"
"6384"	"4"	"5"	"1"	"2"	"398"	"6"	"8"	"13"	"12"	"46"	"45"	"2"	"3"	"5"	"8"	"0"	"0"	"0"	"0"	"1"	"8"	"4"	"3"	"6"	"13"	"0"	"19"	"14"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"216"	"216"	"12"	"2"	"0"	"230"	"230"	"1"	"0"
"6385"	"4"	"5"	"1"	"2"	"402"	"16"	"11"	"16"	"13"	"42"	"43"	"2"	"0"	"4"	"5"	"0"	"0"	"0"	"2"	"2"	"4"	"2"	"0"	"4"	"15"	"0"	"13"	"12"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"206"	"206"	"13"	"3"	"0"	"222"	"222"	"1"	"0"
"6386"	"4"	"5"	"1"	"2"	"400"	"13"	"9"	"16"	"9"	"39"	"43"	"2"	"4"	"1"	"2"	"1"	"0"	"0"	"4"	"2"	"4"	"5"	"1"	"6"	"10"	"0"	"24"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"201"	"201"	"10"	"3"	"0"	"214"	"214"	"1"	"0"
"6387"	"4"	"5"	"1"	"2"	"400"	"13"	"16"	"15"	"12"	"44"	"46"	"2"	"2"	"0"	"5"	"2"	"0"	"2"	"3"	"1"	"2"	"1"	"2"	"7"	"17"	"2"	"0"	"2"	"3"	"1"	"2"	"1"	"2"	"7"	"17"	"221"	"221"	"8"	"0"	"0"	"229"	"229"	"1"	"1"
"6388"	"4"	"5"	"1"	"2"	"400"	"14"	"11"	"25"	"6"	"68"	"35"	"0"	"4"	"4"	"5"	"3"	"0"	"0"	"4"	"0"	"7"	"4"	"2"	"6"	"22"	"0"	"22"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"250"	"250"	"4"	"2"	"0"	"256"	"256"	"1"	"0"
"6389"	"4"	"5"	"1"	"2"	"400"	"8"	"11"	"40"	"24"	"78"	"26"	"1"	"3"	"9"	"6"	"6"	"0"	"0"	"7"	"7"	"4"	"2"	"0"	"14"	"21"	"0"	"18"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"294"	"294"	"5"	"0"	"0"	"299"	"299"	"1"	"0"
"6390"	"4"	"5"	"1"	"2"	"290"	"12"	"10"	"20"	"10"	"31"	"23"	"0"	"2"	"4"	"3"	"0"	"1"	"0"	"0"	"2"	"0"	"1"	"1"	"3"	"7"	"0"	"8"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"145"	"145"	"5"	"2"	"0"	"152"	"152"	"1"	"0"
"6391"	"4"	"5"	"1"	"2"	"400"	"5"	"3"	"8"	"7"	"21"	"24"	"0"	"2"	"6"	"3"	"1"	"0"	"0"	"1"	"2"	"2"	"0"	"3"	"3"	"11"	"0"	"11"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"117"	"117"	"5"	"1"	"0"	"123"	"123"	"1"	"0"
"6392"	"4"	"5"	"1"	"2"	"382"	"9"	"15"	"22"	"2"	"27"	"35"	"6"	"2"	"6"	"6"	"4"	"1"	"1"	"1"	"2"	"0"	"4"	"1"	"0"	"3"	"0"	"26"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"179"	"179"	"26"	"7"	"0"	"212"	"212"	"1"	"0"
"6393"	"4"	"5"	"1"	"2"	"402"	"10"	"7"	"16"	"7"	"29"	"33"	"5"	"1"	"6"	"5"	"4"	"0"	"0"	"2"	"2"	"2"	"3"	"0"	"1"	"11"	"0"	"30"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"176"	"176"	"7"	"5"	"0"	"188"	"188"	"1"	"0"
"6394"	"4"	"5"	"1"	"2"	"380"	"6"	"8"	"16"	"7"	"27"	"41"	"6"	"1"	"6"	"5"	"5"	"0"	"1"	"1"	"3"	"2"	"2"	"1"	"3"	"6"	"1"	"36"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"189"	"189"	"16"	"5"	"0"	"210"	"210"	"1"	"0"
"6395"	"4"	"5"	"1"	"2"	"397"	"4"	"10"	"17"	"8"	"32"	"47"	"2"	"0"	"2"	"1"	"4"	"1"	"0"	"4"	"0"	"2"	"5"	"0"	"1"	"5"	"4"	"1"	"0"	"4"	"0"	"2"	"5"	"0"	"1"	"5"	"169"	"169"	"16"	"3"	"0"	"188"	"188"	"1"	"0"
"6396"	"4"	"5"	"1"	"2"	"369"	"9"	"1"	"22"	"3"	"21"	"36"	"2"	"0"	"5"	"6"	"8"	"0"	"0"	"0"	"1"	"0"	"8"	"2"	"0"	"5"	"0"	"24"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"153"	"153"	"11"	"8"	"0"	"172"	"172"	"1"	"0"
"6397"	"4"	"5"	"1"	"2"	"369"	"6"	"10"	"9"	"6"	"21"	"31"	"2"	"0"	"6"	"0"	"3"	"0"	"1"	"4"	"2"	"1"	"7"	"2"	"3"	"7"	"0"	"35"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"157"	"157"	"15"	"1"	"0"	"173"	"173"	"1"	"0"
"6398"	"4"	"5"	"1"	"2"	"380"	"8"	"1"	"58"	"7"	"33"	"35"	"1"	"1"	"2"	"2"	"4"	"0"	"0"	"2"	"0"	"6"	"0"	"0"	"2"	"11"	"0"	"33"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"210"	"210"	"28"	"12"	"0"	"250"	"250"	"1"	"0"
"6399"	"4"	"5"	"1"	"2"	"382"	"10"	"5"	"55"	"8"	"36"	"42"	"1"	"1"	"10"	"0"	"7"	"0"	"0"	"2"	"2"	"2"	"0"	"0"	"1"	"5"	"0"	"16"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"209"	"209"	"26"	"12"	"0"	"247"	"247"	"1"	"0"
"6400"	"4"	"5"	"1"	"2"	"241"	"5"	"3"	"23"	"4"	"18"	"31"	"0"	"3"	"3"	"1"	"3"	"0"	"0"	"3"	"0"	"4"	"1"	"0"	"0"	"3"	"0"	"18"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"125"	"125"	"22"	"3"	"0"	"150"	"150"	"1"	"0"
"6401"	"4"	"5"	"1"	"2"	"240"	"5"	"3"	"35"	"3"	"20"	"30"	"1"	"1"	"6"	"0"	"2"	"0"	"1"	"1"	"1"	"3"	"0"	"1"	"0"	"9"	"0"	"10"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"135"	"135"	"16"	"6"	"0"	"157"	"157"	"1"	"0"
"6402"	"4"	"5"	"1"	"2"	"386"	"9"	"9"	"21"	"5"	"87"	"38"	"0"	"1"	"0"	"4"	"1"	"2"	"6"	"1"	"0"	"2"	"0"	"2"	"0"	"12"	"0"	"12"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"213"	"213"	"24"	"21"	"0"	"258"	"258"	"1"	"0"
"6403"	"4"	"5"	"1"	"2"	"380"	"5"	"5"	"35"	"8"	"97"	"31"	"0"	"0"	"7"	"0"	"1"	"1"	"1"	"3"	"0"	"3"	"0"	"0"	"2"	"13"	"1"	"1"	"1"	"3"	"0"	"3"	"0"	"0"	"2"	"13"	"223"	"223"	"26"	"10"	"0"	"259"	"259"	"1"	"0"
"6404"	"4"	"5"	"1"	"2"	"383"	"4"	"4"	"42"	"6"	"69"	"35"	"0"	"1"	"3"	"3"	"0"	"0"	"1"	"3"	"3"	"0"	"1"	"0"	"1"	"32"	"0"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"217"	"217"	"27"	"13"	"0"	"257"	"257"	"1"	"0"
"6405"	"4"	"5"	"1"	"2"	"380"	"10"	"3"	"31"	"12"	"79"	"37"	"1"	"0"	"2"	"1"	"0"	"4"	"0"	"1"	"2"	"5"	"2"	"0"	"2"	"29"	"1"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"229"	"229"	"22"	"16"	"0"	"267"	"267"	"1"	"0"
"6406"	"4"	"5"	"1"	"2"	"383"	"7"	"4"	"24"	"1"	"84"	"42"	"0"	"0"	"4"	"1"	"1"	"1"	"0"	"1"	"1"	"3"	"1"	"1"	"1"	"16"	"1"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"196"	"197"	"26"	"11"	"0"	"233"	"234"	"0"	"0"
"6407"	"4"	"5"	"1"	"2"	"207"	"8"	"0"	"13"	"3"	"50"	"18"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"2"	"1"	"0"	"2"	"11"	"0"	"0"	"1"	"1"	"0"	"2"	"1"	"0"	"2"	"11"	"116"	"116"	"16"	"5"	"0"	"137"	"137"	"1"	"0"
"6408"	"4"	"5"	"1"	"2"	"203"	"6"	"1"	"23"	"6"	"52"	"18"	"1"	"1"	"2"	"0"	"1"	"0"	"1"	"0"	"1"	"3"	"0"	"0"	"0"	"5"	"1"	"0"	"1"	"0"	"1"	"3"	"0"	"0"	"0"	"5"	"127"	"127"	"4"	"5"	"0"	"136"	"136"	"1"	"0"
"6409"	"4"	"5"	"1"	"2"	"381"	"12"	"2"	"9"	"0"	"12"	"100"	"1"	"0"	"2"	"4"	"3"	"1"	"1"	"1"	"5"	"4"	"0"	"1"	"1"	"16"	"1"	"41"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"219"	"219"	"19"	"6"	"0"	"244"	"244"	"1"	"0"
"6410"	"4"	"5"	"1"	"2"	"380"	"5"	"3"	"15"	"6"	"6"	"84"	"2"	"2"	"9"	"2"	"1"	"0"	"1"	"0"	"6"	"1"	"0"	"0"	"1"	"22"	"0"	"47"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"217"	"217"	"10"	"5"	"0"	"232"	"232"	"1"	"0"
"6411"	"4"	"5"	"1"	"2"	"380"	"6"	"6"	"9"	"3"	"15"	"94"	"2"	"0"	"5"	"1"	"4"	"0"	"1"	"1"	"2"	"5"	"2"	"1"	"1"	"5"	"0"	"46"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"213"	"213"	"19"	"5"	"0"	"237"	"237"	"1"	"0"
"6412"	"4"	"5"	"1"	"2"	"380"	"6"	"1"	"18"	"7"	"18"	"85"	"1"	"0"	"6"	"1"	"4"	"0"	"0"	"0"	"4"	"1"	"0"	"3"	"0"	"10"	"0"	"34"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"203"	"203"	"14"	"4"	"0"	"221"	"221"	"1"	"0"
"6413"	"4"	"5"	"1"	"2"	"380"	"7"	"5"	"12"	"1"	"24"	"63"	"1"	"2"	"6"	"1"	"0"	"1"	"3"	"1"	"0"	"1"	"1"	"2"	"1"	"5"	"0"	"33"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"173"	"173"	"20"	"4"	"0"	"197"	"197"	"1"	"0"
"6414"	"4"	"5"	"1"	"2"	"280"	"5"	"5"	"9"	"0"	"7"	"76"	"0"	"1"	"4"	"3"	"3"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"1"	"7"	"0"	"20"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"145"	"145"	"11"	"5"	"0"	"161"	"161"	"1"	"0"
"6415"	"4"	"5"	"1"	"2"	"280"	"6"	"1"	"18"	"4"	"3"	"59"	"1"	"4"	"6"	"0"	"4"	"0"	"2"	"0"	"1"	"0"	"1"	"0"	"4"	"13"	"0"	"22"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"150"	"150"	"12"	"0"	"0"	"162"	"162"	"1"	"0"
"6416"	"4"	"5"	"1"	"2"	"380"	"9"	"2"	"17"	"3"	"16"	"56"	"0"	"0"	"4"	"1"	"4"	"1"	"0"	"0"	"7"	"2"	"3"	"1"	"1"	"6"	"2"	"44"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"181"	"181"	"34"	"17"	"0"	"232"	"232"	"1"	"0"
"6417"	"4"	"5"	"1"	"2"	"380"	"9"	"4"	"32"	"10"	"14"	"42"	"0"	"1"	"2"	"4"	"5"	"0"	"0"	"0"	"3"	"3"	"5"	"0"	"1"	"11"	"2"	"38"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"186"	"186"	"25"	"11"	"0"	"222"	"222"	"1"	"0"
"6418"	"4"	"5"	"1"	"2"	"380"	"9"	"1"	"12"	"2"	"14"	"73"	"0"	"2"	"2"	"3"	"7"	"0"	"1"	"5"	"4"	"6"	"3"	"0"	"2"	"6"	"1"	"40"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"196"	"196"	"24"	"11"	"0"	"231"	"231"	"1"	"0"
"6419"	"4"	"5"	"1"	"2"	"266"	"5"	"3"	"17"	"3"	"9"	"34"	"0"	"0"	"1"	"4"	"1"	"0"	"1"	"1"	"1"	"2"	"2"	"1"	"1"	"10"	"0"	"18"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"127"	"114"	"20"	"7"	"0"	"143"	"141"	"0"	"0"
"6420"	"4"	"5"	"1"	"2"	"268"	"9"	"4"	"15"	"8"	"6"	"36"	"0"	"0"	"0"	"1"	"5"	"0"	"0"	"0"	"7"	"3"	"1"	"0"	"1"	"1"	"0"	"22"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"121"	"121"	"13"	"8"	"0"	"142"	"142"	"1"	"0"
"6421"	"4"	"5"	"1"	"2"	"602"	"15"	"4"	"13"	"12"	"43"	"37"	"0"	"3"	"8"	"12"	"2"	"1"	"1"	"1"	"2"	"4"	"3"	"3"	"11"	"12"	"1"	"15"	"12"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"215"	"215"	"14"	"3"	"0"	"232"	"232"	"1"	"0"
"6422"	"4"	"5"	"1"	"2"	"600"	"7"	"8"	"23"	"13"	"46"	"35"	"3"	"0"	"4"	"8"	"4"	"0"	"1"	"2"	"1"	"7"	"3"	"1"	"5"	"8"	"0"	"21"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"200"	"200"	"32"	"6"	"0"	"238"	"238"	"1"	"0"
"6423"	"4"	"5"	"1"	"2"	"599"	"14"	"8"	"18"	"14"	"42"	"43"	"1"	"2"	"6"	"17"	"3"	"0"	"0"	"3"	"7"	"5"	"2"	"4"	"5"	"15"	"0"	"28"	"12"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"249"	"249"	"19"	"4"	"1"	"272"	"272"	"1"	"0"
"6424"	"4"	"5"	"1"	"2"	"600"	"14"	"5"	"14"	"10"	"64"	"37"	"4"	"5"	"4"	"8"	"0"	"0"	"4"	"3"	"2"	"5"	"2"	"3"	"3"	"9"	"1"	"20"	"15"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"232"	"232"	"8"	"4"	"356"	"244"	"244"	"1"	"0"
"6425"	"4"	"5"	"1"	"2"	"600"	"10"	"1"	"18"	"10"	"50"	"30"	"1"	"17"	"7"	"11"	"0"	"1"	"1"	"4"	"2"	"9"	"2"	"1"	"12"	"1"	"4"	"17"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"218"	"218"	"18"	"1"	"0"	"237"	"237"	"1"	"0"
"6426"	"4"	"5"	"1"	"2"	"600"	"18"	"5"	"14"	"11"	"67"	"33"	"3"	"3"	"7"	"13"	"1"	"1"	"1"	"7"	"5"	"11"	"3"	"3"	"1"	"12"	"0"	"18"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"246"	"246"	"18"	"4"	"0"	"268"	"268"	"1"	"0"
"6427"	"4"	"5"	"1"	"2"	"602"	"19"	"9"	"20"	"10"	"55"	"35"	"2"	"6"	"7"	"9"	"5"	"0"	"0"	"6"	"5"	"14"	"0"	"2"	"5"	"15"	"1"	"15"	"12"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"252"	"252"	"9"	"1"	"0"	"262"	"262"	"1"	"0"
"6428"	"4"	"5"	"1"	"2"	"598"	"19"	"4"	"18"	"9"	"66"	"37"	"3"	"5"	"6"	"3"	"4"	"0"	"2"	"4"	"2"	"10"	"3"	"6"	"7"	"10"	"0"	"27"	"14"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"259"	"259"	"5"	"3"	"0"	"267"	"267"	"1"	"0"
"6429"	"4"	"5"	"1"	"2"	"606"	"17"	"8"	"14"	"12"	"51"	"31"	"3"	"1"	"5"	"8"	"2"	"1"	"1"	"3"	"1"	"5"	"4"	"5"	"13"	"9"	"1"	"20"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"224"	"224"	"9"	"3"	"0"	"236"	"236"	"1"	"0"
"6430"	"4"	"5"	"1"	"2"	"600"	"13"	"8"	"22"	"6"	"81"	"31"	"3"	"0"	"6"	"8"	"1"	"0"	"0"	"3"	"8"	"6"	"0"	"2"	"9"	"9"	"2"	"20"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"247"	"247"	"14"	"4"	"0"	"265"	"265"	"1"	"0"
"6431"	"4"	"5"	"1"	"2"	"600"	"13"	"5"	"24"	"8"	"74"	"33"	"0"	"2"	"8"	"11"	"1"	"1"	"0"	"5"	"3"	"6"	"5"	"4"	"12"	"10"	"3"	"20"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"250"	"250"	"8"	"4"	"0"	"262"	"262"	"1"	"0"
"6432"	"4"	"5"	"1"	"2"	"600"	"17"	"5"	"22"	"19"	"81"	"24"	"3"	"3"	"4"	"7"	"1"	"1"	"1"	"4"	"3"	"14"	"0"	"5"	"6"	"15"	"0"	"19"	"15"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"269"	"269"	"11"	"4"	"0"	"284"	"284"	"1"	"0"
"6433"	"4"	"5"	"1"	"2"	"597"	"16"	"7"	"20"	"15"	"54"	"34"	"0"	"6"	"6"	"10"	"0"	"0"	"1"	"6"	"1"	"9"	"2"	"5"	"6"	"12"	"3"	"16"	"19"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"248"	"248"	"11"	"2"	"0"	"261"	"261"	"1"	"0"
"6434"	"4"	"5"	"1"	"2"	"600"	"17"	"9"	"16"	"15"	"69"	"44"	"3"	"2"	"9"	"7"	"0"	"0"	"2"	"4"	"3"	"7"	"3"	"2"	"7"	"17"	"1"	"22"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"268"	"268"	"17"	"3"	"0"	"288"	"288"	"1"	"0"
"6435"	"4"	"5"	"1"	"2"	"597"	"22"	"15"	"20"	"7"	"53"	"40"	"3"	"4"	"4"	"8"	"3"	"0"	"1"	"1"	"4"	"8"	"3"	"2"	"7"	"23"	"1"	"20"	"11"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"281"	"260"	"17"	"4"	"0"	"302"	"281"	"0"	"0"
"6436"	"4"	"5"	"1"	"2"	"600"	"10"	"7"	"14"	"15"	"66"	"35"	"0"	"2"	"5"	"17"	"1"	"0"	"1"	"1"	"3"	"11"	"4"	"2"	"4"	"9"	"17"	"15"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"232"	"241"	"18"	"5"	"0"	"255"	"264"	"0"	"0"
"6437"	"4"	"5"	"1"	"2"	"600"	"10"	"5"	"16"	"13"	"56"	"48"	"0"	"7"	"10"	"7"	"1"	"0"	"1"	"3"	"4"	"10"	"3"	"1"	"10"	"10"	"0"	"19"	"12"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"246"	"246"	"9"	"0"	"0"	"255"	"255"	"1"	"0"
"6438"	"4"	"5"	"1"	"2"	"600"	"13"	"2"	"20"	"13"	"58"	"30"	"1"	"2"	"8"	"8"	"1"	"0"	"2"	"4"	"1"	"4"	"4"	"4"	"5"	"11"	"1"	"16"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"214"	"214"	"8"	"5"	"0"	"227"	"227"	"1"	"0"
"6439"	"4"	"5"	"1"	"2"	"600"	"12"	"4"	"17"	"9"	"41"	"36"	"1"	"1"	"2"	"5"	"0"	"0"	"0"	"3"	"0"	"10"	"4"	"5"	"2"	"11"	"1"	"15"	"15"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"194"	"194"	"11"	"1"	"394"	"206"	"206"	"1"	"0"
"6440"	"4"	"5"	"1"	"2"	"602"	"13"	"7"	"21"	"7"	"32"	"37"	"2"	"1"	"6"	"5"	"0"	"0"	"0"	"1"	"2"	"7"	"3"	"5"	"9"	"7"	"0"	"13"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"187"	"187"	"11"	"2"	"0"	"200"	"200"	"1"	"0"
"6441"	"4"	"5"	"1"	"2"	"596"	"10"	"5"	"17"	"8"	"56"	"30"	"3"	"1"	"1"	"6"	"2"	"1"	"1"	"1"	"2"	"8"	"0"	"5"	"9"	"15"	"1"	"12"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"198"	"197"	"13"	"1"	"0"	"212"	"211"	"0"	"0"
"6442"	"4"	"5"	"1"	"2"	"598"	"8"	"5"	"21"	"16"	"47"	"23"	"0"	"5"	"8"	"2"	"0"	"1"	"5"	"3"	"0"	"10"	"1"	"0"	"11"	"11"	"0"	"12"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"202"	"198"	"10"	"2"	"0"	"214"	"210"	"0"	"0"
"6443"	"4"	"5"	"1"	"2"	"600"	"5"	"8"	"16"	"1"	"26"	"25"	"1"	"0"	"6"	"5"	"2"	"0"	"1"	"8"	"1"	"5"	"3"	"2"	"5"	"7"	"0"	"10"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"146"	"141"	"10"	"3"	"0"	"159"	"154"	"0"	"0"
"6444"	"4"	"5"	"1"	"2"	"600"	"4"	"3"	"9"	"8"	"22"	"11"	"0"	"2"	"4"	"2"	"0"	"0"	"1"	"2"	"0"	"3"	"0"	"1"	"5"	"7"	"0"	"8"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"96"	"96"	"5"	"1"	"0"	"102"	"102"	"1"	"0"
"6445"	"4"	"5"	"1"	"2"	"312"	"0"	"0"	"2"	"1"	"12"	"7"	"0"	"0"	"1"	"3"	"0"	"0"	"0"	"3"	"0"	"3"	"1"	"1"	"1"	"3"	"0"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"41"	"41"	"0"	"0"	"0"	"41"	"41"	"1"	"0"
"6446"	"4"	"5"	"1"	"2"	"307"	"5"	"2"	"1"	"2"	"7"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"1"	"2"	"0"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"34"	"34"	"1"	"1"	"0"	"36"	"36"	"1"	"0"
