"MESA"	"TIPO_ELECCION"	"DEPTO"	"MUNI"	"ESTADO_ACTA"	"CANTIDAD_PAPELETAS"	"VAMOS"	"TODOS"	"EG"	"WINAQ"	"URNG_MAIZ"	"FUERZA"	"FCN_NACION"	"MLP"	"PHG"	"VALOR"	"PODEMOS"	"UNE"	"UNIDOS"	"CREO"	"VIVA"	"SEMILLA"	"UNIONISTA"	"VICTORIA"	"LIBRE"	"PPT"	"BIEN"	"PC"	"UCN"	"V24"	"V25"	"V26"	"V27"	"V28"	"V29"	"V30"	"VOTOS_VALIDOS_ACTA"	"VOTOS_VALIDOS"	"NULOS"	"BLANCOS"	"INVALIDOS"	"TOTAL_ACTA"	"TOTAL_VOTOS"	"ACTA_CUADRA"	"IMPUGNACIONES"
"11023"	"3"	"11"	"1"	"2"	"288"	"12"	"5"	"8"	"4"	"6"	"8"	"7"	"6"	"20"	"56"	"5"	"25"	"0"	"6"	"3"	"9"	"3"	"6"	"3"	"3"	"37"	"2"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"237"	"237"	"37"	"14"	"0"	"288"	"288"	"1"	"0"
"11024"	"3"	"11"	"1"	"2"	"400"	"11"	"12"	"6"	"8"	"7"	"9"	"6"	"4"	"9"	"67"	"7"	"35"	"1"	"4"	"4"	"17"	"4"	"10"	"0"	"1"	"29"	"2"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"257"	"257"	"22"	"12"	"1"	"291"	"291"	"1"	"0"
"11025"	"3"	"11"	"1"	"2"	"397"	"7"	"16"	"2"	"8"	"5"	"10"	"4"	"9"	"19"	"62"	"6"	"26"	"4"	"7"	"4"	"16"	"4"	"8"	"0"	"0"	"36"	"0"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"262"	"262"	"15"	"11"	"0"	"288"	"288"	"1"	"0"
"11026"	"3"	"11"	"1"	"2"	"400"	"11"	"10"	"8"	"7"	"9"	"5"	"4"	"5"	"11"	"52"	"12"	"19"	"1"	"8"	"3"	"12"	"5"	"9"	"2"	"1"	"27"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"224"	"224"	"21"	"9"	"1"	"254"	"254"	"1"	"0"
"11027"	"3"	"11"	"1"	"2"	"397"	"11"	"11"	"3"	"1"	"4"	"6"	"7"	"15"	"8"	"59"	"7"	"22"	"3"	"4"	"1"	"8"	"1"	"6"	"3"	"4"	"27"	"1"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"219"	"219"	"15"	"5"	"5"	"239"	"239"	"1"	"0"
"11028"	"3"	"11"	"1"	"2"	"400"	"7"	"8"	"5"	"7"	"2"	"10"	"3"	"6"	"12"	"66"	"10"	"30"	"2"	"5"	"1"	"10"	"2"	"10"	"0"	"0"	"28"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"226"	"226"	"25"	"7"	"0"	"258"	"258"	"1"	"0"
"11029"	"3"	"11"	"1"	"2"	"400"	"8"	"7"	"9"	"7"	"5"	"12"	"2"	"10"	"10"	"65"	"11"	"22"	"0"	"5"	"3"	"13"	"4"	"11"	"1"	"2"	"31"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"240"	"240"	"25"	"9"	"0"	"274"	"274"	"1"	"0"
"11030"	"3"	"11"	"1"	"2"	"399"	"8"	"15"	"4"	"8"	"6"	"12"	"2"	"4"	"10"	"60"	"6"	"13"	"2"	"3"	"4"	"10"	"3"	"8"	"1"	"0"	"33"	"1"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"220"	"220"	"29"	"9"	"0"	"258"	"258"	"1"	"0"
"11031"	"3"	"11"	"1"	"2"	"400"	"14"	"11"	"2"	"2"	"6"	"7"	"1"	"7"	"14"	"45"	"11"	"20"	"4"	"11"	"4"	"15"	"6"	"12"	"0"	"4"	"22"	"0"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"223"	"223"	"22"	"4"	"0"	"249"	"249"	"1"	"0"
"11032"	"3"	"11"	"1"	"2"	"400"	"6"	"11"	"6"	"2"	"8"	"9"	"2"	"16"	"5"	"66"	"3"	"20"	"0"	"9"	"4"	"9"	"3"	"7"	"1"	"1"	"23"	"2"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"216"	"216"	"28"	"6"	"0"	"250"	"250"	"1"	"0"
"11033"	"3"	"11"	"1"	"2"	"400"	"11"	"6"	"6"	"1"	"4"	"11"	"6"	"8"	"9"	"71"	"4"	"23"	"1"	"4"	"3"	"5"	"3"	"9"	"0"	"0"	"26"	"2"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"218"	"218"	"23"	"6"	"0"	"247"	"247"	"1"	"0"
"11034"	"3"	"11"	"1"	"2"	"400"	"9"	"12"	"5"	"3"	"7"	"11"	"7"	"6"	"13"	"65"	"4"	"25"	"0"	"6"	"2"	"14"	"3"	"4"	"1"	"4"	"26"	"2"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"231"	"231"	"24"	"7"	"0"	"262"	"262"	"1"	"0"
"11035"	"3"	"11"	"1"	"2"	"364"	"9"	"10"	"9"	"6"	"5"	"11"	"5"	"8"	"17"	"71"	"8"	"12"	"0"	"7"	"6"	"13"	"1"	"7"	"1"	"1"	"32"	"3"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"244"	"244"	"12"	"1"	"0"	"257"	"257"	"1"	"0"
"11036"	"3"	"11"	"1"	"2"	"364"	"7"	"7"	"6"	"4"	"6"	"12"	"4"	"9"	"9"	"66"	"7"	"26"	"3"	"4"	"3"	"8"	"4"	"4"	"1"	"3"	"24"	"5"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"225"	"225"	"12"	"4"	"0"	"241"	"241"	"1"	"0"
"11037"	"3"	"11"	"1"	"2"	"370"	"8"	"9"	"0"	"0"	"5"	"3"	"1"	"23"	"1"	"40"	"0"	"57"	"1"	"0"	"1"	"4"	"1"	"1"	"0"	"0"	"19"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"176"	"176"	"26"	"22"	"0"	"224"	"224"	"1"	"0"
"11038"	"3"	"11"	"1"	"2"	"380"	"15"	"4"	"1"	"0"	"0"	"5"	"6"	"23"	"3"	"29"	"0"	"60"	"0"	"4"	"0"	"2"	"0"	"2"	"1"	"0"	"30"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"187"	"187"	"29"	"17"	"0"	"233"	"233"	"1"	"0"
"11039"	"3"	"11"	"1"	"2"	"380"	"15"	"4"	"1"	"0"	"2"	"3"	"2"	"23"	"2"	"43"	"1"	"78"	"1"	"4"	"1"	"2"	"0"	"4"	"0"	"0"	"21"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"209"	"209"	"30"	"7"	"0"	"246"	"246"	"1"	"0"
"11040"	"3"	"11"	"1"	"2"	"380"	"13"	"2"	"0"	"1"	"0"	"2"	"4"	"11"	"3"	"32"	"1"	"53"	"0"	"7"	"1"	"3"	"1"	"3"	"1"	"0"	"19"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"157"	"157"	"35"	"15"	"0"	"207"	"207"	"1"	"0"
"11041"	"3"	"11"	"1"	"2"	"380"	"19"	"2"	"1"	"2"	"2"	"3"	"3"	"22"	"4"	"28"	"1"	"58"	"1"	"9"	"2"	"5"	"1"	"1"	"0"	"1"	"29"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"196"	"196"	"26"	"23"	"0"	"245"	"245"	"1"	"0"
"11042"	"3"	"11"	"1"	"2"	"380"	"14"	"5"	"0"	"4"	"5"	"3"	"3"	"22"	"2"	"33"	"2"	"58"	"2"	"6"	"2"	"2"	"2"	"6"	"0"	"1"	"19"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"192"	"192"	"21"	"18"	"0"	"231"	"231"	"1"	"0"
"11043"	"3"	"11"	"1"	"2"	"380"	"21"	"5"	"1"	"0"	"1"	"8"	"2"	"22"	"3"	"25"	"0"	"56"	"2"	"2"	"0"	"2"	"1"	"4"	"0"	"0"	"18"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"176"	"176"	"9"	"9"	"0"	"194"	"194"	"1"	"0"
"11044"	"3"	"11"	"1"	"2"	"380"	"21"	"6"	"1"	"2"	"4"	"5"	"5"	"18"	"1"	"34"	"2"	"73"	"1"	"4"	"0"	"1"	"0"	"0"	"0"	"1"	"15"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"196"	"196"	"25"	"22"	"0"	"243"	"243"	"1"	"0"
"11045"	"3"	"11"	"1"	"2"	"380"	"12"	"11"	"2"	"1"	"5"	"7"	"3"	"25"	"2"	"39"	"4"	"77"	"1"	"5"	"0"	"3"	"1"	"3"	"0"	"0"	"29"	"1"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"236"	"236"	"19"	"7"	"0"	"262"	"262"	"1"	"0"
"11046"	"3"	"11"	"1"	"2"	"379"	"16"	"4"	"2"	"0"	"2"	"4"	"3"	"27"	"3"	"25"	"0"	"82"	"2"	"6"	"0"	"3"	"1"	"4"	"0"	"0"	"38"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"224"	"224"	"23"	"7"	"0"	"254"	"254"	"1"	"0"
"11047"	"3"	"11"	"1"	"2"	"380"	"16"	"6"	"0"	"0"	"1"	"11"	"2"	"22"	"5"	"39"	"0"	"60"	"3"	"5"	"0"	"1"	"0"	"2"	"0"	"0"	"17"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"192"	"192"	"22"	"10"	"0"	"224"	"224"	"1"	"0"
"11048"	"3"	"11"	"1"	"2"	"380"	"15"	"5"	"0"	"1"	"1"	"4"	"1"	"23"	"2"	"39"	"0"	"50"	"2"	"3"	"2"	"2"	"1"	"0"	"0"	"1"	"26"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"180"	"180"	"22"	"8"	"0"	"210"	"210"	"1"	"0"
"11049"	"3"	"11"	"1"	"2"	"380"	"14"	"8"	"3"	"0"	"5"	"7"	"1"	"24"	"2"	"35"	"1"	"55"	"1"	"1"	"2"	"3"	"1"	"1"	"1"	"0"	"20"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"188"	"188"	"21"	"16"	"0"	"225"	"225"	"1"	"0"
"11050"	"3"	"11"	"1"	"2"	"380"	"10"	"6"	"0"	"0"	"1"	"5"	"6"	"18"	"0"	"33"	"2"	"80"	"0"	"4"	"0"	"2"	"1"	"2"	"2"	"1"	"20"	"1"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"199"	"199"	"29"	"13"	"0"	"241"	"241"	"1"	"0"
"11051"	"3"	"11"	"1"	"2"	"380"	"15"	"4"	"1"	"1"	"6"	"2"	"2"	"25"	"3"	"40"	"1"	"75"	"0"	"6"	"0"	"2"	"0"	"1"	"0"	"0"	"30"	"2"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"218"	"218"	"17"	"18"	"0"	"253"	"253"	"1"	"0"
"11052"	"3"	"11"	"1"	"2"	"380"	"10"	"1"	"0"	"0"	"3"	"4"	"2"	"11"	"0"	"34"	"2"	"65"	"1"	"1"	"1"	"1"	"0"	"3"	"1"	"1"	"15"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"158"	"158"	"27"	"17"	"0"	"202"	"202"	"1"	"0"
"11053"	"3"	"11"	"1"	"2"	"380"	"12"	"5"	"1"	"0"	"0"	"4"	"3"	"14"	"0"	"35"	"0"	"62"	"0"	"6"	"0"	"2"	"1"	"2"	"0"	"1"	"21"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"171"	"171"	"27"	"15"	"0"	"213"	"213"	"1"	"0"
"11054"	"3"	"11"	"1"	"2"	"380"	"7"	"4"	"1"	"1"	"2"	"1"	"1"	"29"	"3"	"30"	"0"	"47"	"4"	"6"	"1"	"3"	"4"	"1"	"0"	"0"	"22"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"168"	"168"	"9"	"4"	"0"	"181"	"181"	"1"	"0"
"11055"	"3"	"11"	"1"	"2"	"288"	"6"	"3"	"0"	"1"	"2"	"8"	"2"	"19"	"2"	"44"	"1"	"52"	"0"	"4"	"1"	"2"	"2"	"3"	"0"	"1"	"22"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"177"	"177"	"11"	"3"	"0"	"191"	"191"	"1"	"0"
"11056"	"3"	"11"	"1"	"2"	"288"	"7"	"0"	"2"	"0"	"1"	"3"	"3"	"15"	"1"	"27"	"0"	"51"	"0"	"2"	"2"	"0"	"0"	"1"	"0"	"0"	"18"	"0"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"137"	"137"	"11"	"2"	"0"	"150"	"150"	"1"	"0"
"11057"	"3"	"11"	"1"	"2"	"380"	"12"	"6"	"2"	"2"	"0"	"5"	"0"	"35"	"1"	"43"	"1"	"50"	"0"	"2"	"2"	"2"	"1"	"3"	"0"	"0"	"30"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"201"	"201"	"28"	"19"	"0"	"248"	"248"	"1"	"0"
"11058"	"3"	"11"	"1"	"2"	"380"	"17"	"8"	"1"	"1"	"3"	"3"	"7"	"40"	"2"	"38"	"0"	"51"	"1"	"2"	"1"	"5"	"1"	"6"	"1"	"2"	"40"	"2"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"234"	"234"	"23"	"16"	"0"	"273"	"273"	"1"	"0"
"11059"	"3"	"11"	"1"	"2"	"380"	"16"	"5"	"1"	"2"	"3"	"4"	"4"	"35"	"2"	"57"	"0"	"42"	"1"	"2"	"3"	"5"	"0"	"1"	"0"	"1"	"27"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"214"	"214"	"22"	"18"	"0"	"254"	"254"	"1"	"0"
"11060"	"3"	"11"	"1"	"2"	"380"	"21"	"12"	"1"	"0"	"6"	"3"	"3"	"35"	"1"	"44"	"0"	"41"	"0"	"0"	"3"	"2"	"0"	"4"	"1"	"0"	"26"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"206"	"206"	"23"	"12"	"0"	"241"	"241"	"1"	"0"
"11061"	"3"	"11"	"1"	"2"	"380"	"11"	"6"	"4"	"1"	"2"	"6"	"4"	"38"	"3"	"48"	"1"	"38"	"3"	"0"	"1"	"5"	"2"	"5"	"2"	"1"	"37"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"219"	"219"	"15"	"14"	"0"	"248"	"248"	"1"	"1"
"11062"	"3"	"11"	"1"	"2"	"264"	"14"	"8"	"2"	"0"	"1"	"7"	"4"	"21"	"1"	"28"	"0"	"25"	"0"	"4"	"1"	"3"	"0"	"4"	"0"	"0"	"20"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"146"	"146"	"10"	"8"	"0"	"164"	"164"	"1"	"0"
"11063"	"3"	"11"	"1"	"2"	"264"	"13"	"4"	"3"	"2"	"3"	"4"	"0"	"20"	"1"	"37"	"0"	"28"	"0"	"4"	"1"	"6"	"0"	"2"	"2"	"0"	"25"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"157"	"157"	"13"	"3"	"0"	"173"	"173"	"1"	"0"
"11064"	"3"	"11"	"1"	"2"	"380"	"8"	"11"	"1"	"5"	"2"	"5"	"3"	"27"	"6"	"44"	"1"	"21"	"0"	"3"	"3"	"2"	"0"	"2"	"0"	"0"	"35"	"1"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"185"	"185"	"35"	"11"	"0"	"231"	"231"	"1"	"0"
"11065"	"3"	"11"	"1"	"2"	"368"	"11"	"13"	"2"	"1"	"2"	"14"	"2"	"41"	"3"	"32"	"1"	"27"	"1"	"3"	"6"	"1"	"2"	"0"	"1"	"0"	"22"	"2"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"190"	"190"	"32"	"14"	"0"	"236"	"236"	"1"	"0"
"11066"	"3"	"11"	"1"	"2"	"367"	"13"	"7"	"1"	"5"	"3"	"10"	"0"	"34"	"4"	"49"	"1"	"27"	"1"	"2"	"4"	"4"	"1"	"2"	"0"	"1"	"34"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"206"	"206"	"20"	"10"	"0"	"236"	"236"	"1"	"0"
"11067"	"3"	"11"	"1"	"2"	"380"	"14"	"4"	"1"	"3"	"1"	"4"	"0"	"12"	"0"	"52"	"4"	"33"	"0"	"2"	"1"	"0"	"2"	"0"	"0"	"0"	"56"	"0"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"196"	"196"	"28"	"12"	"0"	"236"	"236"	"1"	"0"
"11068"	"3"	"11"	"1"	"2"	"380"	"13"	"7"	"3"	"3"	"3"	"6"	"3"	"22"	"2"	"27"	"2"	"29"	"0"	"3"	"1"	"0"	"0"	"3"	"0"	"1"	"36"	"0"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"172"	"172"	"20"	"15"	"0"	"207"	"207"	"1"	"0"
"11069"	"3"	"11"	"1"	"2"	"380"	"8"	"0"	"0"	"6"	"0"	"4"	"4"	"11"	"0"	"49"	"4"	"16"	"0"	"2"	"1"	"1"	"2"	"4"	"1"	"1"	"34"	"0"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"152"	"152"	"14"	"4"	"0"	"170"	"170"	"1"	"0"
"11070"	"3"	"11"	"1"	"2"	"305"	"10"	"5"	"1"	"5"	"0"	"3"	"2"	"5"	"0"	"35"	"1"	"18"	"1"	"0"	"4"	"0"	"1"	"2"	"0"	"0"	"39"	"1"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"139"	"139"	"16"	"10"	"0"	"165"	"165"	"1"	"0"
"11071"	"3"	"11"	"1"	"2"	"305"	"14"	"0"	"2"	"3"	"1"	"3"	"2"	"6"	"3"	"32"	"1"	"16"	"0"	"1"	"4"	"0"	"2"	"0"	"0"	"1"	"37"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"131"	"131"	"15"	"5"	"0"	"151"	"151"	"1"	"0"
"11072"	"3"	"11"	"1"	"2"	"600"	"8"	"2"	"0"	"2"	"1"	"4"	"2"	"5"	"7"	"28"	"1"	"14"	"5"	"0"	"2"	"8"	"0"	"4"	"0"	"3"	"29"	"1"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"134"	"129"	"13"	"7"	"0"	"154"	"149"	"0"	"0"
"11073"	"3"	"11"	"1"	"2"	"600"	"15"	"10"	"3"	"5"	"5"	"3"	"4"	"2"	"8"	"35"	"3"	"9"	"0"	"3"	"9"	"12"	"0"	"7"	"1"	"1"	"13"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"151"	"151"	"26"	"3"	"0"	"180"	"180"	"1"	"0"
"11074"	"3"	"11"	"1"	"2"	"600"	"8"	"13"	"3"	"3"	"8"	"4"	"6"	"7"	"5"	"31"	"1"	"24"	"1"	"4"	"1"	"6"	"3"	"6"	"1"	"2"	"14"	"1"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"157"	"157"	"17"	"8"	"0"	"182"	"182"	"1"	"0"
"11075"	"3"	"11"	"1"	"2"	"600"	"7"	"7"	"3"	"4"	"9"	"3"	"3"	"14"	"6"	"32"	"3"	"23"	"1"	"7"	"3"	"16"	"1"	"4"	"0"	"0"	"22"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"170"	"170"	"17"	"8"	"0"	"195"	"195"	"1"	"0"
"11076"	"3"	"11"	"1"	"2"	"600"	"12"	"12"	"2"	"4"	"3"	"6"	"2"	"3"	"4"	"34"	"3"	"8"	"1"	"5"	"7"	"13"	"2"	"6"	"1"	"1"	"20"	"1"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"156"	"156"	"24"	"6"	"0"	"186"	"186"	"1"	"0"
"11077"	"3"	"11"	"1"	"2"	"600"	"6"	"9"	"5"	"2"	"6"	"7"	"1"	"3"	"6"	"28"	"3"	"14"	"1"	"4"	"3"	"10"	"0"	"4"	"0"	"1"	"18"	"2"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"136"	"136"	"13"	"4"	"0"	"153"	"153"	"1"	"0"
"11078"	"3"	"11"	"1"	"2"	"600"	"3"	"5"	"2"	"2"	"1"	"0"	"3"	"2"	"1"	"25"	"0"	"10"	"0"	"3"	"4"	"5"	"0"	"3"	"1"	"1"	"10"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"83"	"83"	"15"	"9"	"0"	"107"	"107"	"1"	"0"
"11079"	"3"	"11"	"1"	"2"	"322"	"1"	"1"	"2"	"0"	"0"	"1"	"1"	"1"	"1"	"9"	"1"	"3"	"0"	"1"	"0"	"1"	"0"	"1"	"0"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"27"	"27"	"0"	"1"	"0"	"28"	"28"	"1"	"0"
"11080"	"3"	"11"	"1"	"2"	"322"	"1"	"0"	"0"	"0"	"1"	"1"	"0"	"1"	"3"	"8"	"1"	"3"	"0"	"1"	"1"	"5"	"0"	"0"	"0"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"29"	"29"	"4"	"0"	"0"	"33"	"33"	"1"	"0"
"11081"	"3"	"11"	"2"	"2"	"400"	"4"	"22"	"5"	"5"	"3"	"3"	"22"	"23"	"9"	"67"	"6"	"8"	"1"	"10"	"3"	"3"	"22"	"3"	"1"	"0"	"22"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"244"	"244"	"25"	"27"	"0"	"296"	"296"	"1"	"0"
"11082"	"3"	"11"	"2"	"2"	"400"	"11"	"28"	"5"	"2"	"2"	"2"	"18"	"22"	"3"	"66"	"3"	"7"	"1"	"7"	"4"	"3"	"19"	"4"	"2"	"0"	"29"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"240"	"240"	"16"	"29"	"0"	"285"	"285"	"1"	"0"
"11083"	"3"	"11"	"2"	"2"	"400"	"5"	"27"	"5"	"7"	"4"	"3"	"20"	"15"	"10"	"53"	"7"	"12"	"3"	"5"	"4"	"6"	"29"	"3"	"1"	"0"	"19"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"240"	"240"	"30"	"26"	"0"	"296"	"296"	"1"	"0"
"11084"	"3"	"11"	"2"	"2"	"400"	"5"	"34"	"1"	"2"	"7"	"0"	"21"	"20"	"6"	"72"	"4"	"11"	"4"	"2"	"3"	"0"	"30"	"5"	"0"	"3"	"17"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"250"	"250"	"25"	"24"	"0"	"299"	"299"	"1"	"0"
"11085"	"3"	"11"	"2"	"2"	"400"	"3"	"19"	"1"	"4"	"3"	"2"	"26"	"21"	"5"	"67"	"8"	"11"	"2"	"5"	"2"	"5"	"16"	"5"	"0"	"0"	"26"	"1"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"238"	"238"	"44"	"25"	"0"	"307"	"307"	"1"	"0"
"11086"	"3"	"11"	"2"	"2"	"400"	"5"	"31"	"4"	"5"	"4"	"2"	"25"	"25"	"9"	"61"	"4"	"8"	"2"	"4"	"4"	"6"	"27"	"6"	"0"	"0"	"25"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"260"	"260"	"20"	"32"	"0"	"312"	"312"	"1"	"0"
"11087"	"3"	"11"	"2"	"2"	"400"	"1"	"38"	"1"	"3"	"3"	"2"	"18"	"19"	"10"	"64"	"6"	"13"	"0"	"6"	"3"	"2"	"31"	"8"	"0"	"0"	"22"	"1"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"254"	"254"	"40"	"26"	"0"	"320"	"320"	"1"	"0"
"11088"	"3"	"11"	"2"	"2"	"400"	"3"	"25"	"1"	"7"	"7"	"6"	"23"	"28"	"6"	"74"	"11"	"17"	"2"	"5"	"2"	"7"	"20"	"2"	"1"	"0"	"25"	"3"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"277"	"277"	"26"	"36"	"0"	"339"	"339"	"1"	"0"
"11089"	"3"	"11"	"2"	"2"	"400"	"4"	"24"	"7"	"3"	"8"	"1"	"17"	"26"	"13"	"77"	"5"	"4"	"3"	"7"	"3"	"8"	"27"	"4"	"2"	"1"	"22"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"268"	"268"	"22"	"26"	"0"	"316"	"316"	"1"	"0"
"11090"	"3"	"11"	"2"	"2"	"400"	"0"	"16"	"4"	"4"	"1"	"2"	"20"	"39"	"14"	"60"	"9"	"11"	"1"	"6"	"1"	"5"	"54"	"3"	"2"	"1"	"21"	"2"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"279"	"279"	"28"	"30"	"0"	"337"	"337"	"1"	"0"
"11091"	"3"	"11"	"2"	"2"	"400"	"2"	"27"	"2"	"5"	"2"	"1"	"11"	"24"	"3"	"88"	"10"	"7"	"3"	"6"	"2"	"5"	"35"	"3"	"5"	"1"	"25"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"268"	"268"	"31"	"29"	"0"	"328"	"328"	"1"	"0"
"11092"	"3"	"11"	"2"	"2"	"400"	"3"	"14"	"3"	"5"	"2"	"2"	"13"	"39"	"11"	"71"	"6"	"10"	"2"	"9"	"0"	"6"	"31"	"5"	"1"	"0"	"33"	"2"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"270"	"270"	"26"	"28"	"0"	"324"	"324"	"1"	"0"
"11093"	"3"	"11"	"2"	"2"	"400"	"3"	"21"	"2"	"1"	"1"	"1"	"13"	"17"	"16"	"73"	"6"	"10"	"3"	"16"	"6"	"3"	"24"	"6"	"1"	"0"	"25"	"1"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"252"	"252"	"16"	"16"	"0"	"284"	"284"	"1"	"0"
"11094"	"3"	"11"	"2"	"2"	"400"	"9"	"11"	"3"	"4"	"2"	"2"	"12"	"27"	"8"	"75"	"6"	"3"	"1"	"4"	"1"	"4"	"22"	"4"	"1"	"0"	"27"	"1"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"230"	"230"	"14"	"19"	"0"	"263"	"263"	"1"	"0"
"11095"	"3"	"11"	"2"	"2"	"400"	"5"	"18"	"1"	"7"	"6"	"2"	"15"	"21"	"18"	"66"	"8"	"4"	"1"	"5"	"1"	"0"	"23"	"8"	"0"	"2"	"19"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"231"	"231"	"23"	"16"	"0"	"270"	"270"	"1"	"0"
"11096"	"3"	"11"	"2"	"2"	"400"	"4"	"26"	"3"	"2"	"5"	"0"	"14"	"26"	"6"	"72"	"10"	"6"	"0"	"4"	"3"	"2"	"34"	"4"	"2"	"2"	"26"	"4"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"259"	"259"	"26"	"21"	"0"	"306"	"306"	"1"	"0"
"11097"	"3"	"11"	"2"	"2"	"401"	"4"	"16"	"1"	"3"	"3"	"2"	"22"	"20"	"7"	"85"	"7"	"8"	"2"	"13"	"1"	"1"	"33"	"4"	"1"	"1"	"24"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"259"	"259"	"24"	"18"	"0"	"301"	"301"	"1"	"0"
