"MESA"	"TIPO_ELECCION"	"DEPTO"	"MUNI"	"ESTADO_ACTA"	"CANTIDAD_PAPELETAS"	"VAMOS"	"TODOS"	"EG"	"WINAQ"	"URNG_MAIZ"	"FUERZA"	"FCN_NACION"	"MLP"	"PHG"	"VALOR"	"PODEMOS"	"UNE"	"UNIDOS"	"CREO"	"VIVA"	"SEMILLA"	"UNIONISTA"	"VICTORIA"	"LIBRE"	"PPT"	"BIEN"	"PC"	"UCN"	"V24"	"V25"	"V26"	"V27"	"V28"	"V29"	"V30"	"VOTOS_VALIDOS_ACTA"	"VOTOS_VALIDOS"	"NULOS"	"BLANCOS"	"INVALIDOS"	"TOTAL_ACTA"	"TOTAL_VOTOS"	"ACTA_CUADRA"	"IMPUGNACIONES"
"11173"	"3"	"11"	"5"	"2"	"400"	"18"	"10"	"3"	"2"	"6"	"1"	"11"	"9"	"3"	"86"	"40"	"16"	"0"	"5"	"2"	"6"	"1"	"1"	"1"	"0"	"32"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"253"	"253"	"27"	"31"	"0"	"311"	"311"	"1"	"0"
"11174"	"3"	"11"	"5"	"2"	"396"	"9"	"7"	"2"	"2"	"4"	"0"	"15"	"15"	"5"	"92"	"40"	"26"	"0"	"4"	"2"	"5"	"2"	"3"	"2"	"1"	"30"	"1"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"270"	"270"	"40"	"17"	"1"	"327"	"327"	"1"	"1"
"11175"	"3"	"11"	"5"	"2"	"400"	"9"	"9"	"3"	"6"	"5"	"3"	"9"	"5"	"6"	"90"	"44"	"16"	"1"	"0"	"5"	"5"	"0"	"1"	"1"	"0"	"36"	"2"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"259"	"259"	"33"	"35"	"0"	"327"	"327"	"1"	"0"
"11176"	"3"	"11"	"5"	"2"	"400"	"14"	"9"	"2"	"6"	"6"	"3"	"14"	"6"	"2"	"94"	"36"	"31"	"0"	"1"	"8"	"2"	"1"	"8"	"0"	"1"	"46"	"0"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"296"	"296"	"24"	"15"	"0"	"335"	"335"	"1"	"0"
"11177"	"3"	"11"	"5"	"2"	"400"	"13"	"10"	"1"	"3"	"4"	"1"	"12"	"9"	"5"	"97"	"42"	"25"	"1"	"2"	"2"	"11"	"1"	"1"	"1"	"0"	"37"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"281"	"281"	"26"	"15"	"0"	"322"	"322"	"1"	"0"
"11178"	"3"	"11"	"5"	"2"	"400"	"16"	"10"	"2"	"4"	"9"	"2"	"6"	"6"	"10"	"87"	"40"	"21"	"0"	"0"	"2"	"6"	"0"	"3"	"0"	"0"	"46"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"273"	"273"	"27"	"17"	"0"	"317"	"317"	"1"	"0"
"11179"	"3"	"11"	"5"	"2"	"400"	"18"	"4"	"2"	"5"	"7"	"1"	"9"	"11"	"10"	"80"	"32"	"26"	"1"	"0"	"3"	"3"	"1"	"2"	"0"	"0"	"47"	"2"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"269"	"269"	"32"	"21"	"0"	"322"	"322"	"1"	"0"
"11180"	"3"	"11"	"5"	"2"	"400"	"16"	"11"	"1"	"9"	"4"	"2"	"4"	"12"	"7"	"93"	"30"	"24"	"0"	"2"	"5"	"7"	"2"	"1"	"1"	"0"	"26"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"259"	"259"	"17"	"17"	"0"	"293"	"293"	"1"	"0"
"11181"	"3"	"11"	"5"	"2"	"400"	"5"	"11"	"1"	"6"	"5"	"1"	"5"	"7"	"7"	"89"	"39"	"22"	"3"	"3"	"0"	"6"	"4"	"1"	"1"	"2"	"36"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"255"	"255"	"21"	"12"	"0"	"288"	"288"	"1"	"7"
"11182"	"3"	"11"	"5"	"2"	"400"	"8"	"10"	"1"	"0"	"1"	"3"	"8"	"9"	"6"	"75"	"36"	"26"	"1"	"3"	"3"	"8"	"0"	"2"	"1"	"0"	"30"	"1"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"241"	"241"	"24"	"19"	"0"	"284"	"284"	"1"	"0"
"11183"	"3"	"11"	"5"	"2"	"400"	"4"	"8"	"2"	"4"	"5"	"5"	"12"	"5"	"8"	"83"	"33"	"22"	"1"	"2"	"1"	"8"	"2"	"3"	"0"	"0"	"36"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"245"	"245"	"25"	"11"	"0"	"281"	"281"	"1"	"0"
"11184"	"3"	"11"	"5"	"2"	"400"	"12"	"9"	"4"	"8"	"2"	"2"	"7"	"9"	"5"	"92"	"45"	"17"	"3"	"2"	"1"	"4"	"0"	"2"	"1"	"2"	"31"	"1"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"262"	"262"	"29"	"9"	"0"	"300"	"300"	"1"	"0"
"11185"	"3"	"11"	"5"	"2"	"400"	"5"	"8"	"2"	"6"	"5"	"2"	"9"	"6"	"9"	"85"	"38"	"24"	"1"	"4"	"1"	"8"	"1"	"3"	"1"	"2"	"34"	"0"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"259"	"259"	"27"	"13"	"0"	"299"	"299"	"1"	"0"
"11186"	"3"	"11"	"5"	"2"	"400"	"5"	"7"	"4"	"4"	"4"	"1"	"7"	"12"	"4"	"84"	"47"	"23"	"0"	"6"	"4"	"9"	"0"	"1"	"0"	"2"	"34"	"1"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"263"	"263"	"19"	"26"	"0"	"308"	"308"	"1"	"0"
"11187"	"3"	"11"	"5"	"2"	"400"	"7"	"8"	"1"	"9"	"9"	"3"	"5"	"4"	"7"	"84"	"40"	"29"	"2"	"3"	"1"	"9"	"0"	"0"	"2"	"1"	"38"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"264"	"264"	"28"	"16"	"0"	"308"	"308"	"1"	"0"
"11188"	"3"	"11"	"5"	"2"	"400"	"8"	"2"	"5"	"2"	"4"	"0"	"11"	"5"	"4"	"90"	"34"	"22"	"0"	"2"	"2"	"8"	"0"	"2"	"1"	"1"	"41"	"1"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"252"	"252"	"17"	"17"	"0"	"286"	"286"	"1"	"0"
"11189"	"3"	"11"	"5"	"2"	"400"	"13"	"7"	"2"	"0"	"1"	"3"	"2"	"3"	"5"	"77"	"36"	"20"	"2"	"2"	"3"	"6"	"0"	"5"	"1"	"3"	"45"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"239"	"239"	"25"	"25"	"0"	"289"	"289"	"1"	"0"
"11190"	"3"	"11"	"5"	"2"	"400"	"11"	"4"	"3"	"5"	"6"	"1"	"6"	"7"	"2"	"92"	"33"	"29"	"1"	"0"	"2"	"7"	"1"	"4"	"0"	"2"	"41"	"1"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"262"	"262"	"22"	"19"	"0"	"303"	"303"	"1"	"1"
"11191"	"3"	"11"	"5"	"2"	"403"	"9"	"7"	"0"	"5"	"5"	"1"	"7"	"5"	"0"	"87"	"30"	"29"	"2"	"3"	"1"	"4"	"0"	"1"	"1"	"1"	"46"	"1"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"253"	"253"	"23"	"22"	"0"	"298"	"298"	"1"	"0"
"11192"	"3"	"11"	"5"	"2"	"400"	"9"	"5"	"0"	"3"	"3"	"2"	"5"	"3"	"0"	"104"	"38"	"27"	"1"	"2"	"1"	"3"	"0"	"5"	"0"	"1"	"36"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"250"	"250"	"20"	"17"	"0"	"287"	"287"	"1"	"2"
"11193"	"3"	"11"	"5"	"2"	"400"	"14"	"14"	"3"	"3"	"5"	"0"	"12"	"12"	"5"	"74"	"35"	"25"	"0"	"3"	"3"	"4"	"1"	"3"	"1"	"1"	"33"	"1"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"257"	"257"	"20"	"13"	"0"	"290"	"290"	"1"	"0"
"11194"	"3"	"11"	"5"	"2"	"400"	"10"	"8"	"3"	"6"	"4"	"0"	"6"	"8"	"8"	"100"	"37"	"19"	"1"	"1"	"1"	"6"	"0"	"1"	"1"	"0"	"30"	"2"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"258"	"258"	"22"	"12"	"108"	"292"	"292"	"1"	"0"
"11195"	"3"	"11"	"5"	"2"	"400"	"16"	"9"	"2"	"6"	"2"	"2"	"11"	"12"	"10"	"97"	"42"	"25"	"0"	"0"	"2"	"6"	"1"	"1"	"0"	"0"	"40"	"0"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"289"	"289"	"15"	"6"	"0"	"310"	"310"	"1"	"0"
"11196"	"3"	"11"	"5"	"2"	"400"	"10"	"8"	"2"	"4"	"4"	"0"	"3"	"6"	"2"	"135"	"58"	"29"	"0"	"2"	"3"	"4"	"1"	"0"	"0"	"1"	"42"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"316"	"316"	"9"	"12"	"1"	"337"	"337"	"1"	"0"
"11197"	"3"	"11"	"5"	"2"	"248"	"5"	"7"	"2"	"3"	"3"	"1"	"4"	"1"	"7"	"71"	"32"	"14"	"0"	"2"	"1"	"5"	"0"	"0"	"0"	"0"	"25"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"186"	"186"	"7"	"6"	"0"	"199"	"199"	"1"	"0"
"11198"	"3"	"11"	"5"	"2"	"247"	"5"	"4"	"0"	"2"	"2"	"1"	"6"	"4"	"4"	"61"	"29"	"9"	"0"	"2"	"4"	"4"	"0"	"0"	"0"	"0"	"22"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"160"	"160"	"6"	"6"	"1"	"172"	"172"	"1"	"0"
"11199"	"3"	"11"	"5"	"2"	"600"	"12"	"3"	"1"	"6"	"2"	"3"	"4"	"5"	"2"	"48"	"19"	"8"	"2"	"3"	"5"	"7"	"0"	"0"	"0"	"3"	"28"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"164"	"164"	"31"	"26"	"0"	"221"	"221"	"1"	"0"
"11200"	"3"	"11"	"5"	"2"	"407"	"11"	"4"	"2"	"10"	"3"	"0"	"2"	"4"	"2"	"35"	"18"	"15"	"0"	"0"	"4"	"7"	"2"	"0"	"0"	"1"	"26"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"149"	"149"	"21"	"9"	"0"	"179"	"179"	"1"	"0"
"11201"	"3"	"11"	"5"	"2"	"407"	"8"	"2"	"1"	"0"	"5"	"0"	"1"	"4"	"1"	"24"	"16"	"5"	"0"	"0"	"2"	"7"	"1"	"0"	"0"	"0"	"17"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"97"	"97"	"17"	"14"	"0"	"128"	"128"	"1"	"0"
"11202"	"3"	"11"	"6"	"2"	"401"	"11"	"13"	"0"	"4"	"3"	"2"	"7"	"8"	"3"	"56"	"22"	"54"	"2"	"0"	"4"	"2"	"0"	"4"	"2"	"1"	"5"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"206"	"206"	"27"	"25"	"0"	"258"	"258"	"1"	"0"
"11203"	"3"	"11"	"6"	"2"	"400"	"4"	"6"	"2"	"2"	"3"	"4"	"7"	"15"	"5"	"72"	"14"	"50"	"0"	"2"	"6"	"3"	"3"	"4"	"4"	"2"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"215"	"215"	"30"	"25"	"0"	"270"	"270"	"1"	"2"
"11204"	"3"	"11"	"6"	"2"	"400"	"12"	"15"	"2"	"1"	"0"	"2"	"10"	"13"	"3"	"65"	"16"	"55"	"2"	"1"	"1"	"4"	"3"	"2"	"2"	"3"	"7"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"222"	"222"	"27"	"29"	"0"	"278"	"278"	"1"	"0"
"11205"	"3"	"11"	"6"	"2"	"400"	"11"	"14"	"2"	"1"	"5"	"2"	"10"	"18"	"3"	"64"	"16"	"61"	"4"	"1"	"5"	"2"	"0"	"2"	"5"	"4"	"6"	"2"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"242"	"242"	"27"	"25"	"0"	"294"	"294"	"1"	"0"
"11206"	"3"	"11"	"6"	"2"	"400"	"6"	"12"	"1"	"2"	"5"	"1"	"5"	"15"	"5"	"60"	"20"	"70"	"1"	"4"	"2"	"2"	"0"	"0"	"2"	"0"	"9"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"224"	"224"	"37"	"22"	"0"	"283"	"283"	"1"	"0"
"11207"	"3"	"11"	"6"	"2"	"400"	"6"	"8"	"0"	"2"	"2"	"1"	"26"	"14"	"2"	"48"	"29"	"71"	"4"	"1"	"2"	"3"	"0"	"1"	"2"	"1"	"4"	"0"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"232"	"232"	"27"	"33"	"0"	"292"	"292"	"1"	"0"
"11208"	"3"	"11"	"6"	"2"	"400"	"6"	"18"	"0"	"2"	"3"	"1"	"10"	"8"	"0"	"55"	"12"	"75"	"3"	"2"	"0"	"1"	"1"	"1"	"5"	"4"	"14"	"3"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"227"	"227"	"21"	"30"	"0"	"278"	"278"	"1"	"0"
"11209"	"3"	"11"	"6"	"2"	"400"	"15"	"12"	"2"	"5"	"2"	"1"	"6"	"8"	"4"	"59"	"14"	"55"	"8"	"2"	"0"	"3"	"0"	"1"	"0"	"2"	"9"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"210"	"210"	"24"	"20"	"0"	"254"	"254"	"1"	"0"
"11210"	"3"	"11"	"6"	"2"	"400"	"16"	"10"	"0"	"5"	"1"	"3"	"7"	"8"	"4"	"66"	"17"	"50"	"4"	"1"	"1"	"1"	"0"	"1"	"2"	"2"	"8"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"209"	"209"	"20"	"20"	"0"	"249"	"249"	"1"	"0"
"11211"	"3"	"11"	"6"	"2"	"400"	"6"	"8"	"0"	"2"	"2"	"3"	"15"	"13"	"5"	"56"	"14"	"55"	"3"	"3"	"4"	"1"	"3"	"3"	"1"	"3"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"206"	"206"	"23"	"17"	"0"	"246"	"246"	"1"	"0"
"11212"	"3"	"11"	"6"	"2"	"324"	"6"	"9"	"1"	"3"	"1"	"1"	"9"	"7"	"8"	"62"	"16"	"34"	"3"	"1"	"4"	"2"	"2"	"0"	"3"	"1"	"5"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"180"	"180"	"14"	"13"	"0"	"207"	"207"	"1"	"0"
"11213"	"3"	"11"	"6"	"2"	"324"	"7"	"8"	"0"	"2"	"1"	"1"	"2"	"9"	"0"	"77"	"17"	"48"	"4"	"3"	"0"	"1"	"3"	"0"	"1"	"0"	"3"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"190"	"190"	"4"	"15"	"0"	"209"	"209"	"1"	"0"
"11214"	"3"	"11"	"6"	"2"	"400"	"7"	"12"	"3"	"1"	"6"	"2"	"3"	"7"	"6"	"22"	"10"	"84"	"1"	"2"	"2"	"4"	"0"	"0"	"0"	"4"	"15"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"192"	"192"	"22"	"27"	"0"	"241"	"241"	"1"	"0"
"11215"	"3"	"11"	"6"	"2"	"400"	"10"	"21"	"2"	"0"	"5"	"3"	"14"	"5"	"1"	"31"	"12"	"83"	"2"	"2"	"1"	"1"	"1"	"1"	"4"	"3"	"10"	"1"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"216"	"216"	"27"	"29"	"0"	"272"	"272"	"1"	"0"
"11216"	"3"	"11"	"6"	"2"	"400"	"7"	"15"	"0"	"3"	"2"	"2"	"4"	"13"	"0"	"35"	"11"	"84"	"2"	"2"	"0"	"3"	"9"	"1"	"0"	"4"	"14"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"212"	"212"	"30"	"24"	"0"	"266"	"266"	"1"	"0"
"11217"	"3"	"11"	"6"	"2"	"400"	"7"	"11"	"1"	"2"	"3"	"2"	"9"	"3"	"7"	"42"	"13"	"109"	"0"	"1"	"4"	"1"	"1"	"2"	"1"	"1"	"14"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"236"	"236"	"25"	"31"	"0"	"292"	"292"	"1"	"0"
"11218"	"3"	"11"	"6"	"2"	"400"	"7"	"8"	"1"	"2"	"3"	"4"	"7"	"9"	"4"	"29"	"7"	"84"	"2"	"5"	"2"	"3"	"1"	"3"	"0"	"5"	"10"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"199"	"199"	"23"	"26"	"0"	"248"	"248"	"1"	"0"
"11219"	"3"	"11"	"6"	"2"	"400"	"6"	"5"	"3"	"1"	"3"	"1"	"4"	"9"	"7"	"23"	"8"	"76"	"2"	"1"	"2"	"2"	"1"	"1"	"1"	"1"	"18"	"0"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"179"	"179"	"22"	"28"	"0"	"229"	"229"	"1"	"0"
"11220"	"3"	"11"	"6"	"2"	"235"	"8"	"6"	"0"	"0"	"0"	"2"	"6"	"5"	"3"	"14"	"8"	"43"	"1"	"2"	"1"	"1"	"2"	"3"	"0"	"0"	"4"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"112"	"112"	"10"	"12"	"0"	"134"	"134"	"1"	"0"
"11221"	"3"	"11"	"6"	"2"	"231"	"4"	"7"	"1"	"1"	"2"	"3"	"9"	"9"	"4"	"22"	"9"	"42"	"2"	"1"	"0"	"2"	"2"	"3"	"1"	"2"	"9"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"138"	"138"	"8"	"14"	"0"	"160"	"160"	"1"	"0"
"11222"	"3"	"11"	"6"	"2"	"380"	"6"	"70"	"0"	"1"	"1"	"4"	"45"	"9"	"1"	"12"	"10"	"7"	"2"	"0"	"0"	"1"	"0"	"0"	"0"	"3"	"23"	"0"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"201"	"201"	"17"	"19"	"0"	"237"	"237"	"1"	"0"
"11223"	"3"	"11"	"6"	"2"	"380"	"15"	"44"	"0"	"0"	"3"	"2"	"55"	"3"	"2"	"14"	"21"	"23"	"0"	"2"	"2"	"1"	"1"	"2"	"1"	"2"	"13"	"0"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"215"	"215"	"15"	"28"	"0"	"258"	"258"	"1"	"0"
"11224"	"3"	"11"	"6"	"2"	"380"	"9"	"70"	"0"	"0"	"1"	"2"	"38"	"4"	"2"	"11"	"9"	"8"	"0"	"0"	"3"	"0"	"0"	"1"	"2"	"1"	"13"	"0"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"181"	"181"	"24"	"12"	"0"	"217"	"217"	"1"	"0"
"11225"	"3"	"11"	"6"	"2"	"233"	"7"	"33"	"0"	"1"	"2"	"4"	"32"	"7"	"1"	"4"	"4"	"9"	"1"	"0"	"1"	"0"	"2"	"0"	"2"	"1"	"8"	"1"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"125"	"125"	"9"	"17"	"0"	"151"	"151"	"1"	"0"
"11226"	"3"	"11"	"6"	"2"	"233"	"8"	"42"	"0"	"0"	"1"	"7"	"26"	"6"	"2"	"8"	"4"	"11"	"1"	"1"	"1"	"0"	"2"	"0"	"0"	"0"	"4"	"11"	"1"	"1"	"1"	"0"	"2"	"0"	"0"	"0"	"131"	"131"	"5"	"7"	"0"	"143"	"143"	"1"	"0"
"11227"	"3"	"11"	"6"	"2"	"380"	"22"	"41"	"0"	"2"	"5"	"11"	"31"	"16"	"3"	"15"	"10"	"14"	"3"	"1"	"0"	"0"	"1"	"3"	"0"	"16"	"4"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"200"	"200"	"21"	"23"	"0"	"244"	"244"	"1"	"0"
"11228"	"3"	"11"	"6"	"2"	"380"	"21"	"46"	"0"	"4"	"2"	"6"	"29"	"12"	"1"	"17"	"15"	"26"	"2"	"3"	"0"	"1"	"0"	"2"	"2"	"9"	"4"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"204"	"204"	"20"	"17"	"0"	"241"	"241"	"1"	"0"
"11229"	"3"	"11"	"6"	"2"	"380"	"26"	"34"	"0"	"3"	"6"	"7"	"24"	"11"	"2"	"10"	"16"	"35"	"0"	"1"	"0"	"0"	"1"	"3"	"2"	"16"	"11"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"208"	"208"	"17"	"19"	"0"	"244"	"244"	"1"	"0"
"11230"	"3"	"11"	"6"	"2"	"380"	"20"	"33"	"0"	"1"	"3"	"12"	"24"	"17"	"2"	"10"	"14"	"16"	"1"	"0"	"1"	"1"	"0"	"1"	"3"	"5"	"5"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"171"	"171"	"18"	"19"	"0"	"208"	"208"	"1"	"0"
"11231"	"3"	"11"	"6"	"2"	"380"	"23"	"30"	"2"	"2"	"0"	"4"	"29"	"21"	"3"	"14"	"19"	"22"	"1"	"1"	"1"	"0"	"1"	"1"	"2"	"11"	"9"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"198"	"198"	"22"	"12"	"0"	"232"	"232"	"1"	"0"
"11232"	"3"	"11"	"6"	"2"	"380"	"17"	"31"	"0"	"1"	"5"	"9"	"29"	"14"	"6"	"8"	"12"	"26"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"5"	"6"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"172"	"172"	"23"	"21"	"0"	"216"	"216"	"1"	"0"
"11233"	"3"	"11"	"6"	"2"	"348"	"27"	"32"	"2"	"5"	"0"	"8"	"22"	"9"	"1"	"11"	"11"	"11"	"2"	"1"	"0"	"0"	"1"	"1"	"2"	"8"	"7"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"164"	"164"	"18"	"18"	"0"	"200"	"200"	"1"	"0"
"11234"	"3"	"11"	"6"	"2"	"348"	"27"	"51"	"0"	"0"	"0"	"10"	"15"	"7"	"6"	"10"	"20"	"23"	"0"	"0"	"1"	"0"	"0"	"2"	"3"	"9"	"1"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"188"	"188"	"9"	"18"	"0"	"215"	"215"	"1"	"0"
"11235"	"3"	"11"	"6"	"2"	"380"	"19"	"10"	"0"	"0"	"2"	"12"	"6"	"33"	"2"	"36"	"7"	"56"	"0"	"0"	"1"	"0"	"2"	"1"	"1"	"2"	"7"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"200"	"200"	"34"	"27"	"0"	"261"	"261"	"1"	"0"
"11236"	"3"	"11"	"6"	"2"	"380"	"10"	"13"	"0"	"0"	"3"	"13"	"4"	"20"	"5"	"43"	"7"	"53"	"2"	"0"	"4"	"2"	"4"	"1"	"0"	"1"	"7"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"194"	"194"	"32"	"25"	"0"	"251"	"251"	"1"	"0"
"11237"	"3"	"11"	"6"	"2"	"380"	"25"	"21"	"0"	"1"	"5"	"11"	"5"	"12"	"0"	"32"	"10"	"65"	"0"	"1"	"1"	"0"	"0"	"2"	"1"	"2"	"6"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"203"	"203"	"26"	"27"	"0"	"256"	"256"	"1"	"0"
"11238"	"3"	"11"	"6"	"2"	"380"	"14"	"17"	"2"	"0"	"9"	"4"	"4"	"12"	"1"	"33"	"14"	"66"	"1"	"1"	"0"	"1"	"0"	"3"	"1"	"5"	"8"	"0"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"200"	"200"	"29"	"32"	"0"	"261"	"261"	"1"	"0"
"11239"	"3"	"11"	"6"	"2"	"380"	"19"	"11"	"1"	"1"	"3"	"10"	"7"	"13"	"2"	"43"	"8"	"55"	"0"	"5"	"4"	"0"	"1"	"1"	"0"	"0"	"6"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"191"	"191"	"17"	"21"	"0"	"229"	"229"	"1"	"0"
"11240"	"3"	"11"	"6"	"2"	"311"	"13"	"11"	"1"	"0"	"5"	"8"	"4"	"13"	"4"	"30"	"3"	"47"	"1"	"3"	"2"	"7"	"0"	"1"	"0"	"0"	"12"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"165"	"165"	"23"	"23"	"0"	"211"	"211"	"1"	"0"
"11241"	"3"	"11"	"6"	"2"	"311"	"16"	"5"	"0"	"0"	"4"	"6"	"3"	"10"	"0"	"35"	"3"	"43"	"0"	"4"	"0"	"0"	"3"	"1"	"2"	"2"	"5"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"143"	"143"	"15"	"19"	"0"	"177"	"177"	"1"	"0"
"11242"	"3"	"11"	"6"	"2"	"380"	"44"	"22"	"3"	"2"	"2"	"14"	"42"	"6"	"7"	"9"	"24"	"12"	"1"	"3"	"2"	"0"	"1"	"1"	"0"	"4"	"14"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"216"	"216"	"23"	"24"	"0"	"263"	"263"	"1"	"0"
"11243"	"3"	"11"	"6"	"2"	"380"	"48"	"33"	"0"	"0"	"5"	"17"	"31"	"13"	"4"	"6"	"17"	"13"	"1"	"3"	"2"	"1"	"0"	"1"	"0"	"2"	"7"	"0"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"209"	"209"	"21"	"21"	"0"	"251"	"251"	"1"	"0"
"11244"	"3"	"11"	"6"	"2"	"380"	"43"	"27"	"2"	"2"	"4"	"13"	"30"	"9"	"1"	"14"	"19"	"11"	"1"	"0"	"4"	"1"	"0"	"2"	"0"	"6"	"10"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"201"	"201"	"26"	"24"	"0"	"251"	"251"	"1"	"0"
"11245"	"3"	"11"	"6"	"2"	"380"	"42"	"35"	"3"	"4"	"0"	"14"	"34"	"3"	"7"	"12"	"11"	"14"	"2"	"2"	"4"	"0"	"0"	"1"	"1"	"2"	"17"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"211"	"211"	"26"	"28"	"0"	"265"	"265"	"1"	"0"
"11246"	"3"	"11"	"6"	"2"	"377"	"45"	"28"	"0"	"0"	"1"	"15"	"38"	"8"	"4"	"8"	"12"	"12"	"0"	"4"	"1"	"1"	"2"	"2"	"0"	"2"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"188"	"188"	"19"	"45"	"0"	"252"	"252"	"1"	"0"
"11247"	"3"	"11"	"6"	"2"	"380"	"60"	"27"	"0"	"1"	"3"	"18"	"39"	"7"	"3"	"10"	"11"	"11"	"1"	"1"	"1"	"0"	"0"	"1"	"1"	"3"	"6"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"205"	"205"	"16"	"22"	"0"	"243"	"243"	"1"	"0"
