"MESA"	"TIPO_ELECCION"	"DEPTO"	"MUNI"	"ESTADO_ACTA"	"CANTIDAD_PAPELETAS"	"VAMOS"	"UNE"	"VALOR"	"UCN"	"FCN_NACION"	"CREO"	"SEMILLA"	"CCP"	"PC"	"EG"	"VICTORIA"	"LIBRE"	"BIEN"	"MLP"	"TODOS"	"FUERZA"	"V17"	"V18"	"V19"	"V20"	"V21"	"V22"	"V23"	"V24"	"V25"	"V26"	"V27"	"V28"	"V29"	"V30"	"VOTOS_VALIDOS_ACTA"	"VOTOS_VALIDOS"	"NULOS"	"BLANCOS"	"INVALIDOS"	"TOTAL_ACTA"	"TOTAL_VOTOS"	"ACTA_CUADRA"	"IMPUGNACIONES"
"18249"	"4"	"18"	"1"	"2"	"400"	"14"	"30"	"5"	"9"	"1"	"0"	"28"	"5"	"112"	"5"	"0"	"3"	"8"	"1"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"225"	"225"	"9"	"1"	"0"	"235"	"235"	"1"	"0"
"18250"	"4"	"18"	"1"	"2"	"400"	"14"	"26"	"7"	"22"	"2"	"6"	"20"	"3"	"119"	"1"	"1"	"1"	"6"	"2"	"4"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"235"	"235"	"3"	"3"	"0"	"241"	"241"	"1"	"0"
"18251"	"4"	"18"	"1"	"2"	"400"	"8"	"21"	"7"	"12"	"3"	"4"	"26"	"4"	"108"	"1"	"1"	"2"	"6"	"0"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"209"	"209"	"3"	"6"	"0"	"218"	"218"	"1"	"0"
"18252"	"4"	"18"	"1"	"2"	"400"	"15"	"21"	"5"	"19"	"2"	"2"	"31"	"3"	"96"	"2"	"1"	"2"	"9"	"3"	"7"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"219"	"219"	"16"	"2"	"0"	"237"	"237"	"1"	"0"
"18253"	"4"	"18"	"1"	"2"	"400"	"9"	"34"	"3"	"24"	"1"	"3"	"21"	"5"	"93"	"4"	"1"	"2"	"11"	"0"	"5"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"218"	"218"	"10"	"6"	"0"	"234"	"234"	"1"	"0"
"18254"	"4"	"18"	"1"	"2"	"400"	"9"	"26"	"6"	"13"	"8"	"5"	"31"	"2"	"104"	"3"	"2"	"2"	"4"	"3"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"221"	"221"	"10"	"4"	"0"	"235"	"235"	"1"	"0"
"18255"	"4"	"18"	"1"	"2"	"400"	"14"	"19"	"7"	"21"	"1"	"4"	"23"	"3"	"103"	"1"	"1"	"3"	"7"	"3"	"2"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"214"	"214"	"13"	"5"	"0"	"232"	"232"	"1"	"0"
"18256"	"4"	"18"	"1"	"2"	"400"	"14"	"27"	"3"	"13"	"4"	"3"	"35"	"2"	"106"	"3"	"0"	"3"	"6"	"1"	"6"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"230"	"230"	"6"	"5"	"0"	"241"	"241"	"1"	"0"
"18257"	"4"	"18"	"1"	"2"	"400"	"10"	"33"	"6"	"13"	"5"	"2"	"21"	"2"	"111"	"4"	"1"	"1"	"11"	"0"	"4"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"228"	"228"	"12"	"5"	"0"	"245"	"245"	"1"	"0"
"18258"	"4"	"18"	"1"	"2"	"400"	"14"	"33"	"7"	"7"	"4"	"5"	"22"	"2"	"101"	"1"	"1"	"2"	"11"	"3"	"9"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"224"	"224"	"10"	"3"	"0"	"237"	"237"	"1"	"0"
"18259"	"4"	"18"	"1"	"2"	"400"	"13"	"33"	"7"	"14"	"1"	"0"	"21"	"3"	"99"	"3"	"1"	"1"	"7"	"3"	"1"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"210"	"210"	"16"	"3"	"0"	"229"	"229"	"1"	"0"
"18260"	"4"	"18"	"1"	"2"	"400"	"9"	"23"	"5"	"18"	"0"	"6"	"26"	"2"	"104"	"5"	"1"	"2"	"9"	"2"	"6"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"219"	"219"	"11"	"2"	"0"	"232"	"232"	"1"	"0"
"18261"	"4"	"18"	"1"	"2"	"400"	"11"	"24"	"8"	"23"	"3"	"4"	"24"	"2"	"102"	"3"	"1"	"4"	"15"	"1"	"5"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"233"	"233"	"13"	"5"	"0"	"251"	"251"	"1"	"0"
"18262"	"4"	"18"	"1"	"2"	"397"	"12"	"31"	"5"	"13"	"3"	"1"	"29"	"3"	"101"	"1"	"1"	"1"	"6"	"3"	"2"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"215"	"215"	"15"	"7"	"0"	"237"	"237"	"1"	"0"
"18263"	"4"	"18"	"1"	"2"	"396"	"14"	"17"	"9"	"17"	"8"	"6"	"19"	"1"	"116"	"1"	"0"	"4"	"3"	"2"	"6"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"224"	"224"	"6"	"6"	"0"	"236"	"236"	"1"	"0"
"18264"	"4"	"18"	"1"	"2"	"400"	"13"	"29"	"8"	"17"	"4"	"1"	"40"	"3"	"104"	"0"	"1"	"6"	"8"	"3"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"241"	"241"	"11"	"11"	"0"	"263"	"263"	"1"	"0"
"18265"	"4"	"18"	"1"	"2"	"400"	"16"	"10"	"4"	"15"	"3"	"3"	"25"	"0"	"128"	"3"	"0"	"3"	"8"	"3"	"4"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"230"	"230"	"11"	"3"	"0"	"244"	"244"	"1"	"0"
"18266"	"4"	"18"	"1"	"2"	"396"	"8"	"27"	"9"	"17"	"0"	"4"	"33"	"3"	"113"	"8"	"1"	"4"	"5"	"2"	"4"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"241"	"241"	"6"	"3"	"0"	"250"	"250"	"1"	"0"
"18267"	"4"	"18"	"1"	"2"	"402"	"15"	"18"	"6"	"15"	"1"	"3"	"20"	"3"	"119"	"6"	"0"	"3"	"5"	"1"	"3"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"220"	"220"	"7"	"4"	"0"	"231"	"231"	"1"	"0"
"18268"	"4"	"18"	"1"	"2"	"400"	"13"	"23"	"7"	"20"	"3"	"3"	"34"	"2"	"96"	"6"	"0"	"0"	"8"	"2"	"9"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"229"	"229"	"13"	"1"	"0"	"243"	"243"	"1"	"0"
"18269"	"4"	"18"	"1"	"2"	"400"	"16"	"17"	"7"	"15"	"4"	"3"	"24"	"6"	"114"	"4"	"1"	"2"	"5"	"0"	"4"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"227"	"227"	"5"	"8"	"0"	"240"	"240"	"1"	"0"
"18270"	"4"	"18"	"1"	"2"	"400"	"19"	"27"	"7"	"15"	"2"	"5"	"35"	"2"	"124"	"1"	"1"	"3"	"13"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"257"	"257"	"4"	"4"	"1"	"265"	"265"	"1"	"0"
"18271"	"4"	"18"	"1"	"2"	"400"	"8"	"22"	"8"	"21"	"2"	"3"	"37"	"4"	"103"	"2"	"1"	"4"	"6"	"2"	"5"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"231"	"231"	"8"	"7"	"0"	"246"	"246"	"1"	"0"
"18272"	"4"	"18"	"1"	"2"	"400"	"13"	"21"	"13"	"19"	"3"	"1"	"23"	"3"	"120"	"2"	"0"	"2"	"10"	"2"	"6"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"241"	"241"	"8"	"0"	"0"	"249"	"249"	"1"	"0"
"18273"	"4"	"18"	"1"	"2"	"400"	"15"	"18"	"7"	"8"	"5"	"2"	"25"	"3"	"94"	"3"	"0"	"2"	"6"	"0"	"4"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"194"	"194"	"13"	"3"	"0"	"210"	"210"	"1"	"0"
"18274"	"4"	"18"	"1"	"2"	"400"	"12"	"15"	"5"	"10"	"0"	"0"	"31"	"5"	"130"	"1"	"0"	"7"	"8"	"0"	"3"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"229"	"229"	"1"	"2"	"0"	"232"	"232"	"1"	"0"
"18275"	"4"	"18"	"1"	"2"	"400"	"9"	"15"	"4"	"8"	"1"	"1"	"38"	"0"	"128"	"3"	"0"	"3"	"9"	"1"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"223"	"223"	"3"	"4"	"0"	"230"	"230"	"1"	"0"
"18276"	"4"	"18"	"1"	"2"	"396"	"10"	"10"	"5"	"6"	"0"	"2"	"37"	"1"	"128"	"2"	"0"	"1"	"8"	"2"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"215"	"215"	"1"	"0"	"0"	"216"	"216"	"1"	"0"
"18277"	"4"	"18"	"1"	"2"	"400"	"16"	"17"	"10"	"7"	"2"	"1"	"31"	"0"	"102"	"4"	"0"	"5"	"13"	"1"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"213"	"213"	"7"	"6"	"0"	"226"	"226"	"1"	"0"
"18278"	"4"	"18"	"1"	"2"	"400"	"9"	"22"	"4"	"12"	"3"	"1"	"38"	"2"	"107"	"5"	"0"	"1"	"3"	"0"	"2"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"211"	"211"	"7"	"2"	"0"	"220"	"220"	"1"	"0"
"18279"	"4"	"18"	"1"	"2"	"396"	"10"	"32"	"4"	"12"	"3"	"0"	"32"	"3"	"108"	"3"	"0"	"2"	"8"	"0"	"6"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"225"	"225"	"8"	"4"	"0"	"237"	"237"	"1"	"0"
"18280"	"4"	"18"	"1"	"2"	"400"	"4"	"21"	"5"	"13"	"7"	"4"	"26"	"4"	"104"	"1"	"0"	"3"	"4"	"1"	"4"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"203"	"203"	"10"	"5"	"0"	"218"	"218"	"1"	"0"
"18281"	"4"	"18"	"1"	"2"	"400"	"13"	"23"	"1"	"18"	"1"	"3"	"25"	"2"	"104"	"4"	"3"	"3"	"7"	"1"	"3"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"213"	"213"	"8"	"2"	"0"	"223"	"223"	"1"	"0"
"18282"	"4"	"18"	"1"	"2"	"400"	"13"	"14"	"3"	"9"	"4"	"1"	"30"	"5"	"114"	"4"	"0"	"1"	"4"	"2"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"211"	"211"	"6"	"3"	"0"	"220"	"220"	"1"	"0"
"18283"	"4"	"18"	"1"	"2"	"400"	"11"	"20"	"3"	"19"	"1"	"2"	"24"	"1"	"103"	"3"	"1"	"2"	"3"	"3"	"6"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"205"	"205"	"3"	"2"	"0"	"210"	"210"	"1"	"0"
"18284"	"4"	"18"	"1"	"2"	"400"	"9"	"14"	"3"	"14"	"2"	"3"	"25"	"2"	"110"	"2"	"1"	"4"	"4"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"196"	"196"	"7"	"3"	"0"	"206"	"206"	"1"	"0"
"18285"	"4"	"18"	"1"	"2"	"400"	"7"	"9"	"4"	"10"	"2"	"0"	"28"	"3"	"93"	"4"	"0"	"5"	"6"	"0"	"6"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"178"	"178"	"10"	"3"	"0"	"191"	"191"	"1"	"0"
"18286"	"4"	"18"	"1"	"2"	"396"	"14"	"18"	"3"	"6"	"2"	"2"	"32"	"1"	"108"	"4"	"0"	"1"	"4"	"2"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"202"	"202"	"9"	"3"	"0"	"214"	"214"	"1"	"0"
"18287"	"4"	"18"	"1"	"2"	"399"	"5"	"19"	"8"	"9"	"2"	"2"	"30"	"7"	"101"	"5"	"2"	"4"	"9"	"1"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"207"	"207"	"7"	"1"	"0"	"215"	"215"	"1"	"0"
"18288"	"4"	"18"	"1"	"2"	"400"	"5"	"23"	"3"	"10"	"4"	"3"	"23"	"1"	"118"	"5"	"2"	"1"	"8"	"4"	"6"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"217"	"217"	"6"	"3"	"9"	"226"	"226"	"1"	"0"
"18289"	"4"	"18"	"1"	"2"	"400"	"14"	"26"	"1"	"13"	"2"	"3"	"24"	"3"	"97"	"1"	"0"	"1"	"8"	"1"	"4"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"201"	"201"	"5"	"1"	"0"	"207"	"207"	"1"	"0"
"18290"	"4"	"18"	"1"	"2"	"0"	"8"	"20"	"5"	"13"	"2"	"5"	"20"	"3"	"113"	"1"	"4"	"2"	"8"	"3"	"2"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"215"	"215"	"5"	"2"	"0"	"222"	"222"	"1"	"0"
"18291"	"4"	"18"	"1"	"2"	"396"	"10"	"20"	"7"	"17"	"4"	"2"	"26"	"0"	"112"	"1"	"0"	"2"	"7"	"0"	"4"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"213"	"213"	"4"	"2"	"1"	"219"	"219"	"1"	"0"
"18292"	"4"	"18"	"1"	"2"	"400"	"13"	"20"	"6"	"12"	"0"	"3"	"27"	"2"	"96"	"5"	"1"	"5"	"8"	"3"	"5"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"207"	"207"	"7"	"1"	"0"	"215"	"215"	"1"	"0"
"18293"	"4"	"18"	"1"	"2"	"400"	"5"	"19"	"1"	"7"	"4"	"4"	"32"	"0"	"90"	"5"	"0"	"1"	"6"	"2"	"1"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"180"	"180"	"7"	"4"	"1"	"191"	"191"	"1"	"0"
"18294"	"4"	"18"	"1"	"2"	"396"	"4"	"18"	"7"	"8"	"1"	"1"	"32"	"3"	"113"	"5"	"1"	"2"	"9"	"2"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"209"	"209"	"3"	"0"	"0"	"212"	"212"	"1"	"0"
"18295"	"4"	"18"	"1"	"2"	"400"	"8"	"21"	"3"	"13"	"5"	"2"	"29"	"3"	"115"	"2"	"0"	"1"	"12"	"0"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"219"	"219"	"3"	"3"	"0"	"225"	"225"	"1"	"0"
"18296"	"4"	"18"	"1"	"2"	"400"	"11"	"23"	"6"	"13"	"2"	"5"	"25"	"1"	"98"	"4"	"1"	"4"	"13"	"1"	"4"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"213"	"213"	"10"	"1"	"0"	"224"	"224"	"1"	"0"
"18297"	"4"	"18"	"1"	"2"	"400"	"10"	"23"	"5"	"13"	"3"	"3"	"27"	"1"	"109"	"4"	"0"	"4"	"8"	"0"	"2"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"214"	"214"	"5"	"2"	"0"	"221"	"221"	"1"	"0"
"18298"	"4"	"18"	"1"	"2"	"396"	"5"	"25"	"8"	"11"	"1"	"1"	"28"	"3"	"103"	"5"	"0"	"2"	"6"	"4"	"4"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"207"	"207"	"12"	"5"	"0"	"224"	"224"	"1"	"0"
"18299"	"4"	"18"	"1"	"2"	"400"	"11"	"19"	"7"	"18"	"3"	"2"	"23"	"1"	"111"	"7"	"1"	"5"	"5"	"1"	"2"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"218"	"218"	"8"	"2"	"0"	"228"	"228"	"1"	"0"
"18300"	"4"	"18"	"1"	"2"	"400"	"10"	"20"	"6"	"13"	"2"	"3"	"33"	"2"	"116"	"3"	"0"	"1"	"7"	"1"	"2"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"221"	"221"	"9"	"5"	"0"	"235"	"235"	"1"	"0"
"18301"	"4"	"18"	"1"	"2"	"400"	"10"	"17"	"3"	"10"	"1"	"1"	"26"	"3"	"90"	"1"	"0"	"2"	"9"	"2"	"0"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"179"	"179"	"10"	"2"	"0"	"191"	"191"	"1"	"0"
"18302"	"4"	"18"	"1"	"2"	"396"	"14"	"16"	"5"	"12"	"4"	"4"	"29"	"4"	"107"	"1"	"0"	"3"	"7"	"2"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"212"	"212"	"4"	"1"	"0"	"217"	"217"	"1"	"0"
"18303"	"4"	"18"	"1"	"2"	"400"	"5"	"24"	"6"	"17"	"2"	"2"	"33"	"2"	"92"	"2"	"1"	"2"	"5"	"0"	"4"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"201"	"201"	"10"	"2"	"0"	"213"	"213"	"1"	"0"
"18304"	"4"	"18"	"1"	"2"	"400"	"8"	"16"	"8"	"5"	"0"	"2"	"19"	"6"	"106"	"1"	"0"	"3"	"8"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"3"	"8"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"185"	"185"	"12"	"5"	"0"	"202"	"202"	"1"	"0"
"18305"	"4"	"18"	"1"	"2"	"396"	"10"	"21"	"4"	"14"	"1"	"2"	"25"	"3"	"102"	"2"	"1"	"2"	"6"	"2"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"196"	"196"	"15"	"0"	"0"	"211"	"211"	"1"	"0"
"18306"	"4"	"18"	"1"	"2"	"400"	"3"	"23"	"2"	"14"	"2"	"2"	"21"	"5"	"109"	"2"	"1"	"0"	"4"	"2"	"6"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"199"	"199"	"10"	"0"	"0"	"209"	"209"	"1"	"0"
"18307"	"4"	"18"	"1"	"2"	"400"	"9"	"18"	"1"	"12"	"2"	"0"	"25"	"2"	"106"	"3"	"0"	"4"	"12"	"1"	"4"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"201"	"201"	"7"	"3"	"0"	"211"	"211"	"1"	"0"
"18308"	"4"	"18"	"1"	"2"	"397"	"11"	"16"	"7"	"14"	"3"	"3"	"27"	"5"	"112"	"1"	"1"	"3"	"14"	"2"	"4"	"3"	"0"	"0"	"0"	"0"	"1"	"3"	"14"	"2"	"4"	"3"	"0"	"0"	"0"	"0"	"226"	"226"	"7"	"1"	"0"	"234"	"234"	"1"	"0"
"18309"	"4"	"18"	"1"	"2"	"396"	"14"	"14"	"1"	"14"	"4"	"4"	"26"	"1"	"108"	"2"	"3"	"5"	"11"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"209"	"209"	"4"	"5"	"0"	"218"	"218"	"1"	"0"
"18310"	"4"	"18"	"1"	"2"	"400"	"9"	"21"	"4"	"9"	"1"	"1"	"22"	"2"	"109"	"3"	"1"	"4"	"12"	"0"	"6"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"205"	"205"	"15"	"3"	"0"	"223"	"223"	"1"	"0"
"18311"	"4"	"18"	"1"	"2"	"396"	"14"	"20"	"3"	"14"	"1"	"1"	"24"	"3"	"110"	"2"	"0"	"2"	"7"	"3"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"209"	"209"	"7"	"5"	"0"	"221"	"221"	"1"	"0"
"18312"	"4"	"18"	"1"	"2"	"400"	"8"	"18"	"5"	"12"	"3"	"2"	"23"	"2"	"103"	"2"	"1"	"2"	"9"	"1"	"4"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"197"	"197"	"8"	"3"	"0"	"208"	"208"	"1"	"0"
"18313"	"4"	"18"	"1"	"2"	"400"	"14"	"21"	"5"	"15"	"4"	"3"	"18"	"0"	"86"	"1"	"0"	"1"	"10"	"0"	"2"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"182"	"182"	"12"	"0"	"0"	"194"	"194"	"1"	"0"
"18314"	"4"	"18"	"1"	"2"	"396"	"14"	"24"	"3"	"5"	"1"	"2"	"21"	"2"	"69"	"3"	"1"	"1"	"5"	"2"	"2"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"157"	"157"	"10"	"0"	"0"	"167"	"167"	"1"	"0"
"18315"	"4"	"18"	"1"	"2"	"400"	"6"	"18"	"6"	"10"	"4"	"2"	"19"	"3"	"87"	"2"	"0"	"2"	"7"	"2"	"5"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"174"	"174"	"13"	"2"	"0"	"189"	"189"	"1"	"0"
"18316"	"4"	"18"	"1"	"2"	"403"	"7"	"25"	"3"	"11"	"1"	"3"	"15"	"3"	"81"	"4"	"0"	"1"	"8"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"165"	"165"	"8"	"8"	"0"	"181"	"181"	"1"	"0"
"18317"	"4"	"18"	"1"	"2"	"400"	"9"	"28"	"3"	"16"	"3"	"4"	"13"	"3"	"83"	"2"	"1"	"3"	"7"	"2"	"4"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"184"	"184"	"4"	"4"	"0"	"192"	"192"	"1"	"0"
"18318"	"4"	"18"	"1"	"2"	"396"	"9"	"18"	"8"	"8"	"2"	"0"	"27"	"4"	"92"	"2"	"0"	"1"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"175"	"175"	"9"	"2"	"0"	"186"	"186"	"1"	"0"
"18319"	"4"	"18"	"1"	"2"	"400"	"13"	"21"	"10"	"10"	"1"	"1"	"16"	"0"	"86"	"2"	"0"	"3"	"7"	"0"	"1"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"174"	"174"	"4"	"2"	"0"	"180"	"180"	"1"	"0"
"18320"	"4"	"18"	"1"	"2"	"400"	"6"	"9"	"5"	"12"	"1"	"0"	"25"	"4"	"101"	"0"	"1"	"1"	"10"	"0"	"2"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"179"	"179"	"8"	"1"	"0"	"188"	"188"	"1"	"0"
"18321"	"4"	"18"	"1"	"2"	"400"	"7"	"17"	"8"	"17"	"1"	"0"	"30"	"2"	"82"	"1"	"0"	"3"	"6"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"176"	"176"	"4"	"3"	"0"	"183"	"183"	"1"	"0"
"18322"	"4"	"18"	"1"	"2"	"400"	"8"	"22"	"6"	"12"	"2"	"3"	"21"	"1"	"93"	"5"	"0"	"3"	"11"	"0"	"6"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"195"	"195"	"7"	"3"	"0"	"205"	"205"	"1"	"0"
"18323"	"4"	"18"	"1"	"2"	"400"	"7"	"20"	"21"	"18"	"2"	"1"	"1"	"1"	"90"	"3"	"1"	"3"	"1"	"1"	"5"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"183"	"179"	"4"	"6"	"0"	"193"	"189"	"0"	"0"
