"MESA"	"TIPO_ELECCION"	"DEPTO"	"MUNI"	"ESTADO_ACTA"	"CANTIDAD_PAPELETAS"	"TODOS"	"VALOR"	"VAMOS"	"UNE"	"BIEN"	"FCN_NACION"	"MLP"	"SEMILLA"	"EG"	"PODEMOS"	"CREO"	"UNIDOS"	"PC"	"UCN"	"FUERZA"	"V16"	"V17"	"V18"	"V19"	"V20"	"V21"	"V22"	"V23"	"V24"	"V25"	"V26"	"V27"	"V28"	"V29"	"V30"	"VOTOS_VALIDOS_ACTA"	"VOTOS_VALIDOS"	"NULOS"	"BLANCOS"	"INVALIDOS"	"TOTAL_ACTA"	"TOTAL_VOTOS"	"ACTA_CUADRA"	"IMPUGNACIONES"
"10971"	"4"	"11"	"1"	"2"	"400"	"18"	"76"	"15"	"23"	"102"	"5"	"7"	"6"	"0"	"5"	"7"	"0"	"4"	"3"	"11"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"282"	"282"	"11"	"6"	"0"	"299"	"299"	"1"	"0"
"10972"	"4"	"11"	"1"	"2"	"400"	"15"	"67"	"24"	"25"	"99"	"2"	"4"	"8"	"2"	"3"	"9"	"1"	"1"	"3"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"271"	"271"	"16"	"0"	"0"	"287"	"287"	"1"	"0"
"10973"	"4"	"11"	"1"	"2"	"400"	"15"	"80"	"13"	"18"	"82"	"0"	"4"	"10"	"1"	"1"	"5"	"1"	"4"	"1"	"12"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"247"	"247"	"16"	"8"	"0"	"271"	"271"	"1"	"0"
"10974"	"4"	"11"	"1"	"2"	"396"	"13"	"56"	"21"	"31"	"91"	"3"	"7"	"7"	"1"	"3"	"8"	"1"	"1"	"2"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"253"	"253"	"32"	"8"	"0"	"293"	"293"	"1"	"0"
"10975"	"4"	"11"	"1"	"2"	"401"	"20"	"86"	"8"	"34"	"69"	"3"	"5"	"9"	"5"	"4"	"5"	"1"	"2"	"1"	"10"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"262"	"262"	"20"	"5"	"0"	"287"	"287"	"1"	"0"
"10976"	"4"	"11"	"1"	"2"	"400"	"23"	"86"	"14"	"21"	"91"	"4"	"4"	"9"	"6"	"4"	"6"	"0"	"1"	"3"	"10"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"282"	"282"	"17"	"1"	"0"	"300"	"300"	"1"	"0"
"10977"	"4"	"11"	"1"	"2"	"400"	"17"	"76"	"23"	"32"	"83"	"3"	"8"	"13"	"1"	"4"	"7"	"2"	"1"	"1"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"279"	"279"	"14"	"2"	"0"	"295"	"295"	"1"	"0"
"10978"	"4"	"11"	"1"	"2"	"397"	"15"	"67"	"12"	"26"	"97"	"3"	"6"	"9"	"2"	"1"	"6"	"1"	"2"	"2"	"17"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"266"	"266"	"15"	"8"	"0"	"289"	"289"	"1"	"0"
"10979"	"4"	"11"	"1"	"2"	"401"	"12"	"83"	"23"	"34"	"83"	"1"	"8"	"10"	"1"	"3"	"4"	"0"	"2"	"0"	"13"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"277"	"277"	"9"	"7"	"0"	"293"	"293"	"1"	"0"
"10980"	"4"	"11"	"1"	"2"	"396"	"15"	"88"	"13"	"21"	"98"	"6"	"5"	"11"	"3"	"1"	"5"	"2"	"4"	"4"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"282"	"282"	"19"	"7"	"0"	"308"	"308"	"1"	"0"
"10981"	"4"	"11"	"1"	"2"	"396"	"10"	"64"	"25"	"23"	"84"	"3"	"7"	"10"	"0"	"3"	"9"	"1"	"6"	"2"	"12"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"259"	"259"	"13"	"0"	"0"	"272"	"272"	"1"	"0"
"10982"	"4"	"11"	"1"	"2"	"400"	"13"	"68"	"13"	"33"	"93"	"1"	"10"	"15"	"1"	"1"	"6"	"0"	"2"	"0"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"263"	"263"	"9"	"5"	"0"	"277"	"277"	"1"	"0"
"10983"	"4"	"11"	"1"	"2"	"400"	"12"	"79"	"20"	"31"	"74"	"1"	"9"	"10"	"3"	"1"	"3"	"1"	"3"	"3"	"11"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"261"	"261"	"14"	"3"	"0"	"278"	"278"	"1"	"0"
"10984"	"4"	"11"	"1"	"2"	"394"	"13"	"88"	"15"	"25"	"86"	"1"	"7"	"4"	"6"	"3"	"5"	"1"	"2"	"1"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"264"	"264"	"21"	"4"	"0"	"289"	"289"	"1"	"1"
"10985"	"4"	"11"	"1"	"2"	"400"	"12"	"72"	"17"	"20"	"100"	"3"	"9"	"7"	"2"	"3"	"8"	"0"	"0"	"3"	"14"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"270"	"270"	"12"	"5"	"0"	"287"	"287"	"1"	"0"
"10986"	"4"	"11"	"1"	"2"	"400"	"9"	"96"	"16"	"15"	"78"	"4"	"7"	"6"	"4"	"2"	"3"	"2"	"0"	"1"	"11"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"254"	"254"	"6"	"5"	"0"	"265"	"265"	"1"	"1"
"10987"	"4"	"11"	"1"	"2"	"400"	"19"	"62"	"17"	"28"	"84"	"3"	"0"	"6"	"1"	"1"	"5"	"0"	"2"	"2"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"237"	"237"	"12"	"1"	"0"	"250"	"250"	"1"	"0"
"10988"	"4"	"11"	"1"	"2"	"398"	"10"	"55"	"15"	"25"	"90"	"0"	"3"	"7"	"4"	"2"	"2"	"0"	"4"	"2"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"224"	"224"	"8"	"0"	"0"	"232"	"232"	"1"	"0"
"10989"	"4"	"11"	"1"	"2"	"400"	"7"	"53"	"21"	"20"	"84"	"1"	"8"	"7"	"3"	"1"	"6"	"1"	"4"	"2"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"225"	"225"	"4"	"2"	"0"	"231"	"231"	"1"	"0"
"10990"	"4"	"11"	"1"	"2"	"400"	"10"	"66"	"21"	"32"	"66"	"4"	"13"	"6"	"0"	"1"	"3"	"1"	"0"	"3"	"10"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"236"	"236"	"11"	"7"	"0"	"254"	"254"	"1"	"0"
"10991"	"4"	"11"	"1"	"2"	"400"	"12"	"71"	"19"	"38"	"70"	"1"	"7"	"7"	"5"	"2"	"3"	"0"	"1"	"3"	"10"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"249"	"249"	"11"	"4"	"0"	"264"	"264"	"1"	"0"
"10992"	"4"	"11"	"1"	"2"	"403"	"18"	"61"	"21"	"26"	"87"	"0"	"4"	"6"	"5"	"1"	"7"	"1"	"3"	"1"	"10"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"251"	"251"	"11"	"6"	"0"	"268"	"268"	"1"	"0"
"10993"	"4"	"11"	"1"	"2"	"400"	"11"	"64"	"22"	"23"	"88"	"1"	"5"	"7"	"6"	"4"	"6"	"1"	"4"	"1"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"251"	"251"	"11"	"2"	"0"	"264"	"264"	"1"	"0"
"10994"	"4"	"11"	"1"	"2"	"396"	"16"	"66"	"20"	"20"	"90"	"3"	"9"	"11"	"1"	"1"	"2"	"2"	"2"	"4"	"11"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"258"	"258"	"3"	"2"	"10"	"263"	"263"	"1"	"0"
"10995"	"4"	"11"	"1"	"2"	"400"	"19"	"59"	"24"	"27"	"97"	"2"	"4"	"15"	"2"	"2"	"3"	"0"	"2"	"0"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"263"	"263"	"10"	"0"	"0"	"273"	"273"	"1"	"0"
"10996"	"4"	"11"	"1"	"2"	"400"	"11"	"68"	"19"	"21"	"99"	"2"	"4"	"11"	"2"	"2"	"1"	"1"	"2"	"5"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"257"	"257"	"10"	"3"	"0"	"270"	"270"	"1"	"0"
"10997"	"4"	"11"	"1"	"2"	"395"	"17"	"65"	"15"	"24"	"75"	"4"	"7"	"5"	"3"	"3"	"7"	"1"	"0"	"2"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"234"	"234"	"16"	"11"	"0"	"261"	"261"	"1"	"0"
"10998"	"4"	"11"	"1"	"2"	"400"	"25"	"61"	"15"	"22"	"88"	"0"	"8"	"7"	"4"	"1"	"9"	"1"	"0"	"4"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"253"	"253"	"16"	"4"	"0"	"273"	"273"	"1"	"0"
"10999"	"4"	"11"	"1"	"2"	"400"	"23"	"70"	"14"	"16"	"90"	"2"	"4"	"11"	"4"	"3"	"7"	"1"	"4"	"4"	"13"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"266"	"266"	"8"	"6"	"0"	"280"	"280"	"1"	"0"
"11000"	"4"	"11"	"1"	"2"	"400"	"20"	"61"	"23"	"22"	"96"	"3"	"4"	"9"	"2"	"0"	"5"	"0"	"2"	"3"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"258"	"258"	"14"	"6"	"1"	"278"	"278"	"1"	"0"
"11001"	"4"	"11"	"1"	"2"	"400"	"16"	"82"	"13"	"15"	"97"	"0"	"3"	"6"	"4"	"4"	"6"	"4"	"4"	"1"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"261"	"261"	"18"	"3"	"2"	"282"	"282"	"1"	"0"
"11002"	"4"	"11"	"1"	"2"	"396"	"8"	"53"	"17"	"33"	"96"	"1"	"3"	"7"	"2"	"1"	"7"	"3"	"3"	"2"	"13"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"249"	"249"	"9"	"6"	"0"	"264"	"264"	"1"	"0"
"11003"	"4"	"11"	"1"	"2"	"396"	"22"	"71"	"13"	"33"	"70"	"1"	"3"	"7"	"1"	"0"	"5"	"1"	"1"	"2"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"238"	"238"	"15"	"3"	"0"	"256"	"256"	"1"	"0"
"11004"	"4"	"11"	"1"	"2"	"396"	"16"	"69"	"20"	"21"	"68"	"2"	"8"	"5"	"5"	"3"	"7"	"0"	"1"	"0"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"232"	"232"	"9"	"2"	"1"	"243"	"243"	"1"	"0"
"11005"	"4"	"11"	"1"	"2"	"400"	"17"	"62"	"13"	"28"	"77"	"1"	"2"	"1"	"1"	"4"	"1"	"0"	"1"	"0"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"216"	"216"	"10"	"4"	"0"	"230"	"230"	"1"	"0"
"11006"	"4"	"11"	"1"	"2"	"400"	"18"	"69"	"14"	"30"	"66"	"0"	"4"	"7"	"2"	"1"	"2"	"1"	"0"	"1"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"223"	"223"	"15"	"8"	"0"	"246"	"246"	"1"	"0"
"11007"	"4"	"11"	"1"	"2"	"396"	"14"	"63"	"10"	"30"	"63"	"2"	"4"	"7"	"1"	"2"	"7"	"0"	"3"	"0"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"213"	"213"	"9"	"3"	"1"	"225"	"225"	"1"	"0"
"11008"	"4"	"11"	"1"	"2"	"396"	"11"	"56"	"15"	"25"	"67"	"1"	"9"	"3"	"0"	"2"	"4"	"3"	"2"	"2"	"10"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"210"	"210"	"9"	"4"	"0"	"223"	"223"	"1"	"0"
"11009"	"4"	"11"	"1"	"2"	"396"	"12"	"54"	"17"	"22"	"78"	"2"	"5"	"10"	"2"	"1"	"4"	"0"	"4"	"2"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"219"	"219"	"11"	"2"	"1"	"232"	"232"	"1"	"1"
"11010"	"4"	"11"	"1"	"2"	"396"	"15"	"73"	"17"	"29"	"86"	"1"	"6"	"7"	"4"	"1"	"2"	"1"	"4"	"3"	"12"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"261"	"261"	"9"	"2"	"0"	"272"	"272"	"1"	"0"
"11011"	"4"	"11"	"1"	"2"	"400"	"14"	"56"	"19"	"24"	"87"	"0"	"2"	"5"	"0"	"3"	"9"	"4"	"3"	"1"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"232"	"232"	"4"	"3"	"0"	"239"	"239"	"1"	"0"
"11012"	"4"	"11"	"1"	"2"	"400"	"25"	"76"	"21"	"14"	"8"	"2"	"3"	"9"	"6"	"2"	"4"	"3"	"5"	"3"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"290"	"189"	"2"	"7"	"0"	"299"	"198"	"0"	"0"
"11013"	"4"	"11"	"1"	"2"	"400"	"20"	"84"	"19"	"16"	"107"	"2"	"5"	"3"	"6"	"1"	"6"	"5"	"4"	"0"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"286"	"286"	"6"	"0"	"0"	"292"	"292"	"1"	"0"
"11014"	"4"	"11"	"1"	"2"	"400"	"10"	"86"	"19"	"26"	"115"	"2"	"6"	"4"	"1"	"2"	"6"	"2"	"6"	"2"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"295"	"295"	"3"	"0"	"0"	"298"	"298"	"1"	"0"
"11015"	"4"	"11"	"1"	"2"	"255"	"6"	"36"	"10"	"14"	"49"	"2"	"1"	"3"	"1"	"2"	"4"	"0"	"2"	"1"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"135"	"135"	"5"	"1"	"0"	"141"	"141"	"1"	"0"
"11016"	"4"	"11"	"1"	"2"	"254"	"4"	"32"	"8"	"14"	"47"	"2"	"3"	"5"	"0"	"1"	"1"	"0"	"2"	"1"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"125"	"125"	"7"	"4"	"0"	"136"	"136"	"1"	"0"
"11017"	"4"	"11"	"1"	"2"	"400"	"12"	"53"	"10"	"35"	"89"	"2"	"6"	"5"	"4"	"1"	"2"	"2"	"4"	"0"	"10"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"235"	"235"	"13"	"8"	"0"	"256"	"256"	"1"	"0"
"11018"	"4"	"11"	"1"	"2"	"400"	"13"	"67"	"28"	"19"	"74"	"1"	"7"	"14"	"1"	"1"	"3"	"0"	"6"	"0"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"241"	"241"	"24"	"2"	"0"	"267"	"267"	"1"	"0"
"11019"	"4"	"11"	"1"	"2"	"400"	"16"	"72"	"14"	"36"	"64"	"2"	"4"	"7"	"3"	"0"	"3"	"3"	"7"	"5"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"242"	"242"	"14"	"4"	"0"	"260"	"260"	"1"	"0"
"11020"	"4"	"11"	"1"	"2"	"400"	"9"	"67"	"25"	"28"	"85"	"2"	"7"	"11"	"0"	"3"	"5"	"3"	"3"	"1"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"257"	"257"	"14"	"4"	"0"	"275"	"275"	"1"	"0"
"11021"	"4"	"11"	"1"	"2"	"400"	"20"	"65"	"10"	"27"	"77"	"3"	"3"	"10"	"2"	"4"	"7"	"1"	"3"	"3"	"12"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"247"	"247"	"16"	"3"	"0"	"266"	"266"	"1"	"0"
"11022"	"4"	"11"	"1"	"2"	"400"	"15"	"78"	"15"	"24"	"92"	"4"	"5"	"11"	"1"	"1"	"3"	"0"	"5"	"3"	"10"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"267"	"267"	"17"	"4"	"0"	"288"	"288"	"1"	"0"
"11023"	"4"	"11"	"1"	"2"	"288"	"12"	"66"	"20"	"26"	"103"	"3"	"5"	"7"	"1"	"2"	"3"	"3"	"4"	"2"	"11"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"268"	"268"	"15"	"5"	"0"	"288"	"288"	"1"	"0"
"11024"	"4"	"11"	"1"	"2"	"396"	"12"	"67"	"22"	"33"	"108"	"4"	"3"	"10"	"1"	"3"	"3"	"4"	"2"	"2"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"278"	"278"	"13"	"1"	"0"	"292"	"292"	"1"	"0"
"11025"	"4"	"11"	"1"	"2"	"393"	"20"	"78"	"10"	"25"	"102"	"2"	"7"	"12"	"1"	"1"	"3"	"2"	"1"	"1"	"10"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"275"	"275"	"10"	"3"	"0"	"288"	"288"	"1"	"0"
"11026"	"4"	"11"	"1"	"2"	"396"	"22"	"59"	"16"	"21"	"82"	"2"	"5"	"10"	"1"	"7"	"3"	"1"	"6"	"2"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"241"	"241"	"10"	"3"	"1"	"254"	"254"	"1"	"0"
"11027"	"4"	"11"	"1"	"2"	"397"	"15"	"53"	"8"	"30"	"86"	"1"	"5"	"7"	"1"	"3"	"3"	"3"	"4"	"2"	"12"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"233"	"233"	"10"	"1"	"0"	"244"	"244"	"1"	"0"
"11028"	"4"	"11"	"1"	"2"	"396"	"8"	"74"	"18"	"30"	"75"	"2"	"4"	"7"	"2"	"5"	"2"	"1"	"4"	"3"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"241"	"241"	"14"	"3"	"0"	"258"	"258"	"1"	"0"
"11029"	"4"	"11"	"1"	"2"	"400"	"16"	"63"	"11"	"20"	"105"	"3"	"2"	"10"	"4"	"4"	"3"	"1"	"0"	"3"	"13"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"258"	"258"	"14"	"2"	"0"	"274"	"274"	"1"	"0"
"11030"	"4"	"11"	"1"	"2"	"400"	"19"	"61"	"17"	"18"	"85"	"1"	"2"	"4"	"2"	"4"	"2"	"1"	"7"	"2"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"234"	"234"	"19"	"5"	"1"	"258"	"258"	"1"	"0"
"11031"	"4"	"11"	"1"	"2"	"396"	"8"	"53"	"15"	"29"	"83"	"0"	"6"	"14"	"3"	"2"	"5"	"3"	"3"	"1"	"11"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"236"	"236"	"11"	"2"	"0"	"249"	"249"	"1"	"0"
"11032"	"4"	"11"	"1"	"2"	"396"	"14"	"65"	"20"	"19"	"76"	"2"	"5"	"8"	"3"	"3"	"3"	"4"	"1"	"2"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"233"	"233"	"12"	"5"	"0"	"250"	"250"	"1"	"0"
"11033"	"4"	"11"	"1"	"2"	"400"	"3"	"78"	"12"	"27"	"71"	"4"	"7"	"4"	"2"	"2"	"3"	"3"	"4"	"3"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"231"	"231"	"14"	"2"	"0"	"247"	"247"	"1"	"0"
"11034"	"4"	"11"	"1"	"2"	"396"	"23"	"64"	"15"	"27"	"88"	"2"	"2"	"9"	"0"	"1"	"1"	"1"	"6"	"0"	"10"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"249"	"249"	"10"	"3"	"0"	"262"	"262"	"1"	"0"
