"MESA"	"TIPO_ELECCION"	"DEPTO"	"MUNI"	"ESTADO_ACTA"	"CANTIDAD_PAPELETAS"	"UNE"	"VALOR"	"PC"	"WINAQ"	"COCIM"	"URNG_MAIZ"	"VIVA"	"BIEN"	"SEMILLA"	"MLP"	"VAMOS"	"FUERZA"	"UCN"	"FCN_NACION"	"UNIDOS"	"CCT"	"V17"	"V18"	"V19"	"V20"	"V21"	"V22"	"V23"	"V24"	"V25"	"V26"	"V27"	"V28"	"V29"	"V30"	"VOTOS_VALIDOS_ACTA"	"VOTOS_VALIDOS"	"NULOS"	"BLANCOS"	"INVALIDOS"	"TOTAL_ACTA"	"TOTAL_VOTOS"	"ACTA_CUADRA"	"IMPUGNACIONES"
"14830"	"4"	"14"	"6"	"2"	"323"	"36"	"23"	"24"	"5"	"7"	"3"	"7"	"2"	"3"	"4"	"39"	"4"	"2"	"8"	"0"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"175"	"175"	"3"	"4"	"0"	"182"	"182"	"1"	"0"
"14831"	"4"	"14"	"6"	"2"	"323"	"41"	"14"	"10"	"2"	"8"	"1"	"5"	"2"	"0"	"4"	"64"	"2"	"1"	"5"	"0"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"163"	"163"	"10"	"10"	"0"	"183"	"183"	"1"	"0"
"14832"	"4"	"14"	"6"	"1"	"376"	"87"	"9"	"24"	"7"	"26"	"2"	"1"	"3"	"1"	"6"	"24"	"1"	"1"	"4"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"197"	"197"	"24"	"8"	"0"	"229"	"229"	"1"	"0"
"14833"	"4"	"14"	"6"	"1"	"373"	"90"	"4"	"23"	"0"	"33"	"10"	"0"	"1"	"0"	"8"	"17"	"2"	"1"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"193"	"193"	"12"	"13"	"0"	"218"	"218"	"1"	"0"
"14834"	"4"	"14"	"6"	"1"	"376"	"115"	"4"	"23"	"2"	"32"	"3"	"0"	"3"	"0"	"8"	"36"	"0"	"3"	"3"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"233"	"233"	"13"	"17"	"0"	"263"	"263"	"1"	"0"
"14835"	"4"	"14"	"6"	"1"	"380"	"112"	"7"	"14"	"2"	"24"	"2"	"2"	"4"	"0"	"12"	"21"	"0"	"5"	"3"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"210"	"210"	"22"	"13"	"0"	"245"	"245"	"1"	"0"
"14836"	"4"	"14"	"6"	"2"	"380"	"124"	"1"	"15"	"2"	"33"	"2"	"1"	"3"	"0"	"7"	"28"	"2"	"4"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"225"	"225"	"14"	"18"	"0"	"257"	"257"	"1"	"0"
"14837"	"4"	"14"	"6"	"1"	"376"	"62"	"14"	"14"	"0"	"25"	"4"	"2"	"3"	"0"	"7"	"61"	"2"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"198"	"198"	"16"	"13"	"0"	"227"	"227"	"1"	"0"
"14838"	"4"	"14"	"6"	"1"	"380"	"61"	"10"	"13"	"3"	"23"	"4"	"2"	"4"	"0"	"5"	"79"	"3"	"2"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"212"	"212"	"13"	"17"	"0"	"242"	"242"	"1"	"0"
"14839"	"4"	"14"	"6"	"1"	"380"	"82"	"14"	"11"	"1"	"34"	"3"	"2"	"4"	"0"	"5"	"59"	"2"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"219"	"219"	"13"	"10"	"0"	"242"	"242"	"1"	"0"
"14840"	"4"	"14"	"6"	"1"	"380"	"60"	"7"	"16"	"5"	"28"	"1"	"0"	"0"	"1"	"7"	"54"	"2"	"0"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"184"	"184"	"9"	"7"	"0"	"200"	"200"	"1"	"0"
"14841"	"4"	"14"	"6"	"2"	"376"	"98"	"14"	"16"	"3"	"32"	"4"	"2"	"4"	"0"	"5"	"37"	"0"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"218"	"218"	"10"	"10"	"0"	"238"	"238"	"1"	"0"
"14842"	"4"	"14"	"6"	"2"	"380"	"87"	"8"	"28"	"3"	"32"	"5"	"0"	"3"	"1"	"4"	"44"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"217"	"217"	"15"	"8"	"0"	"240"	"240"	"1"	"0"
"14843"	"4"	"14"	"6"	"1"	"380"	"82"	"15"	"11"	"1"	"41"	"3"	"1"	"0"	"0"	"6"	"44"	"2"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"207"	"207"	"7"	"9"	"0"	"223"	"223"	"1"	"0"
"14844"	"4"	"14"	"6"	"1"	"376"	"95"	"18"	"13"	"3"	"28"	"4"	"2"	"0"	"0"	"5"	"36"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"204"	"204"	"14"	"11"	"0"	"229"	"229"	"1"	"0"
"14845"	"4"	"14"	"6"	"1"	"380"	"92"	"16"	"16"	"2"	"28"	"11"	"2"	"4"	"0"	"10"	"32"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"213"	"213"	"14"	"12"	"0"	"239"	"239"	"1"	"0"
"14846"	"4"	"14"	"6"	"1"	"381"	"75"	"16"	"17"	"2"	"26"	"2"	"1"	"1"	"2"	"7"	"57"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"209"	"209"	"7"	"10"	"0"	"226"	"226"	"1"	"0"
"14847"	"4"	"14"	"6"	"1"	"380"	"70"	"6"	"21"	"0"	"29"	"7"	"1"	"6"	"0"	"11"	"57"	"4"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"213"	"213"	"6"	"12"	"0"	"231"	"231"	"1"	"0"
"14848"	"4"	"14"	"6"	"1"	"380"	"70"	"7"	"24"	"0"	"38"	"7"	"0"	"2"	"2"	"13"	"46"	"1"	"0"	"3"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"215"	"215"	"14"	"12"	"0"	"241"	"241"	"1"	"0"
"14849"	"4"	"14"	"6"	"1"	"380"	"62"	"8"	"8"	"4"	"28"	"5"	"1"	"1"	"1"	"4"	"43"	"1"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"169"	"169"	"9"	"12"	"0"	"190"	"190"	"1"	"0"
"14850"	"4"	"14"	"6"	"1"	"380"	"63"	"12"	"18"	"1"	"21"	"5"	"2"	"4"	"1"	"7"	"40"	"0"	"2"	"2"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"179"	"179"	"8"	"8"	"0"	"195"	"195"	"1"	"0"
"14851"	"4"	"14"	"6"	"1"	"380"	"75"	"11"	"17"	"0"	"34"	"3"	"0"	"0"	"0"	"13"	"44"	"0"	"2"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"201"	"201"	"7"	"8"	"0"	"217"	"216"	"0"	"0"
"14852"	"4"	"14"	"6"	"1"	"331"	"91"	"7"	"25"	"0"	"33"	"5"	"1"	"2"	"4"	"5"	"33"	"0"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"209"	"209"	"1"	"7"	"0"	"217"	"217"	"1"	"0"
"14853"	"4"	"14"	"6"	"1"	"201"	"82"	"8"	"17"	"2"	"24"	"4"	"0"	"1"	"1"	"9"	"31"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"181"	"181"	"12"	"8"	"0"	"201"	"201"	"1"	"0"
"14854"	"4"	"14"	"6"	"2"	"380"	"65"	"25"	"22"	"1"	"14"	"1"	"0"	"6"	"0"	"2"	"87"	"3"	"0"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"234"	"234"	"18"	"17"	"0"	"269"	"269"	"1"	"0"
"14855"	"4"	"14"	"6"	"2"	"376"	"66"	"25"	"20"	"2"	"9"	"3"	"2"	"7"	"0"	"4"	"77"	"4"	"5"	"8"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"233"	"233"	"23"	"12"	"0"	"268"	"268"	"1"	"0"
"14856"	"4"	"14"	"6"	"2"	"380"	"73"	"11"	"33"	"3"	"17"	"0"	"0"	"8"	"0"	"1"	"95"	"3"	"0"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"253"	"253"	"15"	"13"	"0"	"281"	"281"	"1"	"0"
"14857"	"4"	"14"	"6"	"2"	"380"	"62"	"23"	"27"	"0"	"13"	"3"	"0"	"5"	"1"	"3"	"92"	"8"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"240"	"240"	"9"	"6"	"0"	"255"	"255"	"1"	"0"
"14858"	"4"	"14"	"6"	"2"	"380"	"75"	"15"	"26"	"0"	"13"	"1"	"1"	"5"	"0"	"2"	"100"	"9"	"1"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"254"	"254"	"18"	"10"	"0"	"282"	"282"	"1"	"0"
"14859"	"4"	"14"	"6"	"2"	"380"	"68"	"17"	"44"	"0"	"6"	"2"	"0"	"1"	"0"	"1"	"98"	"3"	"1"	"10"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"251"	"251"	"11"	"13"	"0"	"275"	"275"	"1"	"0"
"14860"	"4"	"14"	"6"	"2"	"380"	"63"	"26"	"21"	"0"	"0"	"2"	"1"	"4"	"0"	"2"	"63"	"17"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"218"	"201"	"18"	"18"	"0"	"254"	"237"	"0"	"0"
"14861"	"4"	"14"	"6"	"2"	"380"	"64"	"16"	"17"	"1"	"9"	"2"	"1"	"5"	"1"	"3"	"77"	"5"	"1"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"209"	"209"	"12"	"15"	"0"	"236"	"236"	"1"	"0"
"14862"	"4"	"14"	"6"	"2"	"379"	"71"	"9"	"27"	"4"	"8"	"0"	"0"	"2"	"1"	"3"	"104"	"1"	"0"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"234"	"234"	"12"	"11"	"0"	"257"	"257"	"1"	"0"
"14863"	"4"	"14"	"6"	"2"	"380"	"55"	"11"	"35"	"2"	"21"	"1"	"3"	"4"	"0"	"1"	"87"	"4"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"227"	"227"	"16"	"17"	"0"	"260"	"260"	"1"	"0"
"14864"	"4"	"14"	"6"	"2"	"380"	"57"	"12"	"27"	"0"	"10"	"0"	"2"	"4"	"0"	"2"	"75"	"5"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"197"	"197"	"13"	"16"	"0"	"226"	"226"	"1"	"0"
"14865"	"4"	"14"	"6"	"2"	"299"	"52"	"11"	"25"	"0"	"12"	"0"	"0"	"1"	"0"	"1"	"69"	"4"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"176"	"176"	"5"	"5"	"0"	"186"	"186"	"1"	"0"
"14866"	"4"	"14"	"6"	"1"	"299"	"46"	"10"	"23"	"1"	"13"	"0"	"0"	"2"	"0"	"0"	"92"	"3"	"1"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"92"	"3"	"1"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"195"	"195"	"6"	"5"	"0"	"206"	"206"	"1"	"0"
"14867"	"4"	"14"	"6"	"1"	"376"	"40"	"103"	"14"	"0"	"21"	"1"	"3"	"5"	"2"	"6"	"65"	"0"	"0"	"9"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"270"	"270"	"21"	"15"	"0"	"306"	"306"	"1"	"0"
"14868"	"4"	"14"	"6"	"1"	"380"	"94"	"43"	"10"	"0"	"36"	"0"	"1"	"5"	"2"	"0"	"45"	"3"	"0"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"246"	"246"	"14"	"21"	"0"	"281"	"281"	"1"	"0"
"14869"	"4"	"14"	"6"	"1"	"380"	"54"	"48"	"27"	"1"	"0"	"1"	"0"	"4"	"0"	"3"	"97"	"0"	"3"	"13"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"307"	"252"	"22"	"13"	"0"	"342"	"287"	"0"	"0"
"14870"	"4"	"14"	"6"	"1"	"380"	"51"	"79"	"21"	"2"	"33"	"2"	"2"	"6"	"0"	"3"	"63"	"2"	"1"	"7"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"274"	"274"	"21"	"16"	"0"	"311"	"311"	"1"	"0"
"14871"	"4"	"14"	"6"	"1"	"380"	"80"	"74"	"30"	"0"	"30"	"0"	"2"	"7"	"0"	"3"	"52"	"3"	"0"	"10"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"293"	"293"	"12"	"15"	"0"	"320"	"320"	"1"	"0"
"14872"	"4"	"14"	"6"	"1"	"376"	"72"	"73"	"24"	"1"	"24"	"1"	"0"	"4"	"0"	"4"	"54"	"6"	"0"	"12"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"275"	"275"	"8"	"17"	"0"	"300"	"300"	"1"	"0"
"14873"	"4"	"14"	"6"	"1"	"380"	"59"	"92"	"12"	"3"	"27"	"0"	"0"	"4"	"0"	"0"	"55"	"7"	"0"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"266"	"266"	"17"	"9"	"0"	"292"	"292"	"1"	"0"
"14874"	"4"	"14"	"6"	"1"	"380"	"56"	"91"	"19"	"0"	"19"	"3"	"0"	"5"	"0"	"3"	"54"	"2"	"0"	"7"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"260"	"260"	"16"	"8"	"0"	"284"	"284"	"1"	"0"
"14875"	"4"	"14"	"6"	"1"	"300"	"36"	"72"	"9"	"1"	"27"	"3"	"1"	"4"	"0"	"3"	"34"	"2"	"1"	"8"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"202"	"202"	"3"	"4"	"0"	"209"	"209"	"1"	"0"
"14876"	"4"	"14"	"6"	"1"	"300"	"49"	"69"	"18"	"1"	"18"	"2"	"1"	"2"	"0"	"4"	"58"	"1"	"0"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"227"	"227"	"2"	"7"	"0"	"236"	"236"	"1"	"0"
"14877"	"4"	"14"	"6"	"2"	"380"	"100"	"17"	"24"	"1"	"0"	"1"	"3"	"3"	"0"	"2"	"61"	"0"	"0"	"27"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"242"	"242"	"7"	"25"	"0"	"274"	"274"	"1"	"0"
"14878"	"4"	"14"	"6"	"2"	"380"	"105"	"42"	"17"	"1"	"13"	"2"	"0"	"0"	"2"	"2"	"56"	"0"	"0"	"23"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"263"	"263"	"11"	"21"	"0"	"295"	"295"	"1"	"0"
"14879"	"4"	"14"	"6"	"2"	"380"	"139"	"22"	"18"	"0"	"11"	"1"	"0"	"1"	"0"	"2"	"56"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"203"	"253"	"20"	"16"	"0"	"289"	"289"	"0"	"0"
"14880"	"4"	"14"	"6"	"2"	"380"	"144"	"14"	"28"	"0"	"14"	"1"	"2"	"2"	"2"	"1"	"48"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"258"	"258"	"14"	"29"	"0"	"301"	"301"	"1"	"0"
"14881"	"4"	"14"	"6"	"2"	"380"	"144"	"22"	"25"	"1"	"14"	"1"	"0"	"1"	"0"	"1"	"57"	"1"	"2"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"273"	"273"	"7"	"13"	"0"	"293"	"293"	"1"	"0"
"14882"	"4"	"14"	"6"	"2"	"315"	"95"	"12"	"24"	"2"	"16"	"2"	"2"	"0"	"1"	"3"	"34"	"1"	"0"	"6"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"199"	"199"	"10"	"7"	"0"	"216"	"216"	"1"	"0"
"14883"	"4"	"14"	"6"	"2"	"315"	"121"	"15"	"25"	"0"	"12"	"1"	"0"	"0"	"2"	"1"	"48"	"0"	"1"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"232"	"232"	"2"	"8"	"0"	"242"	"242"	"1"	"0"
"14884"	"4"	"14"	"6"	"1"	"380"	"80"	"37"	"11"	"0"	"24"	"2"	"2"	"2"	"0"	"3"	"30"	"5"	"15"	"5"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"216"	"217"	"24"	"13"	"1"	"254"	"254"	"0"	"0"
"14885"	"4"	"14"	"6"	"1"	"376"	"85"	"45"	"6"	"2"	"30"	"2"	"3"	"3"	"0"	"1"	"34"	"3"	"27"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"34"	"3"	"27"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"244"	"244"	"11"	"10"	"0"	"265"	"265"	"1"	"0"
"14886"	"4"	"14"	"6"	"1"	"380"	"62"	"69"	"13"	"2"	"3"	"3"	"7"	"3"	"1"	"2"	"52"	"6"	"9"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"260"	"233"	"15"	"21"	"0"	"296"	"269"	"0"	"0"
"14887"	"4"	"14"	"6"	"1"	"380"	"68"	"28"	"21"	"0"	"24"	"0"	"1"	"1"	"0"	"1"	"54"	"2"	"5"	"2"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"208"	"208"	"11"	"13"	"0"	"232"	"232"	"1"	"0"
"14888"	"4"	"14"	"6"	"1"	"379"	"79"	"45"	"23"	"3"	"27"	"2"	"0"	"1"	"0"	"6"	"12"	"4"	"5"	"4"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"213"	"213"	"15"	"18"	"0"	"246"	"246"	"1"	"0"
"14889"	"4"	"14"	"6"	"1"	"380"	"121"	"34"	"9"	"2"	"35"	"1"	"2"	"1"	"1"	"2"	"9"	"2"	"5"	"5"	"1"	"4"	"0"	"0"	"0"	"0"	"9"	"2"	"5"	"5"	"1"	"4"	"0"	"0"	"0"	"0"	"234"	"234"	"9"	"18"	"0"	"261"	"261"	"1"	"0"
"14890"	"4"	"14"	"6"	"1"	"380"	"66"	"12"	"15"	"1"	"13"	"3"	"3"	"4"	"0"	"3"	"30"	"2"	"0"	"33"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"188"	"188"	"11"	"13"	"0"	"212"	"212"	"1"	"0"
"14891"	"4"	"14"	"6"	"1"	"376"	"90"	"20"	"0"	"5"	"22"	"2"	"3"	"2"	"0"	"6"	"9"	"3"	"0"	"4"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"175"	"167"	"8"	"19"	"0"	"202"	"194"	"0"	"0"
"14892"	"4"	"14"	"6"	"1"	"380"	"67"	"41"	"23"	"4"	"8"	"2"	"3"	"4"	"0"	"10"	"18"	"3"	"7"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"18"	"3"	"7"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"192"	"192"	"14"	"16"	"0"	"222"	"222"	"1"	"0"
"14893"	"4"	"14"	"6"	"1"	"375"	"61"	"41"	"12"	"3"	"21"	"1"	"0"	"2"	"0"	"2"	"29"	"6"	"5"	"5"	"0"	"1"	"0"	"0"	"0"	"0"	"29"	"6"	"5"	"5"	"0"	"1"	"0"	"0"	"0"	"0"	"189"	"189"	"3"	"10"	"0"	"202"	"202"	"1"	"0"
"14894"	"4"	"14"	"6"	"1"	"380"	"74"	"20"	"26"	"2"	"32"	"2"	"2"	"2"	"1"	"5"	"17"	"3"	"4"	"7"	"0"	"1"	"0"	"0"	"0"	"0"	"17"	"3"	"4"	"7"	"0"	"1"	"0"	"0"	"0"	"0"	"198"	"198"	"13"	"21"	"0"	"232"	"232"	"1"	"0"
"14895"	"4"	"14"	"6"	"1"	"375"	"75"	"42"	"5"	"0"	"16"	"1"	"3"	"2"	"2"	"3"	"21"	"4"	"11"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"21"	"4"	"11"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"186"	"186"	"13"	"11"	"0"	"210"	"210"	"1"	"0"
"14896"	"4"	"14"	"6"	"1"	"380"	"76"	"38"	"8"	"5"	"18"	"3"	"2"	"3"	"0"	"3"	"18"	"1"	"13"	"1"	"0"	"2"	"0"	"0"	"0"	"0"	"18"	"1"	"13"	"1"	"0"	"2"	"0"	"0"	"0"	"0"	"191"	"191"	"10"	"20"	"0"	"221"	"221"	"1"	"0"
"14897"	"4"	"14"	"6"	"1"	"380"	"77"	"35"	"7"	"0"	"16"	"1"	"1"	"1"	"0"	"2"	"20"	"1"	"8"	"2"	"0"	"1"	"0"	"0"	"0"	"0"	"20"	"1"	"8"	"2"	"0"	"1"	"0"	"0"	"0"	"0"	"172"	"172"	"12"	"11"	"0"	"195"	"195"	"1"	"0"
"14898"	"4"	"14"	"6"	"1"	"291"	"46"	"30"	"9"	"3"	"13"	"2"	"3"	"1"	"0"	"6"	"18"	"5"	"6"	"4"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"147"	"147"	"6"	"4"	"0"	"157"	"157"	"1"	"0"
"14899"	"4"	"14"	"6"	"1"	"292"	"60"	"32"	"7"	"1"	"17"	"0"	"0"	"2"	"1"	"2"	"23"	"4"	"8"	"3"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"161"	"161"	"4"	"6"	"0"	"171"	"171"	"1"	"0"
"14900"	"4"	"14"	"6"	"2"	"380"	"114"	"5"	"24"	"0"	"48"	"5"	"3"	"4"	"0"	"23"	"15"	"1"	"0"	"4"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"248"	"248"	"9"	"15"	"2"	"272"	"272"	"1"	"0"
"14901"	"4"	"14"	"6"	"1"	"380"	"105"	"5"	"27"	"0"	"37"	"1"	"1"	"5"	"0"	"21"	"22"	"0"	"1"	"3"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"229"	"229"	"12"	"21"	"0"	"262"	"262"	"1"	"0"
"14902"	"4"	"14"	"6"	"2"	"380"	"88"	"4"	"25"	"2"	"84"	"4"	"0"	"7"	"0"	"23"	"25"	"1"	"0"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"268"	"268"	"16"	"7"	"0"	"291"	"291"	"1"	"0"
"14903"	"4"	"14"	"6"	"2"	"380"	"82"	"4"	"63"	"2"	"80"	"8"	"2"	"5"	"1"	"9"	"14"	"1"	"0"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"274"	"274"	"11"	"10"	"0"	"295"	"295"	"1"	"0"
"14904"	"4"	"14"	"6"	"2"	"380"	"77"	"6"	"117"	"1"	"34"	"3"	"0"	"3"	"0"	"15"	"18"	"1"	"1"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"280"	"280"	"11"	"3"	"1"	"294"	"294"	"1"	"0"
