"MESA"	"TIPO_ELECCION"	"DEPTO"	"MUNI"	"ESTADO_ACTA"	"CANTIDAD_PAPELETAS"	"VAMOS"	"FUERZA"	"CREO"	"UNIONISTA"	"CONVERGENCIA"	"VALOR"	"UNE"	"UNIDOS"	"LIBRE"	"VICTORIA"	"FCN_NACION"	"BIEN"	"PHG"	"PC"	"URNG_MAIZ"	"VIVA"	"V17"	"V18"	"V19"	"V20"	"V21"	"V22"	"V23"	"V24"	"V25"	"V26"	"V27"	"V28"	"V29"	"V30"	"VOTOS_VALIDOS_ACTA"	"VOTOS_VALIDOS"	"NULOS"	"BLANCOS"	"INVALIDOS"	"TOTAL_ACTA"	"TOTAL_VOTOS"	"ACTA_CUADRA"	"IMPUGNACIONES"
"4422"	"4"	"1"	"16"	"2"	"381"	"6"	"5"	"3"	"19"	"0"	"60"	"118"	"0"	"5"	"6"	"1"	"1"	"11"	"0"	"1"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"239"	"239"	"2"	"2"	"0"	"243"	"243"	"1"	"0"
"4423"	"4"	"1"	"16"	"2"	"246"	"7"	"5"	"2"	"12"	"0"	"40"	"86"	"1"	"1"	"1"	"0"	"2"	"8"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"168"	"168"	"0"	"1"	"0"	"169"	"169"	"1"	"0"
"4424"	"4"	"1"	"16"	"2"	"246"	"7"	"3"	"2"	"13"	"0"	"31"	"53"	"2"	"1"	"1"	"0"	"0"	"5"	"1"	"2"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"123"	"123"	"9"	"0"	"0"	"132"	"132"	"1"	"0"
"4425"	"4"	"1"	"16"	"2"	"376"	"4"	"6"	"5"	"61"	"1"	"16"	"42"	"1"	"55"	"5"	"21"	"2"	"1"	"1"	"0"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"226"	"226"	"24"	"6"	"0"	"256"	"256"	"1"	"0"
"4426"	"4"	"1"	"16"	"2"	"378"	"2"	"3"	"6"	"51"	"3"	"13"	"46"	"1"	"75"	"0"	"22"	"2"	"5"	"2"	"2"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"236"	"236"	"31"	"10"	"0"	"277"	"277"	"1"	"0"
"4427"	"4"	"1"	"16"	"2"	"375"	"10"	"1"	"3"	"54"	"1"	"16"	"49"	"0"	"73"	"1"	"22"	"2"	"5"	"0"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"240"	"240"	"28"	"12"	"1"	"280"	"280"	"1"	"0"
"4428"	"4"	"1"	"16"	"2"	"380"	"4"	"4"	"2"	"54"	"7"	"14"	"39"	"1"	"71"	"2"	"30"	"2"	"3"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"235"	"235"	"12"	"8"	"0"	"255"	"255"	"1"	"0"
"4429"	"4"	"1"	"16"	"2"	"380"	"5"	"0"	"2"	"56"	"6"	"12"	"47"	"0"	"70"	"2"	"17"	"0"	"3"	"1"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"224"	"224"	"18"	"6"	"0"	"248"	"248"	"1"	"0"
"4430"	"4"	"1"	"16"	"2"	"374"	"2"	"2"	"3"	"53"	"1"	"15"	"38"	"1"	"60"	"2"	"26"	"1"	"4"	"0"	"2"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"212"	"212"	"18"	"10"	"1"	"240"	"240"	"1"	"0"
"4431"	"4"	"1"	"16"	"2"	"271"	"1"	"2"	"1"	"41"	"0"	"9"	"29"	"0"	"44"	"2"	"17"	"0"	"2"	"2"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"153"	"153"	"18"	"4"	"0"	"175"	"175"	"1"	"0"
"4432"	"4"	"1"	"16"	"2"	"273"	"5"	"5"	"2"	"42"	"5"	"9"	"12"	"0"	"44"	"2"	"16"	"2"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"147"	"147"	"13"	"4"	"1"	"164"	"164"	"1"	"0"
"4433"	"4"	"1"	"16"	"2"	"380"	"7"	"32"	"4"	"60"	"1"	"22"	"45"	"0"	"33"	"3"	"5"	"1"	"7"	"0"	"4"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"227"	"227"	"16"	"5"	"0"	"248"	"248"	"1"	"0"
"4434"	"4"	"1"	"16"	"2"	"276"	"4"	"39"	"2"	"61"	"2"	"48"	"24"	"0"	"22"	"0"	"3"	"4"	"9"	"1"	"2"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"224"	"224"	"19"	"8"	"0"	"251"	"251"	"1"	"0"
"4435"	"4"	"1"	"16"	"2"	"378"	"6"	"46"	"2"	"63"	"5"	"28"	"32"	"1"	"32"	"0"	"4"	"2"	"6"	"2"	"2"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"233"	"233"	"23"	"3"	"0"	"259"	"259"	"1"	"0"
"4436"	"4"	"1"	"16"	"2"	"380"	"4"	"47"	"6"	"51"	"9"	"43"	"21"	"1"	"38"	"0"	"3"	"0"	"0"	"2"	"1"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"235"	"232"	"13"	"0"	"0"	"248"	"245"	"0"	"0"
"4437"	"4"	"1"	"16"	"2"	"374"	"4"	"39"	"4"	"53"	"3"	"40"	"28"	"1"	"41"	"0"	"8"	"3"	"6"	"6"	"0"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"241"	"241"	"26"	"3"	"0"	"270"	"270"	"1"	"0"
"4438"	"4"	"1"	"16"	"2"	"380"	"2"	"33"	"5"	"69"	"3"	"45"	"23"	"0"	"33"	"0"	"4"	"3"	"5"	"2"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"230"	"230"	"9"	"5"	"0"	"244"	"244"	"1"	"0"
"4439"	"4"	"1"	"16"	"2"	"374"	"7"	"34"	"5"	"49"	"0"	"40"	"26"	"0"	"40"	"1"	"5"	"1"	"4"	"1"	"2"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"222"	"222"	"8"	"2"	"0"	"232"	"232"	"1"	"0"
"4440"	"4"	"1"	"16"	"2"	"374"	"6"	"22"	"5"	"74"	"1"	"43"	"26"	"1"	"23"	"0"	"5"	"1"	"4"	"1"	"2"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"222"	"222"	"12"	"6"	"0"	"240"	"240"	"1"	"0"
"4441"	"4"	"1"	"16"	"2"	"380"	"7"	"34"	"5"	"72"	"1"	"38"	"19"	"1"	"41"	"3"	"5"	"0"	"4"	"4"	"1"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"239"	"239"	"6"	"2"	"0"	"247"	"247"	"1"	"0"
"4442"	"4"	"1"	"16"	"2"	"374"	"4"	"40"	"12"	"70"	"1"	"28"	"25"	"1"	"34"	"1"	"4"	"0"	"3"	"6"	"6"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"241"	"241"	"13"	"3"	"0"	"257"	"257"	"1"	"0"
"4443"	"4"	"1"	"16"	"2"	"376"	"5"	"37"	"4"	"53"	"4"	"31"	"30"	"0"	"30"	"3"	"2"	"2"	"4"	"5"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"214"	"213"	"22"	"5"	"0"	"241"	"240"	"0"	"0"
"4444"	"4"	"1"	"16"	"2"	"374"	"4"	"22"	"4"	"75"	"1"	"38"	"28"	"0"	"32"	"3"	"3"	"1"	"1"	"0"	"1"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"217"	"217"	"19"	"5"	"0"	"241"	"241"	"1"	"0"
"4445"	"4"	"1"	"16"	"2"	"378"	"1"	"30"	"4"	"70"	"2"	"29"	"22"	"1"	"27"	"0"	"1"	"0"	"8"	"2"	"4"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"203"	"203"	"19"	"3"	"0"	"225"	"225"	"1"	"0"
"4446"	"4"	"1"	"16"	"2"	"371"	"3"	"32"	"5"	"66"	"2"	"36"	"15"	"1"	"28"	"2"	"2"	"0"	"4"	"1"	"1"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"202"	"202"	"12"	"1"	"0"	"215"	"215"	"1"	"0"
"4447"	"4"	"1"	"16"	"2"	"370"	"2"	"37"	"4"	"59"	"1"	"37"	"23"	"2"	"40"	"1"	"3"	"0"	"7"	"1"	"4"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"223"	"223"	"12"	"1"	"0"	"236"	"236"	"1"	"0"
"4448"	"4"	"1"	"16"	"2"	"376"	"3"	"3"	"8"	"23"	"8"	"9"	"41"	"1"	"55"	"15"	"25"	"7"	"5"	"1"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"197"	"208"	"35"	"9"	"0"	"252"	"252"	"0"	"0"
"4449"	"4"	"1"	"16"	"1"	"380"	"3"	"5"	"13"	"22"	"11"	"23"	"25"	"0"	"28"	"13"	"29"	"6"	"2"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"29"	"6"	"2"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"182"	"182"	"19"	"2"	"0"	"203"	"203"	"1"	"0"
"4450"	"4"	"1"	"16"	"2"	"305"	"4"	"2"	"10"	"16"	"14"	"12"	"22"	"3"	"24"	"11"	"14"	"3"	"9"	"0"	"1"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"148"	"148"	"16"	"6"	"0"	"170"	"170"	"1"	"0"
"4451"	"4"	"1"	"16"	"2"	"301"	"0"	"7"	"12"	"16"	"12"	"6"	"17"	"1"	"23"	"6"	"18"	"2"	"8"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"130"	"130"	"11"	"3"	"0"	"144"	"144"	"1"	"0"
"4452"	"4"	"1"	"16"	"2"	"380"	"7"	"3"	"3"	"44"	"0"	"48"	"40"	"0"	"68"	"1"	"52"	"3"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"273"	"273"	"27"	"5"	"0"	"305"	"305"	"1"	"0"
"4453"	"4"	"1"	"16"	"2"	"376"	"6"	"4"	"2"	"36"	"0"	"45"	"32"	"3"	"77"	"1"	"57"	"1"	"1"	"2"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"270"	"270"	"20"	"5"	"0"	"295"	"295"	"1"	"0"
"4454"	"4"	"1"	"16"	"2"	"291"	"5"	"0"	"1"	"27"	"1"	"32"	"33"	"1"	"56"	"0"	"41"	"1"	"2"	"0"	"2"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"204"	"204"	"16"	"7"	"0"	"227"	"227"	"1"	"0"
"4455"	"4"	"1"	"16"	"2"	"291"	"7"	"3"	"0"	"29"	"1"	"34"	"30"	"0"	"45"	"1"	"31"	"0"	"1"	"3"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"186"	"186"	"17"	"5"	"0"	"208"	"208"	"1"	"0"
"4456"	"4"	"1"	"16"	"2"	"396"	"9"	"9"	"6"	"139"	"1"	"16"	"57"	"4"	"4"	"0"	"3"	"2"	"7"	"11"	"10"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"281"	"281"	"15"	"3"	"0"	"299"	"299"	"1"	"0"
"4457"	"4"	"1"	"16"	"2"	"398"	"3"	"13"	"5"	"130"	"2"	"19"	"59"	"9"	"6"	"0"	"0"	"3"	"3"	"13"	"2"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"270"	"270"	"12"	"3"	"0"	"285"	"285"	"1"	"0"
"4458"	"4"	"1"	"16"	"2"	"396"	"8"	"10"	"4"	"90"	"3"	"20"	"58"	"7"	"9"	"4"	"2"	"2"	"1"	"11"	"5"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"236"	"236"	"22"	"6"	"0"	"264"	"264"	"1"	"0"
"4459"	"4"	"1"	"16"	"2"	"392"	"8"	"4"	"5"	"112"	"3"	"21"	"42"	"8"	"8"	"1"	"0"	"2"	"2"	"8"	"3"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"230"	"230"	"17"	"5"	"0"	"252"	"252"	"1"	"0"
"4460"	"4"	"1"	"16"	"2"	"396"	"3"	"7"	"8"	"116"	"3"	"14"	"48"	"7"	"13"	"1"	"6"	"2"	"4"	"9"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"242"	"242"	"14"	"3"	"0"	"259"	"259"	"1"	"0"
"4461"	"4"	"1"	"16"	"2"	"400"	"4"	"7"	"7"	"130"	"0"	"12"	"53"	"7"	"7"	"2"	"6"	"3"	"8"	"6"	"4"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"259"	"259"	"12"	"7"	"0"	"178"	"278"	"0"	"0"
"4462"	"4"	"1"	"16"	"2"	"400"	"3"	"10"	"2"	"139"	"0"	"18"	"43"	"4"	"7"	"1"	"3"	"2"	"5"	"8"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"247"	"247"	"18"	"1"	"0"	"266"	"266"	"1"	"0"
"4463"	"4"	"1"	"16"	"2"	"393"	"2"	"15"	"2"	"112"	"0"	"12"	"50"	"8"	"5"	"1"	"4"	"0"	"3"	"8"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"224"	"224"	"21"	"3"	"0"	"248"	"248"	"1"	"0"
"4464"	"4"	"1"	"16"	"2"	"271"	"3"	"2"	"1"	"82"	"0"	"12"	"17"	"1"	"2"	"0"	"1"	"0"	"5"	"1"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"130"	"130"	"5"	"1"	"0"	"136"	"136"	"1"	"0"
"4465"	"4"	"1"	"16"	"2"	"271"	"4"	"7"	"4"	"84"	"1"	"13"	"16"	"8"	"3"	"0"	"2"	"0"	"0"	"2"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"147"	"147"	"3"	"2"	"0"	"152"	"152"	"1"	"0"
"4466"	"4"	"1"	"16"	"2"	"377"	"14"	"6"	"5"	"54"	"1"	"26"	"104"	"0"	"9"	"2"	"7"	"1"	"3"	"13"	"10"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"258"	"260"	"14"	"5"	"1"	"280"	"279"	"0"	"0"
"4467"	"4"	"1"	"16"	"2"	"398"	"12"	"5"	"5"	"45"	"0"	"25"	"97"	"3"	"15"	"4"	"17"	"3"	"6"	"11"	"3"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"259"	"259"	"10"	"10"	"0"	"279"	"279"	"1"	"0"
"4468"	"4"	"1"	"16"	"2"	"394"	"6"	"7"	"8"	"55"	"2"	"36"	"98"	"5"	"17"	"0"	"9"	"2"	"5"	"12"	"6"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"271"	"271"	"13"	"4"	"0"	"288"	"288"	"1"	"0"
"4469"	"4"	"1"	"16"	"2"	"400"	"11"	"7"	"4"	"48"	"1"	"30"	"117"	"2"	"12"	"1"	"7"	"3"	"1"	"5"	"7"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"258"	"258"	"14"	"5"	"0"	"277"	"277"	"1"	"0"
"4470"	"4"	"1"	"16"	"2"	"400"	"9"	"6"	"7"	"51"	"2"	"25"	"97"	"2"	"7"	"1"	"6"	"2"	"5"	"8"	"10"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"243"	"243"	"10"	"6"	"0"	"259"	"259"	"1"	"0"
"4471"	"4"	"1"	"16"	"2"	"396"	"10"	"15"	"1"	"51"	"4"	"24"	"76"	"3"	"10"	"1"	"6"	"1"	"12"	"13"	"3"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"234"	"234"	"15"	"2"	"0"	"251"	"251"	"1"	"0"
"4472"	"4"	"1"	"16"	"2"	"400"	"11"	"6"	"2"	"73"	"0"	"29"	"95"	"2"	"14"	"0"	"1"	"1"	"12"	"8"	"2"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"258"	"258"	"10"	"4"	"1"	"272"	"272"	"1"	"0"
"4473"	"4"	"1"	"16"	"2"	"400"	"8"	"9"	"4"	"59"	"3"	"24"	"86"	"0"	"20"	"4"	"8"	"0"	"9"	"8"	"5"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"250"	"250"	"17"	"3"	"0"	"270"	"270"	"1"	"0"
"4474"	"4"	"1"	"16"	"2"	"400"	"13"	"7"	"5"	"53"	"0"	"24"	"88"	"3"	"17"	"2"	"7"	"5"	"4"	"20"	"5"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"256"	"256"	"18"	"7"	"0"	"281"	"281"	"1"	"0"
"4475"	"4"	"1"	"16"	"2"	"390"	"8"	"8"	"5"	"49"	"1"	"19"	"100"	"1"	"10"	"0"	"12"	"4"	"9"	"10"	"8"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"248"	"248"	"13"	"5"	"0"	"266"	"266"	"1"	"0"
"4476"	"4"	"1"	"16"	"2"	"400"	"9"	"6"	"5"	"56"	"0"	"21"	"90"	"4"	"14"	"1"	"7"	"0"	"4"	"5"	"2"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"226"	"226"	"11"	"3"	"0"	"240"	"240"	"1"	"0"
"4477"	"4"	"1"	"16"	"2"	"391"	"8"	"8"	"3"	"57"	"0"	"12"	"73"	"2"	"12"	"0"	"4"	"0"	"13"	"12"	"2"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"208"	"208"	"7"	"2"	"0"	"217"	"217"	"1"	"0"
"4478"	"4"	"1"	"16"	"2"	"239"	"5"	"1"	"2"	"36"	"1"	"20"	"39"	"2"	"11"	"1"	"2"	"1"	"9"	"12"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"144"	"144"	"6"	"0"	"0"	"150"	"150"	"1"	"0"
"4479"	"4"	"1"	"16"	"2"	"237"	"7"	"3"	"2"	"35"	"0"	"20"	"45"	"4"	"6"	"0"	"2"	"0"	"5"	"8"	"2"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"141"	"141"	"6"	"1"	"0"	"148"	"148"	"1"	"0"
"4480"	"4"	"1"	"16"	"2"	"600"	"5"	"8"	"7"	"44"	"1"	"24"	"70"	"1"	"14"	"7"	"7"	"3"	"10"	"10"	"8"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"224"	"224"	"18"	"4"	"0"	"246"	"246"	"1"	"0"
"4481"	"4"	"1"	"16"	"2"	"600"	"9"	"13"	"1"	"40"	"0"	"29"	"80"	"4"	"19"	"4"	"5"	"0"	"10"	"8"	"10"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"237"	"237"	"21"	"11"	"0"	"269"	"269"	"1"	"0"
"4482"	"4"	"1"	"16"	"2"	"593"	"7"	"8"	"9"	"41"	"0"	"22"	"70"	"6"	"19"	"9"	"1"	"4"	"11"	"5"	"3"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"217"	"217"	"8"	"2"	"0"	"227"	"227"	"1"	"0"
"4483"	"4"	"1"	"16"	"2"	"600"	"12"	"11"	"9"	"36"	"3"	"21"	"66"	"1"	"15"	"9"	"2"	"0"	"13"	"6"	"3"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"217"	"211"	"15"	"1"	"0"	"233"	"227"	"0"	"0"
"4484"	"4"	"1"	"16"	"2"	"600"	"9"	"13"	"8"	"49"	"1"	"37"	"74"	"2"	"23"	"6"	"2"	"1"	"10"	"12"	"8"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"260"	"260"	"20"	"6"	"0"	"286"	"286"	"1"	"0"
"4485"	"4"	"1"	"16"	"2"	"600"	"11"	"10"	"3"	"42"	"0"	"22"	"70"	"5"	"13"	"4"	"5"	"1"	"11"	"9"	"10"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"223"	"223"	"10"	"6"	"0"	"239"	"239"	"1"	"0"
"4486"	"4"	"1"	"16"	"2"	"595"	"3"	"10"	"6"	"29"	"1"	"29"	"78"	"0"	"12"	"11"	"3"	"1"	"13"	"11"	"7"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"223"	"223"	"13"	"2"	"0"	"238"	"238"	"1"	"0"
"4487"	"4"	"1"	"16"	"2"	"460"	"8"	"3"	"0"	"25"	"1"	"16"	"36"	"2"	"14"	"2"	"2"	"1"	"3"	"8"	"7"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"131"	"131"	"10"	"2"	"1"	"143"	"143"	"1"	"0"
"4488"	"4"	"1"	"16"	"2"	"460"	"4"	"2"	"0"	"13"	"1"	"6"	"15"	"0"	"13"	"2"	"2"	"1"	"4"	"3"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"69"	"69"	"2"	"0"	"0"	"71"	"71"	"1"	"0"
