"MESA"	"TIPO_ELECCION"	"DEPTO"	"MUNI"	"ESTADO_ACTA"	"CANTIDAD_PAPELETAS"	"VAMOS"	"FUERZA"	"CREO"	"UNIONISTA"	"CONVERGENCIA"	"VALOR"	"UNE"	"UNIDOS"	"LIBRE"	"VICTORIA"	"FCN_NACION"	"BIEN"	"PHG"	"PC"	"URNG_MAIZ"	"VIVA"	"V17"	"V18"	"V19"	"V20"	"V21"	"V22"	"V23"	"V24"	"V25"	"V26"	"V27"	"V28"	"V29"	"V30"	"VOTOS_VALIDOS_ACTA"	"VOTOS_VALIDOS"	"NULOS"	"BLANCOS"	"INVALIDOS"	"TOTAL_ACTA"	"TOTAL_VOTOS"	"ACTA_CUADRA"	"IMPUGNACIONES"
"4347"	"4"	"1"	"16"	"1"	"375"	"8"	"12"	"8"	"30"	"1"	"42"	"81"	"2"	"18"	"7"	"8"	"6"	"9"	"4"	"1"	"11"	"0"	"0"	"0"	"0"	"8"	"6"	"9"	"4"	"1"	"11"	"0"	"0"	"0"	"0"	"248"	"248"	"15"	"4"	"0"	"267"	"267"	"1"	"0"
"4348"	"4"	"1"	"16"	"2"	"374"	"6"	"9"	"8"	"32"	"3"	"47"	"72"	"1"	"14"	"9"	"3"	"3"	"5"	"3"	"4"	"10"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"229"	"229"	"12"	"3"	"0"	"244"	"244"	"1"	"0"
"4349"	"4"	"1"	"16"	"1"	"376"	"7"	"10"	"8"	"27"	"0"	"45"	"61"	"0"	"29"	"15"	"3"	"4"	"12"	"2"	"4"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"234"	"234"	"9"	"3"	"0"	"246"	"246"	"1"	"0"
"4350"	"4"	"1"	"16"	"2"	"376"	"9"	"34"	"3"	"26"	"3"	"50"	"66"	"1"	"15"	"12"	"5"	"4"	"5"	"2"	"4"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"247"	"247"	"3"	"4"	"0"	"254"	"254"	"1"	"0"
"4351"	"4"	"1"	"16"	"2"	"380"	"5"	"16"	"10"	"16"	"1"	"54"	"61"	"2"	"20"	"11"	"3"	"2"	"10"	"11"	"5"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"221"	"231"	"7"	"1"	"0"	"229"	"239"	"0"	"0"
"4352"	"4"	"1"	"16"	"2"	"380"	"5"	"24"	"8"	"36"	"1"	"57"	"68"	"2"	"19"	"2"	"1"	"1"	"6"	"0"	"2"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"236"	"236"	"5"	"0"	"0"	"241"	"241"	"1"	"0"
"4353"	"4"	"1"	"16"	"2"	"380"	"8"	"12"	"3"	"29"	"2"	"61"	"68"	"1"	"14"	"9"	"2"	"2"	"5"	"2"	"5"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"228"	"228"	"9"	"3"	"0"	"240"	"240"	"1"	"0"
"4354"	"4"	"1"	"16"	"2"	"373"	"12"	"15"	"7"	"28"	"3"	"33"	"69"	"7"	"15"	"9"	"5"	"1"	"5"	"0"	"3"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"217"	"217"	"12"	"1"	"0"	"230"	"230"	"1"	"0"
"4355"	"4"	"1"	"16"	"1"	"374"	"7"	"14"	"13"	"25"	"1"	"48"	"71"	"4"	"12"	"8"	"3"	"2"	"10"	"1"	"6"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"231"	"231"	"12"	"5"	"0"	"248"	"248"	"1"	"0"
"4356"	"4"	"1"	"16"	"1"	"380"	"2"	"18"	"6"	"25"	"1"	"42"	"80"	"1"	"15"	"9"	"3"	"2"	"15"	"2"	"4"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"228"	"228"	"11"	"0"	"0"	"239"	"239"	"1"	"0"
"4357"	"4"	"1"	"16"	"1"	"380"	"8"	"14"	"10"	"25"	"3"	"55"	"66"	"3"	"16"	"11"	"5"	"2"	"11"	"1"	"3"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"238"	"238"	"12"	"5"	"0"	"255"	"255"	"1"	"0"
"4358"	"4"	"1"	"16"	"1"	"380"	"14"	"19"	"6"	"26"	"1"	"53"	"57"	"1"	"18"	"11"	"3"	"1"	"10"	"0"	"2"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"227"	"227"	"8"	"2"	"0"	"237"	"237"	"1"	"0"
"4359"	"4"	"1"	"16"	"1"	"376"	"3"	"10"	"9"	"30"	"1"	"63"	"63"	"3"	"21"	"15"	"2"	"2"	"9"	"2"	"6"	"3"	"0"	"0"	"0"	"0"	"2"	"2"	"9"	"2"	"6"	"3"	"0"	"0"	"0"	"0"	"242"	"242"	"3"	"3"	"0"	"248"	"248"	"1"	"0"
"4360"	"4"	"1"	"16"	"1"	"374"	"7"	"10"	"9"	"24"	"2"	"42"	"49"	"2"	"22"	"15"	"4"	"4"	"7"	"1"	"5"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"210"	"210"	"9"	"3"	"1"	"222"	"222"	"1"	"0"
"4361"	"4"	"1"	"16"	"1"	"374"	"5"	"13"	"11"	"17"	"0"	"63"	"71"	"3"	"22"	"8"	"6"	"4"	"13"	"1"	"2"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"247"	"247"	"8"	"1"	"0"	"256"	"256"	"1"	"0"
"4362"	"4"	"1"	"16"	"1"	"372"	"11"	"18"	"11"	"24"	"0"	"58"	"56"	"4"	"22"	"11"	"0"	"5"	"11"	"1"	"3"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"245"	"242"	"14"	"0"	"0"	"259"	"256"	"0"	"1"
"4363"	"4"	"1"	"16"	"1"	"376"	"6"	"15"	"10"	"26"	"1"	"51"	"79"	"1"	"30"	"15"	"4"	"4"	"9"	"1"	"3"	"8"	"0"	"0"	"0"	"0"	"4"	"4"	"9"	"1"	"3"	"8"	"0"	"0"	"0"	"0"	"263"	"263"	"7"	"2"	"0"	"272"	"272"	"1"	"0"
"4364"	"4"	"1"	"16"	"1"	"376"	"9"	"18"	"10"	"28"	"1"	"53"	"76"	"2"	"23"	"7"	"3"	"2"	"10"	"0"	"6"	"11"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"259"	"259"	"13"	"3"	"0"	"275"	"275"	"1"	"0"
"4365"	"4"	"1"	"16"	"1"	"380"	"8"	"9"	"6"	"34"	"1"	"46"	"82"	"5"	"20"	"6"	"2"	"2"	"14"	"0"	"4"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"247"	"247"	"16"	"6"	"0"	"269"	"269"	"1"	"0"
"4366"	"4"	"1"	"16"	"1"	"379"	"10"	"10"	"10"	"27"	"2"	"71"	"62"	"0"	"27"	"11"	"1"	"2"	"6"	"1"	"3"	"4"	"0"	"0"	"0"	"0"	"1"	"2"	"6"	"1"	"3"	"4"	"0"	"0"	"0"	"0"	"247"	"247"	"14"	"5"	"0"	"266"	"266"	"1"	"0"
"4367"	"4"	"1"	"16"	"1"	"376"	"6"	"12"	"7"	"32"	"0"	"57"	"79"	"2"	"12"	"6"	"3"	"2"	"8"	"0"	"5"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"237"	"237"	"14"	"4"	"0"	"255"	"255"	"1"	"0"
"4368"	"4"	"1"	"16"	"1"	"374"	"10"	"17"	"8"	"34"	"2"	"40"	"64"	"1"	"23"	"4"	"8"	"1"	"11"	"2"	"5"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"238"	"238"	"12"	"4"	"0"	"254"	"254"	"1"	"0"
"4369"	"4"	"1"	"16"	"2"	"252"	"9"	"17"	"5"	"30"	"0"	"56"	"67"	"3"	"15"	"10"	"1"	"0"	"10"	"1"	"6"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"234"	"234"	"16"	"2"	"0"	"252"	"252"	"1"	"0"
"4370"	"4"	"1"	"16"	"2"	"247"	"8"	"12"	"8"	"19"	"2"	"54"	"86"	"2"	"14"	"5"	"6"	"1"	"5"	"2"	"7"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"234"	"234"	"12"	"1"	"0"	"247"	"247"	"1"	"0"
"4371"	"4"	"1"	"16"	"2"	"380"	"8"	"11"	"7"	"23"	"0"	"44"	"64"	"2"	"24"	"13"	"2"	"6"	"7"	"1"	"3"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"219"	"219"	"15"	"5"	"0"	"239"	"239"	"1"	"0"
"4372"	"4"	"1"	"16"	"2"	"380"	"7"	"14"	"7"	"27"	"0"	"38"	"75"	"1"	"17"	"16"	"4"	"4"	"12"	"1"	"5"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"234"	"234"	"9"	"3"	"0"	"246"	"246"	"1"	"0"
"4373"	"4"	"1"	"16"	"1"	"380"	"7"	"13"	"4"	"24"	"0"	"55"	"68"	"2"	"20"	"10"	"2"	"2"	"6"	"2"	"4"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"240"	"226"	"9"	"5"	"240"	"0"	"240"	"0"	"1"
"4374"	"4"	"1"	"16"	"2"	"380"	"8"	"11"	"3"	"34"	"2"	"48"	"75"	"0"	"21"	"9"	"1"	"4"	"6"	"4"	"1"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"230"	"230"	"9"	"1"	"0"	"240"	"240"	"1"	"0"
"4375"	"4"	"1"	"16"	"2"	"371"	"7"	"13"	"6"	"38"	"2"	"37"	"57"	"0"	"16"	"14"	"7"	"4"	"0"	"0"	"10"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"236"	"217"	"8"	"2"	"135"	"236"	"227"	"0"	"0"
"4376"	"4"	"1"	"16"	"2"	"274"	"12"	"9"	"5"	"30"	"1"	"42"	"53"	"2"	"16"	"19"	"1"	"4"	"9"	"0"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"206"	"206"	"8"	"1"	"0"	"215"	"215"	"1"	"0"
"4377"	"4"	"1"	"16"	"2"	"376"	"7"	"16"	"1"	"22"	"2"	"69"	"49"	"2"	"21"	"8"	"3"	"1"	"7"	"1"	"1"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"215"	"215"	"14"	"2"	"0"	"231"	"231"	"1"	"0"
"4378"	"4"	"1"	"16"	"2"	"380"	"8"	"5"	"3"	"30"	"0"	"40"	"58"	"1"	"19"	"10"	"1"	"3"	"10"	"1"	"3"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"199"	"199"	"13"	"2"	"0"	"214"	"214"	"1"	"0"
"4379"	"4"	"1"	"16"	"1"	"374"	"10"	"19"	"6"	"27"	"3"	"40"	"58"	"2"	"19"	"10"	"2"	"1"	"5"	"1"	"1"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"212"	"212"	"17"	"4"	"0"	"233"	"233"	"1"	"0"
"4380"	"4"	"1"	"16"	"2"	"377"	"7"	"21"	"9"	"21"	"1"	"42"	"62"	"4"	"16"	"6"	"1"	"8"	"4"	"2"	"5"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"216"	"216"	"10"	"1"	"0"	"227"	"227"	"1"	"0"
"4381"	"4"	"1"	"16"	"2"	"374"	"4"	"20"	"7"	"23"	"4"	"64"	"49"	"1"	"22"	"8"	"3"	"2"	"13"	"1"	"3"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"230"	"229"	"8"	"3"	"0"	"241"	"240"	"0"	"0"
"4382"	"4"	"1"	"16"	"1"	"373"	"10"	"15"	"18"	"20"	"4"	"63"	"60"	"2"	"33"	"8"	"2"	"4"	"12"	"6"	"3"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"264"	"264"	"5"	"1"	"0"	"270"	"270"	"1"	"0"
"4383"	"4"	"1"	"16"	"1"	"373"	"6"	"23"	"7"	"19"	"1"	"68"	"57"	"3"	"29"	"11"	"4"	"0"	"12"	"2"	"1"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"251"	"251"	"2"	"2"	"0"	"255"	"255"	"1"	"0"
"4384"	"4"	"1"	"16"	"2"	"378"	"12"	"24"	"10"	"27"	"2"	"62"	"61"	"2"	"19"	"7"	"0"	"1"	"10"	"3"	"4"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"245"	"245"	"2"	"0"	"0"	"247"	"247"	"1"	"0"
"4385"	"4"	"1"	"16"	"2"	"222"	"7"	"2"	"4"	"15"	"0"	"23"	"26"	"2"	"11"	"5"	"4"	"3"	"3"	"0"	"4"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"111"	"111"	"7"	"1"	"0"	"119"	"119"	"1"	"0"
"4386"	"4"	"1"	"16"	"1"	"221"	"5"	"7"	"5"	"11"	"0"	"19"	"19"	"0"	"7"	"8"	"2"	"0"	"5"	"1"	"2"	"3"	"0"	"0"	"0"	"0"	"2"	"0"	"5"	"1"	"2"	"3"	"0"	"0"	"0"	"0"	"94"	"94"	"2"	"1"	"121"	"97"	"97"	"1"	"0"
"4387"	"4"	"1"	"16"	"2"	"374"	"3"	"6"	"1"	"25"	"2"	"15"	"68"	"3"	"37"	"4"	"30"	"2"	"3"	"5"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"205"	"205"	"22"	"16"	"0"	"243"	"243"	"1"	"0"
"4388"	"4"	"1"	"16"	"2"	"373"	"2"	"4"	"4"	"23"	"5"	"20"	"73"	"8"	"33"	"0"	"26"	"1"	"5"	"0"	"4"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"211"	"211"	"24"	"11"	"0"	"246"	"246"	"1"	"0"
"4389"	"4"	"1"	"16"	"2"	"380"	"1"	"6"	"2"	"23"	"1"	"12"	"66"	"3"	"38"	"2"	"20"	"2"	"7"	"1"	"4"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"192"	"192"	"33"	"10"	"0"	"235"	"235"	"1"	"0"
"4390"	"4"	"1"	"16"	"2"	"373"	"4"	"5"	"1"	"23"	"3"	"14"	"71"	"2"	"29"	"4"	"34"	"0"	"4"	"5"	"7"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"209"	"209"	"19"	"12"	"0"	"240"	"240"	"1"	"0"
"4391"	"4"	"1"	"16"	"2"	"372"	"4"	"7"	"6"	"24"	"10"	"11"	"63"	"1"	"28"	"0"	"33"	"0"	"1"	"5"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"196"	"196"	"34"	"13"	"0"	"243"	"243"	"1"	"0"
"4392"	"4"	"1"	"16"	"2"	"236"	"8"	"4"	"4"	"18"	"7"	"14"	"77"	"2"	"34"	"4"	"25"	"2"	"4"	"4"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"209"	"209"	"16"	"11"	"0"	"236"	"236"	"1"	"0"
"4393"	"4"	"1"	"16"	"2"	"218"	"4"	"8"	"3"	"22"	"8"	"16"	"67"	"2"	"39"	"3"	"27"	"2"	"2"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"205"	"205"	"7"	"6"	"0"	"218"	"218"	"1"	"0"
"4394"	"4"	"1"	"16"	"2"	"225"	"4"	"5"	"4"	"32"	"5"	"14"	"67"	"3"	"36"	"4"	"22"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"203"	"198"	"19"	"3"	"0"	"225"	"220"	"0"	"0"
"4395"	"4"	"1"	"16"	"2"	"376"	"2"	"4"	"1"	"26"	"5"	"15"	"53"	"1"	"46"	"8"	"22"	"1"	"7"	"0"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"194"	"194"	"22"	"11"	"0"	"227"	"227"	"1"	"0"
"4396"	"4"	"1"	"16"	"2"	"231"	"4"	"4"	"2"	"25"	"1"	"12"	"77"	"3"	"34"	"2"	"33"	"0"	"3"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"203"	"203"	"22"	"6"	"0"	"231"	"231"	"1"	"0"
"4397"	"4"	"1"	"16"	"2"	"216"	"4"	"8"	"3"	"22"	"6"	"10"	"59"	"1"	"28"	"5"	"33"	"3"	"5"	"2"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"190"	"190"	"18"	"8"	"0"	"216"	"216"	"1"	"0"
"4398"	"4"	"1"	"16"	"2"	"204"	"0"	"1"	"2"	"24"	"3"	"6"	"71"	"1"	"26"	"3"	"28"	"2"	"4"	"2"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"175"	"175"	"17"	"12"	"0"	"204"	"204"	"1"	"0"
"4399"	"4"	"1"	"16"	"2"	"186"	"0"	"4"	"2"	"23"	"5"	"11"	"48"	"1"	"35"	"6"	"16"	"0"	"3"	"2"	"3"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"161"	"161"	"18"	"7"	"0"	"186"	"186"	"1"	"0"
"4400"	"4"	"1"	"16"	"2"	"256"	"0"	"6"	"2"	"16"	"1"	"2"	"30"	"0"	"23"	"7"	"16"	"0"	"3"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"108"	"108"	"5"	"4"	"0"	"117"	"117"	"1"	"0"
"4401"	"4"	"1"	"16"	"2"	"123"	"2"	"1"	"1"	"25"	"3"	"5"	"37"	"0"	"18"	"3"	"12"	"0"	"0"	"2"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"110"	"110"	"9"	"4"	"0"	"123"	"123"	"1"	"0"
"4402"	"4"	"1"	"16"	"1"	"380"	"6"	"7"	"4"	"26"	"1"	"31"	"131"	"3"	"2"	"4"	"1"	"4"	"6"	"1"	"4"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"232"	"232"	"5"	"7"	"0"	"244"	"244"	"1"	"0"
"4403"	"4"	"1"	"16"	"2"	"380"	"15"	"4"	"5"	"23"	"1"	"42"	"120"	"0"	"4"	"2"	"3"	"1"	"9"	"0"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"232"	"232"	"11"	"2"	"0"	"245"	"245"	"1"	"0"
"4404"	"4"	"1"	"16"	"2"	"374"	"10"	"3"	"4"	"22"	"0"	"42"	"140"	"1"	"3"	"2"	"2"	"1"	"6"	"0"	"3"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"243"	"243"	"16"	"4"	"0"	"263"	"263"	"1"	"0"
"4405"	"4"	"1"	"16"	"2"	"380"	"4"	"6"	"4"	"27"	"1"	"51"	"134"	"0"	"3"	"6"	"1"	"2"	"6"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"246"	"246"	"12"	"1"	"1"	"259"	"259"	"1"	"0"
"4406"	"4"	"1"	"16"	"2"	"377"	"11"	"3"	"6"	"28"	"0"	"37"	"157"	"0"	"3"	"5"	"1"	"1"	"10"	"1"	"2"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"267"	"267"	"8"	"3"	"0"	"278"	"278"	"1"	"0"
"4407"	"4"	"1"	"16"	"1"	"374"	"16"	"3"	"5"	"22"	"1"	"38"	"149"	"1"	"1"	"7"	"1"	"6"	"4"	"1"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"259"	"259"	"9"	"1"	"0"	"269"	"269"	"1"	"0"
"4408"	"4"	"1"	"16"	"1"	"374"	"7"	"4"	"3"	"30"	"0"	"44"	"112"	"0"	"5"	"5"	"2"	"1"	"12"	"1"	"5"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"232"	"232"	"11"	"5"	"0"	"248"	"248"	"1"	"0"
"4409"	"4"	"1"	"16"	"1"	"376"	"7"	"6"	"3"	"19"	"0"	"50"	"113"	"1"	"2"	"5"	"1"	"1"	"10"	"3"	"1"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"228"	"228"	"1"	"1"	"0"	"230"	"230"	"1"	"0"
"4410"	"4"	"1"	"16"	"1"	"380"	"5"	"4"	"5"	"19"	"0"	"49"	"117"	"1"	"4"	"6"	"1"	"2"	"5"	"0"	"3"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"227"	"227"	"9"	"0"	"0"	"236"	"236"	"1"	"0"
"4411"	"4"	"1"	"16"	"2"	"374"	"8"	"5"	"4"	"15"	"1"	"46"	"117"	"0"	"0"	"7"	"0"	"0"	"5"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"211"	"211"	"5"	"1"	"0"	"217"	"217"	"1"	"0"
"4412"	"4"	"1"	"16"	"1"	"380"	"4"	"4"	"3"	"19"	"0"	"36"	"128"	"0"	"5"	"5"	"1"	"1"	"5"	"0"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"215"	"215"	"9"	"5"	"1"	"230"	"229"	"0"	"0"
"4413"	"4"	"1"	"16"	"1"	"380"	"8"	"4"	"3"	"18"	"1"	"44"	"121"	"1"	"4"	"4"	"2"	"1"	"8"	"0"	"1"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"224"	"224"	"8"	"9"	"0"	"241"	"241"	"1"	"0"
"4414"	"4"	"1"	"16"	"1"	"372"	"7"	"3"	"3"	"23"	"1"	"48"	"136"	"1"	"1"	"1"	"0"	"4"	"4"	"1"	"3"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"242"	"242"	"10"	"0"	"0"	"252"	"252"	"1"	"0"
"4415"	"4"	"1"	"16"	"1"	"380"	"6"	"8"	"5"	"11"	"2"	"49"	"130"	"3"	"1"	"4"	"0"	"1"	"7"	"1"	"5"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"237"	"237"	"10"	"2"	"0"	"249"	"249"	"1"	"0"
"4416"	"4"	"1"	"16"	"1"	"380"	"4"	"1"	"7"	"19"	"1"	"52"	"123"	"2"	"7"	"8"	"1"	"1"	"7"	"1"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"237"	"237"	"16"	"2"	"0"	"255"	"255"	"1"	"0"
"4417"	"4"	"1"	"16"	"1"	"373"	"3"	"3"	"2"	"25"	"0"	"47"	"133"	"1"	"2"	"6"	"1"	"3"	"8"	"0"	"0"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"238"	"238"	"16"	"5"	"0"	"259"	"259"	"1"	"0"
"4418"	"4"	"1"	"16"	"1"	"380"	"4"	"2"	"3"	"18"	"1"	"46"	"120"	"0"	"6"	"3"	"0"	"1"	"1"	"0"	"2"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"209"	"209"	"10"	"5"	"0"	"224"	"224"	"1"	"0"
"4419"	"4"	"1"	"16"	"1"	"380"	"6"	"4"	"1"	"28"	"2"	"38"	"117"	"0"	"3"	"1"	"3"	"1"	"9"	"1"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"217"	"217"	"11"	"2"	"0"	"230"	"230"	"1"	"0"
"4420"	"4"	"1"	"16"	"1"	"373"	"5"	"3"	"3"	"18"	"0"	"37"	"105"	"0"	"4"	"4"	"4"	"1"	"4"	"2"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"192"	"192"	"16"	"2"	"0"	"210"	"210"	"1"	"0"
"4421"	"4"	"1"	"16"	"2"	"373"	"7"	"6"	"3"	"26"	"1"	"48"	"99"	"1"	"5"	"5"	"4"	"1"	"7"	"1"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"216"	"216"	"3"	"4"	"0"	"223"	"223"	"1"	"0"
