"MESA"	"TIPO_ELECCION"	"DEPTO"	"MUNI"	"ESTADO_ACTA"	"CANTIDAD_PAPELETAS"	"UNE"	"BIEN"	"UCN"	"VAMOS"	"FCN_NACION"	"VALOR"	"MLP"	"UNIONISTA"	"FUERZA"	"SEMILLA"	"VIVA"	"TODOS"	"PC"	"CONVERGENCIA"	"PHG"	"AVANZA"	"UNIDOS"	"V18"	"V19"	"V20"	"V21"	"V22"	"V23"	"V24"	"V25"	"V26"	"V27"	"V28"	"V29"	"V30"	"VOTOS_VALIDOS_ACTA"	"VOTOS_VALIDOS"	"NULOS"	"BLANCOS"	"INVALIDOS"	"TOTAL_ACTA"	"TOTAL_VOTOS"	"ACTA_CUADRA"	"IMPUGNACIONES"
"19888"	"4"	"21"	"1"	"2"	"379"	"56"	"60"	"14"	"3"	"7"	"2"	"6"	"2"	"0"	"1"	"0"	"3"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"156"	"156"	"1"	"8"	"23"	"165"	"165"	"1"	"0"
"19889"	"4"	"21"	"1"	"2"	"247"	"48"	"44"	"19"	"1"	"1"	"0"	"2"	"1"	"1"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"121"	"121"	"8"	"1"	"0"	"130"	"130"	"1"	"0"
"19890"	"4"	"21"	"1"	"2"	"247"	"35"	"42"	"17"	"3"	"0"	"0"	"5"	"0"	"0"	"0"	"0"	"0"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"105"	"105"	"22"	"7"	"0"	"134"	"134"	"1"	"0"
"19891"	"4"	"21"	"1"	"2"	"380"	"38"	"18"	"27"	"5"	"13"	"3"	"8"	"1"	"8"	"4"	"5"	"2"	"1"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"135"	"135"	"25"	"13"	"0"	"173"	"173"	"1"	"0"
"19892"	"4"	"21"	"1"	"2"	"380"	"45"	"21"	"31"	"2"	"23"	"5"	"1"	"1"	"5"	"3"	"2"	"1"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"142"	"142"	"20"	"18"	"0"	"180"	"180"	"1"	"0"
"19893"	"4"	"21"	"1"	"2"	"380"	"33"	"6"	"28"	"0"	"7"	"7"	"11"	"1"	"1"	"3"	"4"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"104"	"104"	"20"	"12"	"0"	"136"	"136"	"1"	"0"
"19894"	"4"	"21"	"1"	"2"	"379"	"48"	"8"	"25"	"2"	"6"	"4"	"12"	"1"	"1"	"6"	"3"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"118"	"118"	"17"	"6"	"0"	"141"	"141"	"1"	"0"
"19895"	"4"	"21"	"1"	"2"	"387"	"38"	"8"	"34"	"2"	"9"	"7"	"17"	"3"	"1"	"3"	"3"	"0"	"1"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"128"	"128"	"0"	"6"	"20"	"134"	"134"	"1"	"0"
"19896"	"4"	"21"	"1"	"2"	"380"	"46"	"11"	"39"	"4"	"16"	"4"	"14"	"3"	"7"	"1"	"2"	"0"	"0"	"0"	"0"	"2"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"151"	"151"	"13"	"3"	"3"	"167"	"167"	"1"	"0"
"19897"	"4"	"21"	"1"	"2"	"380"	"29"	"9"	"35"	"2"	"8"	"4"	"10"	"0"	"1"	"3"	"5"	"1"	"0"	"0"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"110"	"110"	"16"	"7"	"0"	"133"	"133"	"1"	"0"
"19898"	"4"	"21"	"1"	"2"	"0"	"39"	"11"	"24"	"2"	"10"	"1"	"12"	"3"	"3"	"2"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"109"	"109"	"22"	"11"	"0"	"142"	"142"	"1"	"0"
"19899"	"4"	"21"	"1"	"2"	"207"	"10"	"17"	"10"	"2"	"5"	"1"	"6"	"0"	"1"	"6"	"4"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"63"	"63"	"5"	"8"	"131"	"76"	"76"	"1"	"0"
"19900"	"4"	"21"	"1"	"2"	"206"	"20"	"2"	"21"	"3"	"3"	"1"	"9"	"0"	"0"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"62"	"62"	"5"	"3"	"0"	"70"	"70"	"1"	"0"
"19901"	"4"	"21"	"1"	"2"	"380"	"58"	"30"	"23"	"3"	"4"	"5"	"22"	"5"	"1"	"0"	"1"	"1"	"0"	"0"	"0"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"156"	"156"	"26"	"11"	"0"	"193"	"193"	"1"	"0"
"19902"	"4"	"21"	"1"	"2"	"380"	"76"	"31"	"29"	"3"	"6"	"3"	"25"	"2"	"0"	"3"	"2"	"1"	"1"	"0"	"0"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"186"	"186"	"35"	"17"	"0"	"238"	"238"	"1"	"0"
"19903"	"4"	"21"	"1"	"2"	"380"	"62"	"32"	"14"	"2"	"8"	"8"	"24"	"3"	"1"	"1"	"2"	"1"	"0"	"1"	"0"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"162"	"162"	"24"	"12"	"0"	"198"	"198"	"1"	"0"
"19904"	"4"	"21"	"1"	"2"	"380"	"70"	"24"	"15"	"3"	"7"	"5"	"16"	"1"	"1"	"3"	"2"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"148"	"148"	"34"	"15"	"0"	"197"	"197"	"1"	"0"
"19905"	"4"	"21"	"1"	"2"	"378"	"65"	"41"	"31"	"3"	"8"	"6"	"18"	"3"	"0"	"2"	"0"	"0"	"1"	"1"	"1"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"184"	"184"	"19"	"23"	"0"	"226"	"226"	"1"	"0"
"19906"	"4"	"21"	"1"	"2"	"376"	"56"	"35"	"24"	"2"	"9"	"8"	"18"	"1"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"157"	"157"	"11"	"11"	"0"	"179"	"179"	"1"	"0"
"19907"	"4"	"21"	"1"	"2"	"376"	"53"	"22"	"23"	"2"	"17"	"3"	"16"	"0"	"3"	"1"	"1"	"1"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"144"	"144"	"17"	"22"	"0"	"183"	"183"	"1"	"0"
"19908"	"4"	"21"	"1"	"2"	"380"	"51"	"24"	"21"	"5"	"7"	"5"	"24"	"3"	"0"	"1"	"2"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"145"	"145"	"24"	"12"	"0"	"181"	"181"	"1"	"0"
"19909"	"4"	"21"	"1"	"2"	"192"	"33"	"11"	"17"	"0"	"5"	"7"	"6"	"1"	"0"	"1"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"83"	"83"	"4"	"3"	"0"	"90"	"90"	"1"	"0"
"19910"	"4"	"21"	"1"	"2"	"191"	"34"	"21"	"14"	"0"	"1"	"0"	"8"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"79"	"79"	"7"	"4"	"0"	"90"	"90"	"1"	"0"
"19911"	"4"	"21"	"1"	"2"	"380"	"42"	"29"	"20"	"1"	"18"	"4"	"19"	"1"	"0"	"5"	"2"	"2"	"1"	"1"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"147"	"147"	"21"	"10"	"0"	"178"	"178"	"1"	"0"
"19912"	"4"	"21"	"1"	"2"	"380"	"56"	"32"	"23"	"5"	"16"	"3"	"22"	"1"	"0"	"4"	"1"	"3"	"0"	"1"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"169"	"169"	"15"	"7"	"0"	"191"	"191"	"1"	"0"
"19913"	"4"	"21"	"1"	"2"	"380"	"54"	"24"	"26"	"0"	"15"	"2"	"27"	"1"	"2"	"2"	"4"	"2"	"0"	"1"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"162"	"162"	"28"	"14"	"0"	"204"	"204"	"1"	"0"
"19914"	"4"	"21"	"1"	"2"	"407"	"59"	"24"	"24"	"3"	"12"	"5"	"21"	"2"	"0"	"4"	"2"	"2"	"2"	"1"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"163"	"163"	"18"	"6"	"0"	"187"	"187"	"1"	"0"
"19915"	"4"	"21"	"1"	"2"	"380"	"66"	"32"	"30"	"3"	"12"	"2"	"9"	"2"	"3"	"4"	"1"	"1"	"0"	"1"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"167"	"168"	"18"	"13"	"0"	"199"	"199"	"0"	"0"
"19916"	"4"	"21"	"1"	"2"	"0"	"82"	"28"	"24"	"5"	"18"	"5"	"18"	"1"	"2"	"3"	"2"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"191"	"191"	"27"	"10"	"0"	"228"	"228"	"1"	"0"
"19917"	"4"	"21"	"1"	"2"	"380"	"65"	"39"	"31"	"3"	"13"	"4"	"12"	"3"	"1"	"1"	"2"	"3"	"0"	"1"	"1"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"183"	"183"	"29"	"14"	"0"	"226"	"226"	"1"	"0"
"19918"	"4"	"21"	"1"	"2"	"380"	"56"	"32"	"23"	"8"	"15"	"2"	"10"	"0"	"2"	"2"	"2"	"5"	"1"	"2"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"162"	"162"	"13"	"15"	"0"	"190"	"190"	"1"	"0"
"19919"	"4"	"21"	"1"	"2"	"376"	"47"	"40"	"16"	"2"	"13"	"5"	"17"	"1"	"1"	"5"	"3"	"2"	"0"	"0"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"155"	"155"	"5"	"3"	"0"	"163"	"163"	"1"	"0"
"19920"	"4"	"21"	"1"	"2"	"380"	"42"	"34"	"10"	"2"	"13"	"6"	"12"	"2"	"1"	"1"	"7"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"132"	"132"	"9"	"7"	"0"	"148"	"148"	"1"	"0"
"19921"	"4"	"21"	"1"	"2"	"380"	"40"	"23"	"16"	"1"	"15"	"7"	"14"	"0"	"1"	"1"	"4"	"1"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"127"	"127"	"15"	"9"	"0"	"151"	"151"	"1"	"0"
"19922"	"4"	"21"	"1"	"2"	"319"	"26"	"14"	"19"	"2"	"14"	"2"	"5"	"0"	"1"	"0"	"2"	"1"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"88"	"88"	"12"	"6"	"0"	"106"	"106"	"1"	"0"
"19923"	"4"	"21"	"1"	"2"	"322"	"28"	"42"	"17"	"1"	"8"	"2"	"4"	"0"	"0"	"4"	"3"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"112"	"112"	"2"	"1"	"0"	"115"	"115"	"1"	"0"
"19924"	"4"	"21"	"1"	"2"	"380"	"70"	"31"	"30"	"5"	"3"	"9"	"3"	"0"	"0"	"6"	"0"	"0"	"2"	"0"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"162"	"162"	"26"	"10"	"0"	"198"	"198"	"1"	"0"
"19925"	"4"	"21"	"1"	"2"	"380"	"46"	"25"	"36"	"2"	"9"	"5"	"8"	"3"	"2"	"9"	"2"	"3"	"1"	"0"	"0"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"155"	"155"	"42"	"4"	"0"	"201"	"201"	"1"	"0"
"19926"	"4"	"21"	"1"	"2"	"380"	"52"	"19"	"40"	"4"	"4"	"8"	"8"	"3"	"4"	"13"	"4"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"161"	"161"	"20"	"10"	"1"	"192"	"191"	"0"	"0"
"19927"	"4"	"21"	"1"	"2"	"376"	"73"	"17"	"39"	"4"	"9"	"9"	"4"	"3"	"5"	"2"	"2"	"1"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"170"	"170"	"26"	"14"	"0"	"210"	"210"	"1"	"0"
"19928"	"4"	"21"	"1"	"2"	"380"	"51"	"25"	"37"	"4"	"4"	"7"	"12"	"2"	"3"	"6"	"2"	"0"	"0"	"0"	"1"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"157"	"157"	"13"	"6"	"0"	"176"	"176"	"1"	"0"
"19929"	"4"	"21"	"1"	"2"	"376"	"39"	"27"	"25"	"5"	"7"	"6"	"12"	"3"	"1"	"11"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"138"	"138"	"14"	"8"	"0"	"160"	"160"	"1"	"0"
"19930"	"4"	"21"	"1"	"2"	"233"	"27"	"13"	"20"	"5"	"3"	"7"	"4"	"0"	"0"	"5"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"86"	"86"	"11"	"6"	"2"	"103"	"103"	"1"	"0"
"19931"	"4"	"21"	"1"	"2"	"232"	"28"	"20"	"21"	"1"	"8"	"2"	"1"	"1"	"1"	"5"	"0"	"1"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"91"	"91"	"8"	"1"	"0"	"100"	"100"	"1"	"0"
"19932"	"4"	"21"	"1"	"2"	"380"	"79"	"8"	"17"	"3"	"42"	"8"	"23"	"1"	"0"	"1"	"10"	"0"	"1"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"195"	"195"	"46"	"12"	"0"	"253"	"253"	"1"	"0"
"19933"	"4"	"21"	"1"	"2"	"380"	"99"	"5"	"16"	"4"	"38"	"2"	"16"	"1"	"0"	"2"	"5"	"0"	"0"	"0"	"1"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"192"	"192"	"46"	"24"	"0"	"262"	"262"	"1"	"0"
"19934"	"4"	"21"	"1"	"2"	"285"	"51"	"8"	"8"	"2"	"26"	"4"	"10"	"1"	"2"	"1"	"9"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"123"	"123"	"31"	"2"	"0"	"156"	"156"	"1"	"0"
"19935"	"4"	"21"	"1"	"2"	"0"	"57"	"8"	"11"	"0"	"20"	"3"	"7"	"0"	"1"	"0"	"8"	"2"	"0"	"0"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"120"	"120"	"27"	"16"	"0"	"163"	"163"	"1"	"0"
"19936"	"4"	"21"	"1"	"2"	"380"	"37"	"27"	"40"	"4"	"11"	"3"	"38"	"0"	"2"	"2"	"5"	"2"	"0"	"1"	"1"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"176"	"176"	"19"	"18"	"0"	"213"	"213"	"1"	"0"
"19937"	"4"	"21"	"1"	"2"	"380"	"39"	"27"	"40"	"1"	"6"	"13"	"43"	"2"	"2"	"1"	"3"	"0"	"2"	"0"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"182"	"182"	"18"	"13"	"0"	"213"	"213"	"1"	"0"
"19938"	"4"	"21"	"1"	"2"	"380"	"60"	"18"	"54"	"5"	"2"	"13"	"36"	"2"	"1"	"3"	"4"	"2"	"1"	"1"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"206"	"206"	"17"	"13"	"0"	"236"	"236"	"1"	"0"
"19939"	"4"	"21"	"1"	"2"	"380"	"68"	"27"	"29"	"6"	"5"	"5"	"41"	"2"	"0"	"1"	"4"	"2"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"192"	"192"	"16"	"11"	"0"	"219"	"219"	"1"	"0"
"19940"	"4"	"21"	"1"	"2"	"379"	"63"	"24"	"29"	"2"	"5"	"10"	"19"	"0"	"1"	"3"	"5"	"4"	"0"	"1"	"3"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"172"	"172"	"23"	"18"	"1"	"213"	"213"	"1"	"0"
"19941"	"4"	"21"	"1"	"2"	"380"	"49"	"37"	"45"	"4"	"9"	"2"	"25"	"1"	"0"	"3"	"0"	"2"	"0"	"1"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"181"	"181"	"10"	"5"	"0"	"196"	"196"	"1"	"0"
"19942"	"4"	"21"	"1"	"2"	"380"	"35"	"31"	"42"	"2"	"11"	"4"	"37"	"0"	"2"	"3"	"2"	"2"	"0"	"0"	"4"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"177"	"177"	"16"	"8"	"0"	"201"	"201"	"1"	"0"
"19943"	"4"	"21"	"1"	"2"	"376"	"31"	"25"	"41"	"2"	"8"	"5"	"40"	"1"	"1"	"1"	"2"	"1"	"0"	"0"	"0"	"6"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"165"	"165"	"14"	"14"	"0"	"193"	"193"	"1"	"0"
"19944"	"4"	"21"	"1"	"2"	"252"	"24"	"14"	"30"	"0"	"6"	"4"	"22"	"0"	"1"	"2"	"1"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"106"	"106"	"10"	"4"	"0"	"120"	"120"	"1"	"0"
"19945"	"4"	"21"	"1"	"2"	"251"	"27"	"20"	"22"	"1"	"5"	"1"	"22"	"2"	"1"	"3"	"0"	"1"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"107"	"107"	"0"	"9"	"0"	"116"	"116"	"1"	"0"
"19946"	"4"	"21"	"1"	"2"	"380"	"46"	"19"	"31"	"13"	"5"	"15"	"1"	"0"	"5"	"11"	"7"	"2"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"156"	"156"	"10"	"4"	"0"	"170"	"170"	"1"	"0"
"19947"	"4"	"21"	"1"	"2"	"380"	"68"	"14"	"33"	"4"	"6"	"15"	"1"	"0"	"1"	"12"	"4"	"3"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"163"	"163"	"16"	"8"	"0"	"187"	"187"	"1"	"0"
"19948"	"4"	"21"	"1"	"2"	"217"	"22"	"3"	"14"	"11"	"1"	"12"	"2"	"0"	"3"	"8"	"2"	"1"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"81"	"81"	"5"	"3"	"0"	"89"	"89"	"1"	"0"
"19949"	"4"	"21"	"1"	"2"	"0"	"33"	"17"	"11"	"5"	"1"	"9"	"0"	"0"	"0"	"10"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"88"	"88"	"5"	"1"	"0"	"94"	"94"	"1"	"0"
"19950"	"4"	"21"	"1"	"2"	"395"	"57"	"27"	"37"	"9"	"5"	"11"	"9"	"0"	"5"	"26"	"4"	"0"	"0"	"2"	"2"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"195"	"195"	"16"	"4"	"0"	"215"	"215"	"1"	"0"
"19951"	"4"	"21"	"1"	"2"	"396"	"72"	"19"	"21"	"8"	"11"	"12"	"20"	"1"	"5"	"18"	"4"	"1"	"2"	"0"	"3"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"199"	"199"	"19"	"12"	"0"	"230"	"230"	"1"	"0"
"19952"	"4"	"21"	"1"	"2"	"0"	"67"	"25"	"33"	"8"	"7"	"10"	"9"	"1"	"5"	"28"	"3"	"3"	"0"	"0"	"4"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"205"	"205"	"11"	"9"	"0"	"225"	"225"	"1"	"0"
"19953"	"4"	"21"	"1"	"2"	"400"	"74"	"20"	"45"	"3"	"6"	"11"	"5"	"3"	"11"	"33"	"7"	"3"	"1"	"4"	"6"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"234"	"234"	"14"	"12"	"0"	"260"	"260"	"1"	"0"
"19954"	"4"	"21"	"1"	"2"	"400"	"69"	"21"	"41"	"18"	"7"	"5"	"6"	"0"	"8"	"52"	"6"	"1"	"0"	"1"	"9"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"245"	"245"	"11"	"5"	"0"	"261"	"261"	"1"	"0"
"19955"	"4"	"21"	"1"	"2"	"406"	"46"	"24"	"34"	"8"	"5"	"12"	"7"	"1"	"2"	"28"	"2"	"5"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"176"	"176"	"4"	"6"	"0"	"186"	"186"	"1"	"0"
"19956"	"4"	"21"	"1"	"2"	"400"	"57"	"14"	"42"	"6"	"5"	"13"	"3"	"0"	"5"	"50"	"2"	"7"	"0"	"0"	"5"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"210"	"210"	"14"	"11"	"0"	"235"	"235"	"1"	"0"
"19957"	"4"	"21"	"1"	"2"	"400"	"75"	"22"	"40"	"8"	"12"	"16"	"6"	"2"	"4"	"35"	"3"	"2"	"0"	"0"	"3"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"230"	"230"	"9"	"4"	"0"	"243"	"243"	"1"	"0"
"19958"	"4"	"21"	"1"	"2"	"400"	"53"	"16"	"27"	"11"	"6"	"5"	"5"	"0"	"6"	"31"	"1"	"7"	"2"	"0"	"4"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"176"	"176"	"12"	"5"	"0"	"193"	"193"	"1"	"0"
"19959"	"4"	"21"	"1"	"2"	"368"	"47"	"18"	"33"	"11"	"5"	"9"	"4"	"1"	"2"	"27"	"2"	"0"	"0"	"0"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"163"	"163"	"9"	"2"	"0"	"174"	"174"	"1"	"0"
"19960"	"4"	"21"	"1"	"2"	"368"	"44"	"14"	"52"	"8"	"5"	"14"	"4"	"2"	"4"	"35"	"2"	"3"	"1"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"190"	"190"	"3"	"6"	"0"	"199"	"199"	"1"	"0"
"19961"	"4"	"21"	"1"	"2"	"600"	"51"	"12"	"37"	"11"	"14"	"5"	"8"	"0"	"3"	"17"	"4"	"2"	"1"	"1"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"172"	"172"	"17"	"6"	"0"	"195"	"195"	"1"	"0"
"19962"	"4"	"21"	"1"	"2"	"600"	"50"	"17"	"40"	"7"	"11"	"5"	"7"	"1"	"3"	"13"	"5"	"4"	"2"	"1"	"3"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"171"	"171"	"19"	"6"	"0"	"196"	"196"	"1"	"0"
