"MESA"	"TIPO_ELECCION"	"DEPTO"	"MUNI"	"ESTADO_ACTA"	"CANTIDAD_PAPELETAS"	"VAMOS"	"TODOS"	"UNE"	"CREO"	"BIEN"	"UNIDOS"	"VICTORIA"	"FCN_NACION"	"PHG"	"PC"	"FUERZA"	"UNIONISTA"	"VALOR"	"MLP"	"PAN"	"UCN"	"V17"	"V18"	"V19"	"V20"	"V21"	"V22"	"V23"	"V24"	"V25"	"V26"	"V27"	"V28"	"V29"	"V30"	"VOTOS_VALIDOS_ACTA"	"VOTOS_VALIDOS"	"NULOS"	"BLANCOS"	"INVALIDOS"	"TOTAL_ACTA"	"TOTAL_VOTOS"	"ACTA_CUADRA"	"IMPUGNACIONES"
"5947"	"3"	"4"	"1"	"2"	"400"	"20"	"8"	"62"	"21"	"56"	"13"	"2"	"13"	"17"	"1"	"3"	"1"	"29"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"249"	"249"	"20"	"14"	"0"	"283"	"283"	"1"	"0"
"5948"	"3"	"4"	"1"	"2"	"399"	"26"	"8"	"56"	"25"	"37"	"8"	"3"	"7"	"13"	"1"	"9"	"0"	"23"	"3"	"6"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"229"	"229"	"25"	"18"	"0"	"272"	"272"	"1"	"0"
"5949"	"3"	"4"	"1"	"2"	"400"	"16"	"3"	"61"	"15"	"61"	"23"	"1"	"12"	"13"	"0"	"4"	"3"	"35"	"4"	"4"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"259"	"259"	"11"	"13"	"0"	"283"	"283"	"1"	"0"
"5950"	"3"	"4"	"1"	"2"	"398"	"15"	"6"	"73"	"20"	"54"	"12"	"3"	"7"	"10"	"1"	"4"	"1"	"35"	"1"	"4"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"250"	"250"	"25"	"15"	"0"	"290"	"290"	"1"	"0"
"5951"	"3"	"4"	"1"	"2"	"400"	"24"	"5"	"56"	"26"	"43"	"11"	"0"	"11"	"19"	"0"	"3"	"1"	"48"	"2"	"7"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"257"	"257"	"28"	"15"	"0"	"300"	"300"	"1"	"0"
"5952"	"3"	"4"	"1"	"2"	"399"	"14"	"9"	"61"	"33"	"47"	"16"	"2"	"13"	"17"	"0"	"3"	"0"	"34"	"2"	"2"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"255"	"255"	"33"	"22"	"0"	"310"	"310"	"1"	"0"
"5953"	"3"	"4"	"1"	"2"	"400"	"21"	"8"	"83"	"25"	"51"	"19"	"2"	"5"	"6"	"1"	"6"	"1"	"38"	"1"	"5"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"276"	"276"	"25"	"14"	"0"	"315"	"315"	"1"	"0"
"5954"	"3"	"4"	"1"	"2"	"398"	"18"	"8"	"56"	"30"	"54"	"30"	"3"	"7"	"8"	"0"	"3"	"0"	"35"	"2"	"3"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"261"	"261"	"29"	"9"	"0"	"299"	"299"	"1"	"0"
"5955"	"3"	"4"	"1"	"2"	"400"	"16"	"11"	"43"	"28"	"63"	"13"	"1"	"11"	"18"	"1"	"1"	"3"	"45"	"1"	"1"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"259"	"259"	"8"	"7"	"0"	"274"	"274"	"1"	"0"
"5956"	"3"	"4"	"1"	"2"	"400"	"20"	"8"	"70"	"23"	"45"	"16"	"3"	"12"	"14"	"0"	"4"	"0"	"27"	"0"	"5"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"253"	"253"	"25"	"10"	"0"	"288"	"288"	"1"	"0"
"5957"	"3"	"4"	"1"	"2"	"400"	"16"	"6"	"51"	"24"	"58"	"12"	"2"	"13"	"10"	"1"	"3"	"5"	"34"	"3"	"5"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"247"	"247"	"13"	"10"	"0"	"270"	"270"	"1"	"0"
"5958"	"3"	"4"	"1"	"2"	"398"	"17"	"12"	"47"	"23"	"66"	"15"	"1"	"10"	"18"	"3"	"3"	"2"	"34"	"3"	"5"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"263"	"263"	"31"	"8"	"0"	"302"	"302"	"1"	"0"
"5959"	"3"	"4"	"1"	"2"	"401"	"16"	"7"	"66"	"28"	"41"	"14"	"0"	"9"	"16"	"4"	"2"	"3"	"28"	"4"	"2"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"243"	"243"	"27"	"9"	"0"	"279"	"279"	"1"	"0"
"5960"	"3"	"4"	"1"	"2"	"400"	"13"	"10"	"58"	"22"	"47"	"19"	"6"	"12"	"9"	"1"	"2"	"3"	"45"	"0"	"4"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"252"	"252"	"23"	"7"	"0"	"282"	"282"	"1"	"0"
"5961"	"3"	"4"	"1"	"2"	"400"	"27"	"7"	"53"	"25"	"41"	"16"	"2"	"11"	"12"	"3"	"1"	"1"	"32"	"0"	"10"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"244"	"244"	"10"	"18"	"0"	"272"	"272"	"1"	"0"
"5962"	"3"	"4"	"1"	"2"	"401"	"18"	"8"	"55"	"23"	"47"	"15"	"1"	"9"	"8"	"1"	"4"	"2"	"38"	"1"	"7"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"241"	"241"	"28"	"10"	"0"	"279"	"279"	"1"	"0"
"5963"	"3"	"4"	"1"	"2"	"400"	"10"	"8"	"62"	"26"	"51"	"9"	"0"	"7"	"9"	"0"	"5"	"1"	"27"	"1"	"11"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"229"	"229"	"17"	"14"	"0"	"260"	"260"	"1"	"0"
"5964"	"3"	"4"	"1"	"2"	"400"	"19"	"7"	"49"	"28"	"60"	"17"	"3"	"10"	"7"	"0"	"4"	"2"	"37"	"1"	"5"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"250"	"250"	"10"	"8"	"0"	"268"	"268"	"1"	"0"
"5965"	"3"	"4"	"1"	"2"	"400"	"16"	"7"	"68"	"22"	"45"	"14"	"2"	"15"	"11"	"1"	"4"	"3"	"45"	"4"	"7"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"268"	"268"	"9"	"5"	"0"	"282"	"282"	"1"	"0"
"5966"	"3"	"4"	"1"	"2"	"368"	"14"	"8"	"57"	"21"	"50"	"17"	"1"	"23"	"8"	"0"	"4"	"4"	"53"	"2"	"6"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"272"	"272"	"9"	"9"	"0"	"290"	"290"	"1"	"0"
"5967"	"3"	"4"	"1"	"2"	"367"	"8"	"11"	"65"	"19"	"54"	"6"	"3"	"11"	"7"	"0"	"2"	"1"	"20"	"1"	"5"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"214"	"214"	"11"	"8"	"0"	"233"	"233"	"1"	"0"
"5968"	"3"	"4"	"1"	"2"	"404"	"11"	"7"	"84"	"17"	"73"	"8"	"1"	"5"	"11"	"1"	"13"	"1"	"19"	"0"	"4"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"258"	"258"	"15"	"21"	"1"	"294"	"294"	"1"	"0"
"5969"	"3"	"4"	"1"	"2"	"404"	"5"	"4"	"82"	"27"	"69"	"7"	"1"	"8"	"7"	"3"	"10"	"3"	"16"	"0"	"9"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"253"	"253"	"13"	"13"	"0"	"279"	"279"	"1"	"0"
"5970"	"3"	"4"	"1"	"2"	"400"	"10"	"4"	"59"	"27"	"62"	"6"	"2"	"6"	"9"	"1"	"13"	"2"	"24"	"2"	"6"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"236"	"236"	"20"	"15"	"0"	"271"	"271"	"1"	"0"
"5971"	"3"	"4"	"1"	"2"	"400"	"15"	"5"	"84"	"27"	"77"	"3"	"2"	"3"	"10"	"0"	"9"	"6"	"14"	"0"	"6"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"264"	"264"	"13"	"24"	"0"	"301"	"301"	"1"	"0"
"5972"	"3"	"4"	"1"	"2"	"400"	"10"	"1"	"78"	"20"	"78"	"5"	"2"	"7"	"9"	"1"	"7"	"3"	"20"	"0"	"6"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"249"	"249"	"26"	"21"	"0"	"296"	"296"	"1"	"0"
"5973"	"3"	"4"	"1"	"2"	"402"	"18"	"7"	"79"	"29"	"74"	"7"	"2"	"5"	"8"	"2"	"16"	"2"	"14"	"2"	"4"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"270"	"270"	"18"	"20"	"0"	"308"	"308"	"1"	"1"
"5974"	"3"	"4"	"1"	"2"	"400"	"16"	"3"	"68"	"23"	"89"	"13"	"3"	"6"	"4"	"2"	"14"	"1"	"19"	"3"	"2"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"272"	"272"	"24"	"17"	"0"	"313"	"313"	"1"	"0"
"5975"	"3"	"4"	"1"	"2"	"400"	"11"	"6"	"62"	"28"	"73"	"4"	"2"	"2"	"3"	"1"	"17"	"3"	"20"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"235"	"235"	"28"	"26"	"0"	"289"	"289"	"1"	"0"
"5976"	"3"	"4"	"1"	"2"	"402"	"8"	"3"	"51"	"21"	"67"	"8"	"1"	"6"	"10"	"0"	"16"	"1"	"23"	"0"	"3"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"222"	"222"	"21"	"22"	"0"	"265"	"265"	"1"	"0"
"5977"	"3"	"4"	"1"	"2"	"403"	"8"	"4"	"49"	"25"	"71"	"8"	"1"	"6"	"3"	"3"	"8"	"2"	"23"	"0"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"214"	"214"	"11"	"16"	"0"	"241"	"241"	"1"	"0"
"5978"	"3"	"4"	"1"	"2"	"400"	"12"	"9"	"53"	"38"	"65"	"10"	"1"	"3"	"9"	"0"	"8"	"1"	"23"	"0"	"9"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"246"	"246"	"14"	"11"	"0"	"271"	"271"	"1"	"0"
"5979"	"3"	"4"	"1"	"2"	"400"	"15"	"4"	"65"	"31"	"50"	"9"	"1"	"2"	"8"	"0"	"11"	"2"	"19"	"2"	"5"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"227"	"227"	"16"	"18"	"0"	"261"	"261"	"1"	"0"
"5980"	"3"	"4"	"1"	"2"	"400"	"12"	"4"	"61"	"37"	"52"	"5"	"1"	"3"	"4"	"2"	"9"	"1"	"29"	"1"	"5"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"231"	"231"	"15"	"19"	"0"	"265"	"265"	"1"	"0"
"5981"	"3"	"4"	"1"	"2"	"403"	"8"	"2"	"67"	"26"	"71"	"5"	"2"	"6"	"6"	"1"	"12"	"0"	"20"	"3"	"7"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"238"	"238"	"20"	"11"	"0"	"269"	"269"	"1"	"0"
"5982"	"3"	"4"	"1"	"2"	"402"	"8"	"1"	"59"	"22"	"69"	"7"	"4"	"6"	"5"	"0"	"10"	"3"	"19"	"0"	"6"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"221"	"221"	"17"	"17"	"0"	"255"	"255"	"1"	"1"
"5983"	"3"	"4"	"1"	"2"	"401"	"9"	"5"	"66"	"30"	"70"	"2"	"1"	"9"	"7"	"2"	"6"	"4"	"18"	"2"	"7"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"242"	"242"	"6"	"5"	"0"	"253"	"253"	"1"	"0"
"5984"	"3"	"4"	"1"	"2"	"399"	"10"	"4"	"67"	"14"	"76"	"7"	"3"	"12"	"15"	"3"	"4"	"1"	"32"	"1"	"5"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"259"	"259"	"14"	"6"	"0"	"279"	"279"	"1"	"0"
"5985"	"3"	"4"	"1"	"2"	"331"	"7"	"6"	"62"	"29"	"87"	"3"	"1"	"7"	"8"	"0"	"8"	"2"	"34"	"1"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"258"	"258"	"5"	"5"	"0"	"268"	"268"	"1"	"0"
"5986"	"3"	"4"	"1"	"2"	"331"	"10"	"5"	"66"	"17"	"52"	"2"	"2"	"6"	"9"	"0"	"2"	"1"	"23"	"0"	"3"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"202"	"202"	"7"	"6"	"0"	"215"	"215"	"1"	"0"
"5987"	"3"	"4"	"1"	"2"	"379"	"13"	"4"	"69"	"19"	"68"	"2"	"3"	"5"	"3"	"0"	"6"	"1"	"22"	"2"	"7"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"228"	"228"	"11"	"28"	"0"	"267"	"267"	"1"	"0"
"5988"	"3"	"4"	"1"	"2"	"380"	"10"	"5"	"105"	"18"	"67"	"6"	"2"	"8"	"7"	"0"	"3"	"1"	"16"	"1"	"4"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"255"	"255"	"22"	"26"	"0"	"303"	"303"	"1"	"0"
"5989"	"3"	"4"	"1"	"2"	"380"	"10"	"9"	"102"	"23"	"54"	"3"	"2"	"7"	"4"	"2"	"4"	"0"	"14"	"1"	"7"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"244"	"244"	"23"	"24"	"0"	"291"	"291"	"1"	"0"
"5990"	"3"	"4"	"1"	"2"	"380"	"10"	"6"	"118"	"15"	"71"	"2"	"3"	"6"	"2"	"1"	"3"	"1"	"13"	"0"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"255"	"255"	"24"	"31"	"0"	"310"	"310"	"1"	"0"
"5991"	"3"	"4"	"1"	"2"	"380"	"19"	"5"	"101"	"25"	"59"	"3"	"1"	"5"	"9"	"1"	"6"	"0"	"15"	"1"	"3"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"256"	"256"	"14"	"29"	"0"	"299"	"299"	"1"	"0"
"5992"	"3"	"4"	"1"	"2"	"380"	"8"	"6"	"82"	"20"	"71"	"2"	"0"	"9"	"2"	"2"	"3"	"1"	"23"	"1"	"10"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"241"	"241"	"14"	"14"	"0"	"269"	"269"	"1"	"0"
"5993"	"3"	"4"	"1"	"2"	"380"	"17"	"2"	"84"	"16"	"73"	"3"	"2"	"9"	"8"	"0"	"4"	"1"	"22"	"0"	"3"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"249"	"249"	"16"	"26"	"0"	"291"	"291"	"1"	"0"
"5994"	"3"	"4"	"1"	"2"	"380"	"16"	"5"	"89"	"16"	"83"	"5"	"0"	"7"	"9"	"0"	"5"	"1"	"7"	"1"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"247"	"247"	"11"	"16"	"0"	"274"	"274"	"1"	"0"
"5995"	"3"	"4"	"1"	"2"	"319"	"11"	"4"	"68"	"11"	"74"	"5"	"1"	"9"	"4"	"0"	"3"	"0"	"21"	"0"	"2"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"216"	"216"	"12"	"8"	"0"	"236"	"236"	"1"	"0"
"5996"	"3"	"4"	"1"	"2"	"319"	"13"	"3"	"91"	"16"	"77"	"1"	"0"	"8"	"5"	"0"	"2"	"0"	"10"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"228"	"228"	"10"	"7"	"1"	"245"	"245"	"1"	"0"
"5997"	"3"	"4"	"1"	"2"	"508"	"13"	"4"	"17"	"16"	"22"	"10"	"0"	"2"	"5"	"0"	"3"	"2"	"13"	"0"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"113"	"113"	"14"	"7"	"0"	"134"	"134"	"1"	"0"
"5998"	"3"	"4"	"1"	"2"	"508"	"7"	"1"	"13"	"8"	"10"	"3"	"1"	"1"	"3"	"0"	"0"	"1"	"12"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"62"	"62"	"9"	"6"	"0"	"77"	"77"	"1"	"0"
"5999"	"3"	"4"	"2"	"2"	"400"	"7"	"48"	"79"	"16"	"32"	"1"	"2"	"3"	"8"	"1"	"1"	"2"	"7"	"3"	"5"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"217"	"217"	"19"	"16"	"0"	"252"	"252"	"1"	"0"
"6000"	"3"	"4"	"2"	"2"	"398"	"10"	"65"	"55"	"10"	"33"	"1"	"0"	"0"	"0"	"3"	"5"	"1"	"6"	"1"	"3"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"196"	"196"	"24"	"34"	"0"	"254"	"254"	"1"	"0"
"6001"	"3"	"4"	"2"	"2"	"402"	"9"	"55"	"71"	"8"	"18"	"3"	"2"	"3"	"6"	"1"	"3"	"1"	"3"	"0"	"5"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"190"	"190"	"28"	"36"	"0"	"254"	"254"	"1"	"0"
"6002"	"3"	"4"	"2"	"2"	"400"	"7"	"59"	"85"	"19"	"16"	"1"	"3"	"2"	"4"	"3"	"3"	"0"	"3"	"1"	"3"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"211"	"211"	"23"	"32"	"0"	"266"	"266"	"1"	"0"
"6003"	"3"	"4"	"2"	"2"	"402"	"11"	"47"	"107"	"7"	"24"	"4"	"2"	"2"	"3"	"2"	"2"	"1"	"4"	"0"	"3"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"222"	"222"	"26"	"57"	"0"	"305"	"305"	"1"	"0"
"6004"	"3"	"4"	"2"	"2"	"400"	"12"	"54"	"100"	"12"	"24"	"4"	"2"	"3"	"3"	"1"	"3"	"0"	"3"	"0"	"5"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"228"	"228"	"18"	"39"	"0"	"285"	"285"	"1"	"0"
"6005"	"3"	"4"	"2"	"2"	"400"	"8"	"69"	"89"	"12"	"20"	"3"	"2"	"1"	"7"	"1"	"3"	"4"	"5"	"1"	"4"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"231"	"231"	"16"	"49"	"0"	"296"	"296"	"1"	"0"
"6006"	"3"	"4"	"2"	"2"	"400"	"4"	"72"	"132"	"14"	"35"	"6"	"4"	"2"	"10"	"0"	"0"	"2"	"4"	"1"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"293"	"293"	"18"	"27"	"0"	"338"	"338"	"1"	"0"
"6007"	"3"	"4"	"2"	"2"	"400"	"5"	"67"	"111"	"12"	"23"	"6"	"2"	"4"	"6"	"1"	"7"	"1"	"6"	"1"	"3"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"257"	"257"	"14"	"40"	"0"	"311"	"311"	"1"	"0"
"6008"	"3"	"4"	"2"	"2"	"400"	"4"	"83"	"129"	"18"	"32"	"2"	"1"	"2"	"0"	"0"	"7"	"3"	"1"	"2"	"2"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"289"	"289"	"9"	"31"	"0"	"329"	"329"	"1"	"0"
"6009"	"3"	"4"	"2"	"2"	"402"	"10"	"97"	"116"	"23"	"33"	"0"	"1"	"2"	"4"	"2"	"2"	"1"	"5"	"1"	"2"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"303"	"303"	"11"	"20"	"0"	"334"	"334"	"1"	"0"
"6010"	"3"	"4"	"2"	"2"	"400"	"8"	"81"	"122"	"17"	"36"	"2"	"1"	"5"	"7"	"1"	"3"	"1"	"9"	"0"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"296"	"296"	"23"	"24"	"0"	"343"	"343"	"1"	"0"
"6011"	"3"	"4"	"2"	"2"	"401"	"9"	"91"	"96"	"24"	"30"	"3"	"3"	"10"	"14"	"0"	"9"	"3"	"5"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"300"	"300"	"11"	"23"	"0"	"334"	"334"	"1"	"0"
"6012"	"3"	"4"	"2"	"2"	"400"	"5"	"63"	"78"	"17"	"27"	"2"	"3"	"6"	"4"	"0"	"4"	"4"	"5"	"1"	"3"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"224"	"224"	"8"	"15"	"0"	"247"	"247"	"1"	"0"
"6013"	"3"	"4"	"2"	"2"	"400"	"11"	"54"	"82"	"17"	"21"	"2"	"2"	"7"	"8"	"0"	"8"	"1"	"8"	"0"	"4"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"226"	"226"	"5"	"13"	"0"	"244"	"244"	"1"	"0"
"6014"	"3"	"4"	"2"	"2"	"400"	"7"	"60"	"91"	"11"	"32"	"0"	"0"	"2"	"11"	"0"	"2"	"1"	"6"	"2"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"228"	"228"	"11"	"15"	"0"	"254"	"254"	"1"	"0"
"6015"	"3"	"4"	"2"	"2"	"400"	"8"	"63"	"68"	"21"	"28"	"6"	"6"	"0"	"5"	"1"	"4"	"1"	"5"	"1"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"221"	"221"	"24"	"19"	"0"	"264"	"264"	"1"	"0"
"6016"	"3"	"4"	"2"	"2"	"400"	"9"	"47"	"81"	"16"	"25"	"2"	"0"	"3"	"4"	"0"	"7"	"1"	"6"	"2"	"7"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"211"	"211"	"11"	"17"	"0"	"239"	"239"	"1"	"0"
"6017"	"3"	"4"	"2"	"2"	"400"	"11"	"91"	"95"	"24"	"38"	"1"	"1"	"5"	"8"	"0"	"5"	"1"	"13"	"0"	"4"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"300"	"300"	"5"	"16"	"0"	"321"	"321"	"1"	"0"
"6018"	"3"	"4"	"2"	"2"	"400"	"7"	"60"	"110"	"9"	"35"	"4"	"3"	"12"	"8"	"2"	"9"	"3"	"3"	"0"	"3"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"270"	"270"	"8"	"25"	"0"	"303"	"303"	"1"	"0"
"6019"	"3"	"4"	"2"	"2"	"224"	"4"	"47"	"61"	"10"	"23"	"5"	"2"	"5"	"3"	"0"	"4"	"1"	"6"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"173"	"173"	"2"	"9"	"0"	"184"	"184"	"1"	"0"
"6020"	"3"	"4"	"2"	"2"	"222"	"11"	"42"	"37"	"3"	"15"	"4"	"0"	"4"	"1"	"0"	"2"	"1"	"2"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"125"	"125"	"7"	"10"	"0"	"142"	"142"	"1"	"0"
"6021"	"3"	"4"	"2"	"2"	"357"	"3"	"15"	"25"	"5"	"5"	"0"	"0"	"0"	"3"	"0"	"0"	"1"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"59"	"59"	"9"	"10"	"0"	"78"	"78"	"1"	"0"
