"MESA"	"TIPO_ELECCION"	"DEPTO"	"MUNI"	"ESTADO_ACTA"	"CANTIDAD_PAPELETAS"	"VAMOS"	"TODOS"	"UNE"	"CREO"	"BIEN"	"UNIDOS"	"VICTORIA"	"FCN_NACION"	"PHG"	"PC"	"FUERZA"	"UNIONISTA"	"VALOR"	"MLP"	"PAN"	"UCN"	"V17"	"V18"	"V19"	"V20"	"V21"	"V22"	"V23"	"V24"	"V25"	"V26"	"V27"	"V28"	"V29"	"V30"	"VOTOS_VALIDOS_ACTA"	"VOTOS_VALIDOS"	"NULOS"	"BLANCOS"	"INVALIDOS"	"TOTAL_ACTA"	"TOTAL_VOTOS"	"ACTA_CUADRA"	"IMPUGNACIONES"
"6157"	"3"	"4"	"7"	"2"	"400"	"5"	"7"	"99"	"6"	"17"	"0"	"2"	"55"	"7"	"0"	"3"	"1"	"6"	"4"	"2"	"60"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"274"	"274"	"19"	"16"	"0"	"309"	"309"	"1"	"0"
"6158"	"3"	"4"	"7"	"2"	"400"	"2"	"10"	"103"	"20"	"16"	"1"	"2"	"58"	"3"	"0"	"0"	"1"	"3"	"9"	"7"	"47"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"282"	"282"	"19"	"13"	"0"	"314"	"314"	"1"	"0"
"6159"	"3"	"4"	"7"	"2"	"400"	"8"	"13"	"102"	"16"	"8"	"0"	"0"	"48"	"6"	"1"	"0"	"0"	"8"	"7"	"4"	"42"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"263"	"263"	"25"	"10"	"0"	"298"	"298"	"1"	"0"
"6160"	"3"	"4"	"7"	"2"	"400"	"7"	"9"	"109"	"8"	"20"	"1"	"5"	"53"	"7"	"0"	"3"	"1"	"5"	"7"	"4"	"46"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"285"	"285"	"16"	"13"	"0"	"314"	"314"	"1"	"0"
"6161"	"3"	"4"	"7"	"2"	"400"	"6"	"10"	"89"	"16"	"19"	"0"	"5"	"50"	"2"	"0"	"3"	"1"	"6"	"9"	"4"	"59"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"279"	"279"	"15"	"17"	"0"	"311"	"311"	"1"	"0"
"6162"	"3"	"4"	"7"	"2"	"400"	"3"	"6"	"92"	"17"	"9"	"0"	"2"	"44"	"8"	"1"	"0"	"3"	"9"	"6"	"5"	"47"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"252"	"252"	"23"	"8"	"0"	"283"	"283"	"1"	"0"
"6163"	"3"	"4"	"7"	"2"	"400"	"3"	"14"	"92"	"22"	"7"	"0"	"1"	"42"	"5"	"0"	"1"	"2"	"9"	"3"	"6"	"60"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"267"	"267"	"2"	"5"	"0"	"274"	"274"	"1"	"0"
"6164"	"3"	"4"	"7"	"2"	"400"	"8"	"8"	"89"	"13"	"8"	"0"	"5"	"41"	"0"	"0"	"0"	"0"	"6"	"6"	"6"	"49"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"239"	"239"	"27"	"11"	"0"	"277"	"277"	"1"	"1"
"6165"	"3"	"4"	"7"	"2"	"400"	"10"	"10"	"69"	"19"	"13"	"1"	"1"	"58"	"6"	"1"	"2"	"0"	"4"	"6"	"4"	"55"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"259"	"259"	"19"	"17"	"0"	"295"	"295"	"1"	"0"
"6166"	"3"	"4"	"7"	"2"	"400"	"3"	"10"	"75"	"19"	"11"	"2"	"0"	"41"	"8"	"0"	"2"	"1"	"8"	"7"	"6"	"60"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"253"	"253"	"25"	"10"	"0"	"288"	"288"	"1"	"0"
"6167"	"3"	"4"	"7"	"2"	"400"	"7"	"5"	"84"	"24"	"16"	"0"	"2"	"53"	"3"	"1"	"0"	"1"	"7"	"6"	"3"	"43"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"255"	"255"	"41"	"17"	"0"	"313"	"313"	"1"	"1"
"6168"	"3"	"4"	"7"	"2"	"395"	"6"	"8"	"85"	"33"	"6"	"2"	"0"	"29"	"11"	"2"	"5"	"0"	"10"	"7"	"2"	"54"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"260"	"260"	"13"	"4"	"0"	"277"	"277"	"1"	"0"
"6169"	"3"	"4"	"7"	"2"	"402"	"5"	"10"	"92"	"19"	"14"	"1"	"0"	"31"	"7"	"1"	"1"	"2"	"16"	"10"	"3"	"46"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"258"	"258"	"17"	"11"	"116"	"286"	"286"	"1"	"0"
"6170"	"3"	"4"	"7"	"2"	"400"	"6"	"14"	"92"	"17"	"15"	"1"	"2"	"47"	"3"	"0"	"0"	"0"	"5"	"7"	"5"	"53"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"267"	"267"	"19"	"18"	"0"	"304"	"304"	"1"	"0"
"6171"	"3"	"4"	"7"	"2"	"399"	"2"	"8"	"86"	"17"	"11"	"1"	"1"	"45"	"4"	"2"	"1"	"3"	"13"	"5"	"1"	"49"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"249"	"249"	"15"	"8"	"0"	"272"	"272"	"1"	"0"
"6172"	"3"	"4"	"7"	"2"	"400"	"3"	"7"	"88"	"20"	"5"	"1"	"0"	"39"	"7"	"0"	"1"	"2"	"10"	"8"	"3"	"47"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"241"	"241"	"17"	"10"	"0"	"268"	"268"	"1"	"0"
"6173"	"3"	"4"	"7"	"2"	"400"	"1"	"15"	"91"	"18"	"16"	"0"	"1"	"39"	"7"	"1"	"2"	"2"	"9"	"6"	"4"	"57"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"290"	"269"	"16"	"5"	"0"	"290"	"290"	"0"	"0"
"6174"	"3"	"4"	"7"	"2"	"400"	"5"	"17"	"108"	"18"	"13"	"4"	"0"	"44"	"7"	"0"	"3"	"1"	"10"	"6"	"3"	"71"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"310"	"310"	"16"	"74"	"0"	"400"	"400"	"1"	"1"
"6175"	"3"	"4"	"7"	"2"	"224"	"3"	"11"	"51"	"7"	"9"	"0"	"2"	"28"	"5"	"0"	"1"	"3"	"3"	"2"	"1"	"30"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"156"	"156"	"5"	"3"	"0"	"164"	"164"	"1"	"0"
"6176"	"3"	"4"	"7"	"2"	"223"	"2"	"6"	"44"	"7"	"2"	"0"	"0"	"38"	"6"	"1"	"0"	"0"	"1"	"2"	"1"	"20"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"130"	"130"	"8"	"6"	"0"	"144"	"144"	"1"	"0"
"6177"	"3"	"4"	"7"	"2"	"398"	"10"	"7"	"74"	"6"	"10"	"0"	"0"	"48"	"7"	"0"	"3"	"0"	"7"	"0"	"4"	"19"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"195"	"195"	"25"	"38"	"0"	"258"	"258"	"1"	"0"
"6178"	"3"	"4"	"7"	"2"	"397"	"9"	"7"	"94"	"15"	"23"	"0"	"2"	"43"	"2"	"1"	"4"	"2"	"5"	"0"	"2"	"30"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"239"	"239"	"14"	"16"	"0"	"269"	"269"	"1"	"0"
"6179"	"3"	"4"	"7"	"2"	"396"	"2"	"9"	"107"	"12"	"20"	"1"	"1"	"54"	"6"	"1"	"4"	"1"	"6"	"0"	"2"	"38"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"264"	"264"	"14"	"19"	"0"	"297"	"297"	"1"	"0"
"6180"	"3"	"4"	"7"	"2"	"400"	"5"	"3"	"91"	"11"	"20"	"1"	"2"	"59"	"4"	"2"	"5"	"0"	"1"	"3"	"3"	"28"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"238"	"238"	"25"	"12"	"0"	"275"	"275"	"1"	"0"
"6181"	"3"	"4"	"7"	"2"	"398"	"3"	"13"	"126"	"6"	"7"	"1"	"2"	"54"	"3"	"0"	"9"	"1"	"3"	"5"	"7"	"34"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"274"	"274"	"17"	"18"	"89"	"309"	"309"	"1"	"0"
"6182"	"3"	"4"	"7"	"2"	"400"	"1"	"13"	"103"	"15"	"15"	"1"	"3"	"51"	"5"	"0"	"7"	"1"	"7"	"3"	"4"	"37"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"266"	"266"	"15"	"15"	"0"	"296"	"296"	"1"	"0"
"6183"	"3"	"4"	"7"	"2"	"398"	"8"	"7"	"128"	"11"	"10"	"0"	"1"	"47"	"5"	"3"	"9"	"0"	"6"	"4"	"3"	"32"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"274"	"274"	"26"	"16"	"0"	"316"	"316"	"1"	"0"
"6184"	"3"	"4"	"7"	"2"	"400"	"1"	"9"	"96"	"10"	"15"	"0"	"2"	"47"	"4"	"2"	"8"	"0"	"2"	"3"	"7"	"28"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"234"	"234"	"31"	"15"	"3"	"280"	"280"	"1"	"0"
"6185"	"3"	"4"	"7"	"2"	"398"	"3"	"10"	"117"	"14"	"17"	"1"	"0"	"46"	"6"	"1"	"6"	"1"	"3"	"4"	"3"	"24"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"256"	"256"	"17"	"15"	"1"	"288"	"288"	"1"	"0"
"6186"	"3"	"4"	"7"	"2"	"401"	"5"	"11"	"104"	"17"	"15"	"0"	"0"	"34"	"4"	"0"	"1"	"2"	"6"	"5"	"3"	"39"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"246"	"246"	"9"	"4"	"0"	"259"	"259"	"1"	"0"
"6187"	"3"	"4"	"7"	"2"	"390"	"5"	"13"	"98"	"9"	"21"	"0"	"1"	"38"	"5"	"2"	"12"	"1"	"4"	"3"	"3"	"31"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"246"	"246"	"14"	"8"	"0"	"268"	"268"	"1"	"0"
"6188"	"3"	"4"	"7"	"2"	"400"	"5"	"12"	"82"	"13"	"18"	"2"	"4"	"32"	"5"	"0"	"5"	"2"	"11"	"6"	"6"	"34"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"237"	"237"	"16"	"12"	"0"	"265"	"265"	"1"	"0"
"6189"	"3"	"4"	"7"	"2"	"401"	"3"	"8"	"90"	"9"	"15"	"1"	"1"	"55"	"6"	"1"	"10"	"0"	"2"	"5"	"3"	"30"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"239"	"239"	"5"	"12"	"16"	"256"	"256"	"1"	"0"
"6190"	"3"	"4"	"7"	"2"	"403"	"7"	"7"	"94"	"12"	"21"	"2"	"2"	"32"	"5"	"0"	"3"	"0"	"10"	"4"	"4"	"35"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"238"	"238"	"20"	"17"	"0"	"275"	"275"	"1"	"0"
"6191"	"3"	"4"	"7"	"2"	"402"	"3"	"9"	"69"	"14"	"14"	"1"	"4"	"34"	"2"	"2"	"7"	"1"	"10"	"2"	"3"	"42"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"217"	"217"	"12"	"16"	"0"	"245"	"245"	"1"	"0"
"6192"	"3"	"4"	"7"	"2"	"398"	"2"	"11"	"105"	"9"	"17"	"0"	"3"	"57"	"11"	"2"	"4"	"2"	"6"	"4"	"3"	"28"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"264"	"264"	"12"	"9"	"0"	"285"	"285"	"1"	"0"
"6193"	"3"	"4"	"7"	"2"	"341"	"4"	"12"	"87"	"14"	"21"	"2"	"0"	"41"	"13"	"0"	"4"	"2"	"7"	"9"	"4"	"53"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"273"	"273"	"6"	"9"	"0"	"288"	"288"	"1"	"0"
"6194"	"3"	"4"	"7"	"2"	"341"	"5"	"8"	"96"	"12"	"12"	"0"	"0"	"35"	"6"	"0"	"6"	"2"	"2"	"4"	"2"	"40"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"230"	"230"	"4"	"8"	"0"	"242"	"242"	"1"	"0"
"6195"	"3"	"4"	"7"	"2"	"380"	"2"	"5"	"90"	"5"	"94"	"1"	"1"	"35"	"6"	"0"	"2"	"2"	"6"	"4"	"4"	"10"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"267"	"267"	"16"	"7"	"0"	"290"	"290"	"1"	"0"
"6196"	"3"	"4"	"7"	"2"	"380"	"2"	"4"	"65"	"6"	"100"	"1"	"0"	"50"	"5"	"0"	"2"	"0"	"10"	"3"	"3"	"13"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"264"	"264"	"11"	"4"	"0"	"279"	"279"	"1"	"0"
"6197"	"3"	"4"	"7"	"2"	"380"	"0"	"4"	"75"	"3"	"105"	"2"	"3"	"45"	"4"	"0"	"3"	"2"	"10"	"1"	"1"	"12"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"270"	"270"	"13"	"8"	"0"	"291"	"291"	"1"	"0"
"6198"	"3"	"4"	"7"	"2"	"377"	"3"	"5"	"75"	"5"	"84"	"0"	"3"	"45"	"5"	"0"	"2"	"1"	"15"	"2"	"3"	"12"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"260"	"260"	"14"	"8"	"0"	"282"	"282"	"1"	"0"
"6199"	"3"	"4"	"7"	"2"	"377"	"3"	"10"	"62"	"5"	"100"	"0"	"2"	"36"	"6"	"0"	"1"	"1"	"12"	"1"	"2"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"248"	"248"	"13"	"8"	"0"	"269"	"269"	"1"	"0"
"6200"	"3"	"4"	"7"	"2"	"380"	"5"	"3"	"79"	"5"	"16"	"0"	"3"	"48"	"1"	"0"	"7"	"0"	"6"	"1"	"2"	"22"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"198"	"198"	"15"	"23"	"0"	"236"	"236"	"1"	"0"
"6201"	"3"	"4"	"7"	"2"	"380"	"5"	"8"	"83"	"8"	"16"	"1"	"4"	"48"	"4"	"14"	"1"	"2"	"14"	"2"	"4"	"32"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"246"	"246"	"13"	"17"	"0"	"276"	"276"	"1"	"0"
"6202"	"3"	"4"	"7"	"2"	"379"	"3"	"11"	"79"	"6"	"15"	"1"	"3"	"73"	"1"	"0"	"10"	"0"	"5"	"4"	"3"	"31"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"245"	"245"	"22"	"16"	"0"	"283"	"283"	"1"	"0"
"6203"	"3"	"4"	"7"	"2"	"380"	"4"	"5"	"82"	"4"	"18"	"0"	"8"	"50"	"2"	"1"	"10"	"1"	"3"	"4"	"0"	"28"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"220"	"220"	"15"	"18"	"0"	"253"	"253"	"1"	"0"
"6204"	"3"	"4"	"7"	"2"	"380"	"8"	"6"	"76"	"6"	"20"	"1"	"0"	"52"	"4"	"1"	"8"	"0"	"8"	"1"	"3"	"29"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"223"	"223"	"9"	"15"	"0"	"247"	"247"	"1"	"0"
"6205"	"3"	"4"	"7"	"2"	"237"	"3"	"7"	"46"	"3"	"3"	"0"	"1"	"31"	"0"	"0"	"6"	"0"	"0"	"1"	"3"	"20"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"124"	"124"	"6"	"11"	"0"	"141"	"141"	"1"	"0"
"6206"	"3"	"4"	"7"	"2"	"237"	"2"	"5"	"44"	"0"	"7"	"0"	"1"	"30"	"4"	"0"	"3"	"2"	"16"	"0"	"3"	"27"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"144"	"144"	"4"	"7"	"0"	"155"	"155"	"1"	"0"
"6207"	"3"	"4"	"7"	"2"	"380"	"3"	"9"	"84"	"4"	"4"	"0"	"0"	"40"	"4"	"0"	"7"	"0"	"5"	"1"	"4"	"23"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"188"	"188"	"29"	"25"	"0"	"242"	"242"	"1"	"0"
"6208"	"3"	"4"	"7"	"2"	"380"	"3"	"6"	"108"	"3"	"7"	"3"	"5"	"39"	"0"	"2"	"3"	"1"	"1"	"1"	"2"	"12"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"196"	"196"	"18"	"16"	"0"	"230"	"230"	"1"	"0"
"6209"	"3"	"4"	"7"	"2"	"380"	"5"	"5"	"102"	"3"	"9"	"3"	"2"	"41"	"1"	"4"	"7"	"1"	"1"	"0"	"3"	"25"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"212"	"212"	"29"	"19"	"0"	"260"	"260"	"1"	"0"
"6210"	"3"	"4"	"7"	"2"	"380"	"0"	"6"	"120"	"4"	"12"	"1"	"0"	"32"	"0"	"0"	"7"	"0"	"0"	"3"	"2"	"25"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"212"	"212"	"20"	"8"	"0"	"240"	"240"	"1"	"0"
"6211"	"3"	"4"	"7"	"2"	"354"	"3"	"5"	"83"	"6"	"6"	"1"	"2"	"36"	"1"	"0"	"3"	"3"	"1"	"1"	"0"	"21"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"172"	"172"	"16"	"10"	"0"	"198"	"198"	"1"	"0"
"6212"	"3"	"4"	"7"	"2"	"353"	"3"	"12"	"97"	"4"	"8"	"1"	"1"	"31"	"0"	"0"	"2"	"0"	"2"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"195"	"165"	"8"	"12"	"0"	"215"	"185"	"0"	"0"
"6213"	"3"	"4"	"7"	"2"	"600"	"6"	"9"	"67"	"15"	"21"	"1"	"2"	"23"	"4"	"0"	"1"	"5"	"8"	"8"	"5"	"13"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"188"	"188"	"30"	"12"	"0"	"230"	"230"	"1"	"0"
"6214"	"3"	"4"	"7"	"2"	"597"	"7"	"8"	"81"	"24"	"24"	"0"	"1"	"26"	"6"	"2"	"4"	"3"	"4"	"5"	"4"	"16"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"215"	"215"	"20"	"9"	"0"	"244"	"244"	"1"	"0"
"6215"	"3"	"4"	"7"	"2"	"596"	"1"	"2"	"26"	"5"	"12"	"3"	"0"	"5"	"7"	"1"	"0"	"1"	"5"	"5"	"4"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"86"	"86"	"3"	"5"	"0"	"94"	"94"	"1"	"1"
"6216"	"3"	"4"	"8"	"2"	"400"	"52"	"1"	"33"	"21"	"37"	"0"	"1"	"5"	"15"	"1"	"7"	"8"	"5"	"1"	"8"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"196"	"196"	"29"	"23"	"0"	"248"	"248"	"1"	"0"
"6217"	"3"	"4"	"8"	"2"	"400"	"58"	"2"	"42"	"15"	"34"	"0"	"1"	"1"	"20"	"1"	"11"	"1"	"5"	"1"	"2"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"197"	"197"	"24"	"30"	"0"	"251"	"251"	"1"	"0"
"6218"	"3"	"4"	"8"	"2"	"400"	"58"	"2"	"31"	"16"	"40"	"2"	"1"	"4"	"20"	"0"	"15"	"1"	"4"	"3"	"4"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"204"	"204"	"28"	"22"	"0"	"254"	"254"	"1"	"0"
"6219"	"3"	"4"	"8"	"2"	"402"	"52"	"7"	"39"	"13"	"42"	"0"	"6"	"8"	"15"	"0"	"10"	"5"	"4"	"2"	"6"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"216"	"216"	"22"	"15"	"0"	"253"	"253"	"1"	"0"
"6220"	"3"	"4"	"8"	"2"	"401"	"56"	"3"	"32"	"17"	"56"	"0"	"1"	"6"	"19"	"1"	"15"	"4"	"1"	"1"	"5"	"5"	"0"	"0"	"0"	"0"	"15"	"4"	"1"	"1"	"5"	"5"	"0"	"0"	"0"	"0"	"222"	"222"	"19"	"17"	"0"	"258"	"258"	"1"	"0"
"6221"	"3"	"4"	"8"	"2"	"400"	"69"	"9"	"31"	"32"	"37"	"0"	"0"	"2"	"14"	"1"	"6"	"7"	"3"	"3"	"0"	"3"	"0"	"0"	"0"	"0"	"6"	"7"	"3"	"3"	"0"	"3"	"0"	"0"	"0"	"0"	"217"	"217"	"14"	"23"	"0"	"254"	"254"	"1"	"0"
"6222"	"3"	"4"	"8"	"2"	"400"	"79"	"13"	"40"	"15"	"38"	"0"	"1"	"9"	"14"	"1"	"17"	"7"	"8"	"6"	"5"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"257"	"257"	"16"	"21"	"0"	"294"	"294"	"1"	"0"
"6223"	"3"	"4"	"8"	"2"	"400"	"62"	"6"	"49"	"19"	"29"	"0"	"0"	"9"	"12"	"0"	"13"	"5"	"5"	"7"	"3"	"1"	"0"	"0"	"0"	"0"	"13"	"5"	"5"	"7"	"3"	"1"	"0"	"0"	"0"	"0"	"220"	"220"	"17"	"12"	"0"	"249"	"249"	"1"	"0"
"6224"	"3"	"4"	"8"	"2"	"377"	"43"	"7"	"31"	"12"	"42"	"3"	"3"	"6"	"5"	"1"	"17"	"7"	"3"	"4"	"7"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"196"	"196"	"22"	"6"	"0"	"224"	"224"	"1"	"0"
"6225"	"3"	"4"	"8"	"2"	"397"	"40"	"10"	"33"	"12"	"27"	"0"	"3"	"4"	"18"	"1"	"16"	"6"	"3"	"6"	"6"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"188"	"188"	"23"	"20"	"0"	"231"	"231"	"1"	"0"
"6226"	"3"	"4"	"8"	"2"	"380"	"45"	"9"	"34"	"15"	"31"	"2"	"0"	"5"	"23"	"0"	"11"	"9"	"8"	"0"	"6"	"3"	"0"	"0"	"0"	"0"	"11"	"9"	"8"	"0"	"6"	"3"	"0"	"0"	"0"	"0"	"201"	"201"	"21"	"19"	"0"	"241"	"241"	"1"	"0"
"6227"	"3"	"4"	"8"	"2"	"400"	"37"	"7"	"32"	"13"	"38"	"3"	"1"	"1"	"18"	"0"	"15"	"5"	"3"	"4"	"3"	"1"	"0"	"0"	"0"	"0"	"15"	"5"	"3"	"4"	"3"	"1"	"0"	"0"	"0"	"0"	"181"	"181"	"13"	"15"	"0"	"209"	"209"	"1"	"0"
"6228"	"3"	"4"	"8"	"2"	"400"	"69"	"4"	"29"	"13"	"34"	"1"	"4"	"3"	"19"	"0"	"12"	"8"	"8"	"5"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"211"	"211"	"15"	"10"	"0"	"236"	"236"	"1"	"0"
"6229"	"3"	"4"	"8"	"2"	"241"	"49"	"9"	"21"	"6"	"19"	"0"	"0"	"8"	"14"	"0"	"17"	"9"	"6"	"0"	"1"	"2"	"0"	"0"	"0"	"0"	"17"	"9"	"6"	"0"	"1"	"2"	"0"	"0"	"0"	"0"	"161"	"161"	"3"	"4"	"0"	"168"	"168"	"1"	"0"
"6230"	"3"	"4"	"8"	"2"	"240"	"32"	"2"	"17"	"10"	"17"	"1"	"3"	"4"	"11"	"0"	"4"	"3"	"0"	"1"	"2"	"1"	"0"	"0"	"0"	"0"	"4"	"3"	"0"	"1"	"2"	"1"	"0"	"0"	"0"	"0"	"108"	"108"	"8"	"14"	"0"	"130"	"130"	"1"	"0"
"6231"	"3"	"4"	"8"	"2"	"380"	"31"	"8"	"124"	"9"	"12"	"1"	"1"	"3"	"5"	"1"	"7"	"2"	"7"	"2"	"5"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"222"	"222"	"14"	"24"	"0"	"260"	"260"	"1"	"0"
