"MESA"	"TIPO_ELECCION"	"DEPTO"	"MUNI"	"ESTADO_ACTA"	"CANTIDAD_PAPELETAS"	"VAMOS"	"UNE"	"WINAQ"	"TODOS"	"UCN"	"PAN"	"PODEMOS"	"CREO"	"VALOR"	"VICTORIA"	"PC"	"SEMILLA"	"VIVA"	"BIEN"	"LIBRE"	"CONVERGENCIA"	"UNIONISTA"	"PPT"	"FUERZA"	"MLP"	"EG"	"FCN_NACION"	"AVANZA"	"UNIDOS"	"URNG_MAIZ"	"PHG"	"V27"	"V28"	"V29"	"V30"	"VOTOS_VALIDOS_ACTA"	"VOTOS_VALIDOS"	"NULOS"	"BLANCOS"	"INVALIDOS"	"TOTAL_ACTA"	"TOTAL_VOTOS"	"ACTA_CUADRA"	"IMPUGNACIONES"
"6744"	"3"	"5"	"5"	"2"	"380"	"8"	"86"	"0"	"6"	"4"	"3"	"2"	"0"	"0"	"0"	"46"	"1"	"6"	"9"	"0"	"1"	"2"	"0"	"1"	"4"	"2"	"8"	"1"	"39"	"1"	"6"	"0"	"0"	"0"	"0"	"236"	"236"	"20"	"13"	"0"	"269"	"269"	"1"	"0"
"6745"	"3"	"5"	"5"	"2"	"264"	"7"	"71"	"0"	"7"	"1"	"2"	"0"	"0"	"1"	"0"	"30"	"2"	"4"	"10"	"1"	"3"	"0"	"0"	"1"	"0"	"0"	"3"	"0"	"37"	"0"	"2"	"0"	"0"	"0"	"0"	"182"	"182"	"5"	"15"	"0"	"202"	"202"	"1"	"0"
"6746"	"3"	"5"	"5"	"2"	"264"	"5"	"47"	"0"	"5"	"1"	"2"	"1"	"1"	"2"	"1"	"23"	"0"	"3"	"8"	"1"	"0"	"0"	"0"	"2"	"1"	"1"	"5"	"0"	"33"	"0"	"1"	"0"	"0"	"0"	"0"	"143"	"143"	"7"	"9"	"0"	"159"	"159"	"1"	"0"
"6747"	"3"	"5"	"5"	"2"	"380"	"15"	"67"	"1"	"9"	"5"	"18"	"1"	"5"	"0"	"5"	"15"	"0"	"4"	"24"	"0"	"1"	"2"	"2"	"8"	"1"	"0"	"6"	"0"	"18"	"3"	"5"	"0"	"0"	"0"	"0"	"215"	"215"	"20"	"31"	"0"	"266"	"266"	"1"	"0"
"6748"	"3"	"5"	"5"	"2"	"380"	"11"	"56"	"2"	"4"	"8"	"15"	"1"	"2"	"0"	"10"	"21"	"1"	"7"	"27"	"1"	"1"	"0"	"0"	"3"	"3"	"0"	"4"	"1"	"12"	"2"	"10"	"0"	"0"	"0"	"0"	"202"	"202"	"27"	"18"	"0"	"247"	"247"	"1"	"0"
"6749"	"3"	"5"	"5"	"2"	"378"	"10"	"73"	"0"	"3"	"4"	"18"	"0"	"1"	"0"	"4"	"18"	"1"	"6"	"18"	"0"	"0"	"1"	"0"	"5"	"1"	"1"	"7"	"0"	"10"	"3"	"0"	"0"	"0"	"0"	"0"	"184"	"184"	"14"	"27"	"0"	"225"	"225"	"1"	"0"
"6750"	"3"	"5"	"5"	"2"	"378"	"12"	"85"	"0"	"2"	"0"	"7"	"10"	"4"	"0"	"3"	"37"	"0"	"4"	"18"	"1"	"0"	"0"	"0"	"16"	"0"	"0"	"4"	"0"	"14"	"0"	"10"	"0"	"0"	"0"	"0"	"227"	"227"	"14"	"21"	"0"	"262"	"262"	"1"	"0"
"6751"	"3"	"5"	"5"	"2"	"600"	"7"	"29"	"3"	"4"	"1"	"8"	"1"	"3"	"4"	"4"	"12"	"3"	"14"	"29"	"5"	"0"	"2"	"1"	"2"	"1"	"2"	"7"	"0"	"13"	"3"	"3"	"0"	"0"	"0"	"0"	"161"	"161"	"24"	"18"	"0"	"203"	"203"	"1"	"0"
"6752"	"3"	"5"	"5"	"2"	"501"	"13"	"37"	"1"	"5"	"4"	"7"	"1"	"0"	"1"	"4"	"16"	"0"	"4"	"16"	"3"	"1"	"0"	"0"	"3"	"1"	"0"	"9"	"1"	"12"	"3"	"4"	"0"	"0"	"0"	"0"	"146"	"146"	"0"	"13"	"23"	"159"	"159"	"1"	"0"
"6753"	"3"	"5"	"5"	"2"	"496"	"7"	"31"	"0"	"3"	"3"	"2"	"0"	"1"	"2"	"3"	"10"	"2"	"7"	"7"	"0"	"0"	"1"	"0"	"2"	"1"	"1"	"7"	"2"	"4"	"0"	"1"	"0"	"0"	"0"	"0"	"97"	"97"	"13"	"9"	"0"	"119"	"119"	"1"	"0"
"6754"	"3"	"5"	"6"	"2"	"400"	"12"	"27"	"2"	"6"	"34"	"4"	"1"	"1"	"2"	"36"	"8"	"11"	"8"	"20"	"4"	"1"	"1"	"1"	"10"	"1"	"21"	"5"	"1"	"2"	"6"	"4"	"0"	"0"	"0"	"0"	"229"	"229"	"28"	"10"	"0"	"267"	"267"	"1"	"0"
"6755"	"3"	"5"	"6"	"2"	"399"	"23"	"27"	"1"	"6"	"30"	"6"	"2"	"1"	"2"	"38"	"10"	"1"	"9"	"15"	"0"	"0"	"3"	"0"	"9"	"5"	"11"	"10"	"1"	"3"	"3"	"5"	"0"	"0"	"0"	"0"	"221"	"221"	"25"	"19"	"131"	"265"	"265"	"1"	"0"
"6756"	"3"	"5"	"6"	"2"	"400"	"13"	"21"	"2"	"8"	"35"	"5"	"0"	"0"	"1"	"40"	"9"	"10"	"7"	"18"	"0"	"2"	"4"	"2"	"14"	"3"	"16"	"12"	"3"	"0"	"0"	"6"	"0"	"0"	"0"	"0"	"231"	"231"	"23"	"17"	"0"	"271"	"271"	"1"	"0"
"6757"	"3"	"5"	"6"	"2"	"400"	"9"	"16"	"1"	"9"	"31"	"7"	"1"	"0"	"2"	"17"	"15"	"3"	"8"	"12"	"2"	"0"	"0"	"0"	"14"	"0"	"9"	"9"	"0"	"1"	"5"	"0"	"0"	"0"	"0"	"0"	"171"	"171"	"56"	"36"	"0"	"263"	"263"	"1"	"0"
"6758"	"3"	"5"	"6"	"2"	"400"	"15"	"31"	"2"	"5"	"19"	"1"	"2"	"0"	"0"	"40"	"12"	"11"	"6"	"19"	"2"	"1"	"1"	"1"	"10"	"3"	"25"	"11"	"2"	"2"	"2"	"4"	"0"	"0"	"0"	"0"	"227"	"227"	"15"	"12"	"0"	"254"	"254"	"1"	"0"
"6759"	"3"	"5"	"6"	"2"	"397"	"21"	"26"	"3"	"6"	"23"	"6"	"2"	"1"	"0"	"33"	"2"	"12"	"11"	"20"	"1"	"1"	"0"	"0"	"11"	"1"	"17"	"10"	"2"	"1"	"2"	"12"	"0"	"0"	"0"	"0"	"224"	"224"	"24"	"15"	"0"	"263"	"263"	"1"	"0"
"6760"	"3"	"5"	"6"	"2"	"400"	"20"	"18"	"3"	"12"	"35"	"3"	"2"	"1"	"3"	"41"	"8"	"7"	"13"	"13"	"1"	"0"	"0"	"1"	"7"	"7"	"26"	"7"	"2"	"0"	"3"	"11"	"0"	"0"	"0"	"0"	"244"	"244"	"21"	"10"	"0"	"275"	"275"	"1"	"0"
"6761"	"3"	"5"	"6"	"2"	"400"	"19"	"28"	"2"	"5"	"22"	"4"	"1"	"0"	"2"	"47"	"9"	"7"	"9"	"13"	"1"	"1"	"0"	"0"	"9"	"7"	"21"	"11"	"4"	"1"	"0"	"7"	"0"	"0"	"0"	"0"	"230"	"230"	"30"	"13"	"0"	"273"	"273"	"1"	"0"
"6762"	"3"	"5"	"6"	"2"	"400"	"19"	"25"	"1"	"5"	"30"	"1"	"1"	"1"	"0"	"33"	"8"	"6"	"7"	"17"	"3"	"0"	"0"	"1"	"15"	"4"	"20"	"13"	"7"	"5"	"3"	"7"	"0"	"0"	"0"	"0"	"252"	"232"	"36"	"9"	"0"	"282"	"277"	"0"	"0"
"6763"	"3"	"5"	"6"	"2"	"399"	"14"	"34"	"0"	"7"	"21"	"5"	"2"	"2"	"1"	"43"	"6"	"7"	"12"	"27"	"1"	"1"	"1"	"0"	"15"	"3"	"25"	"10"	"0"	"1"	"2"	"7"	"0"	"0"	"0"	"0"	"247"	"247"	"34"	"9"	"0"	"290"	"290"	"1"	"0"
"6764"	"3"	"5"	"6"	"2"	"399"	"23"	"25"	"3"	"9"	"36"	"3"	"2"	"0"	"0"	"38"	"7"	"3"	"11"	"27"	"1"	"0"	"0"	"1"	"18"	"10"	"24"	"10"	"1"	"0"	"2"	"6"	"0"	"0"	"0"	"0"	"260"	"260"	"22"	"14"	"0"	"296"	"296"	"1"	"0"
"6765"	"3"	"5"	"6"	"2"	"397"	"21"	"20"	"4"	"9"	"18"	"3"	"1"	"3"	"1"	"45"	"18"	"10"	"4"	"14"	"0"	"0"	"1"	"1"	"16"	"4"	"30"	"8"	"2"	"2"	"2"	"8"	"0"	"0"	"0"	"0"	"245"	"245"	"35"	"8"	"0"	"288"	"288"	"1"	"0"
"6766"	"3"	"5"	"6"	"2"	"395"	"18"	"26"	"3"	"8"	"27"	"4"	"0"	"1"	"1"	"50"	"7"	"10"	"8"	"18"	"3"	"1"	"0"	"1"	"15"	"5"	"24"	"4"	"1"	"1"	"4"	"4"	"0"	"0"	"0"	"0"	"244"	"244"	"26"	"18"	"0"	"288"	"288"	"1"	"0"
"6767"	"3"	"5"	"6"	"2"	"397"	"23"	"32"	"4"	"3"	"18"	"7"	"2"	"4"	"0"	"27"	"12"	"9"	"10"	"20"	"1"	"1"	"1"	"1"	"16"	"11"	"19"	"5"	"0"	"2"	"5"	"8"	"0"	"0"	"0"	"0"	"241"	"241"	"23"	"8"	"0"	"272"	"272"	"1"	"0"
"6768"	"3"	"5"	"6"	"2"	"396"	"18"	"29"	"1"	"3"	"21"	"4"	"0"	"0"	"0"	"41"	"8"	"13"	"11"	"23"	"1"	"1"	"0"	"0"	"15"	"9"	"17"	"6"	"1"	"2"	"1"	"9"	"0"	"0"	"0"	"0"	"234"	"234"	"18"	"8"	"0"	"260"	"260"	"1"	"0"
"6769"	"3"	"5"	"6"	"2"	"398"	"13"	"18"	"3"	"8"	"27"	"2"	"1"	"2"	"0"	"30"	"5"	"8"	"12"	"21"	"1"	"0"	"0"	"0"	"12"	"5"	"18"	"9"	"0"	"1"	"1"	"8"	"0"	"0"	"0"	"0"	"208"	"205"	"23"	"6"	"0"	"237"	"234"	"0"	"0"
"6770"	"3"	"5"	"6"	"2"	"400"	"13"	"18"	"0"	"5"	"22"	"3"	"2"	"1"	"2"	"35"	"5"	"14"	"13"	"23"	"0"	"1"	"1"	"2"	"9"	"6"	"24"	"9"	"1"	"0"	"1"	"8"	"0"	"0"	"0"	"0"	"218"	"218"	"31"	"7"	"0"	"256"	"256"	"1"	"0"
"6771"	"3"	"5"	"6"	"2"	"400"	"19"	"37"	"2"	"5"	"27"	"4"	"2"	"2"	"2"	"30"	"9"	"5"	"9"	"21"	"1"	"0"	"2"	"1"	"13"	"6"	"20"	"4"	"1"	"1"	"2"	"7"	"0"	"0"	"0"	"0"	"232"	"232"	"22"	"12"	"1"	"266"	"266"	"1"	"0"
"6772"	"3"	"5"	"6"	"2"	"400"	"13"	"36"	"3"	"7"	"30"	"3"	"1"	"0"	"0"	"40"	"8"	"2"	"7"	"14"	"1"	"0"	"2"	"0"	"11"	"5"	"23"	"11"	"0"	"4"	"2"	"4"	"0"	"0"	"0"	"0"	"227"	"227"	"19"	"13"	"0"	"259"	"259"	"1"	"0"
"6773"	"3"	"5"	"6"	"2"	"403"	"14"	"29"	"2"	"4"	"26"	"5"	"0"	"2"	"1"	"33"	"10"	"8"	"7"	"19"	"1"	"0"	"0"	"1"	"9"	"8"	"19"	"5"	"1"	"2"	"2"	"6"	"0"	"0"	"0"	"0"	"214"	"214"	"30"	"13"	"0"	"257"	"257"	"1"	"0"
"6774"	"3"	"5"	"6"	"2"	"399"	"14"	"29"	"3"	"6"	"16"	"1"	"3"	"3"	"4"	"42"	"11"	"6"	"8"	"19"	"0"	"3"	"1"	"1"	"13"	"8"	"23"	"5"	"0"	"0"	"4"	"6"	"0"	"0"	"0"	"0"	"229"	"229"	"17"	"3"	"0"	"249"	"249"	"1"	"0"
"6775"	"3"	"5"	"6"	"2"	"396"	"13"	"32"	"2"	"7"	"27"	"2"	"1"	"1"	"1"	"31"	"7"	"12"	"9"	"21"	"0"	"0"	"0"	"0"	"13"	"4"	"20"	"10"	"0"	"2"	"2"	"8"	"0"	"0"	"0"	"0"	"225"	"225"	"17"	"8"	"1"	"250"	"250"	"1"	"0"
"6776"	"3"	"5"	"6"	"2"	"394"	"15"	"33"	"2"	"2"	"27"	"3"	"0"	"0"	"3"	"43"	"6"	"6"	"10"	"16"	"2"	"0"	"0"	"1"	"12"	"2"	"11"	"9"	"0"	"0"	"0"	"7"	"0"	"0"	"0"	"0"	"210"	"210"	"17"	"20"	"0"	"247"	"247"	"1"	"0"
"6777"	"3"	"5"	"6"	"2"	"383"	"22"	"16"	"1"	"10"	"28"	"5"	"2"	"1"	"1"	"41"	"10"	"9"	"17"	"22"	"1"	"1"	"0"	"0"	"10"	"6"	"21"	"6"	"1"	"1"	"3"	"7"	"0"	"0"	"0"	"0"	"242"	"242"	"22"	"9"	"0"	"273"	"273"	"1"	"0"
"6778"	"3"	"5"	"6"	"2"	"400"	"21"	"21"	"0"	"6"	"22"	"5"	"0"	"1"	"0"	"43"	"10"	"8"	"6"	"23"	"1"	"2"	"0"	"0"	"8"	"8"	"25"	"6"	"0"	"1"	"3"	"6"	"0"	"0"	"0"	"0"	"226"	"226"	"23"	"12"	"0"	"261"	"261"	"1"	"0"
"6779"	"3"	"5"	"6"	"2"	"395"	"11"	"34"	"2"	"11"	"23"	"6"	"1"	"1"	"0"	"45"	"8"	"4"	"9"	"21"	"1"	"1"	"1"	"0"	"19"	"5"	"16"	"7"	"2"	"2"	"1"	"5"	"0"	"0"	"0"	"0"	"236"	"236"	"19"	"5"	"0"	"260"	"260"	"1"	"0"
"6780"	"3"	"5"	"6"	"2"	"397"	"21"	"34"	"1"	"6"	"27"	"4"	"1"	"1"	"4"	"41"	"14"	"6"	"6"	"18"	"2"	"1"	"0"	"1"	"5"	"2"	"22"	"7"	"0"	"0"	"1"	"6"	"0"	"0"	"0"	"0"	"231"	"231"	"36"	"11"	"0"	"278"	"278"	"1"	"0"
"6781"	"3"	"5"	"6"	"2"	"397"	"12"	"27"	"2"	"4"	"22"	"2"	"1"	"1"	"0"	"49"	"4"	"13"	"9"	"14"	"1"	"0"	"0"	"1"	"11"	"9"	"23"	"4"	"0"	"1"	"0"	"9"	"0"	"0"	"0"	"0"	"219"	"219"	"12"	"9"	"6"	"240"	"240"	"1"	"0"
"6782"	"3"	"5"	"6"	"2"	"397"	"18"	"28"	"3"	"4"	"22"	"3"	"1"	"1"	"2"	"36"	"3"	"8"	"6"	"21"	"1"	"1"	"0"	"1"	"11"	"5"	"13"	"9"	"2"	"2"	"3"	"9"	"0"	"0"	"0"	"0"	"213"	"213"	"20"	"8"	"0"	"241"	"241"	"1"	"0"
"6783"	"3"	"5"	"6"	"2"	"400"	"10"	"27"	"0"	"5"	"28"	"5"	"0"	"0"	"1"	"33"	"10"	"11"	"9"	"12"	"3"	"0"	"0"	"1"	"10"	"2"	"3"	"11"	"0"	"0"	"1"	"7"	"0"	"0"	"0"	"0"	"189"	"189"	"11"	"7"	"12"	"207"	"207"	"1"	"0"
"6784"	"3"	"5"	"6"	"2"	"400"	"18"	"26"	"3"	"3"	"31"	"2"	"2"	"0"	"3"	"42"	"6"	"4"	"2"	"12"	"0"	"0"	"0"	"0"	"9"	"4"	"12"	"9"	"0"	"0"	"1"	"8"	"0"	"0"	"0"	"0"	"197"	"197"	"18"	"19"	"0"	"234"	"234"	"1"	"0"
"6785"	"3"	"5"	"6"	"2"	"396"	"14"	"25"	"0"	"8"	"26"	"4"	"1"	"1"	"0"	"47"	"11"	"10"	"7"	"15"	"0"	"1"	"1"	"2"	"10"	"5"	"17"	"6"	"1"	"0"	"0"	"5"	"0"	"0"	"0"	"0"	"217"	"217"	"14"	"10"	"0"	"241"	"241"	"1"	"0"
"6786"	"3"	"5"	"6"	"2"	"400"	"14"	"19"	"2"	"6"	"22"	"2"	"3"	"3"	"0"	"38"	"15"	"8"	"13"	"17"	"3"	"0"	"1"	"0"	"7"	"4"	"10"	"9"	"1"	"0"	"3"	"20"	"0"	"0"	"0"	"0"	"220"	"220"	"19"	"11"	"0"	"250"	"250"	"1"	"1"
"6787"	"3"	"5"	"6"	"2"	"396"	"25"	"19"	"2"	"4"	"31"	"5"	"0"	"0"	"2"	"51"	"19"	"14"	"14"	"22"	"1"	"0"	"1"	"2"	"10"	"9"	"27"	"5"	"2"	"0"	"1"	"11"	"0"	"0"	"0"	"0"	"277"	"277"	"20"	"4"	"0"	"301"	"301"	"1"	"0"
"6788"	"3"	"5"	"6"	"2"	"400"	"21"	"27"	"0"	"6"	"38"	"4"	"4"	"2"	"0"	"36"	"21"	"16"	"20"	"14"	"1"	"1"	"0"	"2"	"17"	"3"	"20"	"12"	"1"	"0"	"0"	"10"	"0"	"0"	"0"	"0"	"276"	"276"	"8"	"6"	"0"	"290"	"290"	"1"	"0"
"6789"	"3"	"5"	"6"	"2"	"338"	"13"	"36"	"1"	"8"	"24"	"2"	"1"	"0"	"1"	"36"	"10"	"8"	"13"	"12"	"0"	"1"	"0"	"2"	"13"	"2"	"12"	"3"	"1"	"2"	"0"	"6"	"0"	"0"	"0"	"0"	"207"	"207"	"15"	"12"	"0"	"234"	"234"	"1"	"0"
"6790"	"3"	"5"	"6"	"2"	"337"	"17"	"37"	"0"	"2"	"16"	"4"	"1"	"0"	"0"	"19"	"4"	"6"	"8"	"10"	"1"	"0"	"0"	"0"	"11"	"2"	"6"	"7"	"0"	"0"	"3"	"5"	"0"	"0"	"0"	"0"	"159"	"159"	"10"	"7"	"1"	"177"	"176"	"0"	"0"
"6791"	"3"	"5"	"6"	"2"	"380"	"13"	"36"	"2"	"5"	"39"	"4"	"1"	"3"	"2"	"23"	"5"	"0"	"7"	"14"	"1"	"1"	"1"	"0"	"6"	"2"	"5"	"0"	"7"	"14"	"1"	"1"	"1"	"0"	"6"	"2"	"187"	"187"	"22"	"18"	"0"	"227"	"227"	"1"	"0"
"6792"	"3"	"5"	"6"	"2"	"380"	"22"	"31"	"16"	"6"	"33"	"2"	"0"	"2"	"1"	"28"	"5"	"1"	"8"	"17"	"0"	"1"	"1"	"0"	"4"	"4"	"18"	"10"	"1"	"2"	"2"	"3"	"0"	"0"	"0"	"0"	"218"	"218"	"15"	"12"	"0"	"245"	"245"	"1"	"0"
"6793"	"3"	"5"	"6"	"2"	"380"	"16"	"30"	"13"	"3"	"54"	"3"	"0"	"0"	"0"	"28"	"0"	"5"	"8"	"9"	"0"	"0"	"0"	"0"	"8"	"8"	"4"	"5"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"197"	"197"	"12"	"19"	"0"	"228"	"228"	"1"	"0"
"6794"	"3"	"5"	"6"	"2"	"380"	"10"	"41"	"8"	"1"	"53"	"2"	"0"	"1"	"1"	"35"	"7"	"5"	"3"	"10"	"0"	"0"	"0"	"1"	"11"	"5"	"7"	"5"	"3"	"10"	"0"	"0"	"0"	"1"	"11"	"5"	"220"	"220"	"18"	"25"	"0"	"263"	"263"	"1"	"0"
"6795"	"3"	"5"	"6"	"2"	"213"	"4"	"16"	"5"	"3"	"35"	"0"	"0"	"0"	"0"	"15"	"2"	"1"	"3"	"6"	"0"	"0"	"0"	"1"	"4"	"5"	"2"	"1"	"3"	"6"	"0"	"0"	"0"	"1"	"4"	"5"	"104"	"104"	"9"	"10"	"0"	"123"	"123"	"1"	"0"
"6796"	"3"	"5"	"6"	"2"	"212"	"14"	"14"	"6"	"1"	"28"	"1"	"0"	"0"	"0"	"21"	"1"	"2"	"3"	"9"	"0"	"0"	"0"	"1"	"8"	"7"	"6"	"2"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"125"	"125"	"6"	"7"	"0"	"138"	"138"	"1"	"0"
"6797"	"3"	"5"	"6"	"2"	"380"	"4"	"33"	"1"	"3"	"24"	"4"	"6"	"0"	"0"	"17"	"44"	"7"	"6"	"33"	"2"	"2"	"0"	"0"	"12"	"5"	"1"	"8"	"1"	"2"	"4"	"2"	"0"	"0"	"0"	"0"	"221"	"221"	"25"	"23"	"1"	"269"	"269"	"1"	"0"
"6798"	"3"	"5"	"6"	"2"	"398"	"9"	"27"	"1"	"4"	"25"	"7"	"4"	"1"	"4"	"15"	"47"	"3"	"1"	"21"	"1"	"4"	"1"	"0"	"7"	"1"	"4"	"4"	"2"	"1"	"5"	"1"	"0"	"0"	"0"	"0"	"200"	"200"	"26"	"24"	"0"	"250"	"250"	"1"	"0"
"6799"	"3"	"5"	"6"	"2"	"380"	"10"	"40"	"2"	"2"	"20"	"0"	"2"	"1"	"0"	"18"	"32"	"7"	"6"	"23"	"1"	"2"	"1"	"3"	"14"	"6"	"3"	"7"	"1"	"0"	"1"	"2"	"0"	"0"	"0"	"0"	"204"	"204"	"16"	"27"	"0"	"247"	"247"	"1"	"0"
"6800"	"3"	"5"	"6"	"2"	"380"	"6"	"34"	"1"	"3"	"16"	"4"	"2"	"0"	"3"	"21"	"48"	"3"	"6"	"25"	"0"	"0"	"2"	"0"	"7"	"3"	"3"	"5"	"0"	"0"	"3"	"1"	"0"	"0"	"0"	"0"	"196"	"196"	"17"	"24"	"41"	"237"	"237"	"1"	"0"
"6801"	"3"	"5"	"6"	"2"	"380"	"7"	"31"	"0"	"4"	"24"	"8"	"1"	"0"	"3"	"17"	"42"	"7"	"8"	"10"	"0"	"0"	"2"	"0"	"10"	"2"	"1"	"5"	"3"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"187"	"187"	"15"	"15"	"0"	"217"	"217"	"1"	"0"
"6802"	"3"	"5"	"6"	"2"	"380"	"7"	"39"	"0"	"2"	"21"	"1"	"4"	"2"	"0"	"14"	"56"	"9"	"5"	"15"	"0"	"1"	"1"	"1"	"9"	"2"	"4"	"7"	"3"	"1"	"1"	"2"	"0"	"0"	"0"	"0"	"207"	"207"	"21"	"27"	"0"	"255"	"255"	"1"	"0"
"6803"	"3"	"5"	"6"	"2"	"380"	"8"	"36"	"1"	"5"	"19"	"5"	"2"	"2"	"2"	"15"	"47"	"7"	"8"	"18"	"2"	"2"	"1"	"0"	"15"	"3"	"47"	"7"	"8"	"18"	"2"	"2"	"1"	"0"	"15"	"3"	"211"	"211"	"18"	"21"	"0"	"250"	"250"	"1"	"0"
"6804"	"3"	"5"	"6"	"2"	"372"	"4"	"31"	"0"	"8"	"11"	"1"	"0"	"0"	"0"	"10"	"38"	"16"	"6"	"18"	"1"	"3"	"0"	"0"	"9"	"2"	"3"	"0"	"2"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"166"	"166"	"20"	"13"	"0"	"199"	"199"	"1"	"0"
"6805"	"3"	"5"	"6"	"2"	"369"	"6"	"20"	"2"	"1"	"16"	"3"	"4"	"0"	"1"	"12"	"61"	"16"	"4"	"19"	"1"	"0"	"0"	"0"	"14"	"1"	"1"	"4"	"1"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"189"	"189"	"20"	"14"	"0"	"223"	"223"	"1"	"0"
"6806"	"3"	"5"	"6"	"2"	"380"	"9"	"30"	"0"	"3"	"103"	"4"	"3"	"0"	"0"	"7"	"2"	"5"	"2"	"35"	"1"	"0"	"1"	"1"	"1"	"3"	"5"	"4"	"1"	"0"	"4"	"0"	"0"	"0"	"0"	"0"	"224"	"224"	"21"	"18"	"0"	"263"	"263"	"1"	"0"
"6807"	"3"	"5"	"6"	"2"	"380"	"8"	"21"	"0"	"2"	"107"	"5"	"4"	"0"	"0"	"4"	"4"	"4"	"3"	"39"	"0"	"0"	"0"	"1"	"3"	"1"	"4"	"8"	"2"	"0"	"3"	"3"	"0"	"0"	"0"	"0"	"226"	"226"	"21"	"18"	"0"	"265"	"265"	"1"	"0"
"6808"	"3"	"5"	"6"	"2"	"380"	"4"	"24"	"0"	"4"	"96"	"3"	"2"	"1"	"0"	"6"	"1"	"4"	"9"	"30"	"0"	"0"	"0"	"3"	"2"	"6"	"6"	"3"	"1"	"0"	"2"	"1"	"0"	"0"	"0"	"0"	"208"	"208"	"32"	"34"	"0"	"274"	"274"	"1"	"0"
"6809"	"3"	"5"	"6"	"2"	"380"	"6"	"22"	"0"	"2"	"97"	"1"	"0"	"1"	"0"	"13"	"3"	"2"	"1"	"28"	"0"	"0"	"1"	"3"	"3"	"6"	"3"	"7"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"201"	"201"	"17"	"17"	"0"	"235"	"235"	"1"	"0"
"6810"	"3"	"5"	"6"	"2"	"380"	"3"	"22"	"0"	"6"	"77"	"4"	"4"	"0"	"0"	"3"	"7"	"2"	"1"	"45"	"1"	"0"	"0"	"3"	"1"	"3"	"5"	"9"	"3"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"201"	"201"	"14"	"12"	"26"	"227"	"227"	"1"	"0"
"6811"	"3"	"5"	"6"	"2"	"380"	"7"	"16"	"0"	"5"	"87"	"1"	"3"	"3"	"3"	"8"	"1"	"5"	"5"	"41"	"3"	"2"	"0"	"4"	"1"	"1"	"0"	"7"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"205"	"205"	"29"	"19"	"0"	"253"	"253"	"1"	"0"
"6812"	"3"	"5"	"6"	"2"	"380"	"4"	"43"	"0"	"3"	"78"	"7"	"3"	"0"	"2"	"7"	"2"	"3"	"4"	"34"	"0"	"1"	"1"	"3"	"2"	"7"	"1"	"3"	"1"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"211"	"211"	"18"	"17"	"134"	"246"	"246"	"1"	"0"
"6813"	"3"	"5"	"6"	"2"	"380"	"6"	"42"	"1"	"6"	"75"	"3"	"1"	"0"	"0"	"5"	"1"	"3"	"2"	"36"	"0"	"0"	"0"	"5"	"5"	"1"	"3"	"6"	"0"	"0"	"2"	"1"	"0"	"0"	"0"	"0"	"204"	"204"	"16"	"16"	"0"	"236"	"236"	"1"	"0"
"6814"	"3"	"5"	"6"	"2"	"380"	"8"	"29"	"1"	"2"	"76"	"2"	"1"	"0"	"0"	"6"	"1"	"3"	"3"	"41"	"0"	"1"	"2"	"2"	"4"	"1"	"0"	"0"	"1"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"186"	"186"	"23"	"17"	"1"	"226"	"226"	"1"	"0"
"6815"	"3"	"5"	"6"	"2"	"274"	"3"	"13"	"0"	"0"	"82"	"0"	"2"	"0"	"0"	"6"	"3"	"9"	"6"	"31"	"3"	"0"	"1"	"3"	"1"	"4"	"2"	"2"	"1"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"174"	"174"	"10"	"10"	"0"	"194"	"194"	"1"	"0"
"6816"	"3"	"5"	"6"	"2"	"274"	"2"	"27"	"0"	"1"	"73"	"2"	"4"	"0"	"1"	"3"	"1"	"3"	"4"	"22"	"0"	"1"	"1"	"3"	"1"	"1"	"3"	"3"	"0"	"1"	"1"	"3"	"0"	"0"	"0"	"0"	"161"	"161"	"7"	"6"	"0"	"174"	"174"	"1"	"0"
"6817"	"3"	"5"	"6"	"2"	"402"	"12"	"44"	"1"	"7"	"31"	"8"	"2"	"1"	"1"	"26"	"12"	"9"	"6"	"21"	"0"	"0"	"2"	"1"	"3"	"9"	"7"	"8"	"1"	"2"	"2"	"3"	"0"	"0"	"0"	"0"	"219"	"219"	"27"	"9"	"0"	"255"	"255"	"1"	"0"
"6818"	"3"	"5"	"6"	"2"	"394"	"7"	"48"	"1"	"6"	"21"	"4"	"0"	"2"	"1"	"30"	"14"	"9"	"17"	"17"	"0"	"0"	"1"	"2"	"6"	"13"	"5"	"22"	"0"	"2"	"3"	"4"	"0"	"0"	"0"	"0"	"235"	"235"	"24"	"16"	"0"	"275"	"275"	"1"	"0"
