"MESA"	"TIPO_ELECCION"	"DEPTO"	"MUNI"	"ESTADO_ACTA"	"CANTIDAD_PAPELETAS"	"CREO"	"VAMOS"	"FCN_NACION"	"MLP"	"TODOS"	"WINAQ"	"UNE"	"PC"	"VALOR"	"UCN"	"PODEMOS"	"BIEN"	"VIVA"	"SEMILLA"	"UNIDOS"	"CONVERGENCIA"	"PPT"	"UNIONISTA"	"VICTORIA"	"LIBRE"	"EG"	"PAN"	"FUERZA"	"URNG_MAIZ"	"PHG"	"V26"	"V27"	"V28"	"V29"	"V30"	"VOTOS_VALIDOS_ACTA"	"VOTOS_VALIDOS"	"NULOS"	"BLANCOS"	"INVALIDOS"	"TOTAL_ACTA"	"TOTAL_VOTOS"	"ACTA_CUADRA"	"IMPUGNACIONES"
"16410"	"3"	"16"	"3"	"2"	"400"	"8"	"25"	"26"	"7"	"8"	"1"	"31"	"4"	"39"	"4"	"15"	"23"	"8"	"5"	"1"	"4"	"6"	"8"	"4"	"0"	"1"	"6"	"3"	"4"	"9"	"0"	"0"	"0"	"0"	"0"	"250"	"250"	"26"	"21"	"0"	"297"	"297"	"1"	"0"
"16411"	"3"	"16"	"3"	"2"	"400"	"7"	"17"	"15"	"11"	"17"	"11"	"35"	"6"	"24"	"7"	"21"	"33"	"8"	"7"	"1"	"6"	"2"	"7"	"3"	"0"	"1"	"3"	"1"	"4"	"19"	"0"	"0"	"0"	"0"	"0"	"266"	"266"	"23"	"24"	"0"	"313"	"313"	"1"	"0"
"16412"	"3"	"16"	"3"	"2"	"400"	"5"	"17"	"13"	"7"	"16"	"5"	"19"	"6"	"34"	"6"	"21"	"26"	"7"	"10"	"0"	"9"	"7"	"6"	"1"	"0"	"4"	"4"	"3"	"4"	"13"	"0"	"0"	"0"	"0"	"0"	"243"	"243"	"30"	"23"	"0"	"296"	"296"	"1"	"0"
"16413"	"3"	"16"	"3"	"2"	"400"	"9"	"11"	"18"	"10"	"18"	"6"	"24"	"5"	"36"	"9"	"18"	"24"	"5"	"5"	"1"	"7"	"3"	"4"	"2"	"0"	"3"	"4"	"3"	"10"	"10"	"0"	"0"	"0"	"0"	"0"	"245"	"245"	"29"	"13"	"0"	"287"	"287"	"1"	"0"
"16414"	"3"	"16"	"3"	"2"	"400"	"6"	"19"	"18"	"9"	"14"	"6"	"14"	"5"	"32"	"7"	"13"	"25"	"9"	"9"	"0"	"6"	"4"	"4"	"5"	"1"	"0"	"2"	"3"	"1"	"18"	"0"	"0"	"0"	"0"	"0"	"230"	"230"	"18"	"8"	"0"	"256"	"256"	"1"	"0"
"16415"	"3"	"16"	"3"	"2"	"400"	"10"	"13"	"12"	"2"	"14"	"6"	"20"	"8"	"33"	"10"	"11"	"16"	"8"	"4"	"2"	"4"	"17"	"1"	"3"	"1"	"0"	"3"	"7"	"1"	"13"	"0"	"0"	"0"	"0"	"0"	"219"	"219"	"29"	"19"	"0"	"267"	"267"	"1"	"0"
"16416"	"3"	"16"	"3"	"2"	"400"	"9"	"15"	"12"	"8"	"8"	"4"	"20"	"7"	"34"	"6"	"16"	"21"	"3"	"13"	"2"	"1"	"14"	"11"	"5"	"4"	"2"	"2"	"4"	"2"	"17"	"0"	"0"	"0"	"0"	"0"	"240"	"240"	"30"	"17"	"0"	"287"	"287"	"1"	"0"
"16417"	"3"	"16"	"3"	"2"	"400"	"9"	"13"	"8"	"11"	"15"	"5"	"10"	"7"	"23"	"12"	"18"	"20"	"3"	"8"	"2"	"5"	"12"	"6"	"1"	"0"	"2"	"1"	"3"	"7"	"20"	"0"	"0"	"0"	"0"	"0"	"221"	"221"	"35"	"20"	"0"	"276"	"276"	"1"	"0"
"16418"	"3"	"16"	"3"	"2"	"400"	"9"	"10"	"13"	"9"	"12"	"4"	"13"	"8"	"23"	"4"	"18"	"22"	"6"	"6"	"3"	"2"	"15"	"6"	"4"	"2"	"4"	"2"	"5"	"4"	"13"	"0"	"0"	"0"	"0"	"0"	"217"	"217"	"26"	"19"	"0"	"262"	"262"	"1"	"0"
"16419"	"3"	"16"	"3"	"2"	"400"	"4"	"14"	"11"	"15"	"13"	"14"	"23"	"2"	"16"	"12"	"16"	"23"	"2"	"18"	"2"	"5"	"11"	"4"	"7"	"1"	"1"	"2"	"1"	"4"	"16"	"0"	"0"	"0"	"0"	"0"	"237"	"237"	"25"	"15"	"0"	"277"	"277"	"1"	"0"
"16420"	"3"	"16"	"3"	"2"	"400"	"6"	"10"	"17"	"5"	"13"	"6"	"15"	"11"	"16"	"11"	"13"	"30"	"19"	"15"	"1"	"4"	"11"	"7"	"7"	"2"	"1"	"2"	"5"	"3"	"19"	"0"	"0"	"0"	"0"	"0"	"249"	"249"	"28"	"20"	"0"	"297"	"297"	"1"	"0"
"16421"	"3"	"16"	"3"	"2"	"400"	"3"	"9"	"12"	"12"	"11"	"5"	"12"	"3"	"19"	"8"	"23"	"15"	"16"	"16"	"1"	"1"	"5"	"12"	"4"	"0"	"3"	"1"	"2"	"7"	"18"	"0"	"0"	"0"	"0"	"0"	"218"	"218"	"26"	"10"	"0"	"254"	"254"	"1"	"0"
"16422"	"3"	"16"	"3"	"2"	"400"	"3"	"21"	"16"	"8"	"16"	"8"	"20"	"8"	"25"	"7"	"6"	"13"	"7"	"11"	"0"	"4"	"5"	"4"	"2"	"3"	"3"	"2"	"2"	"7"	"10"	"0"	"0"	"0"	"0"	"0"	"211"	"211"	"21"	"12"	"0"	"244"	"244"	"1"	"0"
"16423"	"3"	"16"	"3"	"2"	"400"	"5"	"15"	"11"	"13"	"12"	"8"	"12"	"9"	"24"	"10"	"22"	"12"	"13"	"12"	"2"	"2"	"9"	"7"	"2"	"0"	"0"	"0"	"0"	"1"	"13"	"0"	"0"	"0"	"0"	"0"	"214"	"214"	"21"	"14"	"0"	"249"	"249"	"1"	"0"
"16424"	"3"	"16"	"3"	"2"	"400"	"9"	"13"	"18"	"11"	"14"	"6"	"14"	"7"	"27"	"13"	"15"	"18"	"10"	"9"	"3"	"3"	"10"	"5"	"6"	"2"	"2"	"2"	"3"	"0"	"12"	"0"	"0"	"0"	"0"	"0"	"232"	"232"	"20"	"12"	"0"	"264"	"264"	"1"	"0"
"16425"	"3"	"16"	"3"	"2"	"388"	"6"	"16"	"7"	"7"	"10"	"7"	"20"	"4"	"37"	"5"	"15"	"17"	"7"	"12"	"2"	"4"	"4"	"5"	"6"	"1"	"1"	"2"	"2"	"3"	"16"	"0"	"0"	"0"	"0"	"0"	"216"	"216"	"13"	"12"	"0"	"241"	"241"	"1"	"0"
"16426"	"3"	"16"	"3"	"2"	"387"	"8"	"10"	"15"	"8"	"8"	"5"	"24"	"5"	"44"	"11"	"21"	"24"	"7"	"2"	"0"	"4"	"6"	"5"	"7"	"2"	"0"	"1"	"0"	"0"	"9"	"0"	"0"	"0"	"0"	"0"	"226"	"226"	"20"	"7"	"0"	"253"	"253"	"1"	"0"
"16427"	"3"	"16"	"3"	"2"	"400"	"4"	"17"	"21"	"9"	"15"	"3"	"23"	"4"	"24"	"4"	"19"	"36"	"8"	"6"	"2"	"3"	"7"	"3"	"8"	"0"	"0"	"2"	"2"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"223"	"223"	"33"	"22"	"0"	"278"	"278"	"1"	"0"
"16428"	"3"	"16"	"3"	"2"	"400"	"8"	"10"	"20"	"7"	"9"	"2"	"35"	"7"	"51"	"4"	"20"	"27"	"3"	"0"	"1"	"2"	"3"	"6"	"9"	"0"	"0"	"3"	"3"	"1"	"3"	"0"	"0"	"0"	"0"	"0"	"234"	"234"	"29"	"20"	"0"	"283"	"283"	"1"	"0"
"16429"	"3"	"16"	"3"	"2"	"400"	"5"	"18"	"19"	"11"	"6"	"4"	"52"	"3"	"50"	"9"	"20"	"21"	"2"	"2"	"0"	"4"	"2"	"6"	"6"	"0"	"1"	"5"	"3"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"252"	"252"	"30"	"26"	"0"	"308"	"308"	"1"	"0"
"16430"	"3"	"16"	"3"	"2"	"400"	"10"	"16"	"16"	"4"	"14"	"6"	"37"	"4"	"54"	"6"	"18"	"29"	"9"	"3"	"0"	"2"	"1"	"10"	"24"	"0"	"0"	"2"	"0"	"2"	"4"	"0"	"0"	"0"	"0"	"0"	"271"	"271"	"29"	"17"	"0"	"317"	"317"	"1"	"0"
"16431"	"3"	"16"	"3"	"2"	"400"	"6"	"24"	"30"	"8"	"14"	"3"	"32"	"3"	"58"	"4"	"9"	"12"	"6"	"2"	"0"	"1"	"1"	"6"	"18"	"1"	"0"	"2"	"0"	"3"	"6"	"0"	"0"	"0"	"0"	"0"	"249"	"249"	"29"	"24"	"0"	"302"	"302"	"1"	"0"
"16432"	"3"	"16"	"3"	"2"	"400"	"27"	"13"	"37"	"5"	"9"	"3"	"23"	"3"	"44"	"2"	"8"	"18"	"7"	"3"	"0"	"0"	"4"	"2"	"30"	"0"	"0"	"0"	"3"	"2"	"3"	"0"	"0"	"0"	"0"	"0"	"246"	"246"	"36"	"34"	"0"	"316"	"316"	"1"	"0"
"16433"	"3"	"16"	"3"	"2"	"400"	"9"	"7"	"33"	"5"	"12"	"2"	"30"	"1"	"44"	"4"	"12"	"30"	"2"	"2"	"0"	"3"	"0"	"9"	"14"	"0"	"0"	"0"	"1"	"0"	"4"	"0"	"0"	"0"	"0"	"0"	"224"	"224"	"25"	"11"	"0"	"260"	"260"	"1"	"0"
"16434"	"3"	"16"	"3"	"2"	"400"	"13"	"9"	"18"	"9"	"6"	"1"	"21"	"4"	"43"	"0"	"15"	"29"	"4"	"3"	"0"	"0"	"3"	"10"	"12"	"0"	"6"	"2"	"2"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"213"	"213"	"27"	"17"	"0"	"257"	"257"	"1"	"0"
"16435"	"3"	"16"	"3"	"2"	"230"	"12"	"4"	"10"	"5"	"5"	"0"	"11"	"1"	"31"	"2"	"14"	"21"	"2"	"2"	"1"	"0"	"3"	"4"	"6"	"0"	"0"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"138"	"138"	"12"	"9"	"0"	"159"	"159"	"1"	"0"
"16436"	"3"	"16"	"3"	"2"	"229"	"9"	"11"	"12"	"4"	"7"	"0"	"16"	"2"	"37"	"4"	"8"	"16"	"1"	"1"	"0"	"2"	"2"	"3"	"15"	"0"	"1"	"0"	"1"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"155"	"155"	"5"	"9"	"0"	"169"	"169"	"1"	"0"
"16437"	"3"	"16"	"3"	"2"	"400"	"9"	"12"	"16"	"17"	"16"	"3"	"33"	"2"	"37"	"2"	"9"	"33"	"6"	"2"	"1"	"2"	"2"	"5"	"10"	"0"	"0"	"4"	"0"	"1"	"5"	"0"	"0"	"0"	"0"	"0"	"227"	"227"	"27"	"17"	"0"	"271"	"271"	"1"	"0"
"16438"	"3"	"16"	"3"	"2"	"400"	"6"	"7"	"39"	"13"	"10"	"3"	"29"	"5"	"25"	"3"	"10"	"25"	"4"	"5"	"0"	"0"	"1"	"12"	"9"	"1"	"0"	"0"	"4"	"2"	"6"	"0"	"0"	"0"	"0"	"0"	"219"	"219"	"39"	"22"	"0"	"280"	"280"	"1"	"0"
"16439"	"3"	"16"	"3"	"2"	"400"	"20"	"8"	"39"	"7"	"9"	"2"	"18"	"6"	"27"	"3"	"7"	"31"	"1"	"2"	"0"	"1"	"1"	"16"	"27"	"0"	"1"	"2"	"0"	"1"	"9"	"0"	"0"	"0"	"0"	"0"	"238"	"238"	"37"	"25"	"0"	"0"	"300"	"0"	"0"
"16440"	"3"	"16"	"3"	"2"	"400"	"27"	"12"	"27"	"3"	"8"	"1"	"21"	"9"	"26"	"2"	"7"	"53"	"3"	"0"	"1"	"3"	"3"	"15"	"37"	"1"	"0"	"2"	"4"	"1"	"4"	"0"	"0"	"0"	"0"	"0"	"270"	"270"	"29"	"20"	"0"	"319"	"319"	"1"	"0"
"16441"	"3"	"16"	"3"	"2"	"400"	"7"	"12"	"40"	"8"	"8"	"1"	"24"	"6"	"24"	"0"	"25"	"59"	"2"	"2"	"1"	"1"	"0"	"7"	"20"	"0"	"3"	"1"	"2"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"256"	"256"	"43"	"17"	"0"	"316"	"316"	"1"	"0"
"16442"	"3"	"16"	"3"	"2"	"400"	"7"	"10"	"42"	"8"	"8"	"0"	"16"	"6"	"40"	"0"	"30"	"48"	"0"	"2"	"0"	"1"	"3"	"3"	"24"	"0"	"0"	"1"	"2"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"253"	"253"	"40"	"28"	"0"	"321"	"321"	"1"	"0"
"16443"	"3"	"16"	"3"	"2"	"400"	"3"	"16"	"16"	"2"	"6"	"0"	"43"	"0"	"22"	"6"	"11"	"57"	"6"	"3"	"0"	"1"	"2"	"8"	"19"	"3"	"1"	"3"	"3"	"0"	"4"	"0"	"0"	"0"	"0"	"0"	"235"	"235"	"38"	"17"	"0"	"290"	"290"	"1"	"0"
"16444"	"3"	"16"	"3"	"2"	"400"	"4"	"7"	"21"	"8"	"11"	"3"	"25"	"2"	"29"	"0"	"14"	"62"	"1"	"6"	"0"	"4"	"1"	"9"	"19"	"1"	"0"	"2"	"3"	"1"	"3"	"0"	"0"	"0"	"0"	"0"	"236"	"236"	"19"	"14"	"0"	"269"	"269"	"1"	"0"
"16445"	"3"	"16"	"3"	"2"	"343"	"8"	"9"	"15"	"5"	"3"	"4"	"12"	"5"	"28"	"1"	"14"	"40"	"2"	"2"	"0"	"0"	"2"	"12"	"18"	"1"	"0"	"2"	"2"	"1"	"9"	"0"	"0"	"0"	"0"	"0"	"195"	"195"	"17"	"13"	"0"	"225"	"225"	"1"	"0"
"16446"	"3"	"16"	"3"	"2"	"342"	"9"	"8"	"20"	"7"	"7"	"3"	"31"	"1"	"33"	"2"	"19"	"52"	"1"	"1"	"0"	"2"	"2"	"7"	"14"	"0"	"0"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"223"	"223"	"11"	"13"	"0"	"247"	"247"	"1"	"0"
"16447"	"3"	"16"	"3"	"2"	"380"	"2"	"7"	"23"	"7"	"4"	"2"	"60"	"5"	"21"	"1"	"23"	"20"	"4"	"1"	"1"	"2"	"0"	"14"	"7"	"0"	"0"	"0"	"1"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"208"	"208"	"22"	"19"	"0"	"249"	"249"	"1"	"0"
"16448"	"3"	"16"	"3"	"2"	"380"	"9"	"7"	"38"	"4"	"3"	"1"	"23"	"3"	"30"	"1"	"26"	"15"	"0"	"0"	"0"	"5"	"0"	"18"	"36"	"1"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"222"	"222"	"32"	"23"	"0"	"277"	"277"	"1"	"0"
"16449"	"3"	"16"	"3"	"2"	"380"	"9"	"8"	"31"	"8"	"2"	"1"	"40"	"10"	"28"	"2"	"20"	"24"	"4"	"0"	"0"	"4"	"0"	"27"	"14"	"0"	"1"	"0"	"4"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"238"	"238"	"37"	"21"	"0"	"296"	"296"	"1"	"0"
"16450"	"3"	"16"	"3"	"2"	"380"	"5"	"6"	"39"	"5"	"4"	"1"	"47"	"8"	"40"	"0"	"17"	"16"	"1"	"0"	"0"	"6"	"0"	"25"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"228"	"228"	"35"	"31"	"0"	"294"	"294"	"1"	"0"
"16451"	"3"	"16"	"3"	"2"	"380"	"3"	"5"	"31"	"14"	"5"	"0"	"31"	"10"	"30"	"1"	"22"	"20"	"0"	"2"	"0"	"1"	"4"	"8"	"6"	"0"	"0"	"1"	"2"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"198"	"198"	"38"	"31"	"0"	"267"	"267"	"1"	"0"
"16452"	"3"	"16"	"3"	"2"	"380"	"5"	"7"	"31"	"14"	"3"	"2"	"53"	"2"	"29"	"2"	"22"	"20"	"2"	"2"	"0"	"3"	"1"	"15"	"5"	"0"	"0"	"5"	"2"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"228"	"228"	"43"	"29"	"0"	"300"	"300"	"1"	"0"
"16453"	"3"	"16"	"3"	"2"	"380"	"3"	"9"	"32"	"17"	"7"	"2"	"32"	"2"	"31"	"7"	"31"	"37"	"2"	"3"	"0"	"0"	"0"	"18"	"4"	"0"	"0"	"2"	"4"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"245"	"245"	"43"	"25"	"0"	"313"	"313"	"1"	"0"
"16454"	"3"	"16"	"3"	"2"	"380"	"5"	"7"	"39"	"9"	"4"	"1"	"27"	"1"	"41"	"2"	"41"	"41"	"4"	"2"	"0"	"1"	"0"	"17"	"3"	"1"	"0"	"2"	"5"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"256"	"256"	"30"	"26"	"0"	"312"	"312"	"1"	"0"
"16455"	"3"	"16"	"3"	"2"	"380"	"8"	"8"	"36"	"4"	"2"	"1"	"32"	"2"	"28"	"1"	"41"	"29"	"3"	"1"	"1"	"2"	"1"	"17"	"7"	"1"	"1"	"0"	"3"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"230"	"230"	"20"	"28"	"0"	"278"	"278"	"1"	"0"
"16456"	"3"	"16"	"3"	"2"	"380"	"4"	"8"	"24"	"18"	"5"	"1"	"28"	"3"	"30"	"1"	"41"	"21"	"1"	"1"	"0"	"1"	"0"	"22"	"9"	"0"	"0"	"1"	"1"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"223"	"223"	"18"	"12"	"0"	"253"	"253"	"1"	"0"
"16457"	"3"	"16"	"3"	"2"	"370"	"6"	"7"	"16"	"13"	"4"	"2"	"31"	"4"	"36"	"0"	"37"	"41"	"0"	"0"	"1"	"0"	"1"	"20"	"11"	"0"	"0"	"2"	"2"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"237"	"237"	"24"	"10"	"0"	"271"	"271"	"1"	"0"
"16458"	"3"	"16"	"3"	"2"	"369"	"5"	"6"	"27"	"8"	"2"	"0"	"43"	"5"	"27"	"2"	"41"	"34"	"1"	"0"	"0"	"1"	"2"	"20"	"17"	"0"	"0"	"0"	"4"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"247"	"247"	"19"	"9"	"0"	"275"	"275"	"1"	"0"
"16459"	"3"	"16"	"3"	"2"	"380"	"21"	"13"	"10"	"13"	"4"	"4"	"22"	"1"	"18"	"2"	"20"	"12"	"0"	"2"	"0"	"4"	"0"	"19"	"21"	"1"	"1"	"1"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"192"	"192"	"26"	"13"	"0"	"231"	"231"	"1"	"0"
"16460"	"3"	"16"	"3"	"2"	"380"	"26"	"7"	"17"	"35"	"3"	"0"	"36"	"3"	"29"	"3"	"31"	"14"	"3"	"2"	"0"	"1"	"0"	"9"	"10"	"0"	"0"	"0"	"8"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"239"	"239"	"24"	"16"	"0"	"279"	"279"	"1"	"0"
"16461"	"3"	"16"	"3"	"2"	"380"	"27"	"18"	"16"	"37"	"5"	"1"	"37"	"1"	"42"	"2"	"44"	"16"	"1"	"0"	"0"	"3"	"0"	"20"	"0"	"0"	"0"	"3"	"0"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"276"	"276"	"17"	"17"	"3"	"310"	"310"	"1"	"0"
"16462"	"3"	"16"	"3"	"2"	"380"	"23"	"22"	"18"	"21"	"3"	"1"	"17"	"3"	"35"	"0"	"21"	"16"	"0"	"4"	"0"	"2"	"1"	"10"	"6"	"0"	"0"	"1"	"1"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"207"	"207"	"18"	"32"	"0"	"257"	"257"	"1"	"0"
"16463"	"3"	"16"	"3"	"2"	"377"	"29"	"18"	"15"	"16"	"2"	"0"	"22"	"1"	"22"	"2"	"37"	"18"	"1"	"1"	"0"	"2"	"3"	"16"	"15"	"0"	"0"	"0"	"1"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"224"	"224"	"19"	"14"	"0"	"257"	"257"	"1"	"0"
"16464"	"3"	"16"	"3"	"2"	"214"	"9"	"3"	"8"	"7"	"2"	"0"	"15"	"1"	"29"	"1"	"15"	"5"	"2"	"0"	"0"	"3"	"2"	"12"	"5"	"0"	"1"	"1"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"123"	"123"	"7"	"9"	"0"	"139"	"139"	"1"	"0"
"16465"	"3"	"16"	"3"	"2"	"213"	"28"	"6"	"11"	"12"	"3"	"0"	"9"	"2"	"22"	"1"	"18"	"10"	"0"	"1"	"0"	"1"	"1"	"12"	"9"	"0"	"0"	"0"	"1"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"149"	"149"	"6"	"6"	"0"	"161"	"161"	"1"	"0"
"16466"	"3"	"16"	"3"	"2"	"380"	"6"	"2"	"21"	"1"	"2"	"1"	"24"	"3"	"16"	"1"	"9"	"12"	"3"	"2"	"0"	"0"	"0"	"1"	"54"	"0"	"0"	"1"	"2"	"2"	"7"	"0"	"0"	"0"	"0"	"0"	"170"	"170"	"30"	"25"	"0"	"225"	"225"	"1"	"0"
"16467"	"3"	"16"	"3"	"2"	"380"	"11"	"4"	"26"	"1"	"4"	"1"	"18"	"1"	"23"	"1"	"11"	"8"	"1"	"0"	"0"	"3"	"1"	"1"	"67"	"0"	"1"	"8"	"2"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"194"	"194"	"25"	"23"	"0"	"242"	"242"	"1"	"0"
"16468"	"3"	"16"	"3"	"2"	"380"	"11"	"2"	"16"	"3"	"2"	"2"	"24"	"2"	"33"	"0"	"1"	"3"	"0"	"0"	"0"	"1"	"0"	"2"	"73"	"0"	"1"	"1"	"1"	"1"	"3"	"0"	"0"	"0"	"0"	"0"	"182"	"182"	"37"	"11"	"0"	"230"	"230"	"1"	"0"
"16469"	"3"	"16"	"3"	"2"	"380"	"6"	"2"	"11"	"3"	"2"	"1"	"21"	"1"	"30"	"2"	"4"	"2"	"1"	"1"	"0"	"0"	"0"	"2"	"60"	"0"	"1"	"1"	"2"	"0"	"4"	"0"	"0"	"0"	"0"	"0"	"157"	"157"	"35"	"30"	"0"	"222"	"222"	"1"	"0"
"16470"	"3"	"16"	"3"	"2"	"380"	"14"	"2"	"16"	"4"	"0"	"2"	"31"	"2"	"12"	"1"	"2"	"5"	"2"	"2"	"1"	"3"	"0"	"0"	"144"	"0"	"1"	"2"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"248"	"248"	"30"	"23"	"0"	"301"	"301"	"1"	"0"
"16471"	"3"	"16"	"3"	"2"	"377"	"1"	"4"	"40"	"7"	"1"	"0"	"26"	"0"	"29"	"0"	"0"	"2"	"1"	"1"	"0"	"2"	"0"	"2"	"116"	"0"	"0"	"1"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"237"	"237"	"40"	"22"	"0"	"299"	"299"	"1"	"0"
"16472"	"3"	"16"	"3"	"2"	"380"	"6"	"2"	"36"	"9"	"5"	"1"	"33"	"4"	"25"	"0"	"1"	"2"	"0"	"1"	"0"	"6"	"0"	"1"	"91"	"0"	"1"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"227"	"227"	"35"	"26"	"0"	"288"	"288"	"1"	"0"
"16473"	"3"	"16"	"3"	"2"	"380"	"7"	"1"	"23"	"9"	"3"	"0"	"22"	"0"	"21"	"2"	"4"	"10"	"0"	"0"	"0"	"1"	"1"	"1"	"92"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"199"	"199"	"18"	"13"	"0"	"230"	"230"	"1"	"0"
"16474"	"3"	"16"	"3"	"2"	"328"	"16"	"7"	"12"	"2"	"3"	"5"	"21"	"1"	"13"	"3"	"4"	"9"	"1"	"1"	"0"	"0"	"0"	"1"	"60"	"0"	"0"	"3"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"165"	"165"	"19"	"21"	"0"	"205"	"205"	"1"	"0"
"16475"	"3"	"16"	"3"	"2"	"327"	"6"	"2"	"14"	"4"	"3"	"0"	"16"	"2"	"22"	"2"	"2"	"5"	"5"	"1"	"0"	"0"	"1"	"0"	"102"	"0"	"0"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"191"	"191"	"12"	"11"	"0"	"214"	"214"	"1"	"0"
"16476"	"3"	"16"	"3"	"2"	"600"	"5"	"7"	"15"	"6"	"9"	"2"	"14"	"5"	"34"	"9"	"11"	"16"	"5"	"2"	"4"	"2"	"7"	"8"	"6"	"0"	"0"	"2"	"4"	"4"	"9"	"0"	"0"	"0"	"0"	"0"	"186"	"186"	"31"	"30"	"0"	"247"	"247"	"1"	"0"
"16477"	"3"	"16"	"3"	"2"	"591"	"7"	"13"	"23"	"6"	"9"	"2"	"17"	"5"	"27"	"3"	"8"	"29"	"4"	"3"	"2"	"2"	"1"	"3"	"16"	"0"	"2"	"6"	"2"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"193"	"193"	"36"	"20"	"0"	"249"	"249"	"1"	"0"
"16478"	"3"	"16"	"3"	"2"	"591"	"2"	"11"	"10"	"5"	"8"	"7"	"13"	"6"	"10"	"2"	"8"	"10"	"6"	"11"	"2"	"1"	"9"	"2"	"8"	"1"	"0"	"3"	"2"	"3"	"9"	"0"	"0"	"0"	"0"	"0"	"149"	"149"	"26"	"21"	"0"	"196"	"196"	"1"	"0"
"16479"	"3"	"16"	"4"	"2"	"400"	"14"	"16"	"11"	"9"	"2"	"3"	"33"	"48"	"7"	"10"	"4"	"3"	"10"	"4"	"0"	"1"	"2"	"1"	"6"	"3"	"2"	"9"	"4"	"29"	"3"	"0"	"0"	"0"	"0"	"0"	"234"	"234"	"32"	"31"	"0"	"297"	"297"	"1"	"0"
"16480"	"3"	"16"	"4"	"2"	"381"	"19"	"11"	"21"	"10"	"5"	"3"	"47"	"39"	"10"	"6"	"6"	"5"	"11"	"2"	"0"	"0"	"3"	"2"	"2"	"0"	"2"	"5"	"2"	"36"	"5"	"0"	"0"	"0"	"0"	"0"	"252"	"252"	"43"	"31"	"0"	"326"	"326"	"1"	"0"
"16481"	"3"	"16"	"4"	"2"	"400"	"20"	"15"	"21"	"10"	"4"	"3"	"37"	"51"	"9"	"10"	"7"	"9"	"8"	"2"	"0"	"0"	"5"	"1"	"2"	"0"	"1"	"10"	"1"	"22"	"8"	"0"	"0"	"0"	"0"	"0"	"256"	"256"	"29"	"30"	"0"	"315"	"315"	"1"	"0"
"16482"	"3"	"16"	"4"	"2"	"400"	"10"	"14"	"18"	"11"	"2"	"1"	"58"	"68"	"8"	"7"	"3"	"5"	"14"	"2"	"0"	"2"	"2"	"1"	"5"	"1"	"2"	"5"	"2"	"22"	"6"	"0"	"0"	"0"	"0"	"0"	"269"	"269"	"30"	"38"	"0"	"337"	"337"	"1"	"0"
"16483"	"3"	"16"	"4"	"2"	"400"	"10"	"4"	"31"	"11"	"2"	"3"	"56"	"61"	"10"	"10"	"2"	"6"	"7"	"4"	"2"	"1"	"1"	"0"	"4"	"1"	"2"	"11"	"5"	"17"	"3"	"0"	"0"	"0"	"0"	"0"	"264"	"264"	"31"	"40"	"0"	"335"	"335"	"1"	"0"
"16484"	"3"	"16"	"4"	"2"	"400"	"6"	"5"	"35"	"9"	"4"	"3"	"61"	"65"	"7"	"10"	"3"	"6"	"3"	"2"	"0"	"1"	"1"	"1"	"6"	"1"	"0"	"6"	"1"	"21"	"4"	"0"	"0"	"0"	"0"	"0"	"259"	"261"	"23"	"44"	"0"	"326"	"328"	"0"	"1"
