"MESA"	"TIPO_ELECCION"	"DEPTO"	"MUNI"	"ESTADO_ACTA"	"CANTIDAD_PAPELETAS"	"CREO"	"VAMOS"	"FCN_NACION"	"MLP"	"TODOS"	"WINAQ"	"UNE"	"PC"	"VALOR"	"UCN"	"PODEMOS"	"BIEN"	"VIVA"	"SEMILLA"	"UNIDOS"	"CONVERGENCIA"	"PPT"	"UNIONISTA"	"VICTORIA"	"LIBRE"	"EG"	"PAN"	"FUERZA"	"URNG_MAIZ"	"PHG"	"V26"	"V27"	"V28"	"V29"	"V30"	"VOTOS_VALIDOS_ACTA"	"VOTOS_VALIDOS"	"NULOS"	"BLANCOS"	"INVALIDOS"	"TOTAL_ACTA"	"TOTAL_VOTOS"	"ACTA_CUADRA"	"IMPUGNACIONES"
"17196"	"3"	"16"	"12"	"2"	"380"	"6"	"10"	"31"	"5"	"0"	"1"	"24"	"2"	"10"	"2"	"0"	"35"	"0"	"0"	"0"	"57"	"4"	"2"	"23"	"0"	"0"	"1"	"0"	"6"	"1"	"0"	"0"	"0"	"0"	"0"	"220"	"220"	"31"	"30"	"0"	"281"	"281"	"1"	"0"
"17197"	"3"	"16"	"12"	"2"	"380"	"3"	"6"	"27"	"5"	"1"	"0"	"26"	"5"	"1"	"3"	"0"	"23"	"1"	"0"	"1"	"96"	"6"	"2"	"5"	"2"	"0"	"1"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"216"	"216"	"22"	"33"	"0"	"271"	"271"	"1"	"0"
"17198"	"3"	"16"	"12"	"2"	"380"	"2"	"10"	"49"	"7"	"0"	"2"	"11"	"4"	"1"	"5"	"0"	"38"	"0"	"1"	"0"	"84"	"3"	"1"	"24"	"0"	"0"	"0"	"1"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"246"	"246"	"16"	"24"	"0"	"286"	"286"	"1"	"0"
"17199"	"3"	"16"	"12"	"2"	"378"	"2"	"10"	"47"	"2"	"1"	"2"	"9"	"9"	"4"	"0"	"0"	"18"	"0"	"0"	"0"	"95"	"3"	"1"	"19"	"0"	"0"	"0"	"0"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"226"	"226"	"24"	"22"	"0"	"272"	"272"	"1"	"0"
"17200"	"3"	"16"	"12"	"2"	"380"	"1"	"26"	"44"	"3"	"0"	"4"	"15"	"6"	"13"	"2"	"1"	"38"	"4"	"0"	"2"	"47"	"2"	"4"	"21"	"1"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"236"	"236"	"28"	"31"	"0"	"295"	"295"	"1"	"0"
"17201"	"3"	"16"	"12"	"2"	"380"	"1"	"14"	"41"	"5"	"0"	"1"	"14"	"2"	"7"	"1"	"0"	"28"	"2"	"0"	"0"	"65"	"2"	"0"	"18"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"202"	"202"	"14"	"31"	"0"	"247"	"247"	"1"	"0"
"17202"	"3"	"16"	"12"	"2"	"400"	"4"	"14"	"35"	"10"	"0"	"1"	"18"	"6"	"9"	"2"	"0"	"40"	"0"	"0"	"0"	"70"	"2"	"0"	"15"	"2"	"0"	"2"	"0"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"235"	"235"	"15"	"11"	"0"	"261"	"261"	"1"	"0"
"17203"	"3"	"16"	"12"	"2"	"377"	"2"	"6"	"33"	"8"	"1"	"2"	"21"	"0"	"9"	"4"	"2"	"24"	"1"	"0"	"0"	"58"	"1"	"2"	"14"	"1"	"1"	"0"	"1"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"195"	"195"	"23"	"16"	"0"	"234"	"234"	"1"	"0"
"17204"	"3"	"16"	"12"	"2"	"239"	"0"	"8"	"16"	"3"	"1"	"0"	"7"	"5"	"3"	"3"	"2"	"13"	"0"	"0"	"0"	"35"	"2"	"1"	"10"	"0"	"1"	"0"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"113"	"113"	"20"	"13"	"0"	"146"	"146"	"1"	"0"
"17205"	"3"	"16"	"12"	"2"	"238"	"1"	"13"	"22"	"5"	"1"	"0"	"8"	"0"	"6"	"1"	"0"	"22"	"0"	"0"	"0"	"39"	"1"	"0"	"9"	"1"	"1"	"0"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"133"	"133"	"10"	"18"	"0"	"161"	"161"	"1"	"0"
"17206"	"3"	"16"	"12"	"2"	"380"	"5"	"19"	"44"	"2"	"4"	"1"	"33"	"5"	"9"	"4"	"4"	"42"	"1"	"1"	"1"	"26"	"3"	"0"	"30"	"1"	"0"	"1"	"1"	"12"	"3"	"0"	"0"	"0"	"0"	"0"	"251"	"252"	"26"	"29"	"0"	"310"	"307"	"0"	"0"
"17207"	"3"	"16"	"12"	"2"	"380"	"3"	"1"	"79"	"1"	"0"	"2"	"48"	"4"	"3"	"2"	"0"	"35"	"0"	"1"	"0"	"24"	"2"	"1"	"30"	"0"	"1"	"4"	"1"	"15"	"0"	"0"	"0"	"0"	"0"	"0"	"257"	"257"	"17"	"20"	"0"	"294"	"294"	"1"	"0"
"17208"	"3"	"16"	"12"	"2"	"380"	"1"	"7"	"50"	"6"	"2"	"3"	"37"	"2"	"8"	"4"	"1"	"43"	"0"	"0"	"2"	"31"	"3"	"0"	"52"	"0"	"1"	"1"	"0"	"12"	"0"	"0"	"0"	"0"	"0"	"0"	"266"	"266"	"14"	"16"	"0"	"296"	"296"	"1"	"0"
"17209"	"3"	"16"	"12"	"2"	"380"	"4"	"6"	"66"	"1"	"1"	"0"	"67"	"3"	"6"	"2"	"4"	"36"	"1"	"1"	"0"	"28"	"0"	"0"	"31"	"0"	"0"	"2"	"0"	"14"	"0"	"0"	"0"	"0"	"0"	"0"	"273"	"273"	"23"	"22"	"1"	"319"	"318"	"0"	"0"
"17210"	"3"	"16"	"12"	"2"	"326"	"0"	"9"	"51"	"1"	"1"	"1"	"41"	"3"	"6"	"2"	"1"	"15"	"0"	"0"	"0"	"41"	"0"	"0"	"30"	"0"	"0"	"0"	"0"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"209"	"209"	"32"	"19"	"0"	"260"	"260"	"1"	"0"
"17211"	"3"	"16"	"12"	"2"	"326"	"1"	"9"	"39"	"3"	"1"	"0"	"18"	"6"	"7"	"3"	"5"	"29"	"0"	"0"	"0"	"40"	"1"	"2"	"35"	"0"	"1"	"1"	"1"	"11"	"0"	"0"	"0"	"0"	"0"	"0"	"213"	"213"	"11"	"11"	"2"	"237"	"235"	"0"	"0"
"17212"	"3"	"16"	"12"	"2"	"412"	"0"	"4"	"35"	"3"	"0"	"0"	"16"	"1"	"3"	"8"	"1"	"7"	"2"	"1"	"1"	"12"	"2"	"1"	"37"	"1"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"137"	"137"	"13"	"11"	"0"	"161"	"161"	"1"	"0"
"17213"	"3"	"16"	"12"	"2"	"409"	"1"	"1"	"16"	"1"	"1"	"0"	"4"	"3"	"1"	"1"	"0"	"6"	"0"	"0"	"1"	"11"	"2"	"0"	"9"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"60"	"60"	"17"	"4"	"0"	"81"	"81"	"1"	"0"
"17214"	"3"	"16"	"13"	"2"	"400"	"4"	"0"	"8"	"5"	"0"	"20"	"61"	"0"	"1"	"74"	"84"	"3"	"16"	"2"	"3"	"1"	"0"	"0"	"1"	"1"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"288"	"286"	"18"	"19"	"0"	"325"	"323"	"0"	"0"
"17215"	"3"	"16"	"13"	"2"	"400"	"0"	"2"	"5"	"3"	"1"	"35"	"53"	"0"	"4"	"73"	"91"	"4"	"6"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"4"	"0"	"0"	"4"	"0"	"0"	"0"	"0"	"0"	"288"	"288"	"12"	"12"	"0"	"312"	"312"	"1"	"0"
"17216"	"3"	"16"	"13"	"2"	"400"	"3"	"0"	"4"	"5"	"1"	"16"	"54"	"0"	"4"	"86"	"97"	"7"	"10"	"0"	"0"	"1"	"0"	"1"	"2"	"0"	"0"	"3"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"301"	"297"	"11"	"21"	"4"	"337"	"329"	"0"	"0"
"17217"	"3"	"16"	"13"	"2"	"400"	"1"	"1"	"6"	"5"	"1"	"17"	"56"	"1"	"3"	"50"	"99"	"10"	"10"	"1"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"266"	"266"	"10"	"33"	"0"	"309"	"309"	"1"	"0"
"17218"	"3"	"16"	"13"	"2"	"400"	"4"	"1"	"6"	"3"	"2"	"21"	"59"	"0"	"1"	"77"	"86"	"2"	"14"	"1"	"4"	"0"	"1"	"0"	"2"	"1"	"1"	"2"	"1"	"1"	"3"	"0"	"0"	"0"	"0"	"0"	"293"	"293"	"15"	"15"	"0"	"323"	"323"	"1"	"0"
"17219"	"3"	"16"	"13"	"2"	"400"	"1"	"0"	"12"	"4"	"2"	"21"	"56"	"1"	"0"	"67"	"91"	"4"	"10"	"1"	"0"	"1"	"0"	"0"	"1"	"2"	"1"	"2"	"2"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"281"	"281"	"12"	"24"	"0"	"317"	"317"	"1"	"0"
"17220"	"3"	"16"	"13"	"2"	"400"	"3"	"1"	"13"	"4"	"0"	"36"	"71"	"0"	"3"	"67"	"61"	"3"	"24"	"1"	"4"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"293"	"293"	"13"	"28"	"0"	"334"	"334"	"1"	"0"
"17221"	"3"	"16"	"13"	"2"	"399"	"2"	"0"	"15"	"1"	"0"	"38"	"55"	"0"	"3"	"86"	"79"	"2"	"8"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"1"	"3"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"297"	"297"	"26"	"16"	"0"	"339"	"339"	"1"	"0"
"17222"	"3"	"16"	"13"	"2"	"398"	"2"	"1"	"11"	"3"	"1"	"31"	"61"	"1"	"2"	"74"	"69"	"4"	"17"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"3"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"288"	"288"	"11"	"13"	"0"	"312"	"312"	"1"	"0"
"17223"	"3"	"16"	"13"	"2"	"400"	"2"	"1"	"7"	"4"	"1"	"24"	"50"	"0"	"5"	"76"	"77"	"4"	"23"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"306"	"280"	"12"	"13"	"0"	"306"	"305"	"0"	"0"
"17224"	"3"	"16"	"13"	"2"	"400"	"2"	"1"	"8"	"5"	"1"	"23"	"53"	"2"	"3"	"90"	"75"	"7"	"8"	"4"	"2"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"5"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"292"	"292"	"12"	"13"	"83"	"317"	"317"	"1"	"0"
"17225"	"3"	"16"	"13"	"2"	"400"	"1"	"2"	"15"	"10"	"1"	"20"	"49"	"0"	"5"	"79"	"91"	"7"	"14"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"2"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"298"	"301"	"13"	"20"	"0"	"298"	"334"	"0"	"0"
"17226"	"3"	"16"	"13"	"2"	"400"	"2"	"1"	"5"	"3"	"1"	"18"	"55"	"1"	"4"	"86"	"83"	"5"	"17"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"289"	"289"	"11"	"11"	"0"	"311"	"311"	"1"	"0"
"17227"	"3"	"16"	"13"	"2"	"400"	"0"	"1"	"11"	"2"	"0"	"21"	"50"	"0"	"7"	"70"	"77"	"5"	"26"	"0"	"1"	"1"	"0"	"0"	"0"	"1"	"0"	"1"	"2"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"277"	"277"	"17"	"12"	"0"	"306"	"306"	"1"	"0"
"17228"	"3"	"16"	"13"	"2"	"400"	"0"	"0"	"4"	"2"	"1"	"13"	"64"	"0"	"2"	"65"	"67"	"3"	"17"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"3"	"3"	"0"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"248"	"248"	"11"	"24"	"1"	"283"	"283"	"1"	"0"
"17229"	"3"	"16"	"13"	"2"	"403"	"5"	"0"	"6"	"3"	"0"	"19"	"36"	"0"	"5"	"55"	"107"	"5"	"23"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"4"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"271"	"272"	"13"	"16"	"0"	"301"	"301"	"0"	"0"
"17230"	"3"	"16"	"13"	"2"	"400"	"2"	"1"	"10"	"4"	"1"	"18"	"38"	"0"	"4"	"78"	"111"	"7"	"14"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"3"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"296"	"296"	"10"	"14"	"0"	"320"	"320"	"1"	"0"
"17231"	"3"	"16"	"13"	"2"	"400"	"3"	"1"	"9"	"5"	"1"	"24"	"53"	"0"	"2"	"89"	"72"	"4"	"12"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"277"	"277"	"11"	"22"	"0"	"310"	"310"	"1"	"0"
"17232"	"3"	"16"	"13"	"2"	"400"	"2"	"2"	"4"	"2"	"1"	"22"	"55"	"3"	"4"	"78"	"72"	"3"	"14"	"0"	"2"	"0"	"1"	"0"	"2"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"270"	"270"	"20"	"20"	"0"	"310"	"310"	"1"	"0"
"17233"	"3"	"16"	"13"	"2"	"400"	"2"	"0"	"5"	"1"	"0"	"21"	"51"	"1"	"3"	"53"	"96"	"3"	"13"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"259"	"254"	"12"	"22"	"7"	"293"	"288"	"0"	"0"
"17234"	"3"	"16"	"13"	"2"	"400"	"3"	"0"	"10"	"2"	"0"	"15"	"55"	"0"	"1"	"73"	"73"	"4"	"0"	"3"	"1"	"1"	"0"	"0"	"1"	"0"	"0"	"1"	"5"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"247"	"249"	"11"	"18"	"6"	"292"	"278"	"0"	"0"
"17235"	"3"	"16"	"13"	"2"	"400"	"5"	"1"	"6"	"4"	"1"	"22"	"46"	"2"	"6"	"67"	"76"	"8"	"28"	"2"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"2"	"4"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"284"	"284"	"11"	"16"	"0"	"311"	"311"	"1"	"0"
"17236"	"3"	"16"	"13"	"2"	"400"	"2"	"2"	"7"	"4"	"0"	"23"	"61"	"0"	"2"	"83"	"85"	"4"	"21"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"298"	"296"	"8"	"12"	"0"	"318"	"316"	"0"	"0"
"17237"	"3"	"16"	"13"	"2"	"400"	"3"	"2"	"6"	"3"	"0"	"27"	"40"	"0"	"3"	"78"	"95"	"2"	"22"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"2"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"287"	"287"	"7"	"16"	"0"	"310"	"310"	"1"	"0"
"17238"	"3"	"16"	"13"	"2"	"390"	"4"	"3"	"3"	"3"	"0"	"21"	"50"	"0"	"2"	"94"	"96"	"9"	"17"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"4"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"307"	"307"	"1"	"9"	"5"	"322"	"317"	"0"	"0"
"17239"	"3"	"16"	"13"	"2"	"244"	"2"	"0"	"8"	"2"	"0"	"13"	"34"	"0"	"2"	"58"	"58"	"3"	"19"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"199"	"199"	"5"	"3"	"0"	"207"	"207"	"1"	"0"
"17240"	"3"	"16"	"13"	"2"	"247"	"1"	"0"	"7"	"0"	"2"	"12"	"25"	"0"	"2"	"47"	"54"	"6"	"16"	"1"	"2"	"0"	"0"	"1"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"178"	"178"	"6"	"11"	"0"	"195"	"195"	"1"	"0"
"17241"	"3"	"16"	"13"	"2"	"400"	"1"	"0"	"34"	"3"	"4"	"38"	"45"	"1"	"3"	"69"	"67"	"3"	"2"	"0"	"2"	"1"	"0"	"0"	"1"	"1"	"0"	"1"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"279"	"279"	"17"	"17"	"0"	"313"	"313"	"1"	"0"
"17242"	"3"	"16"	"13"	"2"	"400"	"2"	"0"	"31"	"3"	"3"	"41"	"41"	"0"	"2"	"55"	"74"	"4"	"2"	"0"	"0"	"2"	"0"	"1"	"3"	"0"	"0"	"4"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"271"	"271"	"19"	"20"	"0"	"310"	"310"	"1"	"0"
"17243"	"3"	"16"	"13"	"2"	"400"	"2"	"1"	"21"	"6"	"6"	"43"	"41"	"2"	"2"	"58"	"83"	"6"	"2"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"3"	"2"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"282"	"282"	"17"	"18"	"0"	"317"	"317"	"1"	"0"
"17244"	"3"	"16"	"13"	"2"	"400"	"2"	"1"	"37"	"4"	"1"	"55"	"41"	"2"	"1"	"47"	"90"	"5"	"2"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"2"	"0"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"294"	"294"	"21"	"12"	"73"	"327"	"327"	"1"	"0"
"17245"	"3"	"16"	"13"	"2"	"400"	"2"	"1"	"36"	"5"	"0"	"70"	"41"	"1"	"0"	"54"	"50"	"6"	"3"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"1"	"3"	"1"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"279"	"279"	"10"	"29"	"0"	"318"	"318"	"1"	"0"
"17246"	"3"	"16"	"13"	"2"	"400"	"3"	"0"	"27"	"8"	"0"	"35"	"58"	"0"	"1"	"70"	"59"	"5"	"0"	"1"	"1"	"0"	"1"	"1"	"0"	"0"	"2"	"1"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"276"	"276"	"12"	"18"	"1"	"307"	"306"	"0"	"0"
"17247"	"3"	"16"	"13"	"2"	"400"	"1"	"0"	"30"	"3"	"0"	"70"	"59"	"0"	"0"	"61"	"55"	"0"	"2"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"4"	"0"	"2"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"295"	"292"	"16"	"17"	"0"	"328"	"325"	"0"	"0"
"17248"	"3"	"16"	"13"	"2"	"397"	"4"	"1"	"65"	"5"	"0"	"59"	"33"	"0"	"1"	"51"	"52"	"3"	"6"	"0"	"0"	"0"	"0"	"3"	"0"	"0"	"1"	"1"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"288"	"288"	"16"	"8"	"0"	"312"	"312"	"1"	"0"
"17249"	"3"	"16"	"13"	"2"	"400"	"0"	"0"	"90"	"13"	"1"	"32"	"42"	"0"	"1"	"40"	"52"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"279"	"279"	"14"	"21"	"4"	"314"	"314"	"1"	"0"
"17250"	"3"	"16"	"13"	"2"	"400"	"1"	"0"	"37"	"1"	"2"	"46"	"30"	"0"	"0"	"56"	"71"	"9"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"3"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"261"	"261"	"15"	"23"	"0"	"299"	"299"	"1"	"0"
"17251"	"3"	"16"	"13"	"2"	"400"	"1"	"0"	"19"	"3"	"4"	"46"	"57"	"2"	"2"	"67"	"55"	"4"	"2"	"2"	"0"	"0"	"0"	"0"	"2"	"1"	"1"	"2"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"274"	"274"	"13"	"21"	"0"	"308"	"308"	"1"	"0"
"17252"	"3"	"16"	"13"	"2"	"400"	"1"	"0"	"29"	"0"	"4"	"41"	"52"	"0"	"0"	"58"	"74"	"5"	"3"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"275"	"272"	"17"	"20"	"0"	"312"	"309"	"0"	"0"
"17253"	"3"	"16"	"13"	"2"	"400"	"2"	"0"	"24"	"2"	"2"	"36"	"37"	"0"	"1"	"48"	"73"	"3"	"1"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"3"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"238"	"238"	"22"	"20"	"0"	"280"	"280"	"1"	"0"
"17254"	"3"	"16"	"13"	"2"	"400"	"1"	"0"	"20"	"8"	"4"	"47"	"50"	"1"	"4"	"59"	"61"	"3"	"3"	"1"	"0"	"0"	"1"	"1"	"0"	"0"	"1"	"3"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"272"	"272"	"13"	"18"	"0"	"303"	"303"	"1"	"0"
"17255"	"3"	"16"	"13"	"2"	"400"	"0"	"1"	"17"	"1"	"4"	"51"	"51"	"1"	"2"	"55"	"73"	"7"	"2"	"1"	"1"	"0"	"0"	"1"	"0"	"1"	"1"	"3"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"279"	"279"	"17"	"14"	"0"	"310"	"310"	"1"	"0"
"17256"	"3"	"16"	"13"	"2"	"400"	"0"	"0"	"17"	"1"	"3"	"59"	"38"	"2"	"2"	"57"	"82"	"6"	"0"	"0"	"1"	"1"	"0"	"1"	"1"	"0"	"0"	"1"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"276"	"276"	"10"	"19"	"0"	"305"	"305"	"1"	"0"
"17257"	"3"	"16"	"13"	"2"	"398"	"2"	"0"	"35"	"1"	"2"	"38"	"42"	"0"	"1"	"53"	"71"	"5"	"0"	"0"	"1"	"2"	"0"	"0"	"1"	"0"	"2"	"4"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"262"	"262"	"13"	"19"	"1"	"295"	"294"	"0"	"0"
"17258"	"3"	"16"	"13"	"2"	"400"	"0"	"1"	"31"	"6"	"1"	"41"	"41"	"0"	"3"	"46"	"75"	"3"	"2"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"254"	"253"	"12"	"16"	"0"	"282"	"281"	"0"	"0"
"17259"	"3"	"16"	"13"	"2"	"400"	"1"	"0"	"17"	"2"	"0"	"45"	"51"	"1"	"1"	"41"	"64"	"3"	"2"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"230"	"230"	"13"	"21"	"0"	"264"	"264"	"1"	"0"
"17260"	"3"	"16"	"13"	"2"	"400"	"0"	"0"	"14"	"4"	"0"	"30"	"50"	"0"	"2"	"38"	"73"	"7"	"5"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"226"	"226"	"14"	"19"	"3"	"262"	"259"	"0"	"0"
"17261"	"3"	"16"	"13"	"2"	"400"	"1"	"0"	"37"	"4"	"4"	"33"	"30"	"0"	"0"	"66"	"86"	"6"	"4"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"274"	"274"	"6"	"6"	"0"	"286"	"286"	"1"	"0"
"17262"	"3"	"16"	"13"	"2"	"213"	"0"	"0"	"12"	"1"	"4"	"33"	"17"	"0"	"0"	"30"	"47"	"3"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"152"	"152"	"2"	"6"	"0"	"160"	"160"	"1"	"0"
"17263"	"3"	"16"	"13"	"2"	"212"	"0"	"0"	"18"	"2"	"1"	"22"	"23"	"0"	"0"	"33"	"33"	"3"	"5"	"0"	"0"	"0"	"0"	"0"	"3"	"0"	"0"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"146"	"146"	"2"	"7"	"0"	"155"	"155"	"1"	"0"
"17264"	"3"	"16"	"13"	"2"	"377"	"1"	"1"	"1"	"11"	"0"	"8"	"45"	"0"	"1"	"83"	"62"	"1"	"1"	"0"	"3"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"224"	"224"	"22"	"25"	"0"	"271"	"271"	"1"	"0"
"17265"	"3"	"16"	"13"	"2"	"380"	"2"	"1"	"1"	"6"	"0"	"16"	"59"	"0"	"1"	"74"	"62"	"1"	"0"	"0"	"2"	"0"	"1"	"0"	"2"	"0"	"0"	"0"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"236"	"236"	"7"	"25"	"10"	"268"	"268"	"1"	"0"
"17266"	"3"	"16"	"13"	"2"	"380"	"1"	"1"	"3"	"8"	"1"	"24"	"75"	"0"	"0"	"65"	"64"	"3"	"1"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"1"	"8"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"258"	"258"	"16"	"21"	"0"	"295"	"295"	"1"	"0"
"17267"	"3"	"16"	"13"	"2"	"380"	"0"	"1"	"4"	"11"	"0"	"19"	"55"	"0"	"0"	"82"	"36"	"4"	"1"	"0"	"2"	"1"	"3"	"0"	"2"	"0"	"3"	"2"	"10"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"238"	"238"	"18"	"17"	"2"	"275"	"273"	"0"	"0"
"17268"	"3"	"16"	"13"	"2"	"380"	"0"	"3"	"1"	"7"	"0"	"25"	"40"	"0"	"1"	"83"	"52"	"1"	"5"	"0"	"3"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"228"	"226"	"15"	"17"	"0"	"260"	"258"	"0"	"0"
"17269"	"3"	"16"	"13"	"2"	"380"	"1"	"1"	"2"	"4"	"1"	"16"	"47"	"2"	"2"	"83"	"52"	"3"	"1"	"2"	"1"	"1"	"0"	"0"	"0"	"0"	"2"	"1"	"7"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"230"	"230"	"15"	"15"	"0"	"260"	"260"	"1"	"0"
"17270"	"3"	"16"	"13"	"2"	"380"	"3"	"1"	"5"	"7"	"0"	"19"	"34"	"2"	"1"	"68"	"40"	"2"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"8"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"195"	"195"	"29"	"22"	"1"	"247"	"246"	"0"	"0"
