"MESA"	"TIPO_ELECCION"	"DEPTO"	"MUNI"	"ESTADO_ACTA"	"CANTIDAD_PAPELETAS"	"VAMOS"	"AVANZA"	"UNE"	"VIVA"	"VALOR"	"WINAQ"	"TODOS"	"CREO"	"UCN"	"PAN"	"FCN_NACION"	"UNIDOS"	"VICTORIA"	"BIEN"	"SEMILLA"	"PHG"	"UNIONISTA"	"PC"	"MLP"	"EG"	"FUERZA"	"V22"	"V23"	"V24"	"V25"	"V26"	"V27"	"V28"	"V29"	"V30"	"VOTOS_VALIDOS_ACTA"	"VOTOS_VALIDOS"	"NULOS"	"BLANCOS"	"INVALIDOS"	"TOTAL_ACTA"	"TOTAL_VOTOS"	"ACTA_CUADRA"	"IMPUGNACIONES"
"7683"	"3"	"6"	"9"	"2"	"380"	"10"	"2"	"158"	"8"	"4"	"0"	"7"	"1"	"34"	"2"	"4"	"3"	"2"	"0"	"4"	"2"	"0"	"15"	"15"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"273"	"273"	"19"	"31"	"0"	"323"	"323"	"1"	"0"
"7684"	"3"	"6"	"9"	"2"	"380"	"3"	"1"	"155"	"7"	"6"	"0"	"6"	"0"	"28"	"7"	"8"	"3"	"0"	"5"	"2"	"7"	"0"	"22"	"10"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"272"	"272"	"18"	"37"	"0"	"327"	"327"	"1"	"0"
"7685"	"3"	"6"	"9"	"2"	"380"	"4"	"3"	"135"	"8"	"4"	"1"	"7"	"2"	"27"	"7"	"5"	"0"	"1"	"4"	"3"	"9"	"0"	"13"	"8"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"242"	"242"	"11"	"43"	"0"	"296"	"296"	"1"	"0"
"7686"	"3"	"6"	"9"	"2"	"380"	"2"	"2"	"133"	"3"	"4"	"1"	"5"	"1"	"43"	"4"	"4"	"0"	"0"	"4"	"7"	"8"	"1"	"12"	"17"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"252"	"252"	"10"	"44"	"2"	"306"	"306"	"1"	"0"
"7687"	"3"	"6"	"9"	"2"	"213"	"5"	"0"	"95"	"5"	"2"	"1"	"4"	"1"	"22"	"1"	"2"	"0"	"0"	"2"	"3"	"5"	"1"	"18"	"10"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"177"	"177"	"4"	"7"	"0"	"188"	"188"	"1"	"0"
"7688"	"3"	"6"	"9"	"2"	"212"	"2"	"1"	"96"	"2"	"7"	"0"	"4"	"0"	"26"	"3"	"1"	"0"	"0"	"1"	"0"	"4"	"0"	"15"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"167"	"167"	"5"	"11"	"0"	"183"	"183"	"1"	"0"
"7689"	"3"	"6"	"9"	"2"	"380"	"4"	"1"	"103"	"5"	"0"	"3"	"1"	"2"	"58"	"8"	"11"	"0"	"0"	"1"	"1"	"9"	"2"	"2"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"212"	"212"	"21"	"19"	"0"	"252"	"252"	"1"	"0"
"7690"	"3"	"6"	"9"	"2"	"380"	"3"	"1"	"109"	"6"	"0"	"7"	"0"	"1"	"79"	"9"	"8"	"1"	"1"	"3"	"4"	"10"	"0"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"245"	"245"	"14"	"21"	"0"	"280"	"280"	"1"	"0"
"7691"	"3"	"6"	"9"	"2"	"380"	"3"	"0"	"118"	"4"	"0"	"4"	"1"	"4"	"62"	"9"	"13"	"1"	"1"	"3"	"2"	"12"	"1"	"4"	"3"	"4"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"251"	"251"	"16"	"15"	"0"	"282"	"282"	"1"	"0"
"7692"	"3"	"6"	"9"	"2"	"380"	"5"	"0"	"114"	"2"	"3"	"2"	"2"	"1"	"48"	"4"	"8"	"1"	"1"	"3"	"4"	"12"	"1"	"5"	"3"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"221"	"221"	"11"	"12"	"0"	"244"	"244"	"1"	"0"
"7693"	"3"	"6"	"9"	"2"	"380"	"1"	"1"	"115"	"2"	"0"	"0"	"3"	"2"	"37"	"3"	"8"	"1"	"1"	"4"	"2"	"14"	"1"	"3"	"2"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"201"	"201"	"10"	"21"	"0"	"232"	"232"	"1"	"0"
"7694"	"3"	"6"	"9"	"2"	"259"	"0"	"0"	"69"	"1"	"0"	"0"	"2"	"0"	"33"	"5"	"7"	"0"	"0"	"0"	"2"	"9"	"1"	"4"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"135"	"135"	"4"	"11"	"0"	"150"	"150"	"1"	"0"
"7695"	"3"	"6"	"9"	"2"	"258"	"2"	"0"	"83"	"1"	"0"	"0"	"0"	"1"	"52"	"0"	"6"	"0"	"0"	"1"	"0"	"7"	"0"	"4"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"159"	"159"	"4"	"8"	"0"	"171"	"171"	"1"	"0"
"7696"	"3"	"6"	"9"	"2"	"400"	"7"	"1"	"164"	"7"	"0"	"1"	"0"	"0"	"76"	"3"	"2"	"1"	"0"	"6"	"6"	"4"	"0"	"5"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"284"	"284"	"13"	"28"	"0"	"325"	"325"	"1"	"0"
"7697"	"3"	"6"	"9"	"2"	"395"	"5"	"0"	"156"	"3"	"0"	"0"	"0"	"0"	"80"	"5"	"3"	"0"	"1"	"3"	"5"	"7"	"0"	"7"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"276"	"276"	"8"	"18"	"0"	"302"	"302"	"1"	"0"
"7698"	"3"	"6"	"9"	"2"	"395"	"2"	"0"	"171"	"3"	"0"	"0"	"3"	"0"	"58"	"4"	"10"	"0"	"0"	"2"	"0"	"6"	"1"	"6"	"4"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"273"	"273"	"12"	"16"	"0"	"301"	"301"	"1"	"0"
"7699"	"3"	"6"	"9"	"2"	"597"	"5"	"2"	"53"	"4"	"0"	"1"	"2"	"0"	"45"	"11"	"8"	"0"	"2"	"5"	"6"	"10"	"2"	"3"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"162"	"162"	"10"	"16"	"0"	"188"	"188"	"1"	"0"
"7700"	"3"	"6"	"9"	"2"	"599"	"2"	"1"	"43"	"2"	"0"	"1"	"2"	"1"	"47"	"12"	"7"	"0"	"2"	"5"	"4"	"11"	"2"	"3"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"147"	"147"	"10"	"24"	"0"	"181"	"181"	"1"	"0"
"7701"	"3"	"6"	"9"	"2"	"600"	"2"	"1"	"69"	"5"	"2"	"4"	"2"	"3"	"43"	"3"	"5"	"1"	"1"	"3"	"0"	"8"	"0"	"2"	"1"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"158"	"158"	"9"	"24"	"0"	"191"	"191"	"1"	"0"
"7702"	"3"	"6"	"9"	"2"	"338"	"1"	"1"	"36"	"3"	"1"	"0"	"1"	"0"	"19"	"3"	"0"	"1"	"0"	"2"	"1"	"5"	"0"	"1"	"1"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"79"	"79"	"12"	"18"	"0"	"109"	"109"	"1"	"0"
"7703"	"3"	"6"	"9"	"2"	"341"	"0"	"0"	"12"	"2"	"1"	"0"	"0"	"1"	"10"	"2"	"2"	"0"	"0"	"0"	"1"	"3"	"1"	"2"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"39"	"39"	"5"	"7"	"0"	"51"	"51"	"1"	"0"
"7704"	"3"	"6"	"10"	"2"	"400"	"2"	"0"	"30"	"3"	"5"	"1"	"1"	"79"	"8"	"4"	"20"	"1"	"1"	"2"	"18"	"1"	"0"	"1"	"11"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"189"	"189"	"15"	"17"	"0"	"221"	"221"	"1"	"2"
"7705"	"3"	"6"	"10"	"2"	"400"	"4"	"0"	"23"	"1"	"3"	"0"	"8"	"86"	"4"	"2"	"25"	"1"	"0"	"1"	"20"	"0"	"2"	"6"	"8"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"195"	"195"	"18"	"40"	"0"	"253"	"253"	"1"	"0"
"7706"	"3"	"6"	"10"	"2"	"400"	"3"	"1"	"36"	"3"	"1"	"1"	"3"	"91"	"10"	"3"	"37"	"0"	"3"	"4"	"15"	"1"	"2"	"5"	"10"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"230"	"230"	"22"	"20"	"0"	"272"	"272"	"1"	"0"
"7707"	"3"	"6"	"10"	"2"	"400"	"2"	"0"	"27"	"3"	"0"	"2"	"5"	"106"	"8"	"4"	"21"	"1"	"2"	"0"	"25"	"1"	"1"	"5"	"11"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"224"	"224"	"17"	"18"	"0"	"259"	"259"	"1"	"0"
"7708"	"3"	"6"	"10"	"2"	"400"	"2"	"0"	"44"	"1"	"1"	"1"	"9"	"62"	"11"	"5"	"42"	"0"	"3"	"1"	"20"	"1"	"0"	"3"	"10"	"2"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"220"	"220"	"16"	"33"	"0"	"269"	"269"	"1"	"0"
"7709"	"3"	"6"	"10"	"2"	"400"	"1"	"1"	"39"	"2"	"1"	"0"	"2"	"76"	"6"	"2"	"41"	"0"	"2"	"1"	"27"	"3"	"2"	"2"	"6"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"215"	"215"	"13"	"36"	"0"	"264"	"264"	"1"	"0"
"7710"	"3"	"6"	"10"	"2"	"400"	"1"	"0"	"37"	"3"	"2"	"0"	"5"	"76"	"9"	"3"	"60"	"1"	"3"	"0"	"19"	"1"	"1"	"3"	"6"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"232"	"232"	"16"	"22"	"0"	"270"	"270"	"1"	"0"
"7711"	"3"	"6"	"10"	"2"	"400"	"0"	"2"	"44"	"1"	"5"	"0"	"2"	"68"	"9"	"3"	"46"	"0"	"4"	"3"	"15"	"3"	"3"	"4"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"217"	"217"	"15"	"34"	"0"	"266"	"266"	"1"	"0"
"7712"	"3"	"6"	"10"	"2"	"400"	"2"	"1"	"50"	"3"	"0"	"0"	"4"	"63"	"15"	"4"	"28"	"0"	"4"	"4"	"27"	"2"	"3"	"2"	"11"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"224"	"224"	"22"	"30"	"0"	"276"	"276"	"1"	"0"
"7713"	"3"	"6"	"10"	"2"	"400"	"1"	"1"	"33"	"0"	"1"	"0"	"2"	"63"	"10"	"5"	"35"	"1"	"6"	"2"	"20"	"0"	"1"	"3"	"6"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"191"	"191"	"18"	"36"	"0"	"245"	"245"	"1"	"0"
"7714"	"3"	"6"	"10"	"2"	"400"	"4"	"0"	"54"	"3"	"3"	"1"	"2"	"62"	"7"	"1"	"44"	"1"	"3"	"1"	"28"	"1"	"2"	"2"	"2"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"223"	"223"	"30"	"24"	"0"	"277"	"277"	"1"	"0"
"7715"	"3"	"6"	"10"	"2"	"400"	"3"	"0"	"36"	"2"	"3"	"0"	"5"	"82"	"9"	"5"	"39"	"0"	"13"	"0"	"23"	"4"	"2"	"3"	"8"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"238"	"238"	"20"	"19"	"0"	"277"	"277"	"1"	"0"
"7716"	"3"	"6"	"10"	"2"	"400"	"2"	"1"	"37"	"1"	"3"	"2"	"3"	"78"	"8"	"6"	"47"	"0"	"1"	"0"	"17"	"0"	"1"	"2"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"216"	"216"	"22"	"23"	"0"	"261"	"261"	"1"	"0"
"7717"	"3"	"6"	"10"	"2"	"400"	"0"	"0"	"30"	"1"	"0"	"2"	"1"	"85"	"7"	"7"	"41"	"0"	"3"	"1"	"19"	"1"	"0"	"3"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"209"	"209"	"16"	"31"	"0"	"256"	"256"	"1"	"0"
"7718"	"3"	"6"	"10"	"2"	"400"	"2"	"1"	"45"	"1"	"2"	"0"	"2"	"66"	"12"	"3"	"51"	"0"	"2"	"0"	"29"	"0"	"1"	"6"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"227"	"227"	"18"	"29"	"0"	"274"	"274"	"1"	"0"
"7719"	"3"	"6"	"10"	"2"	"400"	"0"	"1"	"60"	"1"	"1"	"0"	"9"	"100"	"11"	"1"	"20"	"0"	"0"	"1"	"20"	"1"	"1"	"4"	"8"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"241"	"241"	"28"	"9"	"0"	"278"	"278"	"1"	"0"
"7720"	"3"	"6"	"10"	"2"	"400"	"0"	"1"	"45"	"0"	"4"	"1"	"2"	"62"	"4"	"3"	"84"	"1"	"3"	"1"	"27"	"2"	"2"	"1"	"3"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"248"	"248"	"11"	"31"	"0"	"290"	"290"	"1"	"0"
"7721"	"3"	"6"	"10"	"2"	"400"	"0"	"1"	"41"	"3"	"2"	"1"	"0"	"73"	"5"	"1"	"90"	"1"	"3"	"1"	"17"	"2"	"0"	"2"	"10"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"254"	"254"	"19"	"17"	"0"	"290"	"290"	"1"	"0"
"7722"	"3"	"6"	"10"	"2"	"400"	"2"	"0"	"23"	"1"	"0"	"0"	"2"	"91"	"9"	"3"	"29"	"0"	"0"	"0"	"16"	"1"	"1"	"4"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"183"	"183"	"6"	"9"	"0"	"198"	"198"	"1"	"0"
"7723"	"3"	"6"	"10"	"2"	"400"	"2"	"0"	"27"	"2"	"0"	"2"	"5"	"92"	"7"	"4"	"30"	"1"	"4"	"1"	"9"	"1"	"2"	"3"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"196"	"196"	"4"	"13"	"0"	"213"	"213"	"1"	"0"
"7724"	"3"	"6"	"10"	"2"	"400"	"5"	"0"	"34"	"3"	"1"	"1"	"3"	"101"	"8"	"3"	"21"	"1"	"1"	"1"	"13"	"2"	"3"	"2"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"211"	"211"	"9"	"8"	"0"	"228"	"228"	"1"	"1"
"7725"	"3"	"6"	"10"	"2"	"400"	"0"	"1"	"33"	"1"	"1"	"3"	"4"	"82"	"7"	"0"	"23"	"0"	"2"	"1"	"14"	"2"	"0"	"7"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"186"	"186"	"8"	"22"	"0"	"216"	"216"	"1"	"0"
"7726"	"3"	"6"	"10"	"2"	"400"	"2"	"1"	"27"	"0"	"1"	"0"	"2"	"84"	"7"	"1"	"23"	"1"	"1"	"0"	"9"	"0"	"1"	"2"	"5"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"168"	"168"	"13"	"20"	"0"	"201"	"201"	"1"	"0"
"7727"	"3"	"6"	"10"	"2"	"400"	"2"	"2"	"22"	"2"	"2"	"1"	"4"	"84"	"6"	"3"	"32"	"1"	"3"	"0"	"13"	"0"	"1"	"2"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"187"	"187"	"7"	"19"	"0"	"213"	"213"	"1"	"0"
"7728"	"3"	"6"	"10"	"2"	"400"	"4"	"0"	"28"	"2"	"0"	"0"	"2"	"96"	"10"	"2"	"42"	"0"	"1"	"0"	"19"	"4"	"0"	"2"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"219"	"219"	"3"	"11"	"0"	"233"	"233"	"1"	"0"
"7729"	"3"	"6"	"10"	"2"	"400"	"0"	"1"	"31"	"0"	"2"	"5"	"5"	"130"	"9"	"4"	"42"	"0"	"3"	"0"	"25"	"5"	"1"	"1"	"5"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"270"	"270"	"5"	"11"	"0"	"286"	"286"	"1"	"0"
"7730"	"3"	"6"	"10"	"2"	"248"	"0"	"0"	"16"	"2"	"1"	"2"	"5"	"62"	"10"	"3"	"35"	"0"	"0"	"0"	"10"	"1"	"0"	"4"	"1"	"0"	"35"	"0"	"0"	"0"	"10"	"1"	"0"	"4"	"1"	"0"	"152"	"152"	"7"	"12"	"0"	"171"	"171"	"1"	"0"
"7731"	"3"	"6"	"10"	"2"	"248"	"2"	"0"	"21"	"1"	"4"	"0"	"1"	"48"	"3"	"0"	"24"	"0"	"2"	"1"	"13"	"2"	"0"	"0"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"126"	"126"	"5"	"12"	"0"	"143"	"143"	"1"	"0"
"7732"	"3"	"6"	"10"	"2"	"400"	"5"	"1"	"102"	"1"	"2"	"0"	"0"	"48"	"2"	"2"	"26"	"0"	"1"	"1"	"18"	"0"	"1"	"2"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"216"	"216"	"19"	"21"	"0"	"256"	"256"	"1"	"0"
"7733"	"3"	"6"	"10"	"2"	"400"	"2"	"1"	"96"	"0"	"0"	"0"	"2"	"66"	"2"	"1"	"55"	"0"	"0"	"1"	"19"	"0"	"4"	"2"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"256"	"256"	"20"	"30"	"0"	"306"	"306"	"1"	"0"
"7734"	"3"	"6"	"10"	"2"	"400"	"3"	"0"	"97"	"0"	"2"	"0"	"1"	"82"	"5"	"5"	"42"	"0"	"0"	"1"	"10"	"1"	"1"	"2"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"254"	"254"	"27"	"13"	"0"	"294"	"294"	"1"	"0"
"7735"	"3"	"6"	"10"	"2"	"288"	"1"	"1"	"41"	"0"	"0"	"0"	"1"	"41"	"5"	"1"	"23"	"0"	"0"	"0"	"8"	"1"	"1"	"3"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"129"	"129"	"4"	"23"	"0"	"156"	"156"	"1"	"0"
"7736"	"3"	"6"	"10"	"2"	"287"	"0"	"0"	"62"	"0"	"1"	"0"	"1"	"64"	"4"	"1"	"27"	"1"	"0"	"0"	"5"	"0"	"2"	"2"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"172"	"172"	"6"	"21"	"0"	"199"	"199"	"1"	"0"
"7737"	"3"	"6"	"10"	"2"	"444"	"0"	"0"	"9"	"0"	"0"	"0"	"2"	"39"	"1"	"1"	"14"	"0"	"2"	"0"	"2"	"4"	"2"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"79"	"79"	"7"	"16"	"0"	"102"	"102"	"1"	"0"
"7738"	"3"	"6"	"10"	"2"	"444"	"1"	"0"	"4"	"1"	"1"	"0"	"1"	"24"	"2"	"0"	"6"	"0"	"2"	"0"	"5"	"0"	"2"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"51"	"51"	"7"	"4"	"0"	"62"	"62"	"1"	"0"
"7739"	"3"	"6"	"11"	"2"	"400"	"11"	"0"	"88"	"8"	"3"	"2"	"2"	"2"	"24"	"5"	"36"	"0"	"0"	"2"	"10"	"56"	"3"	"7"	"1"	"3"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"266"	"266"	"10"	"31"	"0"	"307"	"307"	"1"	"0"
"7740"	"3"	"6"	"11"	"2"	"400"	"3"	"1"	"97"	"10"	"1"	"2"	"5"	"0"	"23"	"4"	"28"	"1"	"2"	"6"	"10"	"58"	"4"	"8"	"2"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"270"	"270"	"21"	"28"	"0"	"319"	"319"	"1"	"0"
"7741"	"3"	"6"	"11"	"2"	"400"	"5"	"1"	"100"	"4"	"1"	"2"	"4"	"3"	"18"	"3"	"38"	"1"	"0"	"0"	"11"	"65"	"7"	"7"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"273"	"273"	"19"	"28"	"0"	"320"	"320"	"1"	"0"
"7742"	"3"	"6"	"11"	"2"	"400"	"6"	"0"	"106"	"12"	"4"	"12"	"0"	"3"	"19"	"6"	"27"	"0"	"2"	"0"	"11"	"57"	"8"	"4"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"279"	"279"	"15"	"20"	"0"	"314"	"314"	"1"	"0"
"7743"	"3"	"6"	"11"	"2"	"400"	"9"	"0"	"106"	"3"	"5"	"2"	"3"	"4"	"24"	"2"	"20"	"0"	"1"	"1"	"9"	"67"	"5"	"5"	"2"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"271"	"271"	"29"	"27"	"0"	"327"	"327"	"1"	"0"
"7744"	"3"	"6"	"11"	"2"	"400"	"5"	"0"	"80"	"7"	"2"	"1"	"1"	"3"	"29"	"2"	"36"	"0"	"0"	"4"	"16"	"72"	"4"	"6"	"0"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"272"	"272"	"23"	"23"	"0"	"318"	"318"	"1"	"0"
"7745"	"3"	"6"	"11"	"2"	"400"	"7"	"0"	"89"	"9"	"1"	"6"	"2"	"3"	"28"	"1"	"30"	"0"	"1"	"1"	"13"	"80"	"8"	"8"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"289"	"289"	"26"	"22"	"0"	"337"	"337"	"1"	"0"
"7746"	"3"	"6"	"11"	"2"	"400"	"7"	"0"	"85"	"4"	"2"	"2"	"3"	"0"	"30"	"3"	"30"	"0"	"0"	"4"	"18"	"51"	"8"	"7"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"257"	"257"	"11"	"22"	"0"	"290"	"290"	"1"	"0"
"7747"	"3"	"6"	"11"	"2"	"400"	"10"	"1"	"77"	"4"	"1"	"3"	"2"	"3"	"17"	"1"	"28"	"1"	"0"	"2"	"11"	"57"	"8"	"9"	"4"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"240"	"240"	"12"	"17"	"0"	"269"	"269"	"1"	"0"
"7748"	"3"	"6"	"11"	"2"	"400"	"4"	"0"	"92"	"7"	"6"	"4"	"2"	"3"	"28"	"5"	"26"	"1"	"3"	"3"	"10"	"41"	"7"	"13"	"0"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"258"	"258"	"19"	"22"	"1"	"299"	"299"	"1"	"0"
"7749"	"3"	"6"	"11"	"2"	"400"	"3"	"0"	"84"	"6"	"1"	"0"	"3"	"3"	"38"	"2"	"25"	"1"	"1"	"3"	"15"	"62"	"12"	"6"	"1"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"269"	"269"	"17"	"15"	"0"	"301"	"301"	"1"	"0"
"7750"	"3"	"6"	"11"	"2"	"400"	"7"	"1"	"82"	"5"	"1"	"5"	"1"	"5"	"22"	"3"	"23"	"0"	"2"	"2"	"9"	"79"	"4"	"9"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"263"	"263"	"13"	"29"	"0"	"305"	"305"	"1"	"0"
"7751"	"3"	"6"	"11"	"2"	"400"	"6"	"0"	"97"	"10"	"5"	"3"	"1"	"1"	"21"	"1"	"21"	"0"	"0"	"3"	"9"	"53"	"3"	"11"	"2"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"248"	"248"	"14"	"17"	"0"	"279"	"279"	"1"	"0"
"7752"	"3"	"6"	"11"	"2"	"400"	"11"	"0"	"80"	"5"	"4"	"2"	"3"	"2"	"42"	"3"	"30"	"0"	"1"	"2"	"15"	"53"	"9"	"23"	"1"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"290"	"290"	"12"	"14"	"0"	"316"	"316"	"1"	"0"
"7753"	"3"	"6"	"11"	"2"	"203"	"7"	"0"	"47"	"3"	"1"	"0"	"0"	"2"	"22"	"0"	"22"	"0"	"0"	"2"	"7"	"30"	"3"	"14"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"161"	"161"	"3"	"2"	"0"	"166"	"166"	"1"	"0"
"7754"	"3"	"6"	"11"	"2"	"202"	"7"	"0"	"51"	"0"	"0"	"0"	"1"	"1"	"24"	"0"	"15"	"0"	"1"	"2"	"1"	"26"	"4"	"10"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"143"	"143"	"4"	"5"	"1"	"152"	"152"	"1"	"0"
"7755"	"3"	"6"	"11"	"2"	"400"	"3"	"2"	"96"	"3"	"0"	"1"	"1"	"2"	"26"	"7"	"40"	"0"	"0"	"3"	"4"	"41"	"15"	"5"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"251"	"251"	"19"	"23"	"0"	"293"	"293"	"1"	"0"
"7756"	"3"	"6"	"11"	"2"	"400"	"1"	"4"	"107"	"3"	"1"	"2"	"2"	"4"	"34"	"2"	"49"	"0"	"0"	"2"	"5"	"52"	"6"	"10"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"288"	"288"	"14"	"24"	"0"	"326"	"326"	"1"	"0"
"7757"	"3"	"6"	"11"	"2"	"400"	"6"	"2"	"91"	"7"	"3"	"1"	"3"	"0"	"36"	"3"	"54"	"0"	"0"	"4"	"7"	"49"	"12"	"9"	"2"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"292"	"292"	"14"	"34"	"0"	"340"	"340"	"1"	"0"
