"MESA"	"TIPO_ELECCION"	"DEPTO"	"MUNI"	"ESTADO_ACTA"	"CANTIDAD_PAPELETAS"	"VAMOS"	"AVANZA"	"UNE"	"VIVA"	"VALOR"	"WINAQ"	"TODOS"	"CREO"	"UCN"	"PAN"	"FCN_NACION"	"UNIDOS"	"VICTORIA"	"BIEN"	"SEMILLA"	"PHG"	"UNIONISTA"	"PC"	"MLP"	"EG"	"FUERZA"	"V22"	"V23"	"V24"	"V25"	"V26"	"V27"	"V28"	"V29"	"V30"	"VOTOS_VALIDOS_ACTA"	"VOTOS_VALIDOS"	"NULOS"	"BLANCOS"	"INVALIDOS"	"TOTAL_ACTA"	"TOTAL_VOTOS"	"ACTA_CUADRA"	"IMPUGNACIONES"
"7833"	"3"	"6"	"13"	"2"	"306"	"0"	"0"	"8"	"3"	"2"	"1"	"0"	"5"	"3"	"1"	"1"	"1"	"0"	"0"	"2"	"0"	"8"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"37"	"37"	"3"	"8"	"0"	"48"	"48"	"1"	"0"
"7834"	"3"	"6"	"14"	"2"	"400"	"5"	"0"	"51"	"3"	"9"	"4"	"1"	"17"	"18"	"6"	"6"	"0"	"4"	"0"	"3"	"7"	"3"	"1"	"2"	"34"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"176"	"176"	"19"	"19"	"0"	"214"	"214"	"1"	"0"
"7835"	"3"	"6"	"14"	"2"	"400"	"6"	"0"	"49"	"5"	"11"	"5"	"0"	"23"	"13"	"4"	"2"	"0"	"5"	"3"	"2"	"3"	"3"	"1"	"1"	"33"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"169"	"169"	"33"	"21"	"0"	"223"	"223"	"1"	"0"
"7836"	"3"	"6"	"14"	"2"	"400"	"8"	"0"	"45"	"3"	"19"	"4"	"3"	"14"	"17"	"8"	"6"	"0"	"7"	"1"	"3"	"9"	"4"	"2"	"7"	"36"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"197"	"197"	"27"	"17"	"0"	"241"	"241"	"1"	"0"
"7837"	"3"	"6"	"14"	"2"	"400"	"14"	"2"	"61"	"3"	"16"	"2"	"1"	"21"	"19"	"9"	"5"	"1"	"3"	"2"	"1"	"4"	"5"	"0"	"4"	"37"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"210"	"210"	"26"	"20"	"0"	"256"	"256"	"1"	"0"
"7838"	"3"	"6"	"14"	"2"	"380"	"3"	"1"	"61"	"5"	"10"	"4"	"2"	"29"	"22"	"10"	"5"	"1"	"11"	"0"	"2"	"7"	"5"	"1"	"2"	"36"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"217"	"217"	"16"	"28"	"0"	"261"	"261"	"1"	"0"
"7839"	"3"	"6"	"14"	"2"	"400"	"8"	"0"	"69"	"2"	"8"	"2"	"2"	"19"	"14"	"9"	"8"	"1"	"3"	"2"	"2"	"0"	"3"	"2"	"3"	"29"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"188"	"188"	"21"	"32"	"0"	"241"	"241"	"1"	"0"
"7840"	"3"	"6"	"14"	"2"	"400"	"8"	"0"	"62"	"2"	"17"	"3"	"2"	"18"	"9"	"12"	"6"	"1"	"5"	"1"	"3"	"6"	"3"	"3"	"5"	"41"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"210"	"210"	"16"	"26"	"0"	"252"	"252"	"1"	"0"
"7841"	"3"	"6"	"14"	"2"	"400"	"7"	"0"	"50"	"1"	"16"	"10"	"1"	"24"	"17"	"7"	"6"	"2"	"4"	"1"	"2"	"2"	"2"	"3"	"5"	"30"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"191"	"191"	"23"	"28"	"0"	"242"	"242"	"1"	"0"
"7842"	"3"	"6"	"14"	"2"	"400"	"10"	"2"	"52"	"4"	"14"	"3"	"2"	"22"	"20"	"10"	"5"	"1"	"5"	"0"	"4"	"3"	"3"	"2"	"3"	"57"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"222"	"222"	"21"	"27"	"0"	"270"	"270"	"1"	"0"
"7843"	"3"	"6"	"14"	"2"	"400"	"8"	"3"	"54"	"5"	"9"	"8"	"1"	"27"	"11"	"14"	"5"	"1"	"4"	"1"	"2"	"3"	"4"	"3"	"3"	"44"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"210"	"210"	"33"	"31"	"0"	"274"	"274"	"1"	"0"
"7844"	"3"	"6"	"14"	"2"	"400"	"5"	"2"	"39"	"5"	"8"	"2"	"2"	"22"	"26"	"6"	"10"	"0"	"6"	"1"	"6"	"4"	"4"	"2"	"3"	"50"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"204"	"204"	"14"	"19"	"0"	"237"	"237"	"1"	"0"
"7845"	"3"	"6"	"14"	"2"	"400"	"3"	"0"	"54"	"3"	"5"	"4"	"3"	"19"	"16"	"6"	"5"	"1"	"1"	"2"	"2"	"5"	"5"	"1"	"1"	"43"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"179"	"179"	"9"	"10"	"0"	"198"	"198"	"1"	"0"
"7846"	"3"	"6"	"14"	"2"	"400"	"10"	"1"	"35"	"9"	"11"	"4"	"1"	"21"	"17"	"6"	"4"	"1"	"6"	"0"	"6"	"5"	"4"	"0"	"8"	"35"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"184"	"184"	"20"	"22"	"0"	"226"	"226"	"1"	"0"
"7847"	"3"	"6"	"14"	"2"	"400"	"9"	"2"	"35"	"1"	"16"	"5"	"0"	"18"	"12"	"12"	"5"	"1"	"4"	"0"	"2"	"4"	"3"	"3"	"5"	"58"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"196"	"196"	"16"	"14"	"0"	"226"	"226"	"1"	"0"
"7848"	"3"	"6"	"14"	"2"	"400"	"7"	"0"	"28"	"5"	"11"	"2"	"3"	"16"	"12"	"5"	"12"	"0"	"5"	"1"	"7"	"6"	"3"	"0"	"1"	"55"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"181"	"181"	"27"	"28"	"0"	"236"	"236"	"1"	"0"
"7849"	"3"	"6"	"14"	"2"	"400"	"6"	"1"	"35"	"2"	"12"	"7"	"0"	"18"	"21"	"6"	"5"	"0"	"3"	"1"	"5"	"5"	"3"	"3"	"4"	"51"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"188"	"188"	"21"	"9"	"0"	"218"	"218"	"1"	"0"
"7850"	"3"	"6"	"14"	"2"	"400"	"7"	"1"	"42"	"4"	"6"	"1"	"2"	"12"	"14"	"5"	"5"	"2"	"3"	"2"	"1"	"6"	"1"	"3"	"7"	"40"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"164"	"164"	"16"	"12"	"0"	"192"	"192"	"1"	"0"
"7851"	"3"	"6"	"14"	"2"	"399"	"6"	"0"	"51"	"1"	"16"	"5"	"6"	"23"	"23"	"4"	"5"	"0"	"3"	"2"	"2"	"10"	"7"	"1"	"1"	"59"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"225"	"225"	"22"	"13"	"0"	"260"	"260"	"1"	"0"
"7852"	"3"	"6"	"14"	"2"	"267"	"4"	"0"	"35"	"0"	"7"	"0"	"1"	"17"	"19"	"4"	"9"	"0"	"3"	"2"	"1"	"6"	"0"	"2"	"4"	"46"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"160"	"160"	"18"	"6"	"0"	"184"	"184"	"1"	"0"
"7853"	"3"	"6"	"14"	"2"	"267"	"2"	"0"	"37"	"0"	"6"	"1"	"3"	"13"	"9"	"6"	"7"	"1"	"0"	"1"	"1"	"2"	"1"	"0"	"3"	"28"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"121"	"121"	"10"	"13"	"0"	"144"	"144"	"1"	"0"
"7854"	"3"	"6"	"14"	"2"	"380"	"3"	"1"	"53"	"4"	"17"	"1"	"3"	"4"	"14"	"2"	"4"	"2"	"0"	"0"	"1"	"1"	"1"	"0"	"3"	"83"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"199"	"199"	"16"	"19"	"0"	"234"	"234"	"1"	"0"
"7855"	"3"	"6"	"14"	"2"	"380"	"2"	"1"	"55"	"2"	"14"	"5"	"3"	"4"	"10"	"8"	"2"	"2"	"1"	"0"	"2"	"2"	"3"	"1"	"3"	"79"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"199"	"199"	"14"	"25"	"0"	"238"	"238"	"1"	"0"
"7856"	"3"	"6"	"14"	"2"	"380"	"9"	"0"	"32"	"2"	"3"	"4"	"1"	"8"	"7"	"11"	"6"	"0"	"0"	"2"	"1"	"6"	"2"	"4"	"1"	"70"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"169"	"169"	"15"	"27"	"1"	"211"	"211"	"1"	"0"
"7857"	"3"	"6"	"14"	"2"	"380"	"3"	"1"	"37"	"3"	"12"	"1"	"1"	"9"	"15"	"5"	"3"	"0"	"3"	"0"	"5"	"2"	"1"	"0"	"1"	"67"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"170"	"170"	"17"	"27"	"0"	"214"	"214"	"1"	"0"
"7858"	"3"	"6"	"14"	"2"	"196"	"3"	"1"	"17"	"0"	"2"	"0"	"1"	"2"	"2"	"2"	"1"	"0"	"0"	"0"	"0"	"2"	"0"	"1"	"0"	"59"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"93"	"93"	"5"	"11"	"0"	"109"	"109"	"1"	"0"
"7859"	"3"	"6"	"14"	"2"	"196"	"1"	"0"	"20"	"0"	"5"	"0"	"0"	"3"	"7"	"2"	"0"	"0"	"1"	"0"	"2"	"2"	"3"	"1"	"1"	"54"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"102"	"102"	"8"	"6"	"0"	"116"	"116"	"1"	"0"
"7860"	"3"	"6"	"14"	"2"	"380"	"8"	"2"	"72"	"2"	"9"	"11"	"1"	"10"	"23"	"2"	"1"	"1"	"1"	"0"	"3"	"2"	"4"	"3"	"12"	"12"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"179"	"179"	"13"	"26"	"0"	"218"	"218"	"1"	"0"
"7861"	"3"	"6"	"14"	"2"	"380"	"1"	"2"	"59"	"1"	"6"	"5"	"2"	"2"	"31"	"3"	"1"	"1"	"0"	"2"	"2"	"1"	"4"	"1"	"32"	"17"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"173"	"173"	"16"	"43"	"0"	"232"	"232"	"1"	"0"
"7862"	"3"	"6"	"14"	"2"	"380"	"2"	"0"	"74"	"2"	"10"	"3"	"2"	"5"	"20"	"2"	"1"	"1"	"1"	"1"	"1"	"0"	"1"	"1"	"24"	"23"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"174"	"174"	"27"	"38"	"0"	"239"	"239"	"1"	"0"
"7863"	"3"	"6"	"14"	"2"	"380"	"1"	"1"	"61"	"1"	"5"	"9"	"0"	"7"	"11"	"3"	"5"	"1"	"2"	"0"	"3"	"1"	"10"	"1"	"16"	"31"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"169"	"169"	"9"	"33"	"0"	"211"	"211"	"1"	"0"
"7864"	"3"	"6"	"14"	"2"	"380"	"3"	"1"	"61"	"0"	"9"	"7"	"1"	"7"	"17"	"1"	"0"	"1"	"0"	"1"	"3"	"2"	"4"	"3"	"17"	"18"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"157"	"157"	"13"	"13"	"0"	"183"	"183"	"1"	"0"
"7865"	"3"	"6"	"14"	"2"	"321"	"2"	"1"	"37"	"0"	"8"	"3"	"0"	"4"	"15"	"2"	"0"	"0"	"1"	"2"	"2"	"3"	"2"	"0"	"13"	"17"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"112"	"112"	"9"	"17"	"0"	"138"	"138"	"1"	"0"
"7866"	"3"	"6"	"14"	"2"	"321"	"4"	"1"	"34"	"0"	"10"	"1"	"2"	"3"	"18"	"1"	"1"	"0"	"0"	"1"	"2"	"5"	"2"	"1"	"11"	"18"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"115"	"115"	"7"	"13"	"0"	"135"	"135"	"1"	"0"
"7867"	"3"	"6"	"14"	"2"	"380"	"4"	"1"	"54"	"1"	"4"	"4"	"1"	"9"	"80"	"5"	"9"	"0"	"11"	"1"	"0"	"3"	"5"	"1"	"9"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"208"	"208"	"19"	"27"	"0"	"254"	"254"	"1"	"0"
"7868"	"3"	"6"	"14"	"2"	"380"	"6"	"1"	"52"	"1"	"9"	"2"	"1"	"9"	"85"	"3"	"8"	"2"	"7"	"0"	"0"	"0"	"0"	"1"	"6"	"11"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"205"	"205"	"33"	"45"	"0"	"283"	"283"	"1"	"0"
"7869"	"3"	"6"	"14"	"2"	"380"	"11"	"1"	"65"	"2"	"2"	"1"	"0"	"4"	"76"	"4"	"8"	"0"	"12"	"0"	"0"	"3"	"1"	"1"	"14"	"5"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"212"	"212"	"32"	"36"	"0"	"280"	"280"	"1"	"0"
"7870"	"3"	"6"	"14"	"2"	"380"	"12"	"2"	"39"	"1"	"3"	"0"	"1"	"13"	"85"	"10"	"9"	"2"	"7"	"1"	"0"	"1"	"1"	"1"	"15"	"13"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"216"	"216"	"16"	"32"	"0"	"264"	"264"	"1"	"0"
"7871"	"3"	"6"	"14"	"2"	"380"	"8"	"1"	"61"	"0"	"6"	"0"	"1"	"10"	"65"	"2"	"12"	"1"	"13"	"3"	"0"	"3"	"2"	"0"	"7"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"202"	"202"	"24"	"39"	"0"	"265"	"265"	"1"	"0"
"7872"	"3"	"6"	"14"	"2"	"380"	"19"	"1"	"56"	"0"	"6"	"1"	"1"	"10"	"61"	"5"	"16"	"0"	"12"	"0"	"0"	"1"	"1"	"1"	"9"	"8"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"209"	"209"	"28"	"36"	"0"	"273"	"273"	"1"	"0"
"7873"	"3"	"6"	"14"	"2"	"380"	"5"	"1"	"51"	"1"	"6"	"2"	"1"	"7"	"61"	"4"	"16"	"2"	"9"	"1"	"0"	"1"	"1"	"0"	"10"	"9"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"189"	"189"	"15"	"19"	"0"	"223"	"223"	"1"	"0"
"7874"	"3"	"6"	"14"	"2"	"380"	"7"	"2"	"70"	"1"	"2"	"2"	"1"	"8"	"61"	"2"	"9"	"2"	"5"	"3"	"3"	"3"	"1"	"1"	"9"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"199"	"199"	"12"	"29"	"0"	"240"	"240"	"1"	"0"
"7875"	"3"	"6"	"14"	"2"	"313"	"7"	"1"	"44"	"1"	"9"	"1"	"1"	"12"	"46"	"3"	"7"	"0"	"4"	"0"	"0"	"0"	"1"	"1"	"3"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"147"	"147"	"15"	"41"	"0"	"203"	"203"	"1"	"0"
"7876"	"3"	"6"	"14"	"2"	"315"	"4"	"0"	"47"	"0"	"6"	"3"	"1"	"14"	"49"	"2"	"20"	"0"	"6"	"0"	"1"	"4"	"3"	"1"	"6"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"175"	"175"	"8"	"15"	"0"	"198"	"198"	"1"	"0"
"7877"	"3"	"6"	"14"	"2"	"380"	"5"	"0"	"69"	"4"	"11"	"2"	"1"	"5"	"40"	"4"	"1"	"2"	"1"	"2"	"0"	"2"	"8"	"1"	"3"	"2"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"167"	"167"	"21"	"20"	"0"	"208"	"208"	"1"	"0"
"7878"	"3"	"6"	"14"	"2"	"400"	"2"	"1"	"71"	"2"	"11"	"1"	"1"	"7"	"61"	"11"	"5"	"0"	"1"	"0"	"1"	"1"	"7"	"1"	"2"	"5"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"195"	"195"	"21"	"22"	"0"	"238"	"238"	"1"	"0"
"7879"	"3"	"6"	"14"	"2"	"380"	"2"	"2"	"87"	"3"	"11"	"2"	"0"	"4"	"43"	"4"	"3"	"2"	"3"	"0"	"0"	"1"	"11"	"2"	"4"	"2"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"190"	"190"	"25"	"28"	"0"	"243"	"243"	"1"	"0"
"7880"	"3"	"6"	"14"	"2"	"321"	"1"	"0"	"58"	"2"	"8"	"1"	"0"	"4"	"28"	"5"	"0"	"1"	"2"	"0"	"0"	"3"	"9"	"2"	"2"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"128"	"128"	"19"	"20"	"0"	"167"	"167"	"1"	"0"
"7881"	"3"	"6"	"14"	"2"	"321"	"2"	"0"	"61"	"4"	"6"	"2"	"0"	"3"	"33"	"5"	"0"	"0"	"1"	"2"	"1"	"0"	"9"	"1"	"1"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"135"	"135"	"13"	"15"	"0"	"163"	"163"	"1"	"0"
"7882"	"3"	"6"	"14"	"2"	"600"	"2"	"0"	"29"	"2"	"5"	"4"	"0"	"6"	"22"	"2"	"0"	"0"	"2"	"2"	"5"	"3"	"2"	"0"	"5"	"13"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"104"	"104"	"12"	"23"	"0"	"139"	"139"	"1"	"0"
"7883"	"3"	"6"	"14"	"2"	"600"	"2"	"0"	"24"	"2"	"4"	"3"	"0"	"13"	"16"	"1"	"4"	"0"	"0"	"2"	"0"	"2"	"0"	"2"	"4"	"23"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"103"	"103"	"19"	"13"	"0"	"135"	"135"	"1"	"0"
"7884"	"3"	"6"	"14"	"2"	"600"	"6"	"2"	"14"	"0"	"2"	"0"	"2"	"2"	"16"	"5"	"5"	"1"	"1"	"1"	"4"	"3"	"0"	"0"	"1"	"21"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"86"	"86"	"15"	"14"	"0"	"115"	"115"	"1"	"0"
"7885"	"3"	"6"	"14"	"2"	"344"	"2"	"0"	"5"	"0"	"1"	"0"	"0"	"3"	"5"	"1"	"2"	"0"	"0"	"1"	"0"	"1"	"1"	"0"	"2"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"28"	"28"	"4"	"2"	"0"	"34"	"34"	"1"	"0"
"7886"	"3"	"6"	"14"	"2"	"344"	"1"	"1"	"10"	"0"	"0"	"0"	"1"	"2"	"4"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"25"	"25"	"0"	"1"	"0"	"26"	"26"	"1"	"0"
