"MESA"	"TIPO_ELECCION"	"DEPTO"	"MUNI"	"ESTADO_ACTA"	"CANTIDAD_PAPELETAS"	"CREO"	"UNE"	"VAMOS"	"TODOS"	"VALOR"	"URNG_MAIZ"	"PHG"	"BIEN"	"UNIDOS"	"WINAQ"	"FCN_NACION"	"MLP"	"PODEMOS"	"UCN"	"SEMILLA"	"UNIONISTA"	"V17"	"V18"	"V19"	"V20"	"V21"	"V22"	"V23"	"V24"	"V25"	"V26"	"V27"	"V28"	"V29"	"V30"	"VOTOS_VALIDOS_ACTA"	"VOTOS_VALIDOS"	"NULOS"	"BLANCOS"	"INVALIDOS"	"TOTAL_ACTA"	"TOTAL_VOTOS"	"ACTA_CUADRA"	"IMPUGNACIONES"
"15972"	"3"	"15"	"5"	"2"	"400"	"0"	"16"	"1"	"76"	"5"	"1"	"33"	"4"	"117"	"0"	"0"	"0"	"2"	"3"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"259"	"259"	"10"	"31"	"0"	"300"	"300"	"1"	"0"
"15973"	"3"	"15"	"5"	"2"	"400"	"1"	"26"	"0"	"71"	"2"	"1"	"48"	"5"	"113"	"1"	"4"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"274"	"274"	"13"	"32"	"0"	"319"	"319"	"1"	"0"
"15974"	"3"	"15"	"5"	"2"	"400"	"0"	"19"	"0"	"76"	"4"	"0"	"41"	"5"	"127"	"1"	"3"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"278"	"278"	"8"	"33"	"0"	"319"	"319"	"1"	"0"
"15975"	"3"	"15"	"5"	"2"	"400"	"0"	"14"	"3"	"77"	"6"	"0"	"52"	"2"	"95"	"1"	"3"	"0"	"0"	"2"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"256"	"256"	"29"	"29"	"0"	"314"	"314"	"1"	"0"
"15976"	"3"	"15"	"5"	"2"	"400"	"1"	"14"	"2"	"81"	"3"	"0"	"36"	"5"	"79"	"1"	"1"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"225"	"225"	"20"	"17"	"0"	"262"	"262"	"1"	"0"
"15977"	"3"	"15"	"5"	"2"	"400"	"0"	"15"	"0"	"67"	"6"	"0"	"36"	"1"	"102"	"1"	"2"	"0"	"0"	"4"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"236"	"236"	"7"	"30"	"0"	"273"	"273"	"1"	"0"
"15978"	"3"	"15"	"5"	"2"	"400"	"1"	"16"	"3"	"47"	"7"	"0"	"44"	"4"	"85"	"2"	"1"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"212"	"212"	"12"	"30"	"0"	"254"	"254"	"1"	"0"
"15979"	"3"	"15"	"5"	"2"	"400"	"0"	"19"	"3"	"69"	"2"	"0"	"45"	"7"	"116"	"1"	"2"	"0"	"3"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"268"	"268"	"4"	"18"	"22"	"290"	"290"	"1"	"0"
"15980"	"3"	"15"	"5"	"2"	"265"	"0"	"6"	"1"	"51"	"1"	"0"	"44"	"1"	"92"	"0"	"1"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"200"	"200"	"4"	"8"	"0"	"212"	"212"	"1"	"0"
"15981"	"3"	"15"	"5"	"2"	"264"	"0"	"9"	"2"	"41"	"4"	"0"	"27"	"2"	"61"	"0"	"1"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"149"	"149"	"6"	"16"	"0"	"171"	"171"	"1"	"0"
"15982"	"3"	"15"	"5"	"2"	"380"	"0"	"28"	"1"	"68"	"0"	"0"	"16"	"4"	"133"	"0"	"1"	"0"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"255"	"255"	"11"	"26"	"0"	"292"	"292"	"1"	"0"
"15983"	"3"	"15"	"5"	"2"	"380"	"0"	"27"	"0"	"97"	"0"	"0"	"19"	"2"	"101"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"248"	"248"	"11"	"24"	"0"	"283"	"283"	"1"	"0"
"15984"	"3"	"15"	"5"	"2"	"253"	"0"	"22"	"0"	"30"	"0"	"1"	"18"	"0"	"63"	"0"	"2"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"137"	"137"	"13"	"15"	"0"	"165"	"165"	"1"	"0"
"15985"	"3"	"15"	"5"	"2"	"252"	"1"	"18"	"0"	"44"	"0"	"0"	"12"	"0"	"84"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"161"	"161"	"4"	"12"	"0"	"177"	"177"	"1"	"0"
"15986"	"3"	"15"	"5"	"2"	"380"	"0"	"18"	"5"	"70"	"1"	"2"	"71"	"2"	"60"	"0"	"2"	"1"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"234"	"234"	"19"	"29"	"0"	"282"	"282"	"1"	"0"
"15987"	"3"	"15"	"5"	"2"	"380"	"0"	"10"	"1"	"62"	"1"	"1"	"88"	"2"	"66"	"1"	"2"	"0"	"0"	"2"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"237"	"237"	"14"	"19"	"0"	"270"	"270"	"1"	"0"
"15988"	"3"	"15"	"5"	"2"	"380"	"1"	"19"	"1"	"63"	"1"	"2"	"75"	"2"	"67"	"1"	"1"	"1"	"1"	"3"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"240"	"240"	"20"	"24"	"0"	"284"	"284"	"1"	"0"
"15989"	"3"	"15"	"5"	"2"	"380"	"0"	"17"	"1"	"88"	"0"	"0"	"91"	"4"	"50"	"1"	"0"	"0"	"2"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"257"	"257"	"13"	"20"	"1"	"290"	"290"	"1"	"0"
"15990"	"3"	"15"	"5"	"2"	"380"	"2"	"12"	"2"	"71"	"0"	"0"	"80"	"3"	"52"	"1"	"2"	"0"	"1"	"1"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"229"	"229"	"11"	"9"	"0"	"249"	"249"	"1"	"0"
"15991"	"3"	"15"	"5"	"2"	"380"	"0"	"15"	"2"	"61"	"2"	"1"	"87"	"0"	"61"	"2"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"232"	"232"	"18"	"20"	"0"	"270"	"270"	"1"	"0"
"15992"	"3"	"15"	"5"	"2"	"203"	"0"	"7"	"1"	"32"	"1"	"0"	"68"	"0"	"38"	"1"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"150"	"150"	"3"	"4"	"0"	"157"	"157"	"1"	"0"
"15993"	"3"	"15"	"5"	"2"	"202"	"0"	"11"	"0"	"29"	"2"	"2"	"54"	"2"	"43"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"145"	"145"	"6"	"1"	"0"	"152"	"152"	"1"	"0"
"15994"	"3"	"15"	"5"	"2"	"544"	"0"	"10"	"2"	"30"	"2"	"1"	"30"	"3"	"30"	"1"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"111"	"111"	"7"	"13"	"0"	"131"	"131"	"1"	"1"
"15995"	"3"	"15"	"6"	"2"	"400"	"3"	"48"	"17"	"59"	"7"	"2"	"57"	"8"	"2"	"4"	"3"	"2"	"5"	"0"	"2"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"224"	"224"	"8"	"45"	"0"	"277"	"277"	"1"	"0"
"15996"	"3"	"15"	"6"	"2"	"380"	"2"	"53"	"21"	"54"	"2"	"2"	"35"	"15"	"3"	"1"	"9"	"3"	"4"	"1"	"4"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"212"	"212"	"19"	"74"	"0"	"305"	"305"	"1"	"0"
"15997"	"3"	"15"	"6"	"2"	"400"	"2"	"73"	"38"	"55"	"3"	"2"	"32"	"11"	"1"	"0"	"8"	"1"	"1"	"5"	"1"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"236"	"236"	"15"	"73"	"0"	"324"	"324"	"1"	"0"
"15998"	"3"	"15"	"6"	"2"	"400"	"3"	"73"	"17"	"45"	"4"	"0"	"40"	"15"	"1"	"3"	"6"	"1"	"1"	"2"	"9"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"221"	"221"	"10"	"78"	"0"	"309"	"309"	"1"	"0"
"15999"	"3"	"15"	"6"	"2"	"400"	"4"	"42"	"25"	"61"	"2"	"1"	"44"	"10"	"3"	"5"	"5"	"2"	"2"	"3"	"2"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"215"	"215"	"21"	"77"	"1"	"313"	"313"	"1"	"0"
"16000"	"3"	"15"	"6"	"2"	"400"	"0"	"52"	"24"	"76"	"1"	"2"	"49"	"8"	"3"	"0"	"7"	"1"	"8"	"2"	"4"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"239"	"239"	"18"	"63"	"0"	"320"	"320"	"1"	"0"
"16001"	"3"	"15"	"6"	"2"	"400"	"0"	"42"	"23"	"60"	"5"	"1"	"48"	"14"	"1"	"1"	"4"	"1"	"6"	"2"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"215"	"215"	"12"	"65"	"0"	"292"	"292"	"1"	"0"
"16002"	"3"	"15"	"6"	"2"	"400"	"2"	"35"	"17"	"66"	"4"	"2"	"48"	"13"	"2"	"1"	"4"	"4"	"1"	"3"	"4"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"207"	"207"	"2"	"35"	"0"	"244"	"244"	"1"	"0"
"16003"	"3"	"15"	"6"	"2"	"398"	"6"	"39"	"19"	"71"	"4"	"0"	"59"	"5"	"4"	"1"	"4"	"1"	"4"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"220"	"220"	"14"	"33"	"0"	"267"	"267"	"1"	"0"
"16004"	"3"	"15"	"6"	"2"	"400"	"1"	"55"	"12"	"81"	"3"	"2"	"60"	"12"	"2"	"1"	"5"	"3"	"6"	"4"	"4"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"253"	"253"	"14"	"39"	"0"	"306"	"306"	"1"	"0"
"16005"	"3"	"15"	"6"	"2"	"223"	"1"	"18"	"14"	"37"	"3"	"0"	"54"	"5"	"2"	"2"	"4"	"0"	"2"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"145"	"145"	"5"	"22"	"0"	"172"	"172"	"1"	"0"
"16006"	"3"	"15"	"6"	"2"	"222"	"1"	"23"	"8"	"34"	"1"	"0"	"48"	"8"	"1"	"0"	"3"	"1"	"4"	"1"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"137"	"137"	"3"	"19"	"0"	"159"	"159"	"1"	"0"
"16007"	"3"	"15"	"6"	"2"	"380"	"3"	"54"	"12"	"47"	"0"	"2"	"36"	"10"	"0"	"0"	"2"	"0"	"1"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"170"	"170"	"10"	"70"	"0"	"250"	"250"	"1"	"0"
"16008"	"3"	"15"	"6"	"2"	"380"	"4"	"78"	"19"	"30"	"2"	"0"	"48"	"7"	"0"	"0"	"3"	"0"	"4"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"198"	"198"	"15"	"77"	"0"	"290"	"290"	"1"	"0"
"16009"	"3"	"15"	"6"	"2"	"380"	"3"	"49"	"18"	"43"	"3"	"0"	"32"	"6"	"0"	"0"	"3"	"0"	"2"	"2"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"163"	"163"	"7"	"80"	"0"	"250"	"250"	"1"	"0"
"16010"	"3"	"15"	"6"	"2"	"270"	"1"	"34"	"8"	"30"	"4"	"0"	"45"	"4"	"1"	"2"	"5"	"0"	"4"	"3"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"144"	"144"	"5"	"28"	"0"	"177"	"177"	"1"	"0"
"16011"	"3"	"15"	"6"	"2"	"270"	"1"	"51"	"11"	"32"	"1"	"0"	"60"	"10"	"4"	"0"	"4"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"176"	"176"	"3"	"26"	"0"	"205"	"205"	"1"	"0"
"16012"	"3"	"15"	"6"	"2"	"404"	"0"	"16"	"9"	"18"	"0"	"2"	"14"	"6"	"1"	"1"	"1"	"0"	"3"	"1"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"75"	"75"	"9"	"24"	"0"	"108"	"108"	"1"	"0"
"16013"	"3"	"15"	"7"	"2"	"399"	"1"	"19"	"27"	"50"	"26"	"3"	"16"	"19"	"1"	"2"	"12"	"2"	"5"	"5"	"12"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"204"	"204"	"17"	"23"	"40"	"244"	"244"	"1"	"0"
"16014"	"3"	"15"	"7"	"2"	"400"	"2"	"21"	"31"	"41"	"43"	"4"	"11"	"21"	"2"	"4"	"13"	"2"	"4"	"5"	"12"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"224"	"224"	"18"	"29"	"0"	"271"	"271"	"1"	"0"
"16015"	"3"	"15"	"7"	"2"	"400"	"0"	"19"	"26"	"54"	"34"	"0"	"9"	"25"	"2"	"1"	"15"	"3"	"8"	"6"	"10"	"2"	"0"	"0"	"0"	"0"	"15"	"3"	"8"	"6"	"10"	"2"	"0"	"0"	"0"	"0"	"214"	"214"	"19"	"27"	"0"	"260"	"260"	"1"	"0"
"16016"	"3"	"15"	"7"	"2"	"400"	"0"	"16"	"21"	"62"	"37"	"3"	"10"	"26"	"1"	"4"	"17"	"7"	"8"	"2"	"5"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"226"	"226"	"24"	"16"	"0"	"266"	"266"	"1"	"0"
"16017"	"3"	"15"	"7"	"2"	"400"	"1"	"22"	"29"	"65"	"35"	"2"	"6"	"24"	"0"	"2"	"10"	"3"	"4"	"1"	"4"	"8"	"0"	"0"	"0"	"0"	"10"	"3"	"4"	"1"	"4"	"8"	"0"	"0"	"0"	"0"	"216"	"216"	"19"	"36"	"0"	"271"	"271"	"1"	"0"
"16018"	"3"	"15"	"7"	"2"	"400"	"1"	"29"	"40"	"57"	"30"	"2"	"7"	"29"	"1"	"1"	"12"	"5"	"13"	"2"	"7"	"1"	"0"	"0"	"0"	"0"	"12"	"5"	"13"	"2"	"7"	"1"	"0"	"0"	"0"	"0"	"237"	"237"	"11"	"21"	"0"	"269"	"269"	"1"	"0"
"16019"	"3"	"15"	"7"	"2"	"400"	"1"	"20"	"30"	"40"	"40"	"2"	"12"	"22"	"0"	"3"	"13"	"5"	"21"	"1"	"6"	"3"	"0"	"0"	"0"	"0"	"13"	"5"	"21"	"1"	"6"	"3"	"0"	"0"	"0"	"0"	"219"	"219"	"12"	"15"	"0"	"246"	"246"	"1"	"0"
"16020"	"3"	"15"	"7"	"2"	"400"	"1"	"25"	"27"	"36"	"43"	"5"	"15"	"16"	"1"	"2"	"10"	"6"	"12"	"2"	"12"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"219"	"219"	"28"	"13"	"0"	"260"	"260"	"1"	"0"
"16021"	"3"	"15"	"7"	"2"	"400"	"2"	"33"	"30"	"40"	"45"	"2"	"7"	"19"	"1"	"8"	"8"	"1"	"11"	"1"	"2"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"215"	"215"	"9"	"15"	"0"	"239"	"239"	"1"	"0"
"16022"	"3"	"15"	"7"	"2"	"399"	"3"	"19"	"35"	"28"	"55"	"0"	"14"	"28"	"2"	"2"	"9"	"2"	"15"	"3"	"6"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"225"	"225"	"18"	"5"	"0"	"248"	"248"	"1"	"0"
"16023"	"3"	"15"	"7"	"2"	"400"	"2"	"25"	"17"	"49"	"26"	"1"	"8"	"40"	"0"	"2"	"7"	"16"	"12"	"1"	"12"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"220"	"220"	"19"	"25"	"0"	"264"	"264"	"1"	"0"
"16024"	"3"	"15"	"7"	"2"	"400"	"0"	"28"	"25"	"46"	"19"	"3"	"6"	"45"	"1"	"2"	"10"	"19"	"8"	"0"	"8"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"221"	"221"	"21"	"30"	"0"	"272"	"272"	"1"	"0"
"16025"	"3"	"15"	"7"	"2"	"400"	"0"	"35"	"20"	"48"	"14"	"5"	"15"	"41"	"5"	"1"	"11"	"15"	"8"	"3"	"14"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"238"	"238"	"25"	"33"	"0"	"296"	"296"	"1"	"0"
"16026"	"3"	"15"	"7"	"2"	"400"	"2"	"31"	"22"	"54"	"24"	"3"	"8"	"36"	"1"	"1"	"12"	"19"	"10"	"1"	"11"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"236"	"236"	"26"	"27"	"1"	"289"	"289"	"1"	"0"
"16027"	"3"	"15"	"7"	"2"	"400"	"1"	"21"	"21"	"51"	"26"	"6"	"8"	"59"	"2"	"2"	"9"	"6"	"9"	"2"	"6"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"232"	"232"	"19"	"42"	"0"	"293"	"293"	"1"	"0"
"16028"	"3"	"15"	"7"	"2"	"400"	"1"	"29"	"12"	"44"	"28"	"2"	"7"	"36"	"0"	"2"	"2"	"14"	"12"	"1"	"11"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"203"	"203"	"12"	"19"	"0"	"234"	"234"	"1"	"0"
"16029"	"3"	"15"	"7"	"2"	"400"	"0"	"24"	"14"	"39"	"29"	"5"	"12"	"35"	"0"	"5"	"3"	"19"	"10"	"2"	"8"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"207"	"209"	"14"	"20"	"159"	"241"	"243"	"0"	"0"
"16030"	"3"	"15"	"7"	"2"	"323"	"1"	"7"	"16"	"26"	"26"	"5"	"6"	"27"	"0"	"3"	"13"	"11"	"9"	"1"	"4"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"157"	"157"	"8"	"16"	"0"	"181"	"181"	"1"	"0"
"16031"	"3"	"15"	"7"	"2"	"323"	"1"	"12"	"26"	"27"	"31"	"3"	"15"	"34"	"0"	"2"	"4"	"9"	"16"	"2"	"11"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"195"	"195"	"7"	"13"	"0"	"215"	"215"	"1"	"0"
"16032"	"3"	"15"	"7"	"2"	"400"	"1"	"25"	"33"	"38"	"15"	"3"	"9"	"52"	"6"	"3"	"12"	"6"	"2"	"0"	"22"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"227"	"227"	"15"	"46"	"0"	"288"	"288"	"1"	"0"
"16033"	"3"	"15"	"7"	"2"	"380"	"0"	"27"	"28"	"32"	"11"	"2"	"14"	"44"	"0"	"1"	"12"	"11"	"3"	"1"	"31"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"221"	"221"	"31"	"33"	"0"	"285"	"285"	"1"	"0"
"16034"	"3"	"15"	"7"	"2"	"369"	"3"	"19"	"16"	"47"	"18"	"7"	"14"	"38"	"0"	"1"	"12"	"2"	"6"	"3"	"17"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"203"	"203"	"19"	"36"	"0"	"258"	"258"	"1"	"0"
"16035"	"3"	"15"	"7"	"2"	"368"	"2"	"24"	"26"	"33"	"9"	"5"	"6"	"27"	"0"	"2"	"9"	"4"	"3"	"1"	"25"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"177"	"177"	"15"	"40"	"0"	"232"	"232"	"1"	"0"
"16036"	"3"	"15"	"7"	"2"	"380"	"1"	"24"	"9"	"39"	"14"	"1"	"14"	"43"	"2"	"3"	"21"	"3"	"9"	"3"	"6"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"196"	"196"	"24"	"33"	"0"	"253"	"253"	"1"	"0"
"16037"	"3"	"15"	"7"	"2"	"380"	"0"	"14"	"18"	"38"	"18"	"3"	"17"	"34"	"0"	"2"	"28"	"2"	"9"	"1"	"6"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"191"	"191"	"26"	"32"	"0"	"249"	"249"	"1"	"0"
"16038"	"3"	"15"	"7"	"2"	"380"	"2"	"21"	"14"	"57"	"7"	"0"	"20"	"35"	"1"	"4"	"28"	"1"	"5"	"1"	"6"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"205"	"205"	"27"	"40"	"0"	"272"	"272"	"1"	"0"
"16039"	"3"	"15"	"7"	"2"	"380"	"0"	"25"	"15"	"37"	"17"	"3"	"21"	"37"	"1"	"0"	"23"	"3"	"2"	"3"	"11"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"199"	"199"	"20"	"50"	"1"	"269"	"269"	"1"	"0"
"16040"	"3"	"15"	"7"	"2"	"380"	"2"	"22"	"25"	"27"	"19"	"2"	"18"	"35"	"0"	"1"	"13"	"1"	"6"	"0"	"7"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"179"	"179"	"17"	"29"	"0"	"225"	"225"	"1"	"0"
"16041"	"3"	"15"	"7"	"2"	"369"	"2"	"16"	"19"	"40"	"17"	"4"	"17"	"36"	"1"	"0"	"16"	"6"	"4"	"1"	"5"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"185"	"185"	"10"	"22"	"0"	"217"	"217"	"1"	"0"
"16042"	"3"	"15"	"7"	"2"	"369"	"0"	"15"	"15"	"32"	"14"	"0"	"19"	"43"	"2"	"1"	"17"	"3"	"12"	"2"	"9"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"186"	"186"	"7"	"13"	"0"	"206"	"206"	"1"	"0"
"16043"	"3"	"15"	"7"	"2"	"466"	"1"	"9"	"13"	"25"	"15"	"0"	"3"	"13"	"1"	"3"	"14"	"5"	"8"	"2"	"7"	"2"	"0"	"0"	"0"	"0"	"14"	"5"	"8"	"2"	"7"	"2"	"0"	"0"	"0"	"0"	"121"	"121"	"20"	"18"	"0"	"159"	"159"	"1"	"0"
"16044"	"3"	"15"	"7"	"2"	"466"	"0"	"16"	"23"	"22"	"20"	"2"	"4"	"13"	"2"	"1"	"4"	"5"	"2"	"0"	"2"	"1"	"0"	"0"	"0"	"0"	"4"	"5"	"2"	"0"	"2"	"1"	"0"	"0"	"0"	"0"	"117"	"117"	"12"	"21"	"0"	"150"	"150"	"1"	"0"
"16045"	"3"	"15"	"8"	"2"	"400"	"5"	"57"	"30"	"20"	"8"	"8"	"16"	"4"	"1"	"9"	"13"	"3"	"24"	"1"	"25"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"226"	"226"	"25"	"23"	"0"	"274"	"274"	"1"	"0"
"16046"	"3"	"15"	"8"	"2"	"400"	"3"	"53"	"25"	"25"	"12"	"1"	"18"	"8"	"3"	"8"	"8"	"4"	"20"	"7"	"20"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"218"	"218"	"26"	"55"	"0"	"299"	"299"	"1"	"0"
