"MESA"	"TIPO_ELECCION"	"DEPTO"	"MUNI"	"ESTADO_ACTA"	"CANTIDAD_PAPELETAS"	"CREO"	"UNE"	"VAMOS"	"TODOS"	"VALOR"	"URNG_MAIZ"	"PHG"	"BIEN"	"UNIDOS"	"WINAQ"	"FCN_NACION"	"MLP"	"PODEMOS"	"UCN"	"SEMILLA"	"UNIONISTA"	"V17"	"V18"	"V19"	"V20"	"V21"	"V22"	"V23"	"V24"	"V25"	"V26"	"V27"	"V28"	"V29"	"V30"	"VOTOS_VALIDOS_ACTA"	"VOTOS_VALIDOS"	"NULOS"	"BLANCOS"	"INVALIDOS"	"TOTAL_ACTA"	"TOTAL_VOTOS"	"ACTA_CUADRA"	"IMPUGNACIONES"
"15897"	"3"	"15"	"4"	"2"	"400"	"2"	"39"	"32"	"62"	"4"	"1"	"4"	"23"	"0"	"0"	"8"	"13"	"4"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"194"	"194"	"19"	"19"	"2"	"232"	"232"	"1"	"0"
"15898"	"3"	"15"	"4"	"2"	"400"	"1"	"14"	"26"	"84"	"10"	"2"	"6"	"15"	"1"	"2"	"5"	"7"	"6"	"1"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"182"	"182"	"8"	"7"	"0"	"197"	"197"	"1"	"0"
"15899"	"3"	"15"	"4"	"2"	"400"	"0"	"37"	"22"	"91"	"5"	"0"	"9"	"18"	"0"	"1"	"8"	"4"	"7"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"205"	"205"	"3"	"16"	"0"	"224"	"224"	"1"	"0"
"15900"	"3"	"15"	"4"	"2"	"400"	"1"	"35"	"28"	"84"	"10"	"5"	"5"	"25"	"0"	"0"	"3"	"3"	"9"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"211"	"211"	"12"	"14"	"0"	"237"	"237"	"1"	"0"
"15901"	"3"	"15"	"4"	"2"	"400"	"3"	"30"	"35"	"66"	"5"	"0"	"12"	"19"	"0"	"1"	"0"	"8"	"11"	"0"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"194"	"194"	"9"	"12"	"1"	"215"	"215"	"1"	"0"
"15902"	"3"	"15"	"4"	"2"	"317"	"3"	"18"	"25"	"60"	"6"	"1"	"5"	"16"	"0"	"1"	"3"	"6"	"7"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"153"	"153"	"8"	"6"	"0"	"167"	"167"	"1"	"0"
"15903"	"3"	"15"	"4"	"2"	"315"	"1"	"32"	"29"	"64"	"4"	"1"	"6"	"15"	"0"	"1"	"6"	"3"	"3"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"168"	"168"	"10"	"2"	"4"	"180"	"180"	"1"	"0"
"15904"	"3"	"15"	"4"	"2"	"400"	"3"	"22"	"37"	"78"	"2"	"4"	"9"	"19"	"3"	"0"	"7"	"10"	"3"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"198"	"198"	"11"	"21"	"0"	"230"	"230"	"1"	"0"
"15905"	"3"	"15"	"4"	"2"	"400"	"2"	"22"	"35"	"64"	"4"	"1"	"9"	"26"	"1"	"1"	"5"	"6"	"7"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"185"	"185"	"20"	"19"	"0"	"224"	"224"	"1"	"0"
"15906"	"3"	"15"	"4"	"2"	"400"	"1"	"26"	"35"	"103"	"0"	"1"	"5"	"12"	"0"	"0"	"3"	"6"	"7"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"202"	"202"	"24"	"20"	"0"	"246"	"246"	"1"	"0"
"15907"	"3"	"15"	"4"	"2"	"400"	"0"	"16"	"46"	"110"	"3"	"1"	"2"	"22"	"0"	"0"	"5"	"8"	"8"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"223"	"223"	"22"	"25"	"0"	"270"	"270"	"1"	"0"
"15908"	"3"	"15"	"4"	"2"	"400"	"0"	"23"	"51"	"78"	"1"	"2"	"6"	"22"	"1"	"1"	"3"	"9"	"9"	"2"	"2"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"212"	"212"	"31"	"20"	"0"	"263"	"263"	"1"	"0"
"15909"	"3"	"15"	"4"	"2"	"400"	"0"	"23"	"62"	"68"	"3"	"3"	"3"	"17"	"2"	"1"	"5"	"6"	"4"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"199"	"199"	"30"	"29"	"0"	"258"	"258"	"1"	"0"
"15910"	"3"	"15"	"4"	"2"	"400"	"1"	"25"	"39"	"83"	"1"	"1"	"9"	"28"	"0"	"2"	"5"	"10"	"4"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"211"	"211"	"15"	"31"	"0"	"257"	"257"	"1"	"0"
"15911"	"3"	"15"	"4"	"2"	"400"	"1"	"37"	"51"	"93"	"0"	"2"	"5"	"8"	"0"	"2"	"5"	"5"	"10"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"221"	"221"	"17"	"25"	"0"	"263"	"263"	"1"	"0"
"15912"	"3"	"15"	"4"	"2"	"396"	"1"	"21"	"54"	"73"	"3"	"0"	"8"	"13"	"0"	"4"	"10"	"5"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"200"	"200"	"18"	"21"	"0"	"239"	"239"	"1"	"0"
"15913"	"3"	"15"	"4"	"2"	"400"	"0"	"30"	"52"	"52"	"4"	"3"	"5"	"18"	"1"	"3"	"2"	"7"	"14"	"0"	"1"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"195"	"195"	"17"	"21"	"6"	"233"	"233"	"1"	"0"
"15914"	"3"	"15"	"4"	"2"	"400"	"2"	"20"	"41"	"72"	"3"	"3"	"6"	"11"	"0"	"6"	"2"	"9"	"6"	"2"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"186"	"186"	"16"	"22"	"0"	"224"	"224"	"1"	"0"
"15915"	"3"	"15"	"4"	"2"	"400"	"3"	"40"	"57"	"58"	"5"	"4"	"3"	"22"	"0"	"2"	"8"	"14"	"0"	"0"	"1"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"220"	"220"	"24"	"13"	"1"	"257"	"257"	"1"	"0"
"15916"	"3"	"15"	"4"	"2"	"400"	"1"	"22"	"34"	"80"	"4"	"2"	"3"	"16"	"0"	"3"	"2"	"6"	"6"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"181"	"181"	"20"	"9"	"0"	"210"	"210"	"1"	"0"
"15917"	"3"	"15"	"4"	"2"	"400"	"1"	"26"	"27"	"74"	"4"	"2"	"2"	"16"	"0"	"0"	"4"	"4"	"3"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"165"	"165"	"13"	"12"	"0"	"190"	"190"	"1"	"0"
"15918"	"3"	"15"	"4"	"2"	"400"	"2"	"24"	"41"	"63"	"9"	"4"	"7"	"13"	"1"	"0"	"6"	"0"	"6"	"1"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"180"	"180"	"8"	"12"	"0"	"200"	"200"	"1"	"0"
"15919"	"3"	"15"	"4"	"2"	"400"	"1"	"15"	"25"	"76"	"1"	"3"	"4"	"21"	"0"	"0"	"9"	"6"	"8"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"172"	"172"	"12"	"18"	"2"	"202"	"202"	"1"	"0"
"15920"	"3"	"15"	"4"	"2"	"400"	"2"	"14"	"20"	"64"	"8"	"2"	"7"	"18"	"1"	"1"	"8"	"9"	"6"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"163"	"163"	"13"	"21"	"0"	"197"	"197"	"1"	"0"
"15921"	"3"	"15"	"4"	"2"	"400"	"2"	"30"	"45"	"83"	"4"	"1"	"7"	"20"	"0"	"1"	"6"	"3"	"2"	"0"	"2"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"208"	"208"	"10"	"9"	"0"	"227"	"227"	"1"	"0"
"15922"	"3"	"15"	"4"	"2"	"313"	"1"	"17"	"40"	"71"	"2"	"1"	"3"	"18"	"0"	"2"	"5"	"8"	"7"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"178"	"178"	"2"	"8"	"0"	"188"	"188"	"1"	"0"
"15923"	"3"	"15"	"4"	"2"	"313"	"1"	"19"	"25"	"48"	"4"	"0"	"5"	"11"	"0"	"1"	"7"	"5"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"130"	"130"	"11"	"4"	"0"	"145"	"145"	"1"	"0"
"15924"	"3"	"15"	"4"	"2"	"380"	"0"	"22"	"37"	"36"	"2"	"1"	"12"	"17"	"0"	"0"	"1"	"1"	"2"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"133"	"133"	"7"	"23"	"0"	"163"	"163"	"1"	"0"
"15925"	"3"	"15"	"4"	"2"	"380"	"0"	"21"	"29"	"48"	"0"	"1"	"16"	"18"	"0"	"0"	"3"	"2"	"2"	"1"	"0"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"145"	"145"	"15"	"19"	"0"	"179"	"179"	"1"	"0"
"15926"	"3"	"15"	"4"	"2"	"380"	"0"	"34"	"42"	"17"	"2"	"0"	"10"	"14"	"0"	"1"	"8"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"130"	"130"	"18"	"11"	"0"	"159"	"159"	"1"	"0"
"15927"	"3"	"15"	"4"	"2"	"237"	"1"	"5"	"18"	"28"	"1"	"0"	"7"	"8"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"70"	"70"	"4"	"7"	"0"	"81"	"81"	"1"	"0"
"15928"	"3"	"15"	"4"	"2"	"237"	"0"	"12"	"20"	"32"	"1"	"0"	"5"	"9"	"0"	"0"	"0"	"1"	"3"	"0"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"86"	"86"	"3"	"12"	"0"	"101"	"101"	"1"	"0"
"15929"	"3"	"15"	"4"	"2"	"380"	"1"	"24"	"37"	"57"	"0"	"3"	"7"	"36"	"0"	"0"	"1"	"3"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"174"	"174"	"29"	"17"	"0"	"220"	"220"	"1"	"0"
"15930"	"3"	"15"	"4"	"2"	"380"	"1"	"40"	"44"	"68"	"1"	"4"	"1"	"57"	"0"	"1"	"1"	"1"	"11"	"0"	"2"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"234"	"234"	"16"	"28"	"0"	"278"	"278"	"1"	"0"
"15931"	"3"	"15"	"4"	"2"	"380"	"0"	"28"	"41"	"59"	"0"	"0"	"2"	"56"	"0"	"3"	"1"	"1"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"193"	"193"	"25"	"38"	"0"	"256"	"256"	"1"	"0"
"15932"	"3"	"15"	"4"	"2"	"380"	"0"	"19"	"46"	"58"	"1"	"1"	"11"	"20"	"0"	"0"	"3"	"2"	"4"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"166"	"166"	"20"	"36"	"0"	"222"	"222"	"1"	"0"
"15933"	"3"	"15"	"4"	"2"	"380"	"1"	"22"	"46"	"47"	"3"	"0"	"0"	"37"	"0"	"0"	"0"	"0"	"9"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"166"	"166"	"17"	"22"	"0"	"205"	"205"	"1"	"0"
"15934"	"3"	"15"	"4"	"2"	"338"	"1"	"25"	"43"	"36"	"1"	"4"	"2"	"39"	"0"	"0"	"1"	"0"	"10"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"163"	"163"	"23"	"21"	"0"	"207"	"207"	"1"	"0"
"15935"	"3"	"15"	"4"	"2"	"337"	"0"	"20"	"45"	"63"	"0"	"1"	"2"	"55"	"0"	"0"	"3"	"0"	"10"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"200"	"200"	"7"	"16"	"1"	"223"	"223"	"1"	"0"
"15936"	"3"	"15"	"4"	"2"	"380"	"0"	"30"	"28"	"87"	"3"	"2"	"15"	"26"	"0"	"0"	"4"	"8"	"5"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"209"	"209"	"25"	"36"	"0"	"270"	"270"	"1"	"0"
"15937"	"3"	"15"	"4"	"2"	"380"	"0"	"26"	"40"	"72"	"3"	"0"	"0"	"22"	"0"	"1"	"4"	"5"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"190"	"175"	"24"	"37"	"0"	"251"	"236"	"0"	"0"
"15938"	"3"	"15"	"4"	"2"	"380"	"1"	"41"	"22"	"48"	"5"	"2"	"37"	"27"	"2"	"0"	"1"	"6"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"194"	"194"	"30"	"12"	"0"	"236"	"236"	"1"	"0"
"15939"	"3"	"15"	"4"	"2"	"380"	"1"	"11"	"49"	"43"	"1"	"1"	"13"	"27"	"1"	"1"	"1"	"8"	"3"	"1"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"163"	"163"	"18"	"36"	"0"	"217"	"217"	"1"	"0"
"15940"	"3"	"15"	"4"	"2"	"380"	"2"	"13"	"40"	"64"	"0"	"1"	"14"	"30"	"2"	"0"	"1"	"7"	"4"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"180"	"180"	"20"	"18"	"0"	"218"	"218"	"1"	"0"
"15941"	"3"	"15"	"4"	"2"	"264"	"1"	"17"	"20"	"50"	"2"	"3"	"9"	"24"	"0"	"0"	"0"	"1"	"5"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"133"	"133"	"14"	"9"	"0"	"156"	"156"	"1"	"0"
"15942"	"3"	"15"	"4"	"2"	"264"	"0"	"7"	"22"	"54"	"2"	"0"	"16"	"16"	"2"	"1"	"0"	"8"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"130"	"130"	"6"	"5"	"0"	"141"	"141"	"1"	"0"
"15943"	"3"	"15"	"4"	"2"	"380"	"0"	"7"	"23"	"42"	"2"	"0"	"5"	"46"	"0"	"1"	"1"	"11"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"141"	"141"	"19"	"21"	"0"	"181"	"181"	"1"	"0"
"15944"	"3"	"15"	"4"	"2"	"380"	"2"	"16"	"46"	"31"	"3"	"2"	"2"	"33"	"0"	"2"	"3"	"3"	"2"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"146"	"146"	"23"	"21"	"0"	"190"	"190"	"1"	"0"
"15945"	"3"	"15"	"4"	"2"	"380"	"6"	"16"	"47"	"24"	"3"	"2"	"4"	"35"	"0"	"1"	"3"	"5"	"2"	"2"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"152"	"152"	"17"	"36"	"0"	"205"	"205"	"1"	"0"
"15946"	"3"	"15"	"4"	"2"	"333"	"0"	"7"	"24"	"31"	"0"	"4"	"8"	"23"	"2"	"1"	"1"	"14"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"117"	"117"	"8"	"17"	"2"	"142"	"142"	"1"	"0"
"15947"	"3"	"15"	"4"	"2"	"332"	"0"	"13"	"29"	"32"	"3"	"2"	"3"	"43"	"0"	"1"	"3"	"8"	"4"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"142"	"142"	"9"	"25"	"0"	"176"	"176"	"1"	"0"
"15948"	"3"	"15"	"4"	"2"	"380"	"3"	"45"	"22"	"78"	"1"	"1"	"7"	"8"	"1"	"1"	"0"	"18"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"186"	"186"	"20"	"37"	"0"	"243"	"243"	"1"	"0"
"15949"	"3"	"15"	"4"	"2"	"381"	"0"	"36"	"27"	"94"	"1"	"2"	"9"	"10"	"1"	"6"	"2"	"27"	"2"	"0"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"220"	"220"	"30"	"27"	"1"	"277"	"277"	"1"	"0"
"15950"	"3"	"15"	"4"	"2"	"360"	"0"	"30"	"18"	"84"	"3"	"1"	"7"	"15"	"0"	"0"	"1"	"13"	"3"	"0"	"2"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"179"	"179"	"21"	"22"	"0"	"222"	"222"	"1"	"0"
"15951"	"3"	"15"	"4"	"2"	"359"	"0"	"25"	"20"	"84"	"1"	"2"	"8"	"5"	"0"	"2"	"1"	"19"	"1"	"4"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"175"	"175"	"11"	"24"	"2"	"210"	"210"	"1"	"0"
"15952"	"3"	"15"	"4"	"2"	"380"	"0"	"9"	"25"	"25"	"2"	"3"	"1"	"42"	"0"	"0"	"1"	"1"	"1"	"1"	"2"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"115"	"115"	"11"	"31"	"0"	"157"	"157"	"1"	"0"
"15953"	"3"	"15"	"4"	"2"	"0"	"0"	"12"	"40"	"20"	"1"	"1"	"1"	"58"	"2"	"3"	"5"	"1"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"149"	"149"	"18"	"31"	"0"	"198"	"198"	"1"	"0"
"15954"	"3"	"15"	"4"	"2"	"380"	"0"	"14"	"35"	"19"	"1"	"1"	"5"	"36"	"0"	"0"	"0"	"2"	"2"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"116"	"116"	"19"	"25"	"0"	"160"	"160"	"1"	"0"
"15955"	"3"	"15"	"4"	"2"	"347"	"0"	"5"	"17"	"15"	"1"	"3"	"1"	"35"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"80"	"80"	"3"	"20"	"12"	"103"	"103"	"1"	"0"
"15956"	"3"	"15"	"4"	"2"	"247"	"0"	"6"	"28"	"21"	"0"	"0"	"2"	"36"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"94"	"94"	"13"	"23"	"0"	"130"	"130"	"1"	"0"
"15957"	"3"	"15"	"4"	"2"	"380"	"2"	"23"	"53"	"41"	"1"	"2"	"10"	"13"	"0"	"1"	"3"	"15"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"166"	"166"	"16"	"35"	"0"	"217"	"217"	"1"	"0"
"15958"	"3"	"15"	"4"	"2"	"380"	"1"	"19"	"60"	"60"	"2"	"6"	"17"	"6"	"2"	"5"	"3"	"17"	"1"	"1"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"203"	"203"	"22"	"38"	"0"	"263"	"263"	"1"	"0"
"15959"	"3"	"15"	"4"	"2"	"380"	"0"	"34"	"52"	"43"	"2"	"4"	"14"	"9"	"0"	"1"	"1"	"15"	"2"	"2"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"180"	"180"	"24"	"27"	"0"	"231"	"231"	"1"	"0"
"15960"	"3"	"15"	"4"	"2"	"380"	"3"	"32"	"47"	"48"	"1"	"4"	"5"	"26"	"0"	"1"	"2"	"9"	"1"	"0"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"182"	"182"	"17"	"20"	"0"	"219"	"219"	"1"	"0"
"15961"	"3"	"15"	"4"	"2"	"326"	"1"	"26"	"43"	"31"	"0"	"4"	"6"	"8"	"0"	"1"	"0"	"13"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"135"	"135"	"16"	"24"	"0"	"175"	"175"	"1"	"0"
"15962"	"3"	"15"	"4"	"2"	"325"	"0"	"20"	"47"	"39"	"0"	"1"	"10"	"7"	"0"	"1"	"0"	"15"	"3"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"145"	"145"	"6"	"15"	"0"	"166"	"166"	"1"	"0"
"15963"	"3"	"15"	"4"	"2"	"380"	"0"	"29"	"76"	"41"	"2"	"2"	"15"	"8"	"1"	"1"	"2"	"2"	"4"	"0"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"187"	"187"	"21"	"22"	"0"	"230"	"230"	"1"	"0"
"15964"	"3"	"15"	"4"	"2"	"380"	"0"	"16"	"88"	"35"	"1"	"0"	"8"	"10"	"0"	"1"	"0"	"2"	"4"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"166"	"166"	"23"	"25"	"0"	"214"	"214"	"1"	"0"
"15965"	"3"	"15"	"4"	"2"	"248"	"0"	"16"	"39"	"29"	"1"	"0"	"6"	"17"	"0"	"1"	"1"	"4"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"116"	"116"	"5"	"9"	"0"	"130"	"130"	"1"	"0"
"15966"	"3"	"15"	"4"	"2"	"248"	"0"	"11"	"39"	"36"	"0"	"0"	"4"	"9"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"100"	"100"	"6"	"7"	"0"	"113"	"113"	"1"	"0"
"15967"	"3"	"15"	"4"	"2"	"571"	"0"	"11"	"11"	"21"	"2"	"0"	"2"	"10"	"1"	"0"	"2"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"62"	"62"	"6"	"7"	"0"	"75"	"75"	"1"	"0"
"15968"	"3"	"15"	"4"	"2"	"571"	"0"	"13"	"11"	"22"	"2"	"0"	"1"	"5"	"0"	"0"	"0"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"59"	"59"	"3"	"9"	"0"	"71"	"71"	"1"	"0"
"15969"	"3"	"15"	"5"	"2"	"400"	"1"	"19"	"2"	"85"	"3"	"0"	"42"	"4"	"90"	"2"	"0"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"252"	"252"	"14"	"21"	"1"	"287"	"287"	"1"	"0"
"15970"	"3"	"15"	"5"	"2"	"400"	"1"	"13"	"3"	"86"	"3"	"0"	"39"	"7"	"110"	"0"	"1"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"265"	"265"	"14"	"28"	"0"	"307"	"307"	"1"	"0"
"15971"	"3"	"15"	"5"	"2"	"400"	"1"	"25"	"2"	"85"	"5"	"0"	"32"	"2"	"97"	"0"	"5"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"256"	"256"	"13"	"28"	"0"	"297"	"297"	"1"	"0"
