"MESA"	"TIPO_ELECCION"	"DEPTO"	"MUNI"	"ESTADO_ACTA"	"CANTIDAD_PAPELETAS"	"UNE"	"UCN"	"BIEN"	"CREO"	"UNIONISTA"	"FUERZA"	"VALOR"	"WINAQ"	"FCN_NACION"	"VAMOS"	"EG"	"UNIDOS"	"SEMILLA"	"TODOS"	"CONVERGENCIA"	"PHG"	"PAN"	"PODEMOS"	"URNG_MAIZ"	"AVANZA"	"VIVA"	"MLP"	"PC"	"V24"	"V25"	"V26"	"V27"	"V28"	"V29"	"V30"	"VOTOS_VALIDOS_ACTA"	"VOTOS_VALIDOS"	"NULOS"	"BLANCOS"	"INVALIDOS"	"TOTAL_ACTA"	"TOTAL_VOTOS"	"ACTA_CUADRA"	"IMPUGNACIONES"
"17765"	"3"	"17"	"5"	"2"	"200"	"50"	"0"	"0"	"1"	"0"	"2"	"0"	"1"	"10"	"3"	"0"	"0"	"0"	"2"	"1"	"0"	"0"	"7"	"0"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"80"	"80"	"0"	"11"	"11"	"102"	"91"	"0"	"0"
"17766"	"3"	"17"	"5"	"2"	"380"	"69"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"41"	"2"	"1"	"0"	"0"	"1"	"3"	"6"	"2"	"1"	"2"	"0"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"134"	"134"	"9"	"19"	"1"	"162"	"162"	"1"	"0"
"17767"	"3"	"17"	"5"	"2"	"380"	"78"	"1"	"9"	"1"	"5"	"2"	"0"	"2"	"36"	"3"	"1"	"0"	"0"	"1"	"2"	"2"	"0"	"2"	"1"	"0"	"2"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"153"	"153"	"9"	"16"	"0"	"178"	"178"	"1"	"0"
"17768"	"3"	"17"	"5"	"2"	"380"	"81"	"2"	"3"	"0"	"2"	"0"	"1"	"2"	"36"	"6"	"0"	"0"	"0"	"1"	"0"	"1"	"3"	"3"	"3"	"2"	"1"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"150"	"150"	"10"	"35"	"0"	"195"	"195"	"1"	"0"
"17769"	"3"	"17"	"5"	"2"	"0"	"72"	"1"	"3"	"1"	"0"	"0"	"1"	"4"	"31"	"3"	"0"	"0"	"0"	"1"	"1"	"5"	"1"	"1"	"3"	"0"	"2"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"133"	"133"	"15"	"24"	"0"	"172"	"172"	"1"	"0"
"17770"	"3"	"17"	"5"	"2"	"364"	"80"	"1"	"4"	"1"	"1"	"0"	"0"	"1"	"45"	"7"	"1"	"0"	"0"	"2"	"1"	"6"	"0"	"3"	"0"	"2"	"6"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"164"	"164"	"9"	"19"	"0"	"192"	"192"	"1"	"0"
"17771"	"3"	"17"	"5"	"2"	"380"	"94"	"3"	"13"	"1"	"2"	"3"	"0"	"3"	"15"	"5"	"0"	"0"	"0"	"1"	"0"	"4"	"0"	"0"	"1"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"148"	"148"	"13"	"19"	"0"	"180"	"180"	"1"	"0"
"17772"	"3"	"17"	"5"	"2"	"380"	"80"	"1"	"18"	"3"	"1"	"2"	"2"	"1"	"25"	"8"	"1"	"0"	"0"	"0"	"0"	"4"	"0"	"1"	"1"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"150"	"150"	"12"	"24"	"0"	"186"	"186"	"1"	"0"
"17773"	"3"	"17"	"5"	"2"	"380"	"63"	"0"	"11"	"4"	"0"	"2"	"1"	"1"	"23"	"3"	"0"	"0"	"3"	"3"	"1"	"4"	"1"	"1"	"2"	"6"	"3"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"134"	"134"	"16"	"32"	"0"	"182"	"182"	"1"	"0"
"17774"	"3"	"17"	"5"	"2"	"380"	"54"	"2"	"14"	"1"	"3"	"5"	"0"	"1"	"41"	"5"	"0"	"0"	"1"	"1"	"1"	"3"	"6"	"2"	"0"	"0"	"3"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"145"	"145"	"18"	"19"	"0"	"182"	"182"	"1"	"0"
"17775"	"3"	"17"	"5"	"2"	"377"	"73"	"1"	"21"	"3"	"2"	"2"	"1"	"0"	"23"	"7"	"0"	"0"	"2"	"2"	"0"	"3"	"3"	"2"	"1"	"7"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"156"	"156"	"8"	"10"	"0"	"174"	"174"	"1"	"0"
"17776"	"3"	"17"	"5"	"2"	"376"	"59"	"1"	"13"	"0"	"0"	"4"	"0"	"3"	"22"	"12"	"2"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"1"	"4"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"125"	"125"	"12"	"18"	"0"	"155"	"155"	"1"	"0"
"17777"	"3"	"17"	"5"	"2"	"380"	"67"	"0"	"12"	"1"	"2"	"3"	"0"	"0"	"11"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"2"	"4"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"111"	"111"	"13"	"14"	"0"	"138"	"138"	"1"	"0"
"17778"	"3"	"17"	"5"	"2"	"380"	"79"	"0"	"17"	"1"	"2"	"2"	"0"	"0"	"23"	"2"	"0"	"0"	"0"	"0"	"1"	"4"	"2"	"0"	"0"	"0"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"137"	"137"	"18"	"19"	"0"	"174"	"174"	"1"	"0"
"17779"	"3"	"17"	"5"	"2"	"380"	"65"	"0"	"14"	"1"	"1"	"3"	"1"	"3"	"9"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"1"	"0"	"1"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"111"	"111"	"19"	"18"	"0"	"148"	"148"	"1"	"0"
"17780"	"3"	"17"	"5"	"2"	"380"	"50"	"0"	"10"	"2"	"2"	"0"	"0"	"1"	"17"	"6"	"0"	"0"	"1"	"0"	"0"	"4"	"1"	"1"	"2"	"1"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"103"	"103"	"14"	"18"	"0"	"135"	"135"	"1"	"0"
"17781"	"3"	"17"	"5"	"2"	"303"	"55"	"3"	"13"	"0"	"1"	"3"	"0"	"1"	"12"	"6"	"0"	"1"	"3"	"1"	"0"	"6"	"1"	"1"	"0"	"3"	"3"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"114"	"114"	"6"	"11"	"0"	"131"	"131"	"1"	"0"
"17782"	"3"	"17"	"5"	"2"	"299"	"78"	"1"	"16"	"1"	"3"	"1"	"0"	"0"	"16"	"6"	"0"	"1"	"0"	"0"	"0"	"3"	"0"	"1"	"0"	"0"	"3"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"133"	"133"	"9"	"10"	"0"	"152"	"152"	"1"	"0"
"17783"	"3"	"17"	"5"	"2"	"600"	"14"	"0"	"7"	"1"	"0"	"1"	"0"	"3"	"18"	"2"	"0"	"0"	"0"	"0"	"0"	"8"	"1"	"0"	"0"	"1"	"3"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"63"	"63"	"12"	"9"	"0"	"84"	"84"	"1"	"0"
"17784"	"3"	"17"	"5"	"2"	"600"	"11"	"1"	"8"	"0"	"2"	"1"	"0"	"0"	"15"	"2"	"0"	"1"	"0"	"0"	"1"	"4"	"2"	"0"	"2"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"53"	"53"	"6"	"4"	"0"	"63"	"63"	"1"	"0"
"17785"	"3"	"17"	"5"	"2"	"404"	"5"	"0"	"10"	"1"	"2"	"0"	"1"	"0"	"13"	"1"	"0"	"0"	"1"	"0"	"0"	"4"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"39"	"39"	"3"	"3"	"0"	"45"	"45"	"1"	"0"
"17786"	"3"	"17"	"5"	"2"	"404"	"4"	"1"	"2"	"0"	"0"	"2"	"0"	"1"	"2"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"1"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"17"	"17"	"0"	"4"	"3"	"21"	"21"	"1"	"0"
"17787"	"3"	"17"	"6"	"2"	"400"	"73"	"1"	"4"	"1"	"7"	"2"	"1"	"2"	"124"	"3"	"1"	"1"	"2"	"1"	"3"	"3"	"0"	"3"	"2"	"2"	"2"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"243"	"243"	"17"	"22"	"0"	"282"	"282"	"1"	"0"
"17788"	"3"	"17"	"6"	"2"	"400"	"82"	"1"	"3"	"2"	"1"	"2"	"1"	"1"	"136"	"5"	"0"	"0"	"0"	"3"	"1"	"4"	"0"	"1"	"4"	"0"	"2"	"11"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"263"	"263"	"16"	"15"	"0"	"294"	"294"	"1"	"0"
"17789"	"3"	"17"	"6"	"2"	"400"	"68"	"1"	"9"	"2"	"0"	"0"	"0"	"3"	"130"	"6"	"0"	"0"	"4"	"2"	"0"	"1"	"1"	"0"	"8"	"0"	"1"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"243"	"243"	"22"	"15"	"0"	"280"	"280"	"1"	"0"
"17790"	"3"	"17"	"6"	"2"	"400"	"70"	"1"	"4"	"4"	"6"	"2"	"0"	"2"	"131"	"5"	"0"	"0"	"3"	"1"	"0"	"4"	"0"	"0"	"5"	"1"	"2"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"245"	"245"	"20"	"19"	"0"	"284"	"284"	"1"	"0"
"17791"	"3"	"17"	"6"	"2"	"400"	"81"	"1"	"10"	"7"	"7"	"5"	"1"	"1"	"124"	"12"	"0"	"0"	"1"	"1"	"1"	"4"	"2"	"2"	"5"	"1"	"2"	"14"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"282"	"282"	"6"	"17"	"0"	"305"	"305"	"1"	"0"
"17792"	"3"	"17"	"6"	"2"	"400"	"84"	"0"	"6"	"3"	"8"	"2"	"3"	"4"	"143"	"5"	"0"	"0"	"1"	"2"	"2"	"8"	"0"	"1"	"1"	"2"	"3"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"286"	"286"	"18"	"14"	"0"	"318"	"318"	"1"	"0"
"17793"	"3"	"17"	"6"	"2"	"400"	"61"	"2"	"3"	"8"	"3"	"1"	"1"	"3"	"171"	"4"	"1"	"1"	"3"	"1"	"0"	"1"	"2"	"0"	"3"	"3"	"4"	"14"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"291"	"291"	"17"	"10"	"0"	"318"	"318"	"1"	"0"
"17794"	"3"	"17"	"6"	"2"	"400"	"67"	"2"	"7"	"7"	"4"	"4"	"0"	"4"	"143"	"7"	"0"	"0"	"3"	"0"	"1"	"2"	"1"	"0"	"2"	"1"	"5"	"15"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"279"	"279"	"19"	"12"	"0"	"310"	"310"	"1"	"0"
"17795"	"3"	"17"	"6"	"2"	"400"	"61"	"3"	"2"	"6"	"4"	"2"	"0"	"2"	"129"	"6"	"0"	"1"	"4"	"0"	"1"	"1"	"0"	"1"	"3"	"1"	"1"	"8"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"237"	"237"	"13"	"18"	"0"	"268"	"268"	"1"	"0"
"17796"	"3"	"17"	"6"	"2"	"400"	"79"	"1"	"3"	"7"	"2"	"1"	"0"	"3"	"120"	"3"	"0"	"0"	"0"	"2"	"0"	"2"	"0"	"1"	"4"	"4"	"1"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"242"	"242"	"15"	"16"	"0"	"273"	"273"	"1"	"0"
"17797"	"3"	"17"	"6"	"2"	"400"	"67"	"0"	"6"	"3"	"0"	"0"	"0"	"5"	"144"	"2"	"0"	"0"	"3"	"4"	"0"	"2"	"0"	"0"	"4"	"1"	"4"	"11"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"257"	"257"	"15"	"13"	"0"	"285"	"285"	"1"	"0"
"17798"	"3"	"17"	"6"	"2"	"400"	"65"	"1"	"2"	"7"	"2"	"0"	"1"	"2"	"122"	"6"	"1"	"0"	"3"	"4"	"2"	"3"	"1"	"1"	"6"	"1"	"4"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"240"	"240"	"18"	"21"	"0"	"279"	"279"	"1"	"0"
"17799"	"3"	"17"	"6"	"2"	"400"	"68"	"1"	"2"	"5"	"2"	"4"	"2"	"3"	"127"	"4"	"1"	"0"	"0"	"3"	"1"	"0"	"0"	"0"	"6"	"2"	"5"	"7"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"245"	"245"	"13"	"21"	"0"	"279"	"279"	"1"	"0"
"17800"	"3"	"17"	"6"	"2"	"400"	"65"	"3"	"3"	"2"	"4"	"0"	"1"	"3"	"110"	"7"	"0"	"0"	"5"	"2"	"1"	"5"	"0"	"0"	"5"	"1"	"0"	"0"	"5"	"2"	"1"	"5"	"0"	"0"	"5"	"1"	"235"	"235"	"15"	"12"	"0"	"262"	"262"	"1"	"0"
"17801"	"3"	"17"	"6"	"2"	"400"	"69"	"1"	"7"	"8"	"2"	"1"	"1"	"1"	"116"	"5"	"0"	"0"	"5"	"2"	"0"	"4"	"1"	"1"	"6"	"1"	"0"	"0"	"5"	"2"	"0"	"4"	"1"	"1"	"6"	"1"	"245"	"245"	"13"	"17"	"0"	"275"	"275"	"1"	"0"
"17802"	"3"	"17"	"6"	"2"	"400"	"63"	"7"	"4"	"7"	"2"	"0"	"0"	"0"	"137"	"5"	"0"	"0"	"1"	"2"	"0"	"0"	"0"	"2"	"6"	"2"	"4"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"251"	"251"	"12"	"16"	"0"	"279"	"279"	"1"	"1"
"17803"	"3"	"17"	"6"	"2"	"400"	"59"	"0"	"7"	"5"	"3"	"2"	"0"	"1"	"154"	"4"	"0"	"0"	"1"	"2"	"0"	"2"	"0"	"1"	"5"	"2"	"0"	"0"	"1"	"2"	"0"	"2"	"0"	"1"	"5"	"2"	"266"	"266"	"6"	"9"	"0"	"281"	"281"	"1"	"0"
"17804"	"3"	"17"	"6"	"2"	"400"	"59"	"2"	"6"	"10"	"4"	"1"	"0"	"2"	"173"	"7"	"0"	"0"	"2"	"3"	"0"	"3"	"0"	"2"	"6"	"6"	"3"	"10"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"301"	"301"	"10"	"5"	"0"	"316"	"316"	"1"	"1"
"17805"	"3"	"17"	"6"	"2"	"270"	"51"	"1"	"2"	"5"	"3"	"1"	"1"	"2"	"122"	"2"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"1"	"3"	"0"	"1"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"200"	"200"	"7"	"7"	"0"	"214"	"214"	"1"	"0"
"17806"	"3"	"17"	"6"	"2"	"269"	"48"	"2"	"1"	"2"	"2"	"2"	"1"	"1"	"85"	"2"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"3"	"5"	"2"	"2"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"165"	"165"	"7"	"9"	"0"	"181"	"181"	"1"	"0"
"17807"	"3"	"17"	"6"	"2"	"380"	"53"	"2"	"5"	"0"	"0"	"0"	"0"	"13"	"105"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"1"	"5"	"1"	"6"	"15"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"215"	"215"	"14"	"24"	"0"	"253"	"253"	"1"	"0"
"17808"	"3"	"17"	"6"	"2"	"380"	"55"	"1"	"3"	"1"	"1"	"0"	"1"	"13"	"93"	"5"	"0"	"0"	"0"	"0"	"1"	"2"	"1"	"0"	"7"	"2"	"8"	"10"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"204"	"204"	"14"	"21"	"0"	"239"	"239"	"1"	"0"
"17809"	"3"	"17"	"6"	"2"	"380"	"48"	"2"	"2"	"1"	"1"	"0"	"2"	"19"	"102"	"6"	"0"	"1"	"1"	"0"	"0"	"1"	"0"	"0"	"6"	"0"	"1"	"10"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"203"	"203"	"15"	"18"	"0"	"236"	"236"	"1"	"0"
"17810"	"3"	"17"	"6"	"2"	"324"	"43"	"2"	"1"	"2"	"2"	"0"	"0"	"10"	"92"	"9"	"0"	"1"	"0"	"0"	"0"	"1"	"2"	"1"	"2"	"2"	"3"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"178"	"178"	"15"	"19"	"0"	"212"	"212"	"1"	"0"
"17811"	"3"	"17"	"6"	"2"	"324"	"48"	"1"	"2"	"0"	"0"	"0"	"2"	"6"	"110"	"6"	"0"	"0"	"2"	"0"	"0"	"2"	"1"	"0"	"7"	"1"	"2"	"9"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"200"	"200"	"6"	"23"	"0"	"229"	"229"	"1"	"0"
"17812"	"3"	"17"	"7"	"2"	"400"	"98"	"1"	"77"	"8"	"0"	"0"	"0"	"1"	"0"	"10"	"0"	"1"	"1"	"0"	"2"	"3"	"4"	"6"	"1"	"0"	"6"	"12"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"231"	"231"	"19"	"29"	"0"	"279"	"279"	"1"	"0"
"17813"	"3"	"17"	"7"	"2"	"400"	"76"	"2"	"75"	"8"	"0"	"3"	"0"	"0"	"2"	"6"	"1"	"0"	"2"	"1"	"1"	"0"	"5"	"6"	"3"	"1"	"6"	"10"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"208"	"208"	"24"	"46"	"0"	"278"	"278"	"1"	"0"
"17814"	"3"	"17"	"7"	"2"	"400"	"84"	"3"	"71"	"6"	"2"	"0"	"0"	"0"	"2"	"5"	"0"	"0"	"7"	"2"	"1"	"3"	"3"	"6"	"6"	"1"	"6"	"10"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"218"	"218"	"17"	"46"	"0"	"281"	"281"	"1"	"0"
"17815"	"3"	"17"	"7"	"2"	"400"	"97"	"0"	"60"	"12"	"2"	"0"	"1"	"0"	"2"	"10"	"0"	"1"	"6"	"0"	"0"	"8"	"3"	"2"	"3"	"2"	"4"	"10"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"223"	"223"	"21"	"30"	"0"	"274"	"274"	"1"	"0"
"17816"	"3"	"17"	"7"	"2"	"400"	"79"	"0"	"95"	"14"	"3"	"2"	"0"	"0"	"1"	"9"	"0"	"1"	"6"	"2"	"2"	"2"	"4"	"8"	"2"	"1"	"0"	"1"	"6"	"2"	"2"	"2"	"4"	"8"	"2"	"1"	"249"	"249"	"24"	"26"	"0"	"299"	"299"	"1"	"0"
"17817"	"3"	"17"	"7"	"2"	"400"	"109"	"0"	"76"	"10"	"0"	"2"	"0"	"0"	"1"	"4"	"0"	"1"	"6"	"2"	"1"	"6"	"4"	"0"	"1"	"2"	"4"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"233"	"233"	"23"	"32"	"0"	"288"	"288"	"1"	"0"
"17818"	"3"	"17"	"7"	"2"	"400"	"65"	"2"	"63"	"11"	"1"	"1"	"1"	"1"	"2"	"8"	"0"	"1"	"3"	"2"	"0"	"1"	"0"	"3"	"0"	"2"	"6"	"10"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"183"	"183"	"11"	"17"	"0"	"211"	"211"	"1"	"0"
"17819"	"3"	"17"	"7"	"2"	"400"	"75"	"0"	"73"	"10"	"1"	"1"	"1"	"3"	"3"	"8"	"0"	"0"	"4"	"2"	"2"	"3"	"4"	"7"	"1"	"1"	"5"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"209"	"209"	"19"	"17"	"0"	"245"	"245"	"1"	"0"
"17820"	"3"	"17"	"7"	"2"	"400"	"84"	"0"	"58"	"19"	"3"	"3"	"1"	"3"	"6"	"16"	"0"	"0"	"7"	"3"	"1"	"2"	"1"	"7"	"2"	"1"	"3"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"229"	"229"	"7"	"18"	"0"	"254"	"254"	"1"	"0"
"17821"	"3"	"17"	"7"	"2"	"410"	"74"	"0"	"52"	"11"	"0"	"1"	"1"	"2"	"3"	"6"	"1"	"0"	"2"	"2"	"3"	"0"	"6"	"6"	"2"	"2"	"8"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"191"	"191"	"14"	"31"	"0"	"236"	"236"	"1"	"0"
"17822"	"3"	"17"	"7"	"2"	"400"	"92"	"1"	"48"	"13"	"1"	"0"	"0"	"0"	"1"	"7"	"1"	"0"	"6"	"1"	"1"	"4"	"2"	"4"	"0"	"0"	"5"	"12"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"199"	"199"	"20"	"34"	"0"	"253"	"253"	"1"	"0"
"17823"	"3"	"17"	"7"	"2"	"400"	"76"	"0"	"70"	"15"	"0"	"1"	"2"	"0"	"5"	"7"	"0"	"0"	"1"	"3"	"1"	"3"	"3"	"5"	"0"	"1"	"3"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"204"	"204"	"23"	"33"	"0"	"260"	"260"	"1"	"0"
"17824"	"3"	"17"	"7"	"2"	"400"	"97"	"0"	"56"	"11"	"1"	"1"	"0"	"0"	"3"	"7"	"0"	"0"	"5"	"0"	"1"	"2"	"1"	"5"	"1"	"0"	"5"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"205"	"205"	"13"	"25"	"0"	"243"	"243"	"1"	"0"
"17825"	"3"	"17"	"7"	"2"	"400"	"87"	"1"	"62"	"24"	"1"	"2"	"2"	"1"	"3"	"7"	"0"	"0"	"1"	"1"	"0"	"1"	"0"	"7"	"1"	"0"	"6"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"215"	"215"	"0"	"21"	"8"	"236"	"236"	"1"	"0"
"17826"	"3"	"17"	"7"	"2"	"400"	"99"	"0"	"87"	"39"	"3"	"1"	"1"	"1"	"2"	"7"	"0"	"0"	"2"	"2"	"3"	"3"	"3"	"9"	"4"	"1"	"8"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"283"	"283"	"5"	"19"	"0"	"307"	"307"	"1"	"0"
"17827"	"3"	"17"	"7"	"2"	"307"	"71"	"0"	"71"	"16"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"1"	"3"	"2"	"1"	"4"	"4"	"0"	"10"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"195"	"195"	"0"	"26"	"1"	"221"	"221"	"1"	"0"
"17828"	"3"	"17"	"7"	"2"	"307"	"77"	"0"	"62"	"12"	"1"	"0"	"0"	"0"	"2"	"3"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"4"	"2"	"0"	"3"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"171"	"171"	"15"	"18"	"0"	"204"	"204"	"1"	"0"
"17829"	"3"	"17"	"7"	"2"	"380"	"64"	"4"	"45"	"2"	"1"	"2"	"11"	"2"	"1"	"8"	"0"	"0"	"6"	"0"	"10"	"1"	"7"	"2"	"7"	"3"	"8"	"14"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"198"	"198"	"15"	"34"	"0"	"247"	"247"	"1"	"0"
"17830"	"3"	"17"	"7"	"2"	"380"	"77"	"4"	"62"	"2"	"0"	"0"	"9"	"0"	"5"	"16"	"0"	"0"	"4"	"0"	"3"	"1"	"5"	"4"	"1"	"3"	"6"	"15"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"217"	"217"	"21"	"26"	"0"	"264"	"264"	"1"	"0"
"17831"	"3"	"17"	"7"	"2"	"380"	"73"	"1"	"61"	"1"	"0"	"0"	"9"	"0"	"3"	"15"	"0"	"1"	"3"	"1"	"6"	"2"	"2"	"5"	"1"	"2"	"8"	"18"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"212"	"212"	"10"	"45"	"0"	"267"	"267"	"1"	"0"
"17832"	"3"	"17"	"7"	"2"	"386"	"61"	"2"	"57"	"1"	"2"	"1"	"20"	"0"	"3"	"11"	"0"	"0"	"4"	"0"	"7"	"1"	"1"	"4"	"5"	"0"	"2"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"190"	"190"	"13"	"21"	"0"	"224"	"224"	"1"	"0"
"17833"	"3"	"17"	"7"	"2"	"380"	"77"	"2"	"56"	"0"	"4"	"0"	"12"	"1"	"7"	"10"	"0"	"0"	"1"	"0"	"18"	"1"	"6"	"0"	"2"	"0"	"2"	"18"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"217"	"217"	"10"	"23"	"0"	"250"	"250"	"1"	"0"
"17834"	"3"	"17"	"7"	"2"	"386"	"55"	"8"	"52"	"3"	"0"	"0"	"9"	"1"	"3"	"8"	"0"	"0"	"1"	"0"	"7"	"2"	"1"	"6"	"2"	"3"	"6"	"17"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"185"	"185"	"23"	"22"	"0"	"230"	"230"	"1"	"0"
"17835"	"3"	"17"	"7"	"2"	"380"	"52"	"4"	"63"	"1"	"0"	"0"	"5"	"1"	"4"	"11"	"0"	"0"	"1"	"0"	"10"	"1"	"2"	"4"	"2"	"3"	"5"	"16"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"186"	"186"	"18"	"24"	"0"	"228"	"228"	"1"	"0"
"17836"	"3"	"17"	"7"	"2"	"217"	"51"	"1"	"41"	"1"	"1"	"1"	"11"	"3"	"1"	"5"	"0"	"0"	"3"	"1"	"8"	"0"	"0"	"0"	"0"	"2"	"2"	"10"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"143"	"143"	"3"	"12"	"1"	"159"	"158"	"0"	"0"
"17837"	"3"	"17"	"7"	"2"	"216"	"30"	"1"	"42"	"3"	"0"	"1"	"6"	"1"	"3"	"5"	"0"	"0"	"2"	"0"	"4"	"0"	"1"	"2"	"4"	"0"	"3"	"7"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"116"	"116"	"5"	"12"	"0"	"133"	"133"	"1"	"0"
"17838"	"3"	"17"	"7"	"2"	"380"	"80"	"0"	"105"	"2"	"0"	"0"	"0"	"1"	"1"	"8"	"0"	"0"	"2"	"0"	"0"	"2"	"2"	"3"	"1"	"1"	"2"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"217"	"217"	"12"	"21"	"0"	"250"	"250"	"1"	"0"
"17839"	"3"	"17"	"7"	"2"	"380"	"93"	"0"	"91"	"3"	"3"	"0"	"0"	"0"	"0"	"9"	"0"	"0"	"3"	"0"	"1"	"4"	"4"	"5"	"3"	"0"	"0"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"227"	"227"	"23"	"34"	"0"	"284"	"284"	"1"	"0"
