"MESA"	"TIPO_ELECCION"	"DEPTO"	"MUNI"	"ESTADO_ACTA"	"CANTIDAD_PAPELETAS"	"VAMOS"	"TODOS"	"CONVERGENCIA"	"EG"	"UNIDOS"	"UNE"	"VALOR"	"FUERZA"	"PHG"	"FCN_NACION"	"UNIONISTA"	"VICTORIA"	"MLP"	"VIVA"	"PPT"	"URNG_MAIZ"	"SEMILLA"	"BIEN"	"PC"	"LIBRE"	"AVANZA"	"UCN"	"PODEMOS"	"V24"	"V25"	"V26"	"V27"	"V28"	"V29"	"V30"	"VOTOS_VALIDOS_ACTA"	"VOTOS_VALIDOS"	"NULOS"	"BLANCOS"	"INVALIDOS"	"TOTAL_ACTA"	"TOTAL_VOTOS"	"ACTA_CUADRA"	"IMPUGNACIONES"
"8560"	"3"	"8"	"1"	"2"	"402"	"18"	"46"	"2"	"11"	"1"	"45"	"4"	"9"	"8"	"12"	"1"	"4"	"12"	"4"	"1"	"12"	"5"	"8"	"1"	"4"	"3"	"2"	"10"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"223"	"223"	"21"	"28"	"0"	"272"	"272"	"1"	"0"
"8561"	"3"	"8"	"1"	"2"	"400"	"12"	"47"	"2"	"7"	"5"	"37"	"1"	"9"	"10"	"8"	"1"	"3"	"18"	"2"	"4"	"6"	"5"	"7"	"1"	"4"	"4"	"1"	"31"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"225"	"225"	"24"	"9"	"0"	"258"	"258"	"1"	"0"
"8562"	"3"	"8"	"1"	"2"	"403"	"14"	"40"	"7"	"7"	"2"	"39"	"0"	"17"	"4"	"7"	"4"	"2"	"17"	"2"	"2"	"5"	"9"	"3"	"4"	"1"	"3"	"4"	"22"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"215"	"215"	"28"	"12"	"0"	"255"	"255"	"1"	"0"
"8563"	"3"	"8"	"1"	"2"	"400"	"20"	"40"	"0"	"0"	"3"	"35"	"5"	"11"	"0"	"19"	"3"	"1"	"15"	"6"	"1"	"9"	"9"	"6"	"15"	"3"	"2"	"2"	"15"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"220"	"220"	"17"	"5"	"0"	"242"	"242"	"1"	"0"
"8564"	"3"	"8"	"1"	"2"	"398"	"17"	"31"	"6"	"7"	"3"	"36"	"2"	"8"	"12"	"14"	"4"	"4"	"10"	"2"	"1"	"5"	"5"	"9"	"1"	"4"	"0"	"5"	"25"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"211"	"211"	"12"	"13"	"0"	"236"	"236"	"1"	"0"
"8565"	"3"	"8"	"1"	"2"	"400"	"16"	"31"	"3"	"6"	"4"	"24"	"2"	"10"	"14"	"9"	"2"	"3"	"18"	"4"	"2"	"8"	"9"	"1"	"4"	"5"	"1"	"3"	"26"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"205"	"205"	"22"	"6"	"167"	"233"	"233"	"1"	"0"
"8566"	"3"	"8"	"1"	"2"	"334"	"8"	"30"	"3"	"7"	"1"	"31"	"1"	"7"	"9"	"13"	"2"	"3"	"12"	"5"	"1"	"5"	"4"	"2"	"2"	"3"	"1"	"3"	"15"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"168"	"168"	"16"	"7"	"0"	"191"	"191"	"1"	"0"
"8567"	"3"	"8"	"1"	"2"	"333"	"15"	"17"	"3"	"4"	"2"	"19"	"1"	"8"	"9"	"7"	"2"	"3"	"12"	"4"	"1"	"1"	"2"	"2"	"1"	"1"	"0"	"4"	"17"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"135"	"135"	"12"	"3"	"0"	"150"	"150"	"1"	"0"
"8568"	"3"	"8"	"1"	"2"	"400"	"7"	"32"	"4"	"5"	"2"	"52"	"3"	"39"	"8"	"4"	"2"	"3"	"5"	"2"	"0"	"12"	"9"	"3"	"0"	"1"	"2"	"6"	"11"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"212"	"212"	"29"	"28"	"0"	"269"	"269"	"1"	"0"
"8569"	"3"	"8"	"1"	"2"	"397"	"2"	"25"	"3"	"7"	"5"	"62"	"4"	"43"	"6"	"5"	"2"	"5"	"11"	"5"	"2"	"11"	"8"	"7"	"0"	"2"	"5"	"2"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"228"	"228"	"25"	"27"	"0"	"280"	"280"	"1"	"0"
"8570"	"3"	"8"	"1"	"2"	"400"	"8"	"23"	"5"	"2"	"6"	"70"	"6"	"13"	"4"	"6"	"1"	"1"	"6"	"1"	"1"	"10"	"3"	"6"	"3"	"4"	"5"	"17"	"18"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"219"	"219"	"14"	"21"	"0"	"254"	"254"	"1"	"0"
"8571"	"3"	"8"	"1"	"2"	"397"	"9"	"36"	"7"	"5"	"1"	"73"	"3"	"9"	"5"	"5"	"2"	"3"	"7"	"2"	"1"	"8"	"3"	"4"	"3"	"2"	"2"	"25"	"10"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"225"	"225"	"27"	"23"	"0"	"275"	"275"	"1"	"0"
"8572"	"3"	"8"	"1"	"2"	"398"	"7"	"39"	"7"	"10"	"1"	"45"	"5"	"13"	"5"	"7"	"3"	"2"	"11"	"3"	"0"	"8"	"6"	"15"	"3"	"6"	"3"	"2"	"11"	"3"	"0"	"8"	"6"	"15"	"3"	"6"	"215"	"215"	"26"	"24"	"2"	"265"	"265"	"1"	"0"
"8573"	"3"	"8"	"1"	"2"	"400"	"10"	"79"	"3"	"2"	"1"	"36"	"8"	"13"	"6"	"3"	"3"	"4"	"8"	"3"	"1"	"7"	"5"	"4"	"3"	"5"	"3"	"6"	"10"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"223"	"223"	"20"	"22"	"0"	"265"	"265"	"1"	"0"
"8574"	"3"	"8"	"1"	"2"	"400"	"13"	"38"	"3"	"6"	"3"	"43"	"3"	"29"	"9"	"4"	"1"	"1"	"11"	"4"	"2"	"8"	"12"	"8"	"2"	"2"	"0"	"9"	"11"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"222"	"222"	"14"	"6"	"0"	"242"	"242"	"1"	"0"
"8575"	"3"	"8"	"1"	"2"	"400"	"21"	"35"	"5"	"3"	"3"	"32"	"1"	"40"	"7"	"8"	"5"	"5"	"10"	"9"	"1"	"7"	"6"	"3"	"0"	"8"	"1"	"5"	"14"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"229"	"229"	"21"	"10"	"0"	"260"	"260"	"1"	"0"
"8576"	"3"	"8"	"1"	"2"	"398"	"15"	"34"	"3"	"4"	"5"	"36"	"3"	"38"	"10"	"3"	"6"	"3"	"11"	"3"	"1"	"8"	"11"	"4"	"0"	"8"	"2"	"6"	"18"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"232"	"232"	"18"	"15"	"133"	"265"	"265"	"1"	"0"
"8577"	"3"	"8"	"1"	"2"	"398"	"10"	"28"	"4"	"3"	"3"	"39"	"4"	"34"	"10"	"5"	"2"	"4"	"22"	"4"	"0"	"6"	"7"	"5"	"3"	"5"	"2"	"7"	"10"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"221"	"217"	"13"	"9"	"0"	"239"	"239"	"0"	"0"
"8578"	"3"	"8"	"1"	"2"	"235"	"4"	"13"	"4"	"5"	"2"	"20"	"7"	"16"	"6"	"4"	"0"	"0"	"11"	"1"	"0"	"4"	"4"	"4"	"4"	"3"	"0"	"4"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"122"	"122"	"7"	"7"	"0"	"132"	"136"	"0"	"0"
"8579"	"3"	"8"	"1"	"2"	"234"	"7"	"24"	"1"	"2"	"0"	"17"	"2"	"17"	"4"	"4"	"3"	"2"	"11"	"0"	"1"	"2"	"4"	"4"	"2"	"4"	"1"	"6"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"125"	"125"	"2"	"5"	"0"	"132"	"132"	"1"	"0"
"8580"	"3"	"8"	"1"	"2"	"399"	"12"	"26"	"5"	"11"	"1"	"36"	"4"	"13"	"8"	"2"	"2"	"3"	"17"	"6"	"2"	"8"	"12"	"6"	"2"	"4"	"3"	"5"	"24"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"212"	"212"	"17"	"17"	"0"	"246"	"246"	"1"	"0"
"8581"	"3"	"8"	"1"	"2"	"398"	"14"	"25"	"2"	"3"	"0"	"41"	"5"	"7"	"7"	"5"	"0"	"2"	"15"	"15"	"3"	"10"	"6"	"5"	"4"	"2"	"3"	"6"	"22"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"202"	"202"	"27"	"15"	"0"	"244"	"244"	"1"	"0"
"8582"	"3"	"8"	"1"	"2"	"399"	"6"	"31"	"2"	"4"	"0"	"44"	"6"	"9"	"6"	"6"	"4"	"4"	"15"	"10"	"0"	"4"	"1"	"3"	"0"	"2"	"1"	"5"	"13"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"176"	"176"	"22"	"20"	"0"	"218"	"218"	"1"	"0"
"8583"	"3"	"8"	"1"	"2"	"397"	"12"	"23"	"3"	"1"	"2"	"51"	"6"	"11"	"13"	"11"	"2"	"2"	"9"	"6"	"1"	"6"	"4"	"6"	"5"	"5"	"1"	"5"	"12"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"197"	"197"	"15"	"15"	"0"	"227"	"227"	"1"	"0"
"8584"	"3"	"8"	"1"	"2"	"400"	"6"	"40"	"9"	"5"	"0"	"54"	"8"	"7"	"8"	"7"	"3"	"1"	"20"	"7"	"0"	"10"	"4"	"5"	"1"	"5"	"6"	"5"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"222"	"218"	"19"	"14"	"0"	"255"	"251"	"0"	"0"
"8585"	"3"	"8"	"1"	"2"	"398"	"21"	"35"	"8"	"2"	"1"	"43"	"5"	"2"	"13"	"5"	"1"	"6"	"17"	"5"	"1"	"9"	"9"	"1"	"0"	"3"	"5"	"4"	"15"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"211"	"211"	"11"	"5"	"171"	"227"	"227"	"1"	"0"
"8586"	"3"	"8"	"1"	"2"	"400"	"15"	"23"	"7"	"5"	"2"	"28"	"7"	"11"	"15"	"5"	"1"	"1"	"17"	"3"	"1"	"5"	"7"	"4"	"0"	"5"	"0"	"4"	"16"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"182"	"182"	"8"	"13"	"0"	"203"	"203"	"1"	"0"
"8587"	"3"	"8"	"1"	"2"	"400"	"18"	"34"	"3"	"8"	"0"	"44"	"7"	"11"	"10"	"7"	"1"	"3"	"20"	"5"	"0"	"11"	"8"	"6"	"1"	"3"	"3"	"8"	"19"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"228"	"230"	"19"	"8"	"4"	"259"	"257"	"0"	"0"
"8588"	"3"	"8"	"1"	"2"	"400"	"12"	"41"	"2"	"4"	"4"	"46"	"5"	"12"	"5"	"3"	"0"	"5"	"12"	"9"	"1"	"11"	"5"	"6"	"0"	"4"	"3"	"9"	"17"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"216"	"216"	"25"	"16"	"0"	"257"	"257"	"1"	"0"
"8589"	"3"	"8"	"1"	"2"	"400"	"21"	"37"	"4"	"6"	"3"	"35"	"2"	"8"	"14"	"5"	"1"	"3"	"19"	"10"	"2"	"12"	"5"	"5"	"0"	"4"	"0"	"8"	"10"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"214"	"214"	"26"	"12"	"0"	"252"	"252"	"1"	"0"
"8590"	"3"	"8"	"1"	"2"	"387"	"15"	"23"	"6"	"3"	"2"	"38"	"6"	"13"	"12"	"9"	"2"	"2"	"16"	"9"	"0"	"8"	"9"	"2"	"1"	"4"	"4"	"3"	"10"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"197"	"197"	"17"	"3"	"1"	"217"	"217"	"1"	"0"
"8591"	"3"	"8"	"1"	"2"	"389"	"10"	"20"	"1"	"3"	"1"	"27"	"2"	"12"	"13"	"6"	"1"	"3"	"15"	"4"	"2"	"7"	"6"	"5"	"0"	"3"	"0"	"4"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"154"	"154"	"10"	"3"	"0"	"167"	"167"	"1"	"0"
"8592"	"3"	"8"	"1"	"2"	"400"	"21"	"42"	"5"	"11"	"1"	"45"	"4"	"12"	"0"	"9"	"2"	"5"	"7"	"3"	"0"	"9"	"7"	"4"	"0"	"2"	"3"	"14"	"21"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"231"	"227"	"17"	"23"	"129"	"271"	"267"	"0"	"0"
"8593"	"3"	"8"	"1"	"2"	"400"	"22"	"50"	"4"	"27"	"5"	"35"	"3"	"4"	"2"	"13"	"1"	"2"	"8"	"7"	"1"	"8"	"9"	"4"	"3"	"1"	"1"	"5"	"19"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"234"	"234"	"29"	"24"	"0"	"287"	"287"	"1"	"0"
"8594"	"3"	"8"	"1"	"2"	"400"	"17"	"45"	"2"	"11"	"1"	"45"	"8"	"12"	"4"	"10"	"2"	"2"	"13"	"4"	"2"	"14"	"2"	"3"	"0"	"3"	"2"	"7"	"20"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"229"	"229"	"19"	"23"	"0"	"271"	"271"	"1"	"0"
"8595"	"3"	"8"	"1"	"2"	"400"	"15"	"23"	"1"	"2"	"0"	"72"	"4"	"8"	"4"	"3"	"2"	"4"	"9"	"1"	"1"	"4"	"7"	"7"	"3"	"3"	"1"	"6"	"12"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"192"	"192"	"25"	"21"	"0"	"238"	"238"	"1"	"0"
"8596"	"3"	"8"	"1"	"2"	"397"	"16"	"30"	"2"	"6"	"4"	"42"	"1"	"17"	"7"	"4"	"0"	"4"	"9"	"3"	"0"	"6"	"7"	"3"	"3"	"4"	"2"	"9"	"15"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"193"	"194"	"23"	"11"	"0"	"227"	"228"	"0"	"0"
"8597"	"3"	"8"	"1"	"2"	"399"	"23"	"24"	"2"	"11"	"1"	"72"	"3"	"12"	"4"	"6"	"1"	"6"	"10"	"3"	"0"	"2"	"2"	"2"	"3"	"2"	"4"	"3"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"204"	"204"	"26"	"16"	"153"	"246"	"246"	"1"	"0"
"8598"	"3"	"8"	"1"	"2"	"398"	"5"	"33"	"3"	"6"	"3"	"67"	"1"	"15"	"4"	"5"	"1"	"0"	"12"	"2"	"0"	"7"	"7"	"4"	"1"	"4"	"5"	"8"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"197"	"197"	"17"	"31"	"0"	"245"	"245"	"1"	"0"
"8599"	"3"	"8"	"1"	"2"	"398"	"13"	"34"	"3"	"5"	"3"	"56"	"2"	"19"	"3"	"4"	"3"	"2"	"7"	"3"	"0"	"5"	"6"	"4"	"1"	"5"	"1"	"17"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"204"	"204"	"22"	"19"	"0"	"245"	"245"	"1"	"0"
"8600"	"3"	"8"	"1"	"2"	"398"	"15"	"34"	"4"	"7"	"3"	"28"	"2"	"30"	"9"	"2"	"7"	"7"	"12"	"6"	"0"	"7"	"7"	"3"	"0"	"6"	"1"	"16"	"11"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"217"	"217"	"18"	"14"	"0"	"249"	"249"	"1"	"1"
"8601"	"3"	"8"	"1"	"2"	"400"	"15"	"31"	"3"	"6"	"0"	"46"	"2"	"28"	"4"	"6"	"2"	"1"	"15"	"2"	"0"	"4"	"6"	"4"	"1"	"5"	"2"	"1"	"15"	"2"	"0"	"4"	"6"	"4"	"1"	"5"	"204"	"204"	"8"	"12"	"0"	"224"	"224"	"1"	"0"
"8602"	"3"	"8"	"1"	"2"	"261"	"7"	"18"	"3"	"7"	"2"	"18"	"4"	"11"	"9"	"3"	"0"	"0"	"8"	"3"	"0"	"3"	"2"	"3"	"0"	"3"	"0"	"0"	"8"	"3"	"0"	"3"	"2"	"3"	"0"	"3"	"118"	"118"	"8"	"6"	"0"	"132"	"132"	"1"	"0"
"8603"	"3"	"8"	"1"	"2"	"260"	"13"	"24"	"2"	"4"	"1"	"22"	"1"	"12"	"3"	"3"	"3"	"0"	"5"	"0"	"1"	"3"	"1"	"2"	"1"	"0"	"3"	"0"	"5"	"0"	"1"	"3"	"1"	"2"	"1"	"0"	"115"	"115"	"5"	"7"	"0"	"127"	"127"	"1"	"0"
"8604"	"3"	"8"	"1"	"2"	"380"	"5"	"46"	"2"	"0"	"0"	"111"	"3"	"2"	"0"	"3"	"1"	"2"	"4"	"1"	"1"	"1"	"1"	"1"	"0"	"1"	"2"	"1"	"49"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"237"	"237"	"34"	"22"	"0"	"293"	"293"	"1"	"0"
"8605"	"3"	"8"	"1"	"2"	"380"	"3"	"34"	"4"	"0"	"0"	"146"	"1"	"1"	"2"	"0"	"1"	"0"	"3"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"3"	"0"	"32"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"234"	"232"	"6"	"33"	"0"	"273"	"271"	"0"	"0"
"8606"	"3"	"8"	"1"	"2"	"382"	"3"	"43"	"3"	"1"	"0"	"130"	"2"	"1"	"2"	"1"	"0"	"0"	"2"	"2"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"27"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"220"	"220"	"13"	"7"	"0"	"240"	"240"	"1"	"0"
"8607"	"3"	"8"	"1"	"2"	"380"	"7"	"50"	"2"	"0"	"0"	"109"	"0"	"1"	"0"	"3"	"0"	"1"	"3"	"7"	"0"	"1"	"3"	"2"	"0"	"0"	"1"	"1"	"52"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"243"	"243"	"16"	"11"	"1"	"270"	"270"	"1"	"0"
"8608"	"3"	"8"	"1"	"2"	"251"	"4"	"33"	"1"	"2"	"1"	"66"	"1"	"1"	"1"	"0"	"1"	"2"	"2"	"3"	"0"	"1"	"1"	"0"	"0"	"0"	"1"	"0"	"29"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"150"	"150"	"6"	"7"	"0"	"163"	"163"	"1"	"0"
"8609"	"3"	"8"	"1"	"2"	"251"	"4"	"26"	"1"	"1"	"0"	"75"	"1"	"2"	"0"	"1"	"0"	"0"	"3"	"0"	"0"	"1"	"0"	"1"	"2"	"0"	"1"	"0"	"31"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"150"	"150"	"5"	"6"	"1"	"161"	"161"	"1"	"0"
"8610"	"3"	"8"	"1"	"2"	"381"	"6"	"11"	"0"	"4"	"0"	"148"	"3"	"3"	"4"	"2"	"0"	"1"	"11"	"1"	"0"	"5"	"2"	"3"	"2"	"4"	"4"	"4"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"222"	"222"	"24"	"17"	"0"	"263"	"263"	"1"	"0"
"8611"	"3"	"8"	"1"	"2"	"380"	"7"	"21"	"2"	"3"	"0"	"130"	"1"	"9"	"4"	"2"	"1"	"0"	"10"	"2"	"0"	"6"	"3"	"1"	"0"	"0"	"1"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"206"	"206"	"20"	"26"	"0"	"252"	"252"	"1"	"0"
"8612"	"3"	"8"	"1"	"2"	"379"	"6"	"53"	"2"	"1"	"0"	"78"	"4"	"7"	"1"	"1"	"1"	"1"	"5"	"0"	"0"	"3"	"2"	"1"	"1"	"1"	"0"	"4"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"176"	"176"	"22"	"26"	"0"	"224"	"224"	"1"	"0"
"8613"	"3"	"8"	"1"	"2"	"380"	"6"	"52"	"1"	"1"	"1"	"71"	"3"	"5"	"0"	"3"	"1"	"3"	"6"	"0"	"0"	"6"	"3"	"1"	"1"	"1"	"0"	"5"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"172"	"172"	"27"	"35"	"0"	"234"	"234"	"1"	"0"
"8614"	"3"	"8"	"1"	"2"	"399"	"8"	"27"	"2"	"5"	"2"	"92"	"0"	"3"	"8"	"4"	"0"	"2"	"13"	"3"	"0"	"7"	"11"	"0"	"0"	"3"	"2"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"194"	"194"	"13"	"14"	"0"	"221"	"221"	"1"	"0"
"8615"	"3"	"8"	"1"	"2"	"348"	"9"	"29"	"2"	"1"	"0"	"64"	"4"	"5"	"5"	"2"	"1"	"2"	"6"	"1"	"0"	"10"	"8"	"1"	"0"	"1"	"0"	"3"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"157"	"157"	"21"	"16"	"0"	"194"	"194"	"1"	"0"
"8616"	"3"	"8"	"1"	"2"	"348"	"4"	"22"	"1"	"4"	"0"	"67"	"0"	"8"	"6"	"4"	"1"	"1"	"17"	"0"	"0"	"6"	"8"	"4"	"1"	"2"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"159"	"159"	"10"	"20"	"0"	"189"	"189"	"1"	"0"
"8617"	"3"	"8"	"1"	"2"	"380"	"14"	"37"	"7"	"2"	"0"	"51"	"1"	"1"	"11"	"6"	"5"	"1"	"4"	"0"	"0"	"3"	"1"	"3"	"0"	"0"	"3"	"8"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"164"	"164"	"0"	"9"	"15"	"173"	"173"	"1"	"0"
"8618"	"3"	"8"	"1"	"2"	"380"	"13"	"36"	"4"	"5"	"2"	"42"	"4"	"3"	"12"	"4"	"3"	"2"	"10"	"4"	"1"	"6"	"2"	"3"	"3"	"2"	"1"	"11"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"180"	"180"	"19"	"25"	"0"	"224"	"224"	"1"	"0"
"8619"	"3"	"8"	"1"	"2"	"380"	"9"	"37"	"1"	"1"	"2"	"46"	"0"	"4"	"0"	"12"	"17"	"7"	"9"	"3"	"2"	"2"	"3"	"3"	"1"	"2"	"2"	"7"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"175"	"175"	"21"	"14"	"0"	"210"	"210"	"1"	"0"
"8620"	"3"	"8"	"1"	"2"	"380"	"11"	"30"	"1"	"5"	"2"	"33"	"3"	"3"	"8"	"11"	"3"	"2"	"14"	"6"	"0"	"2"	"3"	"2"	"0"	"3"	"2"	"9"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"156"	"156"	"15"	"5"	"0"	"176"	"176"	"1"	"0"
"8621"	"3"	"8"	"1"	"2"	"277"	"6"	"22"	"1"	"4"	"0"	"28"	"2"	"2"	"8"	"2"	"1"	"0"	"11"	"7"	"1"	"9"	"3"	"4"	"2"	"1"	"1"	"2"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"119"	"119"	"10"	"11"	"0"	"140"	"140"	"1"	"0"
"8622"	"3"	"8"	"1"	"2"	"275"	"7"	"24"	"1"	"3"	"1"	"18"	"2"	"0"	"12"	"1"	"0"	"1"	"14"	"2"	"0"	"1"	"5"	"3"	"0"	"0"	"0"	"5"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"102"	"102"	"10"	"9"	"0"	"121"	"121"	"1"	"0"
"8623"	"3"	"8"	"1"	"2"	"380"	"12"	"4"	"0"	"1"	"0"	"154"	"1"	"3"	"0"	"1"	"0"	"2"	"7"	"1"	"0"	"1"	"0"	"1"	"0"	"1"	"1"	"1"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"195"	"195"	"32"	"25"	"0"	"252"	"252"	"1"	"0"
"8624"	"3"	"8"	"1"	"2"	"380"	"17"	"5"	"1"	"0"	"0"	"162"	"0"	"2"	"0"	"1"	"2"	"1"	"2"	"0"	"0"	"2"	"0"	"3"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"200"	"201"	"34"	"32"	"0"	"266"	"267"	"0"	"0"
"8625"	"3"	"8"	"1"	"2"	"196"	"11"	"3"	"1"	"1"	"0"	"59"	"1"	"3"	"1"	"3"	"0"	"1"	"2"	"0"	"0"	"1"	"0"	"2"	"2"	"0"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"94"	"94"	"14"	"14"	"0"	"122"	"122"	"1"	"0"
"8626"	"3"	"8"	"1"	"2"	"195"	"9"	"2"	"0"	"0"	"0"	"56"	"0"	"1"	"2"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"0"	"2"	"1"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"78"	"78"	"5"	"7"	"0"	"90"	"90"	"1"	"0"
"8627"	"3"	"8"	"1"	"2"	"380"	"6"	"18"	"0"	"6"	"0"	"84"	"0"	"15"	"3"	"24"	"0"	"1"	"7"	"7"	"0"	"12"	"4"	"5"	"1"	"17"	"0"	"4"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"216"	"216"	"18"	"25"	"0"	"259"	"259"	"1"	"0"
"8628"	"3"	"8"	"1"	"2"	"380"	"3"	"19"	"2"	"12"	"0"	"85"	"1"	"6"	"0"	"17"	"1"	"2"	"8"	"3"	"1"	"2"	"2"	"2"	"0"	"25"	"1"	"3"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"198"	"198"	"26"	"21"	"0"	"245"	"245"	"1"	"0"
"8629"	"3"	"8"	"1"	"2"	"380"	"6"	"18"	"4"	"9"	"0"	"63"	"1"	"5"	"1"	"21"	"3"	"4"	"5"	"1"	"2"	"4"	"1"	"3"	"2"	"15"	"5"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"177"	"177"	"20"	"23"	"0"	"220"	"220"	"1"	"0"
"8630"	"3"	"8"	"1"	"2"	"381"	"3"	"21"	"5"	"7"	"0"	"47"	"5"	"12"	"2"	"15"	"0"	"3"	"8"	"2"	"0"	"4"	"4"	"6"	"2"	"30"	"2"	"0"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"186"	"186"	"11"	"24"	"0"	"221"	"221"	"1"	"0"
"8631"	"3"	"8"	"1"	"2"	"380"	"3"	"19"	"1"	"6"	"0"	"55"	"1"	"7"	"3"	"24"	"1"	"2"	"9"	"2"	"0"	"5"	"2"	"4"	"1"	"15"	"1"	"4"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"172"	"172"	"19"	"27"	"0"	"218"	"218"	"1"	"0"
"8632"	"3"	"8"	"1"	"2"	"290"	"3"	"9"	"0"	"3"	"1"	"40"	"3"	"10"	"3"	"12"	"0"	"0"	"5"	"1"	"0"	"4"	"2"	"2"	"0"	"30"	"3"	"5"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"139"	"139"	"16"	"8"	"0"	"163"	"163"	"1"	"0"
"8633"	"3"	"8"	"1"	"2"	"290"	"1"	"11"	"0"	"6"	"0"	"28"	"2"	"10"	"7"	"16"	"2"	"0"	"7"	"1"	"1"	"1"	"3"	"0"	"1"	"21"	"0"	"3"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"123"	"123"	"7"	"4"	"0"	"134"	"134"	"1"	"0"
"8634"	"3"	"8"	"1"	"2"	"379"	"7"	"41"	"3"	"5"	"0"	"35"	"1"	"6"	"6"	"6"	"0"	"4"	"7"	"4"	"1"	"3"	"1"	"3"	"0"	"9"	"1"	"3"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"154"	"154"	"20"	"15"	"0"	"189"	"189"	"1"	"0"
