"MESA"	"TIPO_ELECCION"	"DEPTO"	"MUNI"	"ESTADO_ACTA"	"CANTIDAD_PAPELETAS"	"VAMOS"	"TODOS"	"CONVERGENCIA"	"EG"	"UNIDOS"	"UNE"	"VALOR"	"FUERZA"	"PHG"	"FCN_NACION"	"UNIONISTA"	"VICTORIA"	"MLP"	"VIVA"	"PPT"	"URNG_MAIZ"	"SEMILLA"	"BIEN"	"PC"	"LIBRE"	"AVANZA"	"UCN"	"PODEMOS"	"V24"	"V25"	"V26"	"V27"	"V28"	"V29"	"V30"	"VOTOS_VALIDOS_ACTA"	"VOTOS_VALIDOS"	"NULOS"	"BLANCOS"	"INVALIDOS"	"TOTAL_ACTA"	"TOTAL_VOTOS"	"ACTA_CUADRA"	"IMPUGNACIONES"
"8710"	"3"	"8"	"2"	"2"	"380"	"6"	"3"	"30"	"2"	"0"	"4"	"0"	"2"	"8"	"31"	"2"	"10"	"7"	"1"	"0"	"5"	"3"	"8"	"2"	"1"	"3"	"2"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"139"	"139"	"7"	"6"	"0"	"152"	"152"	"1"	"0"
"8711"	"3"	"8"	"2"	"2"	"231"	"2"	"0"	"10"	"0"	"0"	"2"	"0"	"1"	"4"	"4"	"0"	"4"	"7"	"0"	"0"	"1"	"1"	"5"	"1"	"1"	"2"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"48"	"48"	"51"	"6"	"0"	"105"	"105"	"1"	"0"
"8712"	"3"	"8"	"2"	"2"	"231"	"4"	"1"	"13"	"1"	"0"	"3"	"3"	"5"	"9"	"26"	"0"	"12"	"1"	"1"	"0"	"1"	"1"	"7"	"1"	"1"	"1"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"94"	"94"	"7"	"8"	"0"	"109"	"109"	"1"	"0"
"8713"	"3"	"8"	"2"	"2"	"0"	"16"	"4"	"5"	"1"	"0"	"17"	"1"	"2"	"16"	"15"	"5"	"6"	"4"	"7"	"0"	"7"	"8"	"25"	"0"	"3"	"3"	"2"	"10"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"157"	"157"	"23"	"18"	"0"	"198"	"198"	"1"	"0"
"8714"	"3"	"8"	"2"	"2"	"444"	"12"	"1"	"8"	"4"	"2"	"8"	"3"	"5"	"18"	"5"	"3"	"8"	"5"	"6"	"1"	"3"	"7"	"17"	"3"	"0"	"0"	"2"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"127"	"127"	"19"	"7"	"0"	"153"	"153"	"1"	"0"
"8715"	"3"	"8"	"2"	"2"	"444"	"3"	"2"	"4"	"2"	"0"	"6"	"0"	"1"	"11"	"13"	"4"	"1"	"2"	"2"	"0"	"2"	"3"	"9"	"2"	"0"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"70"	"70"	"10"	"9"	"0"	"89"	"89"	"1"	"0"
"8716"	"3"	"8"	"3"	"2"	"400"	"32"	"3"	"12"	"3"	"1"	"2"	"3"	"17"	"0"	"6"	"3"	"3"	"0"	"5"	"0"	"3"	"4"	"5"	"5"	"4"	"2"	"8"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"148"	"126"	"77"	"42"	"0"	"267"	"245"	"0"	"0"
"8717"	"3"	"8"	"3"	"2"	"400"	"44"	"12"	"29"	"5"	"2"	"4"	"4"	"20"	"7"	"8"	"6"	"3"	"9"	"6"	"0"	"7"	"5"	"10"	"12"	"8"	"4"	"11"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"223"	"223"	"39"	"23"	"0"	"285"	"285"	"1"	"0"
"8718"	"3"	"8"	"3"	"2"	"398"	"50"	"10"	"32"	"2"	"0"	"8"	"7"	"9"	"9"	"7"	"6"	"6"	"14"	"10"	"1"	"9"	"4"	"15"	"5"	"3"	"6"	"8"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"225"	"225"	"41"	"20"	"0"	"286"	"286"	"1"	"0"
"8719"	"3"	"8"	"3"	"2"	"400"	"51"	"11"	"22"	"4"	"4"	"11"	"7"	"17"	"6"	"6"	"1"	"3"	"14"	"7"	"2"	"4"	"12"	"7"	"5"	"2"	"4"	"9"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"215"	"215"	"20"	"26"	"0"	"261"	"261"	"1"	"0"
"8720"	"3"	"8"	"3"	"2"	"397"	"51"	"5"	"29"	"8"	"1"	"5"	"7"	"15"	"10"	"7"	"2"	"3"	"8"	"8"	"1"	"10"	"8"	"9"	"5"	"6"	"4"	"11"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"222"	"222"	"35"	"29"	"0"	"286"	"286"	"1"	"0"
"8721"	"3"	"8"	"3"	"2"	"402"	"48"	"8"	"38"	"5"	"0"	"4"	"11"	"8"	"7"	"5"	"3"	"3"	"7"	"7"	"0"	"3"	"8"	"11"	"5"	"4"	"2"	"10"	"10"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"207"	"207"	"19"	"37"	"0"	"263"	"263"	"1"	"0"
"8722"	"3"	"8"	"3"	"2"	"400"	"54"	"9"	"32"	"12"	"1"	"5"	"8"	"5"	"9"	"8"	"4"	"2"	"5"	"9"	"1"	"11"	"5"	"4"	"8"	"7"	"3"	"25"	"12"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"239"	"239"	"15"	"16"	"0"	"270"	"270"	"1"	"0"
"8723"	"3"	"8"	"3"	"2"	"400"	"57"	"4"	"48"	"4"	"1"	"14"	"4"	"12"	"4"	"9"	"1"	"4"	"4"	"11"	"0"	"7"	"2"	"6"	"4"	"4"	"0"	"17"	"11"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"228"	"228"	"19"	"21"	"132"	"268"	"268"	"1"	"0"
"8724"	"3"	"8"	"3"	"2"	"400"	"29"	"15"	"23"	"2"	"1"	"3"	"6"	"8"	"17"	"9"	"4"	"0"	"15"	"6"	"0"	"9"	"8"	"7"	"5"	"9"	"2"	"12"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"198"	"198"	"25"	"12"	"0"	"235"	"235"	"1"	"0"
"8725"	"3"	"8"	"3"	"2"	"400"	"66"	"8"	"16"	"1"	"0"	"7"	"6"	"14"	"10"	"15"	"9"	"2"	"16"	"10"	"1"	"1"	"3"	"10"	"6"	"8"	"0"	"7"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"221"	"221"	"28"	"18"	"0"	"267"	"267"	"1"	"0"
"8726"	"3"	"8"	"3"	"2"	"400"	"56"	"12"	"19"	"5"	"0"	"8"	"7"	"16"	"9"	"4"	"2"	"1"	"8"	"6"	"0"	"8"	"8"	"10"	"15"	"7"	"2"	"11"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"222"	"222"	"22"	"20"	"0"	"264"	"264"	"1"	"0"
"8727"	"3"	"8"	"3"	"2"	"400"	"53"	"13"	"25"	"5"	"0"	"6"	"1"	"17"	"6"	"6"	"5"	"6"	"10"	"7"	"2"	"7"	"7"	"12"	"9"	"6"	"7"	"6"	"19"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"235"	"235"	"32"	"23"	"0"	"290"	"290"	"1"	"0"
"8728"	"3"	"8"	"3"	"2"	"400"	"61"	"9"	"14"	"2"	"2"	"13"	"8"	"11"	"10"	"3"	"6"	"0"	"5"	"9"	"3"	"14"	"4"	"6"	"3"	"12"	"2"	"8"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"220"	"212"	"31"	"32"	"0"	"273"	"275"	"0"	"0"
"8729"	"3"	"8"	"3"	"2"	"400"	"60"	"11"	"16"	"3"	"0"	"7"	"14"	"17"	"9"	"9"	"4"	"0"	"9"	"10"	"1"	"7"	"6"	"9"	"3"	"7"	"3"	"6"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"219"	"219"	"26"	"24"	"0"	"269"	"269"	"1"	"0"
"8730"	"3"	"8"	"3"	"2"	"352"	"41"	"6"	"10"	"2"	"0"	"4"	"5"	"17"	"16"	"6"	"6"	"2"	"7"	"10"	"3"	"11"	"3"	"8"	"10"	"9"	"2"	"6"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"190"	"190"	"13"	"16"	"0"	"219"	"219"	"1"	"0"
"8731"	"3"	"8"	"3"	"2"	"351"	"31"	"9"	"21"	"3"	"2"	"6"	"4"	"17"	"10"	"8"	"4"	"1"	"7"	"4"	"2"	"14"	"6"	"8"	"6"	"9"	"0"	"6"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"187"	"187"	"23"	"12"	"0"	"222"	"222"	"1"	"0"
"8732"	"3"	"8"	"3"	"2"	"400"	"53"	"11"	"22"	"1"	"0"	"13"	"4"	"9"	"5"	"12"	"4"	"3"	"9"	"7"	"2"	"3"	"1"	"17"	"10"	"6"	"4"	"17"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"222"	"222"	"18"	"21"	"0"	"261"	"261"	"1"	"0"
"8733"	"3"	"8"	"3"	"2"	"399"	"49"	"7"	"23"	"1"	"1"	"22"	"4"	"13"	"7"	"7"	"2"	"2"	"20"	"11"	"2"	"9"	"4"	"6"	"9"	"4"	"6"	"19"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"236"	"236"	"16"	"20"	"0"	"272"	"272"	"1"	"0"
"8734"	"3"	"8"	"3"	"2"	"400"	"43"	"6"	"25"	"1"	"0"	"19"	"0"	"9"	"4"	"13"	"2"	"1"	"15"	"12"	"0"	"4"	"5"	"8"	"7"	"6"	"1"	"22"	"13"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"216"	"216"	"18"	"22"	"0"	"256"	"256"	"1"	"0"
"8735"	"3"	"8"	"3"	"2"	"380"	"43"	"9"	"22"	"1"	"0"	"13"	"2"	"13"	"10"	"13"	"3"	"1"	"13"	"8"	"1"	"5"	"4"	"7"	"11"	"4"	"1"	"18"	"13"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"215"	"215"	"13"	"17"	"0"	"245"	"245"	"1"	"0"
"8736"	"3"	"8"	"3"	"2"	"383"	"51"	"5"	"17"	"6"	"0"	"6"	"3"	"8"	"11"	"7"	"5"	"1"	"16"	"2"	"2"	"9"	"8"	"3"	"12"	"4"	"0"	"15"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"200"	"200"	"15"	"13"	"0"	"228"	"228"	"1"	"0"
"8737"	"3"	"8"	"3"	"2"	"380"	"52"	"8"	"19"	"1"	"0"	"10"	"2"	"8"	"5"	"8"	"3"	"3"	"3"	"1"	"0"	"2"	"3"	"10"	"8"	"2"	"1"	"4"	"10"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"163"	"163"	"23"	"25"	"0"	"211"	"211"	"1"	"0"
"8738"	"3"	"8"	"3"	"2"	"380"	"72"	"9"	"29"	"3"	"0"	"8"	"3"	"2"	"6"	"7"	"1"	"1"	"6"	"3"	"0"	"3"	"2"	"12"	"24"	"1"	"3"	"2"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"203"	"203"	"8"	"29"	"0"	"240"	"240"	"1"	"0"
"8739"	"3"	"8"	"3"	"2"	"380"	"66"	"1"	"35"	"3"	"1"	"7"	"6"	"4"	"6"	"5"	"2"	"0"	"8"	"4"	"1"	"5"	"1"	"27"	"15"	"2"	"2"	"0"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"207"	"207"	"15"	"17"	"0"	"239"	"239"	"1"	"0"
"8740"	"3"	"8"	"3"	"2"	"380"	"74"	"0"	"21"	"0"	"1"	"6"	"9"	"3"	"8"	"10"	"1"	"2"	"7"	"2"	"0"	"5"	"1"	"12"	"21"	"0"	"1"	"2"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"190"	"190"	"14"	"25"	"0"	"229"	"229"	"1"	"0"
"8741"	"3"	"8"	"3"	"2"	"380"	"60"	"5"	"26"	"1"	"1"	"4"	"9"	"2"	"11"	"6"	"5"	"2"	"4"	"1"	"0"	"7"	"1"	"12"	"23"	"3"	"1"	"2"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"191"	"191"	"14"	"17"	"0"	"222"	"222"	"1"	"0"
"8742"	"3"	"8"	"3"	"2"	"380"	"65"	"2"	"19"	"1"	"0"	"5"	"3"	"6"	"4"	"4"	"0"	"3"	"8"	"1"	"2"	"1"	"0"	"16"	"16"	"3"	"2"	"3"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"167"	"167"	"29"	"36"	"0"	"232"	"232"	"1"	"0"
"8743"	"3"	"8"	"3"	"2"	"380"	"70"	"3"	"32"	"1"	"2"	"11"	"4"	"2"	"3"	"4"	"2"	"0"	"4"	"1"	"0"	"10"	"1"	"19"	"14"	"2"	"2"	"1"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"197"	"197"	"18"	"20"	"0"	"235"	"235"	"1"	"0"
"8744"	"3"	"8"	"3"	"2"	"381"	"48"	"6"	"28"	"2"	"1"	"9"	"4"	"4"	"6"	"8"	"1"	"1"	"4"	"3"	"0"	"10"	"0"	"17"	"14"	"4"	"4"	"3"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"181"	"181"	"14"	"29"	"0"	"224"	"224"	"1"	"0"
"8745"	"3"	"8"	"3"	"2"	"380"	"55"	"4"	"23"	"1"	"0"	"9"	"4"	"4"	"10"	"2"	"2"	"0"	"9"	"2"	"0"	"3"	"3"	"10"	"21"	"11"	"0"	"1"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"181"	"181"	"12"	"11"	"23"	"204"	"204"	"1"	"0"
"8746"	"3"	"8"	"3"	"2"	"382"	"61"	"2"	"21"	"1"	"0"	"7"	"3"	"2"	"9"	"10"	"0"	"0"	"12"	"1"	"1"	"3"	"2"	"14"	"10"	"6"	"1"	"4"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"173"	"173"	"19"	"17"	"0"	"209"	"209"	"1"	"0"
"8747"	"3"	"8"	"3"	"2"	"256"	"38"	"5"	"18"	"1"	"0"	"4"	"3"	"1"	"5"	"12"	"1"	"1"	"3"	"3"	"0"	"2"	"0"	"4"	"13"	"3"	"2"	"1"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"124"	"124"	"5"	"8"	"0"	"137"	"137"	"1"	"0"
"8748"	"3"	"8"	"3"	"2"	"252"	"32"	"3"	"9"	"1"	"0"	"3"	"3"	"1"	"14"	"6"	"2"	"1"	"10"	"0"	"0"	"5"	"1"	"3"	"10"	"4"	"1"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"111"	"111"	"6"	"9"	"0"	"126"	"126"	"1"	"0"
"8749"	"3"	"8"	"3"	"2"	"380"	"31"	"5"	"28"	"0"	"0"	"10"	"1"	"3"	"3"	"1"	"1"	"2"	"4"	"5"	"0"	"4"	"1"	"7"	"8"	"1"	"2"	"0"	"56"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"173"	"173"	"12"	"45"	"0"	"230"	"230"	"1"	"0"
"8750"	"3"	"8"	"3"	"2"	"380"	"21"	"5"	"33"	"1"	"0"	"10"	"0"	"7"	"5"	"0"	"2"	"2"	"7"	"3"	"0"	"3"	"1"	"7"	"9"	"0"	"2"	"4"	"75"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"197"	"197"	"19"	"32"	"0"	"248"	"248"	"1"	"0"
"8751"	"3"	"8"	"3"	"2"	"380"	"23"	"8"	"39"	"1"	"1"	"11"	"3"	"1"	"3"	"1"	"1"	"0"	"10"	"1"	"0"	"5"	"2"	"4"	"2"	"0"	"1"	"2"	"76"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"195"	"195"	"17"	"36"	"0"	"248"	"248"	"1"	"0"
"8752"	"3"	"8"	"3"	"2"	"381"	"23"	"4"	"34"	"1"	"0"	"4"	"1"	"1"	"4"	"0"	"3"	"2"	"6"	"1"	"0"	"6"	"1"	"2"	"7"	"0"	"3"	"4"	"82"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"189"	"189"	"23"	"28"	"0"	"240"	"240"	"1"	"0"
"8753"	"3"	"8"	"3"	"2"	"381"	"22"	"5"	"43"	"2"	"0"	"8"	"1"	"5"	"1"	"1"	"6"	"0"	"1"	"1"	"2"	"1"	"1"	"9"	"7"	"0"	"2"	"6"	"76"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"200"	"200"	"21"	"19"	"0"	"240"	"240"	"1"	"0"
"8754"	"3"	"8"	"3"	"2"	"379"	"20"	"3"	"36"	"4"	"0"	"14"	"1"	"4"	"5"	"3"	"2"	"1"	"5"	"2"	"0"	"1"	"2"	"9"	"5"	"1"	"0"	"2"	"69"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"189"	"189"	"19"	"32"	"0"	"240"	"240"	"1"	"0"
"8755"	"3"	"8"	"3"	"2"	"380"	"17"	"3"	"30"	"5"	"0"	"9"	"2"	"1"	"1"	"1"	"0"	"1"	"4"	"3"	"0"	"2"	"0"	"5"	"9"	"1"	"0"	"4"	"63"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"161"	"161"	"20"	"37"	"0"	"218"	"218"	"1"	"0"
"8756"	"3"	"8"	"3"	"2"	"381"	"24"	"6"	"37"	"2"	"0"	"14"	"0"	"5"	"3"	"1"	"2"	"2"	"6"	"4"	"0"	"3"	"2"	"9"	"7"	"1"	"4"	"1"	"65"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"198"	"198"	"10"	"27"	"0"	"235"	"235"	"1"	"0"
"8757"	"3"	"8"	"3"	"2"	"380"	"32"	"6"	"37"	"2"	"1"	"5"	"0"	"4"	"3"	"6"	"5"	"4"	"3"	"7"	"0"	"1"	"2"	"3"	"13"	"0"	"0"	"3"	"69"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"206"	"206"	"18"	"25"	"0"	"249"	"249"	"1"	"0"
"8758"	"3"	"8"	"3"	"2"	"381"	"23"	"6"	"46"	"1"	"1"	"11"	"0"	"3"	"5"	"1"	"1"	"0"	"9"	"3"	"0"	"3"	"1"	"5"	"5"	"1"	"3"	"1"	"74"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"203"	"203"	"11"	"17"	"0"	"231"	"231"	"1"	"0"
"8759"	"3"	"8"	"3"	"2"	"380"	"22"	"4"	"37"	"2"	"1"	"6"	"0"	"4"	"3"	"1"	"2"	"0"	"8"	"1"	"0"	"3"	"5"	"6"	"3"	"1"	"2"	"4"	"71"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"186"	"186"	"9"	"24"	"0"	"219"	"219"	"1"	"0"
"8760"	"3"	"8"	"3"	"2"	"380"	"21"	"4"	"32"	"0"	"0"	"5"	"2"	"2"	"8"	"1"	"6"	"2"	"7"	"7"	"0"	"5"	"0"	"3"	"5"	"0"	"0"	"0"	"63"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"173"	"173"	"4"	"19"	"0"	"196"	"196"	"1"	"0"
"8761"	"3"	"8"	"3"	"2"	"223"	"10"	"3"	"28"	"0"	"0"	"5"	"0"	"2"	"4"	"1"	"2"	"0"	"2"	"2"	"0"	"3"	"0"	"1"	"7"	"1"	"2"	"2"	"32"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"107"	"107"	"7"	"7"	"0"	"121"	"121"	"1"	"0"
"8762"	"3"	"8"	"3"	"2"	"223"	"16"	"2"	"26"	"0"	"0"	"5"	"0"	"2"	"4"	"1"	"1"	"0"	"5"	"3"	"0"	"1"	"0"	"1"	"3"	"0"	"0"	"1"	"31"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"102"	"102"	"6"	"10"	"0"	"118"	"118"	"1"	"0"
"8763"	"3"	"8"	"3"	"2"	"380"	"31"	"1"	"46"	"0"	"1"	"14"	"2"	"12"	"2"	"5"	"2"	"1"	"6"	"7"	"2"	"8"	"1"	"7"	"10"	"4"	"0"	"2"	"21"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"185"	"185"	"16"	"24"	"0"	"225"	"225"	"1"	"0"
"8764"	"3"	"8"	"3"	"2"	"380"	"31"	"7"	"41"	"4"	"1"	"21"	"3"	"2"	"6"	"5"	"4"	"30"	"9"	"3"	"1"	"10"	"0"	"1"	"12"	"6"	"1"	"1"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"203"	"203"	"24"	"15"	"0"	"242"	"242"	"1"	"0"
"8765"	"3"	"8"	"3"	"2"	"380"	"46"	"6"	"71"	"0"	"0"	"12"	"2"	"6"	"3"	"9"	"1"	"0"	"9"	"0"	"1"	"7"	"1"	"4"	"8"	"3"	"3"	"0"	"12"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"204"	"204"	"16"	"15"	"0"	"235"	"235"	"1"	"0"
"8766"	"3"	"8"	"3"	"2"	"375"	"27"	"31"	"41"	"3"	"2"	"11"	"4"	"7"	"3"	"6"	"4"	"2"	"12"	"3"	"0"	"8"	"2"	"4"	"5"	"2"	"4"	"10"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"191"	"191"	"22"	"23"	"0"	"236"	"236"	"1"	"0"
"8767"	"3"	"8"	"3"	"2"	"398"	"38"	"2"	"55"	"1"	"0"	"11"	"1"	"6"	"0"	"13"	"2"	"0"	"6"	"0"	"1"	"5"	"0"	"3"	"0"	"5"	"1"	"0"	"28"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"187"	"178"	"22"	"25"	"0"	"234"	"225"	"0"	"0"
"8768"	"3"	"8"	"3"	"2"	"380"	"30"	"6"	"50"	"3"	"0"	"6"	"4"	"4"	"3"	"6"	"1"	"1"	"6"	"4"	"0"	"6"	"0"	"3"	"8"	"2"	"4"	"1"	"32"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"180"	"180"	"18"	"26"	"0"	"224"	"224"	"1"	"0"
"8769"	"3"	"8"	"3"	"2"	"380"	"33"	"5"	"49"	"2"	"2"	"11"	"3"	"3"	"8"	"6"	"2"	"0"	"15"	"3"	"0"	"5"	"0"	"4"	"6"	"2"	"2"	"0"	"27"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"188"	"188"	"10"	"8"	"0"	"206"	"206"	"1"	"0"
"8770"	"3"	"8"	"3"	"2"	"304"	"23"	"2"	"30"	"1"	"0"	"6"	"1"	"1"	"4"	"6"	"1"	"1"	"10"	"2"	"0"	"5"	"2"	"2"	"13"	"0"	"1"	"1"	"12"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"124"	"124"	"10"	"11"	"0"	"145"	"145"	"1"	"0"
"8771"	"3"	"8"	"3"	"2"	"303"	"31"	"3"	"37"	"0"	"0"	"14"	"0"	"6"	"4"	"1"	"1"	"1"	"10"	"3"	"0"	"5"	"1"	"1"	"6"	"1"	"0"	"3"	"18"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"146"	"146"	"7"	"13"	"0"	"166"	"166"	"1"	"0"
"8772"	"3"	"8"	"3"	"2"	"380"	"36"	"6"	"46"	"1"	"3"	"10"	"5"	"9"	"2"	"12"	"1"	"3"	"13"	"25"	"5"	"15"	"0"	"9"	"4"	"2"	"9"	"4"	"16"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"236"	"236"	"20"	"23"	"0"	"279"	"279"	"1"	"0"
"8773"	"3"	"8"	"3"	"2"	"380"	"23"	"4"	"46"	"5"	"0"	"12"	"2"	"11"	"7"	"20"	"1"	"2"	"7"	"17"	"2"	"3"	"2"	"6"	"4"	"3"	"11"	"6"	"16"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"210"	"210"	"29"	"15"	"0"	"254"	"254"	"1"	"0"
"8774"	"3"	"8"	"3"	"2"	"380"	"40"	"5"	"42"	"5"	"0"	"14"	"5"	"8"	"5"	"13"	"5"	"3"	"17"	"13"	"2"	"5"	"4"	"6"	"6"	"6"	"3"	"6"	"12"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"225"	"225"	"26"	"19"	"0"	"270"	"270"	"1"	"0"
"8775"	"3"	"8"	"3"	"2"	"380"	"38"	"6"	"38"	"5"	"0"	"14"	"2"	"11"	"5"	"12"	"2"	"4"	"17"	"13"	"2"	"6"	"2"	"3"	"7"	"1"	"5"	"7"	"17"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"217"	"217"	"17"	"21"	"0"	"255"	"255"	"1"	"0"
"8776"	"3"	"8"	"3"	"2"	"315"	"24"	"5"	"29"	"1"	"1"	"6"	"2"	"5"	"6"	"10"	"1"	"1"	"11"	"19"	"1"	"4"	"2"	"4"	"2"	"3"	"2"	"4"	"21"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"164"	"164"	"19"	"12"	"0"	"195"	"195"	"1"	"0"
"8777"	"3"	"8"	"3"	"2"	"314"	"32"	"6"	"37"	"3"	"2"	"9"	"3"	"5"	"5"	"8"	"0"	"0"	"12"	"13"	"1"	"9"	"2"	"2"	"4"	"3"	"4"	"3"	"23"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"186"	"186"	"11"	"11"	"0"	"208"	"208"	"1"	"0"
"8778"	"3"	"8"	"3"	"2"	"381"	"64"	"6"	"13"	"0"	"1"	"7"	"4"	"3"	"5"	"3"	"1"	"4"	"3"	"3"	"2"	"1"	"1"	"4"	"1"	"2"	"5"	"1"	"45"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"179"	"179"	"38"	"21"	"0"	"238"	"238"	"1"	"0"
"8779"	"3"	"8"	"3"	"2"	"380"	"62"	"3"	"19"	"1"	"0"	"12"	"2"	"2"	"1"	"12"	"3"	"1"	"5"	"1"	"0"	"4"	"2"	"5"	"3"	"3"	"3"	"9"	"50"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"203"	"203"	"28"	"25"	"0"	"256"	"256"	"1"	"0"
"8780"	"3"	"8"	"3"	"2"	"380"	"59"	"5"	"13"	"4"	"0"	"13"	"5"	"2"	"3"	"7"	"5"	"1"	"4"	"6"	"0"	"0"	"4"	"5"	"4"	"2"	"2"	"5"	"52"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"201"	"201"	"23"	"20"	"0"	"244"	"244"	"1"	"0"
"8781"	"3"	"8"	"3"	"2"	"380"	"64"	"2"	"21"	"1"	"0"	"12"	"4"	"1"	"4"	"8"	"2"	"2"	"0"	"3"	"2"	"0"	"0"	"1"	"7"	"0"	"7"	"5"	"65"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"211"	"211"	"24"	"20"	"0"	"255"	"255"	"1"	"0"
"8782"	"3"	"8"	"3"	"2"	"293"	"44"	"4"	"12"	"2"	"0"	"11"	"3"	"6"	"5"	"7"	"0"	"0"	"1"	"1"	"0"	"2"	"1"	"3"	"1"	"3"	"4"	"5"	"51"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"166"	"166"	"10"	"19"	"0"	"195"	"195"	"1"	"0"
"8783"	"3"	"8"	"3"	"2"	"292"	"52"	"5"	"15"	"0"	"2"	"9"	"1"	"0"	"5"	"8"	"0"	"1"	"4"	"1"	"0"	"0"	"0"	"3"	"3"	"2"	"3"	"4"	"61"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"179"	"179"	"12"	"10"	"0"	"201"	"201"	"1"	"0"
"8784"	"3"	"8"	"3"	"2"	"400"	"48"	"9"	"27"	"0"	"0"	"12"	"7"	"4"	"3"	"8"	"2"	"5"	"4"	"9"	"1"	"7"	"4"	"9"	"6"	"1"	"4"	"6"	"33"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"209"	"209"	"13"	"20"	"0"	"242"	"242"	"1"	"0"
