"MESA"	"TIPO_ELECCION"	"DEPTO"	"MUNI"	"ESTADO_ACTA"	"CANTIDAD_PAPELETAS"	"TODOS"	"VAMOS"	"BIEN"	"PC"	"FCN_NACION"	"WINAQ"	"URNG_MAIZ"	"EG"	"VICTORIA"	"UCN"	"SEMILLA"	"FUERZA"	"PODEMOS"	"PHG"	"UNIDOS"	"UNE"	"MLP"	"V18"	"V19"	"V20"	"V21"	"V22"	"V23"	"V24"	"V25"	"V26"	"V27"	"V28"	"V29"	"V30"	"VOTOS_VALIDOS_ACTA"	"VOTOS_VALIDOS"	"NULOS"	"BLANCOS"	"INVALIDOS"	"TOTAL_ACTA"	"TOTAL_VOTOS"	"ACTA_CUADRA"	"IMPUGNACIONES"
"8085"	"3"	"7"	"5"	"2"	"397"	"2"	"108"	"1"	"2"	"3"	"2"	"13"	"1"	"7"	"1"	"14"	"5"	"0"	"0"	"3"	"54"	"27"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"243"	"243"	"19"	"89"	"0"	"351"	"351"	"1"	"0"
"8086"	"3"	"7"	"5"	"2"	"397"	"0"	"101"	"1"	"1"	"2"	"5"	"10"	"2"	"12"	"1"	"13"	"9"	"3"	"1"	"3"	"39"	"34"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"237"	"237"	"15"	"79"	"0"	"331"	"331"	"1"	"0"
"8087"	"3"	"7"	"5"	"2"	"400"	"8"	"116"	"3"	"1"	"7"	"2"	"17"	"0"	"13"	"0"	"11"	"5"	"8"	"1"	"0"	"35"	"22"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"249"	"249"	"17"	"79"	"0"	"345"	"345"	"1"	"0"
"8088"	"3"	"7"	"5"	"2"	"400"	"6"	"98"	"5"	"2"	"7"	"3"	"17"	"2"	"16"	"2"	"11"	"10"	"1"	"1"	"0"	"62"	"24"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"267"	"267"	"16"	"75"	"0"	"358"	"358"	"1"	"0"
"8089"	"3"	"7"	"5"	"2"	"400"	"4"	"110"	"5"	"1"	"1"	"1"	"14"	"2"	"17"	"0"	"16"	"6"	"3"	"1"	"1"	"55"	"25"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"262"	"262"	"21"	"85"	"0"	"368"	"368"	"1"	"0"
"8090"	"3"	"7"	"5"	"2"	"399"	"4"	"94"	"6"	"5"	"1"	"1"	"32"	"1"	"7"	"1"	"25"	"2"	"4"	"5"	"0"	"25"	"35"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"248"	"248"	"15"	"92"	"0"	"355"	"355"	"1"	"0"
"8091"	"3"	"7"	"5"	"2"	"400"	"10"	"86"	"1"	"1"	"7"	"6"	"26"	"2"	"13"	"5"	"28"	"4"	"3"	"4"	"0"	"39"	"21"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"256"	"256"	"16"	"87"	"0"	"359"	"359"	"1"	"0"
"8092"	"3"	"7"	"5"	"2"	"400"	"5"	"89"	"2"	"2"	"5"	"6"	"23"	"0"	"11"	"3"	"32"	"4"	"1"	"2"	"2"	"31"	"25"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"243"	"243"	"10"	"82"	"0"	"335"	"335"	"1"	"0"
"8093"	"3"	"7"	"5"	"2"	"400"	"4"	"89"	"1"	"1"	"3"	"3"	"19"	"1"	"5"	"1"	"27"	"4"	"1"	"3"	"0"	"52"	"32"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"246"	"246"	"11"	"40"	"0"	"297"	"297"	"1"	"0"
"8094"	"3"	"7"	"5"	"2"	"400"	"4"	"101"	"1"	"0"	"5"	"5"	"18"	"2"	"9"	"2"	"25"	"5"	"2"	"0"	"1"	"34"	"31"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"245"	"245"	"14"	"59"	"0"	"318"	"318"	"1"	"0"
"8095"	"3"	"7"	"5"	"2"	"400"	"5"	"75"	"6"	"1"	"7"	"5"	"23"	"0"	"9"	"2"	"19"	"5"	"1"	"0"	"1"	"45"	"26"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"230"	"230"	"21"	"76"	"1"	"327"	"327"	"1"	"0"
"8096"	"3"	"7"	"5"	"2"	"400"	"4"	"100"	"0"	"1"	"11"	"5"	"26"	"0"	"6"	"1"	"23"	"3"	"4"	"2"	"1"	"38"	"25"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"250"	"250"	"14"	"54"	"0"	"318"	"318"	"1"	"1"
"8097"	"3"	"7"	"5"	"2"	"339"	"5"	"83"	"0"	"1"	"7"	"6"	"16"	"0"	"2"	"2"	"27"	"2"	"0"	"2"	"0"	"41"	"21"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"215"	"215"	"6"	"32"	"3"	"253"	"253"	"1"	"0"
"8098"	"3"	"7"	"5"	"2"	"339"	"2"	"95"	"1"	"0"	"2"	"3"	"15"	"1"	"8"	"0"	"18"	"5"	"2"	"1"	"0"	"30"	"23"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"206"	"206"	"11"	"50"	"0"	"267"	"267"	"1"	"0"
"8099"	"3"	"7"	"5"	"2"	"380"	"1"	"103"	"0"	"3"	"2"	"2"	"2"	"0"	"5"	"2"	"0"	"27"	"1"	"0"	"0"	"50"	"12"	"0"	"0"	"0"	"0"	"27"	"1"	"0"	"0"	"50"	"12"	"0"	"0"	"0"	"210"	"210"	"19"	"47"	"0"	"276"	"276"	"1"	"0"
"8100"	"3"	"7"	"5"	"2"	"380"	"0"	"89"	"1"	"4"	"3"	"2"	"12"	"0"	"2"	"1"	"2"	"19"	"4"	"2"	"0"	"54"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"201"	"201"	"18"	"57"	"0"	"276"	"276"	"1"	"0"
"8101"	"3"	"7"	"5"	"2"	"380"	"1"	"114"	"3"	"4"	"4"	"3"	"4"	"0"	"7"	"4"	"4"	"17"	"0"	"0"	"0"	"71"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"242"	"242"	"15"	"50"	"0"	"307"	"307"	"1"	"0"
"8102"	"3"	"7"	"5"	"2"	"380"	"0"	"100"	"2"	"5"	"2"	"0"	"3"	"0"	"2"	"0"	"2"	"12"	"1"	"1"	"0"	"78"	"6"	"0"	"0"	"0"	"2"	"12"	"1"	"1"	"0"	"78"	"6"	"0"	"0"	"0"	"214"	"214"	"19"	"51"	"5"	"284"	"284"	"1"	"0"
"8103"	"3"	"7"	"5"	"2"	"380"	"0"	"82"	"1"	"3"	"2"	"0"	"1"	"0"	"1"	"3"	"0"	"20"	"1"	"0"	"0"	"74"	"7"	"0"	"0"	"0"	"0"	"20"	"1"	"0"	"0"	"74"	"7"	"0"	"0"	"0"	"195"	"195"	"4"	"51"	"0"	"250"	"250"	"1"	"0"
"8104"	"3"	"7"	"5"	"2"	"380"	"0"	"106"	"0"	"7"	"1"	"1"	"6"	"1"	"3"	"1"	"1"	"19"	"1"	"1"	"0"	"67"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"220"	"220"	"12"	"42"	"0"	"274"	"274"	"1"	"0"
"8105"	"3"	"7"	"5"	"2"	"380"	"0"	"89"	"1"	"8"	"2"	"3"	"7"	"1"	"4"	"2"	"3"	"15"	"0"	"2"	"1"	"57"	"10"	"0"	"0"	"0"	"3"	"15"	"0"	"2"	"1"	"57"	"10"	"0"	"0"	"0"	"205"	"205"	"12"	"53"	"0"	"270"	"270"	"1"	"0"
"8106"	"3"	"7"	"5"	"2"	"366"	"0"	"76"	"0"	"8"	"2"	"0"	"5"	"0"	"5"	"1"	"2"	"21"	"1"	"0"	"0"	"61"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"184"	"184"	"12"	"47"	"0"	"243"	"243"	"1"	"0"
"8107"	"3"	"7"	"5"	"2"	"366"	"0"	"99"	"0"	"3"	"2"	"1"	"4"	"1"	"3"	"3"	"6"	"15"	"2"	"0"	"0"	"56"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"199"	"199"	"1"	"41"	"4"	"241"	"241"	"1"	"0"
"8108"	"3"	"7"	"5"	"2"	"380"	"0"	"110"	"1"	"2"	"13"	"1"	"3"	"0"	"8"	"6"	"10"	"62"	"3"	"0"	"1"	"26"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"249"	"249"	"26"	"52"	"0"	"327"	"327"	"1"	"0"
"8109"	"3"	"7"	"5"	"2"	"380"	"0"	"128"	"0"	"3"	"12"	"0"	"2"	"0"	"2"	"3"	"4"	"57"	"3"	"0"	"0"	"16"	"10"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"240"	"240"	"20"	"58"	"0"	"318"	"318"	"1"	"0"
"8110"	"3"	"7"	"5"	"2"	"380"	"0"	"108"	"0"	"9"	"16"	"1"	"0"	"0"	"3"	"4"	"8"	"62"	"1"	"1"	"2"	"17"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"237"	"237"	"17"	"47"	"0"	"301"	"301"	"1"	"0"
"8111"	"3"	"7"	"5"	"2"	"367"	"0"	"106"	"0"	"6"	"11"	"0"	"1"	"0"	"2"	"3"	"2"	"60"	"0"	"0"	"1"	"20"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"219"	"219"	"32"	"59"	"0"	"310"	"310"	"1"	"0"
"8112"	"3"	"7"	"5"	"2"	"366"	"0"	"119"	"1"	"10"	"30"	"0"	"0"	"0"	"3"	"3"	"6"	"53"	"1"	"2"	"0"	"14"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"249"	"249"	"8"	"18"	"0"	"275"	"275"	"1"	"0"
"8113"	"3"	"7"	"5"	"2"	"380"	"2"	"134"	"3"	"8"	"1"	"0"	"2"	"1"	"1"	"2"	"5"	"16"	"9"	"1"	"1"	"41"	"13"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"240"	"240"	"13"	"29"	"0"	"282"	"282"	"1"	"0"
"8114"	"3"	"7"	"5"	"2"	"377"	"3"	"116"	"2"	"12"	"11"	"1"	"4"	"1"	"1"	"3"	"2"	"23"	"4"	"1"	"0"	"65"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"252"	"252"	"16"	"44"	"0"	"312"	"312"	"1"	"0"
"8115"	"3"	"7"	"5"	"2"	"380"	"2"	"135"	"2"	"16"	"5"	"2"	"4"	"1"	"3"	"3"	"3"	"15"	"12"	"1"	"1"	"48"	"10"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"263"	"263"	"10"	"38"	"0"	"311"	"311"	"1"	"0"
"8116"	"3"	"7"	"5"	"2"	"378"	"6"	"109"	"2"	"13"	"4"	"0"	"0"	"0"	"3"	"0"	"26"	"17"	"6"	"0"	"0"	"51"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"243"	"243"	"20"	"40"	"0"	"303"	"303"	"1"	"0"
"8117"	"3"	"7"	"5"	"2"	"380"	"5"	"147"	"2"	"7"	"5"	"2"	"4"	"2"	"1"	"3"	"4"	"20"	"8"	"0"	"1"	"55"	"10"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"276"	"276"	"15"	"34"	"0"	"325"	"325"	"1"	"0"
"8118"	"3"	"7"	"5"	"2"	"388"	"7"	"117"	"6"	"18"	"6"	"2"	"9"	"0"	"9"	"6"	"3"	"28"	"9"	"2"	"0"	"51"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"276"	"276"	"22"	"30"	"0"	"328"	"328"	"1"	"0"
"8119"	"3"	"7"	"5"	"2"	"380"	"2"	"87"	"4"	"9"	"6"	"3"	"5"	"0"	"7"	"5"	"3"	"29"	"5"	"1"	"1"	"58"	"15"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"240"	"240"	"23"	"45"	"0"	"308"	"308"	"1"	"0"
"8120"	"3"	"7"	"5"	"2"	"380"	"4"	"119"	"5"	"11"	"13"	"3"	"4"	"1"	"5"	"1"	"4"	"31"	"7"	"1"	"0"	"42"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"260"	"260"	"8"	"27"	"0"	"295"	"295"	"1"	"0"
"8121"	"3"	"7"	"5"	"2"	"380"	"2"	"118"	"4"	"16"	"8"	"1"	"1"	"1"	"4"	"1"	"4"	"25"	"6"	"0"	"1"	"44"	"7"	"0"	"0"	"0"	"4"	"25"	"6"	"0"	"1"	"44"	"7"	"0"	"0"	"0"	"243"	"243"	"8"	"26"	"0"	"277"	"277"	"1"	"0"
"8122"	"3"	"7"	"5"	"2"	"380"	"0"	"110"	"2"	"15"	"8"	"2"	"4"	"0"	"3"	"2"	"2"	"21"	"7"	"1"	"0"	"48"	"10"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"235"	"235"	"9"	"30"	"0"	"274"	"274"	"1"	"0"
"8123"	"3"	"7"	"5"	"2"	"380"	"3"	"118"	"1"	"9"	"8"	"1"	"4"	"0"	"1"	"1"	"5"	"17"	"5"	"1"	"0"	"45"	"16"	"0"	"0"	"0"	"5"	"17"	"5"	"1"	"0"	"45"	"16"	"0"	"0"	"0"	"235"	"235"	"9"	"37"	"0"	"281"	"281"	"1"	"0"
"8124"	"3"	"7"	"5"	"2"	"380"	"3"	"98"	"2"	"19"	"6"	"2"	"3"	"0"	"5"	"2"	"4"	"24"	"5"	"2"	"1"	"47"	"12"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"235"	"235"	"14"	"45"	"0"	"294"	"294"	"1"	"0"
"8125"	"3"	"7"	"5"	"2"	"380"	"1"	"95"	"2"	"13"	"8"	"0"	"8"	"2"	"4"	"1"	"1"	"25"	"6"	"1"	"0"	"49"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"222"	"222"	"17"	"55"	"0"	"294"	"294"	"1"	"0"
"8126"	"3"	"7"	"5"	"2"	"380"	"1"	"104"	"4"	"9"	"7"	"0"	"3"	"0"	"0"	"1"	"0"	"28"	"9"	"0"	"1"	"25"	"12"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"204"	"204"	"20"	"40"	"0"	"264"	"264"	"1"	"0"
"8127"	"3"	"7"	"5"	"2"	"380"	"2"	"116"	"0"	"14"	"4"	"0"	"2"	"2"	"1"	"0"	"3"	"23"	"8"	"3"	"0"	"41"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"226"	"226"	"8"	"26"	"0"	"260"	"260"	"1"	"0"
"8128"	"3"	"7"	"5"	"2"	"269"	"2"	"116"	"0"	"6"	"10"	"2"	"3"	"0"	"0"	"3"	"4"	"13"	"8"	"0"	"0"	"22"	"11"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"200"	"200"	"4"	"23"	"0"	"227"	"227"	"1"	"0"
"8129"	"3"	"7"	"5"	"2"	"272"	"2"	"70"	"4"	"8"	"5"	"0"	"1"	"0"	"1"	"0"	"2"	"20"	"5"	"0"	"0"	"30"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"155"	"155"	"12"	"18"	"0"	"185"	"185"	"1"	"0"
"8130"	"3"	"7"	"5"	"2"	"380"	"1"	"164"	"4"	"3"	"1"	"3"	"8"	"0"	"8"	"12"	"4"	"19"	"3"	"0"	"1"	"16"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"253"	"253"	"13"	"45"	"0"	"311"	"311"	"1"	"0"
"8131"	"3"	"7"	"5"	"2"	"380"	"2"	"179"	"4"	"2"	"3"	"2"	"6"	"0"	"3"	"9"	"5"	"27"	"3"	"0"	"0"	"15"	"13"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"273"	"273"	"11"	"51"	"62"	"335"	"335"	"1"	"0"
"8132"	"3"	"7"	"5"	"2"	"380"	"0"	"155"	"1"	"3"	"4"	"2"	"9"	"0"	"2"	"6"	"1"	"31"	"5"	"0"	"0"	"27"	"11"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"257"	"257"	"11"	"59"	"0"	"327"	"327"	"1"	"0"
"8133"	"3"	"7"	"5"	"2"	"380"	"1"	"143"	"1"	"3"	"1"	"2"	"6"	"1"	"5"	"10"	"5"	"19"	"6"	"0"	"0"	"22"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"233"	"233"	"11"	"50"	"0"	"294"	"294"	"1"	"0"
"8134"	"3"	"7"	"5"	"2"	"380"	"0"	"151"	"3"	"4"	"5"	"1"	"7"	"2"	"8"	"8"	"2"	"20"	"6"	"0"	"1"	"19"	"12"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"249"	"249"	"12"	"59"	"0"	"320"	"320"	"1"	"1"
"8135"	"3"	"7"	"5"	"2"	"375"	"0"	"147"	"4"	"4"	"5"	"1"	"7"	"0"	"5"	"10"	"1"	"16"	"3"	"0"	"3"	"16"	"10"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"232"	"232"	"18"	"55"	"0"	"305"	"305"	"1"	"0"
"8136"	"3"	"7"	"5"	"2"	"374"	"1"	"164"	"3"	"5"	"7"	"1"	"7"	"1"	"3"	"10"	"1"	"12"	"6"	"1"	"0"	"14"	"8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"244"	"244"	"4"	"43"	"3"	"291"	"291"	"1"	"0"
"8137"	"3"	"7"	"5"	"2"	"380"	"0"	"125"	"3"	"4"	"5"	"1"	"5"	"0"	"0"	"0"	"2"	"10"	"3"	"0"	"1"	"98"	"14"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"271"	"271"	"15"	"24"	"0"	"310"	"310"	"1"	"0"
"8138"	"3"	"7"	"5"	"2"	"380"	"0"	"113"	"2"	"4"	"6"	"1"	"2"	"1"	"2"	"1"	"2"	"11"	"1"	"2"	"0"	"100"	"10"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"258"	"258"	"26"	"40"	"0"	"324"	"324"	"1"	"0"
"8139"	"3"	"7"	"5"	"2"	"380"	"1"	"92"	"4"	"4"	"3"	"4"	"8"	"1"	"4"	"4"	"3"	"10"	"0"	"0"	"0"	"116"	"19"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"273"	"273"	"17"	"25"	"0"	"315"	"315"	"1"	"0"
"8140"	"3"	"7"	"5"	"2"	"380"	"2"	"96"	"5"	"2"	"5"	"0"	"2"	"0"	"0"	"2"	"2"	"9"	"3"	"1"	"1"	"109"	"15"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"254"	"254"	"18"	"36"	"0"	"308"	"308"	"1"	"0"
"8141"	"3"	"7"	"5"	"2"	"380"	"2"	"111"	"0"	"3"	"5"	"1"	"1"	"0"	"1"	"3"	"4"	"8"	"1"	"3"	"1"	"101"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"254"	"254"	"16"	"27"	"0"	"297"	"297"	"1"	"0"
"8142"	"3"	"7"	"5"	"2"	"380"	"2"	"119"	"0"	"1"	"6"	"0"	"4"	"1"	"3"	"2"	"1"	"14"	"1"	"1"	"0"	"102"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"261"	"261"	"19"	"21"	"0"	"301"	"301"	"1"	"0"
"8143"	"3"	"7"	"5"	"2"	"311"	"0"	"83"	"1"	"0"	"4"	"2"	"3"	"1"	"1"	"3"	"0"	"10"	"0"	"1"	"0"	"71"	"11"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"191"	"191"	"15"	"21"	"0"	"227"	"227"	"1"	"0"
"8144"	"3"	"7"	"5"	"2"	"311"	"1"	"106"	"0"	"0"	"10"	"0"	"3"	"0"	"0"	"0"	"2"	"8"	"1"	"2"	"0"	"69"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"204"	"204"	"7"	"20"	"0"	"231"	"231"	"1"	"0"
"8145"	"3"	"7"	"5"	"2"	"378"	"0"	"151"	"6"	"4"	"4"	"2"	"6"	"0"	"14"	"4"	"4"	"8"	"2"	"1"	"2"	"45"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"255"	"255"	"32"	"46"	"0"	"333"	"333"	"1"	"0"
"8146"	"3"	"7"	"5"	"2"	"302"	"1"	"125"	"2"	"3"	"5"	"0"	"4"	"1"	"9"	"1"	"0"	"2"	"3"	"0"	"0"	"32"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"195"	"195"	"15"	"39"	"0"	"249"	"249"	"1"	"0"
"8147"	"3"	"7"	"5"	"2"	"302"	"0"	"119"	"6"	"1"	"3"	"1"	"5"	"0"	"7"	"3"	"0"	"5"	"4"	"0"	"0"	"40"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"196"	"196"	"10"	"26"	"0"	"232"	"232"	"1"	"0"
"8148"	"3"	"7"	"5"	"2"	"380"	"1"	"104"	"1"	"3"	"1"	"0"	"1"	"0"	"6"	"3"	"1"	"7"	"2"	"0"	"0"	"69"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"206"	"206"	"17"	"51"	"0"	"274"	"274"	"1"	"0"
"8149"	"3"	"7"	"5"	"2"	"380"	"0"	"91"	"0"	"2"	"1"	"1"	"1"	"0"	"0"	"4"	"2"	"15"	"1"	"1"	"0"	"69"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"190"	"190"	"22"	"45"	"0"	"257"	"257"	"1"	"0"
"8150"	"3"	"7"	"5"	"2"	"369"	"0"	"89"	"1"	"5"	"2"	"0"	"3"	"0"	"2"	"1"	"2"	"14"	"1"	"0"	"0"	"55"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"178"	"178"	"22"	"44"	"0"	"244"	"244"	"1"	"0"
"8151"	"3"	"7"	"5"	"2"	"368"	"1"	"112"	"2"	"1"	"1"	"1"	"2"	"1"	"2"	"2"	"0"	"14"	"0"	"2"	"0"	"68"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"210"	"210"	"21"	"37"	"0"	"268"	"268"	"1"	"0"
"8152"	"3"	"7"	"5"	"2"	"380"	"0"	"130"	"5"	"2"	"7"	"1"	"1"	"3"	"17"	"5"	"5"	"8"	"1"	"0"	"0"	"46"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"238"	"238"	"23"	"55"	"0"	"316"	"316"	"1"	"0"
"8153"	"3"	"7"	"5"	"2"	"273"	"0"	"105"	"5"	"2"	"5"	"0"	"1"	"0"	"9"	"1"	"1"	"2"	"3"	"2"	"0"	"39"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"178"	"178"	"13"	"33"	"0"	"224"	"224"	"1"	"0"
"8154"	"3"	"7"	"5"	"2"	"272"	"1"	"117"	"1"	"3"	"1"	"0"	"2"	"0"	"5"	"2"	"1"	"1"	"0"	"2"	"1"	"38"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"178"	"178"	"7"	"34"	"0"	"219"	"219"	"1"	"0"
"8155"	"3"	"7"	"5"	"2"	"408"	"0"	"27"	"1"	"2"	"2"	"1"	"9"	"2"	"4"	"1"	"5"	"1"	"1"	"0"	"0"	"17"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"80"	"80"	"11"	"25"	"0"	"116"	"116"	"1"	"0"
"8156"	"3"	"7"	"5"	"2"	"405"	"3"	"28"	"1"	"1"	"1"	"0"	"6"	"1"	"5"	"1"	"8"	"3"	"1"	"0"	"0"	"15"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"79"	"79"	"11"	"21"	"0"	"111"	"111"	"1"	"0"
"8157"	"3"	"7"	"6"	"2"	"400"	"14"	"44"	"2"	"1"	"43"	"2"	"8"	"0"	"3"	"18"	"4"	"5"	"4"	"0"	"0"	"46"	"26"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"220"	"220"	"18"	"91"	"0"	"329"	"329"	"1"	"2"
"8158"	"3"	"7"	"6"	"2"	"400"	"20"	"51"	"1"	"1"	"29"	"4"	"3"	"1"	"3"	"18"	"2"	"12"	"3"	"2"	"0"	"56"	"18"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"224"	"224"	"17"	"109"	"0"	"350"	"350"	"1"	"0"
"8159"	"3"	"7"	"6"	"2"	"400"	"22"	"93"	"2"	"0"	"33"	"9"	"7"	"2"	"2"	"20"	"1"	"9"	"4"	"2"	"0"	"33"	"17"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"256"	"256"	"14"	"90"	"0"	"360"	"360"	"1"	"0"
