"MESA"	"TIPO_ELECCION"	"DEPTO"	"MUNI"	"ESTADO_ACTA"	"CANTIDAD_PAPELETAS"	"TODOS"	"VAMOS"	"BIEN"	"PC"	"FCN_NACION"	"WINAQ"	"URNG_MAIZ"	"EG"	"VICTORIA"	"UCN"	"SEMILLA"	"FUERZA"	"PODEMOS"	"PHG"	"UNIDOS"	"UNE"	"MLP"	"V18"	"V19"	"V20"	"V21"	"V22"	"V23"	"V24"	"V25"	"V26"	"V27"	"V28"	"V29"	"V30"	"VOTOS_VALIDOS_ACTA"	"VOTOS_VALIDOS"	"NULOS"	"BLANCOS"	"INVALIDOS"	"TOTAL_ACTA"	"TOTAL_VOTOS"	"ACTA_CUADRA"	"IMPUGNACIONES"
"8010"	"3"	"7"	"2"	"2"	"381"	"4"	"10"	"1"	"5"	"13"	"4"	"32"	"1"	"1"	"0"	"5"	"13"	"41"	"10"	"0"	"140"	"18"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"298"	"298"	"8"	"46"	"0"	"352"	"352"	"1"	"0"
"8011"	"3"	"7"	"3"	"2"	"400"	"28"	"80"	"2"	"1"	"13"	"12"	"61"	"1"	"5"	"4"	"13"	"15"	"8"	"9"	"0"	"14"	"24"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"290"	"290"	"14"	"59"	"0"	"363"	"363"	"1"	"0"
"8012"	"3"	"7"	"3"	"2"	"400"	"23"	"82"	"4"	"1"	"13"	"16"	"75"	"2"	"2"	"2"	"13"	"13"	"4"	"15"	"0"	"9"	"23"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"297"	"297"	"20"	"58"	"0"	"375"	"375"	"1"	"0"
"8013"	"3"	"7"	"3"	"2"	"396"	"26"	"70"	"6"	"0"	"11"	"11"	"71"	"2"	"3"	"5"	"14"	"11"	"6"	"13"	"0"	"8"	"16"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"273"	"273"	"22"	"40"	"0"	"335"	"335"	"1"	"0"
"8014"	"3"	"7"	"3"	"2"	"395"	"23"	"79"	"1"	"0"	"6"	"20"	"75"	"1"	"2"	"3"	"24"	"17"	"8"	"18"	"0"	"6"	"21"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"304"	"304"	"19"	"22"	"0"	"345"	"345"	"1"	"0"
"8015"	"3"	"7"	"4"	"2"	"400"	"15"	"33"	"2"	"53"	"6"	"6"	"10"	"0"	"11"	"2"	"11"	"6"	"13"	"3"	"0"	"34"	"15"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"220"	"220"	"6"	"67"	"0"	"293"	"293"	"1"	"0"
"8016"	"3"	"7"	"4"	"2"	"400"	"15"	"32"	"6"	"63"	"15"	"2"	"8"	"0"	"17"	"1"	"11"	"8"	"20"	"4"	"0"	"31"	"13"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"246"	"246"	"8"	"66"	"0"	"320"	"320"	"1"	"0"
"8017"	"3"	"7"	"4"	"2"	"400"	"10"	"40"	"2"	"51"	"18"	"3"	"2"	"0"	"10"	"5"	"16"	"7"	"14"	"3"	"0"	"35"	"11"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"227"	"227"	"16"	"61"	"0"	"304"	"304"	"1"	"0"
"8018"	"3"	"7"	"4"	"2"	"400"	"20"	"37"	"3"	"44"	"9"	"2"	"8"	"1"	"9"	"7"	"21"	"10"	"15"	"3"	"0"	"28"	"37"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"254"	"254"	"9"	"53"	"0"	"316"	"316"	"1"	"0"
"8019"	"3"	"7"	"4"	"2"	"400"	"15"	"35"	"3"	"49"	"8"	"1"	"8"	"1"	"14"	"2"	"20"	"17"	"29"	"6"	"0"	"24"	"10"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"242"	"242"	"16"	"68"	"0"	"326"	"326"	"1"	"0"
"8020"	"3"	"7"	"4"	"2"	"400"	"7"	"41"	"3"	"45"	"8"	"2"	"11"	"0"	"17"	"1"	"13"	"10"	"21"	"3"	"0"	"36"	"13"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"231"	"231"	"16"	"59"	"0"	"306"	"306"	"1"	"0"
"8021"	"3"	"7"	"4"	"2"	"400"	"12"	"39"	"3"	"56"	"3"	"4"	"7"	"0"	"19"	"0"	"10"	"11"	"45"	"4"	"0"	"16"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"238"	"238"	"23"	"60"	"0"	"321"	"321"	"1"	"0"
"8022"	"3"	"7"	"4"	"2"	"400"	"16"	"52"	"2"	"35"	"13"	"3"	"12"	"1"	"19"	"2"	"19"	"4"	"25"	"5"	"0"	"26"	"13"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"247"	"247"	"15"	"72"	"0"	"334"	"334"	"1"	"0"
"8023"	"3"	"7"	"4"	"2"	"400"	"14"	"52"	"3"	"55"	"17"	"2"	"5"	"0"	"18"	"2"	"6"	"6"	"28"	"3"	"1"	"22"	"10"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"244"	"244"	"7"	"60"	"0"	"311"	"311"	"1"	"0"
"8024"	"3"	"7"	"4"	"2"	"400"	"18"	"41"	"3"	"36"	"9"	"7"	"6"	"1"	"13"	"2"	"11"	"9"	"22"	"2"	"0"	"17"	"17"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"214"	"214"	"13"	"37"	"0"	"264"	"264"	"1"	"0"
"8025"	"3"	"7"	"4"	"2"	"400"	"17"	"41"	"8"	"31"	"8"	"3"	"11"	"0"	"19"	"6"	"18"	"5"	"21"	"3"	"0"	"22"	"18"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"231"	"231"	"14"	"42"	"0"	"287"	"287"	"1"	"0"
"8026"	"3"	"7"	"4"	"2"	"400"	"14"	"28"	"4"	"31"	"9"	"1"	"14"	"2"	"18"	"3"	"19"	"9"	"25"	"2"	"1"	"20"	"16"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"216"	"216"	"17"	"46"	"0"	"279"	"279"	"1"	"0"
"8027"	"3"	"7"	"4"	"2"	"400"	"17"	"36"	"5"	"53"	"4"	"5"	"6"	"1"	"11"	"2"	"17"	"7"	"22"	"5"	"0"	"28"	"19"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"238"	"238"	"12"	"44"	"0"	"294"	"294"	"1"	"0"
"8028"	"3"	"7"	"4"	"2"	"304"	"13"	"41"	"6"	"37"	"8"	"4"	"13"	"0"	"17"	"6"	"12"	"4"	"27"	"11"	"0"	"21"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"229"	"229"	"10"	"14"	"0"	"253"	"253"	"1"	"0"
"8029"	"3"	"7"	"4"	"2"	"303"	"15"	"31"	"0"	"40"	"7"	"4"	"4"	"0"	"8"	"2"	"9"	"9"	"19"	"7"	"0"	"23"	"16"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"194"	"194"	"2"	"29"	"0"	"225"	"225"	"1"	"0"
"8030"	"3"	"7"	"4"	"2"	"380"	"18"	"29"	"3"	"34"	"2"	"6"	"12"	"0"	"13"	"0"	"12"	"12"	"15"	"3"	"0"	"30"	"15"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"204"	"204"	"24"	"51"	"0"	"279"	"279"	"1"	"0"
"8031"	"3"	"7"	"4"	"2"	"380"	"8"	"27"	"2"	"27"	"8"	"5"	"7"	"0"	"7"	"4"	"4"	"9"	"6"	"1"	"0"	"71"	"23"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"209"	"209"	"16"	"59"	"0"	"284"	"284"	"1"	"0"
"8032"	"3"	"7"	"4"	"2"	"380"	"13"	"33"	"0"	"21"	"2"	"5"	"9"	"1"	"4"	"3"	"6"	"11"	"17"	"3"	"1"	"72"	"14"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"215"	"215"	"11"	"55"	"0"	"281"	"281"	"1"	"0"
"8033"	"3"	"7"	"4"	"2"	"379"	"25"	"20"	"2"	"61"	"8"	"3"	"12"	"1"	"10"	"0"	"7"	"7"	"6"	"2"	"0"	"46"	"15"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"225"	"225"	"17"	"54"	"0"	"296"	"296"	"1"	"0"
"8034"	"3"	"7"	"4"	"2"	"380"	"14"	"41"	"4"	"16"	"5"	"3"	"10"	"2"	"4"	"4"	"12"	"4"	"5"	"3"	"1"	"68"	"21"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"217"	"217"	"26"	"44"	"0"	"287"	"287"	"1"	"0"
"8035"	"3"	"7"	"4"	"2"	"380"	"26"	"38"	"6"	"22"	"6"	"8"	"12"	"0"	"9"	"4"	"17"	"2"	"6"	"2"	"0"	"35"	"14"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"207"	"207"	"26"	"56"	"0"	"289"	"289"	"1"	"0"
"8036"	"3"	"7"	"4"	"2"	"399"	"14"	"38"	"5"	"40"	"12"	"5"	"7"	"0"	"11"	"2"	"12"	"3"	"18"	"3"	"1"	"31"	"12"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"214"	"214"	"13"	"66"	"0"	"293"	"293"	"1"	"0"
"8037"	"3"	"7"	"4"	"2"	"380"	"10"	"38"	"2"	"31"	"6"	"2"	"4"	"2"	"8"	"3"	"11"	"2"	"12"	"1"	"0"	"44"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"182"	"182"	"14"	"70"	"0"	"266"	"266"	"1"	"0"
"8038"	"3"	"7"	"4"	"2"	"380"	"3"	"16"	"8"	"45"	"11"	"2"	"7"	"0"	"5"	"6"	"17"	"7"	"9"	"0"	"0"	"50"	"13"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"199"	"199"	"20"	"70"	"0"	"289"	"289"	"1"	"0"
"8039"	"3"	"7"	"4"	"2"	"380"	"12"	"32"	"3"	"38"	"6"	"5"	"16"	"1"	"6"	"1"	"12"	"9"	"10"	"5"	"0"	"31"	"21"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"208"	"208"	"13"	"29"	"0"	"250"	"250"	"1"	"0"
"8040"	"3"	"7"	"4"	"2"	"380"	"14"	"29"	"3"	"40"	"4"	"9"	"8"	"1"	"9"	"0"	"13"	"5"	"8"	"7"	"1"	"31"	"22"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"204"	"204"	"23"	"33"	"0"	"260"	"260"	"1"	"0"
"8041"	"3"	"7"	"4"	"2"	"380"	"10"	"27"	"3"	"36"	"10"	"9"	"8"	"2"	"8"	"4"	"11"	"11"	"8"	"4"	"0"	"50"	"19"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"220"	"220"	"16"	"22"	"0"	"258"	"258"	"1"	"0"
"8042"	"3"	"7"	"4"	"2"	"380"	"17"	"26"	"2"	"35"	"5"	"9"	"9"	"1"	"9"	"2"	"17"	"10"	"10"	"3"	"0"	"40"	"19"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"214"	"214"	"27"	"23"	"0"	"264"	"264"	"1"	"0"
"8043"	"3"	"7"	"4"	"2"	"190"	"8"	"14"	"1"	"22"	"4"	"4"	"13"	"0"	"2"	"0"	"10"	"8"	"2"	"2"	"0"	"30"	"12"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"132"	"132"	"5"	"16"	"0"	"153"	"153"	"1"	"0"
"8044"	"3"	"7"	"4"	"2"	"190"	"8"	"16"	"0"	"24"	"6"	"4"	"2"	"1"	"1"	"1"	"3"	"5"	"5"	"3"	"0"	"21"	"10"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"110"	"110"	"11"	"22"	"0"	"143"	"143"	"1"	"0"
"8045"	"3"	"7"	"4"	"2"	"310"	"9"	"17"	"2"	"25"	"3"	"3"	"3"	"0"	"8"	"1"	"6"	"8"	"6"	"5"	"0"	"13"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"113"	"113"	"12"	"33"	"0"	"158"	"158"	"1"	"0"
"8046"	"3"	"7"	"4"	"2"	"309"	"2"	"19"	"1"	"9"	"5"	"4"	"3"	"1"	"4"	"2"	"5"	"3"	"6"	"2"	"0"	"13"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"82"	"82"	"7"	"22"	"0"	"111"	"111"	"1"	"0"
"8047"	"3"	"7"	"5"	"2"	"400"	"6"	"110"	"2"	"4"	"4"	"3"	"14"	"1"	"17"	"1"	"21"	"0"	"4"	"2"	"1"	"31"	"22"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"243"	"243"	"19"	"59"	"0"	"321"	"321"	"1"	"0"
"8048"	"3"	"7"	"5"	"2"	"400"	"5"	"120"	"5"	"2"	"4"	"2"	"13"	"1"	"13"	"2"	"9"	"2"	"1"	"2"	"1"	"63"	"25"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"270"	"270"	"8"	"81"	"0"	"359"	"359"	"1"	"0"
"8049"	"3"	"7"	"5"	"2"	"400"	"0"	"76"	"4"	"2"	"4"	"0"	"22"	"0"	"10"	"2"	"17"	"4"	"1"	"4"	"1"	"87"	"32"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"266"	"266"	"13"	"50"	"0"	"329"	"329"	"1"	"0"
"8050"	"3"	"7"	"5"	"2"	"400"	"1"	"98"	"5"	"3"	"10"	"2"	"14"	"2"	"11"	"6"	"19"	"5"	"1"	"0"	"1"	"47"	"20"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"245"	"245"	"19"	"80"	"0"	"344"	"344"	"1"	"0"
"8051"	"3"	"7"	"5"	"2"	"401"	"0"	"118"	"1"	"3"	"4"	"2"	"11"	"0"	"12"	"3"	"15"	"3"	"0"	"1"	"0"	"62"	"47"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"282"	"282"	"18"	"60"	"0"	"360"	"360"	"1"	"0"
"8052"	"3"	"7"	"5"	"2"	"400"	"3"	"109"	"6"	"3"	"3"	"1"	"3"	"1"	"15"	"0"	"18"	"7"	"1"	"0"	"0"	"54"	"53"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"277"	"277"	"15"	"69"	"0"	"361"	"361"	"1"	"0"
"8053"	"3"	"7"	"5"	"2"	"400"	"1"	"118"	"4"	"3"	"2"	"3"	"9"	"1"	"9"	"2"	"17"	"4"	"2"	"0"	"1"	"73"	"47"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"296"	"296"	"15"	"41"	"0"	"352"	"352"	"1"	"0"
"8054"	"3"	"7"	"5"	"2"	"400"	"4"	"126"	"2"	"1"	"1"	"5"	"2"	"1"	"14"	"2"	"12"	"6"	"1"	"0"	"0"	"79"	"24"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"280"	"280"	"19"	"50"	"0"	"349"	"349"	"1"	"0"
"8055"	"3"	"7"	"5"	"2"	"400"	"1"	"110"	"6"	"3"	"7"	"3"	"11"	"0"	"17"	"1"	"23"	"4"	"0"	"0"	"0"	"57"	"22"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"265"	"265"	"22"	"65"	"0"	"352"	"352"	"1"	"0"
"8056"	"3"	"7"	"5"	"2"	"400"	"3"	"96"	"4"	"1"	"3"	"4"	"14"	"3"	"11"	"2"	"17"	"4"	"1"	"1"	"1"	"69"	"28"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"262"	"262"	"20"	"52"	"0"	"334"	"334"	"1"	"0"
"8057"	"3"	"7"	"5"	"2"	"400"	"10"	"69"	"7"	"1"	"12"	"3"	"22"	"0"	"12"	"0"	"41"	"10"	"1"	"1"	"1"	"29"	"40"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"259"	"259"	"19"	"87"	"0"	"365"	"365"	"1"	"0"
"8058"	"3"	"7"	"5"	"2"	"401"	"7"	"101"	"4"	"1"	"11"	"5"	"18"	"1"	"7"	"2"	"24"	"3"	"2"	"1"	"0"	"56"	"22"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"265"	"265"	"14"	"57"	"0"	"336"	"336"	"1"	"0"
"8059"	"3"	"7"	"5"	"2"	"400"	"7"	"106"	"0"	"3"	"3"	"6"	"14"	"0"	"4"	"3"	"14"	"6"	"0"	"0"	"1"	"56"	"28"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"251"	"251"	"14"	"46"	"0"	"311"	"311"	"1"	"0"
"8060"	"3"	"7"	"5"	"2"	"400"	"4"	"90"	"1"	"4"	"9"	"1"	"15"	"0"	"3"	"2"	"26"	"6"	"0"	"0"	"0"	"60"	"32"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"253"	"253"	"14"	"45"	"0"	"312"	"312"	"1"	"0"
"8061"	"3"	"7"	"5"	"2"	"399"	"0"	"93"	"2"	"2"	"8"	"3"	"28"	"1"	"8"	"3"	"19"	"7"	"0"	"0"	"0"	"50"	"35"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"259"	"259"	"18"	"51"	"0"	"328"	"328"	"1"	"0"
"8062"	"3"	"7"	"5"	"2"	"400"	"4"	"86"	"1"	"1"	"3"	"5"	"10"	"0"	"12"	"3"	"16"	"2"	"3"	"1"	"2"	"54"	"35"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"238"	"238"	"9"	"53"	"2"	"300"	"300"	"1"	"0"
"8063"	"3"	"7"	"5"	"2"	"400"	"3"	"137"	"2"	"2"	"6"	"2"	"18"	"0"	"4"	"1"	"22"	"6"	"3"	"0"	"1"	"49"	"25"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"281"	"281"	"8"	"33"	"0"	"322"	"322"	"1"	"0"
"8064"	"3"	"7"	"5"	"2"	"270"	"1"	"99"	"0"	"1"	"3"	"4"	"10"	"0"	"2"	"0"	"18"	"6"	"0"	"0"	"0"	"31"	"26"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"201"	"201"	"3"	"26"	"0"	"230"	"230"	"1"	"0"
"8065"	"3"	"7"	"5"	"2"	"270"	"1"	"80"	"0"	"1"	"2"	"5"	"14"	"0"	"3"	"1"	"13"	"5"	"0"	"0"	"0"	"32"	"18"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"175"	"175"	"10"	"32"	"0"	"217"	"217"	"1"	"0"
"8066"	"3"	"7"	"5"	"2"	"400"	"6"	"104"	"2"	"2"	"3"	"4"	"13"	"0"	"10"	"2"	"20"	"3"	"6"	"3"	"1"	"57"	"23"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"259"	"259"	"14"	"36"	"0"	"309"	"309"	"1"	"0"
"8067"	"3"	"7"	"5"	"2"	"400"	"1"	"146"	"3"	"0"	"2"	"1"	"7"	"1"	"12"	"1"	"23"	"5"	"3"	"1"	"0"	"53"	"19"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"278"	"278"	"15"	"48"	"0"	"341"	"341"	"1"	"0"
"8068"	"3"	"7"	"5"	"2"	"400"	"3"	"113"	"5"	"2"	"9"	"4"	"6"	"1"	"10"	"5"	"15"	"10"	"3"	"1"	"0"	"70"	"20"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"277"	"277"	"23"	"38"	"0"	"338"	"338"	"1"	"0"
"8069"	"3"	"7"	"5"	"2"	"400"	"1"	"130"	"5"	"7"	"2"	"1"	"4"	"1"	"13"	"2"	"19"	"5"	"4"	"0"	"1"	"55"	"29"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"279"	"279"	"16"	"61"	"0"	"356"	"356"	"1"	"0"
"8070"	"3"	"7"	"5"	"2"	"400"	"1"	"129"	"3"	"2"	"6"	"2"	"13"	"0"	"15"	"5"	"15"	"3"	"2"	"1"	"1"	"42"	"29"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"269"	"269"	"20"	"69"	"0"	"358"	"358"	"1"	"0"
"8071"	"3"	"7"	"5"	"2"	"400"	"8"	"120"	"6"	"4"	"8"	"2"	"10"	"1"	"13"	"2"	"16"	"10"	"2"	"1"	"0"	"48"	"25"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"276"	"276"	"28"	"54"	"0"	"358"	"358"	"1"	"0"
"8072"	"3"	"7"	"5"	"2"	"400"	"6"	"103"	"8"	"3"	"4"	"4"	"12"	"3"	"18"	"3"	"24"	"2"	"2"	"2"	"0"	"44"	"29"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"267"	"267"	"19"	"69"	"0"	"355"	"355"	"1"	"0"
"8073"	"3"	"7"	"5"	"2"	"400"	"3"	"122"	"4"	"1"	"5"	"2"	"19"	"2"	"9"	"1"	"14"	"7"	"2"	"3"	"0"	"51"	"30"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"275"	"275"	"18"	"58"	"0"	"351"	"351"	"1"	"0"
"8074"	"3"	"7"	"5"	"2"	"400"	"6"	"107"	"2"	"2"	"3"	"4"	"17"	"3"	"20"	"3"	"9"	"8"	"2"	"0"	"2"	"53"	"29"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"270"	"270"	"9"	"70"	"0"	"349"	"349"	"1"	"0"
"8075"	"3"	"7"	"5"	"2"	"400"	"5"	"92"	"0"	"0"	"6"	"2"	"25"	"0"	"9"	"3"	"19"	"4"	"2"	"0"	"0"	"30"	"22"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"219"	"219"	"23"	"88"	"0"	"330"	"330"	"1"	"0"
"8076"	"3"	"7"	"5"	"2"	"400"	"6"	"67"	"6"	"1"	"7"	"3"	"23"	"1"	"21"	"2"	"23"	"7"	"2"	"0"	"0"	"33"	"14"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"216"	"216"	"22"	"82"	"0"	"320"	"320"	"1"	"0"
"8077"	"3"	"7"	"5"	"2"	"400"	"5"	"92"	"0"	"2"	"3"	"0"	"14"	"2"	"5"	"2"	"17"	"5"	"2"	"3"	"1"	"53"	"31"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"237"	"237"	"11"	"31"	"0"	"279"	"279"	"1"	"0"
"8078"	"3"	"7"	"5"	"2"	"400"	"6"	"105"	"2"	"3"	"5"	"6"	"19"	"1"	"4"	"1"	"18"	"4"	"3"	"0"	"1"	"26"	"28"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"232"	"232"	"17"	"43"	"0"	"292"	"292"	"1"	"0"
"8079"	"3"	"7"	"5"	"2"	"400"	"4"	"104"	"3"	"4"	"7"	"1"	"23"	"2"	"8"	"1"	"19"	"5"	"2"	"1"	"0"	"41"	"21"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"246"	"246"	"16"	"44"	"0"	"306"	"306"	"1"	"0"
"8080"	"3"	"7"	"5"	"2"	"400"	"5"	"107"	"1"	"1"	"6"	"2"	"14"	"3"	"7"	"1"	"18"	"6"	"3"	"2"	"0"	"40"	"18"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"234"	"234"	"16"	"52"	"0"	"302"	"302"	"1"	"0"
"8081"	"3"	"7"	"5"	"2"	"400"	"4"	"129"	"2"	"2"	"5"	"6"	"17"	"0"	"6"	"1"	"26"	"5"	"2"	"1"	"0"	"33"	"22"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"261"	"261"	"18"	"39"	"0"	"318"	"318"	"1"	"0"
"8082"	"3"	"7"	"5"	"2"	"296"	"0"	"96"	"0"	"2"	"4"	"3"	"9"	"0"	"2"	"2"	"22"	"4"	"3"	"0"	"0"	"29"	"14"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"190"	"190"	"6"	"28"	"0"	"224"	"224"	"1"	"0"
"8083"	"3"	"7"	"5"	"2"	"293"	"3"	"84"	"5"	"0"	"5"	"2"	"6"	"0"	"3"	"0"	"23"	"6"	"2"	"0"	"1"	"36"	"18"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"194"	"194"	"10"	"26"	"0"	"230"	"230"	"1"	"0"
"8084"	"3"	"7"	"5"	"2"	"400"	"3"	"86"	"2"	"2"	"4"	"0"	"26"	"2"	"13"	"0"	"25"	"7"	"5"	"2"	"1"	"43"	"34"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"255"	"255"	"18"	"64"	"0"	"337"	"337"	"1"	"0"
